"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","occurrenceRemarks","barcode","imagecode","recordNumber","phylum","order","typeStatus","continentOcean","preparationType","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","class","relatedCatalogItem","fieldNumber","individualCount"
"11","2020-02-08 08:46:20-03","NBC","NL-BOTANY","U.1459636","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","pleiophylla","Habenaria pleiophylla","Hoehne & Schltr.","Pabst GFJ",NA,NA,NA,"Hatschbach GG; Lindeman JC; Haas JH de","1966","02","08","Brazil","Paraná",NA,"Paraná (Brasil), Sao Mateus do Sul, Vila S' Ana.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1459636 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1459636","NL-U1459636",NA,NA,"Asparagales",NA,"Southern America",NA,NA,NA,NA,NA,"Magnoliopsidae","U 0205508",NA,NA
"12","2020-11-04 12:17:31-03","ESALQ","ESA","114187","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","pleiophylla","Habenaria pleiophylla",NA,"Breier, T.B.","2004",NA,NA,"Breier, T.B.","2003","05","08","Brasil","São Paulo","Cananeia",NA,"-47.9199981689453","-25.0100002288818",NA,NA,NA,"ESA114187","ESA114187","1004.0","Magnoliophyta",NA,NA,NA,NA,NA,NA,"37574","auto",NA,NA,NA,NA
"13","2020-11-04 12:17:31-03","ESALQ","ESA","13418","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","pleiophylla","Habenaria pleiophylla","Hoehne & Schltr.",NA,NA,NA,NA,"Leitão Filho, H.F. et al.","1988","05","19","Brasil","São Paulo","Cananéia",NA,"-47.9199981689453","-25.0100002288818",NA,NA,NA,"ESA013418",NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,"37574","auto",NA,NA,NA,NA
"14","2021-03-31 13:41:04-03","MN","R","13810","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","pleiophylla","Habenaria pleiophylla","Hoehne & Schltr.","Batista, J.A.N.","1996","09",NA,"Hoehne, F.C.","1919","03","14","Brasil","São Paulo",NA,NA,NA,NA,NA,NA,"Secção de Botânica/ Museu Paulista",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2019-08-27 13:26:35-03","IAP","PACA-AGP","72853","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","pleiophylla","Habenaria pleiophylla","Hoehne & Schltr.","João A.N. Batista","2000","06",NA,"R. Wasum","1990","06","30","Brasil","RS","Torres","Praia da Guarita","-49.7268981933594","-29.3353004455566",NA,NA,"Habitat: Em beira de estrada","PACA072853",NA,NA,"Magnoliophyta","Orchidales",NA,NA,NA,NA,NA,"20837","auto","Liliatae",NA,NA,NA
"16","2019-08-27 13:26:35-03","IAP","PACA-AGP","52268","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","pleiophylla","Habenaria pleiophylla","Hoehne & Schltr.","J.A.N. Batista","2000","06",NA,"Hatschbach, G.","1948","05","15","Brasil","PR","Paranaguá","Matinhos","-48.5092010498047","-25.5200004577637",NA,NA,"Habitat: In arenosis p. litus Fenofase: flor","PACA052268",NA,"976","Magnoliophyta","Orchidales",NA,NA,NA,NA,NA,"24916","auto","Liliatae",NA,NA,NA
"17","2020-12-21 16:36:48-03","IAP","PACA-AGP","6496","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","pleiophylla","Habenaria pleiophylla","Hoehne & Schltr.","J.A.N. Batista","2000","06",NA,"Bruxel, A.","1935",NA,NA,"Brasil","SC","Florianópolis",NA,"-48.5491981506348","-27.596700668335",NA,NA,"Habitat: In dumetosis Fenofase: flor e fruto","PACA006496",NA,NA,"Magnoliophyta","Orchidales",NA,NA,NA,NA,NA,"27000","auto","Liliatae",NA,NA,NA
"18","2019-08-27 13:26:35-03","IAP","PACA-AGP","3294","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","pleiophylla","Habenaria pleiophylla","Hoehne & Schltr.","J.A.N. Batista","2000","06",NA,"Rambo, B.","1938","06",NA,"Brasil","SC","Florianópolis",NA,"-48.5491981506348","-27.596700668335",NA,NA,"Habitat: In silva Fenofase: fruto","PACA003294",NA,NA,"Magnoliophyta","Orchidales",NA,NA,NA,NA,NA,"27000","auto","Liliatae",NA,NA,NA
"19","2019-08-20 10:00:50-03","UNICAMP","UEC","111616","S","Plantae","Orchidaceae","Habenaria","pleiophylla","Habenaria pleiophylla","Hoehne & Schltr.","Pansarin, ER","2000","11",NA,"Anderson, LO; Amaral, MCE; Bittrich, V; Faria, AD","2000","04","09","Brazil","São Paulo","Campos do Jordão","Fit Park, Borda de brejo.","-45.5900001525879","-22.7299995422363",NA,NA,NA,"UEC034440","UEC034440","00/15","Liliopsida",NA,NA,NA,NA,NA,NA,"21048","auto",NA,NA,NA,NA
"20","2019-08-20 10:00:50-03","UNICAMP","UEC","111616","S","Plantae","Orchidaceae","Habenaria","pleiophylla","Habenaria pleiophylla","Hoehne & Schltr.","Pansarin, ER","2000","11",NA,"Anderson, LO; Faria, AD; Amaral, MCE; Bittrich, V","2000","04","09","Brazil","São Paulo","Campos do Jordão","Fit Park, Borda de brejo.","-45.5900001525879","-22.7299995422363",NA,NA,NA,NA,NA,"0015","Liliopsida",NA,NA,NA,NA,NA,NA,"21048","auto",NA,NA,NA,NA
"21","2019-08-20 10:00:50-03","UNICAMP","UEC","111638","S","Plantae","Orchidaceae","Habenaria","pleiophylla","Habenaria pleiophylla","Hoehne & Schltr.","Pansarin, ER","2000","11",NA,"Anderson, LO; Faria, AD; Amaral, MCE; Bittrich, V","2000","04","09","Brazil","São Paulo","Campos do Jordão","Parque Estadual de Campos do Jordão, Último brejo antes da plantação de Eucaliptus (Brejo das Formigas).","-45.5900001525879","-22.7299995422363",NA,NA,NA,NA,NA,"0037","Liliopsida",NA,NA,NA,NA,NA,NA,"21048","auto",NA,NA,NA,NA
"22","2019-08-20 10:00:50-03","UNICAMP","UEC","111638","S","Plantae","Orchidaceae","Habenaria","pleiophylla","Habenaria pleiophylla","Hoehne & Schltr.","Pansarin, ER","2000","11",NA,"Anderson, LO; Amaral, MCE; Bittrich, V; Faria, AD","2000","04","09","Brazil","São Paulo","Campos do Jordão","Parque Estadual de Campos do Jordão, Último brejo antes da plantação de Eucaliptus (Brejo das Formigas).","-45.5900001525879","-22.7299995422363",NA,NA,NA,"UEC034442","UEC034442","00/37","Liliopsida",NA,NA,NA,NA,NA,NA,"21048","auto",NA,NA,NA,NA
"23","2021-03-01 16:20:15-03","UNICAMP","UEC","49321","S","Plantae","Orchidaceae","Habenaria","pleiophylla","Habenaria pleiophylla","Hoehne & Schltr.","Barros, F","2006","05","24","Leitão Filho, HF; et al.","1988","05","19","Brazil","São Paulo","Cananéia","Ilha do Cardoso.","-47.9199981689453","-25.0100002288818",NA,NA,"Planta terrestre, com flor verde-amarelado.; Duna e restinga.","UEC138551","UEC138551","20304","Liliopsida",NA,NA,NA,NA,NA,NA,"37574","auto",NA,NA,NA,NA
"24","2019-08-20 10:00:50-03","UNICAMP","UEC","139832","S","Plantae","Orchidaceae","Habenaria","pleiophylla","Habenaria pleiophylla","Hoehne & Schltr.","Breier, TB","2004","09",NA,"Breier, TB; Singer, RB","2003","05","10","Brazil","São Paulo","Cananéia","Parque Estadual da Ilha do Cardoso, restinga Itacurussá","-47.9199981689453","-25.0100002288818",NA,NA,NA,"UEC034441","UEC034441","1045","Liliopsida",NA,NA,NA,NA,NA,NA,"37574","auto",NA,NA,NA,NA
"25","2019-08-20 10:00:50-03","UNICAMP","UEC","139833","S","Plantae","Orchidaceae","Habenaria","pleiophylla","Habenaria pleiophylla","Hoehne & Schltr.","Breier, TB","2004","09",NA,"Breier, TB; Nakakura, HCC","2002","07","30","Brazil","São Paulo","Cananéia","Parque Estadual da Ilha do Cardoso, restinga baixa, Itacuruça","-47.9199981689453","-25.0100002288818",NA,NA,NA,"UEC034436","UEC034436","409","Liliopsida",NA,NA,NA,NA,NA,NA,"37574","auto",NA,NA,NA,NA
"26","2019-08-20 10:00:50-03","UNICAMP","UEC","146295","S","Plantae","Orchidaceae","Habenaria","pleiophylla","Habenaria pleiophylla","Hoehne & Schltr.","Breier, TB","2004","09",NA,"Breier, TB; Singer, RB","2003","05","08","Brazil","São Paulo","Cananéia","Parque Estadual da Ilha do Cardoso, restinga Itacurussá","-47.9199981689453","-25.0100002288818",NA,NA,NA,"UEC034443","UEC034443","1004","Liliopsida",NA,NA,NA,NA,NA,NA,"37574","auto",NA,NA,NA,NA
"27","2019-08-20 10:00:50-03","UNICAMP","UEC",NA,"S","Plantae","Orchidaceae","Habenaria","pleiophylla","Habenaria pleiophylla","Hoehne & Schltr.","Breier, TB","2004","09",NA,"Breier, TB; Singer, RB","2003","05","08","Brazil","São Paulo","Cananéia","Parque Estadual da Ilha do Cardoso, restinga Itacurussá","-47.9199981689453","-25.0100002288818",NA,NA,NA,"UEC042872",NA,"1004","Liliopsida",NA,NA,NA,NA,NA,NA,"37574","auto",NA,NA,NA,NA
"28","2019-08-20 10:00:50-03","UNICAMP","UEC","106402","S","Plantae","Orchidaceae","Habenaria","pleiophylla","Habenaria pleiophylla","Hoehne & Schltr.","Batista, JAN","2000","03","30","Aona, LYS; Faria, AD; Pansarin, ER","1999","04","15","Brazil","São Paulo","Igaratá","Mata localizada na Rod. Dom Pedro I, Na altura do Km 43.","-46.1500015258789","-23.2000007629395",NA,NA,NA,NA,NA,"99103","Liliopsida",NA,NA,NA,NA,NA,NA,"24798","auto",NA,NA,NA,NA
"29","2019-08-20 10:00:50-03","UNICAMP","UEC","106401","S","Plantae","Orchidaceae","Habenaria","pleiophylla","Habenaria pleiophylla","Hoehne & Schltr.","Pansarin, ER","2000","11",NA,"Aona, LYS; Faria, AD; Pansarin, ER","1999","04","15","Brazil","São Paulo","Igaratá","Mata localizada na Rod. Dom Pedro I, Na altura do Km 43.","-46.1500015258789","-23.2000007629395",NA,NA,NA,NA,NA,"99104","Liliopsida",NA,NA,NA,NA,NA,NA,"24798","auto",NA,NA,NA,NA
"30","2019-08-20 10:00:50-03","UNICAMP","UEC","106401","S","Plantae","Orchidaceae","Habenaria","pleiophylla","Habenaria pleiophylla","Hoehne & Schltr.","Pansarin, ER","2000","11",NA,"Aona, LYS; Pansarin, ER; Faria, AD","1999","04","15","Brazil","São Paulo","Igaratá","Mata localizada na Rod. Dom Pedro I, Na altura do Km 43.","-46.1500015258789","-23.2000007629395",NA,NA,NA,"UEC034438","UEC034438","99/104","Liliopsida",NA,NA,NA,NA,NA,NA,"24798","auto",NA,NA,NA,NA
"31","2019-08-20 10:00:50-03","UNICAMP","UEC","106402","S","Plantae","Orchidaceae","Habenaria","pleiophylla","Habenaria pleiophylla","Hoehne & Schltr.","Batista, JAN","2000","03","30","Aona, LYS; Pansarin, ER; Faria, AD","1999","04","15","Brazil","São Paulo","Igaratá","Mata localizada na Rod. Dom Pedro I, Na altura do Km 43.","-46.1500015258789","-23.2000007629395",NA,NA,NA,"UEC034444","UEC034444","99/103","Liliopsida",NA,NA,NA,NA,NA,NA,"24798","auto",NA,NA,NA,NA
"32","2019-08-20 10:00:50-03","UNICAMP","UEC","111572","S","Plantae","Orchidaceae","Habenaria","pleiophylla","Habenaria pleiophylla","Hoehne & Schltr.","Pansarin, ER","2000","11",NA,"Aona, LYS; Pansarin, ER; Faria, AD","2000","03","04","Brazil","São Paulo","Jundiaí","Serra do Japi, Mata localizada próxima ao condomínio Ermida.","-46.8800010681152","-23.1800003051758",NA,NA,NA,"UEC034437","UEC034437","675","Liliopsida",NA,NA,NA,NA,"1045","1045","17840","auto",NA,NA,NA,NA
"33","2019-08-20 10:00:50-03","UNICAMP","UEC","95468","S","Plantae","Orchidaceae","Habenaria","pleiophylla","Habenaria pleiophylla","Hoehne & Schltr.","Pansarin, ER",NA,NA,NA,"Pansarin, ER; Singer, RB","1998","03","25","Brazil","São Paulo","Jundiaí","Serra do Japi, Próximo à base ecológica, sentido Mirante.","-46.8800010681152","-23.1800003051758",NA,NA,NA,"UEC034439","UEC034439","180","Liliopsida",NA,NA,NA,NA,NA,NA,"17840","auto",NA,NA,NA,NA
"34","2019-08-20 10:00:50-03","UNICAMP","UEC","110434","S","Plantae","Orchidaceae","Habenaria","pleiophylla","Habenaria pleiophylla","Hoehne & Schltr.",NA,NA,NA,NA,"Pansarin, ER","2000","02","17","Brazil","São Paulo","Jundiaí","Serra do Japi, Sentido bairro Eloy Chaves, próximo à represa do DAE.","-46.8800010681152","-23.1800003051758",NA,NA,NA,"UEC034435","UEC034435","704","Liliopsida",NA,NA,NA,NA,NA,NA,"17840","auto",NA,NA,NA,NA
"35","2019-01-17 11:24:01-02","PUCRS","MPUC","12451","S","Plantae","Orchidaceae","Habenaria","pleiophylla","Habenaria pleiophylla","Hoehne & Schltr.","C.A. Mondin","2009","01","01","C.A. Mondin","2009","03","22","Brasil","RS","Dom Pedro de Alcântara","Morrinho de Porto Fagundes","-49.8497222","-29.3694444","-49.8497222000","-29.3694444000",NA,NA,NA,NA,NA,"Asparagales",NA,"South America",NA,NA,NA,NA,NA,"Magnoliopsida",NA,"634","1"
"36","2020-10-14 10:04:10-03","FURB","FURB","38459","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","pleiophylla","Habenaria pleiophylla","Hoehne & Schltr.","Pedron, M","2014","08","07","Funez, L.A.","2012","06","22","Brasil","Santa Catarina","Blumenau","Parque Natural Municipal São Francisco de Assis.","-49.0791667","-26.9222223","-49.0791667","-26.9222223",NA,"FURB05029","FURB05029","610",NA,NA,NA,NA,NA,"87","87",NA,NA,NA,NA,NA,NA
"37","2020-12-21 16:38:32-03","MBM","MBM","214054","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","paranaguensis","Habenaria paranaguensis","Hoehne","Hoehne, F.C.",NA,NA,NA,"Hatschbach Sobrinho, A.","1947","05",NA,"Brazil","Paraná","Matinhos",NA,"-48.5428009033203","-25.8174991607666",NA,NA,"Halófila, flor verde-amarelada.","MBM214054","MBM214054","732",NA,NA,"ISOTYPE","Southern America",NA,"3","5","15275","auto",NA,NA,NA,NA
"38","2020-12-21 16:38:33-03","MBM","MBM","214053","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","pleiophylla","Habenaria pleiophylla","Hoehne & Schltr.","Batista, J.A.N.",NA,NA,NA,"Britez, R.M.",NA,NA,NA,"Brazil","Paraná","Paranaguá","Ilha do Mel","-48.5092010498047","-25.5200004577637",NA,NA,NA,"MBM214053","MBM214053","1956",NA,NA,NA,"Southern America",NA,NA,NA,"24916","auto",NA,NA,NA,NA
"39","2020-12-21 16:38:33-03","MBM","MBM","49698","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","pleiophylla","Habenaria pleiophylla","Hoehne & Schltr.","Batista, J.A.N.",NA,NA,NA,"Hatschbach, G.",NA,NA,NA,"Brazil","Paraná","Paranaguá","Matinhos","-48.5092010498047","-25.5200004577637",NA,NA,NA,"MBM049698","MBM049698","976",NA,NA,NA,"Southern America",NA,NA,NA,"24916","auto",NA,NA,NA,NA
"40","2020-12-21 16:38:33-03","MBM","MBM","49699","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","pleiophylla","Habenaria pleiophylla","Hoehne & Schltr.","Batista, J.A.N.",NA,NA,NA,"Hatschbach, G.",NA,NA,NA,"Brazil","Paraná","Paranaguá","Rio Cachoeirinha","-48.5092010498047","-25.5200004577637",NA,NA,NA,"MBM049699",NA,"2446",NA,NA,NA,"Southern America",NA,NA,NA,"24916","auto",NA,NA,NA,NA
"41","2020-12-21 16:38:33-03","MBM","MBM","49697","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","pleiophylla","Habenaria pleiophylla","Hoehne & Schltr.","Batista, J.A.N.",NA,NA,NA,"Hatschbach, G.",NA,NA,NA,"Brazil","Paraná","Guaratuba","Balneário Brejatuba","-48.5746994018555","-25.8827991485596",NA,NA,NA,"MBM049697","MBM049697","10124",NA,NA,NA,"Southern America",NA,NA,NA,"41937","auto",NA,NA,NA,NA
"42","2020-12-21 16:38:33-03","MBM","MBM","32070","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","pleiophylla","Habenaria pleiophylla","Hoehne & Schltr.","Hatschbach, G.; Batista, J.A.",NA,NA,NA,"Hatschbach, G.",NA,NA,NA,"Brazil","Paraná","Guaratuba","Balneário Coroado","-48.5746994018555","-25.8827991485596",NA,NA,NA,"MBM032070","MBM032070","34420",NA,NA,NA,"Southern America",NA,NA,NA,"41937","auto",NA,NA,NA,NA
"43","2020-12-21 16:38:33-03","MBM","MBM","49696","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","pleiophylla","Habenaria pleiophylla","Hoehne & Schltr.","Batista, J.A.N.",NA,NA,NA,"Hatschbach, G.",NA,NA,NA,"Brazil","Paraná","Paranaguá","Entre Matinhos e Caiobá","-48.5092010498047","-25.5200004577637",NA,NA,NA,"MBM049696","MBM049696","9139",NA,NA,NA,"Southern America",NA,NA,NA,"24916","auto",NA,NA,NA,NA
"44","2020-12-21 16:38:33-03","MBM","MBM","226985","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","pleiophylla","Habenaria pleiophylla","Hoehne & Schltr.","Batista, J.A.N.",NA,NA,NA,"Singer, R.B.; Cocucci, A.A.; Cocucci, A.A.",NA,NA,NA,"Brazil","Paraná","Paranaguá","Ilha do Mel, Praia da Fortaleza s","-48.5092010498047","-25.5200004577637",NA,NA,NA,"MBM226985","MBM226985","s.n.",NA,NA,NA,"Southern America",NA,NA,NA,"24916","auto",NA,NA,NA,NA
"45","2020-12-21 16:38:33-03","MBM","MBM","75987","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","pleiophylla","Habenaria pleiophylla","Hoehne & Schltr.","Batista, J.A.N.",NA,NA,NA,"Hatschbach, G.","1982","05","15","Brazil","Paraná","Paranaguá","Ponta do Poço","-48.5092010498047","-25.5200004577637",NA,NA,NA,"MBM075987","MBM075987","44930",NA,NA,NA,"Southern America",NA,NA,NA,"24916","auto",NA,NA,NA,NA
"46","2020-12-21 16:38:33-03","MBM","MBM","255669","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","pleiophylla","Habenaria pleiophylla","Hoehne & Schltr.","Batista, J.A.N.",NA,NA,NA,"Dombrowski, L.T.",NA,NA,NA,"Brazil","Paraná","Paranaguá","Pontal do Sul","-48.5092010498047","-25.5200004577637",NA,NA,NA,"MBM255669","MBM255669","11375",NA,NA,NA,"Southern America",NA,NA,NA,"24916","auto",NA,NA,NA,NA
"47","2020-12-21 16:38:33-03","MBM","MBM","394417","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","pleiophylla","Habenaria pleiophylla","Hoehne & Schltr.","Barboza, E.","2013","04","12","Bohrer, P.; Picoli, A.C.; Picoli, A.C.","2012","10","21","Brazil","Paraná","Pontal do Paraná","Balneário Barrancos","-48.511100769043","-25.6735992431641",NA,NA,"Terrícola; flores verdes, nectário evidente.; Restinga, duna frontal.","MBM394417","MBM394417","196",NA,NA,NA,"Southern America",NA,NA,NA,"19508","auto",NA,NA,NA,NA
"48","2015-09-03 19:47:39-03","MNHN","RECOLNAT_MNHN_P","P00408691","PreservedSpecimen",NA,"Orchidaceae","Habenaria","pleiophylla","Habenaria pleiophylla","Hoehne & Schltr.","Batista",NA,NA,NA,"Saint-Hilaire, A. de",NA,NA,NA,"Brésil",NA,NA,"Province de Sainte Catherine",NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00408691' target='other'> <mi>dwc_moreinfo</mi></a>","P00408691","P00408691_01",NA,NA,NA,NA,NA,"hb",NA,NA,NA,NA,NA,NA,"C2 1766",NA
"49","2020-12-11 11:44:41-03","UFMG","BHCB","120195","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","pleiophylla","Habenaria pleiophylla","Hoehne & Schltr.",NA,"2008","02","03","Batista, JAN","2008","02","03","Brasil","Rio Grande do Sul","Arroio do Sal","Curumim","-49.937694","-29.617139","-49.937694","-29.617139","Erva terrestre. Pouco comum. Inflorescência em inicio de crescimento.; em campo limpo seco sobre dunas, próximo a praia. Crescendo próximo a grandes touceiras de Epidendrum fulgens. Solo areno-argiloso, escuro","BHCB001645","BHCB001645","2514","Monocotyledon",NA,NA,"Southern America",NA,"9","9",NA,NA,NA,NA,NA,NA
"50","2020-12-11 11:44:41-03","UFMG","BHCB","168705","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","pleiophylla","Habenaria pleiophylla","Hoehne & Schltr.",NA,"1976",NA,NA,"Klein; Bresolin, AR","1965","04","29","Brasil","Santa Catarina","Florianópolis","Morro da Pedras, Ilha de Santa Catarina.","-48.5491981506348","-27.596700668335",NA,NA,"Erva, 0,3 m de altura. Flor esverdeada.; Terrícola da restinga.","BHCB012805",NA,"6002","Monocotyledon",NA,NA,"Southern America",NA,"2","2","27000","auto",NA,NA,NA,NA
"51","2021-02-11 17:20:57-03","UFPR","UPCB","9921","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","pleiophylla","Habenaria pleiophylla","Hoehne ex Schltr.","Hatschbach, G.","1974","06",NA,"Hatschbach, G.","1974","05","09","Brasil","Paraná","Guaratuba","Baln. Coroado","-48.5746994018555","-25.8827991485596",NA,NA,"Flor creme esverdeada. Das depressões brejosas da restinga..",NA,NA,"34420",NA,NA,NA,NA,NA,NA,NA,"41937","auto",NA,NA,NA,NA
