"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","class","dayIdentified","relatedCatalogItem","coordinatePrecision","geoFlag","fieldNumber","typeStatus","individualCount","sex","infraspecificEpithet"
"11","2019-08-20 10:26:17-03","UNICAMP","UEC","145848","S","Plantae","Magnoliopsida",NA,"Simaroubaceae","Simaba","glabra","Simaba glabra","Engl.","Yamamoto, K","Souza, EB; Freitas, JG; Rodrigues, AC","1450","2006","02","17",NA,"Brazil","Bahia","Campo Formoso","Serra do Areião, Brejo do Tamanduá.","-40.263611","-10.428611","819","819",NA,"Arbusto de 4-5 m. altura. Folhas coriáceas, discolores. Ramos verde-claros. Frutos maduros púrpura-escuros. Material tratado com álcool comercial.","UEC049767","UEC049767","2007",NA,"-40.263611","-10.428611",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2020-12-21 16:45:14-03","MBM","MBM","22485","PreservedSpecimen","Plantae",NA,NA,"Simaroubaceae","Simaba","glabra","Simaba glabra","Engl.","Ferrucci, M.S.","Hatschbach, G.","25038",NA,NA,NA,"Southern America","Brazil","Mato Grosso","Rio Brilhante","Rod. BR-267, Entroncamento",NA,NA,NA,NA,NA,NA,"MBM022485","MBM022485",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2020-12-21 16:45:14-03","MBM","MBM","196170","PreservedSpecimen","Plantae",NA,NA,"Simaroubaceae","Simaba","glabra","Simaba glabra","Engl.","Dubs, B.","Dubs, B.","1652",NA,NA,NA,"Southern America","Brazil","Mato Grosso","Chapada dos Guimarães","Chapada dos Guimarães","-55.749698638916","-15.460599899292",NA,NA,NA,NA,"MBM196170","MBM196170",NA,NA,NA,NA,NA,NA,NA,"107042","auto",NA,NA,NA,NA,NA
"14","2020-12-21 16:45:14-03","MBM","MBM","244635","PreservedSpecimen","Plantae",NA,NA,"Simaroubaceae","Simaba","glabra","Simaba glabra","Engl.",NA,"Ratter, R.A.; et al.; et al.","7745",NA,NA,NA,"Southern America","Brazil","Maranhão","Alto Parnaíba","Rodovia para Ribeirão Gonçalves, ca. 8,5km de Alto Parnaíba","-45.9296989440918","-9.11083030700684",NA,NA,NA,NA,"MBM244635","MBM244635",NA,NA,NA,NA,NA,NA,NA,"127504","auto",NA,NA,NA,NA,NA
"15","2015-10-10 08:34:14-03","MNHN","RECOLNAT_MNHN_P","P01817245","PreservedSpecimen",NA,NA,NA,"Simaroubaceae","Simaba","glabra","Simaba glabra","Engl.","Cavalcante","Hassler, E.",NA,"1907","8",NA,NA,"paraguay",NA,NA,"In altaplanitie et declivibus Sierra de Amambay",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01817245' target='other'> <mi>dwc_moreinfo</mi></a>","P01817245","P01817245_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"10569",NA,NA,NA,NA
"16","2020-12-11 11:41:31-03","UFMG","BHCB","46015","PreservedSpecimen","Plantae","Dicotyledon",NA,"Simaroubaceae","Simaba","glabra","Simaba glabra","Engl.",NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2018-10-18 16:05:00-03","MO","MOBOT","101076502","PreservedSpecimen","Plantae",NA,NA,"Simaroubaceae","Simaba","glabra","Simaba glabra","Engl.",NA,"Émile Hassler","Hassler 10569a","1908","9",NA,"South America","Paraguay","Amambay",NA,"Sierra de Amambay in campis cerrados pr. Esperanza",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Holotype","1",NA,NA
"18","2018-10-18 15:27:00-03","MO","MOBOT","2515483","PreservedSpecimen","Plantae",NA,NA,"Simaroubaceae","Simaba","glabra","Simaba glabra","Engl.","Pirani, J. R.","Émile Hassler","Hassler 10569","1908","8",NA,"South America","Paraguay","Amambay",NA,"Sierra de Amambay in campis cerrados pr. Esperanza",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Holotype","1",NA,NA
"19","2008-05-27 22:02:00-03","MO","MOBOT","3427311","PreservedSpecimen","Plantae",NA,NA,"Simaroubaceae","Simaba","glabra","Simaba glabra","Engl.","M.S. Ferrucci","Gert G. Hatschbach","Hatschbach 25038","1970","10","22","South America","Brazil","Mato Grosso",NA,"Rod. BR-267, Entroncamento (mun. Rio Brilhante).",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2020-08-31 09:10:29-03","INPA","INPA","182494","S","Plantae","Dicotyledon Com-Clade","Sapindales","Simaroubaceae","Simaba","glabra","Simaba glabra","Engl.",NA,"Ratter, JA","6719","1993","07","02","Southern America","Brasil","Maranhão","Carolina","BR-230, Transect area 2, near Carolina on road north to Estreito.","-47.416667","-7.116667",NA,NA,NA,NA,"INPA0182494","INPA0182494 INPA0182494_e",NA,NA,"-47.416667","-7.116667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2020-09-12 05:00:02-03","US","US","3147011","PreservedSpecimen","Plantae",NA,"Sapindales","Simaroubaceae","Simaba","glabra","Simaba glabra","Engl.",NA,"G. Hatschbach","25038","1970","10","22","South America - Neotropics","Brazil","Mato Grosso do Sul","Rio Brilhante",NA,"-54.5463981628418","-21.8019008636475",NA,NA,NA,NA,"US01858053","US01858053_01 US01858053_02",NA,NA,NA,NA,"Dicotyledonae",NA,NA,"65544","auto",NA,NA,"1",NA,NA
"22","2020-09-02 16:39:47-03","Cenargen","CEN","105500","PreservedSpecimen","Plantae",NA,NA,"Simaroubaceae","Homalolepis","glabra","Homalolepis glabra","(Engl.) Devecchi & Pirani","Marcelo F. Devecchi","Marcelo Fernando Devecchi","298","2014","03","26",NA,"Brasil","MS","BONITO","Estrada não pavimentada para Guia Lopes, estrada em direção ao Balneário e Camping do Gordo.","-56.410555","-21.170833",NA,NA,"Exsicatas","Folhas com pecíolo e raque avermelhados. Doação Universidade de São Paulo - Herbário SPF.","CEN00105500","CEN00105500","2014","03","-56.410555","-21.170833",NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"23","2021-03-15 18:30:07-03","USP","SPF","146097","PreservedSpecimen","Plantae",NA,NA,"Simaroubaceae","Homalolepis","glabra","Homalolepis glabra","(Engl.) Devecchi & Pirani","Devecchi, MF","Pirani, JR","4872","2001","01","26",NA,"Brasil","Mato Grosso do Sul","Bonito","Estrada não pavimentada para Guia Lopes, ramal para Rincão Bonito, a ca. 3 km da bifurcação. Cerrado perturbado, com pastagens.","-56.410722","-21.171056","307","307",NA,"Arbusto com ramos ascendentes entouceirados, ca. 70 cm alt., ao sol. Raque foliar e pecíolos levemente avermelhados ou róseos. Resto de infrutescência terminal. Comum no local .","SPF00146097",NA,"2017","06","-56.410722","-21.171056",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 18:30:07-03","USP","SPF","216159","PreservedSpecimen","Plantae",NA,NA,"Simaroubaceae","Homalolepis","glabra","Homalolepis glabra","(Engl.) Devecchi & Pirani","Devecchi, MF","Devecchi, MF","322","2014","09","06",NA,"Brasil","Mato Grosso do Sul","Bonito","Estrada não pavimentada para Guia Lopes, estrada em direção ao Balneário e Camping do Gordo.","-56.415325","-21.162525","303","303",NA,"Arbusto, ca. 1,2 m alt. Folhas dispostas ao longo dos ramos, geralmente a raque foliar é avermelhada. Folíolos pouco discolores. Flores com pétalas alvo-esverdeadas, estames alvos com anteras amarelas, ginóforo alaranjado, ovário ver","SPF00216159",NA,"2017","11","-56.415325","-21.162525",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 18:30:07-03","USP","SPF","216207","PreservedSpecimen","Plantae",NA,NA,"Simaroubaceae","Homalolepis","glabra","Homalolepis glabra","(Engl.) Devecchi & Pirani","Devecchi, MF","Devecchi, MF","298","2014","03","26",NA,"Brasil","Mato Grosso do Sul","Bonito","Estrada não pavimentada para Guia Lopes, estrada em direção ao Balneário e Camping do Gordo","-56.410722","-21.171056",NA,NA,NA,"Arbusto até 60 cm alt. Folhas com pecíolo e raque avermelhados. Estéril.","SPF00216207",NA,"2017","11","-56.410722","-21.171056",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 18:30:07-03","USP","SPF","204895","PreservedSpecimen","Plantae",NA,NA,"Simaroubaceae","Homalolepis","glabra","Homalolepis glabra","(Engl.) Devecchi & Pirani","Devecchi, MF","Macedo, A","467","1944","08","06",NA,"Brasil","Minas Gerais","Ituiutaba",NA,"-49.4650001525879","-18.968900680542",NA,NA,NA,"Sub-arbusto e até arbusto com hastes finas e avermelhadas. Forma grandes moitas nos campos. Flores amareladas com perfume forte e enjoativo. O fruto maduro amarelo com regular quantidade de suco também amarelo.","SPF00204895",NA,"2017","06",NA,NA,NA,NA,NA,"50022","auto",NA,NA,NA,NA,NA
"27","2021-03-15 18:30:08-03","USP","SPF","116108","PreservedSpecimen","Plantae",NA,NA,"Simaroubaceae","Simaba","glabra","Simaba glabra","Engl.","Pirani, JR","Cavalcanti, DC","142","1995","07","11",NA,"Brasil","São Paulo","Guaratinguetá","Reserva Florestal da EEAR.","-45.189998626709","-22.8099994659424",NA,NA,NA,"Arvoreta ca. 5 m, vegetativo.; Mata de planalto.","SPF00116108",NA,"1998",NA,NA,NA,NA,NA,NA,"27040","auto",NA,NA,NA,NA,NA
"28","2020-12-02 09:07:46-03","UNITINS","HUTO","5953","PreservedSpecimen","Plantae",NA,NA,"Simaroubaceae","Simaba","glabra","Simaba glabra","Engl.","Cordeiro, J.","Caxambu, M.G.","3148","2010","08","01",NA,"Brasil","Tocantins","Mateiros","APA Jalapão, arredores de Mateiros. Beira de estrada. Solo neossolo quartzênico não hidromórfico. Relevo suave-ondulado.","-46.500833","-10.579722","496","496",NA,"Arbusto com cerca de 40 cm de altura. Flores verdes, odoríferas.; Savana (campo sujo)","HUTO005953",NA,"2011",NA,"-46.500833","-10.579722",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2019-09-04 19:21:06-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Simaroubaceae","Simaba","glabra","Simaba glabra",NA,NA,"L. Riedel","483",NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,"Type [status unknown]",NA,NA,NA
"30","2020-11-12 17:03:26-03","UEL","FUEL","54859","PreservedSpecimen","Plantae","Tracheophyta","Sapindales","Simaroubaceae","Simaba","glabra","Simaba glabra","Engl.","Cordeiro, J; Barboza, E","Caxambu, MG; et al.","3148","2010","08","01",NA,"Brasil","Tocantins","Mateiros","APA do Jalapão, arredores de Mateiros","-46.501","-10.579833","496","496",NA,NA,"OK",NA,"2011",NA,"-46.501","-10.579833",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2019-11-01 15:10:54-03","UnB","UB","89972","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Simaroubaceae","Homalolepis","glabra","Homalolepis glabra","(Engl.) Devecchi & Pirani","Devecchi, MF","Neto, LA","1175","2000","09","26","Southern America","Brasil","Mato Grosso","Chapada dos Guimarães","Chapada dos Guimarães, Fazenda Pombal","-55.7497","-15.4606",NA,NA,NA,NA,NA,NA,"2018","06","-55.7497","-15.4606",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2019-11-01 15:10:54-03","UnB","UB","89943","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Simaroubaceae","Simaba","glabra","Simaba glabra","Engl.","Yamamoto, K; Franceschinelli, EV","Prance, GT","58545","1964","08","02","Southern America","Brasil","Tocantins","Filadélfia","Serra da Jaccouba","-46.5","-7.333333",NA,NA,NA,NA,NA,NA,"1990","08","-46.5","-7.333333",NA,"27",NA,NA,NA,NA,NA,NA,NA,NA
"33","2019-11-01 15:10:54-03","UnB","UB","15023","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Simaroubaceae","Simaba","glabra","Simaba glabra","Engl.","Martins, RC","Martins, RC; Filgueiras, AD; Alvarenga, A; Drumond, M","512","2004","09","06","Southern America","Brasil","Goiás","Alto Paraíso de Goiás","Bairro Cidade Alta, terreno da Saneago.","-47.5099983215332","-14.1324996948242",NA,NA,NA,"Planta medicinal. Estéril. Raiz amargosa usada para diabetes, fígado e depurativa do sangue. Informante: Marla.; Arbusto 0,15m; Cerrado.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"44724","auto",NA,NA,NA,NA,NA
"34","2019-03-19 18:18:45-03","UFMT","UFMT","23955","S","Plantae",NA,NA,"Simaroubaceae","Simaba","glabra","Simaba glabra","Engl.","Devecchi, M.F.","Amorim Neto, L.; Aragona, M.","1175","2000","09","26",NA,"Brasil","Mato Grosso","Chapada dos Guimarães","PARNA Chapada dos Guimarães, Fazenda Pombal.","-55.749698638916","-15.460599899292",NA,NA,NA,"Acaule, ramos ca. de 30 cm de alt. Inflorescência axilar, esverdeada. Flores esverdeadas, odorosas.",NA,NA,"2014","12",NA,NA,NA,"07",NA,"107042","auto",NA,NA,NA,NA,NA
"35","2017-09-11 17:14:03-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Simaroubaceae","Simaba","glabra","Simaba glabra","Engl.",NA,"Riedel, L","484",NA,NA,NA,"Southern America","Brazil","São Paulo",NA,"prov. S. Paulo ad Rio Pardo.",NA,NA,NA,NA,NA,NA,NA,"P12P2N0043",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2017-09-11 17:14:03-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Simaroubaceae","Simaba","glabra","Simaba glabra","Engl.",NA,"Riedel, L","483",NA,NA,NA,"Southern America","Brazil","São Paulo",NA,"prov. S. Paulo ad Rio Pardo.",NA,NA,NA,NA,NA,NA,NA,"P12P2N0043",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2019-11-21 10:19:18-03","IBt","SP","54207","S","Plantae",NA,NA,"Simaroubaceae","Simaba","glabra","Simaba glabra","Engl.","Yamamoto, K; Franceschinelli, EV","Macedo, A","467","1944","08","06",NA,"Brasil","Minas Gerais","Ituiutaba",NA,"-49.4650001525879","-18.968900680542",NA,NA,NA,NA,"SP050338","SP050338","1990","08",NA,NA,NA,"27",NA,"50022","auto",NA,NA,NA,NA,NA
"38","2010-08-16 16:42:45-03","GH","HU-HERB","GH 00044359","PreservedSpecimen","Plantae",NA,NA,"Simaroubaceae","Simaba","glabra","Simaba glabra","Engler",NA,"L. Riedel",NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,NA,"Sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Isotype",NA,"undetermined",NA
"39","2010-08-16 16:43:39-03","A","HU-HERB","A 00044360","PreservedSpecimen","Plantae",NA,NA,"Simaroubaceae","Simaba","glabra","Simaba glabra emarginata","Hassler",NA,"E. Hassler","10569","1907","8",NA,"South America","Paraguay",NA,NA,"In altaplanitie et declivibus Sierra de Amambay",NA,NA,NA,NA,"Sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10569","Isotype",NA,"undetermined","emarginata"
"40","2010-08-16 16:43:27-03","A","HU-HERB","A 00044361","PreservedSpecimen","Plantae",NA,NA,"Simaroubaceae","Simaba","glabra","Simaba glabra inaequilatera","Hassler",NA,"E. Hassler","10569a","1907","9",NA,"South America","Paraguay",NA,NA,"In altaplanitie et declivibus Sierra de Amambay",NA,NA,NA,NA,"Sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10569a","Isotype",NA,"undetermined","inaequilatera"
