"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","infraspecificEpithet","typeStatus","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","class","relatedCatalogItem","fieldNumber","individualCount","eventTime","previousCatalogNumber"
"44","2021-03-30 12:37:09-03","EAO","IAN","146512","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Clusiaceae","Garcinia","brasiliensis","Garcinia brasiliensis","Mart.","Nascimento, EAP","Pena, BS da","146512","1975","01","19","Southern America","Brasil","Acre",NA,"Rio Macacau, afluente do Rio Iaco.",NA,NA,NA,NA,"IAN146512",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2018","03","29",NA,NA,NA,NA,NA,NA
"45","2021-03-30 12:37:10-03","EAO","IAN","42657","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Clusiaceae","Garcinia","brasiliensis","Garcinia brasiliensis","Mart.","Nascimento, EAP","Fróes, RL","23709","1948","12","14","Southern America","Brasil","Amazonas",NA,"Rio Solimões, Igarapé Belém.",NA,NA,NA,NA,"IAN042657",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2018","03","29",NA,NA,NA,NA,NA,NA
"46","2021-03-30 12:37:10-03","EAO","IAN","54954","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Clusiaceae","Garcinia","brasiliensis","Garcinia brasiliensis","Mart.","Nascimento, EAP","Fróes, RL","26142","1950","06","08","Southern America","Brasil","Amazonas","Tefé","Igapó.","-64.7114028930664","-3.35417008399963",NA,NA,"IAN054954",NA,NA,NA,NA,NA,NA,NA,"340205","auto","2018","03","29",NA,NA,NA,NA,NA,NA
"47","2021-03-30 12:37:10-03","EAO","IAN","29671","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Clusiaceae","Garcinia","brasiliensis","Garcinia brasiliensis","Mart.","Nascimento, EAP","Black, GA","1214","1947","08","18","Southern America","Brasil","Amazonas","Tefé","Mata.","-64.7114028930664","-3.35417008399963",NA,NA,"IAN029671","IAN029671 IAN029671_e",NA,NA,NA,NA,NA,NA,"340205","auto","2018","03","29",NA,NA,NA,NA,NA,NA
"48","2021-03-30 12:37:10-03","EAO","IAN","50349","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Clusiaceae","Garcinia","brasiliensis","Garcinia brasiliensis","Mart.","Nascimento, EAP","Pires, JM; Black, GA","1770","1949","08","09","Southern America","Brasil","Maranhão","Imperatriz","Capoeira a beira do Rio Tocantins.","-47.49169921875","-5.52639007568359",NA,NA,"IAN050349",NA,NA,NA,NA,NA,NA,NA,"48110","auto","2018","03","29",NA,NA,NA,NA,NA,NA
"49","2021-03-30 12:37:09-03","EAO","IAN","184740","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Clusiaceae","Garcinia","brasiliensis","Garcinia brasiliensis","Mart.","Nascimento, EAP","Rodrigues, ST","371","2009","09","16","Southern America","Brasil","Pará","Belém",NA,"-48.5043983459473","-1.4558299779892",NA,NA,"IAN184740",NA,NA,NA,NA,NA,NA,NA,"48462","auto","2018","03","29",NA,NA,NA,NA,NA,NA
"50","2021-03-30 12:37:10-03","EAO","IAN","36054","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Clusiaceae","Garcinia","brasiliensis","Garcinia brasiliensis","Mart.","Nascimento, EAP","Silva, NT da","23","1947","07","04","Southern America","Brasil","Pará","Belém","Bosque Municipal.","-48.5043983459473","-1.4558299779892",NA,NA,"IAN036054",NA,NA,NA,NA,NA,NA,NA,"48462","auto","2018","03","29",NA,NA,NA,NA,NA,NA
"51","2021-04-08 17:38:10-03","EAO","IAN","XILO6428","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Clusiaceae","Garcinia","brasiliensis","Garcinia brasiliensis","Mart.","Nascimento, EAP","Silva, NT da","23","1947","07","04","Southern America","Brasil","Pará","Belém","Bosque Municipal.","-48.5043983459473","-1.4558299779892",NA,NA,"IANXILO6428",NA,NA,NA,NA,NA,NA,NA,"48462","auto","2018","03","29",NA,NA,NA,NA,NA,NA
"52","2021-03-30 12:37:09-03","EAO","IAN","193651","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Clusiaceae","Garcinia","brasiliensis","Garcinia brasiliensis","Mart.","Cordeiro, MR","Nascimento, WMO do","s.n.","2015","08","07","Southern America","Brasil","Pará","Belém","Campo Experimental de fruteira da Embrapa Amazônia Oriental, Belem, PA.","-48.5043983459473","-1.4558299779892",NA,NA,"IAN193651",NA,NA,NA,NA,NA,NA,NA,"48462","auto","2015","08","31",NA,NA,NA,NA,NA,NA
"53","2021-03-30 12:37:09-03","EAO","IAN","193653","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Clusiaceae","Garcinia","brasiliensis","Garcinia brasiliensis","Mart.","Cordeiro, MR","Nascimento, WMO do","s.n.","2015","08","10","Southern America","Brasil","Pará","Belém","Campo Experimental de fruteira da Embrapa Amazônia Oriental, Belem, PA.","-48.5043983459473","-1.4558299779892",NA,NA,"IAN193653",NA,NA,NA,NA,NA,NA,NA,"48462","auto","2015","08","31",NA,NA,NA,NA,NA,NA
"54","2021-03-30 12:37:10-03","EAO","IAN","196670","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Clusiaceae","Garcinia","brasiliensis","Garcinia brasiliensis","Mart.",NA,"Costa, MF","23","2017","10","23","Southern America","Brasil","Pará","Belém","Mangal das Garças.","-48.5043983459473","-1.4558299779892",NA,"Árvore 1,70 m , opostas; ritidoma de cor cinza claro e casca interna de cor amarela de parência lisa flor: cálice branco, corola verde, frutos: secos de dor verde.","IAN196670",NA,NA,NA,NA,NA,NA,NA,"48462","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","2021-03-30 12:37:13-03","EAO","IAN","167242","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Clusiaceae","Rheedia","brasiliensis","Rheedia brasiliensis","(Mart.) Planch. & Triana",NA,"Aragão, IL; Bastos, MNC","174","1995","07","11","Southern America","Brasil","Pará","São Geraldo do Araguaia","Santa Cruz do Araguaia, Serra do Riacho Fundo, área do castanhal.","-48.433333","-6.233333",NA,"Árvore de 6m de altura; flor de cálice verde, estames brancos; frutos verdes.","IAN167242",NA,NA,NA,NA,NA,"-48.433333","-6.233333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","2019-02-20 13:41:50-03","INPA","INPA-CARPOTECA","138413","Carpo","Plantae","Dicotyledon Com-Clade","Malpighiales","Clusiaceae","Garcinia","brasiliensis","Garcinia brasiliensis","Mart.","Amaral, MCE","Ferreira, CAC","6779","1986","03","18","Southern America","Brasil","Amazonas","Presidente Figueiredo","Rio Uatumã, entre rios Pitinga e Uatumã (localidade Nazaré). Mata alagável, solo argilo-arenoso.","-60","-1.033333",NA,NA,"INPA0138413","INPA0138413 INPA0138413_e INPA0138413_e1",NA,NA,NA,NA,"-60","-1.033333",NA,NA,"1992",NA,NA,NA,NA,NA,NA,NA,NA
"57","2019-02-20 13:41:50-03","INPA","INPA-CARPOTECA","39950","Carpo","Plantae","Dicotyledon Com-Clade","Malpighiales","Clusiaceae","Garcinia","brasiliensis","Garcinia brasiliensis","Mart.",NA,"Prance, GT","16760","1973","07","23","Southern America","Brasil","Amazonas",NA,"Ilha Aramaçá, almost opposite Tabatinga. Partially cleared varzea forest, white water flooded.",NA,NA,NA,NA,"INPA0039950","INPA0039950 INPA0039950_e INPA0039950_e1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","2020-11-26 18:07:35-03","CPAN-UFMS","COR","9099","PreservedSpecimen","Plantae",NA,NA,"Clusiaceae","Rheedia","brasiliensis","Rheedia brasiliensis","(Mart.) Planch. & Triana",NA,"Bortolotto, I. M.; Damasceno Junior, G.A., G. A; Nakajima, J.N.; Ishii, I. H.; Scamareli, A.; Assis, E. Rodrigues, D. P.; Nascimento, V. ; Luis, J.; Flávio; Helry; Porfírio, G.; José","1132","2002","10","17",NA,"Brasil","Mato Grosso do Sul","Corumbá","Morro do Sucuri (Fazenda) Baía do Sucuri.","-57.380833","-18.590833",NA,"Látex amarelo; fruto verde quando imaturo e amarelos quando maduro Habitat: Mata decídua",NA,NA,NA,NA,NA,NA,"57º22'51''W","18º35'27''S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","2020-11-26 18:07:35-03","CPAN-UFMS","COR","10121","PreservedSpecimen","Plantae",NA,NA,"Clusiaceae","Rheedia","brasiliensis","Rheedia brasiliensis","(Mart.) Planch. & Triana",NA,"Ieda M. Bortolotto, Geraldo A. Damasceno-Júnior, Iria H. Ishii, Elton M. de Assis, Celso Rosso, Valdemar Magalhães","1498","2004","11","02",NA,"Brasil","Mato Grosso do Sul","Corumbá","Área na base do morro que dá continuidade a uma 'campina'. Essa área é mais úmida com bromeliáceas nas árvores. Região do Amolar. mata semidecídua; ; base do morro.","-57.6533012390137","-19.0091991424561",NA,"Com fruto:verde",NA,NA,NA,NA,NA,NA,NA,NA,"295160","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","2019-10-09 11:13:04-03","UFBA","ALCB","052702","PreservedSpecimen","Plantae","Dicotyledon",NA,"Clusiaceae","Garcinia","brasiliensis","Garcinia brasiliensis","Mart.","Guedes, ML","Guedes, ML; Alves, L. de J.; Loureiro, DM","9503","2001","04","21","Southern America","Brasil","Bahia","São Sebastião do Passé","Recôncavo, Ponto nº2,  área proxima a Caraíba Metais","-38.365833","-12.5775",NA,"6 m. , latescente. Folhas discolores, face adaxial brilhante. Material estéril.; antropizada.","ALCB038801",NA,NA,NA,NA,NA,"-38.365833","-12.5775",NA,NA,"2001","05",NA,NA,NA,NA,NA,NA,NA
"61","2019-10-09 11:13:04-03","UFBA","ALCB","026065","PreservedSpecimen","Plantae","Dicotyledon",NA,"Clusiaceae","Garcinia","brasiliensis","Garcinia brasiliensis","Mart.","Guedes, ML","Guedes, ML","s/n","1993","08","14","Southern America","Brasil","Bahia","Cairu","Baixo Sul","-39.0438995361328","-13.4869003295898",NA,"Ca. 4 m de altura. Látex amarelo.","ALCB038807",NA,NA,NA,NA,NA,NA,NA,"24756","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","2019-10-09 11:13:04-03","UFBA","ALCB","026841","PreservedSpecimen","Plantae","Dicotyledon",NA,"Clusiaceae","Garcinia","brasiliensis","Garcinia brasiliensis","Mart.",NA,"s. col.","s/n",NA,NA,NA,"Southern America","Brasil","Bahia","Camaçari","Praia do Forte.","-38.3241996765137","-12.6975002288818",NA,NA,"ALCB038805",NA,NA,NA,NA,NA,NA,NA,"37124","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","2019-10-09 11:13:04-03","UFBA","ALCB","56256","PreservedSpecimen","Plantae","Dicotyledon",NA,"Clusiaceae","Garcinia","brasiliensis","Garcinia brasiliensis","Mart.","Guedes, ML","Guedes, ML; Silva, LB da","9249","2001","11","12","Southern America","Brasil","Bahia","Entre Rios","Litoral Norte, Fazenda Buri Ferbasa","-38.083333","-11.933333",NA,"da trilha nº 33, indivíduo nº 68. presença de látex. Folhas coreáceas, discolores. Material estéril.; densa, em estádio de regeneração.","ALCB038809",NA,NA,NA,NA,NA,"-38.083333","-11.933333",NA,NA,"2002","02",NA,NA,NA,NA,NA,NA,NA
"64","2019-10-09 11:13:04-03","UFBA","ALCB","56947","PreservedSpecimen","Plantae","Dicotyledon",NA,"Clusiaceae","Garcinia","brasiliensis","Garcinia brasiliensis","Mart.",NA,"Guedes, ML; Santana, DL; Loureiro, DM; Alves, L. de J.","9439","2001","09","03","Southern America","Brasil","Bahia","Ituberá","Litoral Sul, Assentamento Lucas Dantas","-39.133333","-13.716667",NA,"8m, com caulifloria. Folhas coriáceas, discolores. Inflorescência com botões esverdeados, flores vermelhas. Cultivada.","ALCB038800",NA,NA,NA,NA,NA,"-39.133333","-13.716667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","2019-10-09 11:13:04-03","UFBA","ALCB","66639","PreservedSpecimen","Plantae","Dicotyledon",NA,"Clusiaceae","Garcinia","brasiliensis","Garcinia brasiliensis","Mart.",NA,"Santana, DL","s/n","2004","04","02","Southern America","Brasil","Bahia","Valença","Parcela 03. APA de Guaibim.","-39.066667","-13.366667",NA,"Árvore: 9,0m, látex amarelado. Folhas coriáceas, discolores, glabras. Material estéril.; Restinga: árborea.","ALCB038802",NA,NA,NA,NA,NA,"-39.066667","-13.366667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","2019-10-09 11:13:04-03","UFBA","ALCB","67827","PreservedSpecimen","Plantae","Dicotyledon",NA,"Clusiaceae","Garcinia","brasiliensis","Garcinia brasiliensis","Mart.",NA,"Guedes, ML; Chastinet, C","11356","2004","02","19","Southern America","Brasil","Bahia","Santa Cruz Cabrália","Santo André","-38.9975","-16.225833",NA,"Árvore: de ca 6m. Látex amarelo. Flores axilares com sépalas e pétalas esverdeadas. Frutos imaturos verdes e maduros laranja.; Restinga arbórea.","ALCB038799",NA,NA,NA,NA,NA,"-38.9975","-16.225833",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","2019-10-09 11:13:04-03","UFBA","ALCB","83743","PreservedSpecimen","Plantae","Dicotyledon",NA,"Clusiaceae","Garcinia","brasiliensis","Garcinia brasiliensis","Mart.","Lyra-Lemos, RP de","Lyra-Lemos, RP de; Bayama, IA; Rocha, S; Palmeira, S","4211","1999","08","10","Southern America","Brasil","Alagoas","Marechal Deodoro","Campo Grande","-35.845833","-9.760556",NA,"Flores ausentes, frutos maduros, ca. de 4m alt.; frutos caídos.; Vegetação sobre cordões arenosos.","ALCB038803",NA,NA,NA,NA,NA,"-35.845833","-9.760556",NA,NA,"1999",NA,NA,NA,NA,NA,NA,NA,NA
"68","2019-10-09 11:13:04-03","UFBA","ALCB",NA,"PreservedSpecimen","Plantae","Dicotyledon",NA,"Clusiaceae","Garcinia","brasiliensis","Garcinia brasiliensis","Mart.","Lemos, RP","Lyra-Lemos, RP de","4093","1998","12","09","Southern America","Brasil","Alagoas","Marechal Deodoro","Dunas do Cavalo Russo, formando moitas de vegetação. Em área mais preservada que antecede as dunas","-35.8950004577637","-9.710280418396",NA,"4 m.; arbustiva-arbórea.",NA,NA,NA,NA,NA,NA,NA,NA,"15565","auto","2003",NA,NA,NA,NA,NA,NA,NA,NA
"69","2019-10-09 11:13:04-03","UFBA","ALCB","76693","PreservedSpecimen","Plantae","Dicotyledon",NA,"Clusiaceae","Garcinia","brasiliensis","Garcinia brasiliensis","Mart.","Lemos, RP","Lyra-Lemos, RP de","4093","1998","12","09","Southern America","Brasil","Alagoas","Marechal Deodoro","Dunas do Cavalo Russo, formando moitas de vegetação. Em área mais preservada que antecede as dunas","-35.8950004577637","-9.710280418396",NA,"4 m.; arbustiva-arbórea.","ALCB038804",NA,NA,NA,NA,NA,NA,NA,"15565","auto","2003",NA,NA,NA,NA,NA,NA,NA,NA
"70","2019-10-09 11:13:04-03","UFBA","ALCB","021804","PreservedSpecimen","Plantae","Dicotyledon",NA,"Clusiaceae","Garcinia","brasiliensis","Garcinia brasiliensis","Mart.","Pereira, OJ","Pereira, OJ","1818","1988","09","15","Southern America","Brasil","Espírito Santo","Guarapari","Jacaranema","-40.5110015869141","-20.6580009460449",NA,"Ca. 4 m de altura. Látex amarelo.","ALCB038806",NA,NA,NA,NA,NA,NA,NA,"28401","auto","1998",NA,NA,NA,NA,NA,NA,NA,NA
"71","2019-10-09 11:13:04-03","UFBA","ALCB","027224","PreservedSpecimen","Plantae","Dicotyledon",NA,"Clusiaceae","Garcinia","brasiliensis","Garcinia brasiliensis","Mart.","Guedes, ML","Guedes, ML","2376","1990","03","06","Southern America","Brasil","Pernambuco","Recife","Mata dos Dois Irmãos, mod 6, ind. 265","-34.8810997009277","-8.05389022827148",NA,"Ca. 15 m de altura. Material estéril.","ALCB038808",NA,NA,NA,NA,NA,NA,NA,"18865","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","2020-02-08 09:53:42-03","NBC","NL-BOTANY","U.1203741","PreservedSpecimen","Plantae",NA,"Malpighiales","Guttiferae","Rheedia","brasiliensis","Rheedia brasiliensis","Planch. & Triana",NA,"Prance GT; et al.",NA,"1973","07","23","Southern America","Brazil",NA,NA,"Brazilian Amazonia, Estado de Amazonas. Rio Solimoes and Rio Javari. Ilha Aramaçá, almost opposite Tabatinga.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1203741 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1203741","NL-U1203741",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"73","2020-02-08 09:53:42-03","NBC","NL-BOTANY","L 0412997","PreservedSpecimen","Plantae",NA,"Malpighiales","Guttiferae","Rheedia","brasiliensis","Rheedia brasiliensis","Planch. & Triana",NA,"Martius CFP von",NA,NA,NA,NA,"Southern America","Brazil",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L%20%200412997 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L0412997","NL-L0412997",NA,NA,NA,"isotype",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"74","2020-02-08 09:53:42-03","NBC","NL-BOTANY","L.2420801","PreservedSpecimen","Plantae",NA,"Malpighiales","Guttiferae","Rheedia","brasiliensis","Rheedia brasiliensis","Planch. & Triana",NA,"Fiebrig K",NA,"1903","01","01","Southern America","Paraguay",NA,NA,"Plantae paraguayebses. Corros de Tobati.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2420801 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2420801","NL-L2420801",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"75","2020-02-08 09:53:42-03","NBC","NL-BOTANY","L.3878355","PreservedSpecimen","Plantae",NA,"Malpighiales","Guttiferae","Rheedia","brasiliensis","Rheedia brasiliensis","Planch. & Triana",NA,"Cordeiro I; et al.",NA,"1992","11","23","Southern America","Brazil",NA,NA,"Brasil, São Paulo, Presidente Epitacio, Reserva Estadual Lagoa São Paulo.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.3878355 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L3878355","NL-L3878355",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"76","2020-02-08 09:53:42-03","NBC","NL-BOTANY","L.3878395","PreservedSpecimen","Plantae",NA,"Malpighiales","Guttiferae","Rheedia","brasiliensis","Rheedia brasiliensis","Planch. & Triana",NA,"Guillén R; Choré R; Roca V",NA,"1995","04","22","Southern America","Bolivia",NA,NA,"Bolivia. Reserva ecologica El Refugio, a 1 hr en canoa de la bahia Toledo acia al campamento Refugio.","-61.121833","-14.717083",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.3878395 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L3878395","NL-L3878395",NA,NA,NA,NA,"-61.121833","-14.717083",NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"77","2020-02-08 09:53:42-03","NBC","NL-BOTANY","U 0272640","PreservedSpecimen","Plantae",NA,"Malpighiales","Guttiferae","Rheedia","brasiliensis","Rheedia brasiliensis","Planch. & Triana",NA,"Belem Herbarium",NA,NA,NA,NA,"Southern America","Brazil","Amapá",NA,"Araguari",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200272640 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0272640",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","Uw9094",NA,NA,NA,NA
"78","2020-02-08 09:53:42-03","NBC","NL-BOTANY","U 0272642","PreservedSpecimen","Plantae",NA,"Malpighiales","Guttiferae","Rheedia","brasiliensis","Rheedia brasiliensis","Planch. & Triana",NA,"Maguire B; et al.",NA,NA,NA,NA,"Southern America","Brazil",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200272642 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0272642",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","Uw16857",NA,NA,NA,NA
"79","2020-02-08 09:53:42-03","NBC","NL-BOTANY","U 0272666","PreservedSpecimen","Plantae",NA,"Malpighiales","Guttiferae","Rheedia","brasiliensis","Rheedia brasiliensis","Planch. & Triana",NA,"Maguire B; et al.",NA,NA,NA,NA,"Southern America","Brazil",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200272666 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0272666",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","Uw16959",NA,NA,NA,NA
"80","2020-02-08 09:53:42-03","NBC","NL-BOTANY","U 0272668","PreservedSpecimen","Plantae",NA,"Malpighiales","Guttiferae","Rheedia","brasiliensis","Rheedia brasiliensis","Planch. & Triana",NA,"Maguire B; et al.",NA,NA,NA,NA,"Southern America","Brazil",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200272668 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0272668",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","Uw17239",NA,NA,NA,NA
"81","2020-02-08 09:53:42-03","NBC","NL-BOTANY","U.1203738","PreservedSpecimen","Plantae",NA,"Malpighiales","Guttiferae","Rheedia","brasiliensis","Rheedia brasiliensis","Planch. & Triana",NA,"Fróes RL; Krukoff BA",NA,"1940","01","01","Southern America","Brazil",NA,NA,"State of Maranhão: Island of São Luiz.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1203738 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1203738","NL-U1203738",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"82","2020-02-08 09:53:42-03","NBC","NL-BOTANY","U.1203739","PreservedSpecimen","Plantae",NA,"Malpighiales","Guttiferae","Rheedia","brasiliensis","Rheedia brasiliensis","Planch. & Triana",NA,"Pires JM",NA,"1960","08","12","Southern America","Brazil",NA,NA,"Territorio Amapa, Brasil Rio Oiapoque. Forest in French Guiana, opposite Colonia Agricola do Oiapoque, Brazil about 4 km N. of mouth of Cricu river.","-51.916667","3.716667",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1203739 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1203739","NL-U1203739",NA,NA,NA,NA,"-51.916667","3.716667",NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"83","2020-02-08 09:53:42-03","NBC","NL-BOTANY","U.1203740","PreservedSpecimen","Plantae",NA,"Malpighiales","Guttiferae","Rheedia","brasiliensis","Rheedia brasiliensis","Planch. & Triana",NA,"Prance GT; et al.",NA,"1973","07","24","Southern America","Brazil",NA,NA,"Brazilian Amazonia, Estado de Amazonas. Rio Solimoes and Rio Javari. Ilha Aramaçá, almost opposite Tabatinga.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1203740 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1203740","NL-U1203740",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"84","2020-02-08 09:53:42-03","NBC","NL-BOTANY","U.1203742","PreservedSpecimen","Plantae",NA,"Malpighiales","Guttiferae","Rheedia","brasiliensis","Rheedia brasiliensis","Planch. & Triana",NA,"Irwin HS; et al.",NA,"1970","03","21","Southern America","Brazil",NA,NA,"The Planalto do Brasil, Estado de Minas Gerais, Serra do Espinhaço, Gallery forest on white sand with adjacent cliff bases and steep slopes, Rio Jequití, ca. 25km E. of Diamantina.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1203742 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1203742","NL-U1203742",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
