"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","infraspecificEpithet","scientificName","scientificNameAuthorship","typeStatus","recordedBy","recordNumber","continentOcean","country","locality","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","year","month","day","stateProvince","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","county","coordinatePrecision","geoFlag","class","verbatimLongitude","verbatimLatitude","relatedCatalogItem","yearIdentified","monthIdentified","dayIdentified","fieldNumber","individualCount","sex"
"16","2021-03-15 16:37:00-03","NY","NYBG","561327","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Rhamnaceae","Rhamnus","sphaerosperma","pubescens","Rhamnus sphaerosperma pubescens","(Reissek) M.C.Johnst.",NA,"E. M. Francisco",NA,"South America","Brazil","Fazenda Sao Joao, Tamarana","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=413414' target='other'> <mi>dwc_moreinfo</mi></a>","NY00561327","NY00561327_01",NA,"1998","05","15","Paraná","-51.0969","-23.7233",NA,NA,"Tamarana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","561313","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Rhamnaceae","Rhamnus","sphaerosperma","pubescens","Rhamnus sphaerosperma pubescens","(Reissek) M.C.Johnst.",NA,"R. Reitz","2520","South America","Brazil","Campo dos Padres, Bom Retiro.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=413410' target='other'> <mi>dwc_moreinfo</mi></a>","NY00561313","NY00561313_01","M. C. Johnston","1948","12","18","Santa Catarina","-49.1283","-27.9019","1900","1900","Anitápolis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","561320","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Rhamnaceae","Rhamnus","sphaerosperma","pubescens","Rhamnus sphaerosperma pubescens","(Reissek) M.C.Johnst.",NA,"A. C. Cervi","4148","South America","Brazil","Parque Estadual do Cerrado.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=413399' target='other'> <mi>dwc_moreinfo</mi></a>","NY00561320","NY00561320_01","A. C. Cervi","1993","10","28","Paraná","-49.7056","-24.2511",NA,NA,"Jaguariaíva",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","561314","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Rhamnaceae","Rhamnus","sphaerosperma","pubescens","Rhamnus sphaerosperma pubescens","(Reissek) M.C.Johnst.",NA,"F. C. Hoehne","29804","South America","Brazil","Parque do Estado.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=413409' target='other'> <mi>dwc_moreinfo</mi></a>","NY00561314","NY00561314_01","M. C. Johnston","1932","12","02","São Paulo","-46.621883","-23.654505",NA,NA,"Sao Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2016-09-29 12:37:00-03","NY","NYBG","561310","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Rhamnaceae","Rhamnus","sphaerosperma","pubescens","Rhamnus sphaerosperma pubescens","(Reissek) M.C.Johnst.",NA,"R. Reitz","7768","South America","Brazil","Bom Jardim, S. Joaquim.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=413390' target='other'> <mi>dwc_moreinfo</mi></a>","NY00561310","NY00561310_01","M. C. Johnston","1958","12","10","Santa Catarina",NA,NA,"1500","1500",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","561318","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Rhamnaceae","Rhamnus","sphaerosperma","pubescens","Rhamnus sphaerosperma pubescens","(Reissek) M.C.Johnst.",NA,"R. M. Harley","20890","South America","Brazil","Serra do Sincorá. NW. face of Serra de Ouro, to the East of the Barra da Estiva.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=413413' target='other'> <mi>dwc_moreinfo</mi></a>","NY00561318","NY00561318_01",NA,"1980","03","24","Bahia","-41.27","-13.7","1300","1500",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","561335","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Rhamnaceae","Rhamnus","sphaerosperma","pubescens","Rhamnus sphaerosperma pubescens","(Reissek) M.C.Johnst.",NA,"L. Riedel","s.n.","South America","Brazil","Brasilia","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=413406' target='other'> <mi>dwc_moreinfo</mi></a>","NY00561335",NA,"M. C. Johnston",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2016-09-29 12:37:00-03","NY","NYBG","561309","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Rhamnaceae","Rhamnus","sphaerosperma","pubescens","Rhamnus sphaerosperma pubescens","(Reissek) M.C.Johnst.",NA,"L. B. Smith","8161A","South America","Brazil","24 km. Along the Estrada de Rodagem Federal, south of Lajes.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=413387' target='other'> <mi>dwc_moreinfo</mi></a>","NY00561309","NY00561309_01","R. Callejas Posada","1956","12","03","Santa Catarina","-50.3258","-27.8161","900","900","Lajes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","00996256","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Rhamnaceae","Rhamnus","sphaerosperma","pubescens","Rhamnus sphaerosperma pubescens","(Reissek) M.C.Johnst.",NA,"H. S. Irwin","22754","South America","Brazil","Serra do Espinhaço, ca. 12 km N.E. of Diamantina, on road to Mendanha","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1103945' target='other'> <mi>dwc_moreinfo</mi></a>","NY00996256","NY00996256_01","J. A. Kallunki","1969","01","28","Minas Gerais","-43.59195","-18.16125","1300","1300","Diamantina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","561322","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Rhamnaceae","Rhamnus","sphaerosperma","pubescens","Rhamnus sphaerosperma pubescens","(Reissek) M.C.Johnst.",NA,"G. G. Hatschbach","35429","South America","Brazil","Rio Jaguariaíva.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=413400' target='other'> <mi>dwc_moreinfo</mi></a>","NY00561322","NY00561322_01","G. G. Hatschbach","1974","11","13","Paraná","-49.7056","-24.2511",NA,NA,"Jaguariaíva",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","561329","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Rhamnaceae","Rhamnus","sphaerosperma","pubescens","Rhamnus sphaerosperma pubescens","(Reissek) M.C.Johnst.",NA,"L. R. Landrum","2510","South America","Brazil","Ponta Grossa bus station.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=413402' target='other'> <mi>dwc_moreinfo</mi></a>","NY00561329","NY00561329_01","G. G. Hatschbach","1977","11","15","Paraná","-50.17","-25.17","900","900","Ponta Grossa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","561519","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Rhamnaceae","Rhamnus","sphaerosperma","pubescens","Rhamnus sphaerosperma pubescens","(Reissek) M.C.Johnst.",NA,"R. A. Wasum",NA,"South America","Brazil","Sao Francisco de Paula - Jaquirana.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=413394' target='other'> <mi>dwc_moreinfo</mi></a>","NY00561519","NY00561519_01","S. F. Smith","1986","10","26","Rio Grande do Sul","-50.5833","-29.4483",NA,NA,"Sao Francisco de Paula",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","561328","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Rhamnaceae","Rhamnus","sphaerosperma","pubescens","Rhamnus sphaerosperma pubescens","(Reissek) M.C.Johnst.",NA,"C. Stellfeld","1696","South America","Brazil","Campina Grande do Sul.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=413386' target='other'> <mi>dwc_moreinfo</mi></a>","NY00561328","NY00561328_01","M. C. Johnston","1967","10","01","Paraná","-49.0553","-25.3058",NA,NA,"Campina Grande do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","561319","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Rhamnaceae","Rhamnus","sphaerosperma","pubescens","Rhamnus sphaerosperma pubescens","(Reissek) M.C.Johnst.",NA,"G. G. Hatschbach","45659","South America","Brazil","Fda. Sta. Rita.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=413404' target='other'> <mi>dwc_moreinfo</mi></a>","NY00561319","NY00561319_01","G. G. Hatschbach","1982","10","13","Paraná","-50.0064","-25.4294",NA,NA,"Palmeira",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2017-01-26 16:26:00-02","NY","NYBG","01481801","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Rhamnaceae","Rhamnus","sphaerosperma","pubescens","Rhamnus sphaerosperma pubescens","(Reissek) M.C.Johnst.",NA,"L. J. Dorr","6425","South America","Ecuador","Near Soldados.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1421236' target='other'> <mi>dwc_moreinfo</mi></a>","NY01481801",NA,"O. Kosovsky","1989","06","22","Azuay","-79.25","-2.92",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2016-09-29 12:37:00-03","NY","NYBG","561311","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Rhamnaceae","Rhamnus","sphaerosperma","pubescens","Rhamnus sphaerosperma pubescens","(Reissek) M.C.Johnst.",NA,"R. Reitz","11507","South America","Brazil","Mafra.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=413389' target='other'> <mi>dwc_moreinfo</mi></a>","NY00561311","NY00561311_01","M. C. Johnston","1962","01","04","Santa Catarina","-49.810717","-26.134487","750","750","Mafra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","561325","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Rhamnaceae","Rhamnus","sphaerosperma","pubescens","Rhamnus sphaerosperma pubescens","(Reissek) M.C.Johnst.",NA,"P. K. H. Dusén","7059","South America","Brazil","Rio Negro","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=413407' target='other'> <mi>dwc_moreinfo</mi></a>","NY00561325","NY00561325_01","M. C. Johnston","1908","11","12","Paraná","-49.7975","-26.1058",NA,NA,"Rio Negro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","00996255","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Rhamnaceae","Rhamnus","sphaerosperma","pubescens","Rhamnus sphaerosperma pubescens","(Reissek) M.C.Johnst.",NA,"H. S. Irwin","22434","South America","Brazil","Ca. 10km SW of Diamantina. Serra do Espinhaço.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1103942' target='other'> <mi>dwc_moreinfo</mi></a>","NY00996255","NY00996255_01","J. A. Kallunki","1969","01","22","Minas Gerais","-43.7","-18.28","1350","1350",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","561323","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Rhamnaceae","Rhamnus","sphaerosperma","pubescens","Rhamnus sphaerosperma pubescens","(Reissek) M.C.Johnst.",NA,"G. G. Hatschbach","15059","South America","Brazil","Tamanduá.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=413385' target='other'> <mi>dwc_moreinfo</mi></a>","NY00561323","NY00561323_01","S. F. Smith; L. B. Smith","1966","11","06","Paraná","-49.769797","-25.530491",NA,NA,"Balsa Nova",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2016-09-29 12:37:00-03","NY","NYBG","561312","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Rhamnaceae","Rhamnus","sphaerosperma","pubescens","Rhamnus sphaerosperma pubescens","(Reissek) M.C.Johnst.",NA,"R. M. Klein","2323","South America","Brazil","Morro Spitzkopf, Blumenau.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=413388' target='other'> <mi>dwc_moreinfo</mi></a>","NY00561312","NY00561312_01","M. C. Johnston","1959","11","20","Santa Catarina","-49.132229","-27.025081","950","950","Blumenau",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","00996261","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Rhamnaceae","Rhamnus","sphaerosperma","pubescens","Rhamnus sphaerosperma pubescens","(Reissek) M.C.Johnst.",NA,"J. R. Pirani","CFCR11507","South America","Brazil","Bacia do Ribeirão da Morte.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1103964' target='other'> <mi>dwc_moreinfo</mi></a>","NY00996261","NY00996261_01","P. T. Sano","1987","11","04","Minas Gerais","-42.92","-16.5583","1000","1150","Grão Mogol",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","561331","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Rhamnaceae","Rhamnus","sphaerosperma","pubescens","Rhamnus sphaerosperma pubescens","(Reissek) M.C.Johnst.",NA,"L. R. Landrum","3926","South America","Brazil","Fazenda Santa Rita, ca. 65 km W of Curitiba on rd to Ponta Grossa.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=413405' target='other'> <mi>dwc_moreinfo</mi></a>","NY00561331","NY00561331_01","G. G. Hatschbach","1981","12","02","Paraná","-49.83","-25.42",NA,NA,"Palmeira",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","810571","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Rhamnaceae","Rhamnus","sphaerosperma","pubescens","Rhamnus sphaerosperma pubescens","(Reissek) M.C.Johnst.",NA,"F. A. González","3529","South America","Colombia","Moniquirá, Belchite.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=61544' target='other'> <mi>dwc_moreinfo</mi></a>","NY00810571",NA,"J. A. Kallunki","1995","12","30","Boyacá","-73.58","5.92","1700","2000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2016-09-27 15:43:00-03","NY","NYBG","561306","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Rhamnaceae","Rhamnus","sphaerosperma","pubescens","Rhamnus sphaerosperma pubescens","(Reissek) M.C.Johnst.",NA,"M. A. Giler","18","South America","Ecuador","Valley of the Río Matadero, a few km. west of Cuenca.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=413397' target='other'> <mi>dwc_moreinfo</mi></a>","NY00561306",NA,"M. C. Johnston","1945","02","01","Azuay",NA,NA,"2500","2500",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2017-01-26 16:26:00-02","NY","NYBG","1579603","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Rhamnaceae","Rhamnus","sphaerosperma","pubescens","Rhamnus sphaerosperma pubescens","(Reissek) M.C.Johnst.",NA,"J. J. Pipoly","6967","South America","Colombia","Santuario de Iguaque; Cañon de Mamarramos, 12.2 km al N de Villa de Leiva por el camino hacia Arcabuco; arriba de la Cabaña El Carrizál","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1421237' target='other'> <mi>dwc_moreinfo</mi></a>","NY01579603",NA,"O. Kosovsky","1984","04","21","Boyacá","-73.47","5.53","2500","2500",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2016-09-29 12:37:00-03","NY","NYBG","561324","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Rhamnaceae","Rhamnus","sphaerosperma","pubescens","Rhamnus sphaerosperma pubescens","(Reissek) M.C.Johnst.",NA,"L. B. Smith","14595","South America","Brazil","Campo das Cinzas, Serra das Furnas","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=413391' target='other'> <mi>dwc_moreinfo</mi></a>","NY00561324","NY00561324_01","M. C. Johnston","1965","01","16","Paraná","-49.87","-24.33","1200","1200","Piraí do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
