"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","infraspecificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","recordNumber","year","month","day","locality","occurrenceRemarks","yearIdentified","monthIdentified","dayIdentified","continentOcean","preparationType","previousCatalogNumber","phylum","order","coordinatePrecision","geoFlag","sex","class","relatedCatalogItem","typeStatus","fieldNumber","individualCount"
"16","2021-03-15 16:37:00-03","NY","NYBG","632387","PreservedSpecimen","Plantae","Fabaceae","Inga","vera","affinis","Inga vera affinis","(DC.) T.D.Penn.","M. C. Dias","O. C. Pavao","Brazil","Paraná","Jataizinho","-50.9797","-23.2544",NA,NA,NA,NA,"NY00632387","NY00632387_01",NA,"1999","11","09","Estrada para Rancho Alegre","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=239917' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","00924315","PreservedSpecimen","Plantae","Fabaceae","Inga","vera","affinis","Inga vera affinis","(DC.) T.D.Penn.",NA,"W. J. Burchell","Brazil","Tocantins","Porto Nacional","-48.4169","-10.7083",NA,NA,NA,NA,"NY00924315","NY00924315_01","8535","1828","03","24","Porto Real, ford of Igarapé","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=999221' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","418797","PreservedSpecimen","Plantae","Fabaceae","Inga","vera","affinis","Inga vera affinis","(DC.) T.D.Penn.",NA,"L. R. H. Bicudo","Brazil","São Paulo",NA,"-51.9053","-21.4011",NA,NA,NA,NA,"NY00418797","NY00418797_01","101","1998","10","13","Chácara Sao Miguel, braço de estrada de Panorama a Campinal","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=239952' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","00924307","PreservedSpecimen","Plantae","Fabaceae","Inga","vera","affinis","Inga vera affinis","(DC.) T.D.Penn.",NA,"G. T. Prance","Brazil","Goiás","Jataí","-51.7142","-17.8817",NA,NA,NA,NA,"NY00924307","NY00924307_01","59533","1964","10","21","Serra do Caiapó. 13 km north of Jataí, road Jatai to Caiaponia","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=998979' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","418799","PreservedSpecimen","Plantae","Fabaceae","Inga","vera","vera","Inga vera vera","Willd.","C. Romero","A. C. Filho","Brazil","São Paulo","Sao Paulo","-46.621883","-23.654505",NA,NA,NA,NA,"NY00418799","NY00418799_01","867","1982","09","03","Parque do Estado","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=239930' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","418846","PreservedSpecimen","Plantae","Fabaceae","Inga","vera","affinis","Inga vera affinis","(DC.) T.D.Penn.",NA,"G. G. Hatschbach","Brazil","Paraná","Porto Vitória","-51.2317","-26.1611",NA,NA,NA,NA,"NY00418846","NY00418846_01","28373","1972","12","08","Prainhas. Em ilhotas no rio Iguaçu","[Collection date possibly 03 Dec 1972, label damaged] <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=239939' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","01190236","PreservedSpecimen","Plantae","Fabaceae","Inga","vera","affinis","Inga vera affinis","(DC.) T.D.Penn.",NA,"W. R. Spironelo","Brazil","Amazonas",NA,NA,NA,NA,NA,NA,NA,"NY01190236","NY01190236_01","A51-5",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1397828' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","408791","PreservedSpecimen","Plantae","Fabaceae","Inga","vera","affinis","Inga vera affinis","(DC.) T.D.Penn.","T. D. Pennington","J. E. de Paula","Brazil","Pernambuco","Recife","-34.960219","-8.071775",NA,NA,NA,NA,"NY00408791","NY00408791_01","1806","1985","05","27","Proc. Curado","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=239920' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","00932715","PreservedSpecimen","Plantae","Fabaceae","Inga","vera","vera","Inga vera vera","Willd.","C. Romero","W. J. Burchell","Brazil","Minas Gerais",NA,"-47.92","-19.08",NA,NA,NA,NA,"NY00932715",NA,"5835","1827","09","14","Verába-legitima to Rio das Velhas","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1006785' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","408790","PreservedSpecimen","Plantae","Fabaceae","Inga","vera","affinis","Inga vera affinis","(DC.) T.D.Penn.",NA,"A. Sehnem","Brazil","Rio Grande do Sul","Sao Leopoldo","-51.1469","-29.7606",NA,NA,NA,NA,"NY00408790","NY00408790_01","9909","1968","02","25","Sao Leopoldo - Cidade. Ad flumen Sinos","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=239963' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","00932315","PreservedSpecimen","Plantae","Fabaceae","Inga","vera","affinis","Inga vera affinis","(DC.) T.D.Penn.","F. Bonadeu da Silva","H. S. Irwin","Brazil","Mato Grosso",NA,"-52.32","-14.82",NA,NA,"400","400","NY00932315","NY00932315_01","16845","1966","06","10","Ca. 20 km. S. of Xavantina. Drainage of the Upper Rio Araguaia.","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1004723' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","00924310","PreservedSpecimen","Plantae","Fabaceae","Inga","vera","affinis","Inga vera affinis","(DC.) T.D.Penn.",NA,"H. S. Irwin","Brazil","Goiás","Piranhas","-51.85","-16.53",NA,NA,"700","700","NY00924310","NY00924310_01","17572","1966","06","22","Drainage of the Upper Rio Araguaia.","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=999058' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","408775","PreservedSpecimen","Plantae","Fabaceae","Inga","vera","affinis","Inga vera affinis","(DC.) T.D.Penn.",NA,"G. G. Hatschbach","Brazil","Paraná","Guaraqueçaba","-48.3289","-25.3069",NA,NA,NA,NA,"NY00408775","NY00408775_01","59784","1993","11","15","Salto Murato","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=239970' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","408781","PreservedSpecimen","Plantae","Fabaceae","Inga","vera","affinis","Inga vera affinis","(DC.) T.D.Penn.",NA,"J. P. P. Carauta","Brazil","Rio de Janeiro","Santo Antônio de Pádua","-42.1803","-21.5394",NA,NA,NA,NA,"NY00408781","NY00408781_01","3771","1981","04","28","Estrada Ibitiguaçu, a margem do Rio Pomba","Rocha collection number 550; Souza 469; Fernandes 121 <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=239956' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","418810","PreservedSpecimen","Plantae","Fabaceae","Inga","vera","affinis","Inga vera affinis","(DC.) T.D.Penn.","C. Romero","D. C. Daly","Bolivia","Santa Cruz","Chiquitos","-59.63","-18.35",NA,NA,"700","800","NY00418810",NA,"6315","1989","11","22","Serranía de Santiago, near Santiago de Chiquitos. 1-3km SW of Santiago, trail to Cachuela,","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=330088' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA
"31","2016-09-27 15:38:00-03","NY","NYBG","418850","PreservedSpecimen","Plantae","Fabaceae","Inga","vera","affinis","Inga vera affinis","(DC.) T.D.Penn.",NA,"O. Morrone","Argentina","Misiones","Candelaria","-55.58","-27.33",NA,NA,"91","91","NY00418850",NA,"1150","1996","10","10","Puerto de Sta. Ana, sobre el Rio Paranám 5km de Sta. Ana","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=239935' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","00418800","PreservedSpecimen","Plantae","Fabaceae","Inga","vera","affinis","Inga vera affinis","(DC.) T.D.Penn.",NA,"A. C. Filho","Brazil","São Paulo","Sao Paulo","-46.621883","-23.654505",NA,NA,NA,NA,"NY00418800","NY00418800_01","866","1982","09","03","Parque do Estado","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=239931' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","00919372","PreservedSpecimen","Plantae","Fabaceae","Inga","vera","affinis","Inga vera affinis","(DC.) T.D.Penn.","C. Romero","D. C. Daly","Brazil","Maranhão","São Vicente Ferrer","-45.17","-3",NA,NA,NA,NA,"NY00919372","NY00919372_01","D666","1980","10","17","Between Viana & Bandeirante, back road from Viana to Pinheiro","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1006069' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","00408771","PreservedSpecimen","Plantae","Fabaceae","Inga","vera","affinis","Inga vera affinis","(DC.) T.D.Penn.",NA,"J. G. Jardim","Brazil","Bahia","Saúde","-40.4189","-10.9411",NA,NA,NA,NA,"NY00408771","NY00408771_01 NY00408771_02","86","1993","02","22","Cachoeira do Paulista. Entrada no km 10 da estrada Saúde/Jacobina. Ca. 6km a partir da entrada","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=239962' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","418801","PreservedSpecimen","Plantae","Fabaceae","Inga","vera","affinis","Inga vera affinis","(DC.) T.D.Penn.",NA,"M. M. Pinto","Brazil","São Paulo","Campinas","-46.963459","-22.866176",NA,NA,NA,NA,"NY00418801","NY00418801_01","15042","1983","09","15","Sousas","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=239953' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA
"36","2016-09-27 02:26:00-03","NY","NYBG","418811","PreservedSpecimen","Plantae","Fabaceae","Inga","vera",NA,"Inga vera",NA,"D. A. Neill","D. A. Neill","Ecuador","Guayas",NA,"-79.97","-2.17",NA,NA,"370","370","NY00418811",NA,"10452","1996","02","27","Guayaquil Canton. Bosque Protector Cerro Blanco. 15km west of Guayaquil. Summit area of Cerro Blanco","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=330083' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","00924282","PreservedSpecimen","Plantae","Fabaceae","Inga","vera","affinis","Inga vera affinis","(DC.) T.D.Penn.","F. Bonadeu da Silva","G. G. Hatschbach","Brazil","Mato Grosso do Sul","Rio Brilhante","-54.5464","-21.8019",NA,NA,NA,NA,"NY00924282","NY00924282_01","26084","1971","01","24","Fda. Bela Vista","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=998883' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","00919371","PreservedSpecimen","Plantae","Fabaceae","Inga","vera","affinis","Inga vera affinis","(DC.) T.D.Penn.","C. Romero","S. G. da Fonsêca","Brazil","Goiás","Jataí","-51.7142","-17.8817",NA,NA,NA,NA,"NY00919371","NY00919371_01","997","1968","10","02","Entre Jataí e Caiapônia. Cêrca de 16 km de Jataí. Fazendado Sr. Joao Gouveia. Perto de um rio.","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1006062' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","00924300","PreservedSpecimen","Plantae","Fabaceae","Inga","vera","affinis","Inga vera affinis","(DC.) T.D.Penn.",NA,"V. V. Mecenas","Brazil","Distrito Federal","Brasília","-48.17","-15.52",NA,NA,"770","770","NY00924300","NY00924300_01","8","1991","10","31","Area de Proteçao Ambiental (APA) de Cafuringa. Faz. Palestina. Parcela I. 20 ° de inclinaçao","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=998924' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","01190233","PreservedSpecimen","Plantae","Fabaceae","Inga","vera","affinis","Inga vera affinis","(DC.) T.D.Penn.",NA,"G. T. Prance","Brazil","Amazonas",NA,"-63.5471213","1.576736",NA,NA,NA,NA,"NY01190233","NY01190233_01","10330","1969","02","28","Basin of Rio Demeni, vicinity of Tototobí","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1397577' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","00932736","PreservedSpecimen","Plantae","Fabaceae","Inga","vera","vera","Inga vera vera","Willd.","C. Romero","P. K. H. Dusén","Brazil","Paraná","Jaguariaíva","-49.7056","-24.2511",NA,NA,NA,NA,"NY00932736","NY00932736_01","17310","1915","11","11","Jacarehý","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1006777' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","442704","PreservedSpecimen","Plantae","Fabaceae","Inga","vera","affinis","Inga vera affinis","(DC.) T.D.Penn.","T. D. Pennington","A. M. V. de Carvalho","Brazil","Bahia","Ilhéus","-39.0492","-14.7892",NA,NA,NA,NA,"NY00442704","NY00442704_01","4114","1992","11","09","Km 16 da Rod. Ilhéus/Itabuna. Campus da Universidade Estadual de Santa Cruz. Plantaçao de cacau com arvores nativas. Cabruca","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=239925' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-03-15 16:37:00-03","NY","NYBG","00924262","PreservedSpecimen","Plantae","Fabaceae","Inga","vera","affinis","Inga vera affinis","(DC.) T.D.Penn.","F. Bonadeu da Silva","J. Jangoux","Brazil","Maranhão","Pinheiro","-45.75","-2.92",NA,NA,NA,"100","NY00924262","NY00924262_01","83","1978","11","29","Rio Alto Turiaçu, Nova Esperança","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=998892' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA
"44","2021-03-15 16:37:00-03","NY","NYBG","418791","PreservedSpecimen","Plantae","Fabaceae","Inga","vera","affinis","Inga vera affinis","(DC.) T.D.Penn.",NA,"B. J. Pickel","Brazil","Pernambuco",NA,"-35.18","-8.12",NA,NA,NA,NA,"NY00418791","NY00418791_01","2922","1931","11","30","Tapera","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=239948' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA
