"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","infraspecificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","recordNumber","year","month","day","locality","occurrenceRemarks","yearIdentified","monthIdentified","dayIdentified","continentOcean","preparationType","previousCatalogNumber","phylum","order","coordinatePrecision","geoFlag","sex","class","relatedCatalogItem","typeStatus","fieldNumber","individualCount"
"1298","2021-03-21 19:35:26-03","UFC","EAC","24819","PreservedSpecimen","Plantae","Fabaceae","Inga","vera","affinis","Inga vera affinis","(DC.) T.D.Penn.","Jarenkow, J.A.","Jarenkow, J.A.","Brasil","Rio Grande do Sul","Marcelino Ramos","-51.9063987731934","-27.4617004394531",NA,NA,NA,NA,"EAC0024819","EAC0024819","s.n.","1991","11","15","Barraca do Rio Uruguai, Beira do rio.","Árvore ca. 5m alt.;Flores com cálice verde;Corola marelada;Estrames com filetes brancos e antenas amareladas","1991","11",NA,"Southern America",NA,NA,"Dicotyledon",NA,"18635","auto",NA,NA,NA,NA,NA,NA
"1299","2021-03-21 19:35:26-03","UFC","EAC","48082","PreservedSpecimen","Plantae","Fabaceae","Inga","vera",NA,"Inga vera","Willd.",NA,"Araújo, D.; Bastos, M.F.B.; Silva, A.C.C.P.; Montefusco, N.E.G.","Brasil","Pernambuco","Salgueiro","-39.478889","-8.126111","-39.478889","-8.126111","490","490","EAC0048082","EAC0048082","1048","2010","01","12","Caminho p/ Sa. de Monte Santo","Árvore, ca. 10m, fruto ferrugíneo.; Caatinga",NA,NA,NA,"Southern America",NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1300","2021-03-21 19:35:26-03","UFC","EAC","43897","PreservedSpecimen","Plantae","Fabaceae","Inga","vera",NA,"Inga vera","Willd.","Menezes, M.O.T.","Menezes, M.O.T.","Brasil","Ceará","Guaramiranga","-38.9331016540527","-4.26332998275757",NA,NA,NA,NA,"EAC0043897","EAC0043897","98","2008","07","23","Forquilha","Árvore jovem, com 3,8m. Perímetro de 12 cm.; Floresta Ombrófila","2008","10","29","Southern America",NA,NA,"Dicotyledon",NA,"13198","auto",NA,NA,NA,NA,NA,NA
"1301","2021-03-21 19:35:26-03","UFC","EAC","26042","PreservedSpecimen","Plantae","Fabaceae","Inga","vera",NA,"Inga vera","Willd.","Lima, H.C.","Castro, A.S.F.","Brasil","Ceará","Jaguaruana","-37.7811012268066","-4.83388996124268",NA,NA,NA,NA,"EAC0026042","EAC0026042","528","1998","01","24","Margem do Rio Jaguaribe, local conhecido como Rio da Barra.","Árvore; Aluvião","2002","12",NA,"Southern America",NA,NA,"Dicotyledon",NA,"24669","auto",NA,NA,NA,NA,NA,NA
"1302","2021-03-21 19:35:26-03","UFC","EAC","26066","PreservedSpecimen","Plantae","Fabaceae","Inga","vera",NA,"Inga vera","Willd.","Lima, H.C.","Paulo Fº, M.A.C.","Brasil","Ceará","Ubajara","-40.9211006164551","-3.85443997383118",NA,NA,NA,NA,"EAC0026066","EAC0026066","s.n.","1997","11","29","Sítio Itaperacema.","Arbóreo.. Flor Branca.","2002","12",NA,"Southern America",NA,NA,"Dicotyledon",NA,"27385","auto",NA,NA,NA,NA,NA,NA
"1303","2021-03-21 19:35:26-03","UFC","EAC","62059","PreservedSpecimen","Plantae","Fabaceae","Inga","vera",NA,"Inga vera","Willd.","Torres, C.","Torres, C.","Brasil","Paraíba","Patos","-37.2799987792969","-7.02443981170654",NA,NA,NA,NA,"EAC0062059","EAC0062059","385","2012","12","12","Rio Espinharas.","Árvore cerca de 2,5 metros. Folhas com raque, folíolos 4 pares. Flores brancas, chuveirinho.; Caatinga arbustiva aberta. Solo raso, arenoso-pedregoso a argiloso.",NA,NA,NA,"Southern America",NA,NA,"Dicotyledon",NA,"26419","auto",NA,NA,NA,NA,NA,NA
"1304","2021-03-21 19:35:26-03","UFC","EAC","57556","PreservedSpecimen","Plantae","Fabaceae","Inga","vera",NA,"Inga vera","Willd.","Miranda, A.M.","Silva, L.R.","Brasil","Pernambuco","Cabo de Santo Agostinho","-35.0349998474121","-8.28666973114014",NA,NA,NA,NA,"EAC0057556","EAC0057556","439","2014","01","26","Reserva do Paiva, loteamento Paiva, lotes C2 e 1B4","Árvore; caule cinza; folhas verdes; frutos em maturação verdes.","2014","02",NA,"Southern America",NA,NA,"Dicotyledon",NA,"25282","auto",NA,NA,NA,NA,NA,NA
"1305","2021-03-21 19:35:26-03","UFC","EAC","13649","PreservedSpecimen","Plantae","Fabaceae","Inga","vera","affinis","Inga vera affinis","(DC.) T.D.Penn.",NA,"Tressens, S.G.; Vanni, R.; Fernandes, A.","Argentina","Corrientes","San Cosme",NA,NA,NA,NA,NA,NA,"EAC0013649","EAC0013649","1347","1981","11","13","Paso de la Patria, Borde de bajo.","Arbóreo ca 10m alt.;Tronco 75cm diam.;Estrames brancos.. Flor Verdosa.",NA,NA,NA,"Southern America",NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1306","2021-03-21 19:35:26-03","UFC","EAC","39075","PreservedSpecimen","Plantae","Fabaceae","Inga","vera","affinis","Inga vera affinis","(DC.) T.D.Penn.","Queiroz, L.P.","Loiola, M.I.B.; Lima-Verde, L.W.; Melo, L M R","Brasil","Ceará","Aiuaba","-40.073889","-6.629722","-40.073889","-6.629722","410","410","EAC0039075","EAC0039075","256","1996","12","12","Aiuaba, Estação Ecológica de Aiuaba, Volta. Solo litólico argiloso","Arbórea, terrestre, caule tronco, folha composta, cálice verde. Flor Branca.; Mata ciliar",NA,NA,NA,"Southern America",NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1307","2021-03-21 19:35:26-03","UFC","EAC","43736","PreservedSpecimen","Plantae","Fabaceae","Inga","vera","affinis","Inga vera affinis","(DC.) T.D.Penn.",NA,"Loiola, M.I.B.; Lima-Verde, L.W.; Melo, L M R","Brasil","Ceará","Aiuaba","-40.124111","-6.629806","-40.124111","-6.629806","410","410","EAC0043736","EAC0043736","256","1996","12","12","Volta, Substrato: solo litólico argiloso.","Árvore, frequente; folha composta; inflor. panícula, corola branca.; Caatinga arbustivo-arbórea","2011","06",NA,"Southern America",NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1308","2021-03-21 19:35:26-03","UFC","EAC","56435","PreservedSpecimen","Plantae","Fabaceae","Inga","vera","affinis","Inga vera affinis","(DC.) T.D.Penn.","Athayde, E.A.","Batista, W.","Brasil","Ceará","Bela Cruz","-40.140025","-3.059997","-40.140025","-3.059997",NA,NA,"EAC0056435","EAC0056435","31","2013","10","28","congl. 13, sub. 4, árv. 1.&nf;Estrato superior.","Inventário Florestal Nacional - CE; Árvore, flor branca.&nf;Dups RB.","2014","01","29","Southern America",NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1309","2021-03-21 19:35:26-03","UFC","EAC","58984","PreservedSpecimen","Plantae","Fabaceae","Inga","vera","affinis","Inga vera affinis","(DC.) T.D.Penn.","Guedes, M.L.","Guedes, M.L.; alunos de Botânica Econômica","Brasil","Bahia","Juazeiro","-40.5","-9.687778","-40.5","-9.687778",NA,NA,"EAC0058984","EAC0058984","23850","2015","06","20","baixo médio São Francisco, Rodeadouro.","Árvore, cerca de 5m de altura. Folhas paripinadas, 2-4 pares, peciolados, folíolos com face adaxial glabrescentes e abaxial pubescentes. Inflorescência espiciforme, flores com cálice com lacínias.; Mata ciliar.","2015","08",NA,"Southern America",NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1310","2021-03-21 19:35:26-03","UFC","EAC","62731","PreservedSpecimen","Plantae","Fabaceae","Inga","vera","affinis","Inga vera affinis","(DC.) T.D.Penn.","Guedes, M.L.","Guedes, M.L.; Araújo, F.","Brasil","Bahia","Wagner","-43.883333","-12.283333","-43.883333","-12.283333",NA,NA,"EAC0062731","EAC0062731","30001","2017","11","19","Chapada Diamantina, 5 km da entrada da cidade de Wagner","Árvore, folhas pinadas, com raque alado. Inflorescência axilar, flores com botões esverdeados, flores com corola e estames alvos.; Mata ciliar.","2018","01",NA,"Southern America",NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1311","2021-03-21 19:35:26-03","UFC","EAC","14860","PreservedSpecimen","Plantae","Fabaceae","Inga","vera","affinis","Inga vera affinis","(DC.) T.D.Penn.","Lima, H.C.","Fernandes, A.; Nunes, E.; Gomes, A.; Nepomuceno, V.","Brasil","Ceará","Granja","-40.826099395752","-3.12028002738953",NA,NA,NA,NA,"EAC0014860","EAC0014860","EAC14860","1986","11","26","margem do riacho, Timbaúba.","Árvore, flor alva.","2002","12",NA,"Southern America",NA,NA,"Dicotyledon",NA,"70014","auto",NA,NA,NA,NA,NA,NA
"1312","2021-03-21 19:35:26-03","UFC","EAC","15075","PreservedSpecimen","Plantae","Fabaceae","Inga","vera","affinis","Inga vera affinis","(DC.) T.D.Penn.","Lima, H.C.","Fernandes, A.; Matos, F.J.A.","Brasil","Ceará","Tianguá","-40.99169921875","-3.7322199344635",NA,NA,NA,NA,"EAC0015075","EAC0015075","EAC15075","1987","04","30","Chapada da Ibiapaba, margens da Cachoeira do Frade.","Arvoreta.; Carrasco.","2002","12",NA,"Southern America",NA,NA,"Dicotyledon",NA,"36695","auto",NA,NA,NA,NA,NA,NA
"1313","2021-03-21 19:35:26-03","UFC","EAC","23514","PreservedSpecimen","Plantae","Fabaceae","Inga","vera","affinis","Inga vera affinis","(DC.) T.D.Penn.","Lima, H.C.","Fernandes, A.","Brasil","Piauí","Teresina","-42.8018989562988","-5.08916997909546",NA,NA,NA,NA,"EAC0023514","EAC0023514","EAC23514","1996","01","09","margem do Rio Parnaíba.","Árvore, ca. 4 m alt.","2002","12",NA,"Southern America",NA,NA,"Dicotyledon",NA,"56344","auto",NA,NA,NA,NA,NA,NA
"1314","2021-02-11 16:53:06-03","UFSM","SMDB","16181","S","Plantae","Fabaceae","Inga","vera",NA,"Inga vera","Willd.","Záchia, R.A","Záchia, R.A","Brasil","Rio Grande do Sul","Garruchos","-55.6389007568359","-28.1835994720459",NA,NA,NA,NA,"SMDB016181",NA,"6408","2013","11","13","Borda Rio Piratini, Barca dos Crente, divisa com","6m altura","2013",NA,NA,NA,NA,NA,NA,NA,"31837","auto",NA,NA,NA,NA,NA,NA
"1315","2019-11-25 12:11:58-03","UFSM","SMDB","1851","S","Plantae","Fabaceae","Inga","vera",NA,"Inga vera","Willd.","Figueira, M","Amado, TJ","Brasil","Rio Grande do Sul","Santa Maria","-53.8069000244141","-29.6842002868652",NA,NA,NA,NA,"SMDB001851",NA,"s.n.","1980","12","18",NA,NA,"2014","05","07",NA,NA,NA,NA,NA,"37819","auto",NA,NA,NA,NA,NA,NA
"1316","2020-07-30 15:33:33-03","UFSM","SMDB","15157","S","Plantae","Fabaceae","Inga","vera",NA,"Inga vera","Willd.","Cabreira, CTN","Cabreira, TN","Brasil","Rio Grande do Sul","Santa Maria","-53.8069000244141","-29.6842002868652",NA,NA,NA,NA,"SMDB015157",NA,"s.n.","2012","06","14","bairro Camobi - Campus da UFSM/campo entre a Bibli","Florística dos Componenetes arbóreo e arbustivo do Campus da Universidade Federal de Santa Maria, Santa Maria -RS. Orientadora: Thais,S. Canto-Dorow","2012","07","30",NA,NA,NA,NA,NA,"37819","auto",NA,NA,NA,NA,NA,NA
"1317","2020-07-30 15:33:33-03","UFSM","SMDB","15120","S","Plantae","Fabaceae","Inga","vera",NA,"Inga vera","Willd.","Cabreira, CTN","Cabreira, TN","Brasil","Rio Grande do Sul","Santa Maria","-53.8069000244141","-29.6842002868652",NA,NA,NA,NA,"SMDB015120",NA,"87","2012","03","09","bairro Camobi - Campus da UFSM/ prédio 17","Florística dos Componenetes arbóreo e arbustivo do Campus da Universidade Federal de Santa Maria, Santa Maria -RS. Orientadora: Thais,S. Canto-Dorow","2012","05","24",NA,NA,NA,NA,NA,"37819","auto",NA,NA,NA,NA,NA,NA
"1318","2019-11-25 12:11:58-03","UFSM","SMDB","9946","S","Plantae","Fabaceae","Inga","vera",NA,"Inga vera","Willd.","Canto-Dorow, T,S; Freitas, K; Silva, LE","Freitas, K; Silva, LE; Canto-Dorow, T,S","Brasil","Rio Grande do Sul","Santa Maria","-53.8069000244141","-29.6842002868652",NA,NA,NA,NA,"SMDB009946",NA,"s.n.","2005","05","19","Campus- UFSM, Área entre a Imprensa Universitária e o Centro de educação est.3","Projeto 'coletas na região de santa maria",NA,NA,NA,NA,NA,NA,NA,NA,"37819","auto",NA,NA,NA,NA,NA,NA
"1319","2019-11-25 12:11:58-03","UFSM","SMDB","9947","S","Plantae","Fabaceae","Inga","vera",NA,"Inga vera","Willd.","Canto-Dorow, T,S; Freitas, K; Silva, LE","Freitas, K; Silva, LE; Canto-Dorow, T,S","Brasil","Rio Grande do Sul","Santa Maria","-53.8069000244141","-29.6842002868652",NA,NA,NA,NA,"SMDB009947",NA,"s.n.","2005","05","19","Campus- UFSM, Área entre a Imprensa Universitária e o Centro de educação est.3","Projeto 'coletas na região de santa maria",NA,NA,NA,NA,NA,NA,NA,NA,"37819","auto",NA,NA,NA,NA,NA,NA
"1320","2019-11-25 12:11:58-03","UFSM","SMDB","8857","S","Plantae","Fabaceae","Inga","vera",NA,"Inga vera","Willd.","Figueira, M","Gressler, E","Brasil","Rio Grande do Sul","Santa Maria","-53.8069000244141","-29.6842002868652",NA,NA,NA,NA,"SMDB008857",NA,"s.n.","2000","11","22","Jardim Botânico UFSM","Projeto : Fenologia do JBSM . Planta n° 1295","2014","05","07",NA,NA,NA,NA,NA,"37819","auto",NA,NA,NA,NA,NA,NA
"1321","2019-11-25 12:11:58-03","UFSM","SMDB","9363","S","Plantae","Fabaceae","Inga","vera",NA,"Inga vera","Willd.","Figueira, M","Dambros, VS","Brasil","Rio Grande do Sul","Santa Maria","-53.8069000244141","-29.6842002868652",NA,NA,NA,NA,"SMDB009363",NA,"s.n.","2003","07","09","UFSM, Ao lado da biblioteca central","Os frutos maduros ficam mais quadrangulares, flores brancas","2014","05","07",NA,NA,NA,NA,NA,"37819","auto",NA,NA,NA,NA,NA,NA
"1322","2019-11-25 12:11:58-03","UFSM","SMDB","9318","S","Plantae","Fabaceae","Inga","vera",NA,"Inga vera","Willd.","Figueira, M","Dambros, VS","Brasil","Rio Grande do Sul","Santa Maria","-53.8069000244141","-29.6842002868652",NA,NA,NA,NA,"SMDB009318",NA,"s.n.","2003","03","14","UFSM, Jardim Botânico","Árvore de grande porte com flores brancas","2014","05","07",NA,NA,NA,NA,NA,"37819","auto",NA,NA,NA,NA,NA,NA
"1323","2020-03-03 15:59:03-03","UFSM","SMDB","5706","S","Plantae","Fabaceae","Inga","vera",NA,"Inga vera","Willd.","Figueira, M","Silva, EMA","Brasil","RS","Santa Maria","-53.8069000244141","-29.6842002868652",NA,NA,NA,NA,"SMDB005706",NA,"s.n.","1994","06","15","Campus UFSM",NA,"2014","05","07",NA,NA,NA,NA,NA,"37819","auto",NA,NA,NA,NA,NA,NA
"1324","2020-03-03 15:59:03-03","UFSM","SMDB","5587","S","Plantae","Fabaceae","Inga","vera",NA,"Inga vera","Willd.","Figuera, M","Alvarez, AF; et al.","Brasil","RS","Santa Maria","-53.8069000244141","-29.6842002868652",NA,NA,NA,NA,"SMDB005587",NA,"s.n.","1993","09","30","Condomínio Santa Locádia","599-1","2014","05","07",NA,NA,NA,NA,NA,"37819","auto",NA,NA,NA,NA,NA,NA
"1325","2019-11-25 12:11:58-03","UFSM","SMDB","1610","S","Plantae","Fabaceae","Inga","vera",NA,"Inga vera","Willd.","Figueira, M","Alvarez, A.F.","Brasil","Rio Grande do Sul","Santa Maria","-53.8069000244141","-29.6842002868652",NA,NA,NA,NA,"SMDB001610",NA,"s.n.","1979",NA,NA,"Coxilia da Madame",NA,"2014","05","07",NA,NA,NA,NA,NA,"37819","auto",NA,NA,NA,NA,NA,NA
"1326","2021-02-11 16:53:06-03","UFSM","SMDB","17974","S","Plantae","Fabaceae","Inga","vera",NA,"Inga vera","Willd.","Záchia, R.A; Nunes, GB","Nunes, GB","Brasil","Rio Grande do Sul","Santa Maria","-53.8069000244141","-29.6842002868652",NA,NA,NA,NA,"SMDB017974",NA,"s.n.","2016","08","13","Distrito de Pains","Trabalho de conclusão de curso em Ciências Biológicas de Guilherme Baggio Nunes - Levantamento do estrato arbóreo de um fragmento florestal na fazenda Santa Tereza, distrito de Pains, Santa Maria, RS. Orientador: Renato Aquino Záchia","2016","08","13",NA,NA,NA,NA,NA,"37819","auto",NA,NA,NA,NA,NA,NA
"1327","2021-02-11 16:53:06-03","UFSM","SMDB","17926","S","Plantae","Fabaceae","Inga","vera",NA,"Inga vera","Willd.","Záchia, R.A; Nunes, GB","Nunes, GB","Brasil","Rio Grande do Sul","Santa Maria","-53.8069000244141","-29.6842002868652",NA,NA,NA,NA,"SMDB017926",NA,"s.n.","2016","08","26","Distrito de Pains","Trabalho de conclusão de curso em Ciências Biológicas de Guilherme Baggio Nunes - Levantamento do estrato arbóreo de um fragmento florestal na fazenda Santa Tereza, distrito de Pains, Santa Maria, RS. Orientador: Renato Aquino Záchia","2016","08","26",NA,NA,NA,NA,NA,"37819","auto",NA,NA,NA,NA,NA,NA
"1328","2019-11-25 12:11:58-03","UFSM","SMDB","8856","S","Plantae","Fabaceae","Inga","vera",NA,"Inga vera","Willd.","Figueira, M","Gressler, E","Brasil","Rio Grande do Sul","Santa Maria","-53.8069000244141","-29.6842002868652",NA,NA,NA,NA,"SMDB008856",NA,"s.n.","2000","11","22","Jardim Botânico UFSM","Projeto : Fenologia do JBSM . Planta n° 1298","2014","05","07",NA,NA,NA,NA,NA,"37819","auto",NA,NA,NA,NA,NA,NA
"1329","2019-11-25 12:11:58-03","UFSM","SMDB","730","S","Plantae","Fabaceae","Inga","vera",NA,"Inga vera","Willd.","Figueira, M","Beltrão, R","Brasil","Rio Grande do Sul","Santa Maria","-53.8069000244141","-29.6842002868652",NA,NA,NA,NA,"SMDB000730",NA,"s.n.","1952","12","12","Passo do Verde",NA,"2014","05","07",NA,NA,NA,NA,NA,"37819","auto",NA,NA,NA,NA,NA,NA
"1330","2021-02-11 16:53:06-03","UFSM","SMDB","15522","S","Plantae","Fabaceae","Inga","vera",NA,"Inga vera","Willd.","Záchia, R.A","Záchia, R.A; Spadetto, V; Santarém, D; Kern, LA","Brasil","Rio Grande do Sul","Santa Maria","-53.8069000244141","-29.6842002868652",NA,NA,NA,NA,"SMDB015522",NA,"6282","2011","11","02","Três Barras","Hábito: árvore.","2011","11",NA,NA,NA,NA,NA,NA,"37819","auto",NA,NA,NA,NA,NA,NA
"1331","2019-11-25 12:11:58-03","UFSM","SMDB","9362","S","Plantae","Fabaceae","Inga","vera",NA,"Inga vera","Willd.","Figueira, M","Dambros, VS","Brasil","Rio Grande do Sul","Santa Maria","-53.8069000244141","-29.6842002868652",NA,NA,NA,NA,"SMDB009362",NA,"s.n.","2003","03","11","UFSM, Ao lado da biblioteca central","Flores brancas, frutos pilosos","2014","05","07",NA,NA,NA,NA,NA,"37819","auto",NA,NA,NA,NA,NA,NA
"1332","2021-02-11 16:53:06-03","UFSM","SMDB","16202","S","Plantae","Fabaceae","Inga","vera",NA,"Inga vera","Willd.","Záchia, R.A","Záchia, R.A","Brasil","Rio Grande do Sul","São Borja","-56.0043983459473","-28.6606006622314",NA,NA,NA,NA,"SMDB016202",NA,"6429","2013","11","14","Estrada Arroio Butuí#?#Mirim (p. Par. João Aquino, f","Árvore; flores com perianto verde e estames brancos","2013",NA,NA,NA,NA,NA,NA,NA,"75549","auto",NA,NA,NA,NA,NA,NA
"1333","2020-12-21 16:26:47-03","MBM","MBM","17570","PreservedSpecimen","Plantae","Fabaceae","Inga","vera","affinis","Inga vera affinis","(DC.) T.D.Penn.",NA,"Krapovickas, A.","Argentina",NA,NA,NA,NA,NA,NA,NA,NA,"MBM017570","MBM017570","16895",NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1334","2020-12-21 16:26:47-03","MBM","MBM","220215","PreservedSpecimen","Plantae","Fabaceae","Inga","vera","affinis","Inga vera affinis","(DC.) T.D.Penn.",NA,"Lourteig, A.; et al.; et al.","Argentina",NA,NA,NA,NA,NA,NA,NA,NA,"MBM220215",NA,"2928",NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1335","2020-12-21 16:26:47-03","MBM","MBM","240204","PreservedSpecimen","Plantae","Fabaceae","Inga","vera",NA,"Inga vera","Willd.","Queiróz, L.P. de","Queiróz, L.P. de","Brazil","Bahia","Barra","-43.1417007446289","-11.0894002914429",NA,NA,NA,NA,"MBM240204","MBM240204","4853",NA,NA,NA,"Ibiraba",NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,"116121","auto",NA,NA,NA,NA,NA,NA
"1336","2020-12-21 16:26:47-03","MBM","MBM","46742","PreservedSpecimen","Plantae","Fabaceae","Inga","vera","affinis","Inga vera affinis","(DC.) T.D.Penn.","Pennington, T.D.","Hatschbach, G.","Brazil","Goiás","Caldas Novas","-48.625","-17.74169921875",NA,NA,NA,NA,"MBM046742","MBM046742","38799",NA,NA,NA,"Rio Corumbá, 5km L",NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,"36612","auto",NA,NA,NA,NA,NA,NA
"1337","2020-12-21 16:26:47-03","MBM","MBM","84873","PreservedSpecimen","Plantae","Fabaceae","Inga","vera","affinis","Inga vera affinis","(DC.) T.D.Penn.","Pennington, T.D.","Irwin, H.S.; et al.; et al.","Brazil","Goiás","Corumbá de Goiás","-48.8086013793945","-15.9236001968384",NA,NA,NA,NA,"MBM084873","MBM084873","34410",NA,NA,NA,"Rio Corumbá, ca. 12km N de Corumbá de Goiás",NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,"41388","auto",NA,NA,NA,NA,NA,NA
"1338","2020-12-21 16:26:47-03","MBM","MBM","115049","PreservedSpecimen","Plantae","Fabaceae","Inga","vera","affinis","Inga vera affinis","(DC.) T.D.Penn.","Pinto, G.C.P.","Pastore, U.; Klein, R.; Klein, R.","Brazil","Mato Grosso do Sul","Bataiporã","-53.2710990905762","-22.2952995300293",NA,NA,NA,NA,"MBM115049","MBM115049","146",NA,NA,NA,"Várzea do Rio Samambaia, Bataiporã, L da cidade",NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,"52218","auto",NA,NA,NA,NA,NA,NA
"1339","2020-12-21 16:26:47-03","MBM","MBM","275932","PreservedSpecimen","Plantae","Fabaceae","Inga","vera","affinis","Inga vera affinis","(DC.) T.D.Penn.","Pennington, T.D.","Hatschbach, G.; Hatschbach, M.; Silva, J.M.; Hatschbach, M.; Silva, J.M.","Brazil","Mato Grosso do Sul","Bodoquena","-56.7150001525879","-20.5386009216309",NA,NA,NA,NA,"MBM275932","MBM275932","74332","2002","11","18","Rodovia Bodoquena - Morraria do Sul, Córrego da Serra",NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,"47684","auto",NA,NA,NA,NA,NA,NA
"1340","2020-12-21 16:26:47-03","MBM","MBM","264947","PreservedSpecimen","Plantae","Fabaceae","Inga","vera","affinis","Inga vera affinis","(DC.) T.D.Penn.","Mansinho, L.H.","Benites-Silva, S.Y.; et al.; et al.","Brazil","Mato Grosso do Sul","Corumbá","-57.6533012390137","-19.0091991424561",NA,NA,NA,NA,"MBM264947","MBM264947","12","2000","11","18","Base de Estudos do Pantanal",NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,"295160","auto",NA,NA,NA,NA,NA,NA
"1341","2020-12-21 16:26:47-03","MBM","MBM","270210","PreservedSpecimen","Plantae","Fabaceae","Inga","vera","affinis","Inga vera affinis","(DC.) T.D.Penn.","Pennington, T.D.","Hatschbach, G.; Hatschbach, M.; Ribas, O.S.; Hatschbach, M.; Ribas, O.S.","Brazil","Mato Grosso do Sul","Miranda","-56.3782997131348","-20.2406005859375",NA,NA,NA,NA,"MBM270210","MBM270210","73078","2002","05","17","Rod. BR-262, Miranda - Corumbám, próximo a Guaicurus",NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,"92112","auto",NA,NA,NA,NA,NA,NA
"1342","2020-12-21 16:26:47-03","MBM","MBM","242472","PreservedSpecimen","Plantae","Fabaceae","Inga","vera","affinis","Inga vera affinis","(DC.) T.D.Penn.","Pennington, T.D.","Hatschbach, G.; Spichiger, R.; Cervi, A.C.; Barboza, E.; Spichiger, R.; Cervi, A.C.; Barboza, E.","Brazil","Minas Gerais","Diamantina","-43.6002998352051","-18.2493991851807",NA,NA,NA,NA,"MBM242472","MBM242472","69677","1999","10","24","Barão do Guaçuí",NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,"101169","auto",NA,NA,NA,NA,NA,NA
"1343","2020-12-21 16:26:47-03","MBM","MBM","23185","PreservedSpecimen","Plantae","Fabaceae","Inga","vera","affinis","Inga vera affinis","(DC.) T.D.Penn.","Pennington, T.D.","Hatschbach, G.","Brazil","Minas Gerais","Jaboticatubas","-43.7449989318848","-19.513599395752",NA,NA,NA,NA,"MBM023185","MBM023185","30033",NA,NA,NA,"Rio do Cipó","Árvore flor alva, margens rio","1997",NA,NA,"Southern America",NA,NA,NA,NA,"31264","auto",NA,NA,NA,NA,NA,NA
"1344","2020-12-21 16:26:47-03","MBM","MBM","251384","PreservedSpecimen","Plantae","Fabaceae","Inga","vera","affinis","Inga vera affinis","(DC.) T.D.Penn.","Garcia, F.C.P.","Araujo, D.","Brazil","Rio de Janeiro","Magé","-43.040599822998","-22.6527996063232",NA,NA,NA,NA,"MBM251384","MBM251384","1972",NA,NA,NA,"Rio Guapimirim",NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,"20531","auto",NA,NA,NA,NA,NA,NA
"1345","2020-12-21 16:26:47-03","MBM","MBM","283989","PreservedSpecimen","Plantae","Fabaceae","Inga","vera","affinis","Inga vera affinis","(DC.) T.D.Penn.","Smith, S.F.","Kegler, A.","Brazil","Rio Grande do Sul","Caxias do Sul","-51.1794013977051","-29.1681003570557",NA,NA,NA,NA,"MBM283989","MBM283989","1213","2002","01","17","Fazenda Souza",NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,"49662","auto",NA,NA,NA,NA,NA,NA
"1346","2020-12-21 16:26:47-03","MBM","MBM","196359","PreservedSpecimen","Plantae","Fabaceae","Inga","vera","affinis","Inga vera affinis","(DC.) T.D.Penn.","Jarenkow, J.A.","Jarenkow, J.A.","Brazil","Rio Grande do Sul","Marcelino Ramos","-51.9063987731934","-27.4617004394531",NA,NA,NA,NA,"MBM196359","MBM196359","1943",NA,NA,NA,"Rio Uruguai",NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,"18635","auto",NA,NA,NA,NA,NA,NA
"1347","2020-12-21 16:26:47-03","MBM","MBM","176039","PreservedSpecimen","Plantae","Fabaceae","Inga","vera","affinis","Inga vera affinis","(DC.) T.D.Penn.","Pennington, T.D.","Romaniuc Neto, S.; et al.; et al.","Brazil","Rondônia","Jaru","-62.4664001464844","-10.4388999938965",NA,NA,NA,NA,"MBM176039","MBM176039","524",NA,NA,NA,"Igarapé",NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,"100388","auto",NA,NA,NA,NA,NA,NA
