"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","imagecode","typeStatus","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","class","relatedCatalogItem","fieldNumber","individualCount"
"17","2020-06-29 11:28:40-03","UFRJ","RFA","4075","PreservedSpecimen","Plantae","Acanthaceae","Heinzelia","ovalis","Heinzelia ovalis","P. Occhioni","1004","1947","03","25",NA,"Brasil",NA,NA,"Flor roxo-claro","RFA36200",NA,NA,"Nees",NA,"Rio de Janeiro","Itatiaia","Parque Nacional do Itatiaia, km 4","-44.5633010864258","-22.4960994720459",NA,NA,NA,NA,"19648","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2020-11-24 17:10:22-03","UTFPR","DVPR","3308","PreservedSpecimen","Plantae","Acanthaceae","Justicia","lythroides","Justicia lythroides","Caxambu, MG; et al.","5805","2014","11","20",NA,"Brasil",NA,NA,"Erva ca. 0,3m, heliófita, flores com cálice verde e corola rosa.; Relevo: suave-ondulado. Floresta Estacional Semidecidual Submontana","DVPR003308","Magnoliophyta",NA,"(Nees) V.A.W. Graham","Caxambu, MG","Paraná","Fênix","RPPN Vila Rica, propriedade de Bernard Philippe Marie Philibert de Laguiche","-51.58113","-23.52147","356","356",NA,NA,NA,NA,"2014","12","08","-51.58113","-23.52147",NA,NA,NA,NA
"19","2020-11-24 17:10:22-03","UTFPR","DVPR","3303","PreservedSpecimen","Plantae","Acanthaceae","Justicia","lythroides","Justicia lythroides","Bueno, J; Siqueira, EL","112","2009","03","26",NA,"Brasil",NA,NA,"Erva semi-ciófila, ripária, flores roxas.; Relevo: suave-ondulado.","DVPR003303","Magnoliophyta",NA,"(Nees) V.A.W. Graham","Caxambu, MG","Paraná","Campo Mourão","RPPN Ana Tramujas, propriedade do Sr. Artur César Vigilato","-52.24319","-24.15332","658","658",NA,NA,NA,NA,"2009","04","08","-52.24319","-24.15332",NA,NA,NA,NA
"20","2020-11-24 17:10:22-03","UTFPR","DVPR","5226","PreservedSpecimen","Plantae","Acanthaceae","Justicia","lythroides","Justicia lythroides","Estevan, DA; et al.","2258","2017","04","13",NA,"Brasil",NA,NA,"Arbusto, 0,9 cm . Flores lilás.; Floresta Estacional Semidecidual","DVPR005226","Magnoliophyta",NA,"(Nees) V.A.W. Graham","Estevan, DA","Paraná","São Jorge d' Oeste","RPPN Salto Chopim","-53.0445","-25.3611",NA,NA,NA,NA,NA,NA,"2017",NA,NA,"-53.0445","-25.3611",NA,NA,NA,NA
"21","2020-11-24 17:10:22-03","UTFPR","DVPR","3059","PreservedSpecimen","Plantae","Acanthaceae","Justicia","lythroides","Justicia lythroides","Siqueira, EL; et al.","1451","2015","04","10",NA,"Brasil",NA,NA,"Erva ca. 0,4 m, semi-ciófila, ereta, botões florais verdes, flores liláses.; Relevo: suave-ondulado. Floresta Estacional Semidecidual Submontana","DVPR003059","Magnoliophyta",NA,"(Nees) V.A.W. Graham","Caxambu, MG","Paraná","Juranda","Propriedade do Sr. Ervino Polinarski","-52.50391","-24.25391","517","517",NA,NA,NA,NA,"2015","05","16","-52.50391","-24.25391",NA,NA,NA,NA
"22","2021-03-30 12:33:07-03","EAO","IAN","108063","PreservedSpecimen","Plantae","Acanthaceae","Justicia","lythroides","Justicia lythroides","Magalhães, MG","s.n.","1957","05",NA,"Southern America","Brasil",NA,NA,"Subarbusto de 0,50-0,80cm de altura, flor amarelada, muito frequente.","IAN108063","Dicotiledônea",NA,"Pohl ex Nees","Braz, DM","Unknown",NA,"Capoeira, margem de córrego (oeste de minas).",NA,NA,NA,NA,NA,NA,NA,NA,"2006","06","22",NA,NA,NA,NA,NA,NA
"23","2021-03-30 12:33:07-03","EAO","IAN","108063","PreservedSpecimen","Plantae","Acanthaceae","Justicia","lythroides","Justicia lythroides","Magalhães, MG","s.n.","1957","05",NA,"Southern America","Brasil",NA,NA,"Subarbusto de 0,50-0,80cm de altura, flor amarelada, muito frequente.","IAN108063","Dicotiledônea",NA,"Pohl ex Nees","Braz, DM","Unknown",NA,"Capoeira, margem de córrego (oeste de minas).",NA,NA,NA,NA,NA,NA,NA,NA,"2006","06","22",NA,NA,NA,NA,NA,NA
"24","2013-07-03 10:23:55-03","EBDA","BAH","1386","S","Plantae","Acanthaceae","Heinzelia","lythroides","Heinzelia lythroides","Milton Mello",NA,"1970","04",NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,"Nees","Margarida Barbosa","Bahia","Salvador",NA,"-38.5108","-12.9711",NA,NA,NA,NA,"26018","auto","1971","03",NA,NA,NA,NA,NA,NA,NA
"25","2019-10-09 11:08:05-03","UFBA","ALCB","112059","PreservedSpecimen","Plantae","Acanthaceae","Justicia","lythroides","Justicia lythroides","Barbosa, E; Silva, JM","1578","2006","06","20","Southern America","Brasil",NA,NA,"ereta, flor lilás.; Formação de calcário.",NA,"Dicotyledon",NA,"(Ness) V.A.W.Graham","Côrtes, A","Mato Grosso do Sul","Corumbá","Porto Morrinho","-57.6533012390137","-19.0091991424561",NA,NA,NA,NA,"295160","auto","2007",NA,NA,NA,NA,NA,NA,NA,NA
"26","2019-10-09 11:08:05-03","UFBA","ALCB","60003","PreservedSpecimen","Plantae","Acanthaceae","Justicia","lythroides","Justicia lythroides","Hatschbach, G","3132","1953","05","08","Southern America","Brasil",NA,NA,"Flor lilás. Na mata de galeria de uma ilhota no Rio Tibagi.",NA,"Dicotyledon",NA,"(Ness) V.A.W.Graham","Wasshausen, D","Paraná","Tibagi","Fazenda Monte Alegre. Mauá.","-50.4136009216309","-24.5093994140625",NA,NA,NA,NA,"56988","auto","2001",NA,NA,NA,NA,NA,NA,NA,NA
"27","2020-02-08 09:29:07-03","NBC","NL-BOTANY","L.2829513","PreservedSpecimen","Plantae","Acanthaceae","Chaetothylax","lythroides","Chaetothylax lythroides","Hatschbach GG; Guimarães OA",NA,"1968","04","24","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2829513 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2829513",NA,"Lamiales","Benth. & Hook.f.",NA,NA,NA,"Est Psaraná, Mun. Mal. Canido Rondon, Paro Bragado.",NA,NA,NA,NA,"NL-L2829513",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"28","2020-02-08 09:29:07-03","NBC","NL-BOTANY","WAG.1281266","PreservedSpecimen","Plantae","Acanthaceae","Chaetothylax","lythroides","Chaetothylax lythroides","Hatschbach GG",NA,"1966","04","29","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1281266 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1281266",NA,"Lamiales","Benth. & Hook.f.","Wasshausen DC",NA,NA,"Parana: Mun. Cianorte: Eda. Lagoa.",NA,NA,NA,NA,"NL-WAG1281266",NA,NA,NA,"1966","12","01",NA,NA,"Magnoliopsidae","WAG0084093",NA,NA
"29","2020-02-08 09:29:13-03","NBC","NL-BOTANY","U.1046084","PreservedSpecimen","Plantae","Acanthaceae","Heinzelia","ovalis","Heinzelia ovalis","Borsini OH",NA,"1941","08","01","Southern America","Argentina",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1046084 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1046084",NA,"Lamiales","Nees",NA,NA,NA,"provincia Tucumán. Viaducto.",NA,NA,NA,NA,"NL-U1046084",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"30","2020-02-08 09:29:25-03","NBC","NL-BOTANY","U.1047268","PreservedSpecimen","Plantae","Acanthaceae","Justicia","lythroides","Justicia lythroides","Lindeman JC; Haas JH de",NA,"1966","12","08","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1047268 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1047268",NA,"Lamiales","(Nees) V.A.W.Graham",NA,NA,NA,"Flora Brasiliae Australis, Est. Paraná, Parque Nacional do Iguaçú; bank of Rio ig. near ferry to Capanema.",NA,NA,NA,NA,"NL-U1047268",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"31","2020-02-08 09:29:25-03","NBC","NL-BOTANY","U.1047269","PreservedSpecimen","Plantae","Acanthaceae","Justicia","lythroides","Justicia lythroides","Tessmann G",NA,"1937","03","05","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1047269 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1047269",NA,"Lamiales","(Nees) V.A.W.Graham",NA,NA,NA,"Pflanzen aus Süd-Brasilien. Nord-Paraná: Gebiet des mittleren Ivahy.",NA,NA,NA,NA,"NL-U1047269",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"32","2020-11-04 10:54:30-03","ESALQ","ESA","136557","PreservedSpecimen","Plantae","Acanthaceae","Chaetothylax","lythroides","Chaetothylax lythroides","G. Hatschbach",NA,"1966","04","29",NA,"Brasil",NA,NA,NA,"ESA136557",NA,NA,"(Ness.) Benth","D. Wasshausen","Paraná","Cianorte",NA,"-52.6049995422363","-23.6632995605469",NA,NA,NA,NA,"32009","auto","1967",NA,NA,NA,NA,NA,NA,NA,NA
"33","2020-11-04 10:58:34-03","ESALQ","ESA","31991","PreservedSpecimen","Plantae","Acanthaceae","Justicia","lythroides","Justicia lythroides","Souza, V.C. ; Souza, J.P.","11347.0","1996","06","07",NA,"Brasil",NA,NA,"Erva, até 30 cm alt.; flores róseas.","ESA031991","Magnoliophyta",NA,"Pohl ex Nees","Kameyama, C.","São Paulo","Ibitinga","17 Km de Ibitinga em direção a Iacanga (SP - 321). Fazenda Santo Antônio/Ruy Barbosa. Mata mesófila semidecídua com abundância de Cariniana, Cedrela e Hymenaea.","-48.58","-214.309","460","460","ESA031991",NA,NA,NA,NA,NA,NA,"-48.58","-214,309",NA,NA,NA,NA
"34","2020-11-04 10:58:34-03","ESALQ","ESA","19544","PreservedSpecimen","Plantae","Acanthaceae","Justicia","lythroides","Justicia lythroides","Barreto, K.D.; Fernandes, G.D.; Vitti, F.X.","2089.0","1994","03","02",NA,"Brasil",NA,NA,"Erva, 0,2 m alt.; flores róseas. Subosque.","ESA019544","Magnoliophyta",NA,"(Nees) V.A.Graham","Kameyama, C.","São Paulo","Cabreúva","Mata da Casa Branca. Mata mesófila semidecídua.","-47.014","-23.16",NA,NA,NA,NA,NA,NA,NA,NA,NA,"-47,014","-23.16",NA,NA,NA,NA
"35","2020-11-04 10:58:34-03","ESALQ","ESA","17529","PreservedSpecimen","Plantae","Acanthaceae","Justicia","lythroides","Justicia lythroides","Rodrigues, R.R.",NA,"1993","05","15",NA,"Brasil",NA,NA,NA,"ESA017529","Magnoliophyta",NA,"(Nees) V.A.Graham","Kameyama, C.","São Paulo","Mogi-Guaçu",NA,NA,NA,NA,NA,"ESA017529",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2020-11-04 10:58:34-03","ESALQ","ESA","14119","PreservedSpecimen","Plantae","Acanthaceae","Justicia","lythroides","Justicia lythroides","Souza, V.C. et al.","5739.0","1994","04","15",NA,"Brasil",NA,NA,NA,"ESA014119","Magnoliophyta",NA,"Pohl ex Nees","Kameyama, C.","São Paulo","Pindorama",NA,"-48.9000015258789","-21.1800003051758",NA,NA,NA,NA,"14884","auto","1999",NA,NA,NA,NA,NA,NA,NA,NA
"37","2020-11-04 10:58:34-03","ESALQ","ESA","14356","PreservedSpecimen","Plantae","Acanthaceae","Justicia","lythroides","Justicia lythroides","Souza, V.C. et al.","5997.0","1993","07","14",NA,"Brasil",NA,NA,NA,"ESA014356","Magnoliophyta",NA,"(Nees) V.A.Graham","Kameyama, C.","São Paulo","Piracicaba",NA,"-47.6399993896484","-22.7199993133545",NA,NA,"ESA014356",NA,"44778","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2020-11-04 10:58:34-03","ESALQ","ESA","21835","PreservedSpecimen","Plantae","Acanthaceae","Justicia","lythroides","Justicia lythroides","Tamashiro, J.Y. et al.","1002.0","1995","05","09",NA,"Brasil",NA,NA,NA,"ESA021835","Magnoliophyta",NA,"(Nees) V.A.Graham","Kameyama, C.","São Paulo","Socorro",NA,"-46.5200004577637","-22.5900001525879",NA,NA,"ESA021835",NA,"17674","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2020-11-04 10:58:34-03","ESALQ","ESA","32028","PreservedSpecimen","Plantae","Acanthaceae","Justicia","lythroides","Justicia lythroides","Souza, V.C.; Rodrigues, R.R.; Souza, J.P.; Sanches, I.D.; Astorino, A.; Magossi, R.; Petrini, M.; Tavares Jr., J.E.","11149.0","1996","06","01",NA,"Brasil",NA,NA,"Erva, até 50 cm alt.; flores lilases.","ESA032028","Magnoliophyta",NA,"(Nees) V.A. Graham","Kameyama, C.","São Paulo","Nazaré Paulista","Estrada em torno da Represa Atibainha. Mata mesófila semidecídua.","-46.3899993896484","-23.1800003051758","800","800","ESA032028",NA,"18850","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2020-11-04 10:54:31-03","ESALQ","ESA","133171","PreservedSpecimen","Plantae","Acanthaceae","Justicia","lythroides","Justicia lythroides","Scatigna, A.V.; Correa, L. S.; Cota, M. M. T.; Gissi, D. S.; Silva, D. M.; Souza, V.C.","869.0","2015","07","02",NA,"Brasil",NA,NA,"Erva terrestre, ca. 30cm. Flores rosa.","ESA133171",NA,NA,"(Nees) V.A.W.Graham","Gissi, D. S.","São Paulo","Piracicaba","Estação Ecológica de Ibicatu. Área degradada em borda de Floresta Estacional Semidecidual, próximo à casa abandonada.","-47.82539","-22.77868","500","500",NA,NA,NA,NA,"2015","07","06","-47.82539","-22.77868",NA,NA,NA,NA
"41","2020-11-04 10:58:34-03","ESALQ","ESA","12553","PreservedSpecimen","Plantae","Acanthaceae","Justicia","lythroides","Justicia lythroides","Souza, V.C. et al.","2812.0","1993","04","08",NA,"Brasil",NA,NA,NA,"ESA012553","Magnoliophyta",NA,"(Nees) V.A.Graham","Kameyama, C.","São Paulo","Mogi-Guaçu",NA,NA,NA,NA,NA,"ESA012553",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2020-11-04 10:58:34-03","ESALQ","ESA","120965","PreservedSpecimen","Plantae","Acanthaceae","Justicia","lythroides","Justicia lythroides","Garcia, L.C.","329.0","2009","03","01",NA,"Brasil",NA,NA,"Subarbusto de 0,3m, flores e botões","ESA120965","Magnoliophyta",NA,NA,"Garcia, L.C.","São Paulo","Campinas","Distrito de Souzas, Condomínio Colinas do Atibaia, Mata Ribeirão Cachoeira","-46.926084","-22.833228","711","711","ESA120965",NA,NA,NA,"2010",NA,NA,"-46.926084","-22.833228",NA,NA,NA,NA
"43","2020-11-04 10:54:31-03","ESALQ","ESA","133471","PreservedSpecimen","Plantae","Acanthaceae","Justicia","lythroides","Justicia lythroides","Toledo, C.A.P.; Rodrigues, M. C.; Vidal, C. Y.; Bochorny, T.; Pereira, L. C. S. M.; Souza, V.C.; Rodrigues, R.R.; Tamashiro, J.Y.; Ivanauskas, N.M.","9.0","2015","06","29",NA,"Brasil",NA,NA,"Flores roxas","ESA133471",NA,NA,"(Nees) V.A.W.Graham","Bochorny, T. & Pereira, L.C.S.M.","São Paulo","Nova Odessa","Instituto de Zootecnia. Fragmento de Floresta Estacional Semidecidual degradado","-47.28982","-22.76017","561","561",NA,NA,NA,NA,"2015","06","29","-47.28982","-22.76017",NA,NA,NA,NA
"44","2020-11-04 10:58:34-03","ESALQ","ESA","78862","PreservedSpecimen","Plantae","Acanthaceae","Justicia","lythroides","Justicia lythroides","Paro, F.E.",NA,"1986","09","03",NA,"Brasil",NA,NA,NA,"ESA078862","Magnoliophyta",NA,NA,"Cortês, A.L.","Paraná","Ibiporã",NA,"-51.0480995178223","-23.2691993713379",NA,NA,"ESA078862",NA,"20625","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2020-11-04 10:58:34-03","ESALQ","ESA","19455","PreservedSpecimen","Plantae","Acanthaceae","Justicia","lythroides","Justicia lythroides","Barreto, K.D. et al.","2089.0","1994","03","02",NA,"Brasil",NA,NA,NA,"ESA019455","Magnoliophyta",NA,"(Nees) V.A. Graham","Kameyama, C.","São Paulo","Cabreúva",NA,"-47.1300010681152","-23.2999992370605",NA,NA,NA,NA,"16877","auto","1999",NA,NA,NA,NA,NA,NA,NA,NA
"46","2020-11-04 10:58:34-03","ESALQ","ESA","20512","PreservedSpecimen","Plantae","Acanthaceae","Justicia","lythroides","Justicia lythroides","Tamashiro, J.Y. et al.","797.0","1995","04","11",NA,"Brasil",NA,NA,NA,"ESA020512","Magnoliophyta",NA,"(Nees) V.A.Graham","Kameyama, C.","São Paulo","Joanópolis",NA,"-46.2700004577637","-22.9300003051758",NA,NA,"ESA020512",NA,"22329","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
