"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","imagecode","typeStatus","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","class","relatedCatalogItem","fieldNumber","individualCount"
"97","2021-03-30 17:43:00-03","UTFPR","HCF","5459","S","Plantae","Acanthaceae","Justicia","lythroides","Justicia lythroides","A.R. Silva","343","2007","05","18",NA,"Brasil",NA,NA,"Erva ciófila, ca. 0,3m de altura. Flor lilás.",NA,NA,NA,"(Nees.) V.A.W. Graham","M.G. Caxambu","PR","Campo Mourão","Parque Estadual Lago Azul (PELA)","-52.331056","-24.102861","574","574",NA,NA,NA,NA,"2007","06","27","52°19'51,8'' W","24°6'10,3'' S",NA,NA,NA,NA
"98","2021-03-30 17:43:00-03","UTFPR","HCF","19866","S","Plantae","Acanthaceae","Justicia","lythroides","Justicia lythroides","M.G. Caxambu","7399","2016","04","15",NA,"Brasil",NA,NA,"erva semi-ciófila, ca. 0,60 m. Flores com cálice verde e corola rosa.",NA,NA,NA,"(Nees.) V.A.W. Graham","M.G. Caxambu","PR","Nova Tebas","Estação Ecológica Municipal Reinaldo","-51.950028","-24.374528","627","627",NA,NA,NA,NA,"2016","05","21","51°57'00,1 W","24°22'28,3 S",NA,NA,NA,NA
"99","2019-08-16 08:38:06-03","UTFPR","HCF","8466","S","Plantae","Acanthaceae","Justicia","lythroides","Justicia lythroides","M.G. Caxambu","2916","2010","02","12",NA,"Brasil",NA,NA,"erva ciófila, ca. 0,60 m. Flores roxas.",NA,NA,NA,"(Nees.) V.A.W. Graham","M.G. Caxambu","PR","Luiziana","Estação Ecológica Luiziana","-52.433639","-24.533778","623","623",NA,NA,NA,NA,"2010","03","03","52°26'01,1 W","24°32'01,6 S",NA,NA,NA,NA
"100","2021-03-30 17:43:00-03","UTFPR","HCF","15596","S","Plantae","Acanthaceae","Justicia","lythroides","Justicia lythroides","M.G. Caxambu","5805","2014","11","20",NA,"Brasil",NA,NA,"erva ca. 0,30 m, heliófita. Flores com cálice verde e corola rosa.",NA,NA,NA,"(Nees.) V.A.W. Graham","M.G. Caxambu","PR","Fênix","RPPN Vila Rica - Propriedade de Bernard","-51.969806","-23.87075","356","356",NA,NA,NA,NA,"2014","12","08","51°58'11,3 W","23°52'14,7 S",NA,NA,NA,NA
"101","2021-03-30 17:43:00-03","UTFPR","HCF","7810","S","Plantae","Acanthaceae","Justicia","lythroides","Justicia lythroides","J. Bueno","112","2009","03","26",NA,"Brasil",NA,NA,"erva semi-ciófila, ripária. Flores roxas.",NA,NA,NA,"(Nees.) V.A.W. Graham","M.G. Caxambu","PR","Campo Mourão","RPPN Ana Tramujas - Propriedade do Sr.","-52.408861","-24.259222","658","658",NA,NA,NA,NA,"2009","04","08","52°24'31,9 W","24°15'33,2 S",NA,NA,NA,NA
"102","2021-03-30 17:43:00-03","UTFPR","HCF","31285","S","Plantae","Acanthaceae","Justicia","lythroides","Justicia lythroides","M.G. Caxambu","9316","2021","03","19",NA,"Brasil",NA,NA,"erva ca. 0,60 m, semi-ciófila. Flores com cálice verde e corola rosa.",NA,NA,NA,"(Nees.) V.A.W. Graham","M.G. Caxambu","PR","Guaraniaçu","Propriedade do Sr. João Figueiredo","-52.825333","-24.917583","627","627",NA,NA,NA,NA,"2021","03","19","52°49'31,2 W","24°55'03,3 S",NA,NA,NA,NA
"103","2021-03-30 17:43:00-03","UTFPR","HCF","25090","S","Plantae","Acanthaceae","Justicia","lythroides","Justicia lythroides","E.L. Siqueira","2492","2018","03","14",NA,"Brasil",NA,NA,"erva ca. 0,25 m, ereta. Flores roxas.",NA,NA,NA,"(Nees.) V.A.W. Graham","M.G. Caxambu","PR","Mato Rico","Estação Ecológica Municipal Juquiri","-52.130194","-24.761944","780","780",NA,NA,NA,NA,"2018","03","26","52°07'48,7 W","24°45'43 S",NA,NA,NA,NA
"104","2021-03-30 17:43:00-03","UTFPR","HCF","20135","S","Plantae","Acanthaceae","Justicia","lythroides","Justicia lythroides","E.L. Siqueira","1978","2016","06","10",NA,"Brasil",NA,NA,"erva ca. 0,40 m, semi-ciófila. Flores rosas, com estames alvos. Ocasional.",NA,NA,NA,"(Nees.) V.A.W. Graham","M.G. Caxambu","PR","Nova Tebas","Estação Ecológica Municipal Reinaldo","-51.940056","-24.370083",NA,NA,NA,NA,NA,NA,"2016","07","13","51°56'24,2 W","24°22'12,3 S",NA,NA,NA,NA
"105","2021-03-30 17:43:00-03","UTFPR","HCF","17464","S","Plantae","Acanthaceae","Justicia","lythroides","Justicia lythroides","M.G. Caxambu","6611","2015","07","02",NA,"Brasil",NA,NA,"erva semi-ciófila, ca. 0,40 m. Flores com cálice verde e corola rosa.",NA,NA,NA,"(Nees.) V.A.W. Graham","M.G. Caxambu","PR","Foz do Iguaçu","Parque Nacional do Iguaçu - Próximo às","-54.438806","-25.689056","199","199",NA,NA,NA,NA,"2015","09","07","54°26'19,7 W","25°41'20,6 S",NA,NA,NA,NA
"106","2021-03-30 17:43:00-03","UTFPR","HCF","4040","S","Plantae","Acanthaceae","Justicia","lythroides","Justicia lythroides","M.G. Caxambu","1112","2006","05","17",NA,"Brasil",NA,NA,"Herbácea, terrestre, ereta, ripária, semi-ciófila, com flores roxas.",NA,NA,NA,"(Nees.) V.A.W. Graham","J. Cordeiro & E. Barboza","PR","Campo Mourão","Rio dos Papagaios","-52.3830986022949","-24.0456008911133",NA,NA,NA,NA,"28572","auto","2007","05",NA,NA,NA,NA,NA,NA,NA
"107","2021-03-30 17:43:00-03","UTFPR","HCF","12338","S","Plantae","Acanthaceae","Justicia","lythroides","Justicia lythroides","M.R. Lima","25","2012","04","14",NA,"Brasil",NA,NA,"herbácea, flores lilases (Resgate de Flora UHE Mauá).",NA,NA,NA,"(Nees.) V.A.W. Graham","M.G. Caxambu","PR","Ortigueira",NA,"-50.9494018554688","-24.2082996368408",NA,NA,NA,NA,"46016","auto","2021","03","04",NA,NA,NA,NA,NA,NA
"108","2020-12-21 16:10:59-03","MBM","MBM","183228","PreservedSpecimen","Plantae","Acanthaceae","Justicia","lythroides","Justicia lythroides","Souza, V.C.; Moraes, P.L.R.; Vitti, F.X.; Moraes, P.L.R.; Vitti, F.X.","5739","1994","04","15","Southern America","Brazil",NA,NA,"Erva até 40cm. altura, corola rósea.; Mata mesófila semidecídua.","MBM183228",NA,NA,"(Nees) V.A.W. Graham","Souza, P.J.","São Paulo","Pindorama","Estação do IAC.","-48.924444","-21.223611",NA,NA,"MBM183228",NA,NA,NA,"1995","07","28","-48.924444","-21.223611",NA,NA,NA,NA
"109","2020-12-21 16:10:59-03","MBM","MBM","183232","PreservedSpecimen","Plantae","Acanthaceae","Justicia","lythroides","Justicia lythroides","Souza, V.C.; Rodrigues, R.R.; Leitão-Filho, H.F.; Rodrigues, R.R.; Leitão-Filho, H.F.","2812","1993","04","08","Southern America","Brazil",NA,NA,"Erva, ca. 40cm. altura, flores arroxeadas.","MBM183232",NA,NA,"(Nees) V.A.W. Graham","Souza, V.C.","São Paulo","Mogi-Guaçu","Margens do Rio Mogi-Iguaçu. Area a ser inundada pela CESP.",NA,NA,NA,NA,"MBM183232",NA,NA,NA,"1994","07","26",NA,NA,NA,NA,NA,NA
"110","2020-12-21 16:10:59-03","MBM","MBM","240052","PreservedSpecimen","Plantae","Acanthaceae","Justicia","lythroides","Justicia lythroides","Souza, V.C.; Rodrigues, R.R.; Souza, J.P.; Sanches, I.D.; Astorino, A.; Magossi,; Rodrigues, R.R.; Souza, J.P.; Sanches, I.D.; Astorino, A.; Magossi, R.","11149","1996","06","01","Southern America","Brazil",NA,NA,"Erva, 50cm. altura flores lilases.; Mata mesófila semidecídua.","MBM240052",NA,NA,"(Nees) V.A.W. Graham","Kameyama, C.","São Paulo","Nazaré Paulista","Represa Atibainha, Estrada em torno da Represa.","-46.357889","-23.142611",NA,NA,"MBM240052",NA,NA,NA,"1999",NA,NA,"-46.357889","-23.142611",NA,NA,NA,NA
"111","2020-12-21 16:10:59-03","MBM","MBM","397144","PreservedSpecimen","Plantae","Acanthaceae","Justicia","lythroides","Justicia lythroides","Lombardi, J.A.; Oliveira, A.P.C.; Oliveira, A.P.C.","7688","2010","03","25","Southern America","Brazil",NA,NA,"Erva decumbente, folhas papiráceas, cálice verde, corola externamente lilás-esbranquiçada, internamente lilás.; Sub-bosque de cerradão e mata semidecídua.","MBM397144",NA,NA,"(Nees) V.A.W. Graham","Oliveira, A.P.C.","São Paulo","Porto Ferreira","Parque Estadual de Porto Ferreira, picada indo de próximo a sede em direção a trilha do uso extensivo dos Jequitibás,","-47.4700012207031","-21.8500003814697",NA,NA,NA,NA,"13859","auto","2010","08",NA,NA,NA,NA,NA,NA,NA
"112","2020-12-21 16:10:59-03","MBM","MBM","49364","PreservedSpecimen","Plantae","Acanthaceae","Justicia","lythroides","Justicia lythroides","Vasconcelos, N.J.","2575","1976","04","20","Southern America","Brazil",NA,NA,"Subarbusto até 60cm., flores lilases.; Nativo.","MBM049364",NA,NA,"(Nees) V.A.W. Graham","Côrtes, A.L.A.","São Paulo","Sumaré","Horto Florestal","-47.2599983215332","-22.8199996948242",NA,NA,"MBM049364",NA,"11359","auto","2010","10","02",NA,NA,NA,NA,NA,NA
"113","2020-12-21 16:10:59-03","MBM","MBM","409741","PreservedSpecimen","Plantae","Acanthaceae","Justicia","lythroides","Justicia lythroides","Canestraro, B.K.; Tessari, W.; Tessari, W.","768","2015","04","08","Southern America","Brazil",NA,NA,"Herbácea, ambiente antropizado, semiciófila, 40 cm, flores roxas com o centro branco.; Floresta Estacional Semidecidual Aluvial.","MBM409741",NA,NA,"(Nees) V.A.W. Graham","Canestraro, B.K.","Paraná","Capanema","próximo ao rio Capanema","-53.8088989257812","-25.6718997955322",NA,NA,"MBM409741",NA,"23753","auto","2015","04",NA,NA,NA,NA,NA,NA,NA
"114","2015-09-04 09:39:15-03","MNHN","RECOLNAT_MNHN_P","P04367111","PreservedSpecimen",NA,"Acanthaceae","Justicia","lythroides","Justicia lythroides","Widgren",NA,"1845","1","1",NA,"Brasil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04367111' target='other'> <mi>dwc_moreinfo</mi></a>","P04367111",NA,NA,"(Nees) V.A.W.Graham",NA,"Minas Gerais",NA,NA,NA,NA,NA,NA,"P04367111_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"115","2015-09-04 09:39:15-03","MNHN","RECOLNAT_MNHN_P","P04367112","PreservedSpecimen",NA,"Acanthaceae","Justicia","lythroides","Justicia lythroides",NA,NA,NA,NA,NA,NA,"[Bresil]","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04367112' target='other'> <mi>dwc_moreinfo</mi></a>","P04367112",NA,NA,"(Nees) V.A.W.Graham",NA,NA,NA,NA,NA,NA,NA,NA,"P04367112_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116","2015-09-04 09:39:15-03","MNHN","RECOLNAT_MNHN_P","P04367113","PreservedSpecimen",NA,"Acanthaceae","Justicia","lythroides","Justicia lythroides","Widgren",NA,"1846","4","30",NA,"Brasil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04367113' target='other'> <mi>dwc_moreinfo</mi></a>","P04367113",NA,NA,"(Nees) V.A.W.Graham",NA,"Minas Gerais",NA,NA,NA,NA,NA,NA,"P04367113_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"117","2015-09-04 09:39:15-03","MNHN","RECOLNAT_MNHN_P","P04367114","PreservedSpecimen",NA,"Acanthaceae","Justicia","lythroides","Justicia lythroides","Saint-Hilaire, A.",NA,"1816","1","1",NA,"Brasil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04367114' target='other'> <mi>dwc_moreinfo</mi></a>","P04367114",NA,NA,"(Nees) V.A.W.Graham",NA,"Minas Gerais",NA,NA,NA,NA,NA,NA,"P04367114_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D 463",NA
"118","2015-09-04 09:39:15-03","MNHN","RECOLNAT_MNHN_P","P04367108","PreservedSpecimen",NA,"Acanthaceae","Justicia","lythroides","Justicia lythroides",NA,NA,NA,NA,NA,NA,"Brasil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04367108' target='other'> <mi>dwc_moreinfo</mi></a>","P04367108",NA,NA,"(Nees) V.A.W.Graham",NA,"Minas Gerais","Lagoa Santa",NA,"-43.8897018432617","-19.6271991729736",NA,NA,"P04367108_01",NA,"12338","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"119","2015-09-04 09:39:15-03","MNHN","RECOLNAT_MNHN_P","P04367110","PreservedSpecimen",NA,"Acanthaceae","Justicia","lythroides","Justicia lythroides","Glaziou",NA,"1876","11","20",NA,"Brasil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04367110' target='other'> <mi>dwc_moreinfo</mi></a>","P04367110",NA,NA,"(Nees) V.A.W.Graham",NA,"Rio de Janeiro","Itatiaia","Dans le bois.","-44.5633010864258","-22.4960994720459",NA,NA,"P04367110_01",NA,"19648","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"120","2015-09-04 09:39:15-03","MNHN","RECOLNAT_MNHN_P","P04367109","PreservedSpecimen",NA,"Acanthaceae","Justicia","lythroides","Justicia lythroides","Hatschbach, G.",NA,"1966","4","29",NA,"Brasil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04367109' target='other'> <mi>dwc_moreinfo</mi></a>","P04367109",NA,NA,"(Nees) V.A.W.Graham",NA,"Paraná","Cianorte","Eda Lagoa.","-52.6049995422363","-23.6632995605469",NA,NA,"P04367109_01",NA,"32009","auto",NA,NA,NA,NA,NA,NA,NA,"14282",NA
"121","2020-12-11 11:31:09-03","UFMG","BHCB","48420","PreservedSpecimen","Plantae","Acanthaceae","Justicia","lythroides","Justicia lythroides","Souza, VC de; Rodrigues, RR; Souza, JP; Sanches, ID; Astorino, A","11149","1996","06","01","Southern America","Brasil",NA,NA,"Erva, até 50cm alt., flores lilases.; Mata mesófila semidecídua.","BHCB053048","Dicotyledon",NA,NA,NA,"São Paulo","Nazaré Paulista","Estrada em torno da Represa Atibainha.","-46.357889","-23.142611","800","800","BHCB053048",NA,NA,NA,"1999",NA,NA,"-46.357889","-23.142611",NA,NA,NA,NA
"122","2020-12-11 11:31:09-03","UFMG","BHCB","82049","PreservedSpecimen","Plantae","Acanthaceae","Justicia","lythroides","Justicia lythroides","Melo, PHA de; Carvalho, FA; Ranieri, BD; Souza, DT; Lana, TC","650","2003","05","26","Southern America","Brasil",NA,NA,"Herbácea, rupestre, corola arroxeada.; Mata sobre afloramento calcáreo.","BHCB053020","Dicotyledon",NA,NA,NA,"Minas Gerais","Iguatama","Fazenda Faroeste, Margem esquerda do Rio São Miguel.","-45.669167","-20.256389","700","800","BHCB053020",NA,NA,NA,"2004","10",NA,"-45.669167","-20.256389",NA,NA,NA,NA
"123","2020-12-11 11:31:09-03","UFMG","BHCB","90097","PreservedSpecimen","Plantae","Acanthaceae","Justicia","lythroides","Justicia lythroides","Melo, PHA de; Mota, RC da; Santos, GP; Santos, FMG","1196","2004","05","08","Southern America","Brasil",NA,NA,"Herbácea, flores róseas.; Afloramento calcário.","BHCB053021","Dicotyledon",NA,NA,NA,"Minas Gerais","Pains","Fazenda Amargoso, MG-439 km 16.","-45.65125","-20.381056","670","670","BHCB053021",NA,NA,NA,"2004","11",NA,"-45.65125","-20.381056",NA,NA,NA,NA
"124","2020-12-11 11:31:09-03","UFMG","BHCB","89832","PreservedSpecimen","Plantae","Acanthaceae","Justicia","lythroides","Justicia lythroides","Echternacht, LA; Dornas, T","453","2004","05","18","Southern America","Brasil",NA,NA,"Erva. Corolas brancas, com o lábio listrado de rosa e branco no interior.; Sub-bosque de Floresta Estacional Semidecidual.","BHCB053049","Dicotyledon",NA,NA,NA,"Minas Gerais","Carmópolis de Minas","Estação Ecológica Estadual da Mata do Cedro.","-44.6349983215332","-20.5414009094238",NA,NA,"BHCB053049",NA,"18828","auto","2005","10",NA,NA,NA,NA,NA,NA,NA
"125","2021-02-11 17:17:46-03","UFPR","UPCB","71247","PreservedSpecimen","Plantae","Acanthaceae","Justicia","lythroides","Justicia lythroides","Santos, L.B.","527","2010","02","18",NA,"Brasil",NA,NA,"Herbácea, comum na beira do fragmento, cálice verde, corola com base branca e ápice roxo..",NA,NA,NA,"(Nees) V.A.Graham","Santos, L.B.","São Paulo","Botucatu","Parque Ecológico da Pavuna, da sede até o lago e volta contornando toda a borda, depois descida até a primeira cachoeira pela trilha à direita. Mata Atlântica, Floresta Estacional Semidecídua.","-46.511111","-22.8375","750","750",NA,NA,NA,NA,"2010","03",NA,"-46.511111","-22.8375",NA,NA,NA,NA
"126","2021-02-11 17:17:46-03","UFPR","UPCB","46776","PreservedSpecimen","Plantae","Acanthaceae","Justicia","lythroides","Justicia lythroides","Keller, H.A.","1662","2002","02","15",NA,"Argentina",NA,NA,"Hierba, flores lilas. Borde de arroyo..",NA,NA,NA,"(Nees) V.A.Graham","Peichoto, C.","Misiones","Guaraní","Misiones, Dep. Guaraní, Predio Guaraní",NA,NA,NA,NA,NA,NA,NA,NA,"2002","03",NA,NA,NA,NA,NA,NA,NA
"127","2021-02-11 17:17:46-03","UFPR","UPCB","7929","PreservedSpecimen","Plantae","Acanthaceae","Justicia","lythroides","Justicia lythroides","Hatschbach, G.","21502","1969","05","25",NA,"Brasil",NA,NA,"Interior da mata pluvial da bacia do Rio Paraná. flor lilás..",NA,NA,NA,"(Nees) Benth. ex B.D. Jacks.","Wasshausen, D.C.","Paraná","Terra Boa","Fazenda Mururê","-52.4441986083984","-23.7681007385254",NA,NA,NA,NA,"26445","auto","1969","01","01",NA,NA,NA,NA,NA,NA
"128","2021-02-11 17:17:46-03","UFPR","UPCB","38986","PreservedSpecimen","Plantae","Acanthaceae","Justicia","lythroides","Justicia lythroides","Kozera, C.","1121","1999","07","14",NA,"Brasil",NA,NA,"Herbácea com ca. de 15cm. Subosque da floresta ombrófila densa de encosta..",NA,NA,NA,"(Nees) Benth. ex B.D. Jacks.","Guimarães, O.A.","Paraná","Morretes","Parque Estadual Pico do Marumbi","-48.834400177002","-25.476900100708",NA,NA,NA,NA,"30514","auto","2002","09","17",NA,NA,NA,NA,NA,NA
"129","2021-02-11 17:17:46-03","UFPR","UPCB","7490","PreservedSpecimen","Plantae","Acanthaceae","Justicia","lythroides","Justicia lythroides","Hatschbach, G.","19150","1968","04","24",NA,"Brasil",NA,NA,"Sub-arbusto 50 cm. flôr lilás. Mata pluvial da bacia do Rio Paraná..",NA,NA,NA,"(Nees) Benth. ex B.D. Jacks.","Wasshausen, D.C.","Paraná","Marechal Cândido Rondon","Pato Bragado","-54.0567016601562","-24.5561008453369",NA,NA,NA,NA,"27823","auto","1969","01","01",NA,NA,NA,NA,NA,NA
"130","2015-02-20 12:40:00-02","MO","MOBOT","2195192","PreservedSpecimen","Plantae","Acanthaceae","Chaetothylax","lythroides","Chaetothylax lythroides","J. Herrera","Herrera 180","1996","6","25","South America","Argentina",NA,NA,NA,NA,NA,NA,"(Nees) Hiern","Peichoto, M. C., //","Misiones","Iguazú","Parque Nacional Iguazú","-54.45","-25.68333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"131","2014-04-21 14:46:00-03","MO","MOBOT","3070713","PreservedSpecimen","Plantae","Acanthaceae","Justicia","lythroides","Justicia lythroides","Gert G. Hatschbach","Hatschbach 33859","1974","3","20","South America","Brazil",NA,NA,NA,NA,NA,NA,"(Nees) V.A.W. Graham","W.D. Stevens","Paraná","Cerro Azul","Berra rio bon Sucesso (mun. Carro Azul)","-49.261100769043","-24.823600769043",NA,NA,NA,NA,"32006","auto",NA,NA,NA,NA,NA,NA,NA,NA,"1"
"132","2014-04-21 14:41:00-03","MO","MOBOT","3070280","PreservedSpecimen","Plantae","Acanthaceae","Justicia","lythroides","Justicia lythroides","Gert G. Hatschbach","Hatschbach 21502","1969","5","25","South America","Brazil",NA,NA,NA,NA,NA,NA,"(Nees) V.A.W. Graham","W.D. Stevens","Paraná","Terra Boa","Fazenda Murure (Mun. Terra Bca) Parana","-52.4441986083984","-23.7681007385254",NA,NA,NA,NA,"26445","auto",NA,NA,NA,NA,NA,NA,NA,NA,"1"
"133","2008-05-27 22:02:00-03","MO","MOBOT","1957327","PreservedSpecimen","Plantae","Acanthaceae","Justicia","lythroides","Justicia lythroides","Rosa Degen","Degen 1522","1989","5","18","South America","Paraguay",NA,NA,NA,NA,NA,NA,"(Nees) V.A.W. Graham","C. Ezcurra","Caazapá",NA,"Tavai, compañia Toranzos.","-55.33333","-26.16666",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"134","2018-05-17 05:29:00-03","MO","MOBOT","2405710","PreservedSpecimen","Plantae","Acanthaceae","Justicia","lythroides","Justicia lythroides","Fernando O. Zuloaga|Osvaldo Morrone|María E. Múlgura|A. Vega","Zuloaga 5254","1995","3","4","South America","Argentina",NA,NA,NA,NA,NA,NA,"(Nees) V.A.W. Graham","Ezcurra, C., /10/","Misiones","Iguazú","Parque Nac. Iguazú, Isla San Martín.","-54.76666","-25.68333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"135","2014-04-21 14:40:00-03","MO","MOBOT","100702529","PreservedSpecimen","Plantae","Acanthaceae","Justicia","lythroides","Justicia lythroides","Per Dusén","Dusén s.n. 1915","1915","3","30","South America","Brazil",NA,NA,NA,NA,NA,NA,"(Nees) V.A.W. Graham","W.D. Stevens","Paraná",NA,"Capão Bonito",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"136","2012-03-15 05:09:00-03","MO","MOBOT","1781109","PreservedSpecimen","Plantae","Acanthaceae","Justicia","lythroides","Justicia lythroides","Elsa M. Zardini|Robert Gómez","Zardini 58970","2002","6","27","South America","Paraguay",NA,NA,NA,NA,NA,NA,"(Nees) V.A.W. Graham","C. Ezcurra (SI)","Concepción",NA,"Valle Mi:Apa River. Forest on limestones and gallery forest.","-57.91416","-22.12277",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1263","4"
"137","2008-05-27 22:02:00-03","MO","MOBOT","1957328","PreservedSpecimen","Plantae","Acanthaceae","Justicia","lythroides","Justicia lythroides","Isabel Basualdo","Basualdo 2546","1989","7","1","South America","Paraguay",NA,NA,NA,NA,NA,NA,"(Nees) V.A.W. Graham","C. Ezcurra","Caazapá",NA,"Mbaracayu, comunidad Mbya, en el bosque",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"138","2018-05-17 05:28:00-03","MO","MOBOT","2198070","PreservedSpecimen","Plantae","Acanthaceae","Justicia","lythroides","Justicia lythroides","Osvaldo Morrone|Norma B. Deginani|María E. Múlgura","Morrone 1941","1997","4","21","South America","Argentina",NA,NA,NA,NA,NA,NA,"(Nees) V.A.W. Graham","Ezcurra, C., / /","Misiones","General Manuel Belgrano","Parque Prov. Uruguaí, Ruta Prov. 19, 50 km de Wanda camino a Deseado, margen del río Uruzú","-54.16666","-25.85","260.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"139","2011-02-22 06:42:00-03","MO","MOBOT","2198093","PreservedSpecimen","Plantae","Acanthaceae","Justicia","lythroides","Justicia lythroides","F. Biganzoli|Paola Peralta|A. Giallorenzo|V. Moreno","Biganzoli 177","1998","7","21","South America","Argentina",NA,NA,NA,NA,NA,NA,"(Nees) V.A.W. Graham",NA,"Misiones","Cainguás","Predio UNLP: valle del arroyo Cuña Pirú. Picada desde la ruta 7 al 1er campo con Urunday.","-54.96666","-27.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"140","2008-05-30 03:32:00-03","MO","MOBOT","2198127","PreservedSpecimen","Plantae","Acanthaceae","Justicia","lythroides","Justicia lythroides","Norma B. Deginani|Manuel J. Belgrano|R.J. Zuloaga","Deginani 1196","1999","5","9","South America","Argentina",NA,NA,NA,NA,NA,NA,"(Nees) V.A.W. Graham","Múlgura de Romero, M. E.","Misiones","Guaraní","Orillas del Arroyo Yabotí, ca. puente, Ruta proyectada 102.","-53.88333","-27.06666","270.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"141","2009-07-17 06:52:00-03","MO","MOBOT","2198150","PreservedSpecimen","Plantae","Acanthaceae","Justicia","lythroides","Justicia lythroides","Arturo E. Burkart","Burkart 14603","1943","12","8","South America","Argentina",NA,NA,NA,NA,NA,NA,"(Nees) V.A.W. Graham",NA,"Misiones","Eldorado","Eldorado, km 28, borde de selva","-54.61666","-26.41666",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"142","2018-05-17 05:28:00-03","MO","MOBOT","2294025","PreservedSpecimen","Plantae","Acanthaceae","Justicia","lythroides","Justicia lythroides","María E. Múlgura|Sandra S. Aliscioni|Manuel J. Belgrano|Andres E. Johnson|M.A. Romero","Múlgura 3323","2002","3","14","South America","Argentina",NA,NA,NA,NA,NA,NA,"(Nees) V.A.W. Graham","Ezcurra, C.","Misiones","General Manuel Belgrano","Reserva de Vida Silvestre Urugua-í, alrededores de la casa, sendero","-54.11666","-25.96666","400.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"143","2018-05-17 05:28:00-03","MO","MOBOT","2294064","PreservedSpecimen","Plantae","Acanthaceae","Justicia","lythroides","Justicia lythroides","María E. Múlgura|Sandra S. Aliscioni|Manuel J. Belgrano|Andres E. Johnson|M.A. Romero","Múlgura 3337","2002","3","14","South America","Argentina",NA,NA,NA,NA,NA,NA,"(Nees) V.A.W. Graham","Ezcurra, C.","Misiones","General Manuel Belgrano","Reserva de Vida Silvestre Urugua-í, alrededores de la casa, sendero","-54.11666","-25.96666","400.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"144","2018-05-17 05:29:00-03","MO","MOBOT","2405687","PreservedSpecimen","Plantae","Acanthaceae","Justicia","lythroides","Justicia lythroides","Fernando O. Zuloaga|Osvaldo Morrone|María E. Múlgura","Zuloaga 5409","1996","4","12","South America","Argentina",NA,NA,NA,NA,NA,NA,"(Nees) V.A.W. Graham","Ezcurra, C., /10/","Misiones","Cainguás","Ruta Prov. 7, de Aristóbulo del Valle a Jardín América, balneario.","-54.95","-27.08333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"145","2020-04-30 04:37:00-03","MO","MOBOT","2429534","PreservedSpecimen","Plantae","Acanthaceae","Justicia","lythroides","Justicia lythroides","RODRÍGUEZ","RODRÍGUEZ 761","1993","9","23","South America","Argentina",NA,NA,NA,NA,NA,NA,"(Nees) V.A.W. Graham",NA,"Misiones","Guaraní","Arroyo el Paraíso y ruta 2","-54.08333","-27.13333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
