"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","class","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","country","stateProvince","county","locality","individualCount","occurrenceRemarks","identifiedBy","yearIdentified","monthIdentified","dayIdentified","typeStatus","recordNumber","continentOcean","preparationType","previousCatalogNumber","barcode","year","month","day","decimalLongitude","decimalLatitude","coordinatePrecision","imagecode","geoFlag","minimumElevationInMeters","maximumElevationInMeters","verbatimLongitude","verbatimLatitude","fieldNumber"
"17","2019-08-20 10:00:54-03","UNICAMP","UEC","137181","S","Plantae","Liliopsida",NA,NA,"Orchidaceae","Maxillaria","pumila","Maxillaria pumila","Hook.","s/ coletor","Brazil","São Paulo","Assis","Orquidário Bela Vista",NA,"Material coletado para extração de DNA total.","Koehler, S",NA,NA,NA,NA,"s.n.",NA,NA,NA,"UEC027447",NA,NA,NA,"-50.4099998474121","-22.6599998474121","23972","UEC027447","auto",NA,NA,NA,NA,NA
"18","2019-08-20 10:00:54-03","UNICAMP","UEC","137182","S","Plantae","Liliopsida",NA,NA,"Orchidaceae","Maxillaria","pumila","Maxillaria pumila","Hook.","s/ coletor","Brazil","São Paulo","Assis","Orquidário Bela Vista",NA,"Data de floração: 08/2002; 28/09/2002; 09/2003. Material coletado para extração de DNA total.","Koehler, S",NA,NA,NA,NA,"s.n.",NA,NA,NA,"UEC027446","2002","04",NA,"-50.4099998474121","-22.6599998474121","23972","UEC027446","auto",NA,NA,NA,NA,NA
"19","2019-08-20 10:00:54-03","UNICAMP","UEC","86715","S","Plantae","Liliopsida",NA,NA,"Orchidaceae","Maxillaria","pumila","Maxillaria pumila","Hook.","Leitão Filho, HF; Rodrigues, RR","Brazil","São Paulo","Barra do Turvo","Br 116, a 10 km da cidade",NA,"Epífita. Flores com pétalas e sépalas ocres, labelo vinho. Frutos verdes imaturos.","Koehler, S","2007","01",NA,NA,"32874",NA,NA,NA,"UEC027450","1995","02","08","-48.5046997070312","-24.7563991546631","38172","UEC027450","auto",NA,NA,NA,NA,NA
"20","2019-08-20 10:00:54-03","UNICAMP","UEC","137171","S","Plantae","Liliopsida",NA,NA,"Orchidaceae","Maxillaria","pumila","Maxillaria pumila","Hook.","Vinhos, F","Brazil","São Paulo","Campos do Jordão",NA,NA,"Data de floração: 11/11/2002. Material coletado para extração de DNA total.","Koehler, S",NA,NA,NA,NA,"s.n.",NA,NA,NA,"UEC027445",NA,NA,NA,"-45.5900001525879","-22.7299995422363","21048","UEC027445","auto",NA,NA,NA,NA,NA
"21","2019-08-20 10:00:54-03","UNICAMP","UEC","110414","S","Plantae","Liliopsida",NA,NA,"Orchidaceae","Maxillaria","pumila","Maxillaria pumila","Hook.","Pansarin, ER","Brazil","São Paulo","Jundiaí","Serra do Japi, Sentido Eloy Chaves, próximo a represa do DAE.",NA,NA,"Pansarin, ER","2000","01",NA,NA,"554",NA,NA,NA,"UEC027448","1999","11","01","-46.8800010681152","-23.1800003051758","17840","UEC027448","auto",NA,NA,NA,NA,NA
"22","2020-04-27 16:10:56-03","UFES","VIES","19085","S","Plantae",NA,NA,NA,"Orchidaceae","Christensonella","pumila","Christensonella pumila","(Hook.) Szlach. et al.","Krahl, A.H.","Brasil","Espírito Santo","Cachoeiro de Itapemirim","Burarama.",NA,NA,"Krahl, A.H.","2008","09","14",NA,"110",NA,NA,NA,"VIES019085","2008","09","14","-41.1128005981445","-20.8488998413086","35694","VIES019085","auto",NA,NA,NA,NA,NA
"23","2020-04-27 16:10:56-03","UFES","VIES","32466","S","Plantae",NA,NA,NA,"Orchidaceae","Christensonella","pumila","Christensonella pumila","(Hook.) Szlach. et al.","Cardoso, W.C.; Iglesias, D.T.; Barros, P.H.D.; Firmino, A.D. & Silva, L.A.","Brasil","Espírito Santo","Serra","APA Mestre Álvaro.",NA,NA,"Cardoso, W.C.","2012","01","16",NA,"233",NA,NA,NA,"VIES032466","2012","01","16","-40.3078002929688","-20.1285991668701","16451","VIES032466","auto",NA,NA,NA,NA,NA
"24","2019-09-27 18:05:45-03","UFES","VIES","2649","S","Plantae",NA,NA,NA,"Orchidaceae","Maxillaria","spannagelii","Maxillaria spannagelii","Hoehne","Pereira, O.J.; Klein, V.L.G.","Brasil","Rio de Janeiro","Rio de Janeiro","Floresta da Tijuca.",NA,NA,"Pereira, O.J.","1986","10","27",NA,"706",NA,NA,NA,"VIES002649","1986","10","27","-43.2075004577637","-22.9027996063232","57442","VIES002649","auto",NA,NA,NA,NA,NA
"25","2020-12-21 16:38:37-03","MBM","MBM","49945","PreservedSpecimen","Plantae",NA,NA,NA,"Orchidaceae","Maxillaria","minuta","Maxillaria minuta","Cogn.","Hatschbach, G.","Brazil","Paraná","Cerro Azul","Morro Grande",NA,NA,"Pabst, G.",NA,NA,NA,NA,"3254","Southern America",NA,NA,"MBM049945","1952","11","21","-49.261100769043","-24.823600769043","32006","MBM049945","auto",NA,NA,NA,NA,NA
"26","2020-12-21 16:38:37-03","MBM","MBM","49963","PreservedSpecimen","Plantae",NA,NA,NA,"Orchidaceae","Maxillaria","pumila","Maxillaria pumila","Hook.","Hatschbach, G.","Brazil","Paraná","Paranaguá","Matinhos",NA,NA,"Hoehne, F.C.",NA,NA,NA,NA,"841","Southern America",NA,NA,"MBM049963","1947","11",NA,"-48.5092010498047","-25.5200004577637","24916","MBM049963","auto",NA,NA,NA,NA,NA
"27","2019-11-01 15:28:29-03","PUC-RIO","FCAB","2078","PreservedSpecimen","Plantae",NA,NA,"Angiospermae","Orchidaceae","Maxillaria","funerea","Maxillaria funerea","Lindl.","P.E. Leite S.J.","Brasil","São Paulo","Campos do Jordão",NA,NA,"Sinônimo relevante: Christensonella pumila (Hook.) Szlach. et al.&nf;Epitita de floresta.","F.C. Hoehne",NA,NA,NA,NA,"s.n.",NA,NA,NA,"002078","1945","03",NA,"-45.5900001525879","-22.7299995422363","21048",NA,"auto",NA,NA,NA,NA,NA
"28","2015-09-16 12:46:21-03","MNHN","RECOLNAT_MNHN_P","P00463315","PreservedSpecimen",NA,NA,NA,NA,"Orchidaceae","Christensonella","pumila","Christensonella pumila","(Hook.) Szlach. , Mytnik , Górniak & Śmiszek","Saint-Hilaire, A. de","Brésil",NA,NA,"Serra a Negra. Province de Minas Geraes",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00463315' target='other'> <mi>dwc_moreinfo</mi></a>","Batista",NA,NA,NA,NA,NA,NA,"hb",NA,"P00463315",NA,NA,NA,NA,NA,NA,"P00463315_01",NA,NA,NA,NA,NA,"72"
"29","2015-09-16 09:12:54-03","MNHN","RECOLNAT_MNHN_P","P00463316","PreservedSpecimen",NA,NA,NA,NA,"Orchidaceae","Christensonella","pumila","Christensonella pumila","(Hook.) Szlach. , Mytnik , Górniak & Śmiszek","Dusén, P.","Brésil",NA,NA,"Parana: Serrinha",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00463316' target='other'> <mi>dwc_moreinfo</mi></a>","Batista",NA,NA,NA,NA,NA,NA,"hb",NA,"P00463316","1919","10","12",NA,NA,NA,"P00463316_01",NA,NA,NA,NA,NA,"8708"
"30","2021-02-11 17:20:54-03","UFPR","UPCB","90017","PreservedSpecimen","Plantae",NA,NA,NA,"Orchidaceae","Christensonella","pumila","Christensonella pumila","(Hook.) Szlach. Et al.","Santos, T.F. | Machnicki-Reis, M.","Brasil","São Paulo","Guapiara",NA,NA,"Flores marrons, com labelo marrom escuro.","Santos, T.F.","2016",NA,NA,NA,"223",NA,NA,NA,"UPCB0028154","2016","11","17","-48.5299987792969","-24.1800003051758","20045","UPCB0028154","auto",NA,NA,NA,NA,NA
"31","2011-08-18 11:47:00-03","MO","MOBOT","1084738","PreservedSpecimen","Plantae",NA,NA,NA,"Orchidaceae","Maxillaria","funerea","Maxillaria funerea","Lindl.","George Gardner","Brazil","Rio de Janeiro",NA,"HAB. On moist shady rocks, by the Aqueduct on the Corcovado","1",NA,NA,NA,NA,NA,NA,"Gardner 123","South America",NA,NA,NA,"1836",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2011-02-10 10:41:00-02","MO","MOBOT","2829934","PreservedSpecimen","Plantae",NA,NA,NA,"Orchidaceae","Maxillaria","funerea","Maxillaria funerea","Lindl.","George Gardner","Brazil",NA,NA,"Rio de Gaveiro.",NA,NA,NA,NA,NA,NA,NA,"Gardner 123","South America",NA,NA,NA,"1836",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2020-07-10 09:48:12-03","MBML","MBML-HERBARIO","49904",NA,"Plantae",NA,NA,NA,"Orchidaceae","Christensonella","pumila","Christensonella pumila","(Hook.) Szlach., Mytnik, Górniak & ?miszek","N. Sanson","Brasil","Espírito Santo","Conceição do Castelo",NA,NA,"Guy Chiron nº 12032",NA,NA,NA,NA,NA,NA,NA,NA,NA,"MBML049904",NA,NA,NA,"-41.2439002990723","-20.3682994842529","17824","MBML049904","auto",NA,NA,NA,NA,NA
"34","2020-07-10 09:48:23-03","MBML","MBML-HERBARIO","38505",NA,"Plantae",NA,NA,NA,"Orchidaceae","Maxillaria","aff. minuta","Maxillaria aff. minuta","Cogn.","D.R. Couto","Brasil","Espírito Santo","Mimoso do Sul","Pedra dos Pontões",NA,"Rupícola na sombra. Sépalos e pétalos bem amarelados, fechados e coluna amarelo bem claro. Mata de Cima, Jardim dos Pontões.","D. R. Couto - 12/9/04","2004","09","12",NA,"185",NA,NA,NA,"MBML038505","2004","09","12","-41.3664016723633","-21.0641994476318","29430","MBML038505","auto","900","900",NA,NA,NA
"35","2020-07-10 09:48:23-03","MBML","MBML-HERBARIO","13437",NA,"Plantae",NA,NA,NA,"Orchidaceae","Maxillaria","minuta","Maxillaria minuta","Cogn.","L. Kollmann; et al","Brasil","Espírito Santo","Santa Teresa","Estação Biológica de Santa Lúcia",NA,"Epífita a 2m na meia sombra.",NA,NA,NA,NA,NA,"2935",NA,NA,NA,"MBML013437","2000","05","11","-40.530278","-19.971389",NA,"MBML013437",NA,NA,NA,"40W31'49","19S58'17",NA
"36","2020-07-10 09:48:23-03","MBML","MBML-HERBARIO","15114",NA,"Plantae",NA,NA,NA,"Orchidaceae","Maxillaria","minuta","Maxillaria minuta","Cogn.","L. Kollmann; et al","Brasil","Espírito Santo","Santa Teresa","Estação Biológica de Santa Lúcia",NA,"Epífita no galho caído. Flores marrons.",NA,NA,NA,NA,NA,"4533",NA,NA,NA,"MBML015114","2001","09","05","-40.530278","-19.971389",NA,"MBML015114",NA,NA,NA,"40W31'49","19S58'17",NA
"37","2020-07-10 09:48:23-03","MBML","MBML-HERBARIO","3641",NA,"Plantae",NA,NA,NA,"Orchidaceae","Maxillaria","minuta","Maxillaria minuta","Cogn.","H. Q. Boudet Fernandes; W.Boone","Brasil","Espírito Santo","Pedro Canário","Fazenda São Joaquim",NA,"Culta, duplicatas no sítio Burle Marx no RJ. Flores vinho.","H.Q.B. Fernandes/06-05-1988",NA,NA,NA,NA,NA,NA,NA,NA,"MBML003641","1986","10","16","-39.803889","-18.263889",NA,"MBML003641",NA,NA,NA,"39W48'14","18S15'50",NA
"38","2020-07-10 09:48:23-03","MBML","MBML-HERBARIO","38486",NA,"Plantae",NA,NA,NA,"Orchidaceae","Maxillaria","minuta","Maxillaria minuta","Cogn.","D.R. Couto","Brasil","Espírito Santo","Mimoso do Sul","Pedra dos Pontões",NA,"Rupícola na sombra. Sépalo dorsal amarelo fosco, coluna vinho, labelo todo vinho escuro. Jardim dos Pontões - Cavernas.","L. Kollmann",NA,NA,NA,NA,"69",NA,NA,NA,"MBML038486","2004","04","17","-41.3664016723633","-21.0641994476318","29430","MBML038486","auto","800","800",NA,NA,NA
"39","2020-07-10 09:48:24-03","MBML","MBML-HERBARIO","18892",NA,"Plantae",NA,NA,NA,"Orchidaceae","Maxillaria","pumila","Maxillaria pumila","Hook","A. P. Fontana; et al","Brasil","Espírito Santo","Santa Teresa","São João de Petrópolis, E.A.F.S.T.",NA,"Rupícola, folhas verdes, pétalas e sépalas amarelas amarronzadas, labelo vinho brilhante. Idem coleta 219 - Culti/Jardim de pedra, perto da fonte de H²O.","A.P.Fontana/06-09-2001",NA,NA,NA,NA,"90",NA,NA,NA,"MBML018892","2001","02","10","-40.681389","-19.805556",NA,"MBML018892",NA,NA,NA,"40W40'53","19S48'20",NA
"40","2020-07-10 09:48:24-03","MBML","MBML-HERBARIO","30643",NA,"Plantae",NA,NA,NA,"Orchidaceae","Maxillaria","pumila","Maxillaria pumila","Hook.","R.R. Vervloet; V. Demuner, E. Bausen, T. A. Cruz","Brasil","Espírito Santo","Santa Leopoldina","Fazenda Caioaba.",NA,"Epífita em árvore caida, frutos imaturos de cor verde.","R. R. Vervloet/17-X-2007",NA,NA,NA,NA,"2879",NA,NA,NA,"MBML030643","2007","07","17","-40.470556","-20.059167",NA,"MBML030643",NA,"150","150","40W28'14","20S3'33",NA
"41","2020-07-10 09:48:24-03","MBML","MBML-HERBARIO","40605",NA,"Plantae",NA,NA,NA,"Orchidaceae","Maxillaria","pumila","Maxillaria pumila","Hook.","A. P. Fontana; K.A. Brahim","Brasil","Espírito Santo","Fundão","APA Goiapaba-açu, propriedade de Antonio Schaffer. Floresta Ombrófila Densa, mata de encosta.",NA,"Epífita. Sepalas e petalas ocre, labelo vinaceo","A.P. Fontana/2007",NA,NA,NA,NA,"2784",NA,NA,NA,"MBML040605","2007","01","30","-40.473889","-19.907944",NA,"MBML040605",NA,"583","583","40W28'26","19S54'28,6",NA
"42","2020-07-10 09:48:24-03","MBML","MBML-HERBARIO","42911",NA,"Plantae",NA,NA,NA,"Orchidaceae","Maxillaria","pumila","Maxillaria pumila","Hook.","Chiron","Brasil","Espírito Santo","Conceição do Castelo",NA,NA,NA,"G. Chiron",NA,NA,NA,NA,"8167",NA,NA,NA,"MBML042911","2008",NA,NA,"-41.2439002990723","-20.3682994842529","17824","MBML042911","auto","781","781",NA,NA,NA
"43","2019-06-10 10:11:19-03","FZB-BH","BHZB","6379","S","Plantae",NA,NA,NA,"Orchidaceae","Christensonella","pumila","Christensonella pumila",NA,"Santos, J.L.","Brasil","MG","Belo Horizonte","Jardim Botânico da FZB/BH - Coleção",NA,"Doação: Tameirão, E. em 07/05/2002. Coleção viva 20021 25B. Exemplar proveniente de espécie coletada em Braúnas/joanésia MG, Vale do Rio Doce - na área diretamente afetada pela UHE Porto Estrela. Epífita.Cultivado.","Rubens C. Mota","2008","08",NA,NA,NA,NA,NA,NA,NA,"2007","02","27","-43.937801361084","-19.9207992553711","17082",NA,"auto",NA,NA,NA,NA,NA
"44","2019-06-10 10:11:19-03","FZB-BH","BHZB","2798","S","Plantae",NA,NA,NA,"Orchidaceae","Christensonella","pumila","Christensonella pumila",NA,"Santos, F.M.G.","Brasil","MG","Belo Horizonte","FZB/BH - Jardim Botânico - Coleção de Orquídeas",NA,"Coleção viva nº .2002125 Coletada em Porto Estrela/MG, por Eugenio Tameirão.Cultivado.","Rubens C. Mota","2008","08",NA,NA,"22",NA,NA,NA,NA,"2004","01","16","-43.937801361084","-19.9207992553711","17082",NA,"auto",NA,NA,NA,NA,NA
"45","2014-11-06 16:18:29-02","UFPB","EAN","2504","S","Plantae",NA,NA,NA,"Orchidaceae","Maxillaria","minuta","Maxillaria minuta","Cogn","L. P. Felix ; G. V. Dornelas","Brasil","Minas Gerais","Cerro",NA,NA,"Flores acastanhadas..Habitat: Epífita","L. P. Felix & G. V. Dornelas","1986","03","10",NA,"78",NA,NA,NA,NA,"1986","02",NA,"-43.3794","-18.6047","37754",NA,"auto",NA,NA,NA,NA,NA
"46","2014-11-06 16:18:29-02","UFPB","EAN","2469","S","Plantae",NA,NA,NA,"Orchidaceae","Maxillaria","minuta","Maxillaria minuta","Cogn","L. P. Felix ; G. V. Dornelas","Brasil","Paraíba",NA,NA,NA,"Doada por A. A. Almeida.","L. P. Felix & G. V. Dornelas","1985","10","10",NA,"43",NA,NA,NA,NA,"1984","01","01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2014-11-06 16:18:29-02","UFPB","EAN","9408","S","Plantae",NA,NA,NA,"Orchidaceae","Maxillaria","minuta","Maxillaria minuta","Cogn",NA,"Brasil","Bahia",NA,"Morro do Chapéu",NA,"Flores brancas. Planta pendulosa de folhas cremes, provavelmente do morro do Chapéu..Habitat: Rupícola","L. P. Felix","2001","07","12",NA,"9675",NA,NA,NA,NA,"2001","07","12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2021-02-25 10:11:27-03","CVRD","CVRD","4629","PreservedSpecimen","Plantae","Magnoliophyta","Liliopsida","Asparagales","Orchidaceae","Maxillaria","aff. pumila","Maxillaria aff. pumila","Hook.","Folli, D.A.","BRASIL","ES","Linhares","Erva epífita.",NA,"<ll>dwc_commonname:</ll> Orquídea mirim","J. T. Atwood","1995","05","10",NA,"2018","América do Sul",NA,NA,"CVRD004629","1993","09","23","-40.0722007751465","-19.3910999298096","48094","CVRD004629","auto",NA,NA,NA,NA,NA
"49","2021-02-25 10:11:27-03","CVRD","CVRD","4279","PreservedSpecimen","Plantae","Magnoliophyta","Liliopsida","Asparagales","Orchidaceae","Maxillaria","aff. pumila","Maxillaria aff. pumila","Hook.","Folli, D.A.","BRASIL","ES","Linhares","Erva epífita, próximo à estrada.",NA,"<ll>dwc_commonname:</ll> Orquídea mirim","J. T. Atwood","1995","05","10",NA,"1812","América do Sul",NA,NA,"CVRD004279","1993","02","16","-40.0722007751465","-19.3910999298096","48094",NA,"auto",NA,NA,NA,NA,NA
"50","2021-03-01 11:50:03-03","UFPE","UFP","6987","PreservedSpecimen","Plantae",NA,NA,NA,"Orchidaceae","Christensonella","pumila","Christensonella pumila","(Hook) Szlach., Mytnik, Górniak & Smiszek","Severino parasita","Brasil","Pernambuco","Taquaritinga do Norte",NA,NA,"Floração cultural: set/86.; Floração cultural: set/86.","Pessoa, E","2012","06","25",NA,"s.n.",NA,NA,NA,"UFP006987","1975",NA,NA,"-36.0442008972168","-7.90305995941162","25558",NA,"auto",NA,NA,NA,NA,NA
"51","2021-03-04 11:15:55-03","UEFS","HUEFS","146630","PreservedSpecimen","Plantae","Angiospermae","Lilianae","Asparagales","Orchidaceae","Maxillaria","plebeja","Maxillaria plebeja","Rchb. F.","Hatschbach, G.","Brasil","Paraná","Cerro Azul","Rio Bom Sucesso.",NA,NA,NA,NA,NA,NA,NA,"42563",NA,NA,NA,"HUEFS0146630","1979","11","22","-49.261100769043","-24.823600769043","32006","HUEFS0146630","auto",NA,NA,NA,NA,NA
"52","2019-09-04 19:15:05-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta","Monocotyledoneae",NA,"Orchidaceae","Maxillaria","funerea","Maxillaria funerea",NA,"G. Gardner","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Type [status unknown]","123","South America",NA,NA,NA,NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA
