"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","recordNumber","stateProvince","phylum","order","infraspecificEpithet","scientificNameAuthorship","identifiedBy","locality","imagecode","county","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","sex","class","relatedCatalogItem","fieldNumber","individualCount"
"11","2021-03-15 16:37:00-03","NY","NYBG","514369","PreservedSpecimen","Plantae","Sapindaceae","Sapindus","saponaria","Sapindus saponaria","H. M. de Souza","1965","07",NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=503086' target='other'> <mi>dwc_moreinfo</mi></a>","NY00514369","SP119772","São Paulo","Magnoliophyta","Sapindales",NA,"L.","P. Acevedo-Rodríguez","Campinas, Parque do Instituto Agronômico.","NY00514369_01","Campinas","-47.06","-22.9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","03687104","PreservedSpecimen","Plantae","Sapindaceae","Sapindus","saponaria","Sapindus saponaria","L. Nusbaumer","2014","10","31","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2952284' target='other'> <mi>dwc_moreinfo</mi></a>","NY03687104","4281","Alagoas","Magnoliophyta","Sapindales",NA,"L.",NA,"Reserva Biológica da Pedra Talhada. localité de Quebrangulo","NY03687104_01","Quebrangulo","-36.418583","-9.254051","570",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","00995541","PreservedSpecimen","Plantae","Sapindaceae","Sapindus","saponaria","Sapindus saponaria","J. Salvador","1998","06","19","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1095350' target='other'> <mi>dwc_moreinfo</mi></a>","NY00995541","60","Mato Grosso do Sul","Magnoliophyta","Sapindales",NA,"L.",NA,"Faz. Beira Rio; Faz. Paraná e Faz. Bacuri.","NY00995541_01","Anaurilândia","-52.7178","-22.1878",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","02730856","PreservedSpecimen","Plantae","Sapindaceae","Sapindus","saponaria","Sapindus saponaria","B. M. Gomes","2011","10","23","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3033399' target='other'> <mi>dwc_moreinfo</mi></a>","NY02730856","538","Rondônia","Magnoliophyta","Sapindales",NA,"L.",NA,"Ponto da balsa, à margem do rio Madeira.","NY02730856_01","Jaci-Paraná","-65.0117","-9.5714","89",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","01139952","PreservedSpecimen","Plantae","Sapindaceae","Sapindus","saponaria","Sapindus saponaria","R. Spruce","1850","06",NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1493493' target='other'> <mi>dwc_moreinfo</mi></a>","NY01139952",NA,"Pará","Magnoliophyta","Sapindales",NA,"L.",NA,"In vicinibus Santarem, Prov.Pará.","NY01139952_01",NA,"-54.740486","-2.449614",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","01139955","PreservedSpecimen","Plantae","Sapindaceae","Sapindus","saponaria","Sapindus saponaria","E. Lleras","1973","07","13","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1493496' target='other'> <mi>dwc_moreinfo</mi></a>","NY01139955","16680","Amazonas","Magnoliophyta","Sapindales",NA,"L.","T. B. Croat","Lago de Tefé, Mujeira","NY01139955_01",NA,"-64.8792887","-3.4491668",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","887247","PreservedSpecimen","Plantae","Sapindaceae","Sapindus","saponaria","Sapindus saponaria","A. C. Sevilha","2002","08","23","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1090140' target='other'> <mi>dwc_moreinfo</mi></a>","NY00887247","2379","Paraíba","Magnoliophyta","Sapindales",NA,"L.","P. Acevedo-Rodríguez","Mamanguape. Estrada PB 071 para povoado Caiana.","NY00887247_01",NA,"-35.1481","-6.7186","93","93",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","01139954","PreservedSpecimen","Plantae","Sapindaceae","Sapindus","saponaria","Sapindus saponaria","L. Buscalioni","1899","07","03","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1493495' target='other'> <mi>dwc_moreinfo</mi></a>","NY01139954","2290","Pará","Magnoliophyta","Sapindales",NA,"L.",NA,"Rio Tocantins, Travessão do Secco Grande.","NY01139954_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","00995540","PreservedSpecimen","Plantae","Sapindaceae","Sapindus","saponaria","Sapindus saponaria","N. A. Rosa","1978","06","30","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1095347' target='other'> <mi>dwc_moreinfo</mi></a>","NY00995540","2456","Maranhão","Magnoliophyta","Sapindales",NA,"L.","N. A. Rosa","Vitoria do Arari. Engenho.","NY00995540_01","São Luís Gonzaga do Maranhão","-44.65","-4.3919",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","01139957","PreservedSpecimen","Plantae","Sapindaceae","Sapindus","saponaria","Sapindus saponaria","W. A. Ducke","1940","06","04","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1493864' target='other'> <mi>dwc_moreinfo</mi></a>","NY01139957","567","Amazonas","Magnoliophyta","Sapindales",NA,"L.",NA,NA,"NY01139957_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","02431532","PreservedSpecimen","Plantae","Sapindaceae","Sapindus","saponaria","Sapindus saponaria","L. O. A. Teixeira","1983","03","16","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2978962' target='other'> <mi>dwc_moreinfo</mi></a>","NY02431532",NA,NA,"Magnoliophyta","Sapindales",NA,"L.",NA,"Rio São Francisco","NY02431532_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","514368","PreservedSpecimen","Plantae","Sapindaceae","Sapindus","saponaria","Sapindus saponaria","D. A. Folli","1989","11","27","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=503092' target='other'> <mi>dwc_moreinfo</mi></a>","NY00514368","1016","Espírito Santo","Magnoliophyta","Sapindales",NA,"L.","H. T. Beck","Reserva Florestal da CVRD. Est. Fruta de Arara, próx. a casa do guarda, 1. esq.","NY00514368_01","Linhares","-40.0719","-19.3911",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","514371","PreservedSpecimen","Plantae","Sapindaceae","Sapindus","saponaria","Sapindus saponaria","J. P. P. Carauta","1982","06","07","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=503080' target='other'> <mi>dwc_moreinfo</mi></a>","NY00514371","4294","Rio de Janeiro","Magnoliophyta","Sapindales",NA,"L.","G. V. Somner","Bom Jesus de Itabapoana, Carabuçu, Fazenda do Sao Jorge.","NY00514371_01","Bom Jesus de Itabapoana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2017-02-01 13:22:00-02","NY","NYBG","514382","PreservedSpecimen","Plantae","Sapindaceae","Sapindus","saponaria","Sapindus saponaria","R. L. Liesner","1981","05","21","South America","Venezuela","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=503079' target='other'> <mi>dwc_moreinfo</mi></a>","NY00514382","12169","Sucre","Magnoliophyta","Sapindales",NA,NA,"R. L. Liesner","Peninsula de Araya, ca. 13 km NW of Cariaco by air, 2 to 8 km inland from corner where road from Cariaco to Chacopata meets ocean.",NA,NA,"-63.65","10.62",NA,"150",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","514377","PreservedSpecimen","Plantae","Sapindaceae","Sapindus","saponaria","Sapindus saponaria","S. B. d. Silva","1983","08","12","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=503096' target='other'> <mi>dwc_moreinfo</mi></a>","NY00514377","291","Bahia","Magnoliophyta","Sapindales",NA,"L.","G. C. P. Pinto","Curaçá, margem do rio Curaçá. Folha SC.24-V-B. Ponto 12.","NY00514377_01",NA,"-39.93","-9.13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2016-09-27 02:08:00-03","NY","NYBG","514381","PreservedSpecimen","Plantae","Sapindaceae","Sapindus","saponaria","Sapindus saponaria","A. H. Gentry","1988","02","09","South America","Peru","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=503106' target='other'> <mi>dwc_moreinfo</mi></a>","NY00514381","61393A","Cajamarca","Magnoliophyta","Sapindales",NA,NA,NA,"15-20 km E of bridge over Río Maichil.",NA,NA,"-79.17","-6.5","820","980",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","471898","PreservedSpecimen","Plantae","Sapindaceae","Sapindus","saponaria","Sapindus saponaria","M. Silveira","1993","04","12","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=503088' target='other'> <mi>dwc_moreinfo</mi></a>","NY00471898","536","Acre","Magnoliophyta","Sapindales",NA,"L.","P. Acevedo-Rodríguez","Bacia do Rio Juruá, margem esquerda, Reserva Extrativista do Alto Juruá, rio Amônia.","NY00471898_01","Marechal Thaumaturgo","-72.88921","-9.070383",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","00995533","PreservedSpecimen","Plantae","Sapindaceae","Sapindus","saponaria","Sapindus saponaria","D. C. Daly","1980","10","16","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1095322' target='other'> <mi>dwc_moreinfo</mi></a>","NY00995533","D624","Maranhão","Magnoliophyta","Sapindales",NA,"L.","D. C. Daly","Campo vegetation between Vitória do Mearim & Viana on MA 014.","NY00995533_01",NA,"-44.92","-3.25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","00995539","PreservedSpecimen","Plantae","Sapindaceae","Sapindus","saponaria","Sapindus saponaria","J. A. Ratter","1985","10","09","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1095346' target='other'> <mi>dwc_moreinfo</mi></a>","NY00995539","R.5136","Mato Grosso do Sul","Magnoliophyta","Sapindales",NA,"L.",NA,"Close to the airport (Morro de Zé Feliciano).","NY00995539_01","Corumbá","-57.65","-19.02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","823061","PreservedSpecimen","Plantae","Sapindaceae","Sapindus","saponaria","Sapindus saponaria","J. C. Lindeman","1967","04","15","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=936567' target='other'> <mi>dwc_moreinfo</mi></a>","NY00823061","5125","Rio de Janeiro","Magnoliophyta","Sapindales",NA,"L.","J. C. Lindeman","Grazy roadside of BR-2 near Itatiaia.","NY00823061_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","01139956","PreservedSpecimen","Plantae","Sapindaceae","Sapindus","saponaria","Sapindus saponaria","C. A. Cid Ferreira","1986","11","18","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1493497' target='other'> <mi>dwc_moreinfo</mi></a>","NY01139956","8461","Amazonas","Magnoliophyta","Sapindales",NA,"L.","H. T. Beck","Margem esquerda do rio Solimões, localidade Belo Horizonte, igarapé Espírito Santo.",NA,"Tonantins","-67.8019","-2.8733",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","00995532","PreservedSpecimen","Plantae","Sapindaceae","Sapindus","saponaria","Sapindus saponaria","D. C. Daly","1980","10","01","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1095320' target='other'> <mi>dwc_moreinfo</mi></a>","NY00995532","D397","Maranhão","Magnoliophyta","Sapindales",NA,"L.","D. C. Daly","Road from São Luiz Gonzaga to Santo Antonio, 53 to 35 km from Bacabal.","NY00995532_01",NA,"-44.67","-4.32",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","00995538","PreservedSpecimen","Plantae","Sapindaceae","Sapindus","saponaria","Sapindus saponaria","J. M. Pires","1978","08","03","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1095343' target='other'> <mi>dwc_moreinfo</mi></a>","NY00995538","16376","Mato Grosso","Magnoliophyta","Sapindales",NA,"L.","N. A. Rosa","RADAMBRASIL; folha SD 21-YB. Ponto 30.","NY00995538_01",NA,"-57.83","-14.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","01139951","PreservedSpecimen","Plantae","Sapindaceae","Sapindus","saponaria","Sapindus saponaria","C. Figueiredo","1994","06","03","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=503083' target='other'> <mi>dwc_moreinfo</mi></a>","NY01139951","400","Acre","Magnoliophyta","Sapindales",NA,"L.","D. C. Daly","Rio Branco, Parque Zoobotanico; Experimento do Projeto Arboreto, Bloco2, Quadro 5","NY01139951_01","Rio Branco","-67.7","-9.97",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","514374","PreservedSpecimen","Plantae","Sapindaceae","Sapindus","saponaria","Sapindus saponaria","J. S. Blanchet","1839",NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=503101' target='other'> <mi>dwc_moreinfo</mi></a>","NY00514374","2755",NA,"Magnoliophyta","Sapindales",NA,"L.",NA,"Fazenda de Utinga, in Certao del Rio de S. Francisco, Brasil trop.","NY00514374_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","710489","PreservedSpecimen","Plantae","Sapindaceae","Sapindus","saponaria","Sapindus saponaria","A. R. S. de Oliveira","1995","09","04","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=61343' target='other'> <mi>dwc_moreinfo</mi></a>","NY00710489","639","Acre","Magnoliophyta","Sapindales",NA,"L.","P. Acevedo-Rodríguez","Fazenda Nova Olinda","NY00710489_01","Sena Madureira","-69.22","-10.12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","869759","PreservedSpecimen","Plantae","Sapindaceae","Sapindus","saponaria","Sapindus saponaria inaequalis","D. C. Daly","1995","04","01","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=125673' target='other'> <mi>dwc_moreinfo</mi></a>","NY00869759","7710","Acre","Magnoliophyta","Sapindales","inaequalis","(DC.) Radlk.","P. Acevedo-Rodríguez","Rio Juruá, Reserva Extratavista do Alto Juruá, N of Sao Joao do Breu, right bank.","NY00869759_01","Marechal Thaumaturgo","-72.7917022705078","-8.9411096572876","200","200","84570","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","03075374","PreservedSpecimen","Plantae","Sapindaceae","Sapindus","saponaria","Sapindus saponaria","A. Quinet","2002","09","08","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3300155' target='other'> <mi>dwc_moreinfo</mi></a>","NY03075374","712","Rio de Janeiro","Magnoliophyta","Sapindales",NA,"L.",NA,"Loteamento próximo ao morro do Calunga.","NY03075374_01","Cabo Frio","-42.0186004638672","-22.8794002532959",NA,NA,"40069","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","00995534","PreservedSpecimen","Plantae","Sapindaceae","Sapindus","saponaria","Sapindus saponaria","A. H. Gentry","1985","02","15","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1095325' target='other'> <mi>dwc_moreinfo</mi></a>","NY00995534","50129","Ceará","Magnoliophyta","Sapindales",NA,"L.",NA,"21 km SW of Pontenji, on CE-090.","NY00995534_01","Potengi","-40.08","-7.28","620","620",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","00995537","PreservedSpecimen","Plantae","Sapindaceae","Sapindus","saponaria","Sapindus saponaria","M. Macedo","1978","05","05","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1095341' target='other'> <mi>dwc_moreinfo</mi></a>","NY00995537","690","Mato Grosso","Magnoliophyta","Sapindales",NA,"L.","J. A. Kallunki","Estrada Transpantaneira km 50. Lado diretio. Pocone.",NA,NA,"-56.6067","-16.2567","93","93",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","00995535","PreservedSpecimen","Plantae","Sapindaceae","Sapindus","saponaria","Sapindus saponaria","E. P. Heringer","1980","05","09","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1095327' target='other'> <mi>dwc_moreinfo</mi></a>","NY00995535","4683","Distrito Federal","Magnoliophyta","Sapindales",NA,"L.",NA,"Plano Piloto, na SQS-404.","NY00995535_01","Brasília","-47.9294","-15.7797",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","514378","PreservedSpecimen","Plantae","Sapindaceae","Sapindus","saponaria","Sapindus saponaria","J. S. Blanchet","1838",NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=503102' target='other'> <mi>dwc_moreinfo</mi></a>","NY00514378","2755","Bahia","Magnoliophyta","Sapindales",NA,"L.",NA,"Utinga.","NY00514378_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-03-15 16:37:00-03","NY","NYBG","514372","PreservedSpecimen","Plantae","Sapindaceae","Sapindus","saponaria","Sapindus saponaria","G. H. von Langsdorff",NA,NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=503084' target='other'> <mi>dwc_moreinfo</mi></a>","NY00514372","s.n.","Rio de Janeiro","Magnoliophyta","Sapindales",NA,"L.","T. D. Pennington",NA,"NY00514372_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2021-03-15 16:37:00-03","NY","NYBG","514373","PreservedSpecimen","Plantae","Sapindaceae","Sapindus","saponaria","Sapindus saponaria","A. F. M. Glaziou",NA,NA,NA,"South America","Brazil","sheet",NA,"Received July, 1888. <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=503100' target='other'> <mi>dwc_moreinfo</mi></a>","NY00514373","16733",NA,"Magnoliophyta","Sapindales",NA,"L.",NA,"Brasilia","NY00514373_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
