"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","infraspecificEpithet","scientificName","scientificNameAuthorship","typeStatus","recordedBy","recordNumber","year","continentOcean","country","locality","preparationType","occurrenceRemarks","barcode","imagecode","month","day","stateProvince","county","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","identifiedBy","yearIdentified","verbatimLongitude","verbatimLatitude","class","previousCatalogNumber","monthIdentified","dayIdentified","relationshipType","relatedCatalogItem","fieldNumber","individualCount"
"92","2015-09-15 23:49:01-03","MNHN","RECOLNAT_MNHN_P","P00386346","PreservedSpecimen",NA,NA,NA,"Solanaceae","Cyphomandra","sciadostylis",NA,"Cyphomandra sciadostylis","Sendtn.",NA,"Glaziou, A.",NA,"1879",NA,"Brésil","Serra do Bocaine (. S. Paulo)","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00386346' target='other'> <mi>dwc_moreinfo</mi></a>","P00386346","P00386346_01","9","9",NA,NA,NA,NA,NA,NA,NA,NA,"Bohs",NA,NA,NA,NA,NA,NA,NA,NA,NA,"11387 a",NA
"93","2015-09-15 16:02:31-03","MNHN","RECOLNAT_MNHN_P","P00386341","PreservedSpecimen",NA,NA,NA,"Solanaceae","Cyphomandra","sciadostylis","ovato-lanceolata","Cyphomandra sciadostylis ovato-lanceolata","Dunal","holotype","Gaudichaud, C.",NA,"1833",NA,"Brésil","Prov. San Paolo","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00386341' target='other'> <mi>dwc_moreinfo</mi></a>","P00386341","P00386341_01 P00386341_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bohs",NA,NA,NA,NA,NA,NA,NA,NA,NA,"315",NA
"94","2020-12-11 11:42:23-03","UFMG","BHCB","194127","PreservedSpecimen","Plantae","Dicotyledon",NA,"Solanaceae","Solanum","sciadostylis",NA,"Solanum sciadostylis","Sendt.",NA,"Gouvêa, YF; Bojacá, GFP","302","2018","Southern America","Brasil","Parque Estadual da Serra do Mar, Arredores do parque. Santa Virgínia.",NA,"Arbusto odorífero ca. 1,7 m. Flores com corolas púrpuras senescendo esbranquiçadas. Anteras e conectivos púrpuras; conectivos se tornam marrom alaranjados ao senescer. Stigma verde. Frutos imaturos verdes rajados com um verde mais esc","BHCB194127",NA,"10",NA,"São Paulo","São Luis do Paraitinga","-45.144444","-23.342222","973","973",NA,NA,NA,"2018","-45.144444","-23.342222",NA,NA,"10",NA,NA,NA,NA,NA
"95","2020-12-11 11:42:23-03","UFMG","BHCB","53777","PreservedSpecimen","Plantae","Dicotyledon",NA,"Solanaceae","Solanum","sciadostylis",NA,"Solanum sciadostylis","Sendt.",NA,"França, GS; Stehmann, JR","162","2000","Southern America","Brasil","Entre Pedra São Domingos e bairro Pessegueiro., Próximo à estrada.",NA,"Conservação e Recuperação de Fragmentos Florestais, Bacia Rio Camanducaia, MG-Brasil. Projeto PROBIO - Ministério do Meio Ambiente e Recursos Hídricos.&nf;Arbusto. Flores e anteras arroxeadas.","BHCB002653","BHCB002653","10","14","Minas Gerais","São Sebastião do Paraíso","-45.970833","-22.686944","1660","1660",NA,NA,NA,NA,"-45.970833","-22.686944",NA,NA,NA,NA,NA,NA,NA,NA
"96","2020-12-11 11:42:23-03","UFMG","BHCB","94186","PreservedSpecimen","Plantae","Dicotyledon",NA,"Solanaceae","Solanum","sciadostylis",NA,"Solanum sciadostylis","Sendt.",NA,"Pirani, JR; Marcato, AC; Forzza, RC; Rapini, A; Meguro, M","3854","1998","Southern America","Brasil","Engenheiro Dolabela., BR 135, a 51 Km N do trevo para Buenópolis. Afloramento de calcário a leste da Rodovia, 600m na estrada para Eng. Dolabela.",NA,"Arvoreta delgada 2-5 m alt., ramificada apenas no ápice.; Arvoreta delgada 2-5 m alt., ramificada apenas no ápice; Mata decídua.","BHCB017201",NA,"01","10","Minas Gerais","Bocaiúva","-44","-17.5",NA,NA,NA,NA,NA,"2013","-44","-17.5",NA,NA,"10","28",NA,NA,NA,NA
"97","2020-12-11 11:42:23-03","UFMG","BHCB","69301","PreservedSpecimen","Plantae","Dicotyledon",NA,"Solanaceae","Solanum","sciadostylis",NA,"Solanum sciadostylis","Sendt.",NA,"Torres, RB","809",NA,"Southern America","Brasil",NA,NA,NA,NA,NA,NA,NA,"Minas Gerais","Camanducaia","-46.1446990966797","-22.7553005218506",NA,NA,"22140","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98","2020-12-11 11:42:23-03","UFMG","BHCB","65169","PreservedSpecimen","Plantae","Dicotyledon",NA,"Solanaceae","Solanum","sciadostylis",NA,"Solanum sciadostylis","Sendt.",NA,"Stehmann, JR; Castro, IB","2997",NA,"Southern America","Brasil",NA,NA,"Nome popular: saco de bode. Arbusto, ca. 2m de altura; flores com corola violeta,passando a esbranquiçada, estigma dilatado, frutos elipsóides, com listras longitudinais verde-escuras everde-claras",NA,NA,NA,NA,"Minas Gerais","Camanducaia","-46.1446990966797","-22.7553005218506",NA,NA,"22140","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99","2020-12-11 11:42:23-03","UFMG","BHCB","59388","PreservedSpecimen","Plantae","Dicotyledon",NA,"Solanaceae","Solanum","sciadostylis",NA,"Solanum sciadostylis","Sendt.",NA,"Alves, J","s.n.",NA,"Southern America","Brasil",NA,NA,NA,NA,NA,NA,NA,"Paraná","Reserva","-50.8506011962891","-24.6502990722656",NA,NA,"43627","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100","2020-12-11 11:42:23-03","UFMG","BHCB","143446","PreservedSpecimen","Plantae","Dicotyledon",NA,"Solanaceae","Solanum","sciadostylis",NA,"Solanum sciadostylis","Sendt.",NA,"Silva, AF; Muller, C; Yamamoto, K; Stubblebine, W","8862","1978","Southern America","Brasil","Ca. 3 km da Estação de Tratamento de Águas de Valinhos - Sítio Caragoatá.",NA,"Arbusto ca. 1,5 m de altura. Flor lilás, fruto verde.; Mata.","BHCB016102",NA,"11","23","São Paulo","Vinhedo","-46.9700012207031","-23.0300006866455",NA,NA,"9595","auto",NA,"2010",NA,NA,NA,NA,"09","16",NA,NA,NA,NA
"101","2020-12-11 11:42:23-03","UFMG","BHCB","48354","PreservedSpecimen","Plantae","Dicotyledon",NA,"Solanaceae","Solanum","sciadostylis",NA,"Solanum sciadostylis","Sendt.",NA,"Cordeiro, J","706",NA,"Southern America","Brasil","Guaricana",NA,"Subarbustivo, 0,8m. Frutos imaturos.; Mata degradada.",NA,NA,NA,NA,"Paraná","São José dos Pinhais","-49.2064018249512","-25.5347003936768",NA,NA,"45291","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102","2020-12-11 11:42:23-03","UFMG","BHCB","134575","PreservedSpecimen","Plantae","Dicotyledon",NA,"Solanaceae","Solanum","sciadostylis",NA,"Solanum sciadostylis","Sendt.",NA,"Elias, RCL; Rezende, MG; Gimenes, L","20","2008","Southern America","Brasil","Pocinhos do Rio Verde, Serra da Pedra Branca.",NA,"Árvore ca. 1,5m. Frutos verdes rajados de preto.; Árvore ca. 1,5. Frutos verdes rajados de preto.","BHCB017184",NA,"04","30","Minas Gerais","Caldas","-46.386100769043","-21.9235992431641",NA,NA,"25710","auto",NA,"2013",NA,NA,NA,NA,"10","28",NA,NA,NA,NA
"103","2020-12-11 11:42:23-03","UFMG","BHCB","48352","PreservedSpecimen","Plantae","Dicotyledon",NA,"Solanaceae","Solanum","sciadostylis",NA,"Solanum sciadostylis","Sendt.",NA,"Cordeiro, J; Nicolack, V","668",NA,"Southern America","Brasil","Recanto das Araucárias",NA,"Arbustivo, 1,5m. Flor lilás.; Araucarieto.",NA,NA,NA,NA,"Paraná","Curitiba","-49.2731018066406","-25.4277992248535",NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"104","2020-12-11 11:42:23-03","UFMG","BHCB","50546","PreservedSpecimen","Plantae","Dicotyledon",NA,"Solanaceae","Solanum","sciadostylis",NA,"Solanum sciadostylis","Sendt.",NA,"Ferreira, RM","s.n.","1989","Southern America","Brasil","Rio Barrinha, Mata",NA,"Arbusto 1,5 m alt; ramas escandentes, flores novas com pétalas e estames roxos, as flores, mais velhas mais claras.","BHCB017137",NA,"12","04","Paraná","Tibagi","-50.4136009216309","-24.5093994140625",NA,NA,"56988","auto",NA,"2013",NA,NA,NA,NA,"10","28",NA,NA,NA,NA
"105","2021-02-11 17:21:52-03","UFPR","UPCB","27371","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","sciadostylis",NA,"Solanum sciadostylis","(Sendtn.) L.Bohs",NA,"Dittrich, V.A.O.","28","1995",NA,"Brasil","Área da Copel, próxima ao Parque Barigüi",NA,"Arbusto, ca. 1m..",NA,NA,"12","17","Paraná","Curitiba","-49.2731018066406","-25.4277992248535",NA,NA,"25180","auto","Guimarães, O.A.","2007",NA,NA,NA,NA,"04","13",NA,NA,NA,NA
"106","2021-02-11 17:21:52-03","UFPR","UPCB","18956","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","sciadostylis",NA,"Solanum sciadostylis","(Sendtn.) L.Bohs",NA,"Hatschbach, G.","40309","1977",NA,"Brasil","Centro Cívico",NA,"Arbusto, 1,5m, flor lilás, untuoso ao tato. Capão..",NA,NA,"12","19","Paraná","Curitiba","-49.2731018066406","-25.4277992248535",NA,NA,"25180","auto","Guimarães, O.A.","2007",NA,NA,NA,NA,"04","13",NA,NA,NA,NA
"107","2021-02-11 17:21:52-03","UFPR","UPCB","30855","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","sciadostylis",NA,"Solanum sciadostylis","(Sendtn.) L.Bohs",NA,"Fernandes, H.M.","23","1996",NA,"Brasil","Centro Politécnico",NA,"Arbusto, ca. 1,8m, corola roxa, estames roxos. Beira do capão..",NA,NA,"11","18","Paraná","Curitiba","-49.2731018066406","-25.4277992248535",NA,NA,"25180","auto","Guimarães, O.A.","2007",NA,NA,NA,NA,"04","13",NA,NA,NA,NA
"108","2021-02-11 17:21:52-03","UFPR","UPCB","43464","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","sciadostylis",NA,"Solanum sciadostylis","(Sendtn.) L.Bohs",NA,"Alves, J.",NA,"1998",NA,"Brasil","Madeireira Floresta",NA,"Flores roxas, frutos verdes. Arbusto 1,5m..",NA,NA,"12","15","Paraná","Reserva","-50.8506011962891","-24.6502990722656",NA,NA,"43627","auto","Stehmann, J.R.","2000",NA,NA,NA,NA,"01","01",NA,NA,NA,NA
"109","2021-02-11 17:21:52-03","UFPR","UPCB","29672","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","sciadostylis",NA,"Solanum sciadostylis","(Sendtn.) L.Bohs",NA,"Kozera, C.","468","1997",NA,"Brasil","Parque Barigüi",NA,"Arbusto, ca. 1m, fruto imaturo. Área de brejo..",NA,NA,"01","19","Paraná","Curitiba","-49.2731018066406","-25.4277992248535",NA,NA,"25180","auto","Guimarães, O.A.","2007",NA,NA,NA,NA,"04","13",NA,NA,NA,NA
"110","2021-02-11 17:21:52-03","UFPR","UPCB","29386","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","sciadostylis",NA,"Solanum sciadostylis","(Sendtn.) L.Bohs",NA,"Kozera, C.","358","1996",NA,"Brasil","Parque Barigüi",NA,"Arbusto, ca. 1m, flor roxa. Brejo..",NA,NA,"11","20","Paraná","Curitiba","-49.2731018066406","-25.4277992248535",NA,NA,"25180","auto","Guimarães, O.A.","2007",NA,NA,NA,NA,"04","13",NA,NA,NA,NA
"111","2021-02-11 17:21:52-03","UFPR","UPCB","42556","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","sciadostylis",NA,"Solanum sciadostylis","(Sendtn.) L.Bohs",NA,"Isernhagen, I.","295","2000",NA,"Brasil","Parque Estadual das Lauráceas",NA,"Arvoreta 1,7m, flores branco-arroxeadas, frutos jovens. Vegetação secundária avançada..",NA,NA,"01","11","Paraná","Adrianópolis","-48.9911003112793","-24.6571998596191",NA,NA,"49901","auto","Guimarães, O.A.","2007",NA,NA,NA,NA,"04","13",NA,NA,NA,NA
"112","2021-02-11 17:21:52-03","UFPR","UPCB","18495","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","sciadostylis",NA,"Solanum sciadostylis","(Sendtn.) L.Bohs",NA,"Silva, J.M.","433","1987",NA,"Brasil","Parque Iguaçu",NA,"Arbusto, 1m, flor vinosa. Interior da mata com Araucaria..",NA,NA,"12","16","Paraná","Curitiba","-49.2731018066406","-25.4277992248535",NA,NA,"25180","auto","Guimarães, O.A.","2007",NA,NA,NA,NA,"04","13",NA,NA,NA,NA
"113","2021-02-11 17:21:52-03","UFPR","UPCB","36481","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","sciadostylis",NA,"Solanum sciadostylis","(Sendtn.) L.Bohs",NA,"Hatschbach, G.","68737","1998",NA,"Brasil","Rod. BR 449, Rio Chopim",NA,"Arbusto, 2m, flor violeta, anteras amarelas. Do erval..",NA,NA,"11","16","Paraná","Palmas","-51.9906005859375","-26.4841995239258",NA,NA,"46666","auto","Guimarães, O.A.","2007",NA,NA,NA,NA,"04","20",NA,NA,NA,NA
"114","2021-02-11 17:21:52-03","UFPR","UPCB","48955","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","sciadostylis",NA,"Solanum sciadostylis","(Sendtn.) L.Bohs",NA,"Goldenberg, R.","658","2004",NA,"Brasil","Santa Clara",NA,"Corola lilás, estames amarelos. Floresta ombrófila mista..",NA,NA,"06","19","Paraná","Candói","-52.0558013916016","-25.5722007751465",NA,NA,"42664","auto","Guimarães, O.A.","2007",NA,NA,NA,NA,"04","13",NA,NA,NA,NA
"115","2021-02-11 17:21:52-03","UFPR","UPCB","8779","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","sciadostylis",NA,"Solanum sciadostylis","(Sendtn.) L.Bohs",NA,"Hatschbach, G.","23256","1969",NA,"Brasil","Vargem Grande",NA,"Arbusto, 1,5m, pétalas violeta. Araucarieto..",NA,NA,"12","16","Paraná","São Mateus do Sul","-50.3828010559082","-25.8742008209229","780","780","31353","auto","Guimarães, O.A.","2007",NA,NA,NA,NA,"04","13",NA,NA,NA,NA
"116","2011-03-01 23:35:00-03","MO","MOBOT","2341702","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Cyphomandra","sciadostylis",NA,"Cyphomandra sciadostylis","Sendtn.",NA,"Sara G. Tressens|M. Silvia Ferrucci|Victor Maruñak|M.G. Pellegrini","Tressens 3995","1992","South America","Argentina","Ea. Bertrán (Infrán Cué), 23 Km SW de Virasoro",NA,NA,NA,NA,"4","7","Corrientes","Santo Tomé","-56.1","-28.23333",NA,NA,NA,NA,"Tressens, S. G., //",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"117","2011-02-23 09:58:00-03","MO","MOBOT","2483538","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Cyphomandra","sciadostylis",NA,"Cyphomandra sciadostylis","Sendtn.",NA,"Anders F. Regnell","Regnell 992","1865","South America","Brazil","Caldas",NA,NA,NA,NA,"6","25","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"118","2011-02-28 19:36:00-03","MO","MOBOT","2483559","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Cyphomandra","sciadostylis",NA,"Cyphomandra sciadostylis","Sendtn.",NA,"Moysés Kuhlmann","Kuhlmann 75","1942","South America","Brazil","Amparo, Monte Alegre. Estaçao Experimental",NA,NA,NA,NA,"12","16","São Paulo",NA,NA,NA,NA,NA,NA,NA,"Toledo, J. F., 06/",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"119","2012-02-29 13:36:00-03","MO","MOBOT","2932929","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Cyphomandra","sciadostylis",NA,"Cyphomandra sciadostylis","Sendtn.",NA,"José E. Montes","Montes 27483","1958","South America","Argentina","Loreto. Habitat en el interior del bosque, despejado. Lugar alto: Escaso.",NA,NA,NA,NA,"4","22","Misiones","Candelaria",NA,NA,"220.00000000",NA,NA,NA,"Lynn Bohs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"120","2009-05-15 13:24:00-03","MO","MOBOT","2932958","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Cyphomandra","sciadostylis",NA,"Cyphomandra sciadostylis","Sendtn.",NA,"Pedro Jörgensen","Jörgensen 4374",NA,"South America","Paraguay","In woods.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lynn Bohs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121","2009-12-04 16:52:00-02","MO","MOBOT","2932993","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Cyphomandra","sciadostylis",NA,"Cyphomandra sciadostylis","Sendtn.",NA,"Gert G. Hatschbach|O. V. Guimarães","Hatschbach 20494","1968","South America","Brazil","Guarapuava. Rod. BR-277, Rio das Mortes.",NA,NA,NA,NA,"12","5","Paraná",NA,NA,NA,NA,NA,NA,NA,"L. Bohs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"122","2008-05-27 22:02:00-03","MO","MOBOT","2933076","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Cyphomandra","sciadostylis",NA,"Cyphomandra sciadostylis","Sendtn.",NA,"Gert G. Hatschbach","Hatschbach 23256","1969","South America","Brazil","S.Mateus do Sul. Vargem Grande.",NA,NA,NA,NA,NA,NA,"Paraná",NA,NA,NA,"780.00000000",NA,NA,NA,"Lynn Bohs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123","2016-11-15 05:15:00-02","MO","MOBOT","2933141","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Cyphomandra","sciadostylis",NA,"Cyphomandra sciadostylis","Sendtn.",NA,"Antonio C. Krapovickas|Carmen L. Cristóbal","Krapovickas 33649","1978","South America","Brazil","Tijucas do Sul. Campina 46 Km S de Curitiba.",NA,NA,NA,NA,NA,NA,"Paraná",NA,NA,NA,NA,NA,NA,NA,"Lynn Bohs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124","2016-11-15 05:15:00-02","MO","MOBOT","2933169","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Cyphomandra","sciadostylis",NA,"Cyphomandra sciadostylis","Sendtn.",NA,"Antonio C. Krapovickas|Carmen L. Cristóbal","Krapovickas 35365","1980","South America","Brazil","Poços de Caldas, Represa Bertolán. Bosque de galería.",NA,NA,NA,NA,NA,NA,"Minas Gerais",NA,NA,NA,NA,NA,NA,NA,"Lynn Bohs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"125","2018-06-26 05:23:00-03","MO","MOBOT","100704798","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","sciadostylis",NA,"Solanum sciadostylis","(Sendtn.) Bohs",NA,"Pedro Fiaschi|Jacquelyn A. Kallunki|Talmon S. dos Santos|Sérgio C. de Sant'Ana|J. Lima da Paixão","Fiaschi 1184","2002","South America","Brazil","Juçari: Estrada Jussari-Palmira, entrada à esquerda ca. 7.5 km. Fazenda Teimoso. RPPN Serra do Teimoso.",NA,NA,NA,NA,"12","1","Bahia",NA,"-39.5286111","-15.1580556",NA,NA,NA,NA,"L.L. Giocomin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"126","2008-05-27 22:02:00-03","MO","MOBOT","1264346","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","sciadostylis",NA,"Solanum sciadostylis","(Sendtn.) Bohs",NA,"Elsa M. Zardini|A. Benítez","Zardini 47510","1997","South America","Paraguay","National Park Caaguazú. Tall forest.",NA,NA,NA,NA,"11","25","Caazapá",NA,"-55.48277","-26.09694","450.00000000",NA,NA,NA,"M. Nee (NY)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1120","2"
"127","2009-10-14 20:07:00-03","MO","MOBOT","2993890","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","sciadostylis",NA,"Solanum sciadostylis","(Sendtn.) Bohs",NA,"Rosa Degen","Degen 001747","1989","South America","Paraguay","Pacuri. Comunidad de los mbya. En el bosque.",NA,NA,NA,NA,"12","9","Caazapá",NA,"-55.83333","-26.16666",NA,NA,NA,NA,"Lynn A. Bohs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"128","2009-10-14 20:07:00-03","MO","MOBOT","2993952","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","sciadostylis",NA,"Solanum sciadostylis","(Sendtn.) Bohs",NA,"Rosa Degen","Degen 987","1988","South America","Paraguay","Tavai, detras del Destacamento. En el campo, suelo modificado.",NA,NA,NA,NA,NA,NA,"Caazapá",NA,NA,NA,NA,NA,NA,NA,"Lynn A. Bohs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"129","2009-10-14 20:07:00-03","MO","MOBOT","2994351","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","sciadostylis",NA,"Solanum sciadostylis","(Sendtn.) Bohs",NA,"Rosa Degen","Degen 001747","1989","South America","Paraguay","Pacuri. Comunidad de los mbya. En el bosque.",NA,NA,NA,NA,"12","9","Caazapá",NA,NA,NA,NA,NA,NA,NA,"M. Nee",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"130","2009-10-14 20:07:00-03","MO","MOBOT","2993657","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","sciadostylis",NA,"Solanum sciadostylis","(Sendtn.) Bohs",NA,"Rosa Degen","Degen 001494","1989","South America","Paraguay","Tavai. Estancia C. Troxiux. En el bosque.",NA,NA,NA,NA,"5","17","Caazapá",NA,"-55.33333","-26.16666",NA,NA,NA,NA,"Lynn A. Bohs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"131","2015-10-22 10:03:27-02","UNIOESTE","UNOP","2047","S","Plantae",NA,NA,"Solanaceae","Solanum","sciadostylis",NA,"Solanum sciadostylis","(Sendtn.) Bohs",NA,"Silva, J.M.; Abe, L.M.; Abe, L.M.","3134","1999",NA,"Brasil","Parque Estadual das Lauráceas",NA,"Arbusto, 1 m, flor lilás. Floresta altântica.",NA,NA,"12","14","Paraná","Tunas do Paraná","-49.0858001708984","-24.9743995666504",NA,NA,"41885","auto","Stehmann, J.R.","2009",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"132","2021-03-04 11:06:29-03","UFRB","HURB","12099","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","sciadostylis",NA,"Solanum sciadostylis","(Sendtn.) Bohn",NA,"Dambros, V.G.","09","2014",NA,"Brasil","UFSC, estacionamento próximo à trilha do pessegueirinho;",NA,NA,"HURB000012099",NA,"09","12","Santa Catarina","Curitibanos","-50.584400177002","-27.2828006744385",NA,NA,"25987","auto","Pastore","2014",NA,NA,NA,NA,"12","02",NA,NA,NA,NA
"133","2020-07-15 14:43:46-03","UNESP-RC","HRCB","48667","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","sciadostylis",NA,"Solanum sciadostylis","(Sendtn.) Bohs",NA,"Lombardi","6982","2007",NA,"Brasil",NA,NA,"borda da trilha. Arvoreta ca. 1,8 m, folhas herbáceas, cálice verde, botões verdes a lilases",NA,NA,"10","23","São Paulo","Jundiaí","-46.935778","-23.230444","850","850",NA,NA,NA,NA,"46º56'08.8W","23º13'49,6S",NA,NA,NA,NA,NA,NA,NA,NA
"134","2019-12-19 11:20:30-03","UFG","UFG","20372","S","Plantae",NA,NA,"Solanaceae","Cyphomandra","sciadostylis",NA,"Cyphomandra sciadostylis","Sendtn.",NA,"Lleras, E.; Silva, G.P.; Hunziker, A.T. & Casali, V.W.D.","2007","1985",NA,"Brasil","23km da bifurcação da estrada Lontra-Presidente Nereu com a BR-470. Mata secundária úmida consorciada com Cyathea. Solo húmico-arenoso. Topo da Serra.",NA,"Arbusto de 0,9m de altura, flor violeta com estames amarelos, fruto verde. Rara.",NA,NA,"04","26","Santa Catarina","Presidente Nereu","-49.516667","-27.233333","900","900",NA,NA,"Lleras, E.","1985","-49.516667","-27.233333",NA,NA,"04","26",NA,NA,NA,NA
"135","2020-09-12 05:00:02-03","US","US","2423791","PreservedSpecimen","Plantae",NA,"Solanales","Solanaceae","Cyphomandra","reitzii",NA,"Cyphomandra reitzii","L.B. Sm. & Downs","Holotype","L. B. Smith & R. Reitz","9216","1956","South America","Brazil","Ruderal 17 kms of Abelardo Luz.",NA,NA,"US00517412","US00517412_01","12","25","Santa Catarina","Xanxerê","-52.4042015075684","-26.8768997192383","500","600","16278","auto",NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,"1"
"136","2020-09-12 05:00:02-03","US","US","388530","PreservedSpecimen","Plantae",NA,"Solanales","Solanaceae","Cyphomandra","sciadostylis",NA,"Cyphomandra sciadostylis","Sendtn.",NA,"C. Novaes","s.n.",NA,"South America - Neotropics","Brazil",NA,NA,NA,"US01936017","US01936017_01 US01936017_02",NA,NA,"São Paulo","Campinas","-47.060001373291","-22.8999996185303",NA,NA,"23900","auto",NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,"1"
"137","2020-09-12 05:00:02-03","US","US","3176718","PreservedSpecimen","Plantae",NA,"Solanales","Solanaceae","Cyphomandra","sciadostylis",NA,"Cyphomandra sciadostylis","Sendtn.",NA,"J. M. Silva & A. Soares","433","1987","South America - Neotropics","Brazil","Parque Iguaçu",NA,NA,"US01936015","US01936015_01 US01936015_02","12","16","Paraná","Curitiba","-49.2731018066406","-25.4277992248535",NA,NA,"25180","auto",NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,"1"
"138","2020-09-12 05:00:02-03","US","US","1574756","PreservedSpecimen","Plantae",NA,"Solanales","Solanaceae","Cyphomandra","sciadostylis",NA,"Cyphomandra sciadostylis","Sendtn.",NA,"E. L. Ekman","842","1908","South America","Argentina","Posadas, Bonpland, in via silvae primaevae.",NA,NA,"US02841129",NA,"1","7","Misiones",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,"1"
"139","2020-09-12 05:00:02-03","US","US","1540925","PreservedSpecimen","Plantae",NA,"Solanales","Solanaceae","Cyphomandra","sciadostylis",NA,"Cyphomandra sciadostylis","Sendtn.",NA,"P. Jörgensen","4374","1930","South America","Paraguay","Pl. vierns, pemes red-blue. In woods Ubuneva.",NA,NA,"US02841130",NA,"11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,"1"
"140","2020-09-12 05:00:02-03","US","US","1616856","PreservedSpecimen","Plantae",NA,"Solanales","Solanaceae","Cyphomandra","sciadostylis",NA,"Cyphomandra sciadostylis","Sendtn.",NA,"A. Loefgren & Edwall","2016","1893","South America - Neotropics","Brazil",NA,NA,NA,"US01936019","US01936019_01 US01936019_02","1","3","São Paulo","Franca","-47.4000015258789","-20.5300006866455",NA,NA,"27521","auto",NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,"1"
