"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","class","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","coordinatePrecision","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","geoFlag","continentOcean","preparationType","barcode","imagecode","fieldNumber","individualCount","previousCatalogNumber"
"11","2020-01-20 14:40:46-03","UPM","MACK","2593","PreservedSpecimen","Plantae",NA,NA,NA,"Orchidaceae","Gomesa","barbaceniae","Gomesa barbaceniae","(Lindl.) M.W. Chase & N.H. Williams","Gonçalves, G.F.; Barros, F.",NA,NA,NA,"Gonçalves, G.F.","14","2013",NA,NA,"Brasil","SP","Campos do Jordão","Umuarama; APA Mackenzie; campo de altitude","-45.5900001525879","-22.7299995422363",NA,NA,"21048",NA,NA,"Terrestre; flores com pétalas e sépalas amarela e rajadas de marrom; labelo amarelo","auto",NA,NA,NA,NA,NA,NA,NA
"12","2019-10-09 11:28:41-03","UFBA","ALCB","80686","PreservedSpecimen","Plantae","Monocotyledon",NA,NA,"Orchidaceae","Gomesa","barbaceniae","Gomesa barbaceniae","(Lindl.) M.W.Chase & N.H.Williams","Menini Neto, L","2005",NA,NA,"Cordeiro, J; Silva, JM; Barbosa, E; Ribas, OS","1702","1999","11","28","Brasil","Santa Catarina","Campo Alegre","Serra Quiriri, próximo a torre de rádio","-49.2655982971191","-26.1924991607666",NA,NA,"37493","1500","1500","flor amarela, sépalas e pétalas com máculas marrom.; solo turfoso.","auto","Southern America",NA,"ALCB006937","ALCB006937",NA,NA,NA
"13","2020-02-08 08:46:37-03","NBC","NL-BOTANY","L.1531951","PreservedSpecimen","Plantae",NA,"Magnoliopsidae","Asparagales","Orchidaceae","Oncidium","fuscans","Oncidium fuscans","Rchb.f.",NA,NA,NA,NA,"Hatschbach GG",NA,"1962","12","06","Brazil",NA,NA,"Est. Parana, Mun. Balsa Nova, Campina da Cascavel.",NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1531951 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Southern America",NA,"NL-L1531951","NL-L1531951",NA,NA,NA
"14","2020-02-08 08:46:37-03","NBC","NL-BOTANY","U.1458899","PreservedSpecimen","Plantae",NA,"Magnoliopsidae","Asparagales","Orchidaceae","Oncidium","fuscans","Oncidium fuscans","Rchb.f.",NA,NA,NA,NA,"Mexia YEJ",NA,"1929","11","25","Brazil",NA,NA,"Brazil. State of Espiritu Santo. Serra do Caparaó.",NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1458899 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Southern America",NA,"NL-U1458899","NL-U1458899",NA,NA,NA
"15","2020-11-04 12:17:39-03","ESALQ","ESA","62368","PreservedSpecimen","Plantae","Magnoliophyta",NA,NA,"Orchidaceae","Oncidium","fuscans","Oncidium fuscans","Rchb.f.","Forster, W.",NA,NA,NA,"Forster, W. ; Leoni, L.S.","90.0","1999","05","29","Brasil","Minas Gerais","Alto Caparaó",NA,"-41.8683013916016","-20.4333000183105",NA,NA,"21645",NA,NA,NA,"auto",NA,NA,"ESA062368",NA,NA,NA,NA
"16","2020-11-04 12:17:39-03","ESALQ","ESA","43855","PreservedSpecimen","Plantae","Magnoliophyta",NA,NA,"Orchidaceae","Oncidium","fuscans","Oncidium fuscans",NA,NA,NA,NA,NA,"Souza, V.C.; Leoni, L.S.; Souza, J.P.; Mazine, F.F.","12186.0","1996","09","02","Brasil","Minas Gerais","Alto Caparaó","BLOQUEADO","-41.8683013916016","-20.4333000183105",NA,NA,"21645","1970","1970","Erva; tépalas externas castanhas com pintas amarelas, internas amarelas com centro com manchas castanhas; labelo amarelo.","auto",NA,NA,"ESA043855",NA,NA,NA,NA
"17","2021-03-31 13:41:09-03","MN","R","221824","PreservedSpecimen","Plantae",NA,NA,NA,"Orchidaceae","Oncidium","fuscans","Oncidium fuscans","Rchb. f.","Menini Neto, L.",NA,NA,NA,"Menini Neto, L.; Forzza, R.C.; Dias-Melo, R.; Monteiro, R.F.; Silva, B.R. & Alves, R.J.V.","109","2004","02","05","Brasil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Universidade Federal de Juiz de Fora/Herbário CESJ",NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-31 13:41:09-03","MN","R","221825","PreservedSpecimen","Plantae",NA,NA,NA,"Orchidaceae","Oncidium","fuscans","Oncidium fuscans","Rchb. f.","Pabst, G.F.J.","1970","02","25","Scheinvar, L.","122","1960","11","14","Brasil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-31 13:41:09-03","MN","R","221826","PreservedSpecimen","Plantae",NA,NA,NA,"Orchidaceae","Oncidium","fuscans","Oncidium fuscans","Rchb. f.","Pabst, G.F.J.","1958","02","11","Heringer, E.P. ; Castellanos, A.","22184","1958","03","06","Brasil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Et. Horto Florest. Paraopeba. Minas Gerais n° 6.227",NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-31 13:41:09-03","MN","R","54243","PreservedSpecimen","Plantae",NA,NA,NA,"Orchidaceae","Oncidium","fuscans","Oncidium fuscans","Rchb. f.","Pabst, G.F.J.","1958","12","17","Palacios, M.A.; Balegno, B. & Cuezzo, A.R.","3549","1948","12","22","Brasil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,"1200","1200","Herbário del Instituto Miguel Lillo/Universidade Nacional de Tucuman",NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-31 13:41:09-03","MN","R","121749","PreservedSpecimen","Plantae",NA,NA,NA,"Orchidaceae","Oncidium","montanum","Oncidium montanum","Barb. Rodr.","Pabst, G.F.J.","1944","05","07","Zikan","2198","1915",NA,NA,"Brasil","Espírito Santo",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Herbarium Lutz",NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-31 13:41:09-03","MN","R","35432","PreservedSpecimen","Plantae",NA,NA,NA,"Orchidaceae","Oncidium","uliginosum","Oncidium uliginosum","Barb. Rodr.","Hoehne, F.C.",NA,NA,NA,"Mello Barreto, H.L.","9400","1937","11","03","Brasil","Minas Gerais","Diamantina","Arranca Rabo","-43.6002998352051","-18.2493991851807",NA,NA,"101169",NA,NA,"Jardim Botânico de Belo Horizonte","auto",NA,NA,NA,NA,NA,NA,NA
"23","2019-08-27 13:26:31-03","IAP","PACA-AGP","36569","PreservedSpecimen","Plantae","Magnoliophyta","Liliatae","Orchidales","Orchidaceae","Coppensia","barbaceniae","Coppensia barbaceniae","(Lindl.) Campacci","Castro, J. B.","2016","06","16","Rambo, B.",NA,"1948","02",NA,"Brasil","RS","São Francisco de Paula","Cambará","-50.5835990905762","-29.4480991363525",NA,NA,"76715",NA,NA,"Habitat: In rupestribus humidis graminosis Fenofase: flor","auto",NA,NA,"PACA036569",NA,NA,NA,NA
"24","2019-08-27 13:26:31-03","IAP","PACA-AGP","27853.1","PreservedSpecimen","Plantae","Magnoliophyta","Liliatae","Orchidales","Orchidaceae","Coppensia","barbaceniae","Coppensia barbaceniae","(Lindl.) Campacci","Castro, J. B.","2016","06","16","E. Friderichs",NA,"1944","01",NA,"Brasil","SP","Campos do Jordão",NA,"-45.5900001525879","-22.7299995422363",NA,NA,"21048",NA,NA,"Habitat: Rupestris Fenofase: flor","auto",NA,NA,"PACA027853-1",NA,NA,NA,NA
"25","2019-08-27 13:26:31-03","IAP","PACA-AGP","103243","PreservedSpecimen","Plantae","Magnoliophyta","Liliatae","Orchidales","Orchidaceae","Coppensia","barbaceniae","Coppensia barbaceniae","(Lindl.) Campacci","Castro, J. B.","2016","07","26","J. Brustulin","66","2007","11","10","Brasil","RS","São Francisco de Paula","Parque Municipal da Ronda.","-50.594722","-29.450833","50°35'41W","29°27'03S",NA,NA,NA,"Hábito: rupícola",NA,NA,NA,"PACA103243",NA,NA,NA,NA
"26","2019-08-27 13:26:31-03","IAP","PACA-AGP","84969","PreservedSpecimen","Plantae","Magnoliophyta","Liliatae","Orchidales","Orchidaceae","Coppensia","barbaceniae","Coppensia barbaceniae","(Lindl.) Campacci","Castro, J. B.","2016","06","16","Sehnem, A.","8504","1965","11","01","Brasil","RS","São Francisco de Paula",NA,"-50.5835990905762","-29.4480991363525",NA,NA,"76715",NA,NA,"Habitat: Prope urbem herba in rupestribus (ripam saxorum)","auto",NA,NA,"PACA084969",NA,NA,NA,NA
"27","2019-08-27 13:26:31-03","IAP","PACA-AGP","82081","PreservedSpecimen","Plantae","Magnoliophyta","Liliatae","Orchidales","Orchidaceae","Coppensia","barbaceniae","Coppensia barbaceniae","(Lindl.) Campacci","Castro, J. B.","2016","06","16","Sehnem, A.","5455","1951","01","10","Brasil","SC","Lages",NA,"-50.326099395752","-27.8160991668701",NA,NA,"70701",NA,NA,"Habitat: In campo","auto",NA,NA,"PACA082081",NA,NA,NA,NA
"28","2020-12-20 21:18:45-03","UFV","VIC","028219","PreservedSpecimen","Plantae",NA,NA,NA,"Orchidaceae","Gomesa","barbaceniae","Gomesa barbaceniae","(Lindl.) M.W.Chase & N.H.Williams",NA,NA,NA,NA,"Valente, G.E.; et al.","1403","2003","12","01","Brasil","Minas Gerais","Araponga","PESB, Serra das 3 cabeças,totem deitado.","-42.5208015441895","-20.6667003631592",NA,NA,"16385",NA,NA,"Planta crescendo em mancha de solo raso, sobre afloramento rochoso granitoide, flor amarela.","auto",NA,NA,"VIC028219",NA,NA,NA,NA
"29","2020-12-20 21:18:45-03","UFV","VIC","037911","PreservedSpecimen","Plantae",NA,NA,NA,"Orchidaceae","Gomesa","barbaceniae","Gomesa barbaceniae","(Lindl) M.W.Chase & N.H.Williams",NA,NA,NA,NA,"Tinti, B.V.","s.n.","2010","04","23","Brasil","Minas Gerais","Fervedouro","Parque Estadual da Serra do Brigadeiro, Pedra do pato.","-42.2789001464844","-20.7255992889404",NA,NA,"20038",NA,NA,"Herbácea, afloramento rochoso,campo graminoso.","auto",NA,NA,"VIC037911","VIC037911",NA,NA,NA
"30","2020-12-20 21:18:45-03","UFV","VIC","042174","PreservedSpecimen","Plantae",NA,NA,NA,"Orchidaceae","Gomesa","barbaceniae","Gomesa barbaceniae","(Lindl) M.W.Chase & N.H.Williams",NA,NA,NA,NA,"Tinti, B.V.","s.n.","2012","09","12","Brasil","Minas Gerais","Fervedouro","PESB, Pedra do pato.","-42.2789001464844","-20.7255992889404",NA,NA,"20038",NA,NA,NA,"auto",NA,NA,"VIC042174","VIC042174",NA,NA,NA
"31","2020-12-20 21:18:45-03","UFV","VIC","000177","PreservedSpecimen","Plantae",NA,NA,NA,"Orchidaceae","Gomesa","barbaceniae","Gomesa barbaceniae","(Lindl.) M.W.Chase & N.H.Williams",NA,NA,NA,NA,"Mexia, Y.","4275","1930",NA,NA,"Brasil","Minas Gerais","Viçosa",NA,"-42.8819007873535","-20.7539005279541",NA,NA,"13937",NA,NA,NA,"auto",NA,NA,"VIC000177","VIC000177",NA,NA,NA
"32","2016-07-05 11:14:19-03","FFCLRP","LBMBP","883","S","Plantae",NA,NA,NA,"Orchidaceae","Oncidium","montanum","Oncidium montanum","Barb.Rodr.","E.R. Pansarin",NA,NA,NA,NA,NA,NA,NA,NA,"Brasil","São Paulo","Itirapina",NA,"-47.816667","-22.25","47°49'W","22°15'S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2016-07-05 11:14:19-03","FFCLRP","LBMBP","23","S","Plantae",NA,NA,NA,"Orchidaceae","Oncidium","montanum","Oncidium montanum","Barb. Rodr.","E.R. Pansarin",NA,NA,NA,"E.R. Pansarin",NA,NA,NA,NA,"Brasil","São Paulo","Itirapina",NA,"-47.816667","-22.25","47°49'W","22°15'S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2016-07-05 11:14:19-03","FFCLRP","LBMBP","565","S","Plantae",NA,NA,NA,"Orchidaceae","Oncidium","montanum","Oncidium montanum","Barb. Rodr.","E.R. Pansarin",NA,NA,NA,"E.R. Pansarin",NA,NA,NA,NA,"Brasil","São Paulo","Itirapina",NA,"-47.816667","-22.25","47°49'W","22°15'S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2016-07-05 11:14:19-03","FFCLRP","LBMBP","882","S","Plantae",NA,NA,NA,"Orchidaceae","Oncidium","montanum","Oncidium montanum","Barb.Rodr.","E.R. Pansarin",NA,NA,NA,NA,NA,NA,NA,NA,"Brasil","São Paulo","Itirapina",NA,"-47.816667","-22.25","47°49'W","22°15'S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2016-07-05 11:14:19-03","FFCLRP","LBMBP","884","S","Plantae",NA,NA,NA,"Orchidaceae","Oncidium","montanum","Oncidium montanum","Barb.Rodr.","E.R. Pansarin",NA,NA,NA,NA,NA,NA,NA,NA,"Brasil","São Paulo","Itirapina",NA,"-47.816667","-22.25","47°49'W","22°15'S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2016-07-05 11:14:19-03","FFCLRP","LBMBP","885","S","Plantae",NA,NA,NA,"Orchidaceae","Oncidium","montanum","Oncidium montanum","Barb.Rodr.","E.R. Pansarin",NA,NA,NA,NA,NA,NA,NA,NA,"Brasil","São Paulo","Itirapina",NA,"-47.816667","-22.25","47°49'W","22°15'S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2016-07-05 11:14:19-03","FFCLRP","LBMBP","886","S","Plantae",NA,NA,NA,"Orchidaceae","Oncidium","montanum","Oncidium montanum","Barb.Rodr.","E.R. Pansarin",NA,NA,NA,NA,NA,NA,NA,NA,"Brasil","São Paulo","Itirapina",NA,"-47.816667","-22.25","47°49'W","22°15'S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2020-06-30 18:32:37-03","UFJF","CESJ","67174","PreservedSpecimen","Plantae","Angiosperma",NA,NA,"Orchidaceae","Coppensia","montana","Coppensia montana","(Barb.Rodr.) Campacci","L. Menini Neto","2016","04",NA,"L.V.V. Cruz; T.R. Fonseca","114","2015","12","17","Brasil","Minas Gerais","Lima Duarte","Parque Estadual do Ibitipoca, Subida para a Lombada","-43.793098449707","-21.8425006866455",NA,NA,"30417",NA,NA,"Erva, flores amarelas, ca. 40 cm alt., em campo encharcável","auto","América do Sul",NA,"CESJ067174",NA,NA,NA,NA
"40","2019-11-21 14:40:53-03","UFJF","CESJ","68934","PreservedSpecimen","Plantae","Angiosperma",NA,NA,"Orchidaceae","Oncidium","barbaceniae","Oncidium barbaceniae","Lindl.","L. Menini Neto","2017","07","21","P.H. Cardoso; F.R.G. Salimena","34","2017","03","25","Brasil","MInas Gerais","Baependi","Parque Estadual da Serra do Papagaio, Campo de Altitude entre gramíneas","-44.8899993896484","-21.9589004516602",NA,NA,"29865",NA,NA,"Terrestre, ca. 40 cm alt., labelo amarelo pintalgado de marrom","auto","América do Sul",NA,"CESJ068934",NA,NA,NA,NA
"41","2019-11-21 14:40:53-03","UFJF","CESJ","22604","PreservedSpecimen","Plantae","Angiosperma",NA,NA,"Orchidaceae","Oncidium","fuscans","Oncidium fuscans","Rchb. f.","F. de Barros","1990","03","07","L. Krieger; et alii","CESJ22604","1988","09","17","Brasil","Minas Gerais",NA,"Parque Nacional do Caparaó",NA,NA,NA,NA,NA,NA,NA,"Sobre rocha gaisse, mais ou menos 2000m.s.m. Flores amarelas, lugar ensolarado.",NA,"América do Sul",NA,"CESJ022604","CESJ022604",NA,NA,NA
"42","2021-03-01 16:20:10-03","UNICAMP","UEC","131488","S","Plantae","Liliopsida",NA,NA,"Orchidaceae","Gomesa","barbaceniae","Gomesa barbaceniae","(Lindl.) M.W.Chase & N.H.Williams","Meneguzzo, TEC","2015",NA,NA,"Souza, VC; Souza, JP; Scalon, VR; Campos, FJ","10049","1996","01","11","Brazil","Minas Gerais","Caeté","Serra da Piedade, Campo rupestre.","-43.666667","-19.816667","-43.666667","-19.816667",NA,"1480","1480","Erva; sépalaexternas castanho-avermelhadas com margem amarela; labelo amarelo com manchas vermelhas sob coluna.",NA,NA,NA,"UEC001815","UEC001815",NA,NA,NA
"43","2021-03-01 16:20:10-03","UNICAMP","UEC","172496","S","Plantae","Liliopsida",NA,NA,"Orchidaceae","Gomesa","barbaceniae","Gomesa barbaceniae","(Lindl.) M.W.Chase & N.H.Williams","Meneguzzo, TEC","2015",NA,NA,"Marcondes-Ferreira, W; Dutilh, JHA; Kinoshita, LS","1378","1996","12","10","Brazil","Minas Gerais","Serra da Canastra","Perto da porteira da entrada.",NA,NA,NA,NA,NA,NA,NA,"Flores amarelas.; Solo turfoso.",NA,NA,NA,"UEC084824","UEC084824",NA,NA,NA
"44","2021-03-01 16:20:10-03","UNICAMP","UEC","23453","S","Plantae","Liliopsida",NA,NA,"Orchidaceae","Gomesa","barbaceniae","Gomesa barbaceniae","(Lindl.) M.W.Chase & N.H.Williams","Meneguzzo, TEC","2015",NA,NA,"Mathes, LAF","660","1980","12","02","Brazil","Minas Gerais","Poços de Caldas","Estrada para o Campo do Saco.","-46.564722","-21.838889","-46.564722","-21.838889",NA,NA,NA,"Flores amarelas.",NA,NA,NA,"UEC017584","UEC017584",NA,NA,NA
"45","2021-03-01 16:20:10-03","UNICAMP","UEC","25052","S","Plantae","Liliopsida",NA,NA,"Orchidaceae","Gomesa","barbaceniae","Gomesa barbaceniae","(Lindl.) M.W.Chase & N.H.Williams","Meneguzzo, TEC","2015",NA,NA,"Shepherd, GJ; Shepherd, SLK","12829","1980","08","01","Brazil","São Paulo",NA,"Serra da Bocaina, Estrada para Silveiras., 25 Km de S. J. do Barreiro perto da fazenda Pinheirinho. Em campo.",NA,NA,NA,NA,NA,"1600","1600","Erva de até 60 cms, labelum amarelo sepalas vinosas.",NA,NA,NA,"UEC017513","UEC017513",NA,NA,NA
"46","2021-03-01 16:20:10-03","UNICAMP","UEC","25808","S","Plantae","Liliopsida",NA,NA,"Orchidaceae","Gomesa","barbaceniae","Gomesa barbaceniae","(Lindl.) M.W.Chase & N.H.Williams","Meneguzzo, TEC","2015",NA,NA,"Leitão Filho, HF","1486","1981","12","01","Brazil","Minas Gerais","Poços de Caldas","Caminho para o Morro do Ferro.","-46.564722","-21.838889","-46.564722","-21.838889",NA,NA,NA,"Terrestre, labelo amarelo, com pétalas e sépalas marrom.",NA,NA,NA,"UEC017585","UEC017585",NA,NA,NA
"47","2021-03-01 16:20:10-03","UNICAMP","UEC","29747","S","Plantae","Liliopsida",NA,NA,"Orchidaceae","Gomesa","barbaceniae","Gomesa barbaceniae","(Lindl.) M.W.Chase & N.H.Williams","Meneguzzo, TEC","2015",NA,NA,"Pereira, SC","1532a","1981","12","02","Brazil","Minas Gerais","Poços de Caldas","Santa Rosália","-46.564722","-21.838889","-46.564722","-21.838889",NA,NA,NA,"Pétalas e sépalas verdes com manchas marrons, labelo venulado de roxo-perfumados.",NA,NA,NA,"UEC017512","UEC017512",NA,NA,NA
"48","2021-03-01 16:20:10-03","UNICAMP","UEC","79017","S","Plantae","Liliopsida",NA,NA,"Orchidaceae","Gomesa","barbaceniae","Gomesa barbaceniae","(Lindl.) M.W.Chase & N.H.Williams","Meneguzzo, TEC","2015",NA,NA,"Borba, EL; Stehmann, JR; Ippolito, A; Reis, C","172","1995","12","11","Brazil","Santa Catarina","Lages","Estrada para São Joaquim, Afloramento rochoso próx. a ponte do Rio Caveiras.","-50.194167","-27.865556","-50.194167","-27.865556",NA,"1030","1030","Labelo amarelo, pétalas e sépalas amarelas com pintas castanhas.",NA,NA,NA,"UEC017511","UEC017511",NA,NA,NA
"49","2021-03-01 16:20:10-03","UNICAMP","UEC",NA,"S","Plantae","Liliopsida",NA,NA,"Orchidaceae","Gomesa","barbaceniae","Gomesa barbaceniae","(Lindl.) M.W.Chase & N.H.Williams","Meneguzzo, TEC","2015",NA,NA,"Marcondes-Ferreira, W; Dutilh, JHA; Kinoshita, LS","1378","1996","12","10","Brazil","Minas Gerais","Serra da Canastra","Perto da porteira da entrada.",NA,NA,NA,NA,NA,NA,NA,"Flores amarelas.; Solo turfoso.",NA,NA,NA,"UEC001814",NA,NA,NA,NA
"50","2021-03-01 16:20:10-03","UNICAMP","UEC","146027","S","Plantae","Liliopsida",NA,NA,"Orchidaceae","Gomesa","barbaceniae","Gomesa barbaceniae","(Lindl.) M.W.Chase & N.H.Williams","Meneguzzo, TEC","2015",NA,NA,"Forster, W; Koehler, S; Rodrigues, JF","1343","2009","01","22","Brazil","Minas Gerais","Alto Caparaó","Parque Nacional do Caparaó, Rio José Pedro; localidade Cachoeira Bonita.","-41.8683013916016","-20.4333000183105",NA,NA,"21645","1750","1750","Erva terrícola, exposta ao sol em solo pedregoso. Flores vistosas, sépalas e pétalas amarelas maculadas de marrom-avermelhado; labelo amarelo concolor.; Área de transição de Floresta Ombrófila Densa para campo de altitude.","auto",NA,NA,"UEC074657","UEC074657",NA,NA,NA
