"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","class","relatedCatalogItem","fieldNumber","individualCount","typeStatus","infraspecificEpithet"
"11","2021-03-15 16:37:00-03","NY","NYBG","985266","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Sapindaceae","Dilodendron","bipinnatum","Dilodendron bipinnatum","Radlk.","J. A. Ratter","J. A. Ratter","R.1874","1968","06","21","South America","Brazil","Mato Grosso",NA,"8km E of the Base Camp of the Expedition (Base Camp c. 270km N of Xavantina on the Xavantina - São Félix road)","-51.87","-12.9","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1082755' target='other'> <mi>dwc_moreinfo</mi></a>","NY00985266","NY00985266_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","887205","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Sapindaceae","Dilodendron","bipinnatum","Dilodendron bipinnatum","Radlk.","J. R. Pirani","G. G. Hatschbach","42489","1979","07","12","South America","Brazil","Bahia","Barreiras","Rio das Ondas.","-44.99","-12.1531","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1086418' target='other'> <mi>dwc_moreinfo</mi></a>","NY00887205","NY00887205_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2016-09-29 18:57:00-03","NY","NYBG","44236","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Sapindaceae","Dilodendron","bipinnatum","Dilodendron bipinnatum",NA,"J. A. Kallunki","M. J. G. Hopkins","268","1983","08","08","South America","Bolivia","Santa Cruz","Ñuflo de Chávez","Ca. 40 km south of Ascención de los Guarayos","-63.08","-15.92","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=805391' target='other'> <mi>dwc_moreinfo</mi></a>","NY00044236",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","1145162","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Sapindaceae","Dilodendron","bipinnatum","Dilodendron bipinnatum","Radlk.","J. A. Steyermark; A. H. Gentry","H. S. Irwin","31317","1971","03","02","South America","Brazil","Bahia","Barreiras","Valley of the Rio das Ondas, ca. 10 km W. of Barreiras","-45.015","-12.1475","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1306632' target='other'> <mi>dwc_moreinfo</mi></a>","NY01145162","NY01145162_01","500","500",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","985264","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Sapindaceae","Dilodendron","bipinnatum","Dilodendron bipinnatum","Radlk.","J. R. Pirani","J. R. Pirani","CFCR880","1981","04","14","South America","Brazil","Minas Gerais",NA,"Estr. Montes Claros-Grão Mogol. 15km de Grão Mogol.",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1082753' target='other'> <mi>dwc_moreinfo</mi></a>","NY00985264","NY00985264_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2020-01-28 13:11:33-03","MCN-PUC-MINAS","HPUC-MG","ANG1429","S","Plantae",NA,NA,"Sapindaceae","Dilodendron","bipinnatum","Dilodendron bipinnatum",NA,"M.F.Vasconcelos","M.F.Vasconcelos","12-049","2012","07","14",NA,"Brasil","Minas Gerais","Riacho dos Machados","Prox. Riacho dos Machados","-43.116667","-16.033333",NA,NA,NA,NA,NA,NA,NA,NA,"43°07'W","16°02'S",NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2020-06-29 11:32:33-03","UFRJ","RFA","34984","PreservedSpecimen","Plantae",NA,NA,"Sapindaceae","Dilodendron","bipinnatum","Dilodendron bipinnatum","Radlk.","C.M. Vieira","C.M. Vieira","1451","2003","08","20",NA,"Brasil","Mato Grosso do Sul","Corumbá","Morro do Urucum. Trilha do acesso ao refeitório Urucum Mineiração","-57.613333","-19.189167",NA,"Árvore ocasional na mata. Folhas verdes discolores. Frutos imaturos verdes","RFA22513",NA,NA,NA,NA,NA,"57º36'48''W","19º11'21''S",NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2018-08-28 10:13:22-03","UNEMAT","TANG","841","S","Plantae",NA,NA,"Sapindaceae","Dilodendron","bipinnatum","Dilodendron bipinnatum","Radlk.",NA,"Koch, AK; Santos, MC","15","2007","04","25",NA,"Brasil","Mato Grosso","Tangará da Serra","Serra Tapirapuã","-57.4858016967773","-14.6194000244141",NA,"folhas compostas, folioladas, paripenadasfrutos secos deiscentes, dispostos em cachos, arbustivo-arbóreo","TANG000000841",NA,NA,NA,"175746","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-30 12:48:51-03","EAO","IAN","14524","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Sapindaceae","Dilodendron","bipinnatum","Dilodendron bipinnatum","Radlk.","Barreto, M","Magalhães, MG","955","1941","10","06","Southern America","Brasil","Minas Gerais","Belo Horizonte","Capoeira; Borges.","-43.937801361084","-19.9207992553711",NA,"Árvore de 10 metros de altura. Muito frequente.","IAN014524","IAN014524 IAN014524_e",NA,NA,"17082","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-30 12:48:51-03","EAO","IAN","79972","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Sapindaceae","Dilodendron","bipinnatum","Dilodendron bipinnatum","Radlk.","Figueira, M","Fróes, RL","29973","1953","07","03","Southern America","Brasil","Pará","Conceição do Araguaia","Região do Olho D'Água, composição dos carrascos entre trechos de matas e campos.","-49.2647018432617","-8.25778007507324",NA,"Árvore de 18m de altura; flores alaranjadas, escuras.","IAN079972",NA,NA,NA,"73105","auto",NA,NA,"2019","12","18",NA,NA,NA,NA,NA,NA
"21","2020-11-26 18:09:42-03","CPAN-UFMS","COR","4268","PreservedSpecimen","Plantae",NA,NA,"Sapindaceae","Dilodendron","bipinnatum","Dilodendron bipinnatum","Radlk.","Proença, C. & Andrade, I.","Kirkbride-Júnior, J. H.","3649","1980","10","08",NA,"Brasil","Distrito Federal","Brasília","Perto do Rio das Salinas","-47.95","-15.516667",NA,"Árvore com 8-10 m de altura; frutos verdes Habito: Árvore",NA,NA,"840","840",NA,NA,"47º57'0''W","15º31'0''S","1994",NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-02-12 16:06:38-03","CPAN-UFMS","COR","3937","PreservedSpecimen","Plantae",NA,NA,"Sapindaceae","Dilodendron","bipinnatum","Dilodendron bipinnatum","Radlk.",NA,"Damasceno-Júnior, G. A.; Bezerra, M. A. O. & Bortolotto, I. M.",NA,"1993","08","15",NA,"Brasil","Mato Grosso do Sul","Corumbá","Pantanal do Abobral; fazenda Santa Helena","-57.063889","-19.384167",NA,"Árvore, 10 m de altura Habito: Árvore",NA,NA,"95","95",NA,NA,"57º3'50''W","19º23'3''S",NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-02 16:29:17-03","CPAN-UFMS","COR","17042","PreservedSpecimen","Plantae",NA,NA,"Sapindaceae","Dilodendron","bipinnatum","Dilodendron bipinnatum","Radlk.","Sinani, T.R.F.","Silva, N.F.; Sartori, A.L.B.; Fabri, J.R.; Piva, T.C.; Sinani, T.R.F.","133","2014","12","13",NA,"Brasil","Mato Grosso do Sul","Miranda","Margem da estrada MS-243, próximo aos trilhos da ferrovia.","-56.763889","-20.079167",NA,"Habito: Árvore",NA,NA,"118","118",NA,NA,"56º45'50''W","20º4'45''S","2014","12","13",NA,NA,NA,NA,NA,NA
"24","2020-11-26 18:09:42-03","CPAN-UFMS","COR","9863","PreservedSpecimen","Plantae",NA,NA,"Sapindaceae","Dilodendron","bipinnatum","Dilodendron bipinnatum","Radlk.","Resende, U. M.","Resende, U. M.; Aragaki, S.","1201","2002","05","25",NA,"Brasil","Mato Grosso do Sul","Bodoquena","Fazenda Califórnia","-55.715278","-20.539167",NA,"Árvore, heliófita; flor amarela clara; fruto ausente; estado de conservação regular Habito: Árvore",NA,NA,NA,NA,NA,NA,"55º42'55''W","20º32'21''S",NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-02-12 16:06:38-03","CPAN-UFMS","COR","3946","PreservedSpecimen","Plantae",NA,NA,"Sapindaceae","Dilodendron","bipinnatum","Dilodendron bipinnatum","Radlk.",NA,"Damasceno-Júnior, G. A.; Bezerra, M. A. O. & Bortolotto, I. M.",NA,"1993","08","14",NA,"Brasil","Mato Grosso do Sul","Corumbá","Pantanal do Abobral; fazenda Santa Helena","-57.063889","-19.384167",NA,"Árvore, 9 m de altura Habito: Árvore",NA,NA,"95","95",NA,NA,"57º3'50''W","19º23'3''S",NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-02-12 16:06:38-03","CPAN-UFMS","COR","7343","PreservedSpecimen","Plantae",NA,NA,"Sapindaceae","Dilodendron","bipinnatum","Dilodendron bipinnatum","Radlk.",NA,"Damasceno-Júnior, G. A.",NA,"1993","06","18",NA,"Brasil","Mato Grosso do Sul","Corumbá","Pantanal do Abobral; fazenda Santa Helena","-57.063889","-19.384167",NA,"Árvore, 10 m de altura Habito: Árvore",NA,NA,"95","95",NA,NA,"57º3'50''W","19º23'3''S",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-02-12 16:06:38-03","CPAN-UFMS","COR","7352","PreservedSpecimen","Plantae",NA,NA,"Sapindaceae","Dilodendron","bipinnatum","Dilodendron bipinnatum","Radlk.","Pott, A.","Damasceno-Júnior, G. A.",NA,"1992","07","27",NA,"Brasil","Mato Grosso do Sul","Corumbá","Pantanal do Abobral; fazenda Santa Helena","-57.063889","-19.384167",NA,"Árvore Habito: Árvore",NA,NA,"95","95",NA,NA,"57º3'50''W","19º23'3''S",NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2020-11-26 18:09:42-03","CPAN-UFMS","COR","9307","PreservedSpecimen","Plantae",NA,NA,"Sapindaceae","Dilodendron","bipinnatum","Dilodendron bipinnatum","Radlk.",NA,"Damasceno Júnior, G.A.; Bortolotto, I.M.; Ishii, I.H.; Nakajima, J.N.; Sciamareli, A.; Assis, E. L.M.; Velasques, J.S.; Gonçalves, P.V.; Cruz, H. D.; Porfirio, G.E.O.; Rodriguez, D.P.; Nascimento, V. L.; Alves, F. M. & Sales, J. L.","2553","2002","10","19",NA,"Brasil","Mato Grosso do Sul","Corumbá","Morros Dourados - Fazenda do Sr. Moises e Dona Jovina. Mata semidecidua; litólico com afloramento de rochas quartzozas; Morro.","-57.491389","-18.050556",NA,"Com fruto:marrom Habito: árvore de 10 m",NA,NA,NA,NA,NA,NA,"57º29'29''W","18º3'2''S",NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-02-12 16:06:38-03","CPAN-UFMS","COR","14123","PreservedSpecimen","Plantae",NA,NA,"Sapindaceae","Dilodendron","bipinnatum","Dilodendron bipinnatum","Radlk.",NA,"Damasceno-Júnior, G. A.; Bortolotto, I. M. & Rodrigues, R.","354","1993","10","02",NA,"Brasil","Mato Grosso do Sul","Corumbá","Passo do Lontra; UFMS/BEP - Base de Pesquisa do Pantanal; mata ciliar do rio Miranda","-57.018889","-19.576944",NA,"Árvore Habito: Árvore",NA,NA,"95","95",NA,NA,"57º1'8''W","19º34'37''S",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-02 16:29:17-03","CPAN-UFMS","COR","17041","PreservedSpecimen","Plantae",NA,NA,"Sapindaceae","Dilodendron","bipinnatum","Dilodendron bipinnatum","Radlk.","Damasceno Jr., G.A.","Córdova, M.O.;; Rotta, J.A.; Freitas, T.G.; Damasceno Jr., G.A.","38","2018","10","16",NA,"Brasil","Mato Grosso do Sul","Corumbá","Fazenda São Bento, sub-região do Abobral.","-57.0025","-19.508056",NA,"Habito: Árvore",NA,NA,"101","101",NA,NA,"57º0'9''W","19º30'29''S","2012","10","16",NA,NA,NA,NA,NA,NA
"31","2021-03-02 16:29:17-03","CPAN-UFMS","COR","17040","PreservedSpecimen","Plantae",NA,NA,"Sapindaceae","Dilodendron","bipinnatum","Dilodendron bipinnatum","Radlk.","Damasceno-Júnior, G. A.","Azevedo, D.T.; Borges, D. B.; Oliveira, A. P. P.; Silva, L. V.; Damasceno-Júnior, G. A.","110","2012","10","20",NA,"Brasil","Mato Grosso do Sul","Bonito","Parque Nacional da Serra da Bodoquena","-56.708889","-20.961667",NA,"Habito: Árvore",NA,NA,NA,NA,NA,NA,"56º42'32''W","20º57'42''S","2012","10","20",NA,NA,NA,NA,NA,NA
"32","2021-02-12 16:06:38-03","CPAN-UFMS","COR","3684","PreservedSpecimen","Plantae",NA,NA,"Sapindaceae","Dilodendron","bipinnatum","Dilodendron bipinnatum","Radlk.",NA,"Damasceno-Júnior, G. A.",NA,"1993","10","01",NA,"Brasil","Mato Grosso do Sul","Corumbá","Pantanal da Nhecolândia/Abobral; fazenda Santa Helena","-57.063889","-19.384167",NA,"Árvore, 10 m de altura Habito: Árvore",NA,NA,"95","95",NA,NA,"57º3'50''W","19º23'3''S",NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-02-12 16:06:38-03","CPAN-UFMS","COR","3945","PreservedSpecimen","Plantae",NA,NA,"Sapindaceae","Dilodendron","bipinnatum","Dilodendron bipinnatum","Radlk.",NA,"Damasceno-Júnior, G. A.; Bezerra, M. A. O. & Bortolotto, I. M.",NA,"1993","10","01",NA,"Brasil","Mato Grosso do Sul","Corumbá","Pantanal do Abobral; fazenda Santa Helena","-57.063889","-19.384167",NA,"Árvore, 10 m de altura Habito: Árvore",NA,NA,"95","95",NA,NA,"57º3'50''W","19º23'3''S",NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-02-12 16:06:38-03","CPAN-UFMS","COR","3948","PreservedSpecimen","Plantae",NA,NA,"Sapindaceae","Dilodendron","bipinnatum","Dilodendron bipinnatum","Radlk.",NA,"Damasceno-Júnior, G. A.; Bezerra, M. A. O.",NA,"1992","07","28",NA,"Brasil","Mato Grosso do Sul","Corumbá","Pantanal do Abobral; fazenda Santa Helena","-57.063889","-19.384167",NA,"Árvore, 8 m de altura Habito: Árvore",NA,NA,"95","95",NA,NA,"57º3'50''W","19º23'3''S",NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2020-11-26 18:09:42-03","CPAN-UFMS","COR","9243","PreservedSpecimen","Plantae",NA,NA,"Sapindaceae","Dilodendron","bipinnatum","Dilodendron bipinnatum","Radlk.",NA,"Damasceno-Júnior, G. A.; Bortolotto, I. M.; Ishii, I. H.; Nakajima, J. N.; Sciamareli, A.; Assis, E. L. M.; Velasques, J. S.; Gonçalves, P. V.; Cruz, H. D.; Porfirio, G. E. O.; Rodriguez, D. P.; Nascimento, V. L.; Alves, F. M. & Sales, J.","2548","2002","10","18",NA,"Brasil","Mato Grosso do Sul","Corumbá","Morro na margem da Baía Mandioré","-57.551944","-18.075278",NA,"Árvore com 10 m de altura; fruto marrom Habito: Árvore",NA,NA,NA,NA,NA,NA,"57º33'7''W","18º4'31''S",NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2020-05-19 10:30:43-03","UFBA","ALCB","54983","PreservedSpecimen","Plantae","Dicotyledon",NA,"Sapindaceae","Dilodendron","bipinnatum","Dilodendron bipinnatum","Radlk.","Pirani, JR; JR","França, F; Melo, E; et al.","3608","2001","05","16","Southern America","Brasil","Bahia","Cocos","Oeste, Ca. 22 km de Cocos","-44.705556","-14.273333",NA,"Até 2 m. Completamente sem folhas. Perianto esverdeado.","ALCB066236",NA,"540","540",NA,NA,"-44.705556","-14.273333","2002","04",NA,NA,NA,NA,NA,NA,NA
"37","2019-10-09 11:24:38-03","UFBA","ALCB","80213","PreservedSpecimen","Plantae","Dicotyledon",NA,"Sapindaceae","Dilodendron","bipinnatum","Dilodendron bipinnatum","Radlk.","Ferrucci, MS; Perdiz, R","Guedes, ML; Valadão, RM; Gomes, FS; Carvalho, G","13747","2007","08","29","Southern America","Brasil","Bahia","Cocos","Oeste, Caminho para a Faz. São domingos","-44.183333","-13.4",NA,"de ca 4 m de altura. Frutos vermelhos, na porção terminal dos ramos.","ALCB065069",NA,NA,NA,NA,NA,"-44.183333","-13.4","2010","11","16",NA,NA,NA,NA,NA,NA
"38","2019-10-09 11:24:38-03","UFBA","ALCB","78365","PreservedSpecimen","Plantae","Dicotyledon",NA,"Sapindaceae","Dilodendron","bipinnatum","Dilodendron bipinnatum","Radlk.","Ferrucci, MS; Perdiz, R","Guedes, ML; Valadão, RM; et al.","13327","2007","05","08","Southern America","Brasil","Bahia","Feira da Mata","Médio São Francisco","-44.2125","-14.231667",NA,"Ca. 7m de alt.; PAP 22,5 cm. Folhas com foliólulos mebranáceos, pubescentes.",NA,NA,"454","454",NA,NA,"-44.2125","-14.231667","2010",NA,NA,NA,NA,NA,NA,NA,NA
"39","2019-10-09 11:24:38-03","UFBA","ALCB","78365","PreservedSpecimen","Plantae","Dicotyledon",NA,"Sapindaceae","Dilodendron","bipinnatum","Dilodendron bipinnatum","Radlk.","Guedes, ML","Guedes, ML; Valadão, RM; Oliveira, MRA de; Gomes, FS","13327","2007","05","08","Southern America","Brasil","Bahia","Feira da Mata","Médio São Francisco","-44.2125","-14.231667",NA,"de 7 m de altura, PAP 22,5 cm. Folhas com foliólulos membranáceos, pubescentes. T3,P7; indivíduo nº 143. Material estéril.","ALCB065072",NA,"454","454",NA,NA,"-44.2125","-14.231667","2007","05",NA,NA,NA,NA,NA,NA,NA
"40","2019-10-09 11:24:38-03","UFBA","ALCB","80897","PreservedSpecimen","Plantae","Dicotyledon",NA,"Sapindaceae","Dilodendron","bipinnatum","Dilodendron bipinnatum","Radlk.","Guedes, ML","Guedes, ML; Valadão, RM; Carvalho, G; Oliveira, MRA de","13845","2007","09","24","Southern America","Brasil","Bahia","Cocos","Oeste, Fazenda São Domingos","-44.548333","-14.2725",NA,"de ca 8 m de altura. PAP 61,5 cm + 46 cm . Folhas com foliólulos membranáceos, pubescente. Material estéril. T03P09. Ind. 223.","ALCB065071",NA,NA,NA,NA,NA,"-44.548333","-14.2725","2007","09",NA,NA,NA,NA,NA,NA,NA
"41","2019-10-09 11:24:38-03","UFBA","ALCB","80897","PreservedSpecimen","Plantae","Dicotyledon",NA,"Sapindaceae","Dilodendron","bipinnatum","Dilodendron bipinnatum","Radlk.","Ferrucci, MS; Perdiz, R","Guedes, ML; Valadão, RM; et al.","13845","2007","09","24","Southern America","Brasil","Bahia","Cocos","Oeste, Faz. São Domingos","-44.548333","-14.2725",NA,"Ca. 8m de alt.; PAP 61,5, cm + 46 cm. Folhas com foliólulos membranáceos, pubescente.",NA,NA,NA,NA,NA,NA,"-44.548333","-14.2725","2010",NA,NA,NA,NA,NA,NA,NA,NA
"42","2019-10-09 11:24:38-03","UFBA","ALCB","80930","PreservedSpecimen","Plantae","Dicotyledon",NA,"Sapindaceae","Dilodendron","bipinnatum","Dilodendron bipinnatum","Radlk.","Ferrucci, MS; Perdiz, R","Guedes, ML; Valadão, RM; Carvalho, G; Oliveira, MRA de","13578","2007","09","22","Southern America","Brasil","Bahia","Cocos","Oeste, Faz. São Domingos","-44.547222","-14.2725",NA,"de ca 8 m de altura. Folhas com folíolos jovens. Frutos cápsulas vináceas.","ALCB065070",NA,NA,NA,NA,NA,"-44.547222","-14.2725","2010","11","16",NA,NA,NA,NA,NA,NA
"43","2019-10-09 11:24:38-03","UFBA","ALCB",NA,"PreservedSpecimen","Plantae","Dicotyledon",NA,"Sapindaceae","Dilodendron","bipinnatum","Dilodendron bipinnatum","Radlk.","Hatschbach, G","Hatschbach, G; Hatschbach, M; Silva, JM","73856","2002","11","08","Southern America","Brasil","Mato Grosso do Sul","Bonito","Rodovia Bonito - Campo dos Índios, Córrego Seco","-56.466667","-21.116667",NA,"5 m. Fruto avermelhado.; rala na encosta rochosa do morro.",NA,NA,NA,NA,NA,NA,"-56.466667","-21.116667","2003",NA,NA,NA,NA,NA,NA,NA,NA
