"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","occurrenceRemarks","phylum","order","typeStatus","continentOcean","preparationType","coordinatePrecision","geoFlag","infraspecificEpithet","class","relatedCatalogItem","relationshipType","individualCount","fieldNumber","previousCatalogNumber","sex"
"11","2021-04-05 14:24:50-03","UNESC","CRI","7574","PreservedSpecimen","Plantae","Apocynaceae","Tabernaemontana","catharinensis","Tabernaemontana catharinensis","A.DC.","Marcelo R. Pasetto","2007","10","10","Marcelo Romagna Pasetto",NA,"2007","10","10","Brasil","Santa Catarina","Siderópolis","Jordão/Sao Pedro.","-49.424722","-28.598333","49º25'29''W","28º35'54''S","112","112","CRI000498","CRI000498",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","318357","PreservedSpecimen","Plantae","Apocynaceae","Tabernaemontana","affinis","Tabernaemontana affinis","Müll.Arg.",NA,NA,NA,NA,"J. B. E. Pohl","1844",NA,NA,NA,"Brazil",NA,NA,"Brasilia",NA,NA,NA,NA,NA,NA,"NY00318357","NY00318357_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=589737' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Gentianales","possible syntype","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","318358","PreservedSpecimen","Plantae","Apocynaceae","Tabernaemontana","affinis","Tabernaemontana affinis","Müll.Arg.",NA,NA,NA,NA,"J. B. E. Pohl","1842",NA,NA,NA,"Brazil",NA,NA,"Brasilia",NA,NA,NA,NA,NA,NA,"NY00318358","NY00318358_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=589738' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Gentianales","syntype","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","639234","PreservedSpecimen","Plantae","Apocynaceae","Tabernaemontana","affinis","Tabernaemontana affinis","Müll.Arg.",NA,NA,NA,NA,"M. J. N. Rodal","799","2000","02","10","Brazil","Pernambuco","Sao Lourenço da Mata","Estaçao Ecológica do Tapacurá","-34.95027778","-8.0127778",NA,NA,NA,NA,"NY00639234",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=589740' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Gentianales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","639232","PreservedSpecimen","Plantae","Apocynaceae","Tabernaemontana","affinis","Tabernaemontana affinis","Müll.Arg.",NA,NA,NA,NA,"E. L. Sette Silva","34","2000","11","07","Brazil","Pernambuco","Sao Lourenço da Mata","Estaçao Ecológica do Tapacurá","-34.95027778","-8.0127778",NA,NA,NA,NA,"NY00639232","NY00639232_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=589741' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Gentianales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","639233","PreservedSpecimen","Plantae","Apocynaceae","Tabernaemontana","affinis","Tabernaemontana affinis","Müll.Arg.",NA,NA,NA,NA,"M. J. N. Rodal","767","2000","01","24","Brazil","Pernambuco","Sao Lourenço da Mata","Estaçao Ecológica do Tapacurá","-34.95027778","-8.0127778",NA,NA,NA,NA,"NY00639233","NY00639233_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=589739' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Gentianales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","840266","PreservedSpecimen","Plantae","Apocynaceae","Tabernaemontana","australis","Tabernaemontana australis","Müll.Arg.","S. R. King",NA,NA,NA,"S. R. King","778","1987","07","26","Paraguay","Canindeyú",NA,"1km outside town of Ypé Jhú going towards Asunción","-55.17","-23.97",NA,NA,NA,NA,"NY00840266",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=436697' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Gentianales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","440707","PreservedSpecimen","Plantae","Apocynaceae","Tabernaemontana","catharinensis","Tabernaemontana catharinensis","A.DC.",NA,NA,NA,NA,"W. A. Archer","4201","1936","10","12","Brazil","São Paulo","Santa Cruz do Rio Pardo","Along river at Usina, 9 km west of Santa Cruz do Rio Pardo","-49.63","-22.89",NA,NA,NA,NA,"NY00440707","NY00440707_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=311770' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Gentianales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","440684","PreservedSpecimen","Plantae","Apocynaceae","Tabernaemontana","catharinensis","Tabernaemontana catharinensis","A.DC.",NA,NA,NA,NA,"J. C. Lindeman","5460","1967","06","19","Brazil","Paraná","Foz do Iguaçu","7 km E of Foz do Iguaçú, 1 km N. of Ponte de Amizade","-54.5881","-25.5481",NA,NA,NA,NA,"NY00440684","NY00440684_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=311738' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Gentianales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","4190707","PreservedSpecimen","Plantae","Apocynaceae","Tabernaemontana","catharinensis","Tabernaemontana catharinensis","A.DC.",NA,NA,NA,NA,"P. Bettella","32","1988","02","27","Bolivia","Santa Cruz","Andrés Ibáñez","8 km al Sur de la plaza central de Santa Cruz rumbo a Palmasola","-63.18","-17.85",NA,NA,"425",NA,"NY04190707",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4524263' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Gentianales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","4190713","PreservedSpecimen","Plantae","Apocynaceae","Tabernaemontana","catharinensis","Tabernaemontana catharinensis","A.DC.",NA,NA,NA,NA,"M. H. Nee","37939","1989","12","04","Bolivia","Santa Cruz","Andrés Ibáñez","12 km E of center of Santa Cruz, on road to Cotoca","-63.07","-17.77",NA,NA,"375",NA,"NY04190713",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4524269' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Gentianales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","440678","PreservedSpecimen","Plantae","Apocynaceae","Tabernaemontana","catharinensis","Tabernaemontana catharinensis","A.DC.",NA,NA,NA,NA,"G. G. Hatschbach","48641","1984","12","05","Brazil","Espírito Santo","Conceiçao do Castelo","Rod. BR-262","-41.2439","-20.3683",NA,NA,NA,NA,"NY00440678","NY00440678_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=311733' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Gentianales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","440696","PreservedSpecimen","Plantae","Apocynaceae","Tabernaemontana","catharinensis","Tabernaemontana catharinensis","A.DC.",NA,NA,NA,NA,"A. Sehnem","13875","1973","11","03","Brazil","Santa Catarina","Imbituba","Imbituba p. Vila Nova","-48.6703","-28.24",NA,NA,NA,NA,"NY00440696","NY00440696_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=311753' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Gentianales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","440680","PreservedSpecimen","Plantae","Apocynaceae","Tabernaemontana","catharinensis","Tabernaemontana catharinensis","A.DC.",NA,NA,NA,NA,"J. C. Lindeman","761","1966","03","23","Brazil","Paraná","Terra Boa","Forest Reserve of CMNP S. of the Rio Ivaí, ca. 30 km E. of Cianorte. Ribeirao Abelho near the Ivaí","-52.4442","-23.7683",NA,NA,NA,NA,"NY00440680","NY00440680_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=311737' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Gentianales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","440670","PreservedSpecimen","Plantae","Apocynaceae","Tabernaemontana","catharinensis","Tabernaemontana catharinensis","A.DC.",NA,NA,NA,NA,"M. M. T. Rosa","147","1983","12","01","Brazil","Rio de Janeiro","Piraí","Piraí, Estaçao Ecológica de Piraí","-43.8981","-22.6294",NA,NA,NA,NA,"NY00440670","NY00440670_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=311764' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Gentianales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2016-09-29 10:51:00-03","NY","NYBG","440671","PreservedSpecimen","Plantae","Apocynaceae","Tabernaemontana","catharinensis","Tabernaemontana catharinensis",NA,NA,NA,NA,NA,"Z. A. Trinta","2101","1964","12","07","Brazil","Rio de Janeiro",NA,"Entre Macaé e Barra",NA,NA,NA,NA,NA,NA,"NY00440671","NY00440671_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=311754' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Gentianales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","4190702","PreservedSpecimen","Plantae","Apocynaceae","Tabernaemontana","catharinensis","Tabernaemontana catharinensis","A.DC.",NA,NA,NA,NA,"M. Menacho","638","1994","09","21","Bolivia","Santa Cruz","Ignacio Warnes","Pampa de Viru-Viru, estacion de ferrocarril abandonada atras del aeropuerto Viru-Viru","-63.0997","-17.5844",NA,NA,"360","380","NY04190702",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4524258' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Gentianales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","971337","PreservedSpecimen","Plantae","Apocynaceae","Tabernaemontana","catharinensis","Tabernaemontana catharinensis","A.DC.",NA,NA,NA,NA,"E. P. Heringer","17956","1980","09","27","Brazil","Distrito Federal","Brasília","Estação Experimental de Biologia UnB.","-47.9294","-15.7797",NA,NA,NA,NA,"NY00971337","NY00971337_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1071405' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Gentianales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","440686","PreservedSpecimen","Plantae","Apocynaceae","Tabernaemontana","catharinensis","Tabernaemontana catharinensis","A.DC.","A. Uhlmann",NA,NA,NA,"A. Uhlmann",NA,"1997","10","22","Brazil","Paraná","Telêmaco Borba","Parque Ecológico Samuel Klabin","-50.57","-24.33",NA,NA,NA,NA,"NY00440686","NY00440686_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=311729' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Gentianales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","887243","PreservedSpecimen","Plantae","Apocynaceae","Tabernaemontana","catharinensis","Tabernaemontana catharinensis","A.DC.","L. S. Kinoshita-Gouvêa",NA,NA,NA,"D. A. de Grande","176","1978","11","30","Brazil","São Paulo","Cananéia","Ilha do Cardoso, entre Pier e a captação de agua salgada.","-47.9197","-25.0103",NA,NA,NA,NA,"NY00887243","NY00887243_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1090125' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Gentianales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","440673","PreservedSpecimen","Plantae","Apocynaceae","Tabernaemontana","catharinensis","Tabernaemontana catharinensis","A.DC.","A. J. M. Leeuwenberg",NA,NA,NA,"G. G. Hatschbach","40327","1977","10","05","Brazil","Paraná","Cerro Azul","Rio Turvo","-49.2608","-24.8236",NA,NA,NA,NA,"NY00440673","NY00440673_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=311745' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Gentianales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","423608","PreservedSpecimen","Plantae","Apocynaceae","Tabernaemontana","catharinensis","Tabernaemontana catharinensis","A.DC.","A. J. M. Leeuwenberg",NA,NA,NA,"M. H. Nee","48743","1998","03","21","Bolivia","Santa Cruz","Cordillera","Along new highway from Santa Cruz to Ibapó, 7.5 km S of Basilio.","-63.18","-18.18",NA,NA,"525","525","NY00423608",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=311722' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Gentianales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","4190706","PreservedSpecimen","Plantae","Apocynaceae","Tabernaemontana","catharinensis","Tabernaemontana catharinensis","A.DC.",NA,NA,NA,NA,"M. H. Nee","50332","1999","10","28","Bolivia","Santa Cruz","Andrés Ibáñez","on SE side of Río Piraí, 1.8 km along dirt road S from Santa Cruz - Samaipata highway bridge at Tarumá","-63.45","-18.12",NA,NA,"625",NA,"NY04190706",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4524262' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Gentianales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","1034249","PreservedSpecimen","Plantae","Apocynaceae","Tabernaemontana","catharinensis","Tabernaemontana catharinensis","A.DC.","R. Spichiger",NA,NA,NA,"A. C. Cervi","CA7213","1994","11","16","Brazil","Alagoas","Quebrangulo","Reserva Biológica de Pedra Talhada.","-36.42","-9.25",NA,NA,NA,NA,"NY01034249","NY01034249_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1248989' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Gentianales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2016-09-29 10:51:00-03","NY","NYBG","440697","PreservedSpecimen","Plantae","Apocynaceae","Tabernaemontana","catharinensis","Tabernaemontana catharinensis",NA,NA,NA,NA,NA,"L. B. Smith","12944","1964","10","24","Brazil","Santa Catarina","Piratuba","Vila Rica, by Rio do Peixe. Uruguai","-51.7717","-27.4197",NA,NA,"350","400","NY00440697","NY00440697_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=311760' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Gentianales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","423588","PreservedSpecimen","Plantae","Apocynaceae","Tabernaemontana","catharinensis","Tabernaemontana catharinensis","A.DC.","M. H. Nee",NA,NA,NA,"M. H. Nee","48281","1998","02","13","Bolivia","Santa Cruz","Andrés Ibáñez","Along dirt road the turnoff at 3 km WSW of bridge over Río Piraí on highway from Santa Cruz to Samaipata.","-63.47","-18.1417",NA,NA,"575","575","NY00423588",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=311724' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Gentianales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","440687","PreservedSpecimen","Plantae","Apocynaceae","Tabernaemontana","catharinensis","Tabernaemontana catharinensis","A.DC.",NA,NA,NA,NA,"J. C. Lindeman","2729","1966","10","16","Brazil","Paraná","Cândido de Abreu","7 km E. of Candido d'Abreu, Fazenda do Visconde Laguiche","-51.3331","-24.5669",NA,NA,"850","850","NY00440687","NY00440687_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=311769' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Gentianales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","971334","PreservedSpecimen","Plantae","Apocynaceae","Tabernaemontana","catharinensis","Tabernaemontana catharinensis","A.DC.",NA,NA,NA,NA,"W. A. Ducke","2362",NA,NA,NA,"Brazil","Ceará","Fortaleza","Itapiri, tabuleiro.","-38.5431","-3.7172",NA,NA,NA,NA,"NY00971334","NY00971334_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1071390' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Gentianales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","440681","PreservedSpecimen","Plantae","Apocynaceae","Tabernaemontana","catharinensis","Tabernaemontana catharinensis","A.DC.",NA,NA,NA,NA,"G. G. Hatschbach","16589","1967","06","19","Brazil","Paraná","Foz do Iguaçu","Ponte da Amizade","-54.5881","-25.5481",NA,NA,NA,NA,"NY00440681","NY00440681_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=311735' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Gentianales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","440710","PreservedSpecimen","Plantae","Apocynaceae","Tabernaemontana","catharinensis","Tabernaemontana catharinensis","A.DC.","C. Ezcurra",NA,NA,NA,"O. Morrone","1617","1996","10","19","Argentina","Misiones","San Ignacio","6 km de S. Ignacio camino al paraje Payal","-55.55","-27.27",NA,NA,"61","122","NY00440710",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=311728' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Gentianales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","971330","PreservedSpecimen","Plantae","Apocynaceae","Tabernaemontana","catharinensis","Tabernaemontana catharinensis","A.DC.",NA,NA,NA,NA,"Y. E. J. Mexia","5185","1930","10","16","Brazil","Minas Gerais","Viçosa","Road to Barroso, about km. 6.","-42.8817","-20.7542",NA,NA,"700","700","NY00971330","NY00971330_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1071352' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Gentianales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","971331","PreservedSpecimen","Plantae","Apocynaceae","Tabernaemontana","catharinensis","Tabernaemontana catharinensis","A.DC.",NA,NA,NA,NA,"G. M. Magalhaes","15671","1959","09","14","Brazil","Minas Gerais","Medina","Itaobim.","-41.4767","-16.2225",NA,NA,NA,NA,"NY00971331","NY00971331_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1071380' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Gentianales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-03-15 16:37:00-03","NY","NYBG","440676","PreservedSpecimen","Plantae","Apocynaceae","Tabernaemontana","catharinensis","Tabernaemontana catharinensis","A.DC.",NA,NA,NA,NA,"G. G. Hatschbach","17591","1967","10","27","Brazil","Paraná","Rio Branco do Sul","Curiola","-49.3142","-25.1903",NA,NA,NA,NA,"NY00440676","NY00440676_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=311748' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Gentianales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
