"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","occurrenceRemarks","phylum","order","typeStatus","continentOcean","preparationType","coordinatePrecision","geoFlag","infraspecificEpithet","class","relatedCatalogItem","relationshipType","individualCount","fieldNumber","previousCatalogNumber","sex"
"1232","2020-12-21 16:12:57-03","MBM","MBM","170497","PreservedSpecimen","Plantae","Apocynaceae","Tabernaemontana","catharinensis","Tabernaemontana catharinensis","A. DC.","Arbo, M.M.",NA,NA,NA,"Arbo, M.M.; et al.; et al.","6127","1993","11","26","Argentina",NA,NA,NA,NA,NA,NA,NA,NA,NA,"MBM170497","MBM170497",NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1233","2020-12-21 16:12:57-03","MBM","MBM","17103","PreservedSpecimen","Plantae","Apocynaceae","Tabernaemontana","catharinensis","Tabernaemontana catharinensis","A. DC.",NA,NA,NA,NA,"Maruñak, V.","151","1970","11","08","Argentina",NA,NA,NA,NA,NA,NA,NA,NA,NA,"MBM017103","MBM017103",NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1234","2020-12-21 16:12:57-03","MBM","MBM","179470","PreservedSpecimen","Plantae","Apocynaceae","Tabernaemontana","catharinensis","Tabernaemontana catharinensis","A. DC.",NA,NA,NA,NA,"Krapovickas, A.; et al.; et al.","13232","1967","09","24","Paraguay",NA,NA,NA,NA,NA,NA,NA,NA,NA,"MBM179470","MBM179470",NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1235","2020-12-21 16:12:57-03","MBM","MBM","179471","PreservedSpecimen","Plantae","Apocynaceae","Tabernaemontana","catharinensis","Tabernaemontana catharinensis","A. DC.",NA,NA,NA,NA,"Krapovickas, A.; et al.; et al.","13525","1967","09","26","Paraguay",NA,NA,NA,NA,NA,NA,NA,NA,NA,"MBM179471","MBM179471",NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1236","2020-12-21 16:12:57-03","MBM","MBM","179478","PreservedSpecimen","Plantae","Apocynaceae","Tabernaemontana","catharinensis","Tabernaemontana catharinensis","A. DC.",NA,NA,NA,NA,"Schinini, A.; et al.; et al.","13053","1976","05","20","Argentina",NA,NA,NA,NA,NA,NA,NA,NA,NA,"MBM179478","MBM179478",NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1237","2020-12-21 16:12:57-03","MBM","MBM","179479","PreservedSpecimen","Plantae","Apocynaceae","Tabernaemontana","catharinensis","Tabernaemontana catharinensis","A. DC.",NA,NA,NA,NA,"Schinini, A.; et al.; et al.","13137","1976","05","22","Argentina",NA,NA,NA,NA,NA,NA,NA,NA,NA,"MBM179479","MBM179479",NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1238","2020-12-21 16:12:57-03","MBM","MBM","179481","PreservedSpecimen","Plantae","Apocynaceae","Tabernaemontana","catharinensis","Tabernaemontana catharinensis","A. DC.",NA,NA,NA,NA,"Quarín, C.; et al.; et al.","1045","1973","03","06","Argentina",NA,NA,NA,NA,NA,NA,NA,NA,NA,"MBM179481","MBM179481",NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1239","2020-12-21 16:12:57-03","MBM","MBM","19565","PreservedSpecimen","Plantae","Apocynaceae","Tabernaemontana","catharinensis","Tabernaemontana catharinensis","A. DC.","Tressens, S.G.",NA,NA,NA,"Tressens, S.G.","1435","1971","09","19","Argentina",NA,NA,NA,NA,NA,NA,NA,NA,NA,"MBM019565","MBM019565",NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1240","2020-12-21 16:12:57-03","MBM","MBM","201545","PreservedSpecimen","Plantae","Apocynaceae","Tabernaemontana","catharinensis","Tabernaemontana catharinensis","A. DC.",NA,NA,NA,NA,"Landrum, L.R.; et al.; et al.","8744","1995","11","02","Paraguay",NA,NA,NA,NA,NA,NA,NA,NA,NA,"MBM201545","MBM201545",NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1241","2020-12-21 16:12:57-03","MBM","MBM","229668","PreservedSpecimen","Plantae","Apocynaceae","Tabernaemontana","catharinensis","Tabernaemontana catharinensis","A. DC.",NA,NA,NA,NA,"Ratter, J.A.; et al.; et al.","3689","1976","09","29","Brazil","Distrito Federal",NA,"Campus da Universidade de Brasília",NA,NA,NA,NA,NA,NA,"MBM229668","MBM229668",NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1242","2020-12-21 16:12:57-03","MBM","MBM","242806","PreservedSpecimen","Plantae","Apocynaceae","Tabernaemontana","catharinensis","Tabernaemontana catharinensis","A. DC.",NA,NA,NA,NA,"Keller, H.A.","44","1998","11","18","Argentina",NA,NA,"Misiones",NA,NA,NA,NA,NA,NA,"MBM242806","MBM242806",NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1243","2020-12-21 16:12:58-03","MBM","MBM","384053","PreservedSpecimen","Plantae","Apocynaceae","Tabernaemontana","catharinensis","Tabernaemontana catharinensis","A. DC.","Barboza, E.","2013","06","05","Dalmaso, C.A.","60","2013","04","01","Brazil","Paraná","Luiziana",NA,"-52.200003","-24.299997","-52.200003","-24.299997",NA,NA,"MBM384053",NA,"Árvore. Exsudatos tipo: seiva; cor: branco; abundância: muito; textura: líquido. Cor do fruto: vermelho.",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1244","2020-12-21 16:12:58-03","MBM","MBM","384084","PreservedSpecimen","Plantae","Apocynaceae","Tabernaemontana","catharinensis","Tabernaemontana catharinensis","A. DC.","Barboza, E.","2013","06","03","Saueressig, D.","1950","2013","04","30","Brazil","Paraná","Nova Laranjeiras",NA,"-52.559997","-25.020003","-52.559997","-25.020003",NA,NA,"MBM384084",NA,"Árvore, com fruto.",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1245","2020-12-21 16:12:58-03","MBM","MBM","388421","PreservedSpecimen","Plantae","Apocynaceae","Tabernaemontana","catharinensis","Tabernaemontana catharinensis","A. DC.","Larocca, P.","2013",NA,NA,"Larocca, P.","216","2013","09","26","Brazil","São Paulo","Valparaíso",NA,"-50.904894","-21.033608","-50.904894","-21.033608","400","400","MBM388421","MBM388421","Arbusto de 3m; flores alvas.; Floresta Estacional Semidecidual, borda da mata.",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1246","2020-12-21 16:12:58-03","MBM","MBM","39085","PreservedSpecimen","Plantae","Apocynaceae","Tabernaemontana","catharinensis","Tabernaemontana catharinensis","A. DC.","Cristóbal, C.L.",NA,NA,NA,"Schinini, A.","9817","1974","10","13","Argentina",NA,NA,NA,NA,NA,NA,NA,NA,NA,"MBM039085","MBM039085",NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1247","2020-12-21 16:12:58-03","MBM","MBM","394357","PreservedSpecimen","Plantae","Apocynaceae","Tabernaemontana","catharinensis","Tabernaemontana catharinensis","A. DC.","Brotto, M.L.","2011","03","21","Brotto, M.L.; Marinero, F.; Marinero, F.","588","2011","02","02","Brazil","Paraná","Formosa do Oeste","Rio Piquiri, margem do rio","-53.326111","-24.215","-53.326111","-24.215","278","278","MBM394357",NA,"Árvore de 5m de altura, frutos verdes.; Floresta Estacional Semidecidual Submontana.",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1248","2020-12-21 16:12:58-03","MBM","MBM","400448","PreservedSpecimen","Plantae","Apocynaceae","Tabernaemontana","catharinensis","Tabernaemontana catharinensis","A. DC.","Felitto, G.","2015","09","10","Felitto, G.; Roher, D.; Roher, D.","977","2015","09","10","Brazil","Paraná","Nova Cantu","PCH Cantu 2, Futura APP do reservatório","-52.420556","-24.724167","-52.420556","-24.724167","418","418","MBM400448","MBM400448","Arbusto, 2,5m, flores alvas.; Floresta Estacional Semidecidual.",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1249","2020-12-21 16:12:58-03","MBM","MBM","401067","PreservedSpecimen","Plantae","Apocynaceae","Tabernaemontana","catharinensis","Tabernaemontana catharinensis","A. DC.","Barboza, E.","2015","12","03","Brotto, M.L.; Barboza, E.; Barboza, E.","2135","2015","10","29","Brazil","Paraná","Adrianópolis","Mato Limpo, Berneck","-48.740556","-24.870556","-48.740556","-24.870556","920","920","MBM401067","MBM401067","Arvoreta com 3m de altura; corola branca, odorífera.; Floresta Ombrófila Densa Montana, beira de estrada.",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1250","2020-12-21 16:12:58-03","MBM","MBM","401176","PreservedSpecimen","Plantae","Apocynaceae","Tabernaemontana","catharinensis","Tabernaemontana catharinensis","A. DC.","Barboza, E.","2015","06","29","Oliveira, A.A.","1977","2015","06","04","Brazil","Paraná","Londrina","Conglomerado: 83; subunidade: 1; subparcela: 9; indivíduo: 3","-51.3","-23.4","-51.3","-23.4",NA,NA,"MBM401176","MBM401176","Árvore 7,3 m; frutos imaturos verdes; exsudato de muito látex branco pegajoso sem odor.",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1251","2020-12-21 16:12:58-03","MBM","MBM","402349","PreservedSpecimen","Plantae","Apocynaceae","Tabernaemontana","catharinensis","Tabernaemontana catharinensis","A. DC.","Alencar, E.T.","2009",NA,NA,"Alencar, E.T.; Groppo Jr, M.; Lopes, S.A.; Lopes, C.H.; Groppo Jr, M.; Lopes, S.A.; Lopes, C.H.","1","2009","09","01","Brazil","São Paulo","Santa Lúcia","Fazenda de Antônio Pacheco","-48.165","-21.69","-48.165","-21.69","603","603","MBM402349","MBM402349","Arbusto na borda do fragmento, ca. 2,5-3m de alt. Flores brancas. Presença de látex.; Fragmento degradado de Floresta Estacional Semidecidual em meio a canavial.",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1252","2020-12-21 16:12:58-03","MBM","MBM","405248","PreservedSpecimen","Plantae","Apocynaceae","Tabernaemontana","catharinensis","Tabernaemontana catharinensis","A. DC.","Castello, A.C.D.","2018","07",NA,"Forzza, R.C.; Santos-Silva, F.; Neves, B.T.; Labiak, P.H.; Santos-Silva, F.; Neves, B.T.; Labiak, P.H.","7361","2012","81",NA,"Brazil","Paraná","Foz do Iguaçu","Parque Nacional do Iguaçu, Próximo ao centro de pesquisas","-54.479167","-25.626389","-54.479167","-25.626389",NA,NA,"MBM405248","MBM405248","Arbusto a árvore, 2-8 m alt., flores com cálice verde; corola alva.; Floresta Estacional Semidecidual",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1253","2020-12-21 16:12:58-03","MBM","MBM","415039","PreservedSpecimen","Plantae","Apocynaceae","Tabernaemontana","catharinensis","Tabernaemontana catharinensis","A. DC.","Völtz, R.R.","2018","10","07","Völtz, R.R.; Brotto, M.L.; Brotto, M.L.","1861","2018","10","07","Brazil","Paraná","Tibagi","Rio Tibagi","-50.404167","-24.553611","-50.404167","-24.553611","726","726","MBM415039","MBM415039","Árvore 5 m alt; látex alvo; corola alva; borda de floresta de encosta.; Ecotono Floresta Ombrófila Mista / Floresta Estacional Semidecidual.",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1254","2020-12-21 16:12:58-03","MBM","MBM","416922","PreservedSpecimen","Plantae","Apocynaceae","Tabernaemontana","catharinensis","Tabernaemontana catharinensis","A. DC.","Cordeiro, J.","2018","11","01","Ariati, V.; Bonaldi, R.A.; Daniel, V.; Lozano, E.D.; Bonaldi, R.A.; Daniel, V.; Lozano, E.D.","1587","2017","10",NA,"Brazil","Espírito Santo","Mucurici",NA,"-40.441944","-17.958056","-40.441944","-17.958056",NA,NA,"MBM416922","MBM416922",NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1255","2020-12-21 16:12:58-03","MBM","MBM","422406","PreservedSpecimen","Plantae","Apocynaceae","Tabernaemontana","catharinensis","Tabernaemontana catharinensis","A. DC.","Gonzatti, F.","2018","07",NA,"Gonzatti, F.","2180","2015","10","03","Brazil","Rio Grande do Sul","Derrubadas","Parque Estadual do Turvo, Acesso 2, alojamento","-53.949167","-27.249722","-53.949167","-27.249722","436","436","MBM422406",NA,"Árvore com flores brancas tubulosas.; Em bordo de mata, ao sol.",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1256","2020-12-21 16:12:58-03","MBM","MBM","426495","PreservedSpecimen","Plantae","Apocynaceae","Tabernaemontana","catharinensis","Tabernaemontana catharinensis","A. DC.","Estevan, D.A.","2015",NA,NA,"Moreira, V.C.; Florentino, L.A.; Florentino, L.A.","s.n.","2015","06","11","Brazil","Paraná","Boa Esperança do Iguaçu","Fazenda Boa Esperança","-53.224722","-25.622222","-53.224722","-25.622222",NA,NA,"MBM426495",NA,"Árvore 4 m, frutos avermelhados internamente.",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1257","2020-12-21 16:12:58-03","MBM","MBM","426511","PreservedSpecimen","Plantae","Apocynaceae","Tabernaemontana","catharinensis","Tabernaemontana catharinensis","A. DC.","Duarte, E.","2014","11","06","Estevan, D.A.","2066","2014","10","16","Brazil","Paraná","Dois Vizinhos",NA,"-53.101111","-25.691667","-53.101111","-25.691667",NA,NA,"MBM426511",NA,"Árvore, flores brancas.",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1258","2020-12-21 16:12:58-03","MBM","MBM","69088","PreservedSpecimen","Plantae","Apocynaceae","Tabernaemontana","catharinensis","Tabernaemontana catharinensis","A. DC.","Koch, I.","2009","05","15","Custodio Filho, A.","404","1980","11","17","Brazil","São Paulo","Mogi-Guaçu","Fazenda Campinha",NA,NA,NA,NA,"600","600","MBM069088","MBM069088","Herbacea 80 cm, flores rosa, pétalas brancas.",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1259","2020-12-21 16:12:58-03","MBM","MBM","8750","PreservedSpecimen","Plantae","Apocynaceae","Tabernaemontana","catharinensis","Tabernaemontana catharinensis","A. DC.","Ferreira, I.V.F.",NA,NA,NA,"Tressens, S.G.","65","1968","06","02","Argentina",NA,NA,NA,NA,NA,NA,NA,NA,NA,"MBM008750","MBM008750",NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1260","2020-12-21 16:12:57-03","MBM","MBM",NA,"PreservedSpecimen","Plantae","Apocynaceae","Tabernaemontana","catharinensis","Tabernaemontana catharinensis","A. DC.","Barboza, E.","2013","07","18","Saueressig, D.","2053","2013","06","14","Brazil","Paraná","Cruz Machado",NA,"-51.119994","-25.92","-51.119994","-25.92",NA,NA,"IFN000789",NA,"Árvore.",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1261","2020-12-21 16:12:57-03","MBM","MBM",NA,"PreservedSpecimen","Plantae","Apocynaceae","Tabernaemontana","catharinensis","Tabernaemontana catharinensis","A. DC.","Barboza, E.","2013","07","11","Moura Junior, F.A.","s.n.","2013","03","30","Brazil","Paraná","Campina da Lagoa",NA,"-52.919997","-24.660003","-52.919997","-24.660003",NA,NA,"IFN000584",NA,"Árvore. Exsudatos tipo: seiva; cor: branco; abundância: muito; textura: líquido.",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1262","2020-12-21 16:12:57-03","MBM","MBM",NA,"PreservedSpecimen","Plantae","Apocynaceae","Tabernaemontana","catharinensis","Tabernaemontana catharinensis","A. DC.","Barboza, E.","2013","06","10","Moura, F.","53","2013","04","29","Brazil","Paraná","Altamira do Paraná",NA,"-52.739997","-24.84","-52.739997","-24.84",NA,NA,"IFN000283",NA,"Árvore. Exsudatos tipo: látex; cor: branco; abundância: muito; textura: viscoso.",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1263","2020-12-21 16:12:57-03","MBM","MBM","272246","PreservedSpecimen","Plantae","Apocynaceae","Tabernaemontana","catharinensis","Tabernaemontana catharinensis","A. DC.","Koch, I.","2009","05","16","Carneiro, J.","1215","2001","09","16","Brazil","Bahia","Conde","Fazenda do Conde","-37.6105995178223","-11.8135995864868",NA,NA,NA,NA,"MBM272246","MBM272246","Arbusto 2m, flor e látex alvos. restinga",NA,NA,NA,"Southern America",NA,"31737","auto",NA,NA,NA,NA,NA,NA,NA,NA
"1264","2020-12-21 16:12:58-03","MBM","MBM","98350","PreservedSpecimen","Plantae","Apocynaceae","Tabernaemontana","catharinensis","Tabernaemontana catharinensis","A. DC.","Markgraf, F.",NA,NA,NA,"Hatschbach, G.; Silva, J.M.; Silva, J.M.","48641","1984","12","05","Brazil","Espírito Santo","Conceição do Castelo","Rod. BR-262","-41.2439002990723","-20.3682994842529",NA,NA,NA,NA,"MBM098350","MBM098350",NA,NA,NA,NA,"Southern America",NA,"17824","auto",NA,NA,NA,NA,NA,NA,NA,NA
"1265","2020-12-21 16:12:57-03","MBM","MBM","111347","PreservedSpecimen","Plantae","Apocynaceae","Tabernaemontana","catharinensis","Tabernaemontana catharinensis","A. DC.","Fernandez, A.",NA,NA,NA,"Fernandes, A.; et al.; et al.","s.n.","1986","08","25","Brazil","Maranhão","Barão de Grajaú","Entre Barão de Grajaú e São João dos Patos","-43.0242004394531","-6.75639009475708",NA,NA,NA,NA,"MBM111347","MBM111347",NA,NA,NA,NA,"Southern America",NA,"61445","auto",NA,NA,NA,NA,NA,NA,NA,NA
"1266","2020-12-21 16:12:58-03","MBM","MBM","98353","PreservedSpecimen","Plantae","Apocynaceae","Tabernaemontana","catharinensis","Tabernaemontana catharinensis","A. DC.","Leeuwenberg, A.J.M.",NA,NA,NA,"Hatschbach, G.; Kummrow, R.; Kummrow, R.","48417","1984","10","14","Brazil","Mato Grosso do Sul","Amambai","Amambai, rodovia para Sapucaia","-55.2257995605469","-23.1042003631592",NA,NA,NA,NA,"MBM098353","MBM098353",NA,NA,NA,NA,"Southern America",NA,"73676","auto",NA,NA,NA,NA,NA,NA,NA,NA
"1267","2020-12-21 16:12:57-03","MBM","MBM","159633","PreservedSpecimen","Plantae","Apocynaceae","Tabernaemontana","catharinensis","Tabernaemontana catharinensis","A. DC.","Hatschbach, G.",NA,NA,NA,"Pott, V.J.; et al.; et al.","1159","1989","11","15","Brazil","Mato Grosso do Sul","Corumbá","Próximo ao cemitério, Rua Luiz Feitosa Rodrigues","-57.6533012390137","-19.0091991424561",NA,NA,NA,NA,"MBM159633","MBM159633",NA,NA,NA,NA,"Southern America",NA,"295160","auto",NA,NA,NA,NA,NA,NA,NA,NA
"1268","2020-12-21 16:12:58-03","MBM","MBM","78225","PreservedSpecimen","Plantae","Apocynaceae","Tabernaemontana","catharinensis","Tabernaemontana catharinensis","A. DC.","Markgraf, F.",NA,NA,NA,"Hatschbach, G.","45938","1982","11","12","Brazil","Mato Grosso do Sul","Dourados","Rio Dourados","-54.8055992126465","-22.2210998535156",NA,NA,NA,NA,"MBM078225","MBM078225",NA,NA,NA,NA,"Southern America",NA,"74744","auto",NA,NA,NA,NA,NA,NA,NA,NA
"1269","2020-12-21 16:12:57-03","MBM","MBM","115111","PreservedSpecimen","Plantae","Apocynaceae","Tabernaemontana","catharinensis","Tabernaemontana catharinensis","A. DC.","Vaz, A.M.S.",NA,NA,NA,"Pastore, U.; et al.; et al.","97","1986","10","21","Brazil","Mato Grosso do Sul","Naviraí","Próximo de Porto Caiuá, 4km antes","-54.190601348877","-23.0650005340576",NA,NA,NA,NA,"MBM115111","MBM115111",NA,NA,NA,NA,"Southern America",NA,"54855","auto",NA,NA,NA,NA,NA,NA,NA,NA
"1270","2020-12-21 16:12:57-03","MBM","MBM","179220","PreservedSpecimen","Plantae","Apocynaceae","Tabernaemontana","catharinensis","Tabernaemontana catharinensis","A. DC.",NA,NA,NA,NA,"?","s.n.",NA,NA,NA,"Brazil","Mato Grosso do Sul","Naviraí","Rod. BR-163, 5-10km O de Naviraí","-54.190601348877","-23.0650005340576",NA,NA,NA,NA,"MBM179220","MBM179220",NA,NA,NA,NA,"Southern America",NA,"54855","auto",NA,NA,NA,NA,NA,NA,NA,NA
"1271","2020-12-21 16:12:58-03","MBM","MBM","45419","PreservedSpecimen","Plantae","Apocynaceae","Tabernaemontana","catharinensis","Tabernaemontana catharinensis","A. DC.","Koch, I.","2009","05","15","Macedo, A.","5032","1971","10","30","Brazil","Minas Gerais","Ituiutaba",NA,"-49.4650001525879","-18.968900680542",NA,NA,NA,NA,"MBM045419","MBM045419","Pequena árvore ornamental. Não é muito frequente na região. Fl. brancas com aroma que lembra citrus. Cultivada",NA,NA,NA,"Southern America",NA,"50022","auto",NA,NA,NA,NA,NA,NA,NA,NA
"1272","2020-12-21 16:12:57-03","MBM","MBM","15749","PreservedSpecimen","Plantae","Apocynaceae","Tabernaemontana","catharinensis","Tabernaemontana catharinensis","A. DC.","Markgraf, F.",NA,NA,NA,"Hatschbach, G.","25312","1970","10","29","Brazil","Paraná","Alvorada do Sul","Rio Vermelho","-51.2310981750488","-22.7803001403809",NA,NA,NA,NA,"MBM015749",NA,NA,NA,NA,NA,"Southern America",NA,"20708","auto",NA,NA,NA,NA,NA,NA,NA,NA
"1273","2020-12-21 16:12:57-03","MBM","MBM","118349","PreservedSpecimen","Plantae","Apocynaceae","Tabernaemontana","catharinensis","Tabernaemontana catharinensis","A. DC.","Koch, I.","2009","05","15","Goetzke, S.","68",NA,NA,NA,"Brazil","Paraná","Amaporã",NA,"-52.7874984741211","-23.0958003997803",NA,NA,NA,NA,"MBM118349",NA,"Arvoreta de latex alvo, 3,5m. Mata secundária",NA,NA,NA,"Southern America",NA,"23154","auto",NA,NA,NA,NA,NA,NA,NA,NA
"1274","2020-12-21 16:12:58-03","MBM","MBM","39543","PreservedSpecimen","Plantae","Apocynaceae","Tabernaemontana","catharinensis","Tabernaemontana catharinensis","A. DC.","Markgraf, F.",NA,NA,NA,"Hatschbach, G.","37951","1976","01","15","Brazil","Paraná","Antonina","Cachoeira","-48.7118988037109","-25.4286003112793",NA,NA,NA,NA,"MBM039543",NA,NA,NA,NA,NA,"Southern America",NA,"38300","auto",NA,NA,NA,NA,NA,NA,NA,NA
"1275","2020-12-21 16:12:58-03","MBM","MBM","98356","PreservedSpecimen","Plantae","Apocynaceae","Tabernaemontana","catharinensis","Tabernaemontana catharinensis","A. DC.","Markgraf, F.",NA,NA,NA,"Hatschbach, G.","48573","1984","11","04","Brazil","Paraná","Antonina","Rio Sapitanduva","-48.7118988037109","-25.4286003112793",NA,NA,NA,NA,"MBM098356",NA,NA,NA,NA,NA,"Southern America",NA,"38300","auto",NA,NA,NA,NA,NA,NA,NA,NA
"1276","2020-12-21 16:12:58-03","MBM","MBM","353863","PreservedSpecimen","Plantae","Apocynaceae","Tabernaemontana","catharinensis","Tabernaemontana catharinensis","A. DC.","Koch, I.","2009","05","18","Scorpilli, A.C.","s.n.","1996","09","28","Brazil","Paraná","Apucarana","Fazenda N. Senhora do Bom Conselho, km 10 BR 369","-51.4608001708984","-23.5508003234863",NA,NA,NA,NA,"MBM353863",NA,"Arbusto 3,0m alt.; Flor branca, Mata ciliar",NA,NA,NA,"Southern America",NA,"23979","auto",NA,NA,NA,NA,NA,NA,NA,NA
"1277","2020-12-21 16:12:58-03","MBM","MBM","336326","PreservedSpecimen","Plantae","Apocynaceae","Tabernaemontana","catharinensis","Tabernaemontana catharinensis","A. DC.","Cervigne, N.S.","2007","11","13","Cervigne, N.S.; et al.; et al.","95","2007","10","30","Brazil","Paraná","Arapongas","Fazenda Dolana","-51.4244003295898","-23.4193992614746",NA,NA,"730","730","MBM336326",NA,"Árvore, 5m; flores brancas. Borda da mata",NA,NA,NA,"Southern America",NA,"18630","auto",NA,NA,NA,NA,NA,NA,NA,NA
"1278","2020-12-21 16:12:57-03","MBM","MBM","179485","PreservedSpecimen","Plantae","Apocynaceae","Tabernaemontana","catharinensis","Tabernaemontana catharinensis","A. DC.",NA,NA,NA,NA,"Motta, J.T.","1720","1989","11","17","Brazil","Paraná","Arapoti","Fazenda Barra Mansa","-49.8266983032227","-24.1578006744385",NA,NA,NA,NA,"MBM179485",NA,NA,NA,NA,NA,"Southern America",NA,"41852","auto",NA,NA,NA,NA,NA,NA,NA,NA
"1279","2020-12-21 16:12:57-03","MBM","MBM","179483","PreservedSpecimen","Plantae","Apocynaceae","Tabernaemontana","catharinensis","Tabernaemontana catharinensis","A. DC.",NA,NA,NA,NA,"?","s.n.",NA,NA,NA,"Brazil","Paraná","Arapoti","Fazenda Barra Mansa","-49.8266983032227","-24.1578006744385",NA,NA,NA,NA,"MBM179483",NA,NA,NA,NA,NA,"Southern America",NA,"41852","auto",NA,NA,NA,NA,NA,NA,NA,NA
"1280","2020-12-21 16:12:57-03","MBM","MBM","173591","PreservedSpecimen","Plantae","Apocynaceae","Tabernaemontana","catharinensis","Tabernaemontana catharinensis","A. DC.","Hatschbach, G.",NA,NA,NA,"Ferrari Tomé, M.V.","147",NA,NA,NA,"Brazil","Paraná","Bandeirantes","Bandeirantes","-50.3675003051758","-23.1100006103516",NA,NA,NA,NA,"MBM173591",NA,NA,NA,NA,NA,"Southern America",NA,"19645","auto",NA,NA,NA,NA,NA,NA,NA,NA
"1281","2020-12-21 16:12:57-03","MBM","MBM","192780","PreservedSpecimen","Plantae","Apocynaceae","Tabernaemontana","catharinensis","Tabernaemontana catharinensis","A. DC.","Hatschbach, G.",NA,NA,NA,"Ferrari Tomé, M.V.","461","1995","08","10","Brazil","Paraná","Bandeirantes","Mata do Laranjinha","-50.3675003051758","-23.1100006103516",NA,NA,NA,NA,"MBM192780",NA,NA,NA,NA,NA,"Southern America",NA,"19645","auto",NA,NA,NA,NA,NA,NA,NA,NA
"1282","2020-12-21 16:12:57-03","MBM","MBM","189201","PreservedSpecimen","Plantae","Apocynaceae","Tabernaemontana","catharinensis","Tabernaemontana catharinensis","A. DC.","Hatschbach, G.",NA,NA,NA,"Ferrari Tomé, M.V.","553","1995","11","07","Brazil","Paraná","Bandeirantes","Mata do Laranjinha","-50.3675003051758","-23.1100006103516",NA,NA,NA,NA,"MBM189201","MBM189201",NA,NA,NA,NA,"Southern America",NA,"19645","auto",NA,NA,NA,NA,NA,NA,NA,NA
"1283","2020-12-21 16:12:57-03","MBM","MBM","173589","PreservedSpecimen","Plantae","Apocynaceae","Tabernaemontana","catharinensis","Tabernaemontana catharinensis","A. DC.","Hatschbach, G.",NA,NA,NA,"Ferrari Tomé, M.V.","35","1994","06","11","Brazil","Paraná","Bandeirantes","Mata São Francisco","-50.3675003051758","-23.1100006103516",NA,NA,NA,NA,"MBM173589",NA,NA,NA,NA,NA,"Southern America",NA,"19645","auto",NA,NA,NA,NA,NA,NA,NA,NA
