"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","yearIdentified","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","monthIdentified","dayIdentified","individualCount","class","sex"
"11","2021-03-30 12:53:03-03","EAO","IAN","37475","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Poaceae","Axonopus","complanatus","Axonopus complanatus","(Nees) Dedecca",NA,"sc","s.n.",NA,NA,NA,"Southern America","Brasil","Pernambuco",NA,"Herbario Pickel.",NA,NA,NA,NA,NA,NA,"IAN037475","IAN037475 IAN037475_e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-30 12:53:03-03","EAO","IAN","38782","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Poaceae","Axonopus","complanatus","Axonopus complanatus","(Nees) Dedecca",NA,"Swallen, JR","4624","1934","05","16","Southern America","Brasil","Ceará",NA,"Camosim; Granja. Sandy banks along Rai road. (Herb. Museu Paraense 3732).",NA,NA,NA,NA,NA,NA,"IAN038782","IAN038782 IAN038782_e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-30 12:53:03-03","EAO","IAN","49956","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Poaceae","Axonopus","complanatus","Axonopus complanatus","(Nees) Dedecca",NA,"Pires, JM","1516","1949","07","05","Southern America","Brasil","Maranhão",NA,"Estrada entre Guimarães e Usina Aberlado Ribeiro.",NA,NA,NA,NA,NA,NA,"IAN049956",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-30 12:53:03-03","EAO","IAN","62315","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Poaceae","Axonopus","complanatus","Axonopus complanatus","(Nees) Dedecca",NA,"Kuhlmann, M","1707","1918","04",NA,"Southern America","Brasil","Mato Grosso",NA,"Rio Sacre. (Herb. do Jardim Botânico do Rio de Janeiro).",NA,NA,NA,NA,NA,NA,"IAN062315","IAN062315 IAN062315_e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-30 12:53:03-03","EAO","IAN","89218","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Poaceae","Axonopus","complanatus","Axonopus complanatus","(Nees) Dedecca","Black, GA","Black, GA","18285","1955","06","20","Southern America","Brasil","Ceará","Barra do Ceará",NA,NA,NA,NA,NA,NA,"Anual.","IAN089218",NA,"1957",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-30 12:53:03-03","EAO","IAN","89239","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Poaceae","Axonopus","complanatus","Axonopus complanatus","(Nees) Dedecca","Black, GA","Black, GA","18306","1955","06","25","Southern America","Brasil","Ceará","Barra do Ceará",NA,NA,NA,NA,NA,NA,NA,"IAN089239",NA,"1957",NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-30 12:53:03-03","EAO","IAN","89291","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Poaceae","Axonopus","complanatus","Axonopus complanatus","(Nees) Dedecca","Black, GA","Black, GA","18357","1955","06","18","Southern America","Brasil","Ceará","Parangaba","Taperaóba.",NA,NA,NA,NA,NA,NA,"IAN089291",NA,"1957",NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-30 12:53:03-03","EAO","IAN","89363","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Poaceae","Axonopus","complanatus","Axonopus complanatus","(Nees) Dedecca","Black, GA","Black, GA","18431","1955","07","06","Southern America","Brasil","Ceará","Barra do Cocó",NA,NA,NA,NA,NA,NA,NA,"IAN089363",NA,"1957",NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-30 12:53:03-03","EAO","IAN","89380","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Poaceae","Axonopus","complanatus","Axonopus complanatus","(Nees) Dedecca","Black, GA","Black, GA","18448","1955","06","18","Southern America","Brasil","Ceará","Parangaba","Taperaóba.",NA,NA,NA,NA,NA,"Anual.","IAN089380",NA,"1957",NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-30 12:53:03-03","EAO","IAN","89573","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Poaceae","Axonopus","complanatus","Axonopus complanatus","(Nees) Dedecca","Black, GA","Black, GA","18644","1955","07","10","Southern America","Brasil","Ceará","Parangaba","Taperaóba.",NA,NA,NA,NA,NA,"Anual.","IAN089573",NA,"1957",NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-04-08 17:45:20-03","EAO","IAN","XILO1044","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Poaceae","Axonopus","complanatus","Axonopus complanatus","(Nees) Dedecca",NA,"Pires, JM","1516","1949","07","05","Southern America","Brasil","Maranhão",NA,"Estrada entre Guimarães e Usina Aberlado Ribeiro.",NA,NA,NA,NA,NA,NA,"IANXILO1044",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-30 12:53:03-03","EAO","IAN","17496","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Poaceae","Axonopus","complanatus","Axonopus complanatus","(Nees) Dedecca",NA,"Pires, JM; Black, GA","420","1945","04",NA,"Southern America","Brasil","Ceará","Fortaleza","Cidade.","-38.543098449707","-3.71722006797791",NA,NA,NA,NA,"IAN017496","IAN017496 IAN017496_e",NA,"19924","auto",NA,NA,NA,NA,NA,NA,NA
"23","2021-03-30 12:53:03-03","EAO","IAN","89194","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Poaceae","Axonopus","complanatus","Axonopus complanatus","(Nees) Dedecca",NA,"Black, GA","5518260","1955","06","28","Southern America","Brasil","Ceará","Quixadá",NA,"-39.0153007507324","-4.97138977050781",NA,NA,NA,NA,"IAN089194",NA,NA,"41968","auto",NA,NA,NA,NA,NA,NA,NA
"24","2021-03-30 12:53:03-03","EAO","IAN","89194","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Poaceae","Axonopus","complanatus","Axonopus complanatus","(Nees) Dedecca","Black, GA","Black, GA","18260","1955","06","28","Southern America","Brasil","Ceará","Quixadá",NA,"-39.0153007507324","-4.97138977050781",NA,NA,NA,NA,"IAN089194",NA,"1957","41968","auto",NA,NA,NA,NA,NA,NA,NA
"25","2020-11-04 12:15:42-03","ESALQ","ESA","142928","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Axonopus","complanatus","Axonopus complanatus",NA,NA,"L. Coradin, I. Porzecanski & M. Ataide","2628.0","1980","05","28",NA,"Brasil","Maranhão","Timon",NA,"-42.8367004394531","-5.09417009353638",NA,NA,NA,NA,"ESA142928",NA,NA,"44730","auto",NA,NA,NA,NA,NA,NA,NA
"26","2021-03-22 17:46:24-03","UFPI","TEPB","9992","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Axonopus","complanatus","Axonopus complanatus","(Rees)Dedecca",NA,"M.S.Bona Nascimento","240","1994","04","20",NA,"Brasil","Piauí","Castelo do Piauí","Fazenda Cipó de Baixo","-41.5525","-5.322222","222","222",NA,"A área está situada em relevo plano, sendo utilizada como pastagem natural, solo arenoso apresentando boa drenagem. Erva prostada, estando disponível nas estações de chuvas. É pastada principalmente por bovinos, caprinos, asininos, ovinos e equinos que co",NA,NA,NA,NA,NA,"41°33'09W","05°19'20S",NA,NA,NA,NA,NA
"27","2019-02-15 11:47:27-02","IPA","IPA","30045","S","Plantae","Plantae",NA,"Poaceae","Axonopus","complanatus","Axonopus complanatus","(Nees) Dedecca","Costa e Silva, M.B.","Ataíde, M.; Pereira, R.; José, M.; Pereira, R.; José, M.","46",NA,NA,NA,"Southern America","Brasil","Pernambuco","Ibimirim","Área de experimento do Projeto Caprino. Caatinga. Solo argilo-arenoso.","-37.690299987793","-8.54055976867676",NA,NA,NA,NA,"IPA0030045",NA,"1982","45154","auto",NA,NA,"06","02",NA,NA,NA
"28","2019-02-15 11:47:27-02","IPA","IPA","19297","S","Plantae","Plantae",NA,"Poaceae","Axonopus","complanatus","Axonopus complanatus","(Nees) Dedecca","Costa e Silva, M.B.","Academia Brasileira de Ciências","416","1971","04","30","Southern America","Brasil","Pernambuco","Santa Maria da Boa Vista","Margem da estrada S.M. da Boa Vista - Mariquinha. Solo arenoso, a sombra.","-39.8255996704102","-8.80778026580811",NA,NA,NA,"Erva ereta, 15-20 cm.","IPA0019297",NA,"2005","59811","auto",NA,NA,"01",NA,NA,NA,NA
"29","2019-02-15 11:47:27-02","IPA","IPA","57759","S","Plantae","Plantae",NA,"Poaceae","Axonopus","complanatus","Axonopus complanatus","(Nees) Dedecca","Costa e Silva, M.B.","Bona-Nascimento, M.S.","240","1994","04","20","Southern America","Brasil","Piauí","Castelo do Piauí","Faz. Cipó de Baixo, S05º 19' 20 O41º 33' 09. Alt.: 239m.","-41.5525016784668","-5.32221984863281",NA,NA,NA,"Transição caatinga/cerrado. A área está situada em relevo plano, numa situação de meia-encosta. Atualmente é utilizada como pastagem natural. Solo arenoso, apresentando boa drenagem. Erva: prostada. Folhas simples. Espécime quanto a a","IPA0057759",NA,"2005","51421","auto",NA,NA,"01",NA,NA,NA,NA
"30","2019-02-15 11:47:27-02","IPA","IPA","59588","S","Plantae","Plantae",NA,"Poaceae","Axonopus","complanatus","Axonopus complanatus","(Nees) Dedecca","Renvoize, S.A.","Bona-Nascimento, M.S.; Renvoize, S.A.; Renvoize, S.A.","1343","1998","05","07","Southern America","Brasil","Piauí","Colônia do Piauí","Fazenda Pau Ferro, Área de meia-encosta, ondulado, encontra-se quanto a associatividade como dominada e sendo usada atualmente como área de pastagem cultivada. S7º 14' 428 O42º 07' 692. Alt.: 270m.","-42.1781005859375","-7.23111009597778",NA,NA,NA,"Habitat: Caatinga. Área de caatinga onde Aristida é o genero dominante sendo Aristida setifolia nos locais mais pedregosos e secos e a Aristida longifolia nos lugares mais sombreados. Solo acidentados com partes menos pedregosas e mai","IPA0059588",NA,"1998","28927","auto",NA,NA,"05",NA,NA,NA,NA
"31","2019-02-15 11:47:27-02","IPA","IPA","59586","S","Plantae","Plantae",NA,"Poaceae","Axonopus","complanatus","Axonopus complanatus","(Nees) Dedecca","Renvoize, S.A.","Bona-Nascimento, M.S.; Renvoize, S.A.; Renvoize, S.A.","1363","1998","05","11","Southern America","Brasil","Piauí","Piracuruca","Margem da estrada Piracuruca-Buriti dos Lopes, S3º 44' 10 O41º 40' 94. Alt.: 85 m.","-41.7092018127441","-3.92806005477905",NA,NA,NA,"Habitat: Campo. Área úmida localizada em pequena baixada á sombra, protegida por árvores. Solo pedregoso, raso. Desc.: Erva ereta: Anual, espécime disponível somente dursnte o período das chuvas. Uso no local: Planta forrageira sendo","IPA0059586",NA,"1998","41625","auto",NA,NA,"05",NA,NA,NA,NA
"32","2019-02-15 11:47:27-02","IPA","IPA","26869","S","Plantae","Plantae",NA,"Poaceae","Axonopus","complanatus","Axonopus complanatus","(Nees) Dedecca",NA,"Coradin, L.; Porzecanski, I.; Ataíde, M.; Porzecanski, I.; Ataíde, M.","2628","1980","05","28","Southern America","Brasil","Maranhão","Timom","Axias, Km 40. Cerrado. Areia quartzoza. Alt. 80m.",NA,NA,NA,NA,NA,"Prostrado. Folhas, inflorescência. Independente. Forrageiro. Comum.","IPA0026869",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2019-02-15 11:47:27-02","IPA","IPA","90716","S","Plantae","Plantae",NA,"Poaceae","Axonopus","complanatus","Axonopus complanatus","(Nees) Dedecca","Gallindo, F.","Sobral-Leite, M.; Wanderley, A.M.; Wanderley, A.M.","741","2008","04","12","Southern America","Brasil","Pernambuco","Cabo de Santo Agostinho","entre os Engenhos Megahype e Cayango, Pedra do Cayango.","-34.983611","-8.200278","112","112",NA,"Erva das ilhas, solo no afloramento. estruturas reprodutivas verde-amarelads de aspecto delicado, sem odor.; Afloramento rochoso.","IPA0090716",NA,"2016",NA,NA,"-34.983611","-8.200278","02","15",NA,NA,NA
"34","2019-02-15 11:47:27-02","IPA","IPA","59578","S","Plantae","Plantae",NA,"Poaceae","Axonopus","complanatus","Axonopus complanatus","(Nees) Dedecca","Renvoize, S.A.","Bona-Nascimento, M.S.; Renvoize, S.A.; Renvoize, S.A.","1306","1998","05","06","Southern America","Brasil","Piauí","Juremenha","Fazenda Realeza, Perto do Rio Gurguéia na rodovia Jerumenha-Guadalupe. S7º 04' 610 O 43º 31' 070. Alt.: 240 m.",NA,NA,NA,NA,NA,"Habitat.:Cerrado. Área da frente da fazenda (pátio) usada atualmente como área de pastagem natural. Solo arenoso bem drenado, relevo suave ondulado, meia encosta. Desc.: Erva ereta: Porte herbáceo. Anual, espécime disponivel somente n","IPA0059578",NA,"1998",NA,NA,NA,NA,"05",NA,NA,NA,NA
"35","2019-02-15 11:47:27-02","IPA","IPA","78963","S","Plantae","Plantae",NA,"Poaceae","Axonopus","complanatus","Axonopus complanatus","(Nees) Dedecca","Gallindo, F.","Sobral-Leite, M.; Wanderley, A.M.; Wanderley, A.M.","741","2008","04","12","Southern America","Brasil","Pernambuco","Cabo de Santo Agostinho","Pedra do Cayango, Litoral. Entre os engenhos Megahype e Cayango.","-35.004722","-8.210556","112","112",NA,"Erva das ilhas de solo no afloramento. Estruturas reprodutivas verde-amareladas de aspecto delicado, sem odor.; Afloramento rochoso em meio a Floresta Ombrófila Densa das Terras Baixas.","IPA0078963",NA,"2016",NA,NA,"-35.004722","-8.210556","02","15",NA,NA,NA
"36","2019-07-26 11:40:52-03","IPA","IPA","48117","S","Plantae","Plantae",NA,"Poaceae","Axonopus","complanatus","Axonopus complanatus","(Nees) Dedecca","Maciel, M.R.","Ataíde, M.","48117","1984","07","04","Southern America","Brasil","Ceará","Quixadá","Serra do Santo Estevão, Fazenda do Sr. João Eudes no pasto.","-39.0153007507324","-4.97138977050781",NA,NA,NA,NA,"IPA0048117",NA,"2007","41968","auto",NA,NA,"01","25",NA,NA,NA
"37","2019-02-15 11:47:27-02","IPA","IPA","59540","S","Plantae","Plantae",NA,"Poaceae","Axonopus","complanatus","Axonopus complanatus","(Nees) Dedecca","Costa e Silva, M.B.","Bona-Nascimento, M.S.; Renvoize, S.A.; Renvoize, S.A.","1205","1998","04","25","Southern America","Brasil","Maranhão","Mata Roma","Fazenda Rufina, Entre Maranhão - Piauí, área de chapada apresentando solo arenoso. S3º 41' 36 O43º 12' 19. Alt.: 200m.","-43.1110992431641","-3.625",NA,NA,NA,"Habitat: Área de cerrado e campo, o capim mais abundante é outro tipo de Axonopus. Área situada em relevo plano, sendo atualmente utilizada como pastagem natural. Solo de textura arenosa, profundo, com drenagem boa. Desc.: Ereta. Espé","IPA0059540",NA,"2005","32001","auto",NA,NA,"01",NA,NA,NA,NA
"38","2019-02-15 11:47:27-02","IPA","IPA","59577","S","Plantae","Plantae",NA,"Poaceae","Axonopus","complanatus","Axonopus complanatus","(Nees) Dedecca","Renvoize, S.A.","Bona-Nascimento, M.S.; Renvoize, S.A.; Renvoize, S.A.","1368","1998","05","11","Southern America","Brasil","Piauí","Buriti dos Lopes","Fazenda Arco do Covão, Próximo ao paredão com inscrições ruprestes. S3º 25' 273 O41º 45' 156. Alt.: 30 m.","-41.8669013977051","-3.17499995231628",NA,NA,NA,"Habitat: Mata. Área pedregosa e sombreada, com plantas crescendo em nicho rico em matéria orgãnica, situado entre rochas, sendo utilizada atualmente como área de pastagem natural. Solo pedregoso. Desc.: Erva ereta. Porte herbáceo. Anu","IPA0059577",NA,"1998","21335","auto",NA,NA,"05",NA,NA,NA,NA
"39","2021-04-07 11:47:13-03","UFMS","CGMS","30708","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Axonopus","complanatus","Axonopus complanatus","(Nees) Dedecca","J.F.M. Valls","I.M. Neves; T.E. Lima; T.S. Amaral; A. Pott","59","2010","11","26",NA,"Brasil","Mato Grosso do Sul","Corumbá","Região da Serra do Amolar, próximo à ECOA.","-57.4833333","-18.0411111",NA,NA,NA,"Fruto imaturo verde. Habitat: Borda de mata próximo à ECOA. Habito: Herbáceo.","CGMS1060120",NA,"2015",NA,NA,"-57,4833333","-18,0411111","08","11",NA,NA,NA
"40","2021-04-07 11:47:13-03","UFMS","CGMS","21061","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Axonopus","complanatus","Axonopus complanatus","(Nees) Dedecca","J.F.M. Valls","F.J.M. Caporal","473","2007","06",NA,NA,"Brasil","Mato Grosso","Campo Novo do Parecis - Sapezal.","Em terras indígenas.",NA,NA,NA,NA,NA,NA,"CGMS1050463",NA,"2015",NA,NA,NA,NA,"08","12",NA,NA,NA
"41","2021-04-07 11:47:13-03","UFMS","CGMS","51791","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Axonopus","complanatus","Axonopus complanatus","(Nees) Dedecca","J.F.M. Valls","A. Pott; V.J. Pott","15752","2009","10","09",NA,"Brasil","Mato Grosso do Sul","Miranda","Área Militar, acesso à Fazenda Arara, a 18 km S da ponte do Rio Miranda e a 1,5 km W da Rodovia MS-339.","-56.4727778","-20.3777778","135","135",NA,NA,"CGMS1081778",NA,"2010",NA,NA,"-56,4727778","-20,3777778","04","23",NA,NA,NA
"42","2021-04-07 11:47:13-03","UFMS","CGMS","43732","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Axonopus","complanatus","Axonopus complanatus","(Nees) Dedecca","J.F.M. Valls","F.J.M. Caporal; A. Guglieri-Caporal","721","2009","10","10",NA,"Brasil","Mato Grosso do Sul","Campo Grande","CAMPUS UFMS, próximo à antiga Reitoria.","-54.6464004516602","-20.4428005218506",NA,NA,NA,NA,"CGMS1073705",NA,"2015","161190","auto",NA,NA,"08","12",NA,NA,NA
"43","2021-04-07 11:47:13-03","UFMS","CGMS","20940","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Axonopus","complanatus","Axonopus complanatus","(Nees) Dedecca","J.F.M. Valls","M.C. Pereira; A. Guglieri; T.H.D. Leandro; L.A.V. Martins","26","2007","12","15",NA,"Brasil","Mato Grosso do Sul","Corguinho","Córrego Boa Sorte.","-54.8293991088867","-19.8316993713379",NA,NA,NA,NA,"CGMS1050351",NA,"2015","56513","auto",NA,NA,"08","12",NA,NA,NA
"44","2021-04-07 11:47:13-03","UFMS","CGMS","21141","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Axonopus","complanatus","Axonopus complanatus","(Nees) Dedecca","J.F.M. Valls","A. Guglieri; F.J.M. Caporal","1511","2007","07","28",NA,"Brasil","Mato Grosso do Sul","Corguinho","Reserva Ecológica Vale do Bugio.","-54.8293991088867","-19.8316993713379",NA,NA,NA,NA,"CGMS1050544",NA,"2015","56513","auto",NA,NA,"08","12",NA,NA,NA
"45","2021-04-07 11:47:13-03","UFMS","CGMS","20880","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Axonopus","complanatus","Axonopus complanatus","(Nees) Dedecca","J.F.M. Valls","A. Guglieri; F.J.M. Caporal","1562","2007","08","06",NA,"Brasil","Mato Grosso do Sul","Sidrolândia","Fazenda Nova Esperança.","-54.9613990783691","-20.9319000244141",NA,NA,NA,NA,"CGMS1050285",NA,"2015","73119","auto",NA,NA,"08","12",NA,NA,NA
"46","2020-12-14 16:14:27-03","UFC","EAC","45396","PreservedSpecimen","Plantae","Monocotyledon",NA,"Poaceae","Axonopus","complanatus","Axonopus complanatus","(Nees) Dedecca","Maciel, J.R.","Oliveira, R.C.; Oliveira, O.F.; et al.","1762","2006","07","16","Southern America","Brasil","Rio Grande do Norte","Ceará Mirim","Riachão, RN 064, trecho Ceará-Mirim/ Panapaú, Solo arenosos, plano",NA,NA,NA,NA,NA,"Erva cespitosa, frequente; Cerrado","EAC0045396","EAC0045396","2013",NA,NA,NA,NA,"04","25",NA,NA,NA
"47","2020-12-14 16:14:27-03","UFC","EAC","57055","PreservedSpecimen","Plantae","Monocotyledon",NA,"Poaceae","Axonopus","complanatus","Axonopus complanatus","(Nees) Dedecca","Moura, R.","Poczwardowski, D.","49","2014","08","11","Southern America","Brasil","Ceará","Aratuba","congl. 116-B, sub. 2, árv. 9H.&nf;Solo profundo. Área sem cobertura arbórea; planta rasteira.","-39.06","-4.409997",NA,NA,NA,"Inventário Florestal Nacional - CE; Herbácea.&nf;Dups RB.","EAC0057055","EAC0057055","2014",NA,NA,"-39.06","-4.409997","10","24",NA,NA,NA
"48","2020-12-14 16:14:27-03","UFC","EAC","1202","PreservedSpecimen","Plantae","Monocotyledon",NA,"Poaceae","Axonopus","complanatus","Axonopus complanatus","(Nees) Dedecca","Black","Black; Fernandes, A.","135","1955","06","16","Southern America","Brasil","Ceará","Fortaleza","Barra do Cocó, Diogo","-38.543098449707","-3.71722006797791",NA,NA,NA,NA,"EAC0001202",NA,NA,"19924","auto",NA,NA,NA,NA,NA,NA,NA
"49","2020-12-14 16:14:27-03","UFC","EAC","1261","PreservedSpecimen","Plantae","Monocotyledon",NA,"Poaceae","Axonopus","complanatus","Axonopus complanatus","(Nees) Dedecca","Maciel, J.R.","Black, G.A.","151","1955","06","19","Southern America","Brasil","Ceará","Fortaleza","Fim da Aldeota","-38.543098449707","-3.71722006797791",NA,NA,NA,NA,"EAC0001261","EAC0001261","2013","19924","auto",NA,NA,"04","25",NA,NA,NA
"50","2020-12-14 16:14:27-03","UFC","EAC","1285","PreservedSpecimen","Plantae","Monocotyledon",NA,"Poaceae","Axonopus","complanatus","Axonopus complanatus","(Nees) Dedecca","Black, G.A.","Ducke, A.; Black, G.A.; Fernandes, A.","229","1955","05","24","Southern America","Brasil","Ceará","Fortaleza","Próximo à Barra do Ceará","-38.543098449707","-3.71722006797791",NA,NA,NA,NA,"EAC0001285","EAC0001285",NA,"19924","auto",NA,NA,NA,NA,NA,NA,NA
