"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","typeStatus","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","yearIdentified","monthIdentified","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","dayIdentified","class","minimumElevationInMeters","maximumElevationInMeters","individualCount","relatedCatalogItem","sex"
"53","2019-10-07 09:18:46-03","UEFS","HUEFS","142710","PreservedSpecimen","Plantae","Angiospermae","Caryophyllales","Cactaceae","Tacinga","funalis","Tacinga funalis","Britton & Rose",NA,"Melo, E.","5961","2008","10","19",NA,"Brasil","Bahia","Borda do Rio Murim.",NA,"Caatinga antropizada.","HUEFS0142710","HUEFS0142710",NA,NA,NA,"Umburanas","-41.331389","-10.505833","41W19'53''","10S30'21''",NA,NA,NA,"Caryophyllanae","755","782",NA,NA,NA
"54","2019-10-07 09:18:46-03","UEFS","HUEFS","148484","PreservedSpecimen","Plantae","Angiospermae","Caryophyllales","Cactaceae","Tacinga","funalis","Tacinga funalis","Britton & Rose",NA,"Melo, E.","6357","2009","06","13",NA,"Brasil","Bahia","Distrito de Massaroca.",NA,"Caatinga.","HUEFS0148484","HUEFS0148484",NA,NA,NA,"Juazeiro","-40.301389","-9.848056","40W18'5''","9S50'53''",NA,NA,NA,"Caryophyllanae","470","470",NA,NA,NA
"55","2019-10-07 09:18:46-03","UEFS","HUEFS","166849","PreservedSpecimen","Plantae","Angiospermae","Caryophyllales","Cactaceae","Tacinga","funalis","Tacinga funalis","Britton & Rose",NA,"Machado, M.","1165","2008","10","11",NA,"Brasil","Bahia","Lages, ca. 21km a oeste da cidade na rodovia BA052.",NA,"caatinga","HUEFS0166849","HUEFS0166849",NA,NA,NA,"Morro do Chapéu","-41.339167","-11.493611","41W20'21''","11S29'37''",NA,NA,NA,"Caryophyllanae","780","780",NA,NA,NA
"56","2019-10-07 09:18:46-03","UEFS","HUEFS","167155","PreservedSpecimen","Plantae","Angiospermae","Caryophyllales","Cactaceae","Tacinga","funalis","Tacinga funalis","Britton & Rose",NA,"Melo, E.","8622","2010","10","17",NA,"Brasil","Bahia","Estrada para Abaré.",NA,"Caatinga degradada, na beira da estrada.","HUEFS0167155","HUEFS0167155",NA,NA,NA,"Curaçá","-39.833056","-8.920833","39W49'59''","8S55'15''",NA,NA,NA,"Caryophyllanae","383","383",NA,NA,NA
"57","2019-10-07 09:18:46-03","UEFS","HUEFS","48759","PreservedSpecimen","Plantae","Angiospermae","Caryophyllales","Cactaceae","Tacinga","funalis","Tacinga funalis","Britton & Rose",NA,"Rocha, E.A.","622","1998","04","06",NA,"Brasil","Pernambuco","A 17 Km ao sul da Rajada.",NA,"Crescendo por entre uma Mimosa sp. Rara no local.","HUEFS0048759","HUEFS0048759 HUEFS0048759_01",NA,NA,NA,"Petrolina","-40.733333","-8.916667","40W44'","8S55'",NA,NA,NA,"Caryophyllanae",NA,NA,NA,NA,NA
"58","2019-10-07 09:18:46-03","UEFS","HUEFS","63805","PreservedSpecimen","Plantae","Angiospermae","Caryophyllales","Cactaceae","Tacinga","funalis","Tacinga funalis","Britton & Rose",NA,"Queiroz, L.P.de","7318","2002","08","16",NA,"Brasil","Bahia","Cerca de 5 km da estrada Itiúba-Filadélfia, Fazenda Carrapato.",NA,"Caatinga arbórea arbustiva sobre solo arenoso.","HUEFS0063805","HUEFS0063805","M.Machado","2003","02","Itiúba","-40.028333","-10.731111","40W1'42''","10S43'52''",NA,NA,NA,"Caryophyllanae",NA,NA,NA,NA,NA
"59","2019-10-07 09:18:46-03","UEFS","HUEFS","65162","PreservedSpecimen","Plantae","Angiospermae","Caryophyllales","Cactaceae","Tacinga","funalis","Tacinga funalis","Britton & Rose",NA,"Machado, M.A.","2","2002","08","04",NA,"Brasil","Bahia","Estrada entre Olhos D'água do Fagundo e Mulungu da Lapa.",NA,NA,"HUEFS0065162","HUEFS0065162",NA,NA,NA,"Morro do Chapéu","-41.216667","-11.583333","41W13'","11S35'",NA,NA,NA,"Caryophyllanae","750","750",NA,NA,NA
"60","2020-07-23 12:01:23-03","CEPLAC","CEPEC","46066","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Tacinga","funalis","Tacinga funalis",NA,NA,"R. M. Harley","25545","1988","11","23",NA,"Brasil","Bahia","12Km ao S cidade, Rod. Rio de Contas/Brumado.",NA,NA,NA,NA,"N. P. Taylor",NA,NA,"livramento do brumado","-41.816667","-13.75","41W49'","13S45'",NA,NA,NA,NA,NA,NA,NA,"30/12/1989",NA
"61","2020-07-23 12:01:23-03","CEPLAC","CEPEC","104785","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Tacinga","funalis","Tacinga funalis",NA,NA,"L. J. Alves","219","2002","07","07",NA,"Brasil","Bahia","Piemonte da Diamantina. Assentamento Engano.",NA,"<ll>dwc_commonname:</ll> Avoador",NA,NA,"M. L. Guedes",NA,NA,"CAÉM","-40.140556","-11.116944","40W8'26","11S7'1",NA,NA,NA,NA,NA,NA,NA,"30/11/2001",NA
"62","2020-07-23 12:01:23-03","CEPLAC","CEPEC","86165","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Tacinga","funalis","Tacinga funalis",NA,NA,"E. A. Rocha","622","2009","04","08",NA,"Brasil","Pernambuco","A 17Km ao S de Rajada.",NA,NA,NA,NA,"E. A. Rocha",NA,NA,"PETROLINA","-40.733333","-8.916667","40W44'","8S55'",NA,NA,NA,NA,NA,NA,NA,"06/04/2000",NA
"63","2020-07-23 12:01:23-03","CEPLAC","CEPEC","48776","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Tacinga","funalis","Tacinga funalis",NA,NA,"U. Eggli","1304","1988","08","27",NA,"Brasil","Bahia","A SW cidade, encosta c/ equipamento da TELEBAHIA.",NA,NA,NA,NA,"N. P. Taylor",NA,NA,"CAETITÉ","-42.4749984741211","-14.0693998336792",NA,NA,"53684","auto",NA,NA,NA,NA,NA,"30/12/1991",NA
"64","2020-07-23 12:01:23-03","CEPLAC","CEPEC","50740","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Tacinga","funalis","Tacinga funalis",NA,NA,"N. P. Taylor","1378","1991","01","08",NA,"Brasil","Bahia","64Km a E de Juazeiro, estrada para Sr. do Bonfim. Entre Maçaroca/Barrinha.",NA,NA,NA,NA,"N. P. Taylor",NA,NA,"JAGUARARÍ","-40.19580078125","-10.2638998031616",NA,NA,"60045","auto",NA,NA,NA,NA,NA,"30/12/1991",NA
"65","2020-07-23 12:01:23-03","CEPLAC","CEPEC","51013","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Tacinga","funalis","Tacinga funalis",NA,NA,"N. P. Taylor","1543","1992","03","03",NA,"Brasil","Bahia","25Km da BR-030, estrada para Sussuarana.",NA,NA,NA,NA,"N. P. Taylor",NA,NA,"ARACATÚ","-41.4618988037109","-14.4274997711182",NA,NA,"40920","auto",NA,NA,NA,NA,NA,"30/12/1991",NA
"66","2020-07-23 12:01:23-03","CEPLAC","CEPEC","48749","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Tacinga","funalis","Tacinga funalis",NA,NA,"U. Eggli","1184","1988","08","17",NA,"Brasil","Bahia","Ca. 20Km ao N Anagé, estrada Sussuarana/Tanhaçú.",NA,NA,NA,NA,"M. V. Meiado",NA,NA,"ARACATÚ","-41.4618988037109","-14.4274997711182",NA,NA,"40920","auto",NA,NA,NA,NA,NA,"30/12/1988",NA
"67","2021-04-05 12:31:35-03","UNIVASF","HVASF","7147","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Tacinga","funalis","Tacinga funalis","Britton & Rose",NA,"A.P. Fontana","6400","2010","01","27","América do Sul","Brasil","Bahia","Estrada para Alto do Tabuleiro, caatinga arenosa, PNBO",NA,"Escandente. Frutos imaturos verdes.","HVASF007147",NA,"A.P. Fontana","2010","02","Sento Sé",NA,NA,"9999.000000","9999.000000",NA,NA,"10",NA,"917","917",NA,NA,"U"
"68","2021-04-05 12:31:35-03","UNIVASF","HVASF","12711","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Tacinga","funalis","Tacinga funalis","Britton & Rose",NA,"J.V.A. Ferreira","87","2011","07","27","América do Sul","Brasil","Bahia","Fazenda do Grupo Campelo (Antigo Curtume)",NA,"Trepadeira. Flores verdes.","HVASF012711",NA,"J.R. Fabricante","2011","07","Juazeiro",NA,NA,"9999.000000","9999.000000",NA,NA,"27",NA,"412","412",NA,NA,"U"
"69","2021-04-05 12:31:35-03","UNIVASF","HVASF","7273","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Tacinga","funalis","Tacinga funalis","Britton & Rose",NA,"D. Araújo","1270","2010","01","28","América do Sul","Brasil","Bahia","Barra dos Alegres Estrada para o Riacho da Barra",NA,"Escandente. Frutos verdes.","HVASF007273",NA,"A.P. Fontana","2010","08","Sento Sé",NA,NA,"9999.000000","9999.000000",NA,NA,"11",NA,"770","770",NA,NA,"U"
"70","2021-04-05 12:31:35-03","UNIVASF","HVASF","418","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Tacinga","funalis","Tacinga funalis","Britton & Rose",NA,"J.A. Siqueira Filho","1849","2006","10","12","América do Sul","Brasil","Pernambuco","povoado de Caboclo, Fazenda Boqueirão",NA,"Cladódios vináceos, enrrugados. Flores tubulosas, passadas.","HVASF000418",NA,"J.A. Siqueira Filho","2006","10","Afrânio",NA,NA,"9999.000000","9999.000000",NA,NA,"12",NA,"585","585",NA,NA,"U"
"71","2021-04-05 12:31:35-03","UNIVASF","HVASF","23646","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Tacinga","funalis","Tacinga funalis","Britton & Rose",NA,"E.D.S. Almeida","151","2017","12","15","América do Sul","Brasil","Bahia","Povoado do Alegre, leito do riacho após o campo de futebol, próximo a plantação de macaxeira do povoado",NA,"Cacto volúvel com ca. de 2 m de alt. Flores passadas, cladódio com gloquídeos abundantes.","HVASF023646",NA,"J.A. Siqueira Filho","2017","12","Sento Sé",NA,NA,"9999.000000","9999.000000",NA,NA,"15",NA,"1058","1058",NA,NA,"U"
"72","2021-04-05 12:31:35-03","UNIVASF","HVASF","23058","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Tacinga","funalis","Tacinga funalis","Britton & Rose",NA,"J.A. Siqueira Filho","3730","2016","04","23","América do Sul","Brasil","Pernambuco","Povoado de Caboclo, Fazenda Boqueirão, na caatinga densa arbórea",NA,"Erva escandente, ca. 1,5 m cladódio parcialmente vináceo, receptáculo verde vináceo persisitente.","HVASF023058",NA,"J.A. Siqueira Filho","2016","04","Afrânio",NA,NA,"9999.000000","9999.000000",NA,NA,"23",NA,"580","580",NA,NA,"U"
"73","2021-04-05 12:31:35-03","UNIVASF","HVASF","320","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Tacinga","funalis","Tacinga funalis","Britton & Rose",NA,"J.A. Siqueira Filho","1752","2006","09","21","América do Sul","Brasil","Bahia","PNBO, Serra da Empleitada",NA,"Erva com cladódio vináceo. Flores esverdeadas, ápice da corola com máculas vináceas, estruturas reprodutivas exsertas.","HVASF000320","HVASF000320_v01","M. Machado","2006","10","Umburanas",NA,NA,"9999.000000","9999.000000",NA,NA,"03",NA,"803","803",NA,NA,"U"
"74","2021-04-05 12:31:35-03","UNIVASF","HVASF","22342","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Tacinga","funalis","Tacinga funalis","Britton & Rose",NA,"J.A. Siqueira Filho","3221","2014","08","16","América do Sul","Brasil","Bahia","Parque Nacional do Boqueirão da Onça (PNBO), Serra da Caçamba",NA,"Epífita. Presença de gloquídios. Presença de botões florais. Flores liláses.","HVASF022342",NA,"J.A. Siqueira Filho","2014","08","Sento Sé",NA,NA,"9999.000000","9999.000000",NA,NA,"16",NA,"903","903",NA,NA,"U"
