"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","class","individualCount","typeStatus"
"11","2019-12-04 15:26:06-03","PUCPR","HUCP","12928","S","Plantae","Magnoliidae",NA,"Piperaceae","Peperomia","diaphanoides","Peperomia diaphanoides","Miq.","Libsch, D","187","2001","03","11",NA,"Brasil","Paraná","Tijucas do Sul","CETAS","-49.1988983154297","-25.9281005859375",NA,NA,"HUCP00016372","HUCP00016372","Machado-Silva",NA,NA,"2017","09","05","25228","auto",NA,NA,NA,NA,NA
"12","2020-11-04 12:15:41-03","ESALQ","ESA","134369","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Peperomia","diaphanoides","Peperomia diaphanoides","Dahlst.","C.P. Caliari et al.","2379.0","2009","04","22",NA,"Brasil","Paraná","Telêmaco Borba","Parque Ecológico da Klabin. Campo. Área perturbada.","-50.6156005859375","-24.3239002227783",NA,"Epífita, espigas verdes, ca. 20 cm.","ESA134369",NA,NA,NA,NA,NA,NA,NA,"35037","auto",NA,NA,NA,NA,NA
"13","2020-11-04 12:18:04-03","ESALQ","ESA","69994","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Piperaceae","Peperomia","diaphanoides","Peperomia diaphanoides",NA,"Krieger, L.",NA,"1989","04","02",NA,"Brasil","Minas Gerais","Caparaó",NA,"-41.9043998718262","-20.523099899292",NA,NA,"ESA069994","ESA069994",NA,NA,NA,NA,NA,NA,"15056","auto",NA,NA,NA,NA,NA
"14","2020-11-04 12:15:41-03","ESALQ","ESA","133694","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Peperomia","diaphanoides","Peperomia diaphanoides","Dahlst.","J.S. Silva; M.F. Silveira; R.T. Queiroz; A.J.C. Silva; L.C. Garcia","522.0","2009","04","14",NA,"Brasil","Paraná","Telêmaco Borba","Fazenda Monte Alegre. Trilha Ecológica.","-50.6156005859375","-24.3239002227783",NA,"Epífita. Folhas com face abaxial vinácea. Frutos verdes.","ESA133694",NA,NA,NA,NA,NA,NA,NA,"35037","auto","-503511","-241648",NA,NA,NA
"15","2020-11-09 19:01:10-03","UFJF","CESJ","68082","PreservedSpecimen","Plantae","Angiosperma",NA,"Piperaceae","Peperomia","diaphanoides","Peperomia diaphanoides","Dahlst.","S.G. Furtado; L. Menini Neto","306","2014","08","01","América do Sul","Brasil","Minas Gerais","Lima Duarte","Parque Estadual do Ibitipoca, Nanofloresta Nebular na Gruta das Bromélias","-43.896917","-21.712389",NA,"Epífita a ca 2m Folhas discolores, face abaxial verde-clara a vinácea e face adaxial verde-escura, inflorescência verde com frutos castanhos","CESJ068082",NA,"L. Menini Neto; S.G. Furtado","1400","1400","2017","01","23",NA,NA,"-43.896917","-21.712389",NA,NA,NA
"16","2019-11-21 14:41:30-03","UFJF","CESJ","68547","PreservedSpecimen","Plantae","Angiosperma",NA,"Piperaceae","Peperomia","diaphanoides","Peperomia diaphanoides","Dahlst.","B. Moreira; L.C.D. Dias","213","2015","04","20","América do Sul","Brasil","Minas Gerais","Lima Duarte","Parque Estadual do Ibitipoca, Nanofloresta nebular, atrás do centro de pesquisa","-43.898333","-21.709722",NA,"Epífita, inflorescência verde. Interior de mata","CESJ068547",NA,"B. Moreira","1360","1360","2016",NA,NA,NA,NA,"-43.898333","-21.709722",NA,NA,NA
"17","2019-11-21 14:41:30-03","UFJF","CESJ","69187","PreservedSpecimen","Plantae","Angiosperma",NA,"Piperaceae","Peperomia","diaphanoides","Peperomia diaphanoides","Dahlst.","G.B. Oliveira; A. Cabral; M.C.A. Mota","217","2016","06","26","América do Sul","Brasil","Minas Gerais","Lima Duarte","Parque Estadual do Ibitipoca, Nanofloresta Nebular, Gruta da Cruz, 15-20m da entrada da gruta","-43.897222","-21.696944",NA,"Erva, borda da mata","CESJ069187",NA,"G.B. Oliveira","1660","1660","2017","07",NA,NA,NA,"-43.897222","-21.696944",NA,NA,NA
"18","2019-11-21 14:41:30-03","UFJF","CESJ","69206","PreservedSpecimen","Plantae","Angiosperma",NA,"Piperaceae","Peperomia","diaphanoides","Peperomia diaphanoides","Dahlst.","G.B. Oliveira; A. Cabral","242","2016","07","24","América do Sul","Brasil","Minas Gerais","Lima Duarte","Parque Estadual do Ibitipoca, Nanofloresta Nebular, Gruta das Bromélias, 15-20m da entrada da gruta","-43.899444","-21.709167",NA,"Face abaxial da folha avermelhada; rupícola e terrícola, em local sombreado","CESJ069206",NA,"G.B. Oliveira","1450","1450","2017","02",NA,NA,NA,"-43.899444","-21.709167",NA,NA,NA
"19","2019-11-21 14:41:30-03","UFJF","CESJ","69275","PreservedSpecimen","Plantae","Angiosperma",NA,"Piperaceae","Peperomia","diaphanoides","Peperomia diaphanoides","Dahlst.","G.B. Oliveira; L.V.V. Cruz; M.A. Manhães; A. Cabral","345","2016","10","24","América do Sul","Brasil","Minas Gerais","Lima Duarte","Parque Estadual do Ibitipoca, Nanofloresta Nebular, Gruta da Cruz, 15-20m da entrada da gruta","-43.897222","-21.696944",NA,"Erva, espiga esverdeada, borda da trilha","CESJ069275",NA,"G.B. Oliveira","1660","1660","2017","06",NA,NA,NA,"-43.897222","-21.696944",NA,NA,NA
"20","2019-11-21 14:41:30-03","UFJF","CESJ","69283","PreservedSpecimen","Plantae","Angiosperma",NA,"Piperaceae","Peperomia","diaphanoides","Peperomia diaphanoides","Dahlst.","G.B. Oliveira; F.R.G. Salimena; P.H. Nobre; M.A. Manhães; A. Cabral","353","2017","02","17","América do Sul","Brasil","Minas Gerais","Lima Duarte","Parque Estadual do Ibitipoca, Nanofloresta Nebular, Gruta das Bromélias, 15-20m da entrada da gruta","-43.899444","-21.709167",NA,"Erva, espiga esverdeada grande, frutos levemente avermelhados","CESJ069283",NA,"G.B. Oliveira","1450","1450","2017","06",NA,NA,NA,"-43.899444","-21.709167",NA,NA,NA
"21","2019-11-21 14:41:30-03","UFJF","CESJ","69304","PreservedSpecimen","Plantae","Angiosperma",NA,"Piperaceae","Peperomia","diaphanoides","Peperomia diaphanoides","Dahlst.","G.B. Oliveira; M.A. Manhães; A. Cabral; F.R.G. Salimena; P.H. Nobre","378","2017","02","18","América do Sul","Brasil","Minas Gerais","Lima Duarte","Parque Estadual do Ibitipoca, Nanofloresta Nebular, Gruta da Cruz, 15-20m da entrada da gruta","-43.897222","-21.696944",NA,"Espiga esverdeada, solo arenoso","CESJ069304",NA,"G.B. Oliveira","1660","1660","2017","06",NA,NA,NA,"-43.897222","-21.696944",NA,NA,NA
"22","2019-11-21 14:41:30-03","UFJF","CESJ","69342","PreservedSpecimen","Plantae","Angiosperma",NA,"Piperaceae","Peperomia","diaphanoides","Peperomia diaphanoides","Dahlst.","G.B. Oliveira; A. Cabral","243","2016","07","24","América do Sul","Brasil","Minas Gerais","Lima Duarte","Parque Estadual do Ibitipoca, Nanofloresta Nebular, Gruta das Bromélias, 15-20m da entrada da gruta","-43.899444","-21.709167",NA,"Erva ca. 20 cm, tricomas brilhosos","CESJ069342",NA,"G.B. Oliveira","1450","1450","2017","02",NA,NA,NA,"-43.899444","-21.709167",NA,NA,NA
"23","2019-11-21 14:41:29-03","UFJF","CESJ","58515","PreservedSpecimen","Plantae","Angiosperma",NA,"Piperaceae","Peperomia","diaphanoides","Peperomia diaphanoides","Dahlst.","F.E. Alves; B.R.M. Bastos","38","2011","02","16","América do Sul","Brasil","Minas Gerais","Olaria","Serra do Cruz, Mata nebular. 21º53'26,53S, 44º04'58,81O. 1480m.s.m.","-44.083003","-21.890703",NA,"Epífita em mata fechada. Em tronco caído. Folha de coloração vinho na parte abaxial e verde na parte superior. Folha carnosa. Inflorescencia em espiga.","CESJ058515",NA,"L. Menini Neto","1480","1480","2011","03",NA,NA,NA,"-44.083003","-21.890703",NA,NA,NA
"24","2019-11-21 14:41:29-03","UFJF","CESJ","67776","PreservedSpecimen","Plantae","Angiosperma",NA,"Piperaceae","Peperomia","diaphanoides","Peperomia diaphanoides","Dahlst.","D.E.F. Barbosa; G.A. Basilio","161","2013","12","08","América do Sul","Brasil","Minas Gerais","Lima Duarte","Conceição de Ibitipoca, Fazenda do Tanque, Floresta semidecidual montana","-43.913333","-21.698611",NA,"Epífita entre 10cm e 1m. Frutos verdes matizados de vináceo. Interior de mata.","CESJ067776",NA,"L. Menini Neto","1300","1300","2013",NA,NA,NA,NA,"-43.913333","-21.698611",NA,NA,NA
"25","2020-11-09 19:01:10-03","UFJF","CESJ","68060","PreservedSpecimen","Plantae","Angiosperma",NA,"Piperaceae","Peperomia","diaphanoides","Peperomia diaphanoides","Dahlst.","S.G. Furtado; L. Menini Neto","284","2014","06","11","América do Sul","Brasil","Minas Gerais","Lima Duarte","Parque Estadual do Ibitipoca, Nanofloresta Nebular próx. as casas dos funcionários do parque","-43.896917","-21.712389",NA,"Epífita ou terrícola, interior de mata, comum Folhas discolores com face abaxial vinácea ou verde variegada de vinho e face adaxial verdee escuro, inflorescência verde-clara","CESJ068060",NA,"S.G. Furtado; L. Menini Neto","1362","1362","2017","01","23",NA,NA,"-43.896917","-21.712389",NA,NA,NA
"26","2019-11-21 14:41:29-03","UFJF","CESJ","53345","PreservedSpecimen","Plantae","Angiosperma",NA,"Piperaceae","Peperomia","diaphanoides","Peperomia diaphanoides","Dahlst.","D. Monteiro; N.L. Abreu; K.B.L. Baldini; A.C. Mezzonato; J.A. Oliveira","506","2009","02","04","América do Sul","Brasil","Minas Gerais","Rio Preto","Serra Negra, Trilha para a cachoeira do Marciano.","-43.8278007507324","-22.0891990661621",NA,"Erva terrestre em mata umbrófila na margem da trilha. Espigas eretas verde escuras, lamina dicolor, raizes avermelhadas.","CESJ053345",NA,"D. Monteiro",NA,NA,"2009","05",NA,"20815","auto",NA,NA,NA,NA,NA
"27","2019-11-21 14:41:29-03","UFJF","CESJ","48508","PreservedSpecimen","Plantae","Angiosperma",NA,"Piperaceae","Peperomia","diaphanoides","Peperomia diaphanoides","Dahlst.","L. Menini Neto; C.N. Matozinhos; N.L. Abreu; T.Trindade; E.A. Feliciano; P.L. Viana","281","2007","01","27","América do Sul","Brasil","Minas Gerais","Rio Preto","Serra Negra, Trilha para o Ninho da Égua.","-43.8278007507324","-22.0891990661621",NA,"Planta herbácea, terrestre, entre musgos, no campo. Caule vináceo, folhas verdes, inflorescência verde.","CESJ048508",NA,"D. Monteiro",NA,NA,"2009","01",NA,"20815","auto",NA,NA,NA,NA,NA
"28","2019-08-16 08:40:30-03","UTFPR","HCF","19571","S","Plantae",NA,NA,"Piperaceae","Peperomia","diaphanoides","Peperomia diaphanoides","Dahlst.","J.M. Silva","8742","2002","04","13",NA,"Brasil","PR","Turvo","Reserva Indígena de Guarapuava, Rio","-51.5297012329102","-25.0428009033203",NA,"terrícola. Interior do Araucarieto.",NA,NA,"E.F. Guimarães",NA,NA,"2009",NA,NA,"36663","auto",NA,NA,NA,NA,NA
"29","2020-12-21 16:39:30-03","MBM","MBM","429018","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Peperomia","diaphanoides","Peperomia diaphanoides","Dahlst.","Lozano, E.D.; Canestraro, B.K.; Canestraro, B.K.","3652","2017","04","23","Southern America","Brazil","Paraná","Piraquara","Morro Torre Amarela, na trilha","-49.0633010864258","-25.4416999816895",NA,"Terrícola, 15 cm, frutos nigrescentes, interior da mata.; Floresta Ombrófila Densa Montana.","MBM429018",NA,"Machado-Silva, T.",NA,NA,"2017",NA,NA,"12577","auto",NA,NA,NA,NA,NA
"30","2020-12-21 16:39:30-03","MBM","MBM","425936","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Peperomia","diaphanoides","Peperomia diaphanoides","Dahlst.","Völtz, R.R.; Vieira, R.S.; Passos, L.S.; Vieira, R.S.; Passos, L.S.","2118","2019","05","20","Southern America","Brazil","Paraná","Curitiba","Refúgio da Vida Silvestre do Bugio","-49.321667","-25.610278",NA,"Erva epífita na base do forófito formando pequena população.; Floresta Ombrófila Mista.","MBM425936",NA,"Völtz, R.R.","885","885","2019","10","28",NA,NA,"-49.321667","-25.610278",NA,NA,NA
"31","2020-12-21 16:39:30-03","MBM","MBM","427993","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Peperomia","diaphanoides","Peperomia diaphanoides","Dahlst.","Lozano, E.D.; Brotto, M.L.; Brotto, M.L.","3514","2017","01","17","Southern America","Brazil","Paraná","Adrianópolis","Parque Estadual das Lauráceas, Morro da Anta","-48.716417","-24.863417",NA,"Terrícola, 20 cm, espiga verde, interior da mata, próximo a topo de morro.; Floresta Ombrófila Densa Montana.","MBM427993",NA,"Machado-Silva, T.",NA,NA,"2017",NA,NA,NA,NA,"-48.716417","-24.863417",NA,NA,NA
"32","2020-12-11 11:40:08-03","UFMG","BHCB","113240","PreservedSpecimen","Plantae","Dicotyledon",NA,"Piperaceae","Peperomia","diaphanoides","Peperomia diaphanoides","Dahlst.","Mendes, MS; et al.","s.n.","2007","02","02","Southern America","Brasil","Minas Gerais","Itabiriro","Região da Gerdal, Próximo a BR 040, Mina Várzea do Lopes","-43.932508","-20.301681",NA,"Habitat: Floresta Est. Semid. Sub-montana, Porte: herbáceo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-43.932508","-20.301681",NA,NA,NA
"33","2020-12-11 11:40:08-03","UFMG","BHCB","184539","PreservedSpecimen","Plantae","Dicotyledon",NA,"Piperaceae","Peperomia","diaphanoides","Peperomia diaphanoides","Dahlst.","Mota, RC da; Vasconcelos, MF de","3923","2016","12","18","Southern America","Brasil","Minas Gerais","Riacho dos Machados","Vale do Esmeril","-42.721667","-16.112778",NA,"Projeto desenvolvido pelo Instituto Prístino!; Erva rupestre sobre rochas de riacho; inflorescências verde-claras.; Coletada em Mata de Galeria","BHCB041713",NA,NA,"748","748","2017","03","10",NA,NA,"-42.721667","-16.112778",NA,NA,NA
"34","2020-12-11 11:40:08-03","UFMG","BHCB","197783","PreservedSpecimen","Plantae","Dicotyledon",NA,"Piperaceae","Peperomia","diaphanoides","Peperomia diaphanoides","Dahlst.","Rezende, SG; Justo, AG","6859","2018","05","18","Southern America","Brasil","Minas Gerais","Rio Acima","Serra do Gandarela","-43.657222","-20.109167",NA,"Erva terrícula; Floresta Estacional Semidecidual em Estágio Médio de Regeneração","BHCB197783",NA,NA,"1363","1363",NA,NA,NA,NA,NA,"-43.657222","-20.109167",NA,NA,NA
"35","2020-12-11 11:40:08-03","UFMG","BHCB","118847","PreservedSpecimen","Plantae","Dicotyledon",NA,"Piperaceae","Peperomia","diaphanoides","Peperomia diaphanoides","Dahlst.","Mendes, MS; et al.","s.n.","2007","02","02","Southern America","Brasil","Minas Gerais","Itabirito","Mina Várzea do Lopes - Gerdau.","-43.801399230957","-20.2532997131348",NA,"Habitat: Floresta Est. Semid. Sub montana, Porte: herbáceo",NA,NA,NA,NA,NA,NA,NA,NA,"20553","auto",NA,NA,NA,NA,NA
"36","2020-12-11 11:40:08-03","UFMG","BHCB","16182","PreservedSpecimen","Plantae","Dicotyledon",NA,"Piperaceae","Peperomia","diaphanoides","Peperomia diaphanoides","Dahlst.","Andrade, P; et al.","1118","1988","01","13","Southern America","Brasil","Minas Gerais","Lima Duarte","Parque Estadual do Ibitipoca","-43.793098449707","-21.8425006866455",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30417","auto",NA,NA,NA,NA,NA
"37","2020-12-11 11:40:08-03","UFMG","BHCB","16193","PreservedSpecimen","Plantae","Dicotyledon",NA,"Piperaceae","Peperomia","diaphanoides","Peperomia diaphanoides","Dahlst.","Andrade, P; et al.","1183","1983","04","28","Southern America","Brasil","Minas Gerais","Lima Duarte","Parque Estadual do Ibitipoca","-43.793098449707","-21.8425006866455",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30417","auto",NA,NA,NA,NA,NA
"38","2020-12-11 11:40:08-03","UFMG","BHCB","16656","PreservedSpecimen","Plantae","Dicotyledon",NA,"Piperaceae","Peperomia","diaphanoides","Peperomia diaphanoides","Dahlst.","Andrade, PM de","1122","1988","03","24","Southern America","Brasil","Minas Gerais","Lima Duarte","Parque Estadual do Ibitipoca","-43.793098449707","-21.8425006866455",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30417","auto",NA,NA,NA,NA,NA
"39","2021-02-11 17:21:12-03","UFPR","UPCB","56445","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Peperomia","diaphanoides","Peperomia diaphanoides","Dahlst.","Reginato, M.","443","2005","06","06",NA,"Brasil","Paraná","Piraquara","Mananciais da Serra, trilha da Represa do Carvalinho","-48.983333","-25.483333",NA,"Epífita sobre tronco caído, espigas esverdeadas. Floresta ombrófila mista/densa..","UPCB0036073","UPCB0036073","Machado-Silva, T.","1000","1000","2017","10","31",NA,NA,"-48.983333","-25.483333",NA,NA,NA
"40","2021-02-11 17:21:12-03","UFPR","UPCB","59893","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Peperomia","diaphanoides","Peperomia diaphanoides","Dahlst.","Kersten, R.","905","2004","08","12",NA,"Brasil","Paraná","Contenda",NA,"-49.5346984863281","-25.6756000518799",NA,"Epífita, pouco frequente na floresta ombrófila mista..","UPCB0036086","UPCB0036086","Machado-Silva, T.",NA,NA,"2017","10","31","22732","auto",NA,NA,NA,NA,NA
"41","2021-02-11 17:21:12-03","UFPR","UPCB","28422","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Peperomia","diaphanoides","Peperomia diaphanoides","Dahlst.","Dittrich, V.A.O. | Kozera, C.","222","1996","09","19",NA,"Brasil","Paraná","Curitiba","Parque Barigüi","-49.2731018066406","-25.4277992248535",NA,"Holoepífita facultativa ca. 1,5m de altura na floresta com Araucaria..",NA,NA,"Silva, T.M.",NA,NA,"2016","08",NA,"25180","auto",NA,NA,NA,NA,NA
"42","2021-02-11 17:21:12-03","UFPR","UPCB","28124","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Peperomia","diaphanoides","Peperomia diaphanoides","Dahlst.","Kozera, C.","153","1996","06","18",NA,"Brasil","Paraná","Curitiba","Parque Barigüi","-49.2731018066406","-25.4277992248535",NA,"Herbácea terrestre, com frutos. Banhado..","UPCB0034891",NA,"Silva, S.M. & Kozera, C.",NA,NA,"1996","08",NA,"25180","auto",NA,NA,NA,NA,NA
"43","2021-02-11 17:21:12-03","UFPR","UPCB","28123","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Peperomia","diaphanoides","Peperomia diaphanoides","Dahlst.","Kozera, C. | Dittrich, V.A.O.","107","1996","03","26",NA,"Brasil","Paraná","Curitiba","Parque Barigüi","-49.2731018066406","-25.4277992248535",NA,"Herbácea, ca. 0,2m. Subosque da floresta com Araucaria..",NA,NA,"Silva, T.M.",NA,NA,"2016","08",NA,"25180","auto",NA,NA,NA,NA,NA
"44","2021-02-11 17:21:12-03","UFPR","UPCB","28092","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Peperomia","diaphanoides","Peperomia diaphanoides","Dahlst.","Kozera, C. | Dittrich, V.A.O.","135","1996","05","14",NA,"Brasil","Paraná","Curitiba","Parque Barigüi","-49.2731018066406","-25.4277992248535",NA,"Herbácea, com fruto. Subosque da floresta com Araucaria..",NA,NA,"Silva, T.M.",NA,NA,"2016","08",NA,"25180","auto",NA,NA,NA,NA,NA
"45","2021-02-11 17:21:12-03","UFPR","UPCB","28042","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Peperomia","diaphanoides","Peperomia diaphanoides","Dahlst.","Carrião, D.J.S. et al.","s.n.","1995","03","09",NA,"Brasil","Paraná","Curitiba","Parque Barigüi","-49.2731018066406","-25.4277992248535",NA,"Erva, 50cm, sobre tronco em decomposição. Interior da floresta..","UPCB0036078","UPCB0036078","Machado-Silva, T.",NA,NA,"2017","10","31","25180","auto",NA,NA,NA,NA,NA
"46","2021-02-11 17:21:12-03","UFPR","UPCB","28041","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Peperomia","diaphanoides","Peperomia diaphanoides","Dahlst.","Dittrich, V.A.O. | Singer, R.B.","76","1996","02","07",NA,"Brasil","Paraná","Curitiba","Parque Barigüi","-49.2731018066406","-25.4277992248535",NA,"Epífita, 1m. Floresta com Araucaria..","UPCB0036077","UPCB0036077","Machado-Silva, T.",NA,NA,"2017","10","31","25180","auto",NA,NA,NA,NA,NA
"47","2010-01-29 13:42:00-02","MO","MOBOT","2855178","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Peperomia","diaphanoides","Peperomia diaphanoides","Dahlst.","Per Dusén","Dusén s.n.",NA,NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2010-03-18 21:18:00-03","MO","MOBOT","2478803","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Peperomia","diaphanoides","Peperomia diaphanoides","Dahlst.","G. Malme","Malme 522","1893","1","30","South America","Brazil","Rio Grande do Sul",NA,"Santo Ángelo, near Cachoeira",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
