"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","typeStatus","recordedBy","recordNumber","continentOcean","country","locality","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","year","month","day","stateProvince","phylum","order","scientificNameAuthorship","imagecode","infraspecificEpithet","identifiedBy","county","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","dayIdentified","class","relatedCatalogItem","coordinatePrecision","geoFlag","fieldNumber","individualCount"
"11","2021-03-15 16:37:00-03","NY","NYBG","00103711","PreservedSpecimen","Plantae","Eriocaulaceae","Syngonanthus","widgrenianus","Syngonanthus widgrenianus puberulifolius","syntype","L. Riedel","1477","South America","Brazil","Circa Taubaté","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=580058' target='other'> <mi>dwc_moreinfo</mi></a>","NY00103711","1859",NA,NA,"São Paulo","Magnoliophyta","Poales","Ruhland","NY00103711_01","puberulifolius",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-04-08 17:44:58-03","EAO","IAN","33944","PreservedSpecimen","Plantae","Eriocaulaceae","Syngonanthus","widgrenianus","Syngonanthus widgrenianus",NA,"Widgren","s.n.","Southern America","Brasil",NA,NA,NA,NA,"IAN033944",NA,NA,NA,NA,"Monocotiledônea",NA,"(Körn.) Ruhland","IAN033944_f",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2019-10-09 11:28:18-03","UFBA","ALCB","63632","PreservedSpecimen","Plantae","Eriocaulaceae","Syngonanthus","widgrenianus","Syngonanthus widgrenianus",NA,"Xavier, AB; Anjos, BA dos; Guedes, ML","63","Southern America","Brasil","Oeste",NA,NA,"40 cm de altura. Folhas rosuladas filiformes. Inflorescência com escapo largo, capítulos cremes.; Mata de galeria.","ALCB016962","2003","09","21","Bahia","Monocotyledon",NA,"(Körn.) Ruhland","ALCB016962",NA,"Watanabe, MTC","Luis Eduardo Magalhães","-45.718333","-12.307778","710","710","2012","07","-45.718333","-12.307778",NA,NA,NA,NA,NA,NA,NA
"14","2019-10-09 11:28:18-03","UFBA","ALCB","16167","PreservedSpecimen","Plantae","Eriocaulaceae","Syngonanthus","widgrenianus","Syngonanthus widgrenianus",NA,"Guedes, ML","817","Southern America","Brasil","Oeste, Cachoeira do Acaba Vida",NA,NA,"inflorescências de flores alvas.","ALCB016886","1983","07","14","Bahia","Monocotyledon",NA,"(Körn.) Ruhland","ALCB016886",NA,NA,"Barreiras","-44.983333","-12.15",NA,NA,"2017","01","-44.983333","-12.15","27",NA,NA,NA,NA,NA,NA
"15","2020-02-08 10:15:40-03","NBC","NL-BOTANY","L 0821049","PreservedSpecimen","Plantae","Eriocaulaceae","Syngonanthus","widgrenianus","Syngonanthus widgrenianus","syntype","Riedel L",NA,"Southern America","Brazil","Taubati",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L%20%200821049 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L0821049",NA,NA,NA,NA,NA,"Poales","(Körn.) Ruhland","NL-L0821049",NA,"Echternacht L",NA,NA,NA,NA,NA,"2011","04",NA,NA,"01","Magnoliopsidae","903136285",NA,NA,NA,NA
"16","2020-02-08 10:15:40-03","NBC","NL-BOTANY","U 0001823","PreservedSpecimen","Plantae","Eriocaulaceae","Syngonanthus","widgrenianus","Syngonanthus widgrenianus","isotype","Riedel L",NA,"Southern America","Brazil","Taubati",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200001823 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0001823",NA,NA,NA,NA,NA,"Poales","(Körn.) Ruhland","NL-U0001823",NA,"Echternacht L",NA,NA,NA,NA,NA,"2011","04",NA,NA,"01","Magnoliopsidae","388",NA,NA,NA,NA
"17","2021-03-31 13:37:53-03","MN","R","221123","PreservedSpecimen","Plantae","Eriocaulaceae","Syngonanthus","widgrenianus","Syngonanthus widgrenianus",NA,"Oliveira, A.","238",NA,"Brasil",NA,NA,NA,NA,NA,"2009","06","03","Goiás",NA,NA,"(Körn.) Ruhland",NA,NA,"Watanabe,M.","Vila de São Jorge",NA,NA,NA,NA,"2011","02",NA,NA,"28",NA,NA,NA,NA,NA,NA
"18","2021-01-14 15:28:04-03","MN","R","236001","PreservedSpecimen","Plantae","Eriocaulaceae","Syngonanthus","widgrenianus","Syngonanthus widgrenianus",NA,"Guarçoni, E.; Sartori, M.A.","1224",NA,"Brasil","Serra do Cabral, Cuba.",NA,NA,NA,"R010060434,R010060435","2004","09","04","Minas Gerais",NA,NA,"(Körn.) Ruhland",NA,NA,"Picanço, W.L.","Buenópolis","-44.1800003051758","-17.8733005523682",NA,NA,"2019","11",NA,NA,"04",NA,NA,"42854","auto",NA,NA
"19","2021-01-14 15:28:04-03","MN","R","236013","PreservedSpecimen","Plantae","Eriocaulaceae","Syngonanthus","widgrenianus","Syngonanthus widgrenianus",NA,"Guarçoni, E.; Sartori, M.A.","750",NA,"Brasil","Serra do Cabral, rio Preto.",NA,NA,NA,"R010060443","2004","06","11","Minas Gerais",NA,NA,"(Körn.) Ruhland",NA,NA,"Picanço, W.L.","Francisco Dumont","-44.2341995239258","-17.3150005340576",NA,NA,"2019","11",NA,NA,"04",NA,NA,"45152","auto",NA,NA
"20","2016-02-02 14:38:09-02","BGBM","B","B 10 0250253","S","Plantae","Eriocaulaceae","Syngonanthus","sinuosus","Syngonanthus sinuosus","isotype","A. A. da Silveira","448","Middle and South America","Brazil","Minas Gerais: in stagnis praecutibus (?) in pratis, altis montis Serra do Batatal, prope Capanema.",NA,NA,"Ex Herbarium Silveira <a href=http://herbarium.bgbm.org/object/B100250253 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>","B100250253","1906","04",NA,NA,NA,NA,"Silveira","B100250253",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2016-02-02 14:38:09-02","BGBM","B","B 10 0250240","S","Plantae","Eriocaulaceae","Syngonanthus","widgrenianus","Syngonanthus widgrenianus","type ?","L. Riedel","1477","Middle and South America","Brazil","Taubaté.",NA,NA,"type determination Moldenke, 1959: Cotype <a href=http://herbarium.bgbm.org/object/B100250240 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>","B100250240",NA,NA,NA,NA,NA,NA,"Ruhland","B100250240",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2016-02-02 14:38:09-02","BGBM","B","B 10 0250242","S","Plantae","Eriocaulaceae","Syngonanthus","widgrenianus","Syngonanthus widgrenianus","type ?","L. Riedel","1477","Middle and South America","Brazil","In paludosis in gramina pr. Taubate.",NA,NA,"type determination Moldenke, 1959: Cotype <a href=http://herbarium.bgbm.org/object/B100250242 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>","B100250242","1833",NA,NA,NA,NA,NA,"Ruhland","B100250242",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2016-02-02 14:38:09-02","BGBM","B","B 10 0250241","S","Plantae","Eriocaulaceae","Syngonanthus","widgrenianus","Syngonanthus widgrenianus","type ?","Gardner","5274","Middle and South America","Brazil","Minas Gerais.",NA,NA,"type determination Moldenke, 1959: Cotype <a href=http://herbarium.bgbm.org/object/B100250241 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>","B100250241","1842",NA,NA,NA,NA,NA,"Ruhland","B100250241",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2020-12-20 21:16:54-03","UFV","VIC","028844","PreservedSpecimen","Plantae","Eriocaulaceae","Syngonanthus","widgrenianus","Syngonanthus widgrenianus",NA,"de Paula, C.C.; et al.","231",NA,"Brasil","Serra de Ouro Branco -Área 2",NA,NA,"Terrestre de campo brejoso, erva de 0.32 m, abundante, folhas verdes, altitude de 1398 m.","VIC028844","2002","08","04","Minas Gerais",NA,NA,NA,"VIC028844",NA,NA,"Ouro Branco","-43.6918983459473","-20.5207996368408",NA,NA,NA,NA,NA,NA,NA,NA,NA,"13809","auto",NA,NA
"25","2020-12-20 21:16:54-03","UFV","VIC","028845","PreservedSpecimen","Plantae","Eriocaulaceae","Syngonanthus","widgrenianus","Syngonanthus widgrenianus",NA,"de Paula, C.C.; et al.","405",NA,"Brasil","Serra de Ouro Branco -Área 2",NA,NA,"Terrestre de campo brejoso, erva de 0.26 m, abundante, folhas verdes, altitude de 1392 m.","VIC028845","2002","11","03","Minas Gerais",NA,NA,NA,"VIC028845",NA,NA,"Ouro Branco","-43.6918983459473","-20.5207996368408",NA,NA,NA,NA,NA,NA,NA,NA,NA,"13809","auto",NA,NA
"26","2021-04-07 11:43:06-03","UFMS","CGMS","68718","PreservedSpecimen","Plantae","Eriocaulaceae","Syngonanthus","widgrenianus","Syngonanthus widgrenianus",NA,"V.J. Pott; S.N. Moreira; A. Pott","11469",NA,"Brasil","Fazenda Estella 4, próximo 2,2 Km das cachoeiras da estrada vicinal da Fazenda Potreiro do Sucuriú, a 22,2 Km da estrada MS-316.",NA,NA,"Flor ausente. Fruto ausente. Caule submerso com aerênquima. Nome comum local do ambiente: 'coval' ou 'pântano'. Habitat: Campo úmido em nascente, com buriti (distante) na mata de galeria, em domínio de Cerrado. Solo siltoso, hidromór","CGMS1101676","2012","10","08","Mato Grosso do Sul",NA,NA,"(Körn.) Ruhland",NA,NA,"L. Echternacht; P. Sano","Paraíso das Águas","-53.1936111","-18.9808334","508","508",NA,NA,"-53,1936111","-18,9808334",NA,NA,NA,NA,NA,NA,NA
"27","2021-04-07 11:43:06-03","UFMS","CGMS","13520","PreservedSpecimen","Plantae","Eriocaulaceae","Syngonanthus","widgrenianus","Syngonanthus widgrenianus",NA,"V.J. Pott; A. Pott; A.C.M. Cristaldo; S. Aragaki; D.R. Espírito Santo","6853",NA,"Brasil","Fazenda Sucuriú, nascente próxima à sede, e divisa com o município Chapadão do Céu - GO.",NA,NA,"Flor branca. ????? Habitat: ? Campo graminoso úmido ('Coval'), próximo a buritis (Mauritia flexuosa), em vale com afloramento de água; nascente. Solo hidromórfico, argiloso, turfoso com matéria orgânica. Relevo plano. Raro. Habito:","CGMS1042955","2004","03","31","Mato Grosso do Sul",NA,NA,"(Körn.) Ruhland",NA,NA,NA,"Chapadão do Sul","-52.765","-18.3655556","800","800",NA,NA,"-52,765","-18,3655556",NA,NA,NA,NA,NA,NA,NA
"28","2021-04-07 11:43:06-03","UFMS","CGMS","52822","PreservedSpecimen","Plantae","Eriocaulaceae","Syngonanthus","widgrenianus","Syngonanthus widgrenianus",NA,"V.J. Pott; A.C.M. dos Santos","8815",NA,"Brasil","Fazenda Santo Antônio do Pontal, córrego da Saudade, próximo ao coletor de água para irrigação de arroz.",NA,NA,"Flor branca. Habitat: Campo encharcado de vereda com murundus, próximo ao canal de drenagem. Solo hidromórfico, orgânico. Relevo plano. Ocasional. Habito: Erva aquática anfíbia, rosulada, 5-8cm, escapo 30-50cm de altura.","CGMS1082791","2006","03","23","Mato Grosso do Sul",NA,NA,"(Körn.) Ruhland",NA,NA,"V.J. Pott","Costa Rica","-52.9030556","-18.3597222","650","650","2006","03","-52,9030556","-18,3597222","30",NA,NA,NA,NA,NA,NA
"29","2021-04-07 11:43:06-03","UFMS","CGMS","52811","PreservedSpecimen","Plantae","Eriocaulaceae","Syngonanthus","widgrenianus","Syngonanthus widgrenianus",NA,"V.J. Pott; A. Pott","10409",NA,"Brasil","Usina Hidroelétrica, PHC Garganta de Jararaca, Rio do Sangue, Atiaia Energia S/A.",NA,NA,"Flor ausente. Fruto castanho. Habitat: Ilha de vegetação flutuante (batume) em reservatório. Solo orgânico (histossolo). Relevo plano. Mancha ocasional. Habito: Erva aquática epífita.","CGMS1082779","2008","10","23","Mato Grosso",NA,NA,"(Körn.) Ruhland",NA,NA,"L. Echternacht","Campo Novo dos Parecis","-57.6186111","-13.3988889","397","397",NA,NA,"-57,6186111","-13,3988889",NA,NA,NA,NA,NA,NA,NA
"30","2019-11-06 09:55:13-03","UFOP","OUPR","19339","PreservedSpecimen","Plantae","Eriocaulaceae","Syngonanthus","widgrenianus","Syngonanthus widgrenianus",NA,"Messias, M.C.T.B.","1181",NA,"Brasil","Serra de Itabirito",NA,NA,"Campo rupestre, área brejosa. Erva, flores alvas",NA,"2006","11","13","Minas Gerais",NA,NA,"(Koern.) Ruhland",NA,NA,"Echternacht, L.","Itabirito","-43.801399230957","-20.2532997131348",NA,NA,"2015","04",NA,NA,"13",NA,NA,"20553","auto",NA,NA
"31","2019-11-06 09:55:13-03","UFOP","OUPR","13330","PreservedSpecimen","Plantae","Eriocaulaceae","Syngonanthus","widgrenianus","Syngonanthus widgrenianus",NA,"Badini, J.","s.n.",NA,"Brasil","Serra de Itabirito",NA,NA,"Campos úmidos. Erva, flores brancas",NA,"1974","11","11","Minas Gerais",NA,NA,"(Koern.) Ruhland",NA,NA,"Echternacht, L.","Itabirito","-43.801399230957","-20.2532997131348",NA,NA,"2015","04",NA,NA,"13",NA,NA,"20553","auto",NA,NA
"32","2019-11-06 09:55:13-03","UFOP","OUPR","31473","PreservedSpecimen","Plantae","Eriocaulaceae","Syngonanthus","widgrenianus","Syngonanthus widgrenianus",NA,"Pedrosa, L.G.","515",NA,"Brasil","Areião, Fazenda Alegria.",NA,NA,"Erva, ca. 30cm. Flores pálidas. Campo úmido rupestre.",NA,"2018","06","28","Minas Gerais",NA,NA,"(Koern.) Ruhland",NA,NA,"Echternacht, L.","Ouro Preto","-43.5080986022949","-20.2875003814697",NA,NA,"2018","07",NA,NA,"02",NA,NA,"44599","auto",NA,NA
"33","2019-11-06 09:55:13-03","UFOP","OUPR","32499","PreservedSpecimen","Plantae","Eriocaulaceae","Syngonanthus","widgrenianus","Syngonanthus widgrenianus",NA,"Pedrosa, L.G.","1113",NA,"Brasil","Boa Vista, Fazenda Alegria.",NA,NA,"Erva, ca. 40cm com o escapo floral. Flores alvas/ creme. Campo graminoso úmido.",NA,"2018","11","28","Minas Gerais",NA,NA,"(Koern.) Ruhland",NA,NA,"Pedrosa, L.G.","Ouro Preto","-43.5080986022949","-20.2875003814697",NA,NA,"2018","11",NA,NA,"28",NA,NA,"44599","auto",NA,NA
"34","2019-11-06 09:55:13-03","UFOP","OUPR","13328","PreservedSpecimen","Plantae","Eriocaulaceae","Syngonanthus","widgrenianus","Syngonanthus widgrenianus",NA,"Lisboa, M.A.","s.n.",NA,"Brasil","Lavras Novas",NA,NA,NA,NA,"1972",NA,NA,"Minas Gerais",NA,NA,"(Koern.) Ruhland",NA,NA,"Echternacht, L.","Ouro Preto","-43.5080986022949","-20.2875003814697",NA,NA,"2015","04",NA,NA,"13",NA,NA,"44599","auto",NA,NA
"35","2019-11-06 09:55:13-03","UFOP","OUPR","13329","PreservedSpecimen","Plantae","Eriocaulaceae","Syngonanthus","widgrenianus","Syngonanthus widgrenianus",NA,"Badini, J.","s.n.",NA,"Brasil","Lavras Novas (Serras)",NA,NA,"Campos úmidos. Erva, flores pálidas",NA,"1974","02","12","Minas Gerais",NA,NA,"(Koern.) Ruhland",NA,NA,"Echternacht, L.","Ouro Preto","-43.5080986022949","-20.2875003814697",NA,NA,"2015","04",NA,NA,"13",NA,NA,"44599","auto",NA,NA
"36","2019-11-06 09:55:13-03","UFOP","OUPR","13327","PreservedSpecimen","Plantae","Eriocaulaceae","Syngonanthus","widgrenianus","Syngonanthus widgrenianus",NA,"Lisboa, M.A.","s.n.",NA,"Brasil","Serra de Lavras Novas, Campo",NA,NA,"Erva. Ex. Herb. da Escola Federal de Farmácia e Bioquímica de Ouro Preto nº 20096. Ex Herb. José Badini, nº 886",NA,NA,NA,NA,"Minas Gerais",NA,NA,"(Koern.) Ruhland",NA,NA,"Watanabe, M.","Ouro Preto","-43.5080986022949","-20.2875003814697",NA,NA,"2011","10",NA,NA,NA,NA,NA,"44599","auto",NA,NA
"37","2020-03-05 13:32:56-03","PUC-RIO","FCAB","1229","PreservedSpecimen","Plantae","Eriocaulaceae","Syngonanthus","widgrenianus","Syngonanthus widgrenianus",NA,"P.E. Leite S.J.","s.n.",NA,"Brasil",NA,NA,NA,"Género e espécie não encontrado na Lista de Espécie da Flora do Brasil. Nos banhados.","001229","1945","12",NA,"São Paulo",NA,"Angiospermae","(Körn.) Ruhland",NA,NA,"H.N. Moldenke; S.B. Smith.","Campos do Jordão","-45.5900001525879","-22.7299995422363","1600","1600",NA,NA,NA,NA,NA,NA,NA,"21048","auto",NA,NA
"38","2015-10-04 17:56:22-03","MNHN","RECOLNAT_MNHN_P","P00761887","PreservedSpecimen",NA,"Eriocaulaceae","Syngonanthus","widgrenianus","Syngonanthus widgrenianus","syntype","Riedel, L.",NA,NA,"brésil","Brasilia. Taubate.","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00761887' target='other'> <mi>dwc_moreinfo</mi></a>","P00761887",NA,NA,NA,NA,NA,NA,"(Körn) Ruhland","P00761887_01",NA,"Echternacht",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2015-10-06 21:39:35-03","MNHN","RECOLNAT_MNHN_P","P00761888","PreservedSpecimen",NA,"Eriocaulaceae","Syngonanthus","widgrenianus","Syngonanthus widgrenianus","syntype","Riedel, L.",NA,NA,"brésil","Taubaté","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00761888' target='other'> <mi>dwc_moreinfo</mi></a>","P00761888",NA,NA,NA,NA,NA,NA,"(Körn) Ruhland","P00761888_01",NA,"Echternacht",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1477",NA
"40","2016-05-09 11:36:34-03","MNHN","RECOLNAT_MNHN_P","P00761889","PreservedSpecimen",NA,"Eriocaulaceae","Syngonanthus","widgrenianus","Syngonanthus widgrenianus","syntype","Gardner, G.",NA,NA,"brésil","Province de Pernambuco.","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00761889' target='other'> <mi>dwc_moreinfo</mi></a>","P00761889",NA,NA,NA,NA,NA,NA,"(Körn) Ruhland","P00761889_01",NA,"Echternacht",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2957",NA
"41","2015-10-05 06:31:02-03","MNHN","RECOLNAT_MNHN_P","P00761890","PreservedSpecimen",NA,"Eriocaulaceae","Syngonanthus","widgrenianus","Syngonanthus widgrenianus","syntype","Gardner, G.",NA,NA,"brésil","Piauhy & Goyaz.","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00761890' target='other'> <mi>dwc_moreinfo</mi></a>","P00761890",NA,NA,NA,NA,NA,NA,"(Körn) Ruhland","P00761890_01",NA,"Echternacht",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2957",NA
"42","2015-10-06 21:40:01-03","MNHN","RECOLNAT_MNHN_P","P00761891","PreservedSpecimen",NA,"Eriocaulaceae","Syngonanthus","widgrenianus","Syngonanthus widgrenianus","syntype","Gardner, G.",NA,NA,"brésil","Ceara.","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00761891' target='other'> <mi>dwc_moreinfo</mi></a>","P00761891",NA,NA,NA,NA,NA,NA,"(Körn) Ruhland","P00761891_01",NA,"Echternacht",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2957",NA
"43","2016-07-06 17:07:11-03","MNHN","RECOLNAT_MNHN_P","P00761892","PreservedSpecimen",NA,"Eriocaulaceae","Syngonanthus","widgrenianus","Syngonanthus widgrenianus","syntype","Gardner, G.",NA,NA,"brésil",NA,"hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00761892' target='other'> <mi>dwc_moreinfo</mi></a>","P00761892",NA,NA,NA,NA,NA,NA,"(Körn) Ruhland","P00761892_01",NA,"Echternacht",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5274",NA
"44","2015-10-11 16:24:35-03","MNHN","RECOLNAT_MNHN_P","P00834268","PreservedSpecimen",NA,"Eriocaulaceae","Syngonanthus","widgrenianus","Syngonanthus widgrenianus","syntype","s.c.",NA,NA,"Brésil","s.loc.","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00834268' target='other'> <mi>dwc_moreinfo</mi></a>","P00834268",NA,NA,NA,NA,NA,NA,"(Körn) Ruhland","P00834268_01",NA,"Echternacht",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"822",NA
