"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","typeStatus","recordedBy","recordNumber","continentOcean","country","locality","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","year","month","day","stateProvince","phylum","order","scientificNameAuthorship","imagecode","infraspecificEpithet","identifiedBy","county","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","dayIdentified","class","relatedCatalogItem","coordinatePrecision","geoFlag","fieldNumber","individualCount"
"93","2021-03-08 15:44:10-03","MN","R-TIPOS","181727a","PreservedSpecimen","Plantae","Eriocaulaceae","Syngonanthus","sinuosus","Syngonanthus sinuosus","Isotypus","Silveira, A.A.","HS - 448",NA,"Brasil","Serra do Batatal",NA,NA,NA,"R000181727a","1906","04",NA,"Minas Gerais",NA,NA,"Silveira","R000181727a_001",NA,NA,"Capanema",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94","2021-03-08 15:44:10-03","MN","R-TIPOS","181727c","PreservedSpecimen","Plantae","Eriocaulaceae","Syngonanthus","sinuosus","Syngonanthus sinuosus","Isotypus","Silveira, A.A.","HS - 448",NA,"Brasil","Serra do Batatal",NA,NA,NA,"R000181727c","1906","04",NA,"Minas Gerais",NA,NA,"Silveira","R000181727c_001",NA,NA,"Capanema",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95","2021-03-08 15:44:10-03","MN","R-TIPOS","181727b","PreservedSpecimen","Plantae","Eriocaulaceae","Syngonanthus","sinuosus","Syngonanthus sinuosus","Isotypus","Silveira, A.A.","HS - 448",NA,"Brasil","Serra do Batatal",NA,NA,NA,"R000181727b","1906","04",NA,"Minas Gerais",NA,NA,"Silveira","R000181727b_001",NA,NA,"Capanema",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"96","2021-03-08 15:44:10-03","MN","R-TIPOS","181727","PreservedSpecimen","Plantae","Eriocaulaceae","Syngonanthus","sinuosus","Syngonanthus sinuosus","Holotypus","Silveira, A.A.","HS - 448",NA,"Brasil","Serra do Batatal",NA,NA,NA,"R000181727","1906","04",NA,"Minas Gerais",NA,NA,"Silveira","R000181727_001",NA,NA,"Capanema",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97","2021-03-08 15:44:10-03","MN","R-TIPOS","53","PreservedSpecimen","Plantae","Eriocaulaceae","Syngonanthus","widgrenianus","Syngonanthus widgrenianus","Isosyntypus de Paepalanthus widgrenianus Körn.","Gardner, G.","5274",NA,"Brasil",NA,NA,NA,NA,"R000000053",NA,NA,NA,"Minas Gerais",NA,NA,"(Körn.) Ruhland","R000000053_001",NA,"Diogo, J.C.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98","2017-09-11 16:27:18-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Eriocaulaceae","Paepalanthus","widgrenianus","Paepalanthus widgrenianus",NA,"Gardner, G","2957","Southern America","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"Piauí",NA,NA,"Körn.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99","2017-09-11 16:27:18-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Eriocaulaceae","Paepalanthus","widgrenianus","Paepalanthus widgrenianus",NA,"Widgren, JF","822","Southern America","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"Minas Gerais",NA,NA,"Körn.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100","2017-09-11 16:27:18-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Eriocaulaceae","Paepalanthus","widgrenianus","Paepalanthus widgrenianus",NA,"Riedel, L","1477","Southern America","Brazil",NA,NA,NA,"There is another Riedel 1477 that is Vilfa pilifera; in paludosis inter gramina.; HABITAT: in paludosis inter gramina.",NA,NA,NA,NA,NA,NA,NA,"Körn.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"101","2017-09-11 16:27:18-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Eriocaulaceae","Paepalanthus","widgrenianus","Paepalanthus widgrenianus",NA,"Gardner, G","5274","Southern America","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"Minas Gerais",NA,NA,"Körn.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102","2014-09-23 10:57:22-03","G","G","G00099171","S","Plantae","Eriocaulaceae","Syngonanthus","widgrenianus","Syngonanthus widgrenianus","TYPUS of Paepalanthus widgrenianus Körn.","Riedel, L.","1477","AMERIQUE DU SUD","Brazil",NA,NA,NA,"Coordinate uncertainty: Precision at the level of country Image URL: http://www.ville-ge.ch/musinfo/bd/cjb/chg/adetail.php?id=122473&base=img&lang=en","G00099171","1833",NA,"00",NA,NA,NA,"(Körn.) Ruhland","G00099171",NA,"Echternacht, L.",NA,"-53.08972222","-10.77305556",NA,NA,"2010","01","-53.08972222","-10.77305556","01",NA,NA,NA,NA,NA,NA
"103","2014-09-23 10:57:22-03","G","G","G00099173","S","Plantae","Eriocaulaceae","Syngonanthus","widgrenianus","Syngonanthus widgrenianus","TYPUS of Paepalanthus widgrenianus Körn.","Gardner, G.","5274","AMERIQUE DU SUD","Brazil",NA,NA,NA,"Coordinate uncertainty: Precision at the level of departement/region Image URL: http://www.ville-ge.ch/musinfo/bd/cjb/chg/adetail.php?id=122476&base=img&lang=en","G00099173","1842",NA,"00","Minas Gerais",NA,NA,"(Körn.) Ruhland","G00099173",NA,"Echternacht, L.",NA,"-45.44222222","-18.78777778",NA,NA,"2010","01","-45.44222222","-18.78777778","01",NA,NA,NA,NA,NA,NA
"104","2014-09-23 10:57:22-03","G","G","G00099175","S","Plantae","Eriocaulaceae","Syngonanthus","widgrenianus","Syngonanthus widgrenianus","TYPUS of Paepalanthus widgrenianus Körn.","Gardner, G.","2957","AMERIQUE DU SUD","Brazil",NA,NA,NA,"Coordinate uncertainty: Precision at the level of country Image URL: http://www.ville-ge.ch/musinfo/bd/cjb/chg/adetail.php?id=122481&base=img&lang=en","G00099175","1841",NA,"00",NA,NA,NA,"(Körn.) Ruhland","G00099175",NA,"Echternacht, L.",NA,"-53.08972222","-10.77305556",NA,NA,"2010","01","-53.08972222","-10.77305556","01",NA,NA,NA,NA,NA,NA
"105","2014-09-23 10:57:22-03","G","G","G00099172","S","Plantae","Eriocaulaceae","Syngonanthus","widgrenianus","Syngonanthus widgrenianus","TYPUS of Paepalanthus widgrenianus Körn.","Riedel, L.","1477","AMERIQUE DU SUD","Brazil",NA,NA,NA,"Coordinate uncertainty: Precision at the level of country Image URL: http://www.ville-ge.ch/musinfo/bd/cjb/chg/adetail.php?id=122474&base=img&lang=en","G00099172","1833",NA,"00",NA,NA,NA,"(Körn.) Ruhland","G00099172",NA,"Echternacht, L.",NA,"-53.08972222","-10.77305556",NA,NA,"2010","01","-53.08972222","-10.77305556","01",NA,NA,NA,NA,NA,NA
"106","2014-09-23 10:57:22-03","G","G","G00099174","S","Plantae","Eriocaulaceae","Syngonanthus","widgrenianus","Syngonanthus widgrenianus","TYPUS of Paepalanthus widgrenianus Körn.","Gardner, G.","5274","AMERIQUE DU SUD","Brazil",NA,NA,NA,"Coordinate uncertainty: Precision at the level of departement/region Image URL: http://www.ville-ge.ch/musinfo/bd/cjb/chg/adetail.php?id=122478&base=img&lang=en","G00099174","1842",NA,"00","Minas Gerais",NA,NA,"(Körn.) Ruhland","G00099174",NA,"Echternacht, L.",NA,"-45.44222222","-18.78777778",NA,NA,"2010","01","-45.44222222","-18.78777778","01",NA,NA,NA,NA,NA,NA
"107","2014-09-23 10:57:22-03","G","G","G00099176","S","Plantae","Eriocaulaceae","Syngonanthus","widgrenianus","Syngonanthus widgrenianus","TYPUS of Paepalanthus widgrenianus Körn.","Gardner, G.","2957","AMERIQUE DU SUD","Brazil",NA,NA,NA,"Coordinate uncertainty: Precision at the level of country Image URL: http://www.ville-ge.ch/musinfo/bd/cjb/chg/adetail.php?id=122482&base=img&lang=en","G00099176","1841",NA,"00",NA,NA,NA,"(Körn.) Ruhland","G00099176",NA,"Echternacht, L.",NA,"-53.08972222","-10.77305556",NA,NA,"2010","01","-53.08972222","-10.77305556","01",NA,NA,NA,NA,NA,NA
