"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","typeStatus","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","class","fieldNumber","individualCount","relatedCatalogItem","sex"
"89","2020-08-03 09:49:00-03","MO","MOBOT","100763144","PreservedSpecimen","Plantae",NA,NA,"Celastraceae","Monteverdia","brasiliensis","Monteverdia brasiliensis","(Mart.) Biral","R.Liesner (MO)","Gustavo Martinelli|et al.","Martinelli 10974","1985","5","12","South America","Brazil","Espírito Santo","Linhares","Reserva Biológica de Sooretama, floresta de Tabuleiro, matas de Quirino.","-40.0722007751465","-19.3910999298096","100.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"48094","auto",NA,NA,"1",NA,NA
"90","2020-08-03 09:49:00-03","MO","MOBOT","100287441","PreservedSpecimen","Plantae",NA,NA,"Celastraceae","Monteverdia","brasiliensis","Monteverdia brasiliensis","(Mart.) Biral","R.Liesner (MO)","Carl Schwacke","Schwacke 3333",NA,NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"91","2020-08-03 09:51:00-03","MO","MOBOT","100287448","PreservedSpecimen","Plantae",NA,NA,"Celastraceae","Monteverdia","brasiliensis","Monteverdia brasiliensis","(Mart.) Biral","R.Liesner (MO)","B. Luschnath","Luschnath 169","1831",NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"92","2020-08-05 16:19:00-03","MO","MOBOT","100287495","PreservedSpecimen","Plantae",NA,NA,"Celastraceae","Monteverdia","brasiliensis","Monteverdia brasiliensis","(Mart.) Biral","R.Liesner (MO)","C. Gaudichaud-Beaupré","Gaudichaud-Beaupré 819",NA,NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"93","2020-08-03 09:51:00-03","MO","MOBOT","100810385","PreservedSpecimen","Plantae",NA,NA,"Celastraceae","Monteverdia","brasiliensis","Monteverdia brasiliensis","(Mart.) Biral","R.Liesner (MO)","W. Wayt Thomas|et al.","Thomas 12176","2000","9","28","South America","Brazil","Bahia","Uruçuca","Parque Estadual Serra do Condurú, trail to summit of Serra do Condurú.","-39.1","-14.4833333","210.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"94","2020-08-03 09:49:00-03","MO","MOBOT","100828389","PreservedSpecimen","Plantae",NA,NA,"Celastraceae","Monteverdia","brasiliensis","Monteverdia brasiliensis","(Mart.) Biral","R.Liesner (MO)","André M. de Carvalho|Talmon S. dos Santos|Sérgio C. de Sant'Ana|Edgar B. dos Santos","Carvalho 4583","1994","8","19","South America","Brazil","Bahia",NA,"Municipio de Santa Luzia. Ca. 7.5 km na estrada da BR-101 para Santa Luzia.","-39.3972222","-15.4141667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"95","2020-08-03 09:50:00-03","MO","MOBOT","101042255","PreservedSpecimen","Plantae",NA,NA,"Celastraceae","Monteverdia","brasiliensis","Monteverdia brasiliensis","(Mart.) Biral","R.Liesner (MO)","Pedro Fiaschi|W. Wayt Thomas|et al.","Fiaschi 1805","2003","11","2","South America","Brazil","Bahia",NA,"Serra da Pedra Lascada. 13.7 km de Barro Preto, na estrada que passa pela Fazenda São Miguel e sobe até o acesso à serra. Caminhada ao topo da serra.","-39.5361111","-14.7702778",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"96","2020-08-03 09:50:00-03","MO","MOBOT","100828342","PreservedSpecimen","Plantae",NA,NA,"Celastraceae","Monteverdia","brasiliensis","Monteverdia brasiliensis","(Mart.) Biral","R.Liesner (MO)","Pedro Fiaschi|André M. Amorim|J. Jardim|Sérgio C. de Sant'Ana|J. Paixão","Fiaschi 1866","2003","11","7","South America","Brazil","Bahia",NA,"Juçari: Estrada Jussari-Palmira, entrada à esquerda ca. 7.5 km de Juçari. Fazenda Teimoso. RPPN Serra do Teimoso.","-39.5286111","-15.1580556",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"97","2020-08-05 16:20:00-03","MO","MOBOT","100577992","PreservedSpecimen","Plantae",NA,NA,"Celastraceae","Monteverdia","brasiliensis","Monteverdia brasiliensis","(Mart.) Biral","R.Liesner (MO)","C.M.B. Correia|et al.","Correia 296","1991","11","22","South America","Brazil","Rio de Janeiro","Guapimirim","Estação Ecológica Estadual de Paraíso. Caminho para o Morro do Pirulito.","-42.8333333","-22.4333333","0E8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"98","2020-08-03 09:47:00-03","MO","MOBOT","100438498","PreservedSpecimen","Plantae",NA,NA,"Celastraceae","Monteverdia","brasiliensis","Monteverdia brasiliensis","(Mart.) Biral","R.Liesner (MO)","André M. Amorim|A.M. de Carvalho|Sérgio C. de Sant'Ana","Amorim 1701","1995","8","14","South America","Brazil","Bahia","Una","Estrada São José. Una. Km 8. Ramal a direita a partir de São José. Mata Higrófila Sul Baiana.","-39.0752983093262","-15.2932996749878",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"36070","auto",NA,NA,"1",NA,NA
"99","2020-08-03 09:48:00-03","MO","MOBOT","2977161","PreservedSpecimen","Plantae",NA,NA,"Celastraceae","Monteverdia","brasiliensis","Monteverdia brasiliensis","(Mart.) Biral","R.Liesner (MO)","Wilson Boone","Boone 794","1985","10","1","South America","Brazil","Espírito Santo","Santa Teresa","Propriedade do Dr. Tabajara.","-40.6002998352051","-19.9356002807617",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"23813","auto",NA,NA,"1",NA,NA
"100","2020-08-31 09:00:20-03","INPA","INPA","266952","S","Plantae","Dicotyledon Com-Clade","Celastrales","Celastraceae","Maytenus","brasiliensis","Maytenus brasiliensis","Mart.","Biral, L","Saka, MN","351","2013","12","18","Southern America","Brasil","Espírito Santo","Montanha","Propriedade do Sr. Simão/ Edson Maria de Jesus.","-40.475333","-18.182444",NA,NA,NA,NA,"INPA0266952",NA,NA,"-40.475333","-18.182444","2014","05",NA,NA,NA,NA,NA,NA,NA,NA
"101","2020-07-10 09:45:02-03","MBML","MBML-HERBARIO","10747",NA,"Plantae",NA,NA,"Celastraceae","Maytenus","brasiliensis","Maytenus brasiliensis","Mart.","L. Biral/XII-2012","W. P. Lopes; E. Bausen & W. Pizziolo","600","1999","05","05",NA,"Brasil","Espírito Santo","Santa Teresa","Estação Biológica de Santa Lúcia","-40.530278","-19.971389",NA,NA,NA,"Arvore 5m. Dap 15cm. Fuste indefinido. Frutos imaturos verdes.","MBML010747","MBML010747",NA,"40W31'49","19S58'17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102","2020-07-10 09:45:02-03","MBML","MBML-HERBARIO","12529",NA,"Plantae",NA,NA,"Celastraceae","Maytenus","brasiliensis","Maytenus brasiliensis","Mart.","L. Biral/XII-2012","V. Demuner; et al","1041","2000","05","11",NA,"Brasil","Espírito Santo","Santa Teresa","Estação Biológica de Santa Lúcia","-40.530278","-19.971389",NA,NA,NA,"Arvoreto 7m, frutos maduros de cor amarelo. Rochoso úmido.","MBML012529","MBML012529",NA,"40W31'49","19S58'17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"103","2020-07-10 09:45:02-03","MBML","MBML-HERBARIO","13411",NA,"Plantae",NA,NA,"Celastraceae","Maytenus","brasiliensis","Maytenus brasiliensis","Mart.","L. Biral/XII-2012","L. Kollmann; et al","3082","2000","08","23",NA,"Brasil","Espírito Santo","Santa Teresa","Estação Biológica de Santa Lúcia","-40.530278","-19.971389",NA,NA,NA,"Arvoreto 4m. Frutos verdes, maduros laranja.","MBML013411","MBML013411",NA,"40W31'49","19S58'17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"104","2020-07-10 09:45:02-03","MBML","MBML-HERBARIO","13589",NA,"Plantae",NA,NA,"Celastraceae","Maytenus","brasiliensis","Maytenus brasiliensis","Mart.","L. Biral/XII-2012","L. Kollmann; et al","3119","2000","10","10",NA,"Brasil","Espírito Santo","Santa Teresa","Estação Biológica de Santa Lúcia","-40.530278","-19.971389",NA,NA,NA,"Arbusto 2m, frutos laranjas.","MBML013589","MBML013589",NA,"40W31'49","19S58'17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"105","2020-07-10 09:45:02-03","MBML","MBML-HERBARIO","14384",NA,"Plantae",NA,NA,"Celastraceae","Maytenus","brasiliensis","Maytenus brasiliensis","Mart.","L. Biral/XII-2012","L. Kollmann; et al","4127","2001","07","10",NA,"Brasil","Espírito Santo","Santa Teresa","Estação Biológica de Santa Lúcia","-40.530278","-19.971389",NA,NA,NA,"Árvore 12m. DAP 21cm. Fuste 5m. Frutos verdes.","MBML014384","MBML014384",NA,"40W31'49","19S58'17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106","2020-07-10 09:45:02-03","MBML","MBML-HERBARIO","14635",NA,"Plantae",NA,NA,"Celastraceae","Maytenus","brasiliensis","Maytenus brasiliensis","Mart.","L. Biral/XII-2012","L. Kollmann; et al","3808","2001","05","31",NA,"Brasil","Espírito Santo","Santa Teresa","Santo Antônio","-40.589167","-19.922222",NA,NA,NA,"Árvore 12m. DAP 20cm. Fuste 8m. Frutos verdes.","MBML014635","MBML014635",NA,"40W35'21","19S55'20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107","2020-07-10 09:45:02-03","MBML","MBML-HERBARIO","15316",NA,"Plantae",NA,NA,"Celastraceae","Maytenus","brasiliensis","Maytenus brasiliensis","Mart.","L. Biral/XII-2012","L. Kollmann; et al","4788","2001","09","27",NA,"Brasil","Espírito Santo","Santa Teresa","Reserva Biológica Augusto Ruschi - Nova Lombardia","-40.553056","-19.9075",NA,NA,NA,"Arvoreto 7m no brejo. Frutos verdes. Botões avermelhados.","MBML015316","MBML015316",NA,"40W33'11","19S54'27",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108","2020-07-10 09:45:02-03","MBML","MBML-HERBARIO","15600",NA,"Plantae",NA,NA,"Celastraceae","Maytenus","brasiliensis","Maytenus brasiliensis","Mart.","L. Biral/XII-2012","L. Kollmann; et al","5017","2001","11","27",NA,"Brasil","Espírito Santo","Santa Teresa","Reserva Biológica Augusto Ruschi - Nova Lombardia","-40.553056","-19.9075",NA,NA,NA,"Arvoreto 8m. Flores verdes.","MBML015600","MBML015600",NA,"40W33'11","19S54'27",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"109","2020-07-10 09:45:02-03","MBML","MBML-HERBARIO","16964",NA,"Plantae",NA,NA,"Celastraceae","Maytenus","brasiliensis","Maytenus brasiliensis","Mart.","L. Biral/XII-2012","R.R. Vervloet; et al","267","2002","05","15",NA,"Brasil","Espírito Santo","Santa Teresa","Reserva Biológica Augusto Ruschi - Nova Lombardia","-40.553056","-19.9075",NA,NA,NA,"Árvore com 8m, beira do rio, frutos quase maduros de cor verde amarelado, dossel aproximado 18m, folhas verde escuro, baixada.","MBML016964","MBML016964",NA,"40W33'11","19S54'27",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110","2020-07-10 09:45:02-03","MBML","MBML-HERBARIO","17015",NA,"Plantae",NA,NA,"Celastraceae","Maytenus","brasiliensis","Maytenus brasiliensis","Mart.","L. Biral/XII-2012","R.R. Vervloet; et al","322","2002","05","29",NA,"Brasil","Espírito Santo","Santa Teresa","Reserva Biológica Augusto Ruschi - Nova Lombardia","-40.553056","-19.9075",NA,NA,NA,"Árvore 8m, sobre rochas e pequena camada de solo, margem do rio, frutos imaturos de cor verde, próximo a cachoeira.","MBML017015","MBML017015",NA,"40W33'11","19S54'27",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"111","2020-07-10 09:45:02-03","MBML","MBML-HERBARIO","20220",NA,"Plantae",NA,NA,"Celastraceae","Maytenus","brasiliensis","Maytenus brasiliensis","Mart.","L. Biral/XII-2012","H. Q. Boudet Fernandes; et al","3302","2003","03","18",NA,"Brasil","Espírito Santo","Santa Maria de Jetibá","Caramuru, Sítio Jetibá","-40.676944","-20.096389",NA,NA,NA,"Arbusto, 3,5m de altura x 4cm de diâmetro. Flores e frutos verdes. (parcela 10, indivíduo 427).","MBML020220","MBML020220",NA,"40W40'37","20S5'47",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112","2020-07-10 09:45:02-03","MBML","MBML-HERBARIO","2029",NA,"Plantae",NA,NA,"Celastraceae","Maytenus","brasiliensis","Maytenus brasiliensis","Mart.","L. Biral/XII-2012","W. Pizziolo","237","1985","11","25",NA,"Brasil","Espírito Santo","Santa Teresa","Penha","-40.552778","-19.953333",NA,NA,NA,"Arvoreta 6m, 15cm de diâmetro, flores verde claras, anteras amarelas, semi-sombra, mata ripária.","MBML002029","MBML002029",NA,"40W33'10","19S57'12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113","2020-07-10 09:45:02-03","MBML","MBML-HERBARIO","21317",NA,"Plantae",NA,NA,"Celastraceae","Maytenus","brasiliensis","Maytenus brasiliensis","Mart.","L. Biral/XII-2012","J. Rossini; et al","396","2003","07","31",NA,"Brasil","Espírito Santo","Santa Teresa","Reserva Biológica Augusto Ruschi - Nova Lombardia","-40.553056","-19.9075",NA,NA,NA,"Arbusto 5m, frutos alaranjados. Mata ciliar.","MBML021317","MBML021317",NA,"40W33'11","19S54'27",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114","2020-07-22 12:15:09-03","MBML","MBML-HERBARIO","2636",NA,"Plantae",NA,NA,"Celastraceae","Maytenus","brasiliensis","Maytenus brasiliensis","Mart.","L. Biral/XII-2012","W. Boone","794","1985","10","01",NA,"Brasil","Espírito Santo","Santa Teresa","Propriedade do Tabajara","-40.556389","-19.951389",NA,NA,NA,"Árvore 8m, DAP 11cm, frutos verde claros, heliófila, mata ripária.","MBML002636","MBML002636",NA,"40W33'23","19S57'5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"115","2020-07-10 09:45:02-03","MBML","MBML-HERBARIO","26929",NA,"Plantae",NA,NA,"Celastraceae","Maytenus","brasiliensis","Maytenus brasiliensis","Mart.","L. Biral/XII-2012","F. Z. Saiter","263","2006","03","25",NA,"Brasil","Espírito Santo","Santa Teresa","Estação Biológica de Santa Lúcia","-40.530278","-19.971389",NA,NA,NA,"Arvoreta c/ 6m alt., frutos verdes, não amostrada, parcela 47, área 2 de L.D. Thomaz, 1997.","MBML026929","MBML026929",NA,"40W31'49","19S58'17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116","2020-07-10 09:45:02-03","MBML","MBML-HERBARIO","26943",NA,"Plantae",NA,NA,"Celastraceae","Maytenus","brasiliensis","Maytenus brasiliensis","Mart.","L. Biral/XII-2012","F. Z. Saiter","260","2006","03","25",NA,"Brasil","Espírito Santo","Santa Teresa","Estação Biológica de Santa Lúcia","-40.530278","-19.971389",NA,NA,NA,"Arvoreta c/ 4m alt., frutos verdes, não amostrada, parcela 49, área 2 de L.D. Thomaz, 1997.","MBML026943","MBML026943",NA,"40W31'49","19S58'17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"117","2020-07-10 09:45:02-03","MBML","MBML-HERBARIO","28582",NA,"Plantae",NA,NA,"Celastraceae","Maytenus","brasiliensis","Maytenus brasiliensis","Mart.","L. Biral/XII-2012","L. F. S. Magnago; V. Demuner, T. Cruz e Elias Bausen","1185","2006","08","03",NA,"Brasil","Espírito Santo","Santa Leopoldina","Pedra Branca, Mata na Serra Santa Lucia, propr.: Cristiano Bremencampi.","-40.497222","-20.028889","300","300",NA,"Arvoreta 6m de alt. Frutos verdes e laranjas. Mata.","MBML028582","MBML028582",NA,"40W29'50","20S1'44",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"118","2020-07-10 09:45:02-03","MBML","MBML-HERBARIO","29114",NA,"Plantae",NA,NA,"Celastraceae","Maytenus","brasiliensis","Maytenus brasiliensis","Mart.","L. Biral/XII-2012","F. Z. Saiter","323","2006","03","26",NA,"Brasil","Espírito Santo","Santa Teresa","Estação Biológica de Santa Lúcia","-40.530278","-19.971389",NA,NA,NA,"Árvore com 5m altura, frutos amarronzados. A1P99N2558.","MBML029114","MBML029114",NA,"40W31'49","19S58'17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"119","2020-07-10 09:45:02-03","MBML","MBML-HERBARIO","29352",NA,"Plantae",NA,NA,"Celastraceae","Maytenus","brasiliensis","Maytenus brasiliensis","Mart.","L. Biral/XII-2012","V. Demuner; T. Cruz, M. Belizário, Elias Bausen e J. Rossini","3148","2007","03","13",NA,"Brasil","Espírito Santo","Santa Leopoldina","Colina Verde (Morro do Agudo), propr.: Israel Elias Ramos (trilha da casa).","-40.441667","-20.1","150","150",NA,"Árvore 12m, fuste 5m, Dap 30cm, frutos verdes. Interior de mata, fundo de vale.","MBML029352","MBML029352",NA,"40W26'30","20S6'0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"120","2020-07-10 09:45:02-03","MBML","MBML-HERBARIO","29505",NA,"Plantae",NA,NA,"Celastraceae","Maytenus","brasiliensis","Maytenus brasiliensis","Mart.","L. Biral/XII-2012","V. Demuner; T. Cruz, M. Belizário e Elias Bausen.","3348","2007","03","21",NA,"Brasil","Espírito Santo","Marilândia","Liberdade (Água Viva, Pedra do Cruzeiro), propr.: Aguilar A. Lorenccini","-40.549389","-19.345972","200","200",NA,"Arvoreta 6m, frutos jovens verdes. Interior de mata.","MBML029505","MBML029505",NA,"40W32'57,8","19S20'45,5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121","2020-07-10 09:45:02-03","MBML","MBML-HERBARIO","30313",NA,"Plantae",NA,NA,"Celastraceae","Maytenus","brasiliensis","Maytenus brasiliensis","Mart.","L. Biral/XII-2012","V. Demuner; R. R. Vervloet, T. Cruz e Elias Bausen.","4208","2007","06","12",NA,"Brasil","Espírito Santo","Marilândia","Liberdade, propr.: Deoclécio. Lorenccini","-40.515278","-19.354444","250","250",NA,"Arbusto 4m, frutos vináceos. Interior de mata.","MBML030313","MBML030313",NA,"40W30'55","19S21'16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"122","2020-07-10 09:45:02-03","MBML","MBML-HERBARIO","30391",NA,"Plantae",NA,NA,"Celastraceae","Maytenus","brasiliensis","Maytenus brasiliensis","Mart.","L. Biral/XII-2012","A. M. Assis; P. Balbino, S. N. Rangel, S. Simões, K. F. O. Faria","1162","2006","04","29",NA,"Brasil","Espírito Santo","Santa Leopoldina","Timbuí Seco","-40.596389","-20.054167",NA,NA,NA,"Arvoreta 6m, frutos verdes. Mata ciliar.","MBML030391","MBML030391",NA,"40W35'47","20S3'15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123","2020-07-10 09:45:02-03","MBML","MBML-HERBARIO","31007",NA,"Plantae",NA,NA,"Celastraceae","Maytenus","brasiliensis","Maytenus brasiliensis","Mart.","L. Biral/XII-2012","R.R. Vervloet; V. Demuner, E. Bausen","3148","2007","08","02",NA,"Brasil","Espírito Santo","Governador Lindenberg","Santa Luzia. Firmino","-40.463333","-19.275833","350","350",NA,"Arvoreto 5m, frutos maduros de cor amarela.","MBML031007","MBML031007",NA,"40W27'48","19S16'33",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124","2020-07-10 09:45:02-03","MBML","MBML-HERBARIO","34072",NA,"Plantae",NA,NA,"Celastraceae","Maytenus","brasiliensis","Maytenus brasiliensis","Mart.","L. Biral/XII-2012","A. M. Amorim; et al","7117","2008","02","15",NA,"Brasil","Espírito Santo","Cariacica","Reserva Biológica Duas Bocas","-40.519444","-20.291389",NA,NA,NA,"Arvoreta ca. 4m alt. Botões verdes, flores alvas. Material prensado em àlcool.","MBML034072","MBML034072",NA,"40W31'10","20S17'29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"125","2020-07-10 09:45:02-03","MBML","MBML-HERBARIO","37953",NA,"Plantae",NA,NA,"Celastraceae","Maytenus","brasiliensis","Maytenus brasiliensis","Mart.","L. Biral/XII-2012","A. M. Assis; Valdir G. Demuner; Karla Fabiola O. Faria","1458","2008","03","15",NA,"Brasil","Espírito Santo","Itapemirim","Fazenda do Ouvidor - Usina Paineiras. Porção oeste do Fragmento de 600 ha. Acesso pela Rodovia ES-490.","-41.047167","-20.938083","20","20",NA,"Arbusto 5 m. Frutos verdes. Interior da Mata. Floresta Estacional Semidecidual em Estágio Avançado de Regeneração.","MBML037953","MBML037953",NA,"41W2'49,8","20S56'17,1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"126","2020-07-10 09:45:02-03","MBML","MBML-HERBARIO","44113",NA,"Plantae",NA,NA,"Celastraceae","Maytenus","brasiliensis","Maytenus brasiliensis","Mart.","L. Biral/XII-2012","L. Daneu; R. Perdiz, L. C. Gomes & H. Liuth","242","2010","02","03",NA,"Brasil","Bahia","Arataca","Trilha do Talhão 1. Caminho que leva a Serra do Peito de Moça. Floresta Ombrófila Densa Montana.","-39.339444","-15.174167","700","700",NA,"Árvore, ca. 7m alt.. Folhas verde-discolor. Flores de coloração alaranjada.","MBML044113","MBML044113",NA,"39W20'22","15S10'27",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127","2020-07-10 09:45:02-03","MBML","MBML-HERBARIO","46750",NA,"Plantae",NA,NA,"Celastraceae","Maytenus","brasiliensis","Maytenus brasiliensis","Mart.","L. Biral/VII-2013","J.C. Lopes; E.R. Martins, J.R. Mangueira & K.R.R. Braga","283","2011","04","20",NA,"Brasil","Espírito Santo","Linhares","Reserva Natural da Vale. Estrada Jueirana Vermelho km 2,4. Antes da casa da guarda. Floresta de Tabuleiro","-39.886889","-19.082219","11","11",NA,"Árvore ca 4m alt.","MBML046750","MBML046750",NA,"39W53'12,8","19S4'55,99",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"128","2020-07-10 09:45:02-03","MBML","MBML-HERBARIO","7173",NA,"Plantae",NA,NA,"Celastraceae","Maytenus","brasiliensis","Maytenus brasiliensis","Mart.","L. Biral/XII-2012","L. D. Thomaz","1784","1993","09","15",NA,"Brasil","Espírito Santo","Santa Teresa","Estação Biológica de Santa Lúcia","-40.530278","-19.971389",NA,NA,NA,"Não amostrada, dentro P94, 6m, frutos verde / amarelo.","MBML007173","MBML007173",NA,"40W31'49","19S58'17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"129","2020-07-10 09:45:02-03","MBML","MBML-HERBARIO","7192",NA,"Plantae",NA,NA,"Celastraceae","Maytenus","brasiliensis","Maytenus brasiliensis","Mart.","L. Biral/XII-2012","L. D. Thomaz","1836","1993","06","02",NA,"Brasil","Espírito Santo","Santa Teresa","Estação Biológica de Santa Lúcia","-40.530278","-19.971389",NA,NA,NA,"Não amostrada, em frente a P45, 6m, frutos verdes.","MBML007192",NA,NA,"40W31'49","19S58'17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"130","2020-07-10 09:45:02-03","MBML","MBML-HERBARIO","7197",NA,"Plantae",NA,NA,"Celastraceae","Maytenus","brasiliensis","Maytenus brasiliensis","Mart.","L. Biral/XII-2012","L. D. Thomaz","1833","1993","05","18",NA,"Brasil","Espírito Santo","Santa Teresa","Estação Biológica de Santa Lúcia","-40.530278","-19.971389",NA,NA,NA,"Não amostrada, 6m frente P39, frutos verdes.","MBML007197","MBML007197",NA,"40W31'49","19S58'17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"131","2020-07-10 09:45:02-03","MBML","MBML-HERBARIO","7231",NA,"Plantae",NA,NA,"Celastraceae","Maytenus","brasiliensis","Maytenus brasiliensis","Mart.","L. Biral/XII-2012","L. D. Thomaz","1052","1993","09","22",NA,"Brasil","Espírito Santo","Santa Teresa","Estação Biológica de Santa Lúcia","-40.530278","-19.971389",NA,NA,NA,"Altura 7m, PAP 20 + 13 + 15cm, caule interno branco, externo vinho, fruto verde / amarelo.","MBML007231","MBML007231",NA,"40W31'49","19S58'17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"132","2020-07-10 09:45:02-03","MBML","MBML-HERBARIO","7232",NA,"Plantae",NA,NA,"Celastraceae","Maytenus","brasiliensis","Maytenus brasiliensis","Mart.","L. Biral/XII-2012","L. D. Thomaz","1340","1993","09","22",NA,"Brasil","Espírito Santo","Santa Teresa","Estação Biológica de Santa Lúcia","-40.530278","-19.971389",NA,NA,NA,"Altura 8m, PAP 20cm, caule interno branco, externo vinho, frutos verde / amarelados.","MBML007232","MBML007232",NA,"40W31'49","19S58'17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"133","2020-07-10 09:45:02-03","MBML","MBML-HERBARIO","7233",NA,"Plantae",NA,NA,"Celastraceae","Maytenus","brasiliensis","Maytenus brasiliensis","Mart.","L. Biral/XII-2012","L. D. Thomaz","1067","1993","05","18",NA,"Brasil","Espírito Santo","Santa Teresa","Estação Biológica de Santa Lúcia","-40.530278","-19.971389",NA,NA,NA,"Altura 5m, PAP 14 + 20 + 7cm, caule interno branco, externo róseo, fruto verde / amarelo.","MBML007233","MBML007233",NA,"40W31'49","19S58'17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"134","2020-07-10 09:45:02-03","MBML","MBML-HERBARIO","7236",NA,"Plantae",NA,NA,"Celastraceae","Maytenus","brasiliensis","Maytenus brasiliensis","Mart.","L. Biral/XII-2012","L. D. Thomaz","1048","1993","06","17",NA,"Brasil","Espírito Santo","Santa Teresa","Estação Biológica de Santa Lúcia","-40.530278","-19.971389",NA,NA,NA,"Altura 7m, PAP 22 + 13cm, caule interno branco, externo vinho, fruto verde.","MBML007236","MBML007236",NA,"40W31'49","19S58'17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"135","2020-07-10 09:45:02-03","MBML","MBML-HERBARIO","7473",NA,"Plantae",NA,NA,"Celastraceae","Maytenus","brasiliensis","Maytenus brasiliensis","Mart.","L. Biral/XII-2012","L. D. Thomaz","1789","1993","09","16",NA,"Brasil","Espírito Santo","Santa Teresa","Estação Biológica de Santa Lúcia","-40.530278","-19.971389",NA,NA,NA,"Não amostrada, dentro P96, frutos verde / amarelo.","MBML007473","MBML007473",NA,"40W31'49","19S58'17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"136","2021-03-04 11:04:49-03","UFRB","HURB","13837","PreservedSpecimen","Plantae",NA,NA,"Celastraceae","Maytenus","brasiliensis","Maytenus brasiliensis","Mart.",NA,"Victor Jr., V.","2181","2013","01","16",NA,"Brasil","Bahia","Ibirapitanga","Serra do Papuã; APA do Pratigi","-39.3736000061035","-14.1641998291016",NA,NA,NA,NA,"HURB000013837",NA,NA,NA,NA,NA,NA,NA,"33549","auto",NA,NA,NA,NA,NA
