"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","yearIdentified","monthIdentified","dayIdentified","county","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","fieldNumber","individualCount","class","typeStatus"
"11","2009-08-18 12:11:00-03","MO","MOBOT","2342106","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Asclepias","aequicornu","Asclepias aequicornu","E. Fourn.",NA,"Erik L. Ekman","Ekman 404",NA,NA,NA,"South America","Argentina","Misiones","Posadas","-55.9","-27.38333",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Capital",NA,NA,NA,NA,NA,NA,NA,NA
"12","2008-05-27 22:02:00-03","MO","MOBOT","2792474","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Asclepias","aequicornu","Asclepias aequicornu","E. Fourn.","W.D. Stevens","Pedro Fiaschi","Fiaschi 937","2002","1","2","South America","Brazil","Santa Catarina","Imbituba, Trilha da Praia da Luz para a Praia do Rosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2008-05-27 22:02:00-03","MO","MOBOT","428168","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Asclepias","aequicornu","Asclepias aequicornu","E. Fourn.","Bollwinkel","Jacques S. Blanchet","Blanchet 3383",NA,NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2014-11-13 12:23:00-02","MO","MOBOT","429056","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Asclepias","aequicornu","Asclepias aequicornu","E. Fourn.","D. Brunner (MO)","Blas Pérez","Pérez Maricerich 336","1991","1",NA,"South America","Paraguay","Central","Jardín Botánico y Zoológico, Trinidad, Asuncion. Reserva Natural.","-57.4666667","-25.3333333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","2",NA,NA
"15","2019-12-19 11:17:12-03","UFG","UFG","8491","S","Plantae",NA,NA,"Asclepiadaceae","Asclepias","aequicornu","Asclepias aequicornu","E. Fourn.","Fontella, J.","Rizzo, J.A.","8454","1972","10","18",NA,"Brasil","Goiás","Estrada de Jataí para Serranópolis, a 20km do ribeirão Ariranha. Campo.","-51.7144012451172","-17.8813991546631",NA,NA,NA,"Herbácea de 20cm, corola esverdeada, látex.",NA,NA,"1993",NA,NA,"Jataí",NA,NA,"75073","auto",NA,NA,NA,NA
"16","2019-09-04 18:38:05-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Asclepiadaceae","Asclepias","aequicornu","Asclepias aequicornu",NA,NA,"A. Saint-Hilaire",NA,NA,NA,NA,"South America","Brazil",NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae","Syntype"
"17","2019-07-09 14:14:28-03","F","FMNH-SEEDPLANTS","V0361154F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Asclepiadaceae","Asclepias","aequicornu","Asclepias aequicornu",NA,NA,"A. Saint-Hilaire",NA,NA,NA,NA,"South America","Brazil",NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"V0361154F","V0361154F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae","Isosyntype"
"18","2017-09-11 16:26:19-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Apocynaceae","Asclepias","aequicornu","Asclepias aequicornu","E.Fourn.",NA,"Saint-Hilaire, AFCP","s.n.",NA,NA,NA,"Southern America","Brazil","São Paulo","In campis prope Paticonia.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Paticonia",NA,NA,NA,NA,NA,NA,NA,NA
"19","2017-09-11 17:06:48-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Apocynaceae","Asclepias","aequicornu","Asclepias aequicornu","E.Fourn.",NA,"Riedel, L","650part.",NA,NA,NA,"Southern America","Brazil","Minas Gerais","Camapuan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2019-11-21 09:58:33-03","IBt","SP","84383","S","Plantae",NA,NA,"Apocynaceae","Asclepias","aequicornu","Asclepias aequicornu","E.Fourn.","Meyer, T","Hatschbach, G","1081","1948","11","07",NA,"Brasil","Paraná",NA,"-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,NA,NA,"1949",NA,NA,"Curitiba",NA,NA,"25180","auto",NA,NA,NA,NA
"21","2019-11-21 09:58:33-03","IBt","SP","23281","S","Plantae",NA,NA,"Apocynaceae","Asclepias","aequicornu","Asclepias aequicornu","E.Fourn.","Bollwinkel, CW","Hoehne, FC","s.n.","1928","11","01",NA,"Brasil","Paraná",NA,"-50.1618995666504","-25.0949993133545",NA,NA,NA,NA,NA,NA,"1969","04","01","Ponta Grossa",NA,NA,"46557","auto",NA,NA,NA,NA
"22","2019-11-21 09:58:33-03","IBt","SP","2481","S","Plantae",NA,NA,"Apocynaceae","Asclepias","aequicornu","Asclepias aequicornu","E.Fourn.","Bollwinkel, CW","Hoehne, FC","s.n.","1918","10","14",NA,"Brasil","São Paulo","Butantã","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,NA,"1969","04","01","São Paulo",NA,NA,"53584","auto",NA,NA,NA,NA
"23","2019-11-21 09:58:33-03","IBt","SP","76632","S","Plantae",NA,NA,"Apocynaceae","Asclepias","aequicornu","Asclepias aequicornu","E.Fourn.","Bollwinkel, CW","Joly, AB","s.n.","1959","05",NA,NA,"Brasil","São Paulo","Butantã","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,NA,"1969","04","01","São Paulo",NA,NA,"53584","auto",NA,NA,NA,NA
"24","2019-11-21 09:58:33-03","IBt","SP","1039","S","Plantae",NA,NA,"Apocynaceae","Asclepias","aequicornu","Asclepias aequicornu","E.Fourn.","Bollwinkel, CW","Hoehne, FC","s.n.","1917","12","10",NA,"Brasil","São Paulo","Butantã","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,NA,"1969","04","01","São Paulo",NA,NA,"53584","auto",NA,NA,NA,NA
"25","2019-11-21 09:58:33-03","IBt","SP","2500","S","Plantae",NA,NA,"Apocynaceae","Asclepias","aequicornu","Asclepias aequicornu","E.Fourn.","Bollwinkel, CW","Hoehne, FC","s.n.","1918","10","15",NA,"Brasil","São Paulo","Cidade Jardim","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,NA,"1969","04","01","São Paulo",NA,NA,"53584","auto",NA,NA,NA,NA
"26","2019-11-21 09:58:33-03","IBt","SP","36530","S","Plantae",NA,NA,"Apocynaceae","Asclepias","aequicornu","Asclepias aequicornu","E.Fourn.","Bollwinkel, CW","Gehrt, A","s.n.","1936","10","08",NA,"Brasil","São Paulo","Cidade Jardim","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,NA,"1969","04","01","São Paulo",NA,NA,"53584","auto",NA,NA,NA,NA
"27","2019-11-21 09:58:33-03","IBt","SP","15756","S","Plantae",NA,NA,"Apocynaceae","Asclepias","aequicornu","Asclepias aequicornu","E.Fourn.","Fontella, J","Loefgren, A","CGG247","1887","10","22",NA,"Brasil","São Paulo",NA,"-47.4500007629395","-23.5",NA,NA,NA,NA,"SP022400","SP022400","2005",NA,NA,"Sorocaba",NA,NA,"17154","auto",NA,NA,NA,NA
"28","2014-09-23 10:56:40-03","G","G","G00176920","S","Plantae",NA,NA,"Apocynaceae","Asclepias","×aequicornu","Asclepias ×aequicornu","E. Fourn.","Rapini, A.","Blanchet, J. S.","3383","1841",NA,"00","AMERIQUE DU SUD","Brazil","Bahia",NA,"-41.99722222","-12.18305556",NA,NA,NA,"Coordinate uncertainty: Precision at the level of departement/region Image URL: http://www.ville-ge.ch/musinfo/bd/cjb/chg/adetail.php?id=178854&base=img&lang=en","G00176920","G00176920","2002","01","01",NA,"-41.99722222","-12.18305556",NA,NA,NA,NA,NA,"SYNTYPUS of Asclepias blanchetii E. Fourn."
"29","2014-09-23 10:56:40-03","G","G","G00177094","S","Plantae",NA,NA,"Apocynaceae","Asclepias","×aequicornu","Asclepias ×aequicornu","E. Fourn.","Bollwinkel, C. W.","Blanchet, J. S.","3383","1841",NA,"00","AMERIQUE DU SUD","Brazil","Bahia",NA,"-41.99722222","-12.18305556",NA,NA,NA,"Coordinate uncertainty: Precision at the level of departement/region Image URL: http://www.ville-ge.ch/musinfo/bd/cjb/chg/adetail.php?id=179402&base=img&lang=en","G00177094","G00177094","1969","01","01",NA,"-41.99722222","-12.18305556",NA,NA,NA,NA,NA,"SYNTYPUS of Asclepias blanchetii E. Fourn."
"30","2014-09-23 10:56:40-03","G","G","G00177095","S","Plantae",NA,NA,"Apocynaceae","Asclepias","×aequicornu","Asclepias ×aequicornu","E. Fourn.","Bollwinkel, C. W.","Blanchet, J. S.","3383","1841",NA,"00","AMERIQUE DU SUD","Brazil","Bahia",NA,"-41.99722222","-12.18305556",NA,NA,NA,"Coordinate uncertainty: Precision at the level of departement/region Image URL: http://www.ville-ge.ch/musinfo/bd/cjb/chg/adetail.php?id=179404&base=img&lang=en","G00177095","G00177095","1969","01","01",NA,"-41.99722222","-12.18305556",NA,NA,NA,NA,NA,"SYNTYPUS of Asclepias blanchetii E. Fourn."
