"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","typeStatus","locality","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","class","fieldNumber","individualCount","relatedCatalogItem"
"11","2021-03-15 16:37:00-03","NY","NYBG","566472","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Centrosema","bracteosum","Centrosema bracteosum","Benth.","W. Mantovani","J. Mattos","9619","1961","12","28","South America","Brazil","São Paulo","Moji-Guaçu",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=167352' target='other'> <mi>dwc_moreinfo</mi></a>","NY00566472","NY00566472_01",NA,"Moji-Guaçu, perto de Padua Sales, Fazenda Campininha. Prox. da Torre Escandente",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","00982360","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Centrosema","bracteosum","Centrosema bracteosum","Benth.","L. Coradin","W. R. Anderson","6230","1973","03","03","South America","Brazil","Goiás","Alto Paraíso de Goiás","-47.5167","-13.9376","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1103786' target='other'> <mi>dwc_moreinfo</mi></a>","NY00982360","NY00982360_01",NA,"Chapada dos Veadeiros, ca. 20 km by road N of Alto Paraíso","1600","1600",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","566481","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Centrosema","bracteosum","Centrosema bracteosum","Benth.","J. W. Grimes","W. R. Anderson","36585","1972","03","04","South America","Brazil","Bahia",NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=167355' target='other'> <mi>dwc_moreinfo</mi></a>","NY00566481","NY00566481_01",NA,"Espigao Mestre. Serra ca. 22 km W of Barreiras","710","710",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","00982386","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Centrosema","bracteosum","Centrosema bracteosum","Benth.","T. Pavani","R. Mierelles","s.n.","1977","12","13","South America","Brazil","Distrito Federal","Brasília","-47.9294","-15.7797","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1103777' target='other'> <mi>dwc_moreinfo</mi></a>","NY00982386","NY00982386_01",NA,"Fazenda Agua Limpa, 17-21 km ao Sul do centro de Brasília",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","00982438","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Centrosema","bracteosum","Centrosema bracteosum","Benth.",NA,"E. P. Heringer","2476","1979","10","11","South America","Brazil","Goiás",NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1103752' target='other'> <mi>dwc_moreinfo</mi></a>","NY00982438","NY00982438_01",NA,"Estrada Alto Paraiso-Terezinha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","00982337","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Centrosema","bracteosum","Centrosema bracteosum","Benth.","R. Williams","H. S. Irwin","19511","1968","02","04","South America","Brazil","Distrito Federal","Brasília","-47.875","-15.758","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1103788' target='other'> <mi>dwc_moreinfo</mi></a>","NY00982337","NY00982337_01",NA,"Experiment station, campus of Universidade de Brasília, Brasília.","1000","1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","00982387","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Centrosema","bracteosum","Centrosema bracteosum","Benth.",NA,"L. Riedel","538",NA,NA,NA,"South America","Brazil",NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1103776' target='other'> <mi>dwc_moreinfo</mi></a>","NY00982387","NY00982387_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","00982335","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Centrosema","bracteosum","Centrosema bracteosum","Benth.","R. Williams","H. S. Irwin","9784","1965","11","02","South America","Brazil","Goiás","Cristalina","-47.6","-16.79518","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1103791' target='other'> <mi>dwc_moreinfo</mi></a>","NY00982335","NY00982335_01",NA,"Serra dos Cristais. 5 km W. of Cristalina","1175","1175",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","00982363","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Centrosema","bracteosum","Centrosema bracteosum","Benth.","L. Coradin","E. P. Heringer","2743","1979","11","12","South America","Brazil","Distrito Federal","Brasília","-47.9294","-15.7797","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1103753' target='other'> <mi>dwc_moreinfo</mi></a>","NY00982363","NY00982363_01",NA,"Reserva Ecológica do IBGE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","00982412","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Centrosema","bracteosum","Centrosema bracteosum","Benth.",NA,"L. A. Skorupa","227","1988","01","20","South America","Brazil","Distrito Federal","Brasília","-48","-16","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1103771' target='other'> <mi>dwc_moreinfo</mi></a>","NY00982412","NY00982412_01",NA,"Escola Fazendaria (em frente)","1000","1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","00982312","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Centrosema","bracteosum","Centrosema bracteosum","Benth.","R. Williams","H. S. Irwin","10689","1965","11","26","South America","Brazil","Distrito Federal","Brasília","-48.15","-15.8","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1103790' target='other'> <mi>dwc_moreinfo</mi></a>","NY00982312","NY00982312_01",NA,"Ca. 12 km W. of Taguatinga on road to Brasilândia","1250","1250",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","566475","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Centrosema","bracteosum","Centrosema bracteosum","Benth.","W. Mantovani","M. Kirizawa","144","1977","10","15","South America","Brazil","São Paulo","Pirassununga","-47.375621","-21.941912","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=167353' target='other'> <mi>dwc_moreinfo</mi></a>","NY00566475","NY00566475_01",NA,"Pirassununga, cerrado de Emas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","6389","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Centrosema","bracteosum","Centrosema bracteosum","Benth.",NA,"F. Sellow","5080",NA,NA,NA,"South America","Brazil",NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=167362' target='other'> <mi>dwc_moreinfo</mi></a>","NY00006389","NY00006389_01","isotype","Brasilia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","00982338","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Centrosema","bracteosum","Centrosema bracteosum","Benth.","R. Williams","G. M. Magalhaes","18878","1962","11",NA,"South America","Brazil","Minas Gerais","Paracatú","-46.8744","-17.2222","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1103762' target='other'> <mi>dwc_moreinfo</mi></a>","NY00982338","NY00982338_01",NA,"20 km de Paracatú",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","566474","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Centrosema","bracteosum","Centrosema bracteosum","Benth.",NA,"R. F. Vieira","1125","1991","11","17","South America","Brazil","Bahia","Correntina","-44.63","-13.37","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=167359' target='other'> <mi>dwc_moreinfo</mi></a>","NY00566474","NY00566474_01",NA,"A 5.8 km de Correntina","670","670",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","566479","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Centrosema","bracteosum","Centrosema bracteosum","Benth.","G. M. Barroso","G. F. J. Pabst","5943","1961","10","18","South America","Brazil","Paraná",NA,"-50.012929","-25.234872","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=167356' target='other'> <mi>dwc_moreinfo</mi></a>","NY00566479","NY00566479_01",NA,"Vila Velha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","566480","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Centrosema","bracteosum","Centrosema bracteosum","Benth.","A. E. Burkart","G. G. Hatschbach","20415","1968","11","27","South America","Brazil","Paraná","Jaguariaíva","-49.7056","-24.2511","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=167358' target='other'> <mi>dwc_moreinfo</mi></a>","NY00566480","NY00566480_01",NA,"Fda. Chapada, S. Antonio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","00982410","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Centrosema","bracteosum","Centrosema bracteosum","Benth.","R. Williams","H. S. Irwin","9441","1965","10","21","South America","Brazil","Goiás","Alto Paraíso de Goiás","-47.5952778","-14.04001","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1103794' target='other'> <mi>dwc_moreinfo</mi></a>","NY00982410","NY00982410_01",NA,"Chapada dos Veadeiros, ca. 12 km N.W. of Veadeiros, road to Cavalcante","1200","1200",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","00982413","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Centrosema","bracteosum","Centrosema bracteosum","Benth.","R. Williams","G. G. Hatschbach","25278","1970","10","27","South America","Brazil","Mato Grosso do Sul","Sidrolândia","-54.9614","-20.9319","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1103758' target='other'> <mi>dwc_moreinfo</mi></a>","NY00982413","NY00982413_01",NA,"Rod. BR 163",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","00982439","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Centrosema","bracteosum","Centrosema bracteosum","Benth.",NA,"E. P. Heringer","17967","1980","11","12","South America","Brazil","Distrito Federal","Brasília","-47.9294","-15.7797","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1103751' target='other'> <mi>dwc_moreinfo</mi></a>","NY00982439","NY00982439_01",NA,"Monumento do Candango",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","00982411","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Centrosema","bracteosum","Centrosema bracteosum","Benth.","M. L. Fonseca","M. L. Fonseca","2204","1999","10","28","South America","Brazil","Distrito Federal","Brasília","-47","-15.9319","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1103772' target='other'> <mi>dwc_moreinfo</mi></a>","NY00982411","NY00982411_01",NA,"Reserva Ecológica do IBGE. Area do Córrego Taquara","1015","1015",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","566476","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Centrosema","bracteosum","Centrosema bracteosum","Benth.","R. S. Cowan","R. Reitz","17889","1965","12","17","South America","Brazil","Paraná","Castro","-50.152803","-24.908517","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=167351' target='other'> <mi>dwc_moreinfo</mi></a>","NY00566476","NY00566476_01",NA,"Carambeí, Rio S. Joao, Castro","950","950",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","00982437","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Centrosema","bracteosum","Centrosema bracteosum","Benth.",NA,"L. A. Skorupa","190","1987","11","24","South America","Brazil","Goiás","Itapuranga","-50","-15.08","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1103767' target='other'> <mi>dwc_moreinfo</mi></a>","NY00982437","NY00982437_01",NA,"Fazenda do Sr. Teodora; a 5 km de Cibeli; antes de Caicara-Go","400","400",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","566478","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Centrosema","bracteosum","Centrosema bracteosum","Benth.",NA,"H. de F. Leitão Filho","386","1976","12","04","South America","Brazil","São Paulo","Moji-Guaçu","-47.164784","-22.242395","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=167360' target='other'> <mi>dwc_moreinfo</mi></a>","NY00566478","NY00566478_01",NA,"Mogi Guaçu, Fazenda Campininha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","566473","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Centrosema","bracteosum","Centrosema bracteosum","Benth.","V. P. Barbosa","O. Handro","726","1957","10","30","South America","Brazil","São Paulo","Moji-Guaçu","-47.164784","-22.242395","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=167357' target='other'> <mi>dwc_moreinfo</mi></a>","NY00566473","NY00566473_01",NA,"Moji-Guaçu, Reserva Florestal (Fazenda Campininha), perto de Páuda Sales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-02-18 09:29:38-03","UNESP-IBB","BOTU","23083","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Centrosema","bracteosum","Centrosema bracteosum","Benth.","Monteiro, T.C.","Amaral Jr., A.","731","2000","11","02",NA,"Brasil","Mato Grosso do Sul","Três Lagoas","-51.735556","-20.843028",NA,"Erva rastejante, flor lilás.","BOTU023083",NA,NA,NA,NA,NA,"2019","10","08","51°44'08w","20°50'34.9s",NA,NA,NA,NA,NA,NA
"37","2021-02-18 09:29:38-03","UNESP-IBB","BOTU","12945","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Centrosema","bracteosum","Centrosema bracteosum","Benth.","Monteiro, T.C.","Cataneo, A.C.","151","1985","09","02",NA,"Brasil","Distrito Federal","Brasília","-47.666667","-15.916667",NA,"Planta rasteira, com flor lilás amarelada","BOTU012945",NA,NA,NA,NA,NA,"2019","10","08","47°40'w","15°55's",NA,NA,NA,NA,NA,NA
"38","2021-02-18 09:29:38-03","UNESP-IBB","BOTU","27519","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Centrosema","bracteosum","Centrosema bracteosum","Benth.","Monteiro, T.C.","Ishara, K.L.","219","2008","11","07",NA,"Brasil","São Paulo","Pratânia","-48.733333","-22.8",NA,"Erva 0,3m, flor branca e rosa","BOTU027519",NA,NA,"Fazenda Palmeira da Serra",NA,NA,"2019","10","08","48°44'w","22°48's",NA,NA,NA,NA,NA,NA
"39","2021-02-18 09:29:38-03","UNESP-IBB","BOTU","20099","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Centrosema","bracteosum","Centrosema bracteosum","Benth.","Monteiro, T.C.","Bertoncini, A.P.","542","1994","01","06",NA,"Brasil","São Paulo","Agudos",NA,NA,NA,"Erva prostrada, folhas membranáceas. Flores lilases com estrias + escuras","BOTU020099",NA,NA,NA,NA,NA,"2019","10","08","9999","9999",NA,NA,NA,NA,NA,NA
"40","2020-11-13 09:19:43-03","UFRJ","RFA","9426","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Centrosema","bracteosum","Centrosema bracteosum","Benth.","G.G. Hatschbach","G.G. Hatschbach","23221","1969","12","13",NA,"Brasil","Paraná","Ponta Grossa","-50.1618995666504","-25.0949993133545",NA,"Reptante, flor lilás","RFA43874",NA,NA,"Fortaleza",NA,NA,NA,NA,NA,NA,NA,"46557","auto",NA,NA,NA,NA
"41","2021-04-08 17:41:19-03","EAO","IAN","972","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Pap.","Centrosema","bracteosum","Centrosema bracteosum","Benth.",NA,"Pohl, RW","s.n.",NA,NA,NA,"Southern America","Brasil",NA,NA,NA,NA,NA,NA,"IAN000972","IAN000972_f",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-04-08 17:41:19-03","EAO","IAN","972","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Pap.","Centrosema","bracteosum","Centrosema bracteosum","Benth.",NA,"Pohl, RW","s.n.",NA,NA,NA,"Southern America","Brasil",NA,NA,NA,NA,NA,NA,"IAN000972","IAN000972_f",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-04-08 17:41:19-03","EAO","IAN","138144","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Pap.","Centrosema","bracteosum","Centrosema bracteosum","Benth.","Arroyo, MTK","Irwin, HS; Maxwell, H; Wasshausen, DC","19511","1968","02","04","Southern America","Brasil","Distrito Federal","Brasília","-47.9296989440918","-15.7797002792358",NA,"Scandent herb, the stems to ca. 2m long. Corolla light purple, paler near base.","IAN138144",NA,NA,"Chapada da Contagem, Legume garden experimental station, campus of Universidade de Brasilia.","1000","1000","1971",NA,NA,NA,NA,"70570","auto",NA,NA,NA,NA
"44","2020-02-08 09:11:49-03","NBC","NL-BOTANY","L.1964519","PreservedSpecimen","Plantae",NA,"Fabales","Leguminosae-Pap.","Centrosema","bracteosum","Centrosema bracteosum","Benth.",NA,"Hatschbach GG",NA,"1959","11","27","Southern America","Brazil",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1964519 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1964519","NL-L1964519",NA,"Est. Parana, Mun. Arapoti, Barra Rio das Perdizes.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"45","2020-02-08 09:11:49-03","NBC","NL-BOTANY","U.1242478","PreservedSpecimen","Plantae",NA,"Fabales","Leguminosae-Pap.","Centrosema","bracteosum","Centrosema bracteosum","Benth.",NA,"Oldenburger FHF; Mecenas VV",NA,"1975","11","13","Southern America","Brazil",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1242478 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1242478","NL-U1242478",NA,"D.F. Brasilia. Cerrado.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"46","2020-02-08 09:11:49-03","NBC","NL-BOTANY","U.1242479","PreservedSpecimen","Plantae",NA,"Fabales","Leguminosae-Pap.","Centrosema","bracteosum","Centrosema bracteosum","Benth.",NA,"Oldenburger FHF; Mecenas VV",NA,"1975","11","13","Southern America","Brazil",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1242479 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1242479","NL-U1242479",NA,"D.F. Brasilia. Cerrado.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"47","2020-02-08 09:11:49-03","NBC","NL-BOTANY","U.1242480","PreservedSpecimen","Plantae",NA,"Fabales","Leguminosae-Pap.","Centrosema","bracteosum","Centrosema bracteosum","Benth.",NA,"Hatschbach GG; Haas H; Lindeman JC",NA,"1965","12","08","Southern America","Brazil",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1242480 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1242480","NL-U1242480",NA,"Est. Parana (Brasil). Mun. C. Mourao. Campo Mourao.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
