"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","yearIdentified","monthIdentified","dayIdentified","continentOcean","preparationType","previousCatalogNumber","phylum","order","infraspecificEpithet","typeStatus","coordinatePrecision","geoFlag","class","relatedCatalogItem","fieldNumber","individualCount","sex"
"26","2021-03-15 16:37:00-03","NY","NYBG","01467533","PreservedSpecimen","Plantae","Piperaceae","Piper","hispidum","Piper hispidum","Sw.","R. Callejas Posada","G. T. Prance","14526","1971","07","24","Brazil","Amazonas",NA,"Rio Curuquetê, Cachoeira Republica.","-65.7102156","-8.8972404",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1712175' target='other'> <mi>dwc_moreinfo</mi></a>","NY01467533","NY01467533_01",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Piperales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","01467315","PreservedSpecimen","Plantae","Piperaceae","Piper","hispidum","Piper hispidum","Sw.","E. F. Guimarães","G. T. Prance","58789","1964","08","21","Brazil","Pará",NA,"BR 22 Km. 98, vicinity of Cachoeira, 3 km. beyond Rio Piria.","-46.52313","-1.776309",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1713556' target='other'> <mi>dwc_moreinfo</mi></a>","NY01467315","NY01467315_01",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Piperales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","4138458","PreservedSpecimen","Plantae","Piperaceae","Piper","hispidum","Piper hispidum","Sw.",NA,"A. H. Gentry","31373","1981","02","18","Peru","Loreto","Maynas","Yanomono, Explorama Tourist Camp between Indiana and mouth of Río Napo","-72.8","-3.47",NA,NA,"130",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4467842' target='other'> <mi>dwc_moreinfo</mi></a>","NY04138458",NA,NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Piperales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","866105","PreservedSpecimen","Plantae","Piperaceae","Piper","hispidum","Piper hispidum","Sw.","C. Geiselman","S. A. Mori","25924","2006","05","29","French Guiana",NA,NA,"Patawa on the Montagne de Kaw road. Grounds of Patawa Camp.","-52.15","4.53",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=919041' target='other'> <mi>dwc_moreinfo</mi></a>","NY00866105","NY00866105_01",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Piperales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","01467329","PreservedSpecimen","Plantae","Piperaceae","Piper","hispidum","Piper hispidum","Sw.","E. F. Guimarães","G. T. Prance","5256","1968","06","27","Brazil","Rondônia",NA,"Island in Rio Madeira opposite Jaciparaná","-64.397038","-9.194036",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1713573' target='other'> <mi>dwc_moreinfo</mi></a>","NY01467329","NY01467329_01",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Piperales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","00934942","PreservedSpecimen","Plantae","Piperaceae","Piper","hispidum","Piper hispidum","Sw.","M. Carvalho-Silva","B. M. T. Walter","3474","1996","10","20","Brazil","Goiás","Colinas do Sul","Estrada pelo dique 2 na direçao do rio Tocantins (paralela a este). Futuro reservatório do AHE Serra da Mesa","-48.32","-13.9128",NA,NA,"420","420","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=964362' target='other'> <mi>dwc_moreinfo</mi></a>","NY00934942","NY00934942_01",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Piperales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","4148217","PreservedSpecimen","Plantae","Piperaceae","Piper","hispidum","Piper hispidum trachydermum","(Trel.) Yunck.",NA,"W. H. Camp","E990","1944","11","14","Ecuador",NA,NA,"Santiago-Zamora: Oriente: Near Mendez. Uplands along río Upano just north of junction with r. Chupiantza",NA,NA,NA,NA,"533","762","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4468014' target='other'> <mi>dwc_moreinfo</mi></a>","NY04148217","NY04148217_01",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Piperales","trachydermum",NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","4138366","PreservedSpecimen","Plantae","Piperaceae","Piper","hispidum","Piper hispidum","Sw.",NA,"J. Jaramillo","6505","1984","03","02","Ecuador","Pichincha",NA,"Reserva Forestal ENDESA, Río Silanche: Corporación Forestal Juan Manuel Durini, km 113 de la carretera Quito-Pto. Quito, faldas occidentales, a 10 km al Norte de la carretera principal","-79.03","0.08",NA,NA,"650","700","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4467713' target='other'> <mi>dwc_moreinfo</mi></a>","NY04138366","NY04138366_01",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Piperales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","556655","PreservedSpecimen","Plantae","Piperaceae","Piper","hispidum","Piper hispidum","Sw.","A. R. A. Görts-van Rijn","W. J. Hahn","4791","1988","11","15","Guyana",NA,NA,"Demerara-Mahaic Region: 10 km S of Soesdyke on road to Linden","-58.25","6.5",NA,NA,"50","50","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=203409' target='other'> <mi>dwc_moreinfo</mi></a>","NY00556655","NY00556655_01",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Piperales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","4138316","PreservedSpecimen","Plantae","Piperaceae","Piper","hispidum","Piper hispidum","Sw.",NA,"J. B. Watson","52","1980","01","05","Ecuador","Los Ríos",NA,"Rio Palenque Science Center. Km 56 on the Quevedo-St. Domingo Rd.","-79.3647","-0.5866",NA,NA,"150","220","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4467662' target='other'> <mi>dwc_moreinfo</mi></a>","NY04138316","NY04138316_01",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Piperales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","01467330","PreservedSpecimen","Plantae","Piperaceae","Piper","hispidum","Piper hispidum","Sw.","M. H. Nee","S. Tsugaru","B859","1987","08","09","Brazil","Amazonas",NA,"River side and small islets of Rio Amazonas within 100 km lower reaches from Manaus.",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1713576' target='other'> <mi>dwc_moreinfo</mi></a>","NY01467330","NY01467330_01",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Piperales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","251426","PreservedSpecimen","Plantae","Piperaceae","Piper","hispidum","Piper hispidum","Sw.",NA,"E. P. Killip","7688","1922","06","29","Colombia","Cauca",NA,"La GalleraMicay valley, Cordillera Occidental",NA,NA,NA,NA,"1400","1500","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=203445' target='other'> <mi>dwc_moreinfo</mi></a>","NY00251426","NY00251426_01",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Piperales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","4148242","PreservedSpecimen","Plantae","Piperaceae","Piper","hispidum","Piper hispidum lanceolatum","Steyerm.",NA,"G. Davidse","16619","1979","04","04","Venezuela","Delta Amacuro",NA,"Departamento Tucupita, mountain area ca. 13 km by road ESE of the town of Sierra Imata","-62.38","8.38",NA,NA,"200",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4468041' target='other'> <mi>dwc_moreinfo</mi></a>","NY04148242",NA,NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Piperales","lanceolatum",NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","4138459","PreservedSpecimen","Plantae","Piperaceae","Piper","hispidum","Piper hispidum","Sw.",NA,"A. H. Gentry","26738","1979","10","13","Peru","Madre de Dios",NA,"Near Shintuya, disturbed forest edge along Río Alto Madre de Dios",NA,NA,NA,NA,"450",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4467843' target='other'> <mi>dwc_moreinfo</mi></a>","NY04138459",NA,NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Piperales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","4138586","PreservedSpecimen","Plantae","Piperaceae","Piper","hispidum","Piper hispidum lanceolatum","Trel. & Yun",NA,"A. F. Skutch","4393","1939","08",NA,"Ecuador",NA,NA,"Napo-Pastaza: Vicinity of Puyo (Eastern foot-hills of the Andes)","-77.999278","-1.490813",NA,NA,"750","1000","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4467970' target='other'> <mi>dwc_moreinfo</mi></a>","NY04138586","NY04138586_01",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Piperales","lanceolatum",NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","4138361","PreservedSpecimen","Plantae","Piperaceae","Piper","hispidum","Piper hispidum","Sw.",NA,"B. A. Stein","2559","1985","04","21","Ecuador","Napo",NA,"Via de los Aucas, 3 to 15 km S of Coca","-76.92","-0.58",NA,NA,"250",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4467708' target='other'> <mi>dwc_moreinfo</mi></a>","NY04138361","NY04138361_01",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Piperales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","04148201","PreservedSpecimen","Plantae","Piperaceae","Piper","hispidum","Piper hispidum magnifolium","C.DC.",NA,"H. Pittier","11279","1923","12","02","Venezuela","Miranda",NA,"Quebrada de Turumo near Guarenas",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4467985' target='other'> <mi>dwc_moreinfo</mi></a>","NY04148201",NA,NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Piperales","magnifolium",NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-03-15 16:37:00-03","NY","NYBG","01467328","PreservedSpecimen","Plantae","Piperaceae","Piper","hispidum","Piper hispidum","Sw.","T. G. Yuncker","J. M. Pires","50307","1961","08","04","Brazil","Amapá",NA,"Rio Araguari. 4 km north of dining and recreation area of ICOMI, Serra do Navóo. On Rio Amapari.",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1713572' target='other'> <mi>dwc_moreinfo</mi></a>","NY01467328","NY01467328_01",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Piperales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2021-03-15 16:37:00-03","NY","NYBG","01488348","PreservedSpecimen","Plantae","Piperaceae","Piper","hispidum","Piper hispidum magnifolium","C.DC.","R. Callejas Posada","G. T. Prance","9723","1969","02","08","Brazil","Roraima",NA,"Foothills of Serra Parima, south of Auaris","-64.37","4.05",NA,NA,"900","900","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1733578' target='other'> <mi>dwc_moreinfo</mi></a>","NY01488348",NA,NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Piperales","magnifolium",NA,NA,NA,NA,NA,NA,NA,NA
