"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","typeStatus","stateProvince","locality","imagecode","infraspecificEpithet","identifiedBy","county","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","verbatimLongitude","verbatimLatitude","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","individualCount","fieldNumber","class","relatedCatalogItem","sex"
"139","2020-09-12 05:00:02-03","US","US","3019484","PreservedSpecimen","Plantae","Fabaceae","Mimosa","skinneri","Mimosa skinneri carajarum","D. C. Daly, R. Callejas, M. G. Silva, E. L. Taylor & et al.","1726","1981","12","5","South America - Neotropics","Brazil",NA,NA,NA,"US02207507",NA,"Rosales","Barneby",NA,"Pará","Brazilian Amazonia, Serra dos Carajas, 25-30 km NW od Serra Norte mining camp.","US02207507_01","carajarum",NA,NA,"-50.43","-5.92",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,"Dicotyledonae",NA,NA
"140","2020-09-12 05:00:02-03","US","US","3197321","PreservedSpecimen","Plantae","Fabaceae","Mimosa","skinneri","Mimosa skinneri carajarum","R. S. Secco, C. Sperling, M. A. Condon, A. L. Mesquita & et al.","216",NA,NA,NA,"South America - Neotropics","Brazil",NA,NA,NA,"US02207505",NA,"Rosales","Barneby",NA,"Pará","Amazonia, Maraba, arredores estrada p/N1, Transicao campo natural/ veg. canga.","US02207505_01","carajarum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,"Dicotyledonae",NA,NA
"141","2020-09-12 05:00:02-03","US","US","3095121","PreservedSpecimen","Plantae","Fabaceae","Mimosa","skinneri","Mimosa skinneri desmodioides","H. S. Irwin, H. Maxwell & D. C. Wasshausen","21366","1968","3","18","South America - Neotropics","Brazil",NA,NA,NA,"US02207500",NA,"Rosales","(Benth.) Barneby",NA,"Goiás","Planalto do Brasil, Northern Goias, Gallery forest and adjacent cerrado, 10 km S. of Guara.","US02207500_01","desmodioides",NA,NA,NA,NA,"550",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,"Dicotyledonae",NA,NA
"142","2020-09-12 05:00:02-03","US","US","3146216","PreservedSpecimen","Plantae","Fabaceae","Mimosa","skinneri","Mimosa skinneri desmodioides","C. Macedo & A. Macedo","5487",NA,NA,NA,"South America - Neotropics","Brazil",NA,NA,NA,"US02207493",NA,"Rosales","(Benth.) Barneby",NA,"Minas Gerais","Semi prostrada em extensas formacoes em solos ja cultivados, Pequenos espinhos agudos, Nao se sabe se Arturo Burkart estudou a especie. Capinopolis (M. G.)","US02207493_01","desmodioides",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,"Dicotyledonae",NA,NA
"143","2020-09-12 05:00:02-03","US","US","2689146","PreservedSpecimen","Plantae","Fabaceae","Mimosa","skinneri","Mimosa skinneri desmodioides","G. Eiten & L. T. Eiten","10053","1969","12","27","South America - Neotropics","Brazil",NA,NA,NA,"US02207498",NA,"Rosales","(Benth.) Barneby",NA,"Goiás","Municipio de Paraiso do Norte de Goias: 28.6 km south of city of Paraiso do Norte de Goias on Belem-Brasilia highway, (1.4 km N of center of village of Monte Alegre (formerly Cacete Armado), base of granitic rock ledge on west flank of Serra do Serrote, in open sun along","US02207498_01","desmodioides",NA,NA,"-49","-10.4","280",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,"Dicotyledonae",NA,NA
"144","2020-09-12 05:00:02-03","US","US","2970371","PreservedSpecimen","Plantae","Fabaceae","Mimosa","skinneri","Mimosa skinneri desmodioides","E. P. Heringer & A. E. Heringer Salles","17006","1978","3","26","South America - Neotropics","Brazil",NA,NA,NA,"US02207496",NA,"Rosales","(Benth.) Barneby",NA,"Goiás","Corumba de Goias, GO, Cerrado seco sujeito a incendios periodicos.","US02207496_01","desmodioides",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,"Dicotyledonae",NA,NA
"145","2020-09-12 05:00:02-03","US","US","3032364","PreservedSpecimen","Plantae","Fabaceae","Mimosa","skinneri","Mimosa skinneri desmodioides","W. R. Anderson, M. T. Kalin Arroyo, S. R. Hill, R. Reis dos Santos & R. Souza","6814","1973","3","11","South America - Neotropics","Brazil",NA,NA,NA,"US02207497",NA,"Rosales","(Benth.) Barneby",NA,"Goiás","Planalto do Brasil, 24 km by road SW of Monte Alegre de Goias; cerrado.","US02207497_01","desmodioides",NA,NA,NA,NA,"600",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,"Dicotyledonae",NA,NA
"146","2020-09-12 05:00:02-03","US","US","3100811","PreservedSpecimen","Plantae","Fabaceae","Mimosa","skinneri","Mimosa skinneri desmodioides","T. C. Plowman, G. Davidse, N. A. Rosa, C. S. Rosário & M. R. Santos","8127","1980","1","31","South America - Neotropics","Brazil",NA,NA,NA,"US02207494",NA,"Rosales","(Benth.) Barneby",NA,"Goiás","Muniicpio Presidente Kennedy: Road from highway BR-153 to Itapora, 12 km. west of village of Presidente Kennedy, Fazenda Primavera along Ribeirao Feinho.","US02207494_01","desmodioides",NA,NA,"-48.62","-3.42","400","500",NA,NA,NA,NA,NA,NA,NA,"1",NA,"Dicotyledonae",NA,NA
"147","2020-09-12 05:00:02-03","US","US","2952830","PreservedSpecimen","Plantae","Fabaceae","Mimosa","skinneri","Mimosa skinneri desmodioides","ex herb. A. Macedo","4544","1956","7","6","South America","Brazil",NA,NA,NA,"US02207503",NA,"Rosales","(Benth.) Barneby",NA,NA,"Cadroeira Domada. [interpreted]","US02207503_01","desmodioides",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,"Dicotyledonae",NA,NA
"148","2020-09-12 05:00:02-03","US","US","2929208","PreservedSpecimen","Plantae","Fabaceae","Mimosa","skinneri","Mimosa skinneri desmodioides","J. M. Pires & M. R. dos Santos","16180","1978","7","25","South America - Neotropics","Brazil",NA,NA,NA,"US02207495",NA,"Rosales","(Benth.) Barneby",NA,NA,"Amazonia, Rasteira; touceira esparramando-se pelo chao; flor passadas.","US02207495_01","desmodioides",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,"Dicotyledonae",NA,NA
"149","2020-09-12 05:00:02-03","US","US","3095123","PreservedSpecimen","Plantae","Fabaceae","Mimosa","skinneri","Mimosa skinneri desmodioides","H. S. Irwin, H. Maxwell & D. C. Wasshausen","21200","1968","3","15","South America - Neotropics","Brazil",NA,NA,NA,"US02207501",NA,"Rosales","(Benth.) Barneby",NA,"Goiás","Planalto do Brasil, Northern Goias, common at roadside, cut-over forest, ca. 15 km S. of Araguaina.","US02207501_01","desmodioides",NA,NA,NA,NA,"300",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,"Dicotyledonae",NA,NA
"150","2020-09-12 05:00:02-03","US","US","3019890","PreservedSpecimen","Plantae","Fabaceae","Mimosa","skinneri","Mimosa skinneri desmodioides","H. S. Irwin, H. Maxwell & D. C. Wasshausen","18869","1968","1","20","South America - Neotropics","Brazil",NA,NA,NA,"US02207502",NA,"Rosales","(Benth.) Barneby",NA,"Goiás","Planalto do Brasil, Serra dos Pirineus, 70 km W. of Corumba de Goias on road to Niquelandia, Goias in valley of Rio Maranhao, Gallery forest and adjacent cerrado.","US02207502_01","desmodioides",NA,NA,NA,NA,"700",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,"Dicotyledonae",NA,NA
"151","2020-09-02 16:29:20-03","Cenargen","CEN","83959","PreservedSpecimen","Plantae","Fabaceae Mimosoideae","Mimosa","skinneri","Mimosa skinneri","Marcelo Fragomeni Simon","1807","2013","04","02",NA,"Brasil","Exsicatas",NA,"Erva anual, rasteira, formando extensa mancha em gramado. Filetes rosa. Folhas sensíveis ao toque.","CEN00083959",NA,NA,"Benth.",NA,"DF","Asa Norte quadra 315.","CEN00083959",NA,"M. Simon","BRASILIA","-47.896388","-15.741111","1057","1057","2013","-47.896388","-15.741111","04",NA,NA,NA,"4",NA,NA,NA,NA
"152","2020-09-02 16:29:20-03","Cenargen","CEN","110154","PreservedSpecimen","Plantae","Fabaceae Mimosoideae","Mimosa","skinneri","Mimosa skinneri","Vinícius Fachinetti de Almeida - IFN","68","2018","02","23",NA,"Brasil","Exsicatas",NA,"Solo e vegetação: bastante afloramentos rochoso, vegetaçao cerrado campo aberto. Inventário Florestal Nacional (IFN). Hebácea. Fustes piloso, tipo de base reta.","CEN00110154",NA,NA,"Benth.",NA,"TO","Conglomerado: TO-477. Subunidade 3, subparcela 2, indivíduo H.",NA,NA,"M. Simon","ALIANCA DO TOCANTINS","-48.96","-11.34",NA,NA,"2018","-48.96","-11.34","11",NA,NA,NA,"3",NA,NA,NA,NA
"153","2020-09-02 16:29:20-03","Cenargen","CEN","6725","PreservedSpecimen","Plantae","Fabaceae Mimosoideae","Mimosa","skinneri","Mimosa skinneri","Lídio Coradin","3738","1980","10","13",NA,"Brasil","Exsicatas",NA,"pH do solo: 6,0.","CEN00006725",NA,NA,"Benth.",NA,"TO","Arredores de Porto Nacional","CEN00006725",NA,"M. Simon","PORTO NACIONAL","-48.416666","-10.7","250","250","1997","-48.416666","-10.7",NA,NA,NA,NA,"2",NA,NA,NA,NA
"154","2020-09-02 16:29:20-03","Cenargen","CEN","110146","PreservedSpecimen","Plantae","Fabaceae Mimosoideae","Mimosa","skinneri","Mimosa skinneri","Gustavo Paiva Evangelista Rocha","848","2018","03","23",NA,"Brasil","Exsicatas",NA,"Vegetação e solos: Pastagem formada com manchas de evas nativas em adensados contínuos. Inventário Florestal Nacional (IFN).","CEN00110146",NA,NA,"Benth.",NA,"TO","Conglomerado TO_506. Subunidade. 1. Subparcela 1",NA,NA,"M. Simon","NATIVIDADE","-47.7","-11.52",NA,NA,"2018","-47.7","-11.52","06",NA,NA,NA,"3",NA,NA,NA,NA
"155","2020-09-02 16:29:20-03","Cenargen","CEN","110168","PreservedSpecimen","Plantae","Fabaceae Mimosoideae","Mimosa","skinneri","Mimosa skinneri","Helena Lara Lemos","470","2018","04","24",NA,"Brasil","Unicata",NA,"Inventário Florestal Nacional (IFN).","CEN00110168",NA,NA,"Benth.",NA,"TO","Conglomerado: TO-528. Subunidade 1, subparcela 2, indivíduo .",NA,NA,"M. Simon","SAO VALERIO DA NATIVIDADE","-48.24","-11.7",NA,NA,"2018","-48.24","-11.7","11",NA,NA,NA,"1",NA,NA,NA,NA
"156","2020-09-02 16:29:20-03","Cenargen","CEN","112505","PreservedSpecimen","Plantae","Fabaceae Mimosoideae","Mimosa","skinneri","Mimosa skinneri","Matias Morales - INTA - Argentina","2207","2019","01","26",NA,"Brasil","Exsicatas",NA,"Filetes róseos. Beira de estrada.","CEN00112505",NA,NA,"Benth.",NA,"GO","Ao longo da GO - 132, 28 km ao norte de Colinas do Sul, em direção a Minaçú.","CEN00112505",NA,"M. Simon","COLINAS DO SUL","-48.065833","-13.914166","539","539","2019","-48.065833","-13.914166","01",NA,NA,NA,"3",NA,NA,NA,NA
"157","2020-09-02 16:29:20-03","Cenargen","CEN","72293","PreservedSpecimen","Plantae","Fabaceae Mimosoideae","Mimosa","skinneri","Mimosa skinneri","João Benedito Pereira","73","2008","02","27",NA,"Brasil","Exsicatas",NA,NA,"CEN00072293",NA,NA,"Benth.",NA,"TO","Fazenda Sâo Cristóvão, torre 86.","CEN00072293",NA,"J. B. Pereira","PALMEIROPOLIS","-48.226388","-13.113888","1246","1246","2010","-48.226388","-13.113888","07",NA,NA,NA,"4",NA,NA,NA,NA
"158","2020-09-02 16:29:20-03","Cenargen","CEN","72301","PreservedSpecimen","Plantae","Fabaceae Mimosoideae","Mimosa","skinneri","Mimosa skinneri","João Benedito Pereira","81","2008","02","27",NA,"Brasil","Exsicatas",NA,NA,"CEN00072301",NA,NA,"Benth.",NA,"TO","Fazenda Sâo Cristóvão, torre 86.","CEN00072301",NA,"J. B. Pereira","PALMEIROPOLIS","-48.226388","-13.113888","1246","1246","2010","-48.226388","-13.113888","07",NA,NA,NA,"4",NA,NA,NA,NA
"159","2020-09-02 16:29:20-03","Cenargen","CEN","78160","PreservedSpecimen","Plantae","Fabaceae Mimosoideae","Mimosa","skinneri","Mimosa skinneri","Marcelo Fragomeni Simon","746","2006","03","21",NA,"Brasil","Exsicatas",NA,"Subarbusto ereto 1,8 m, folhas basais e longo pedunculo sem folhas, filetes rosa, ocasional. Doação DAUBENY HERBARIUM (FHO) - Flrora do Brasil.","CEN00078160",NA,NA,"Benth.",NA,"GO","Brasil - Goiás - Colinas do Sul - ao longo da estrada alto Paraiso - colinas do Sul, relevo plano, area antropica.","CEN00078160",NA,"M. Simon","COLINAS DO SUL","-47.975555","-14.1875","680","680","2006","-47.975555","-14.1875","03",NA,NA,NA,"1",NA,NA,NA,NA
"160","2020-09-02 16:29:20-03","Cenargen","CEN","81169","PreservedSpecimen","Plantae","Fabaceae Mimosoideae","Mimosa","skinneri","Mimosa skinneri","João Bernardo de Azevedo Bringel Jr.","918","2012","02","02",NA,"Brasil","Exsicatas",NA,"Folhas coletadas em sílica. BRASIL - Distrito Federal - HERBARIO UB.","CEN00081169",NA,NA,"Benth.",NA,"DF","Rodovia DF - 250, próximo ao trevo com a DF - 120 e 130.","CEN00081169",NA,"M. Simon","BRASILIA","-47.658888","-15.727777","936","936","2012","-47.658888","-15.727777","02",NA,NA,NA,"1",NA,NA,NA,NA
"161","2020-09-02 16:29:20-03","Cenargen","CEN","85568","PreservedSpecimen","Plantae","Fabaceae Mimosoideae","Mimosa","skinneri","Mimosa skinneri","Bruno Machado Teles Walter","6721","2014","01","29",NA,"Brasil","Exsicatas",NA,NA,"CEN00085568",NA,NA,"Benth.",NA,"TO","Estrada Natividade - Conceição do Tocantins. Nos arredores do rio Salobro, à cerca de 9 km de Natividade.","CEN00085568",NA,"M. Simon","NATIVIDADE","-47.713333","-11.786111","290","290","2014","-47.713333","-11.786111","02",NA,NA,NA,"3",NA,NA,NA,NA
"162","2020-09-02 16:29:20-03","Cenargen","CEN","95403","PreservedSpecimen","Plantae","Fabaceae Mimosoideae","Mimosa","skinneri","Mimosa skinneri","Marcelo Fragomeni Simon","2798","2016","04","08",NA,"Brasil","Exsicatas",NA,"Erva prostrada crescendo em borda de mata. Folhas sensitivas. Frequente em áreas abertas perturbadas.","CEN00095403",NA,NA,"Benth.",NA,"MA","P.N. Chapada das Mesas. Acesso E no km 612 da BR-230, 15 km NE em estrada vicinal.","CEN00095403",NA,"M. Simon","CAROLINA","-47.352222","-6.9516666","210","210","2016","-47.352222","-6.9516666","04",NA,NA,NA,"5",NA,NA,NA,NA
"163","2020-09-02 16:29:20-03","Cenargen","CEN","44198","PreservedSpecimen","Plantae","Fabaceae Mimosoideae","Mimosa","skinneri","Mimosa skinneri","Glocimar Pereira-Silva","5920","2002","02","21",NA,"Brasil","Exsicatas",NA,"Área de Influência da UHE Cana Brava; influência indireta.","CEN00044198",NA,NA,"Benth.",NA,"TO","Eixo A da barragem São Salvador.","CEN00044198",NA,"V. F. Dutra","SAO SALVADOR DO TOCANTINS",NA,"-12.803333","250","250","2008","-4824778.0","-12.803333","10",NA,NA,NA,"2",NA,NA,NA,NA
"164","2020-09-02 16:29:20-03","Cenargen","CEN","108553","PreservedSpecimen","Plantae","Fabaceae Mimosoideae","Mimosa","skinneri","Mimosa skinneri","Rafael Marques da Silva - IFN","575","2018","04","05",NA,"Brasil","Exsicatas",NA,"Projeto Inventário Florestal Nacional (IFN).","CEN00108553",NA,NA,"Benth.",NA,"GO","Conglomerado: GO-377. Subunidade 04, subparcela 10, indivíduo H.","CEN00108553",NA,"M. Simon","GUARAITA","-50.0238990783691","-15.6141996383667",NA,NA,"2018",NA,NA,"11",NA,"19779","auto","5",NA,NA,NA,NA
"165","2020-09-02 16:29:20-03","Cenargen","CEN","41591","PreservedSpecimen","Plantae","Fabaceae Mimosoideae","Mimosa","skinneri","Mimosa skinneri","Marcelo Fragomeni Simon","427","2001","05","11",NA,"Brasil","Exsicatas",NA,"Filetes rosa. Doação do Sistema Herbário UB 9390-4. Brasil - Tocantins.","CEN00041591",NA,NA,"Benth.",NA,"TO","Ponte Alta. Estrada de Ponte Alta para Natividade, cidade de Pindorama. NORTE.","CEN00041591",NA,"M. Simon","PONTE ALTA DO TOCANTINS","-47.5360984802246","-10.7439002990723",NA,NA,"2001",NA,NA,"05",NA,"134131","auto","1",NA,NA,NA,NA
"166","2020-09-02 16:29:20-03","Cenargen","CEN","66599","PreservedSpecimen","Plantae","Fabaceae Mimosoideae","Mimosa","skinneri","Mimosa skinneri var. desmodioides","Glocimar Pereira-Silva","9454","2005","02","21",NA,"Brasil","Exsicatas",NA,"Área de influência indireta.","CEN00066599",NA,NA,"Benth.",NA,"TO","Estrada de terra marginal à Ferrovia Norte Sul, marginal esquerda do rio Tocantins, km 4,4 a oeste.","CEN00066599","var. desmodioides","M. Simon","TOCANTINOPOLIS",NA,"-6.6019444","180","180","2009","-47482222.0","-6.6019444","08",NA,NA,NA,"3",NA,NA,NA,NA
"167","2020-09-02 16:29:20-03","Cenargen","CEN","100178","PreservedSpecimen","Plantae","Fabaceae Mimosoideae","Mimosa","skinneri","Mimosa skinneri var. desmodioides","Glocimar Pereira-Silva","15293","2010","05","22",NA,"Brasil","Exsicatas",NA,"Área de influência indireta.","CEN00100178",NA,NA,"Benth.",NA,"MA","Estrada Carolina Babaçulândia, km 8,2, margem direita do rio Tocantins. Kms marcados da Igreja São Francisco, bairro Brejinho.","CEN00100178","var. desmodioides","M. Simon","CAROLINA","-47.505","-7.3069444","170","170","2012","-47.505","-7.3069444","09",NA,NA,NA,"4",NA,NA,NA,NA
"168","2020-09-02 16:29:20-03","Cenargen","CEN","67612","PreservedSpecimen","Plantae","Fabaceae Mimosoideae","Mimosa","skinneri","Mimosa skinneri var. desmodioides","Glocimar Pereira-Silva","11375","2007","03","11",NA,"Brasil","Exsicatas",NA,"Área de influência direta (canteiro).","CEN00067612",NA,NA,"Benth.",NA,"MA","Canteiro de obras do UHE Estreito (próximo ao porto da balsa).","CEN00067612","var. desmodioides","M. Simon","ESTREITO","-47.460833","-6.5808333","150","150","2009","-47.460833","-6.5808333","08",NA,NA,NA,"4",NA,NA,NA,NA
"169","2020-09-02 16:29:20-03","Cenargen","CEN","91546","PreservedSpecimen","Plantae","Fabaceae Mimosoideae","Mimosa","skinneri","Mimosa skinneri var. desmodioides","Glocimar Pereira-Silva","13380","2008","04","26",NA,"Brasil","Exsicatas",NA,"Área de influência direta (lago).","CEN00091546",NA,NA,"Benth.",NA,"MA","Margem esquerda do ribeirão das Lages, próximo à rodovia BR - 010.","CEN00091546","var. desmodioides","M. Simon","CAROLINA","-47.444444","-7.3466666","160","160","2017","-47.444444","-7.3466666","01",NA,NA,NA,"4",NA,NA,NA,NA
"170","2020-09-02 16:29:20-03","Cenargen","CEN","100087","PreservedSpecimen","Plantae","Fabaceae Mimosoideae","Mimosa","skinneri","Mimosa skinneri var. desmodioides","Glocimar Pereira-Silva","14951","2010","01","19",NA,"Brasil","Exsicatas",NA,"Área de influência direta (lago).","CEN00100087",NA,NA,"Benth.",NA,"MA","Margem direita do rio Feio.","CEN00100087","var. desmodioides","M. Simon","ESTREITO","-47.469166","-6.7566666","150","150","2012","-47.469166","-6.7566666","09",NA,NA,NA,"4",NA,NA,NA,NA
"171","2020-09-02 16:29:20-03","Cenargen","CEN","109860","PreservedSpecimen","Plantae","Fabaceae Mimosoideae","Mimosa","skinneri","Mimosa skinneri var. desmodioides","N. Dahmer","30","2008","02","02",NA,"Brasil","Exsicatas",NA,"Habito decumbente, Doação Flora do Brasil","CEN00109860",NA,NA,"Benth.",NA,"MG","Trevo estrada sul de Araguari",NA,"var. desmodioides","M. Simon","ARAGUARI","-48.155277","-18.644166","913","913","2009","-48.155277","-18.644166","08",NA,NA,NA,"1",NA,NA,NA,NA
"172","2020-09-02 16:29:20-03","Cenargen","CEN","110730","PreservedSpecimen","Plantae","Fabaceae Mimosoideae","Mimosa","skinneri","Mimosa skinneri var. desmodioides","J. Moises Mendoza F.","4637","2015","02","05",NA,"Brasil","Exsicatas",NA,"Subarbusto de ramos procumbentes. Frequente mas disperso, na vegetação espontânea. Relictos de cerrado apenas nas beiras de córregos, área toda alterada, zona agrícola.","CEN00110730",NA,NA,"Benth.",NA,"GO","BR-60, ca, 12,4 km de Jataí (da BR-50), sentido Serranópolis.","CEN00110730","var. desmodioides","M. Simon","JATAI","-51.807222","-18.005833","650","650","2015","-51.807222","-18.005833","11",NA,NA,NA,"6",NA,NA,NA,NA
"173","2020-09-02 16:29:20-03","Cenargen","CEN","112415","PreservedSpecimen","Plantae","Fabaceae Mimosoideae","Mimosa","skinneri","Mimosa skinneri var. desmodioides","Juliana S. Silva","1112","2012","05","09",NA,"Brasil","Exsicatas",NA,NA,"CEN00112415",NA,NA,"Benth.",NA,"TO","Natividade - Pindorama em direção a Pindorama.","CEN00112415","var. desmodioides","M. Simon","NATIVIDADE","-47.715277","-11.482222","338","338","2013","-47.715277","-11.482222","10",NA,NA,NA,"2",NA,NA,NA,NA
"174","2020-09-02 16:29:20-03","Cenargen","CEN","89202","PreservedSpecimen","Plantae","Fabaceae Mimosoideae","Mimosa","skinneri","Mimosa skinneri var. desmodioides","Jair Eustáquio Quintino de Faria Jr.","3161","2013","02","09",NA,"Brasil","Exsicatas",NA,"Doação Universidade de Brasília - Herbário UB, Brasil - Goiás.","CEN00089202",NA,NA,"Benth.",NA,"GO","Margem da rodovia entre Itumbiara e Cachoeira Dourada.","CEN00089202","var. desmodioides","M. Simon","ITUMBIARA","-49.326111","-18.396944","704","704","2017","-49.326111","-18.396944","01",NA,NA,NA,"1",NA,NA,NA,NA
"175","2020-09-02 16:29:20-03","Cenargen","CEN","89226","PreservedSpecimen","Plantae","Fabaceae Mimosoideae","Mimosa","skinneri","Mimosa skinneri var. desmodioides","Jair Eustáquio Quintino de Faria Jr.","3294","2013","02","13",NA,"Brasil","Exsicatas",NA,"Botão avermelhado, flor passada. Doação Universidade de Brasília - Herbário UB, Brasil - Goiás.","CEN00089226",NA,NA,"Benth.",NA,"GO","Margem da BR 153, próximo à cidade.","CEN00089226","var. desmodioides","M. Simon","MORRINHOS","-49.154722","-17.719722","782","782","2017","-49.154722","-17.719722","01",NA,NA,NA,"1",NA,NA,NA,NA
"176","2020-09-02 16:29:20-03","Cenargen","CEN","99335","PreservedSpecimen","Plantae","Fabaceae Mimosoideae","Mimosa","skinneri","Mimosa skinneri var. desmodioides","Glocimar Pereira-Silva","14896","2009","11","30",NA,"Brasil","Exsicatas",NA,"Área de influência indireta.","CEN00099335",NA,NA,"Benth.",NA,"MA","Estrada BR 230, Goiatins Km 3.","CEN00099335","var. desmodioides","M. Simon","CAROLINA","-47.380555","-7.39","200","200","2012","-47.380555","-7.39","09",NA,NA,NA,"4",NA,NA,NA,NA
"177","2020-09-02 16:29:20-03","Cenargen","CEN","68413","PreservedSpecimen","Plantae","Fabaceae Mimosoideae","Mimosa","skinneri","Mimosa skinneri var. desmodioides","Glocimar Pereira-Silva","12853","2008","01","23",NA,"Brasil","Exsicatas",NA,"Área de influência indireta.","CEN00068413",NA,NA,"Benth.",NA,"TO","Estrada Palmeirópolis - Trombas, km 5 (próximo ao balneário Apertado da Hora).","CEN00068413","var. desmodioides","M. Simon","PARANA",NA,"-13.026388","450","450","2009","-48464166.0","-13.026388","08",NA,NA,NA,"4",NA,NA,NA,NA
"178","2020-09-02 16:29:20-03","Cenargen","CEN","44450","PreservedSpecimen","Plantae","Fabaceae Mimosoideae","Mimosa","skinneri","Mimosa skinneri var. desmodioides","Luciano de Bem Bianchetti","687","1988","05","19",NA,"Brasil","Unicata",NA,NA,"CEN00044450",NA,NA,"Benth.",NA,"PI","A 13,8 km do Brejo da Onça. Caminho para Pimenteiras.","CEN00044450","var. desmodioides","M. Simon","SAO MIGUEL DO TAPUIO","-41.323299407959","-5.50361013412476","320","320","2009","-4138333.0","-600000.0","08",NA,"93464","auto","1",NA,NA,NA,NA
"179","2019-11-21 10:12:16-03","USP","SPF","132303","PreservedSpecimen","Plantae","Leguminosae","Mimosa","skinneri","Mimosa skinneri","Guedes, MLS","PCD5161","1997","02","05",NA,"Brasil",NA,NA,NA,"SPF00132303",NA,NA,"Benth.",NA,"Bahia","Barragem do Zabumbão",NA,NA,"Dutra, VF","Paramirim","-42.210833","-13.435","670","670","2007","-42.210833","-13.435","07",NA,NA,NA,NA,NA,NA,NA,NA
"180","2021-03-15 18:27:58-03","USP","SPF","224560","PreservedSpecimen","Plantae","Leguminosae","Mimosa","skinneri","Mimosa skinneri","Borges, LM","1007","2013","02","10",NA,"Brasil",NA,NA,"Subarbusto com ramos pivotantes e prostrados. Ramos esverdeados a vináceos. Folhas sensíveis ao toque. Foliólulos verde-claros. Corola creme com ápice rosado. Filetes róseos. Amostra em sílica-gel (Rbdna e/ou SPF).; Campo cerrado. So","SPF00224560",NA,NA,"Benth.",NA,"Goiás","Av. Alagado, aprox. km 32, sentido BR 040; ramal à esquerda, passando pelo rancho Diga que Valeu, seguindo por 2 km em direção à represa; próximo à represa.",NA,NA,"Borges, LM","Luziânia","-48.159611","-16.20825","872","872","2015","-48.159611","-16.20825",NA,NA,NA,NA,NA,NA,NA,NA,NA
"181","2019-11-13 11:22:53-03","USP","SPF","184963","PreservedSpecimen","Plantae","Leguminosae","Mimosa","skinneri","Mimosa skinneri","Plowman, TC","8127","1980","01","31",NA,"Brasil",NA,NA,NA,"SPF00184963",NA,NA,"Benth.",NA,"Tocantins",NA,NA,NA,"Anônimo","Presidente Kennedy","-48.616667","-3.416667","400","500",NA,"-48.616667","-3.416667",NA,NA,NA,NA,NA,NA,NA,NA,NA
"182","2019-11-13 11:22:53-03","USP","SPF","185874","PreservedSpecimen","Plantae","Leguminosae","Mimosa","skinneri","Mimosa skinneri desmodioides","Irwin, HS","21728","1968","03","24",NA,"Brasil",NA,NA,NA,"SPF00185874",NA,NA,"(Benth.) Barneby",NA,"Goiás",NA,NA,"desmodioides","Anônimo",NA,NA,NA,"600","600",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"183","2019-11-13 11:22:53-03","USP","SPF","143724","PreservedSpecimen","Plantae","Leguminosae","Mimosa","skinneri","Mimosa skinneri desmodioides","Hatschbach, G","69976","2000","02","11",NA,"Brasil",NA,NA,NA,"SPF00143724",NA,NA,"(Benth.) Barneby",NA,"Goiás",NA,NA,"desmodioides","Ribas, OS; Cordeiro, J","Vianópolis","-48.5163993835449","-16.7418994903564","800","800","2000",NA,NA,NA,NA,"43219","auto",NA,NA,NA,NA,NA
"184","2019-11-13 11:22:53-03","USP","SPF","112434","PreservedSpecimen","Plantae","Leguminosae","Mimosa","skinneri","Mimosa skinneri desmodioides","Hatschbach, G","62702","1995","05","13",NA,"Brasil",NA,NA,NA,"SPF00112434",NA,NA,"(Benth.) Barneby",NA,"Mato Grosso",NA,NA,"desmodioides","Barneby, RC","Arenápolis","-56.8460998535156","-14.4503002166748",NA,NA,"1995",NA,NA,NA,NA,"25121","auto",NA,NA,NA,NA,NA
"185","2019-11-13 11:22:53-03","USP","SPF","230032","PreservedSpecimen","Plantae","Leguminosae","Mimosa","skinneri","Mimosa skinneri","Marques, D","101","2010","01","28",NA,"Brasil",NA,NA,NA,"SPF00230032",NA,NA,"Benth.",NA,"Minas Gerais","Estação Ecológica do Panga",NA,NA,"Rocha, GPE","Uberlândia","-48.2771987915039","-18.9186000823975",NA,NA,"2010",NA,NA,"04",NA,"58223","auto",NA,NA,NA,NA,NA
