"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","class","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","recordNumber","decimalLongitude","decimalLatitude","coordinatePrecision","individualCount","geoFlag","continentOcean","preparationType","barcode","imagecode","fieldNumber","infraspecificEpithet","previousCatalogNumber","typeStatus"
"11","2021-03-15 16:37:00-03","NY","NYBG","482479","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Asparagales","Orchidaceae","Gomesa","hydrophila","Gomesa hydrophila","(Barb.Rodr.) M.W.Chase & N.H.Williams",NA,NA,NA,NA,"C. A. Cid Ferreira","1987","08","26","Brazil","Roraima","Caracaraí","Estrada Perimetral Norte (BR-210), 09 km do entroncamento com Estrada Manaus-Caracarai (BR-174), proximo a Novo Paraiso",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=413578' target='other'> <mi>dwc_moreinfo</mi></a>","9209","-60.4627687","1.2453776",NA,NA,NA,"South America","sheet","NY00482479","NY00482479_01",NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","557678","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Asparagales","Orchidaceae","Gomesa","hydrophila","Gomesa hydrophila","(Barb.Rodr.) M.W.Chase & N.H.Williams",NA,NA,NA,NA,"E. Hassler","1905","11",NA,"Paraguay","Caaguazú",NA,"In regione fluminis Yhú",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=413579' target='other'> <mi>dwc_moreinfo</mi></a>","9658",NA,NA,NA,NA,NA,"South America","sheet","NY00557678","NY00557678_01",NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","482482","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Asparagales","Orchidaceae","Gomesa","hydrophila","Gomesa hydrophila","(Barb.Rodr.) M.W.Chase & N.H.Williams",NA,NA,NA,NA,"E. P. Heringer","1961","11","11","Brazil","Distrito Federal","Brasília","Fundação Zoobotanica",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=413576' target='other'> <mi>dwc_moreinfo</mi></a>","8447","-47.9294","-15.7797",NA,NA,NA,"South America","sheet","NY00482482","NY00482482_01",NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","482480","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Asparagales","Orchidaceae","Gomesa","hydrophila","Gomesa hydrophila","(Barb.Rodr.) M.W.Chase & N.H.Williams",NA,NA,NA,NA,"H. S. Irwin","1966","02","16","Brazil","Goiás","Cavalcante","Ca. 30 km N. W. of Veadeiros",NA,NA,"1000","1000","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=413573' target='other'> <mi>dwc_moreinfo</mi></a>","12964","-47.4581","-13.7975",NA,NA,NA,"South America","sheet","NY00482480","NY00482480_01",NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","482478","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Asparagales","Orchidaceae","Gomesa","hydrophila","Gomesa hydrophila","(Barb.Rodr.) M.W.Chase & N.H.Williams",NA,NA,NA,NA,"H. S. Irwin","1965","11","23","Brazil","Distrito Federal","Brasília","Immediately west of Setor Industrial, Brasilia",NA,NA,"1100","1100","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=413572' target='other'> <mi>dwc_moreinfo</mi></a>","10607","-47.9296989440918","-15.7797002792358","70570",NA,"auto","South America","sheet","NY00482478","NY00482478_01",NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","822513","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Asparagales","Orchidaceae","Gomesa","hydrophila","Gomesa hydrophila","(Barb.Rodr.) M.W.Chase & N.H.Williams",NA,NA,NA,NA,"W. Ganev","1992","05","21","Brazil","Bahia","Abaíra","Riacho das Taquaras, Capão, acima da Plataforma.",NA,NA,"1700","1700","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=912438' target='other'> <mi>dwc_moreinfo</mi></a>","336","-41.9","-13.25",NA,NA,NA,"South America","sheet","NY00822513","NY00822513_01",NA,NA,NA,NA
"17","2021-02-18 09:30:19-03","UNESP-IBB","BOTU","9215","PreservedSpecimen","Plantae",NA,NA,NA,"Orchidaceae","Coppensia","hydrophila","Coppensia hydrophila","(Barb.Rodr.) Campacci","Amaral Jr., A.","1972","12","01","Amaral Jr., A.","1972","11","10","Brasil","São Paulo","Botucatu","Estrada que liga o aeroporto municipal à represa do Rio Pardo, a mais ou menos 2km do aeroporto","9999","9999",NA,NA,NA,"1225",NA,NA,NA,NA,NA,NA,NA,"BOTU009215",NA,NA,NA,NA,NA
"18","2021-03-30 12:52:46-03","EAO","IAN","126492","PreservedSpecimen","Plantae","Monocotiledônea",NA,NA,"Orchidaceae","Gomesa","hydrophila","Gomesa hydrophila","(Barb.Rodr.) M.W.Chase & N.H. Williams","Meneguzzo, TEC","2013",NA,NA,"Irwin, HS; Souza, R","1965","11","23","Brasil","Distrito Federal","Brasília","Locally frequent, marshy campo, adjacent to gallery forest, immediately west of Setor Industrial.",NA,NA,"1100","1100","Terrestrial, usually solitary, to 1 m. tall. Perianth yellow with violet-brown spots of varying intensity; labellum yellow, brown-violet at base.","10607","-47.9296989440918","-15.7797002792358","70570",NA,"auto","Southern America",NA,"IAN126492",NA,NA,NA,NA,NA
"19","2019-12-04 15:26:36-03","PUCPR","HUCP","19644","S","Plantae","Monocotiledonea",NA,NA,"Orchidaceae","Gomesa","hydrophila","Gomesa hydrophila","(Barb. Rodr.) M.W. Chase. & N.H.Williams","Kersten, RA",NA,NA,NA,"Selusniaki, M; Beltrami, L","2007","11","10","Brasil","Paraná","Balsa Nova",NA,NA,NA,NA,NA,NA,"1518","-49.6356010437012","-25.5839004516602","27346",NA,"auto",NA,NA,"HUCP00003182","HUCP00003182",NA,NA,NA,NA
"20","2019-12-04 15:26:36-03","PUCPR","HUCP","21583","S","Plantae","Monocotiledonea",NA,NA,"Orchidaceae","Gomesa","hydrophila","Gomesa hydrophila","(Barb. Rodr.) M.W. Chase. & N.H.Williams","Kersten, RA",NA,NA,NA,"Ariati, V; Selusniaki, M","2010","07","10","Brasil","Paraná","Campina Grande do Sul",NA,NA,NA,NA,NA,NA,"331","-49.0553016662598","-25.3055992126465","55154",NA,"auto",NA,NA,"HUCP00003341","HUCP00003341",NA,NA,NA,NA
"21","2019-12-04 15:26:36-03","PUCPR","HUCP","19959","S","Plantae","Monocotiledonea",NA,NA,"Orchidaceae","Gomesa","hydrophila","Gomesa hydrophila","(Barb. Rodr.) M.W. Chase. & N.H.Williams","Kersten, RA",NA,NA,NA,"Selusniaki, M; Beltrami, L","2007","12","09","Brasil","Paraná","Balsa Nova",NA,NA,NA,NA,NA,NA,"1846","-49.6356010437012","-25.5839004516602","27346",NA,"auto",NA,NA,"HUCP00003307","HUCP00003307",NA,NA,NA,NA
"22","2019-12-04 15:26:36-03","PUCPR","HUCP","20260","S","Plantae","Monocotiledonea",NA,NA,"Orchidaceae","Gomesa","hydrophila","Gomesa hydrophila","(Barb. Rodr.) M.W. Chase. & N.H.Williams","Kersten, RA",NA,NA,NA,"Selusniaki, M","2008","11","14","Brasil","Paraná","Balsa Nova",NA,NA,NA,NA,NA,NA,"2453","-49.6356010437012","-25.5839004516602","27346",NA,"auto",NA,NA,"HUCP00003131","HUCP00003131",NA,NA,NA,NA
"23","2019-10-09 11:28:41-03","UFBA","ALCB","86946","PreservedSpecimen","Plantae","Monocotyledon",NA,NA,"Orchidaceae","Gomesa","hydrophila","Gomesa hydrophila","(Barb.Rodr.) M.W.Chase & N.H.Williams","Batista, JAN","2001",NA,NA,"Nicolack, V; Hatschbach, G; Hatschbach, M","1990","02","13","Brasil","Goiás","O de Alto Paraíso","Rod. GO-118, 15-20km",NA,NA,"1500","1500","flor amarela; solo brejoso do campo rupestre da Chapada dos Veadeiros","53934",NA,NA,NA,NA,NA,"Southern America",NA,"ALCB007823","ALCB007823",NA,NA,NA,NA
"24","2020-02-08 08:46:37-03","NBC","NL-BOTANY","L.1531878","PreservedSpecimen","Plantae",NA,"Magnoliopsidae","Asparagales","Orchidaceae","Oncidium","hydrophilum","Oncidium hydrophilum","Barb.Rodr.",NA,NA,NA,NA,"Hatschbach GG; Guimarães OA","1968","12","06","Brazil",NA,NA,"Est Parana, Mun Guarapuava, Rio Campo Real.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1531878 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,"Southern America",NA,"NL-L1531878","NL-L1531878",NA,NA,NA,NA
"25","2020-02-08 08:46:37-03","NBC","NL-BOTANY","L.1531879","PreservedSpecimen","Plantae",NA,"Magnoliopsidae","Asparagales","Orchidaceae","Oncidium","hydrophilum","Oncidium hydrophilum","Barb.Rodr.",NA,NA,NA,NA,"Hatschbach GG","1961","12","10","Brazil",NA,NA,"Est Parana, Mun. Palmeira, Fda. Pde. Inacio.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1531879 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,"Southern America",NA,"NL-L1531879","NL-L1531879",NA,NA,NA,NA
"26","2020-02-08 08:46:37-03","NBC","NL-BOTANY","L.1531880","PreservedSpecimen","Plantae",NA,"Magnoliopsidae","Asparagales","Orchidaceae","Oncidium","hydrophilum","Oncidium hydrophilum","Barb.Rodr.",NA,NA,NA,NA,"Dusén PKH","1908","12","08","Brazil",NA,NA,"Brasilienses. Parana: Sirrinha, in paludosis. *.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1531880 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,"Southern America",NA,"NL-L1531880","NL-L1531880",NA,NA,NA,NA
"27","2020-02-08 08:46:37-03","NBC","NL-BOTANY","L.1531881","PreservedSpecimen","Plantae",NA,"Magnoliopsidae","Asparagales","Orchidaceae","Oncidium","hydrophilum","Oncidium hydrophilum","Barb.Rodr.",NA,NA,NA,NA,"Jõussan G","1914","10","22","Brazil",NA,NA,"Parana: Capão Grande, Turma 23 locis paludosis. *.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1531881 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,"Southern America",NA,"NL-L1531881","NL-L1531881",NA,NA,NA,NA
"28","2020-02-08 08:46:37-03","NBC","NL-BOTANY","L.1531882","PreservedSpecimen","Plantae",NA,"Magnoliopsidae","Asparagales","Orchidaceae","Oncidium","hydrophilum","Oncidium hydrophilum","Barb.Rodr.",NA,NA,NA,NA,"Jõussan G","1911","02","17","Brazil",NA,NA,"Parana: Desvio Pibas, in paludosis. *.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1531882 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,"Southern America",NA,"NL-L1531882","NL-L1531882",NA,NA,NA,NA
"29","2021-03-31 13:41:09-03","MN","R","107940","PreservedSpecimen","Plantae",NA,NA,NA,"Orchidaceae","Oncidium","hydrophilum","Oncidium hydrophilum","Barb. Rodr.","Pabst, G.F.J.","1962","04","15","Vidal, J.","1953","02",NA,"Brasil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,"II - 6072",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-31 13:41:09-03","MN","R","3397","PreservedSpecimen","Plantae",NA,NA,NA,"Orchidaceae","Oncidium","hydrophilum","Oncidium hydrophilum","Barb. Rodr.","Brade, A.C.",NA,NA,NA,"Dusén, P.K.H.","1903","12","14","Brasil","Paraná",NA,NA,NA,NA,NA,NA,NA,"3205",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-31 13:41:09-03","MN","R","221857","PreservedSpecimen","Plantae",NA,NA,NA,"Orchidaceae","Oncidium","hydrophilum","Oncidium hydrophilum","Barb. Rodr.","Bowden, J.K.","1964","02",NA,"Segadas-Vianna, F.","1951","03",NA,"Brasil","São Paulo","São José do Barreiro",NA,NA,NA,"1600","1600",NA,"2668","-44.5699996948242","-22.6399993896484","30784",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-31 13:41:09-03","MN","R","221858","PreservedSpecimen","Plantae",NA,NA,NA,"Orchidaceae","Oncidium","hydrophilum","Oncidium hydrophilum","Barb. Rodr.","Bowden, J.K.","1964","02",NA,"Segadas-Vianna, F.","1951",NA,NA,"Brasil","São Paulo","Silveiras",NA,NA,NA,"1700","1700",NA,"3279","-44.8499984741211","-22.6599998474121","26704",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA
"33","2016-07-05 11:14:19-03","FFCLRP","LBMBP","788","S","Plantae",NA,NA,NA,"Orchidaceae","Oncidium","hydrophilum","Oncidium hydrophilum","Barb.Rodr.","E.R. Pansarin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2016-07-05 11:14:19-03","FFCLRP","LBMBP","881","S","Plantae",NA,NA,NA,"Orchidaceae","Oncidium","hydrophilum","Oncidium hydrophilum","Barb.Rodr.","E.R. Pansarin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-01 16:20:10-03","UNICAMP","UEC","180637","S","Plantae","Liliopsida",NA,NA,"Orchidaceae","Gomesa","hydrophila","Gomesa hydrophila","(Barb.Rodr.) M.W.Chase & N.H.Williams","Meneguzzo, TEC","2015",NA,NA,"Guarçoni, EAE; Scatigna, AV","2012","12","05","Brazil","Minas Gerais","Buenópolis","Parque Estadual da Serra do Cabral. Área do Cuba.","-45.740556","-18.058611",NA,NA,"Erva terrestre ca. 60cm. Flor amarela.; Campo úmido.","2042","-45.740556","-18.058611",NA,NA,NA,NA,NA,"UEC086603","UEC086603",NA,NA,NA,NA
"36","2021-03-01 16:20:10-03","UNICAMP","UEC","118981","S","Plantae","Liliopsida",NA,NA,"Orchidaceae","Gomesa","hydrophila","Gomesa hydrophila","(Barb.Rodr.) M.W.Chase & N.H.Williams","Meneguzzo, TEC","2015",NA,NA,"Moraes, MD","2001","04","12","Brazil","Goiás","Alto Paraíso de Goiás","CA. de 37 km da cidade, Em direção a Terezina de Goiás, entrada para torre, campo inundável.",NA,NA,NA,NA,"Erva terrestre, escapo 1 m, flores amarelas.","650","-47.5099983215332","-14.1324996948242","44724",NA,"auto",NA,NA,"UEC017507","UEC017507",NA,NA,NA,NA
"37","2021-03-01 16:20:10-03","UNICAMP","UEC","117381","S","Plantae","Liliopsida",NA,NA,"Orchidaceae","Gomesa","hydrophila","Gomesa hydrophila","(Barb.Rodr.) M.W.Chase & N.H.Williams","Meneguzzo, TEC","2015",NA,NA,"Pansarin, ER; Batista, JAN","2001","01","09","Brazil","Goiás","Alto Paraíso de Goiás","Rodovia GO 118, Km 204, cercar de 38 km de Alto Paraíso, sentido Teresina de Goiás.",NA,NA,NA,NA,"Planta desenvolvendo-se em solo encharcado. Campo onde passou fogo.","747","-47.5099983215332","-14.1324996948242","44724",NA,"auto",NA,NA,"UEC017576","UEC017576",NA,NA,NA,NA
"38","2019-08-20 10:00:46-03","UNICAMP","UEC","135381","S","Plantae","Liliopsida",NA,NA,"Orchidaceae","Gomesa","hydrophila","Gomesa hydrophila","(Barb.Rodr.) M.W.Chase & N.H.Williams","Meneguzzo, TEC","2015",NA,NA,"Simões, AO; Belinello, R; Matsumoto, K; Singer, RB","1998","11","10","Brazil","Minas Gerais","Carrancas","Toca da Ponte, Área brejosa. A cerca de 3 km da cidade.",NA,NA,NA,NA,"Terrestre, flores amarelo-douradas com manchas marrons.","414","-44.6425018310547","-21.4874992370605","21143",NA,"auto",NA,NA,"UEC001835","UEC001835",NA,NA,NA,NA
"39","2021-03-01 16:20:10-03","UNICAMP","UEC","17373","S","Plantae","Liliopsida",NA,NA,"Orchidaceae","Gomesa","hydrophila","Gomesa hydrophila","(Barb.Rodr.) M.W.Chase & N.H.Williams","Meneguzzo, TEC","2015",NA,NA,"Semir, J; Sazima, M; Menezes, N; Scanavacca, W; Kinoshita, LS","1973","12","10","Brazil","Minas Gerais","Jaboticatubas","Km 114 ao longo da rodovia Lagoa Santa - Conceição do Mato Dentro - Diamantina.",NA,NA,NA,NA,"Flores amarelas, terrestre, junto às pedras.","4798","-43.7449989318848","-19.513599395752","31264",NA,"auto",NA,NA,"UEC031420","UEC031420",NA,NA,NA,NA
"40","2021-03-01 16:20:10-03","UNICAMP","UEC","160520","S","Plantae","Liliopsida",NA,NA,"Orchidaceae","Gomesa","hydrophila","Gomesa hydrophila","(Barb.Rodr.) M.W.Chase & N.H.Williams","Meneguzzo, TEC","2015",NA,NA,"Nakajima, JN; Romero, R; Zanini, E; Simão, DG","1995","11","21","Brazil","Minas Gerais","São Roque de Minas","Estrada para a cachoeira dos Rolinhos.",NA,NA,NA,NA,"Terrestre, ca. 0,7m. Cálice amarelado com manchas vinho. Corola amarelada. Coluna esverdeada.; Campo hidromórfico próximo ao capão.","1577","-46.3657989501953","-20.2453002929688","57119",NA,"auto",NA,NA,"UEC017204","UEC017204",NA,NA,NA,NA
"41","2021-03-01 16:20:10-03","UNICAMP","UEC","161257","S","Plantae","Liliopsida",NA,NA,"Orchidaceae","Gomesa","hydrophila","Gomesa hydrophila","(Barb.Rodr.) M.W.Chase & N.H.Williams","Meneguzzo, TEC","2015",NA,NA,"Hatschbach, G","1976","01","08","Brazil","Paraná","Guarapuava","Fda. Campo Real, Campo, do brejo.",NA,NA,NA,NA,"Flor creme labelo amarelo.","37934","-51.4580993652344","-25.395299911499","53832",NA,"auto",NA,NA,"UEC017575","UEC017575",NA,NA,NA,NA
"42","2019-08-20 10:00:46-03","UNICAMP","UEC","179989","S","Plantae","Liliopsida",NA,NA,"Orchidaceae","Gomesa","hydrophila","Gomesa hydrophila","(Barb.Rodr.) M.W.Chase & N.H.Williams","Meneguzzo, TEC","2015",NA,NA,"Hatschbach, G","1968","11","28","Brazil","Paraná","Jaguariaíva","Rio do Sabiá.",NA,NA,NA,NA,NA,"20455","-49.7057991027832","-24.2511005401611","44368",NA,"auto",NA,NA,"UEC031422","UEC031422",NA,NA,NA,NA
"43","2021-03-01 16:20:10-03","UNICAMP","UEC","131491","S","Plantae","Liliopsida",NA,NA,"Orchidaceae","Gomesa","hydrophila","Gomesa hydrophila","(Barb.Rodr.) M.W.Chase & N.H.Williams","Meneguzzo, TEC","2015",NA,NA,"Souza, VC; Sakuragui, CM; Scaramuzza, CAMR; Fina, BG; Rolim, GS; Shimabukuro, MT","1993","02","19","Brazil","São Paulo","Itararé","Fazenda Santa Maria do Espinho., Córrego do Peão.",NA,NA,NA,NA,"Erva, tepalas externas, tépalas internas superiores e base do labelo amarelos com manchas castanho-avermelhadas. Local pedregoso, próximo à cachoeira.","2443","-49.3400001525879","-24.1100006103516","27729",NA,"auto",NA,NA,"UEC001813","UEC001813",NA,NA,NA,NA
"44","2021-03-16 17:50:18-03","UCS","HUCS","34333","PreservedSpecimen","Plantae","Angiospermae",NA,"Asparagales","Orchidaceae","Gomesa","hydrophila","Gomesa hydrophila","(Barb. Rodr.) M.W. Chase & N.H. Wiliams","Castro, J.B.","2017","05","25","Hatschbach, G.","1990","02","13","Brasil","Goiás","Alto Paraíso","GO-118",NA,NA,"1400","1400","Ereta, flor amarela. Solo brejoso do campo rupestre da Chapada dos Veadeiros.","53934",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2019-08-16 08:40:23-03","UTFPR","HCF","1602","S","Plantae",NA,NA,NA,"Orchidaceae","Gomesa","hydrophila","Gomesa hydrophila","(Barb.Rodr.) M.W.Chase & N.H.Williams","T.E.C. Meneguzzo","2017",NA,NA,"M.G. Caxambu","2004","11","07","Brasil","PR","Palmeira","Rio dos Papagaios",NA,NA,NA,NA,"herbácea, rupícola a terrestre, com folhas longas, verde-claras sobre pseudo-bulbo. Flores marrons e amarelas.","666","-50.0064010620117","-25.4293994903564","35166",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA
