"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","continentOcean","preparationType","previousCatalogNumber","phylum","order","recordNumber","coordinatePrecision","geoFlag","class","relatedCatalogItem","infraspecificEpithet","individualCount","fieldNumber","typeStatus","sex"
"11","2021-03-15 16:37:00-03","NY","NYBG","763886","PreservedSpecimen","Plantae","Poaceae","Paspalum","vaginatum","Paspalum vaginatum","Sw.",NA,NA,NA,NA,"R. Reitz","1953","02","10","Brazil","Santa Catarina",NA,"Barra do Sul, Araquarí","-48.616171","-26.462948",NA,NA,"1","1","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=206012' target='other'> <mi>dwc_moreinfo</mi></a>","NY00763886","NY00763886_01","South America","sheet",NA,"Magnoliophyta","Poales","5632",NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","885291","PreservedSpecimen","Plantae","Poaceae","Paspalum","vaginatum","Paspalum vaginatum","Sw.",NA,NA,NA,NA,"A. F. C. P. Saint-Hilaire","1816",NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=985689' target='other'> <mi>dwc_moreinfo</mi></a>","NY00885291","NY00885291_01","South America","sheet",NA,"Magnoliophyta","Poales","D-711",NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","762638","PreservedSpecimen","Plantae","Poaceae","Paspalum","vaginatum","Paspalum vaginatum","Sw.",NA,NA,NA,NA,"L. Riedel",NA,NA,NA,"Brazil",NA,NA,"Brasilia",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=206018' target='other'> <mi>dwc_moreinfo</mi></a>","NY00762638","NY00762638_01","South America","sheet",NA,"Magnoliophyta","Poales","968",NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","762624","PreservedSpecimen","Plantae","Poaceae","Paspalum","vaginatum","Paspalum vaginatum","Sw.",NA,NA,NA,NA,"D. S. D. de Araújo","1980","10","07","Brazil","Rio de Janeiro","Campos","Na estr. para Farol de Sao Tomé, Terra dos Padres",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=206023' target='other'> <mi>dwc_moreinfo</mi></a>","NY00762624","NY00762624_01","South America","sheet",NA,"Magnoliophyta","Poales","4055",NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","762622","PreservedSpecimen","Plantae","Poaceae","Paspalum","vaginatum","Paspalum vaginatum","Sw.","V. M. L. Ribeiro",NA,NA,NA,"Collector info in notes",NA,NA,NA,"Brazil","Rio de Janeiro",NA,"Jacarépagua",NA,NA,NA,NA,NA,NA,"Collector - EMBRAPA <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=206004' target='other'> <mi>dwc_moreinfo</mi></a>","NY00762622","NY00762622_01","South America","sheet",NA,"Magnoliophyta","Poales","s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","00896032","PreservedSpecimen","Plantae","Poaceae","Paspalum","vaginatum","Paspalum vaginatum","Sw.",NA,NA,NA,NA,"L. Riedel",NA,NA,NA,"Brazil",NA,NA,"Brasilia",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=969194' target='other'> <mi>dwc_moreinfo</mi></a>","NY00896032","NY00896032_01","South America","sheet",NA,"Magnoliophyta","Poales","965",NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","762625","PreservedSpecimen","Plantae","Poaceae","Paspalum","vaginatum","Paspalum vaginatum","Sw.",NA,NA,NA,NA,"A. P. Duarte","1959","11",NA,"Brazil","Rio de Janeiro",NA,"Lagôa Rodrigo de Freitas","-43.207919","-22.973835",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=206024' target='other'> <mi>dwc_moreinfo</mi></a>","NY00762625","NY00762625_01","South America","sheet",NA,"Magnoliophyta","Poales","5171",NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","762623","PreservedSpecimen","Plantae","Poaceae","Paspalum","vaginatum","Paspalum vaginatum","Sw.","V. M. L. Ribeiro",NA,NA,NA,"Collector info in notes",NA,NA,NA,"Brazil","Rio de Janeiro",NA,"Jacarépagua",NA,NA,NA,NA,NA,NA,"Collector - EMBRAPA <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=206005' target='other'> <mi>dwc_moreinfo</mi></a>","NY00762623","NY00762623_01","South America","sheet",NA,"Magnoliophyta","Poales","s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","763885","PreservedSpecimen","Plantae","Poaceae","Paspalum","vaginatum","Paspalum vaginatum","Sw.",NA,NA,NA,NA,"R. Reitz","1952","12","18","Brazil","Santa Catarina",NA,"Campo do Massiambú, Palhoça","-48.62515","-27.834087",NA,NA,"5","5","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=206011' target='other'> <mi>dwc_moreinfo</mi></a>","NY00763885","NY00763885_01","South America","sheet",NA,"Magnoliophyta","Poales","4891",NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","01112702","PreservedSpecimen","Plantae","Poaceae","Paspalum","vaginatum","Paspalum vaginatum","Sw.","G. Davidse",NA,NA,NA,"E. A. Rocha","2003","01","23","Brazil","Bahia","Canavieiras","Próximo a ponte da Ilha Atalaia.","-38.9469","-15.67",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1211757' target='other'> <mi>dwc_moreinfo</mi></a>","NY01112702","NY01112702_01","South America","sheet",NA,"Magnoliophyta","Poales","1060",NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","762634","PreservedSpecimen","Plantae","Poaceae","Paspalum","vaginatum","Paspalum vaginatum","Sw.","J. R. Swallen",NA,NA,NA,"R. Reitz","1953","11","05","Brazil","Santa Catarina","Florianópolis","Rio Tavares, Ilha S. Catarina","-48.4776878","-27.6525515",NA,NA,"2","2","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=205999' target='other'> <mi>dwc_moreinfo</mi></a>","NY00762634","NY00762634_01","South America","sheet",NA,"Magnoliophyta","Poales","1194",NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","762632","PreservedSpecimen","Plantae","Poaceae","Paspalum","vaginatum","Paspalum vaginatum","Sw.","J. R. Swallen",NA,NA,NA,"R. Reitz","1952","12","23","Brazil","Santa Catarina","Florianópolis","Rio Tavares, Ilha S. Catarina","-48.4776878","-27.6525515",NA,NA,"2","2","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=205997' target='other'> <mi>dwc_moreinfo</mi></a>","NY00762632","NY00762632_01","South America","sheet",NA,"Magnoliophyta","Poales","5105",NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","00896030","PreservedSpecimen","Plantae","Poaceae","Paspalum","vaginatum","Paspalum vaginatum","Sw.",NA,NA,NA,NA,"A. F. M. Glaziou",NA,NA,NA,"Brazil",NA,NA,"Brésíl",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=969190' target='other'> <mi>dwc_moreinfo</mi></a>","NY00896030","NY00896030_01","South America","sheet",NA,"Magnoliophyta","Poales","3144s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","762621","PreservedSpecimen","Plantae","Poaceae","Paspalum","vaginatum","Paspalum vaginatum","Sw.",NA,NA,NA,NA,"B. J. Pickel","1935","04","12","Brazil","Pernambuco","Olinda","Olinda","-34.8553","-8.0092",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=206022' target='other'> <mi>dwc_moreinfo</mi></a>","NY00762621","NY00762621_01","South America","sheet",NA,"Magnoliophyta","Poales","3760",NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","763883","PreservedSpecimen","Plantae","Poaceae","Paspalum","vaginatum","Paspalum vaginatum","Sw.",NA,NA,NA,NA,"R. Reitz","1952","12","22","Brazil","Santa Catarina",NA,"Palhoça",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=206009' target='other'> <mi>dwc_moreinfo</mi></a>","NY00763883","NY00763883_01","South America","sheet",NA,"Magnoliophyta","Poales","5068",NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","1173387","PreservedSpecimen","Plantae","Poaceae","Paspalum","vaginatum","Paspalum vaginatum","Sw.",NA,NA,NA,NA,"J. R. Swallen",NA,NA,NA,"Brazil","Pará",NA,NA,NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1400856' target='other'> <mi>dwc_moreinfo</mi></a>","NY01173387","NY01173387_01","South America","sheet",NA,"Magnoliophyta","Poales","4965",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","762644","PreservedSpecimen","Plantae","Poaceae","Paspalum","vaginatum","Paspalum vaginatum","Sw.","G. Davidse",NA,NA,NA,"S. A. Mori","1979","02","06","Brazil","Bahia","Maraú","Ponta do Mutá (Porto de Campinhos). Folha SD 24 (14-39b)","-39.0144","-14.1033",NA,NA,NA,NA,"[do not confuse with Mori 11382a] <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=205994' target='other'> <mi>dwc_moreinfo</mi></a>","NY00762644","NY00762644_01","South America","sheet",NA,"Magnoliophyta","Poales","11382",NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","762640","PreservedSpecimen","Plantae","Poaceae","Paspalum","vaginatum","Paspalum vaginatum","Sw.","H. H. van der Werff",NA,NA,NA,"H. H. van der Werff","1974","08","28","Ecuador","Galápagos","Santa Cruz Island",NA,NA,NA,NA,NA,"243.8","243.8","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=206006' target='other'> <mi>dwc_moreinfo</mi></a>","NY00762640",NA,"South America","sheet",NA,"Magnoliophyta","Poales","1409",NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","763884","PreservedSpecimen","Plantae","Poaceae","Paspalum","vaginatum","Paspalum vaginatum","Sw.",NA,NA,NA,NA,"R. Reitz","1953","03","11","Brazil","Santa Catarina","Florianópolis","Rio Tavares, Ilha S. Catarina","-48.4776878","-27.6525515",NA,NA,"2","2","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=206010' target='other'> <mi>dwc_moreinfo</mi></a>","NY00763884","NY00763884_01","South America","sheet",NA,"Magnoliophyta","Poales","317",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","762636","PreservedSpecimen","Plantae","Poaceae","Paspalum","vaginatum","Paspalum vaginatum","Sw.","J. R. Swallen",NA,NA,NA,"R. Reitz","1953","10","29","Brazil","Santa Catarina","Araquari","Barra do Sul, Araquarí","-48.7219","-26.3703",NA,NA,"2","2","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=206001' target='other'> <mi>dwc_moreinfo</mi></a>","NY00762636","NY00762636_01","South America","sheet",NA,"Magnoliophyta","Poales","5796",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","762620","PreservedSpecimen","Plantae","Poaceae","Paspalum","vaginatum","Paspalum vaginatum","Sw.",NA,NA,NA,NA,"G. Gardner","1837",NA,NA,"Brazil","Pernambuco",NA,NA,NA,NA,NA,NA,NA,NA,"Comm. am. Shuttleworth. 1838 <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=206021' target='other'> <mi>dwc_moreinfo</mi></a>","NY00762620","NY00762620_01","South America","sheet",NA,"Magnoliophyta","Poales","s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","762641","PreservedSpecimen","Plantae","Poaceae","Paspalum","vaginatum","Paspalum vaginatum","Sw.","M. H. Nee",NA,NA,NA,"T. J. V. Stuckert","1903","02","28","Argentina","Córdoba",NA,"Quinta, alrededores de la Ciudad de Córdoba, Dpto. Capital",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=206014' target='other'> <mi>dwc_moreinfo</mi></a>","NY00762641",NA,"South America","sheet",NA,"Magnoliophyta","Poales","12879",NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","762637","PreservedSpecimen","Plantae","Poaceae","Paspalum","vaginatum","Paspalum vaginatum","Sw.","M. H. Nee",NA,NA,NA,"J. R. Swallen","1945","12","04","Brazil","Rio Grande do Sul",NA,"Fazenda Experimental de Criacao Bagé",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=206013' target='other'> <mi>dwc_moreinfo</mi></a>","NY00762637","NY00762637_01","South America","sheet",NA,"Magnoliophyta","Poales","7586",NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","763881","PreservedSpecimen","Plantae","Poaceae","Paspalum","vaginatum","Paspalum vaginatum","Sw.",NA,NA,NA,NA,"R. Reitz","1953","05","13","Brazil","Santa Catarina","Palhoça","Palhoça","-48.6678","-27.6456",NA,NA,"1","1","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=206007' target='other'> <mi>dwc_moreinfo</mi></a>","NY00763881","NY00763881_01","South America","sheet",NA,"Magnoliophyta","Poales","682",NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","762633","PreservedSpecimen","Plantae","Poaceae","Paspalum","vaginatum","Paspalum vaginatum","Sw.","J. R. Swallen",NA,NA,NA,"R. Reitz","1953","11","05","Brazil","Santa Catarina",NA,"Campo do Massiambú, Palhoça","-48.62515","-27.834087",NA,NA,"2","2","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=205998' target='other'> <mi>dwc_moreinfo</mi></a>","NY00762633","NY00762633_01","South America","sheet",NA,"Magnoliophyta","Poales","1225",NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","762631","PreservedSpecimen","Plantae","Poaceae","Paspalum","vaginatum","Paspalum vaginatum","Sw.",NA,NA,NA,NA,"P. K. H. Dusén","1911","12","01","Brazil","Paraná","Paranaguá","Porto Dom Pedro II","-48.5092","-25.5203",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=206015' target='other'> <mi>dwc_moreinfo</mi></a>","NY00762631","NY00762631_01","South America","sheet",NA,"Magnoliophyta","Poales","13465",NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","762629","PreservedSpecimen","Plantae","Poaceae","Paspalum","vaginatum","Paspalum vaginatum","Sw.",NA,NA,NA,NA,"W. D. Clayton","1965","02","17","Brazil","São Paulo","Cananéia","City of Cananeia, by oceanographic station","-47.92","-25.02",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=206025' target='other'> <mi>dwc_moreinfo</mi></a>","NY00762629","NY00762629_01","South America","sheet",NA,"Magnoliophyta","Poales","4721",NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","763882","PreservedSpecimen","Plantae","Poaceae","Paspalum","vaginatum","Paspalum vaginatum","Sw.",NA,NA,NA,NA,"R. Reitz","1953","04","08","Brazil","Santa Catarina",NA,"Barra do Sul, Araquarí","-48.616171","-26.462948",NA,NA,"1","1","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=206008' target='other'> <mi>dwc_moreinfo</mi></a>","NY00763882","NY00763882_01","South America","sheet",NA,"Magnoliophyta","Poales","483",NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","762639","PreservedSpecimen","Plantae","Poaceae","Paspalum","vaginatum","Paspalum vaginatum","Sw.","J. R. Swallen",NA,NA,NA,"F. E. Drouet","1935","08","25","Brazil","Ceará","Fortaleza","Urubú","-38.5431","-3.7172",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=206002' target='other'> <mi>dwc_moreinfo</mi></a>","NY00762639","NY00762639_01","South America","sheet",NA,"Magnoliophyta","Poales","2352",NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","762626","PreservedSpecimen","Plantae","Poaceae","Paspalum","vaginatum","Paspalum vaginatum","Sw.",NA,NA,NA,NA,"M. A. Chase","1925","01","13","Brazil","Rio de Janeiro",NA,"Leblon, near Lagoa de Freitas, vicinity of Rio de Janeiro","-43.22639","-22.983608",NA,NA,NA,"5","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=206019' target='other'> <mi>dwc_moreinfo</mi></a>","NY00762626","NY00762626_01","South America","sheet",NA,"Magnoliophyta","Poales","8221",NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","762619","PreservedSpecimen","Plantae","Poaceae","Paspalum","vaginatum","Paspalum vaginatum","Sw.",NA,NA,NA,NA,"M. A. Chase","1924","12","05","Brazil","Alagoas",NA,"Bebedoura, vicinity of Maceió",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=206020' target='other'> <mi>dwc_moreinfo</mi></a>","NY00762619","NY00762619_01","South America","sheet",NA,"Magnoliophyta","Poales","7839",NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","762630","PreservedSpecimen","Plantae","Poaceae","Paspalum","vaginatum","Paspalum vaginatum","Sw.","M. A. Chase",NA,NA,NA,"F. C. Hoehne","1924","04","23","Brazil","São Paulo","Sao Paulo","Capital de Sao Paulo. Cultivado no Horto do Museu Paulista","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=205996' target='other'> <mi>dwc_moreinfo</mi></a>","NY00762630","NY00762630_01","South America","sheet",NA,"Magnoliophyta","Poales","s.n.","53584","auto",NA,NA,NA,NA,NA,NA,NA
"43","2021-03-15 16:37:00-03","NY","NYBG","762627","PreservedSpecimen","Plantae","Poaceae","Paspalum","vaginatum","Paspalum vaginatum","Sw.",NA,NA,NA,NA,"M. A. Chase","1925","02","13","Brazil","Rio de Janeiro",NA,"R. de Freitas. Vicinity of Rio de Janeiro","-43.207919","-22.973835",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=206016' target='other'> <mi>dwc_moreinfo</mi></a>","NY00762627","NY00762627_01","South America","sheet",NA,"Magnoliophyta","Poales","8458",NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2021-02-08 11:09:52-03","UNESP-IBB","BOTU","25153","PreservedSpecimen","Plantae","Poaceae","Paspalum","vaginatum","Paspalum vaginatum","Sw.","Longhi, H.","2004","03",NA,"Alvarez, J.M.","2004","03","02","Brasil","Mato Grosso do Sul","Corumbá","Fazenda Nhumirim. Pantanal de Nhecolândia.","-56.616667","-18.95","56°37'W","18°57'S",NA,NA,"<ll>dwc_commonname:</ll> grama de salina.","BOTU025153",NA,NA,NA,NA,NA,NA,"01",NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2021-02-19 11:35:14-03","UFPI-MRV","HDELTA","6713","PreservedSpecimen","Plantae","Poaceae","Paspalum","vaginatum","Paspalum vaginatum","Sw.","Souza, R.T.B","2020","02","28","Souza, R.T.B","2019","09","11","Brasil","Piauí","Ilha grande","Labino","-41.8213996887207","-2.8583300113678","41°45#?#28,61#?##?#w","2°48#?#53,20#?##?#s",NA,NA,"<ll>dwc_commonname:</ll> capim","HDELTA006713",NA,NA,NA,NA,NA,NA,"65","13228","auto",NA,NA,NA,NA,NA,NA,NA
"46","2021-01-06 11:42:43-03","UFPI-MRV","HDELTA","108","PreservedSpecimen","Plantae","Poaceae","Paspalum","vaginatum","Paspalum vaginatum","SW.","Costa, M. C. A.","2011","10","07","Melo, M. L. B.","2010","05","05","Brasil","Piauí","Ilha Grande","Morro Branco","-41.8213996887207","-2.8583300113678",NA,NA,NA,NA,"Erva de 0,3m., inflorecência de ramos unilaterais, especiformes alternos <ll>dwc_commonname:</ll> Capim","HDELTA000108",NA,NA,NA,NA,NA,NA,"07","13228","auto",NA,NA,NA,NA,NA,NA,NA
