"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","occurrenceRemarks","barcode","minimumElevationInMeters","maximumElevationInMeters","imagecode","continentOcean","preparationType","previousCatalogNumber","phylum","order","infraspecificEpithet","coordinatePrecision","geoFlag","class","relatedCatalogItem","typeStatus","relationshipType","eventTime","fieldNumber","individualCount"
"963","2019-10-03 10:04:20-03","UFSCar","SORO","4004","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","pubipetala","Myrcia pubipetala","Miq.",NA,NA,NA,NA,"Fernandes, G.D.; et al.",NA,"1995","02","09","Brasil","São Paulo","Eldorado","Caverna do diabo.","-48.392083","-24.646389","48°23'31.5W","24°38'47S","Mata Atlântica de encosta. Árvore 7m botões levemente ferrugíneos, flores brancas.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"964","2019-10-03 10:04:20-03","UFSCar","SORO","4000","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","pubipetala","Myrcia pubipetala","Miq.",NA,NA,NA,NA,"Souza, V.C.; Capellari Jr., L.; Miyagi, P.; Ivanaukas, N.; Pereira, V.F.; Moncaio, E.; Berg, C.","5946","1994","04","23","Brasil","São Paulo","Iporanga","Caminho entre a estrada Apiaí-Iporanga e a Caverna da Lage Branca. 500-700 msm.","-48.833333","-24.533333","48°50'W","24°32'S","Arbusto, ca. 3m de altura, frutos imaturos verdes. Subosque, mata Atântica.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"965","2019-10-03 10:04:20-03","UFSCar","SORO","6920","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","pubipetala","Myrcia pubipetala","Miq.",NA,NA,NA,NA,NA,"4","2017","09","18","Brasil","São Paulo","Tapiraí","Legado das Águas - Reserva Votorantim - Trilha Poço do Cambuci.","-73.679306","-26.152472","73°40'45,5W","26°09'8,9S","Arvoreta, 3,5m, vegetativa.",NA,"361","361",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"966","2019-10-03 10:04:20-03","UFSCar","SORO","4006","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","pubipetala","Myrcia pubipetala","Miq.",NA,NA,NA,NA,NA,"376","1994","05","06","Brasil","São Paulo","Ribeirão Grande","Fazenda Intervales, caminho para base do Carmo.","-48.3600006103516","-24.0900001525879",NA,NA,"Árvore ca. 10m alt., 15cam DAP, frutos amarelos. murta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"25028","auto",NA,NA,NA,NA,NA,NA,NA
"967","2019-10-03 10:04:20-03","UFSCar","SORO","4005","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","pubipetala","Myrcia pubipetala","Miq.",NA,NA,NA,NA,"Zipparro, V.B.; et al.","407","1994","05","14","Brasil","São Paulo","Sete Barras","Faz. Intervales, Base Saibadela, trilha do betão, beira de mata","-47.9199981689453","-24.3799991607666",NA,NA,"Árvore, 3m de altura, frutos amarelos presentes.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"34059","auto",NA,NA,NA,NA,NA,NA,NA
"968","2019-10-03 10:04:20-03","UFSCar","SORO","4072","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","pubipetala","Myrcia pubipetala","Miq.",NA,NA,NA,NA,NA,"1146","1985","07","10","Brasil","São Paulo","Cananéia","Ilha do Cardoso, Morro da Captação","-47.9199981689453","-25.0100002288818",NA,NA,"Árvore ca. 30m alt. Frutos imaturos verdes e maduros, vinosos com polpa branca.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"37574","auto",NA,NA,NA,NA,NA,NA,NA
"969","2019-10-03 10:04:20-03","UFSCar","SORO","6890","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","pubipetala","Myrcia pubipetala","Miq.","P.H. Gaem","2018","11","28",NA,"196","2018","11","01","Brasil","São Paulo","Sete Barras","Parque Estadual Carlos Botelho, Rodovia.","-47.9199981689453","-24.3799991607666",NA,NA,"Árvore de aprox. 3m",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"34059","auto",NA,NA,NA,NA,NA,NA,NA
"970","2020-08-20 20:40:33-03","UFSC","FLOR","6705","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","grandiflora","Myrcia grandiflora","Cambess.","Sobral, M.","1992",NA,NA,"Mattos, J.","9165","1961","10","01","Brasil","São Paulo","Cananéia","Ilha Comprida.","-47.9199981689453","-25.0100002288818",NA,NA,"pétalas brancas, 9m altura Habitat: mata primitiva","FLOR0006705",NA,NA,"FLOR0006705",NA,NA,NA,NA,"Myrtales",NA,"37574","auto",NA,NA,NA,NA,NA,NA,NA
"971","2020-08-20 14:58:24-03","UFSC","FLOR","40830","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","pubipetala","Myrcia pubipetala pubipetala",NA,"Oliveira, A.A. de","2010","01","25","Cadorin, T.J.; Oliveira, C.P.L. de & Boing, E.","354","2009","10","28","Brasil","Santa Catarina","Angelina","Rio Fortuna.","-49.05","-27.45","49º3'W","27º27'S","Recebido de FURB Nº 19187.","FLOR0040830","822","822",NA,NA,NA,NA,NA,"Myrtales","pubipetala",NA,NA,NA,NA,NA,NA,NA,NA,NA
"972","2020-08-20 20:40:33-03","UFSC","FLOR","62257","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","pubipetala","Myrcia pubipetala","Miq.","Sobral, M.","2007",NA,NA,"Silva, J.M.; Abe, L.M.","4360","2005","06","09","Brasil","Paraná","Adrianópolis","Fazenda Mato Limpo, Berneck.","-48.9911003112793","-24.6571998596191",NA,NA,"Árvore, 8m. Fruto imaturo","FLOR0062257",NA,NA,"FLOR0062257",NA,NA,NA,NA,"Myrtales",NA,"49901","auto",NA,NA,NA,NA,NA,NA,NA
"973","2020-08-20 20:40:33-03","UFSC","FLOR","27122","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","pubipetala","Myrcia pubipetala","Miq.","Hatschbach, G.","1996",NA,NA,"Cordeiro, J.; Cruz, J.M.","1327","1996","10","15","Brasil","Paraná","Campina Grande do Sul","Estrada para o Parque das Lauráceas, Rio Capivari.","-49.0553016662598","-25.3055992126465",NA,NA,"árvore, Fruto Imaturo, verde, 9m altura","FLOR0027122",NA,NA,NA,NA,NA,NA,NA,"Myrtales",NA,"55154","auto",NA,NA,NA,NA,NA,NA,NA
"974","2020-08-20 20:40:33-03","UFSC","FLOR","9246","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","pubipetala","Myrcia pubipetala","Miq.","Hatschbach, G.","1985",NA,NA,"Cordeiro, J.; Silva, J.M.","79","1985","08","14","Brasil","Paraná","Campina Grande do Sul","Rio Capivari.","-49.0553016662598","-25.3055992126465",NA,NA,"arvoreta, flor com, 3m altura","FLOR0009246",NA,NA,NA,NA,NA,NA,NA,"Myrtales",NA,"55154","auto",NA,NA,NA,NA,NA,NA,NA
"975","2020-08-20 20:40:33-03","UFSC","FLOR","29822","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","pubipetala","Myrcia pubipetala","Miq.","Silveira, N.","1987",NA,NA,"Silveira, N.","4603","1987","04","16","Brasil","Rio Grande do Sul","Torres","Lageadinho.","-49.7268981933594","-29.3353004455566",NA,NA,"árvore, flor amadurecendo, 9m altura. DAP 0,2 m; frutos comidos por pássaros; ornamental","FLOR0029822",NA,NA,NA,NA,NA,NA,NA,"Myrtales",NA,"20837","auto",NA,NA,NA,NA,NA,NA,NA
"976","2020-08-20 14:58:24-03","UFSC","FLOR","38334","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","pubipetala","Myrcia pubipetala","Miq.",NA,NA,NA,NA,"Rogalski, J.M.","s.n.","2001","02","07","Brasil","Santa Catarina","Florianópolis","Fundo de Vale, Unidade de Conservação Ambiental Desterro, Saco Grande, Ilha de Santa Catarina.","-48.5491981506348","-27.596700668335",NA,NA,"18,6m altura. Ponto 7D-FV, DAP 0,27m, L-574.","FLOR0038334",NA,NA,NA,NA,NA,NA,NA,"Myrtales",NA,"27000","auto",NA,NA,NA,NA,NA,NA,NA
"977","2020-08-20 20:40:33-03","UFSC","FLOR","6754","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","pubipetala","Myrcia pubipetala","Miq.","Sobral, M.","1993",NA,NA,"Bresolin, A.","1382","1980","01","22","Brasil","Santa Catarina","Florianópolis","P. Logoa do Peri, cachoeira pequena.","-48.5491981506348","-27.596700668335",NA,NA,"árvore, 12 a 15m altura, flor branca","FLOR0006754","250","250",NA,NA,NA,NA,NA,"Myrtales",NA,"27000","auto",NA,NA,NA,NA,NA,NA,NA
"978","2020-08-20 20:40:33-03","UFSC","FLOR","1631","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","pubipetala","Myrcia pubipetala pubipetala",NA,"Legrand, C.D.","1967",NA,NA,"Klein, R.M.; Bresolin, A.","7301","1967","03","15","Brasil","Santa Catarina","Florianópolis","Saco Grande, Ilha de Santa Catarina.","-48.5491981506348","-27.596700668335",NA,NA,"árvore, flor branca, 15m altura","FLOR0001631","250","250",NA,NA,NA,NA,NA,"Myrtales","pubipetala","27000","auto",NA,NA,NA,NA,NA,NA,NA
"979","2020-08-20 14:58:24-03","UFSC","FLOR","38333","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","pubipetala","Myrcia pubipetala","Miq.",NA,NA,NA,NA,"Rogalski, J.M.","s.n.","2001","02","07","Brasil","Santa Catarina","Florianópolis","Unidade de Conservação Ambiental Desterro, Saco Grande, Ilha de Santa Catarina.","-48.5491981506348","-27.596700668335",NA,NA,"18,6m altura. Ponto 7D-FV, DAP 0,27m, L-573.","FLOR0038333",NA,NA,NA,NA,NA,NA,NA,"Myrtales",NA,"27000","auto",NA,NA,NA,NA,NA,NA,NA
"980","2020-08-20 20:40:33-03","UFSC","FLOR","2097","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","pubipetala","Myrcia pubipetala pubipetala",NA,"Legrand, C.D.","1973",NA,NA,"Klein, R.M.","9646","1971","08","11","Brasil","Santa Catarina","Governador Celso Ramos","Jordão.","-48.5592002868652","-27.3146991729736",NA,NA,"árvore, Fruto Imaturo, verde, 15m altura","FLOR0002097","150","150",NA,NA,NA,NA,NA,"Myrtales","pubipetala","13751","auto",NA,NA,NA,NA,NA,NA,NA
"981","2020-08-20 14:58:24-03","UFSC","FLOR","23774","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","pubipetala","Myrcia pubipetala","Miq.","Lima, D.F.","2016","04","15","Falkenberg, D.B.","6627","1994","04","10","Brasil","Santa Catarina","Ilhota","Parque Botânico Morro do Baú.","-48.8272018432617","-26.8997001647949",NA,NA,"arvoreta, 6m altura, fruto castanho esverdeado","FLOR0023774","200","200",NA,NA,NA,NA,NA,"Myrtales",NA,"18275","auto",NA,NA,NA,NA,NA,NA,NA
"982","2020-08-20 20:40:33-03","UFSC","FLOR","2409","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","pubipetala","Myrcia pubipetala pubipetala",NA,"Legrand, C.D.","1974",NA,NA,"Klein, R.M.; Bresolin, A.","10941","1973","03","27","Brasil","Santa Catarina","Imaruí","Águas Mornas.","-48.8199996948242","-28.3414001464844",NA,NA,"árvore, flor branca perfumada, 15m altura","FLOR0002409","450","450",NA,NA,NA,NA,NA,"Myrtales","pubipetala","29971","auto",NA,NA,NA,NA,NA,NA,NA
"983","2020-08-20 14:58:24-03","UFSC","FLOR","29350","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","pubipetala","Myrcia pubipetala","Miq.","Sobral, M.",NA,NA,NA,"Santos, R. dos; Aguiar, A.J.","s.n.","1993","05","28","Brasil","Santa Catarina","Orleans","Rio Novo.","-49.2914009094238","-28.3589000701904",NA,NA,"árvore, flor com","FLOR0029350","280","280",NA,NA,NA,NA,NA,"Myrtales",NA,"31549","auto",NA,NA,NA,NA,NA,NA,NA
"984","2020-08-20 20:40:33-03","UFSC","FLOR","2408","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","pubipetala","Myrcia pubipetala pubipetala",NA,"Legrand, C.D.","1973",NA,NA,"Klein, R.M.","10920","1973","03","26","Brasil","Santa Catarina","Paulo Lopes","Bom Retiro.","-48.6836013793945","-27.9617004394531",NA,NA,"arvoreta, flor branca, 6m altura","FLOR0002408","300","300",NA,NA,NA,NA,NA,"Myrtales","pubipetala","23385","auto",NA,NA,NA,NA,NA,NA,NA
"985","2020-08-20 20:40:33-03","UFSC","FLOR","16184","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","pubipetala","Myrcia pubipetala pubipetala",NA,"Legrand, C.D.","1974",NA,NA,"Klein, R.M.","9532","1971","06","23","Brasil","Santa Catarina","Paulo Lopes","Costa do Morro de Paulo Lopes.","-48.6836013793945","-27.9617004394531",NA,NA,"árvore, Fruto Imaturo, verde, 15m altura","FLOR0016184","300","300",NA,NA,NA,NA,NA,"Myrtales","pubipetala","23385","auto",NA,NA,NA,NA,NA,NA,NA
"986","2020-08-20 14:58:24-03","UFSC","FLOR","41613","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","pubipetala","Myrcia pubipetala","Miq.","Lima, D.F.","2016","04","15","Cardoso, J.H.; Anjos, A.","110","1996","01","03","Brasil","Santa Catarina","São Pedro de Alcântara",NA,"-48.8053016662598","-27.5660991668701",NA,NA,"árvore, 6m altura. Subida do Morro P4.","FLOR0041613","200","200",NA,NA,NA,NA,NA,"Myrtales",NA,"15407","auto",NA,NA,NA,NA,NA,NA,NA
"987","2020-08-20 14:58:24-03","UFSC","FLOR","41706","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","pubipetala","Myrcia pubipetala","Miq.","Lima, D.F.","2016","04","15","Nakazono, E.M.; Cardoso, J.H.","2","1996","04","02","Brasil","Santa Catarina","São Pedro de Alcântara",NA,"-48.8053016662598","-27.5660991668701",NA,NA,"árvore, 5m altura, fruto Imaturo, verde. Caminho da parcela 5.","FLOR0041706","300","300",NA,NA,NA,NA,NA,"Myrtales",NA,"15407","auto",NA,NA,NA,NA,NA,NA,NA
"988","2020-08-20 14:58:24-03","UFSC","FLOR","41711","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","pubipetala","Myrcia pubipetala","Miq.","Lima, D.F.","2016","04","15","Reis, A.","2448","1996","02","02","Brasil","Santa Catarina","São Pedro de Alcântara","Estação Experimental de São Pedro de Alcântara.","-48.8053016662598","-27.5660991668701",NA,NA,"árvore, 4m altura, flor branca. Próximo 5.","FLOR0041711",NA,NA,NA,NA,NA,NA,NA,"Myrtales",NA,"15407","auto",NA,NA,NA,NA,NA,NA,NA
"989","2020-01-31 10:39:10-03","IFAM","EAFM","11928","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","grandiflora","Myrcia grandiflora","O. Berg. & Nied.","Stoike, FC de O","2006","09","02","Stoike, FC de O","807","2006","09","02","Brasil","São Paulo","Cananéia","Ilha do Cardoso","-47.926944","-25.083889","-47.926944","-25.083889","; DESC: arbórea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"990","2020-01-31 10:39:10-03","IFAM","EAFM","11933","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","pubipetala","Myrcia pubipetala","Miq.","Stoike, FC de O","2006","10","08","Stoike, FC de O","812","2006","10","08","Brasil","São Paulo","Cananéia","Ilha do Cardoso","-47.926944","-25.083889","-47.926944","-25.083889","; DESC: arbórea; artefato; cerco-fixo; tronco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"991","2021-03-04 15:45:33-03","IF","SPSF","11255","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","pubipetala","Myrcia pubipetala","(A.Juss.) W.R.Anderson","R.Sebastiani","2008","03","13","L.Garrido",NA,"1987","04","21","Brasil","BA","Una","Estação Experimental Lemos Maia","-39.0752983093262","-15.2932996749878",NA,NA,"COLETA: XLS: SPSFAntigo;",NA,NA,NA,NA,"América do Sul",NA,NA,"Magnoliophyta","Myrtales",NA,"36070","auto","Magnoliopsida",NA,NA,NA,NA,NA,NA
"992","2021-03-04 15:45:33-03","IF","SPSF","08975","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","pubipetala","Myrcia pubipetala","(A.Juss.) Cuatrec.","W.R.Anderson",NA,NA,NA,"O.Cesar","300-A","1984","10","22","Brasil","MS","Selviria","proximo a Ilha Solteira","-51.4188995361328","-20.3672008514404",NA,NA,"COLETA: XLS: SPSFAntigo;",NA,NA,NA,NA,"América do Sul",NA,NA,"Magnoliophyta","Myrtales",NA,"74358","auto","Magnoliopsida",NA,NA,NA,NA,NA,NA
"993","2021-03-04 15:45:33-03","IF","SPSF","26704","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","pubipetala","Myrcia pubipetala",NA,"G.Hatschbach","1997","09","03","W.Maschio & A.Soares","154","1997","05","15","Brasil","PR","Guaraqueçaba","Fazenda GUAM, Serra Negra","-48.3288993835449","-25.3066997528076",NA,NA,"COLETA: XLS: SPSFAntigo&nf;Nome popular: Falso craveiro; GEOGRAFIA: Floresta Ombrófila Densa Submontana;",NA,NA,NA,NA,"América do Sul",NA,NA,"Magnoliophyta","Myrtales",NA,"37295","auto","Magnoliopsida",NA,NA,NA,NA,NA,NA
"994","2021-03-04 15:45:33-03","IF","SPSF","31002","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","pubipetala","Myrcia pubipetala","Miq.","M.L. Kawasaki","1999","06","30","S.E. Martins et al.","406","1999","03","18","Brasil","SP","Bertioga","São Lourenço, rod. SP-55, km 211,5","-46.138599395752","-23.8544006347656",NA,NA,"COLETA: XLS: SPSFAntigo&nf;Árvore 9 m, frutos imaturos verdes e pubescentes; GEOGRAFIA: floresta de restinga paludosa sobre solo turfoso&nf;Fazenda da família Pinto.;",NA,NA,NA,NA,"América do Sul",NA,NA,"Magnoliophyta","Myrtales",NA,"37616","auto","Magnoliopsida",NA,NA,NA,NA,NA,NA
"995","2021-03-04 15:45:33-03","IF","SPSF","07828","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","pubipetala","Myrcia pubipetala",NA,NA,NA,NA,NA,"J.R.Guillaumon",NA,"1981","05","20","Brasil","SP","Bertioga","Usina Itatinga","-46.138599395752","-23.8544006347656",NA,NA,"COLETA: XLS: SPSFAntigo; GEOGRAFIA: Serra do Mar&nf;;",NA,NA,NA,NA,"América do Sul",NA,NA,"Magnoliophyta","Myrtales",NA,"37616","auto","Magnoliopsida",NA,NA,NA,NA,NA,NA
"996","2021-03-04 15:45:33-03","IF","SPSF","13968","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","pubipetala","Myrcia pubipetala","Miq.","O.T.Aguiar","1996","12","16","A.Custodio Filho & Al Gentry","4712","1987","02","05","Brasil","SP","Boraceia","P.E.Serra do Mar","-48.7700004577637","-22.1900005340576",NA,NA,"COLETA: Árvore com 6m de altura; flores brancas.&nf;Ex Missouri Botanical Garden Herbarium; GEOGRAFIA: Crista da Serra do Mar;",NA,NA,NA,NA,"América do Sul",NA,NA,"Magnoliophyta","Myrtales",NA,"10241","auto","Magnoliopsida",NA,NA,NA,NA,NA,NA
"997","2021-03-04 15:45:33-03","IF","SPSF","33253","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","pubipetala","Myrcia pubipetala",NA,NA,NA,NA,NA,"F.A.R.D.P.Arzolla","567","2004","06","03","Brasil","SP","Cunha","P.E.Serra do Mar - Núcleo Cunha","-44.9599990844727","-23.0699996948242",NA,NA,"COLETA: XLS: SPSFAntigo; GEOGRAFIA: margens do rio Paraibuna&nf;;",NA,NA,NA,NA,"América do Sul",NA,NA,"Magnoliophyta","Myrtales",NA,"38855","auto","Magnoliopsida",NA,NA,NA,NA,NA,NA
"998","2021-03-04 15:45:33-03","IF","SPSF","35800","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","pubipetala","Myrcia pubipetala",NA,NA,NA,NA,NA,"N.M.Ivanauskas & F.M de Souza & R.T. Polisel & V. de S.Santos","6128","2005","12","15","Brasil","SP","Embú","Vale do Sol","-46.8499984741211","-23.6399993896484",NA,NA,"COLETA: XLS: SPSFNovo; Árvore de 18 m. Botões florais. Casca descamante em tiras.; GEOGRAFIA: UTM: X=309526 Y=7384504 ZONA=23K;",NA,"923","923",NA,"América do Sul",NA,NA,"Magnoliophyta","Myrtales",NA,"6851","auto","Magnoliopsida",NA,NA,NA,NA,NA,NA
"999","2021-03-04 15:45:33-03","IF","SPSF","34596","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","pubipetala","Myrcia pubipetala",NA,"O.T. Aguiar","2005","05","19","André C.Dias",NA,"2005","05","12","Brasil","SP","Ibiúna","Parque Estadual de Jurupará","-47.2200012207031","-23.6499996185303",NA,NA,"COLETA: XLS: SPSFNovo; Árvore 7m, frutos imaturos verdes; GEOGRAFIA: bairro Domingues, mata&nf;;",NA,NA,NA,NA,"América do Sul",NA,NA,"Magnoliophyta","Myrtales",NA,"43112","auto","Magnoliopsida",NA,NA,NA,NA,NA,NA
"1000","2021-03-04 15:45:33-03","IF","SPSF","25399","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","pubipetala","Myrcia pubipetala",NA,NA,NA,NA,NA,"M.R.F.Melo & M.C.Carvalhaes","957","1991","04","25","Brasil","SP","Iguape","E.Ecol.Jureia-Itatins, Serra da Jureia","-47.5499992370605","-24.7000007629395",NA,NA,"COLETA: XLS: SPSFAntigo;",NA,NA,NA,NA,"América do Sul",NA,NA,"Magnoliophyta","Myrtales",NA,"55628","auto","Magnoliopsida",NA,NA,NA,NA,NA,NA
"1001","2021-03-04 15:45:33-03","IF","SPSF","25474","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","pubipetala","Myrcia pubipetala",NA,NA,NA,NA,NA,"P.L.Evangelista","347","1996","05","31","Brasil","SP","Iguape","E.Ecol.Jureia-Itatins, Serra da Jureia","-47.5499992370605","-24.7000007629395",NA,NA,"COLETA: XLS: SPSFAntigo;",NA,NA,NA,NA,"América do Sul",NA,NA,"Magnoliophyta","Myrtales",NA,"55628","auto","Magnoliopsida",NA,NA,NA,NA,NA,NA
"1002","2021-03-04 15:45:33-03","IF","SPSF","25476","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","pubipetala","Myrcia pubipetala",NA,NA,NA,NA,NA,"S.J.Gomes da Silva","132","1990","12","13","Brasil","SP","Iguape","E.Ecol.Jureia-Itatins, Serra da Jureia","-47.5499992370605","-24.7000007629395",NA,NA,"COLETA: XLS: SPSFAntigo;",NA,NA,NA,NA,"América do Sul",NA,NA,"Magnoliophyta","Myrtales",NA,"55628","auto","Magnoliopsida",NA,NA,NA,NA,NA,NA
"1003","2021-03-04 15:45:33-03","IF","SPSF","25472","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","pubipetala","Myrcia pubipetala",NA,NA,NA,NA,NA,"M.P.Costa","63","1991","12","14","Brasil","SP","Iguape","Estação Ecológica Juréia-Itatins","-47.5499992370605","-24.7000007629395",NA,NA,"COLETA: XLS: SPSFAntigo;",NA,NA,NA,NA,"América do Sul",NA,NA,"Magnoliophyta","Myrtales",NA,"55628","auto","Magnoliopsida",NA,NA,NA,NA,NA,NA
"1004","2021-03-04 15:45:33-03","IF","SPSF","34012","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","pubipetala","Myrcia pubipetala",NA,NA,NA,NA,NA,"D.A.Medeiros","108","2003","04","20","Brasil","SP","Ribeirão Grande","Parque Estadual Intervales","-48.3600006103516","-24.0900001525879",NA,NA,"COLETA: XLS: SPSFAntigo;",NA,NA,NA,NA,"América do Sul",NA,NA,"Magnoliophyta","Myrtales",NA,"25028","auto","Magnoliopsida",NA,NA,NA,NA,NA,NA
"1005","2021-03-04 15:45:33-03","IF","SPSF","50446","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","pubipetala","Myrcia pubipetala","Miq.","R.J.F. Garcia","2012","05","20","S.Honda et al.","1075","2012","05","11","Brasil","SP","São Paulo","Parque Tizo","-46.6300010681152","-23.5400009155273",NA,NA,"COLETA: Árvore 15 m, 15 cm DAP, frutos esbranquiçados; GEOGRAFIA: Trilha do fragmento B, próximo a área brejosa, mata;",NA,NA,NA,NA,"América do Sul",NA,NA,"Magnoliophyta","Myrtales",NA,"53584","auto","Magnoliopsida",NA,NA,NA,NA,NA,NA
"1006","2021-03-04 15:45:33-03","IF","SPSF","05624","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","pubipetala","Myrcia pubipetala",NA,NA,NA,NA,NA,"B.Braga",NA,"1969","08","07","Brasil","SP","São Paulo","Serra da Cantareira","-46.6300010681152","-23.5400009155273",NA,NA,"COLETA: XLS: SPSFAntigo;",NA,NA,NA,NA,"América do Sul",NA,NA,"Magnoliophyta","Myrtales",NA,"53584","auto","Magnoliopsida",NA,NA,NA,NA,NA,NA
"1007","2021-03-04 15:45:33-03","IF","SPSF","05623","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","pubipetala","Myrcia pubipetala",NA,NA,NA,NA,NA,"B.Braga",NA,"1969","02","27","Brasil","SP","São Paulo","Serra da Cantareira","-46.6300010681152","-23.5400009155273",NA,NA,"COLETA: XLS: SPSFAntigo;",NA,NA,NA,NA,"América do Sul",NA,NA,"Magnoliophyta","Myrtales",NA,"53584","auto","Magnoliopsida",NA,NA,NA,NA,NA,NA
"1008","2021-03-04 15:45:33-03","IF","SPSF","13513","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","pubipetala","Myrcia pubipetala",NA,NA,NA,NA,NA,"O.T. Aguiar","378","1990","05","18","Brasil","SP","São Paulo","serra da Cantareira, Pinheirinho","-46.6300010681152","-23.5400009155273",NA,NA,"COLETA: XLS: SPSFAntigo;",NA,NA,NA,NA,"América do Sul",NA,NA,"Magnoliophyta","Myrtales",NA,"53584","auto","Magnoliopsida",NA,NA,NA,NA,NA,NA
"1009","2021-03-04 15:45:33-03","IF","SPSF","31066","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","pubipetala","Myrcia pubipetala",NA,NA,NA,NA,NA,"A.P.Savassi","224","2002","04","20","Brasil","SP","Sete Barras","Parque Estadual Carlos Botelho","-47.9199981689453","-24.3799991607666",NA,NA,"COLETA: XLS: SPSFAntigo; GEOGRAFIA: borda de mata&nf;;",NA,NA,NA,NA,"América do Sul",NA,NA,"Magnoliophyta","Myrtales",NA,"34059","auto","Magnoliopsida",NA,NA,NA,NA,NA,NA
"1010","2021-03-04 15:45:33-03","IF","SPSF","34404","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","pubipetala","Myrcia pubipetala",NA,"Osny T. Aguiar","2005","05","01","N.M.Ivanauskas & F.M.Souza & R.Cielo-Filho & C.O.Araújo & D.Souza. & Sr.Rosendo. (Guia)","6013","2005","02","16","Brasil","SP","Ubatuba","Parque Estadual da Serra do Mar - Núcleo Picinguaba / Instituto Agronômico de Campinas.Trilha do Poção.","-45.0699996948242","-23.4300003051758",NA,NA,"COLETA: XLS: SPSFNovo; Árvore de 12m. Flores velhas.; GEOGRAFIA: UTM: X=486735 Y=7409857 ZONA=23;",NA,NA,NA,NA,"América do Sul",NA,NA,"Magnoliophyta","Myrtales",NA,"34265","auto","Magnoliopsida",NA,NA,NA,NA,NA,NA
