"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","locality","preparationType","occurrenceRemarks","barcode","imagecode","decimalLongitude","decimalLatitude","identifiedBy","stateProvince","county","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","individualCount","fieldNumber","order","class"
"21","2018-02-11 11:14:00-02","MO","MOBOT","101029266","PreservedSpecimen","Plantae",NA,"Cephaloziaceae","Fuscocephaloziopsis","crassifolia","Fuscocephaloziopsis crassifolia","(Lindenb. & Gottsche) Vána & L. Söderstr.","Jaime Aguirre|G.B. van Reenen","Aguirre Ceballos 3284","1983","1","19","South America","Colombia","San Jose Del Palmar, El Corcovado, Hacienda La Esperanza.",NA,NA,NA,NA,"-76.1666667","4.8666667","R. Cobos","Chocó","San José del Palmar",NA,NA,"1900.00000000",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"22","2017-09-03 23:33:00-03","MO","MOBOT","100157140","PreservedSpecimen","Plantae",NA,"Cephaloziaceae","Fuscocephaloziopsis","crassifolia","Fuscocephaloziopsis crassifolia","(Lindenb. & Gottsche) Vána & L. Söderstr.","Fabiana Mogro","Mogro 265","2003","7","12","South America","Bolivia","Parque Nacional Carrasco. El Limbo, a 4 km camino a Palmar . <244-266>",NA,NA,NA,NA,"-65.4930555","-17.1388889","S. Churchill","Cochabamba","Carrasco",NA,NA,"2100.00000000",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"23","2017-09-03 23:32:00-03","MO","MOBOT","100194310","PreservedSpecimen","Plantae",NA,"Cephaloziaceae","Fuscocephaloziopsis","crassifolia","Fuscocephaloziopsis crassifolia","(Lindenb. & Gottsche) Vána & L. Söderstr.","Reinaldo Lozano","Lozano 2461","2007","6","1","South America","Bolivia","Comunidad de Cajamarca, ca. 30 km al noroeste de Sucre, camino a Chataquila. <2440-2463>",NA,NA,NA,NA,"-65.3911111","-18.95","S. Churchill","Chuquisaca","Oropeza",NA,NA,"3269.00000000",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"24","2017-09-03 23:35:00-03","MO","MOBOT","100964066","PreservedSpecimen","Plantae",NA,"Cephaloziaceae","Fuscocephaloziopsis","crassifolia","Fuscocephaloziopsis crassifolia","(Lindenb. & Gottsche) Vána & L. Söderstr.","Alfons Schäfer-Verwimp|Nebel, Martin","Schäfer-Verwimp 32101","2011","1","30","South America","Ecuador","Mayayku south of Paquisha.",NA,NA,NA,NA,"-78.6166667","-3.9666667","A. Schäfer-Verwimp","Zamora-Chinchipe",NA,NA,NA,"980.00000000",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"25","2017-09-03 23:41:00-03","MO","MOBOT","100995688","PreservedSpecimen","Plantae",NA,"Cephaloziaceae","Fuscocephaloziopsis","crassifolia","Fuscocephaloziopsis crassifolia","(Lindenb. & Gottsche) Vána & L. Söderstr.","Jan-Peter Frahm|et al.","Frahm 1630","1982","9","16","South America","Peru","Strasse Yurimaguas-Tarapoto Km 95, s-exponierter, baumfarnreicher Bergregenwald.",NA,NA,NA,NA,"-76.2166667","-6.45","J. Vána","San Martín","Lamas",NA,NA,"500.00000000",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"26","2018-02-11 00:55:00-02","MO","MOBOT","101029262","PreservedSpecimen","Plantae",NA,"Cephaloziaceae","Fuscocephaloziopsis","crassifolia","Fuscocephaloziopsis crassifolia","(Lindenb. & Gottsche) Vána & L. Söderstr.","G.B. van Reenen","Reenen 2029","1980","8","1","South America","Colombia","Santa Isabel, Purima, Cerro Purima.",NA,NA,NA,NA,"-75.0833333","4.7","L. Campos","Tolima","Santa Isabel",NA,NA,"2530.00000000",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"27","2018-02-11 10:59:00-02","MO","MOBOT","101029264","PreservedSpecimen","Plantae",NA,"Cephaloziaceae","Fuscocephaloziopsis","crassifolia","Fuscocephaloziopsis crassifolia","(Lindenb. & Gottsche) Vána & L. Söderstr.","G.B. van Reenen","Reenen 1359","1980","2","15","South America","Colombia","Santa Isabel, El Ochoral.",NA,NA,NA,NA,"-75.0833333","4.7","L. Campos","Tolima","Santa Isabel",NA,NA,"3110.00000000",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"28","2018-02-11 11:05:00-02","MO","MOBOT","101029265","PreservedSpecimen","Plantae",NA,"Cephaloziaceae","Fuscocephaloziopsis","crassifolia","Fuscocephaloziopsis crassifolia","(Lindenb. & Gottsche) Vána & L. Söderstr.","Jaime Aguirre","Aguirre Ceballos 3180","1982","8","18","South America","Colombia","La Salina, Rodrigoque, Inspeccion Policia El Arenal, via Alto Poleo.",NA,NA,NA,NA,"-72.3333333","6.0666667","S.R. Gradstein","Casanare","La Salina",NA,NA,"2700.00000000",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"29","2018-02-11 11:20:00-02","MO","MOBOT","101029267","PreservedSpecimen","Plantae",NA,"Cephaloziaceae","Fuscocephaloziopsis","crassifolia","Fuscocephaloziopsis crassifolia","(Lindenb. & Gottsche) Vána & L. Söderstr.","Jaime Aguirre|G.B. van Reenen","Aguirre Ceballos 3550","1983",NA,NA,"South America","Colombia","San Jose Del Palmar, La Holanda.",NA,NA,NA,NA,"-76.25","4.9166667","A. Vasco & R. Cobos","Chocó","San José del Palmar",NA,NA,"1100.00000000",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"30","2018-02-11 11:26:00-02","MO","MOBOT","101029268","PreservedSpecimen","Plantae",NA,"Cephaloziaceae","Fuscocephaloziopsis","crassifolia","Fuscocephaloziopsis crassifolia","(Lindenb. & Gottsche) Vána & L. Söderstr.","Richard E. Schultes","Schultes 11266","1951","1","15","South America","Colombia","Macarena, PNN Serranía La Macarena, Punto maximo.",NA,NA,NA,NA,"-73.9666667","3.3166667","J. Uribe M.","Meta","La Macarena",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"31","2018-02-11 11:48:00-02","MO","MOBOT","101029271","PreservedSpecimen","Plantae",NA,"Cephaloziaceae","Fuscocephaloziopsis","crassifolia","Fuscocephaloziopsis crassifolia","(Lindenb. & Gottsche) Vána & L. Söderstr.","G. Castro|L. Cruz","Castro 520","1984","11","13","South America","Colombia","Virolin, El Venado, Chorrera en la Cuchilla El Venado.",NA,NA,NA,NA,"-73.2","6.0833333","G. Castro","Santander",NA,NA,NA,"2020.00000000",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"32","2018-02-11 11:56:00-02","MO","MOBOT","101029272","PreservedSpecimen","Plantae",NA,"Cephaloziaceae","Fuscocephaloziopsis","crassifolia","Fuscocephaloziopsis crassifolia","(Lindenb. & Gottsche) Vána & L. Söderstr.","S.R. Gradstein","Gradstein 8503","1992","7","26","South America","Colombia","West side of Cordillera Occidental, trail jeguadas - Puerto de Oro, west of Mistrato.",NA,NA,NA,NA,"-75.9166667","5.3",NA,"Risaralda",NA,NA,NA,"1600.00000000",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"33","2019-11-24 04:36:00-03","MO","MOBOT","101029273","PreservedSpecimen","Plantae",NA,"Cephaloziaceae","Fuscocephaloziopsis","crassifolia","Fuscocephaloziopsis crassifolia","(Lindenb. & Gottsche) Vána & L. Söderstr.","Jaime Uribe-M.|Edgar L. Linares|Angélica M. Aponte","Uribe-Meléndez 3882","2001","7","30","South America","Colombia","Inspección de Policía de San José de Suaita, La Meseta.",NA,NA,NA,NA,"-73.4166667","6.1666667","J. Uribe M.","Santander","Suratá",NA,NA,"1900.00000000",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"34","2019-01-16 15:32:00-02","MO","MOBOT","101094633","PreservedSpecimen","Plantae",NA,"Cephaloziaceae","Fuscocephaloziopsis","crassifolia","Fuscocephaloziopsis crassifolia","(Lindenb. & Gottsche) Vána & L. Söderstr.","Alfons Schäfer-Verwimp|Inge Verwimp","Schäfer-Verwimp 12822","1990","6","15","South America","Brazil","Serra da Bocaina, Wanderweg von Cunha (São Paulo) nach Parati, im Regenwald (Mata atlântica primaria) an der Basis eines Urwaldriesen.",NA,NA,NA,NA,NA,NA,"K. Feldberg","Rio de Janeiro",NA,NA,NA,"1250.00000000",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"35","2017-09-03 23:35:00-03","MO","MOBOT","90064198","PreservedSpecimen","Plantae",NA,"Cephaloziaceae","Fuscocephaloziopsis","crassifolia","Fuscocephaloziopsis crassifolia","(Lindenb. & Gottsche) Vána & L. Söderstr.","Bruce Allen","Allen 20873","1998","7","8","South America","Suriname","Tafelberg National Park. Along cliff face and talus slope on S.W. face of the Tafelberg.<20854-20902>",NA,NA,NA,NA,"-56.21416","3.89138","A.T.Whittemore","Sipaliwini",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"98-27",NA,NA
"36","2017-09-03 23:34:00-03","MO","MOBOT","90128768","PreservedSpecimen","Plantae",NA,"Cephaloziaceae","Fuscocephaloziopsis","crassifolia","Fuscocephaloziopsis crassifolia","(Lindenb. & Gottsche) Vána & L. Söderstr.","Juan David Parra","Parra 247","1997","4","16","South America","Colombia","Medellín, Boquerón, nacimiento de la quebrada La Iguana",NA,NA,NA,NA,"-75.574265","6.225886","J.D. Parra","Antioquia",NA,NA,NA,"2810.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2018-02-11 12:04:00-02","MO","MOBOT","90154737","PreservedSpecimen","Plantae",NA,"Cephaloziaceae","Fuscocephaloziopsis","crassifolia","Fuscocephaloziopsis crassifolia","(Lindenb. & Gottsche) Vána & L. Söderstr.","S. P. Churchill|Luzmila Arroyo P.","Churchill 21621","2002","4","23","South America","Bolivia","Municipio Pojo. Estación Experimental Sacta. Sandero que va a la parcela permanente de Fomabo. Bosqse amazónico. <21571-21663>",NA,NA,NA,NA,"-64.7666667","-17.0833333","S. Churchill","Cochabamba","Carrasco",NA,NA,"250.00000000",NA,NA,NA,NA,NA,NA,"8","02-22",NA,NA
"38","2017-09-03 23:33:00-03","MO","MOBOT","90192658","PreservedSpecimen","Plantae",NA,"Cephaloziaceae","Fuscocephaloziopsis","crassifolia","Fuscocephaloziopsis crassifolia","(Lindenb. & Gottsche) Vána & L. Söderstr.","Fabiana Mogro","Mogro 295","2003","7","13","South America","Bolivia","El Limbo; a 4 km camino a El Palmar; camino antigua al Chapare. Bosque montano yungueño, con Clethra, Cyathea, Hedyosmun, Oreopanax. <294-342>",NA,NA,NA,NA,"-65.6608333","-17.1394444","S. Churchill","Cochabamba","Carrasco",NA,NA,"2160.00000000",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"39","2017-11-18 05:19:00-02","MO","MOBOT","90213795","PreservedSpecimen","Plantae",NA,"Cephaloziaceae","Fuscocephaloziopsis","crassifolia","Fuscocephaloziopsis crassifolia","(Lindenb. & Gottsche) Vána & L. Söderstr.","H. Huaylla|Iván Jiménez","Huaylla 1288","2004","7","9","South America","Bolivia","Tumupasa al oeste de campamento Sadiri del Parque Nacional Madidi y ANMI Madidi, sendero que sube al cerro Sadiri. Bosque siempre verde.",NA,NA,NA,NA,"-67.9","-14.16666","S. Churchill","La Paz","Abel Iturralde",NA,NA,"1000.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2017-09-03 23:34:00-03","MO","MOBOT","90235576","PreservedSpecimen","Plantae",NA,"Cephaloziaceae","Fuscocephaloziopsis","crassifolia","Fuscocephaloziopsis crassifolia","(Lindenb. & Gottsche) Vána & L. Söderstr.","Alfredo F. Fuentes","Fuentes Claros 11073-A","2006","10","16","South America","Bolivia","Santo Domingo, sector Tintaya. Bosque de yungas basimontano pluvial en plano mal drenado.",NA,NA,NA,NA,"-68.58611","-14.78055","S. Churchill","La Paz","Franz Tamayo",NA,NA,"1436.00000000",NA,NA,NA,NA,NA,NA,"3",NA,NA,NA
"41","2020-08-31 08:49:36-03","INPA","INPA","252583","S","Plantae","Bryophyta","Cephaloziaceae","Cephalozia","crassifolia","Cephalozia crassifolia","(Lindenb. & Gottsche) Fulford","Schuster, RM","79-15-636","1979","07","09","Southern America","Brasil","Serra do Curicuriari, From Igarapé Arabú on Rio Curicuriari to summit.",NA,NA,"INPA0252583",NA,"-66.833333","-0.333333","Peralta, DF","Amazonas","São Gabriel da Cachoeira","-66.833333","-0.333333","450","450","2014","06",NA,NA,NA,NA,NA,"Antoceros",NA
"42","2020-08-31 08:49:36-03","INPA","INPA","252592","S","Plantae","Bryophyta","Cephaloziaceae","Cephalozia","crassifolia","Cephalozia crassifolia","(Lindenb. & Gottsche) Fulford","Schuster, RM","79-15-645","1979","07","09","Southern America","Brasil","Serra do Curicuriari, From Igarapé Arabú on Rio Curicuriari to summit.",NA,NA,"INPA0252592",NA,"-66.833333","-0.333333","Peralta, DF","Amazonas","São Gabriel da Cachoeira","-66.833333","-0.333333","450","450","2014","06",NA,NA,NA,NA,NA,"Antoceros",NA
"43","2020-08-31 08:49:36-03","INPA","INPA","252754","S","Plantae","Bryophyta","Cephaloziaceae","Cephalozia","crassifolia","Cephalozia crassifolia","(Lindenb. & Gottsche) Fulford","Schuster, RM","79-15-811","1979","07","09","Southern America","Brasil","Serra do Curicuriari, From Igarapé Arabú on Rio Curicuriari to summit.",NA,NA,"INPA0252754",NA,"-66.833333","-0.333333","Peralta, DF","Amazonas","São Gabriel da Cachoeira","-66.833333","-0.333333","450","450","2014","06",NA,NA,NA,NA,NA,"Antoceros",NA
"44","2020-08-31 08:49:36-03","INPA","INPA","280453","S","Plantae","Bryophyta","Cephaloziaceae","Fuscocephaloziopsis","crassifolia","Fuscocephaloziopsis crassifolia","(Lindenb. & Gottsche) Vá?a & L. Söderstr.","Sobreira, PHM","264","2017","08","01","Southern America","Brasil","Cachoeira da Sussuarana, Próxima a cachoeira",NA,NA,"INPA0280453",NA,"-59.4124","-1.911444","Zartman, CE","Amazonas","Presidente Figueiredo","-59.4124","-1.911444",NA,NA,"2017","09",NA,NA,NA,NA,NA,"Antoceros",NA
"45","2018-07-23 09:52:36-03","F","FMNH-BRYOPHYTES","C0018097F","PreservedSpecimen","Plantae","Marchantiophyta","Cephaloziaceae","Cephalozia","crassifolia","Cephalozia crassifolia","(Lindenb. & Gottsche) Fulford","H. S. Irwin","32692","1971","3","19","South America","Brazil",NA,NA,NA,"C0018097F","C0018097F_01","-48","-12",NA,"Goiás",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jungermanniales","Jungermanniopsida"
