"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","coordinatePrecision","occurrenceRemarks","barcode","geoFlag","recordNumber","continentOcean","verbatimLongitude","verbatimLatitude","preparationType","previousCatalogNumber","phylum","order","imagecode","minimumElevationInMeters","maximumElevationInMeters","infraspecificEpithet","class","relatedCatalogItem","typeStatus","relationshipType","fieldNumber","individualCount"
"11","2021-03-15 16:37:00-03","NY","NYBG","2282844","PreservedSpecimen","Plantae","Urticaceae","Urera","caracasana","Urera caracasana","(Jacq.) Gaudich. ex Griseb.",NA,NA,NA,NA,"G. T. Prance","1980","11","02","Peru","Loreto",NA,"Rio Ampiyacu above Pebas.",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2457710' target='other'> <mi>dwc_moreinfo</mi></a>","NY02282844",NA,"26337","South America",NA,NA,"sheet",NA,"Magnoliophyta","Rosales","NY02282844_01",NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2016-09-29 14:01:00-03","NY","NYBG","192140","PreservedSpecimen","Plantae","Urticaceae","Urera","caracasana","Urera caracasana",NA,NA,NA,NA,NA,"P. Kunkumas","1985","08","24","Ecuador","Morona-Santiago",NA,"Los alrededores del Centro Tuutin Entsa; cerca Taisha",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=492685' target='other'> <mi>dwc_moreinfo</mi></a>","NY00192140",NA,"178","South America",NA,NA,"sheet",NA,"Magnoliophyta","Rosales",NA,"330","330",NA,NA,NA,NA,NA,NA,NA
"13","2016-09-29 23:18:00-03","NY","NYBG","01021865","PreservedSpecimen","Plantae","Urticaceae","Urera","caracasana","Urera caracasana",NA,"J. A. Ratter",NA,NA,NA,"B. Dubs","1995","10","19","Brazil","Mato Grosso","Alto Paraguai","Serra das Araras, Vale do Curupira","-56.85","-15.17",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1119920' target='other'> <mi>dwc_moreinfo</mi></a>","NY01021865",NA,"1848","South America",NA,NA,"sheet",NA,"Magnoliophyta","Rosales","NY01021865_01",NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","441432","PreservedSpecimen","Plantae","Urticaceae","Urera","caracasana","Urera caracasana","(Jacq.) Gaudich. ex Griseb.","M. H. Nee",NA,NA,NA,"J. S. Blanchet","1831",NA,NA,"Brazil",NA,NA,"Circa Bahia",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=492645' target='other'> <mi>dwc_moreinfo</mi></a>","NY00441432",NA,NA,"South America",NA,NA,"sheet",NA,"Magnoliophyta","Rosales","NY00441432_01",NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","02282859","PreservedSpecimen","Plantae","Urticaceae","Urera","caracasana","Urera caracasana","(Jacq.) Gaudich. ex Griseb.",NA,NA,NA,NA,"S. R. Lowrie","1980","09","26","Brazil","Acre","Rio Branco","Rio Branco, Zoobotanical garden of the Federal University of Acre","-67.83","-10",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2457728' target='other'> <mi>dwc_moreinfo</mi></a>","NY02282859",NA,"189","South America",NA,NA,"sheet",NA,"Magnoliophyta","Rosales","NY02282859_01",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2016-12-15 15:02:00-02","NY","NYBG","01158119","PreservedSpecimen","Plantae","Urticaceae","Urera","caracasana","Urera caracasana",NA,"C. C. Berg",NA,NA,NA,"B. C. Bennett","1989","08","01","Ecuador","Napo",NA,"23km W of Puerto Napo, N side of road, S of river, Jatun Sacha Biol Station","-77.6","-1.05",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=492684' target='other'> <mi>dwc_moreinfo</mi></a>","NY01158119",NA,"3920","South America",NA,NA,"sheet",NA,"Magnoliophyta","Rosales",NA,"400","400",NA,NA,NA,NA,NA,NA,NA
"17","2016-12-15 15:02:00-02","NY","NYBG","01158118","PreservedSpecimen","Plantae","Urticaceae","Urera","caracasana","Urera caracasana",NA,"C. C. Berg",NA,NA,NA,"B. C. Bennett","1990","08","01","Ecuador","Napo",NA,"Jatun Sacha Biol. Station. 23k W. of Pto. Napo S. side of Rio Napo","-77.65","-1.07",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=492658' target='other'> <mi>dwc_moreinfo</mi></a>","NY01158118",NA,"4327","South America",NA,NA,"sheet",NA,"Magnoliophyta","Rosales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","195355","PreservedSpecimen","Plantae","Urticaceae","Urera","caracasana","Urera caracasana","(Jacq.) Gaudich. ex Griseb.","M. N. Alexiades",NA,NA,NA,"M. N. Alexiades","1989","09","20","Peru","Madre de Dios","Tambopata","Comunidad Nativa de Infierno. Hermosa Chica. Study plot 1","-69.28","-12.83",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=564375' target='other'> <mi>dwc_moreinfo</mi></a>","NY00195355",NA,"967","South America",NA,NA,"sheet",NA,"Magnoliophyta","Rosales",NA,"260","260",NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","2282860","PreservedSpecimen","Plantae","Urticaceae","Urera","caracasana","Urera caracasana","(Jacq.) Gaudich. ex Griseb.",NA,NA,NA,NA,"C. C. Berg","1977","10","13","Brazil","Pará",NA,"Serra dos Carajás, Serra do Norte, ca. 25-35 km SE of AMZA Exploration Camp.","-50.25","-6",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2457729' target='other'> <mi>dwc_moreinfo</mi></a>","NY02282860",NA,"488","South America",NA,NA,"sheet",NA,"Magnoliophyta","Rosales","NY02282860_01","400",NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","2282843","PreservedSpecimen","Plantae","Urticaceae","Urera","caracasana","Urera caracasana","(Jacq.) Gaudich. ex Griseb.",NA,NA,NA,NA,"G. T. Prance","1973","07","23","Brazil","Amazonas",NA,"Ilha Aramaçá, almost opposite Tabatinga","-69.9164","-4.3331",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2457709' target='other'> <mi>dwc_moreinfo</mi></a>","NY02282843",NA,"16761","South America",NA,NA,"sheet",NA,"Magnoliophyta","Rosales","NY02282843_01",NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","2282855","PreservedSpecimen","Plantae","Urticaceae","Urera","caracasana","Urera caracasana","(Jacq.) Gaudich. ex Griseb.",NA,NA,NA,NA,"J. U. M. dos Santos","1978","03","27","Brazil","Rondônia",NA,"Rio Pacáas Novos, mata a 500 m. da cachoeira, margem esquerda do rio, entre o seringal São Luis e 1ª Cachoeira",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2457724' target='other'> <mi>dwc_moreinfo</mi></a>","NY02282855",NA,"274","South America",NA,NA,"sheet",NA,"Magnoliophyta","Rosales","NY02282855_01",NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","2282851","PreservedSpecimen","Plantae","Urticaceae","Urera","caracasana","Urera caracasana","(Jacq.) Gaudich. ex Griseb.",NA,NA,NA,NA,"R. de Lemos Fróes","1943","07",NA,"Brazil","Pará",NA,"Rio Tocantins",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2457719' target='other'> <mi>dwc_moreinfo</mi></a>","NY02282851",NA,"20274","South America",NA,NA,"sheet",NA,"Magnoliophyta","Rosales","NY02282851_01",NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","01021864","PreservedSpecimen","Plantae","Urticaceae","Urera","caracasana","Urera caracasana","(Jacq.) Gaudich. ex Griseb.","M. H. Nee",NA,NA,NA,"B. G. S. Ribeiro","1976","01","27","Brazil","Maranhão",NA,"Margem da Estrada Colombo - Anajatuba. [Municipios Anajatuba or Itapecuru Mirim].",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1119919' target='other'> <mi>dwc_moreinfo</mi></a>","NY01021864",NA,"1259","South America",NA,NA,"sheet",NA,"Magnoliophyta","Rosales","NY01021864_01",NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","441431","PreservedSpecimen","Plantae","Urticaceae","Urera","caracasana","Urera caracasana","(Jacq.) Gaudich. ex Griseb.","M. H. Nee",NA,NA,NA,"P. K. H. Dusén","1915","03","14","Brazil","Paraná",NA,"Patrimônio",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=492644' target='other'> <mi>dwc_moreinfo</mi></a>","NY00441431",NA,"16823","South America",NA,NA,"sheet",NA,"Magnoliophyta","Rosales","NY00441431_01",NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","189600","PreservedSpecimen","Plantae","Urticaceae","Urera","caracasana","Urera caracasana","(Jacq.) Gaudich. ex Griseb.","C. C. Berg",NA,NA,NA,"S. A. Mori","1998","02","11","French Guiana","Saint-Laurent-du-Maroni",NA,"Saül and vicinity. On the Route de Bélizon between airport road and Les Eaux Claires.","-53.2","3.62",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=492680' target='other'> <mi>dwc_moreinfo</mi></a>","NY00189600",NA,"24751","South America",NA,NA,"sheet",NA,"Magnoliophyta","Rosales",NA,"200","200",NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","02103851","PreservedSpecimen","Plantae","Urticaceae","Urera","caracasana","Urera caracasana","(Jacq.) Gaudich. ex Griseb.","J. A. Kallunki",NA,NA,NA,"J. G. Jardim","1998","02","04","Brazil","Bahia","Jussari","Rod. Jussari/Palmira. Entrada ca. 7.5 km percorrendo mais 1.7 km até a sede da Faz. Teimoso. Serra do Teimoso. RPPN Serra do Teimoso","-39.58","-15.17",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2349215' target='other'> <mi>dwc_moreinfo</mi></a>","NY02103851",NA,"1504","South America",NA,NA,"sheet",NA,"Magnoliophyta","Rosales","NY02103851_01","300","450",NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","195354","PreservedSpecimen","Plantae","Urticaceae","Urera","caracasana","Urera caracasana","(Jacq.) Gaudich. ex Griseb.","M. N. Alexiades",NA,NA,NA,"V. Pesha Baca","1990","09","10","Peru","Madre de Dios","Tambopata","Rio Tambopata. C.N. Infierno. Hermosa Chica. Zona Centro 'Ñape', Study plot 1","-69.28","-12.83",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=492671' target='other'> <mi>dwc_moreinfo</mi></a>","NY00195354",NA,"6","South America",NA,NA,"sheet",NA,"Magnoliophyta","Rosales",NA,"260","260",NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","2282840","PreservedSpecimen","Plantae","Urticaceae","Urera","caracasana","Urera caracasana","(Jacq.) Gaudich. ex Griseb.",NA,NA,NA,NA,"G. T. Prance","1968","09","24","Brazil","Acre","Tarauacá","1-3 km east of Rio Tarauacá, at Tarauacá","-70.77","-8.15",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2457706' target='other'> <mi>dwc_moreinfo</mi></a>","NY02282840",NA,"7525","South America",NA,NA,"sheet",NA,"Magnoliophyta","Rosales","NY02282840_01",NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","2282864","PreservedSpecimen","Plantae","Urticaceae","Urera","caracasana","Urera caracasana","(Jacq.) Gaudich. ex Griseb.",NA,NA,NA,NA,"N. A. Rosa","1981","04","09","Brazil","Pará","Tucuruí","Margem direita da rodovia Tucurui. Repartimento Km 16","-49.6964273","-3.9083183",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2457733' target='other'> <mi>dwc_moreinfo</mi></a>","NY02282864",NA,"4106","South America",NA,NA,"sheet",NA,"Magnoliophyta","Rosales","NY02282864_01",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","2282849","PreservedSpecimen","Plantae","Urticaceae","Urera","caracasana","Urera caracasana","(Jacq.) Gaudich. ex Griseb.",NA,NA,NA,NA,"N. T. da Silva","1969","07","23","Brazil","Pará","Jari","Água Branca, km 12",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2457717' target='other'> <mi>dwc_moreinfo</mi></a>","NY02282849",NA,"2453","South America",NA,NA,"sheet",NA,"Magnoliophyta","Rosales","NY02282849_01",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","2282854","PreservedSpecimen","Plantae","Urticaceae","Urera","caracasana","Urera caracasana","(Jacq.) Gaudich. ex Griseb.",NA,NA,NA,NA,"W. Milliken","1987","08","13","Brazil","Roraima",NA,"SEMA Ecological Reserve, Ilha de Maracá, boulders on low hill S of Cachoeira da Fumaça","-61.77","3.48",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2457722' target='other'> <mi>dwc_moreinfo</mi></a>","NY02282854",NA,"546","South America",NA,NA,"sheet",NA,"Magnoliophyta","Rosales","NY02282854_01",NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","573529","PreservedSpecimen","Plantae","Urticaceae","Urera","caracasana","Urera caracasana","(Jacq.) Gaudich. ex Griseb.","C. C. Berg",NA,NA,NA,"D. C. Daly","1999","03","23","Brazil","Acre","Santa Rosa do Purus","Rio Purus, left bank, upstream from Igarapé Sao Vicente.","-70.2542","-9.1808",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=492665' target='other'> <mi>dwc_moreinfo</mi></a>","NY00573529",NA,"9960","South America",NA,NA,"sheet",NA,"Magnoliophyta","Rosales","NY00573529_01",NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","441429","PreservedSpecimen","Plantae","Urticaceae","Urera","caracasana","Urera caracasana","(Jacq.) Gaudich. ex Griseb.","M. H. Nee",NA,NA,NA,"R. P. Belém","1965","04","09","Brazil","Bahia","Camacan","Camacan","-39.49","-15.41",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=492635' target='other'> <mi>dwc_moreinfo</mi></a>","NY00441429",NA,"728","South America",NA,NA,"sheet",NA,"Magnoliophyta","Rosales","NY00441429_01",NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2016-09-29 14:01:00-03","NY","NYBG","441435","PreservedSpecimen","Plantae","Urticaceae","Urera","caracasana","Urera caracasana",NA,"R. E. Gereau",NA,NA,NA,"A. H. Gentry","1982","06","25","Peru","Loreto",NA,"Yanomono, Explorama Tourist Camp, Río Amazonas above mouth of Río Napo","-72.8","-3.47",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=492669' target='other'> <mi>dwc_moreinfo</mi></a>","NY00441435",NA,"37144","South America",NA,NA,"sheet",NA,"Magnoliophyta","Rosales",NA,"130","130",NA,NA,NA,NA,NA,NA,NA
"35","2016-09-27 01:02:00-03","NY","NYBG","88054","PreservedSpecimen","Plantae","Urticaceae","Urera","caracasana","Urera caracasana",NA,"M. Ponce",NA,NA,NA,"M. Ponce","1993","08","25","Ecuador","Napo",NA,"Entre Zancudo y la Colonia Bolivar","-77.58","-1.05",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=492682' target='other'> <mi>dwc_moreinfo</mi></a>","NY00088054",NA,"297","South America",NA,NA,"sheet",NA,"Magnoliophyta","Rosales",NA,"450","450",NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","2282850","PreservedSpecimen","Plantae","Urticaceae","Urera","caracasana","Urera caracasana","(Jacq.) Gaudich. ex Griseb.",NA,NA,NA,NA,"G. T. Prance","1971","10","23","Brazil","Amazonas",NA,"Rio Uneiuxi, Makú Indian village, 300 km above mouth.","-67.3556","-1.5556",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2457718' target='other'> <mi>dwc_moreinfo</mi></a>","NY02282850",NA,"15553","South America",NA,NA,"sheet",NA,"Magnoliophyta","Rosales","NY02282850_01",NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","441427","PreservedSpecimen","Plantae","Urticaceae","Urera","caracasana","Urera caracasana","(Jacq.) Gaudich. ex Griseb.","M. H. Nee",NA,NA,NA,"L. A. Mattos Silva","1979","05","31","Brazil","Bahia","Ilhéus","Area do CEPEC (Centro de Pesquisas do Cacau), km 22 rodovia Ilhéus/Itabuna-BR 415. Quadra D, Reserva Zoobotânica","-39.22095","-14.7739696",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=492642' target='other'> <mi>dwc_moreinfo</mi></a>","NY00441427",NA,"409","South America",NA,NA,"sheet",NA,"Magnoliophyta","Rosales","NY00441427_01","50","50",NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","2282841","PreservedSpecimen","Plantae","Urticaceae","Urera","caracasana","Urera caracasana","(Jacq.) Gaudich. ex Griseb.",NA,NA,NA,NA,"G. T. Prance","1968","06","27","Brazil","Rondônia",NA,"Island in Rio Madeira opposite Jaciparaná","-64.397038","-9.194036",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2457707' target='other'> <mi>dwc_moreinfo</mi></a>","NY02282841",NA,"5262","South America",NA,NA,"sheet",NA,"Magnoliophyta","Rosales","NY02282841_01",NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2016-09-29 14:01:00-03","NY","NYBG","472121","PreservedSpecimen","Plantae","Urticaceae","Urera","caracasana","Urera caracasana",NA,"C. C. Berg",NA,NA,NA,"D. C. Daly","1995","11","21","Brazil","Acre","Tarauacá","Basin of Rio Juruá, Rio Tarauacá, left bank, Reserva Indígena Praia do Carapaná, Seringal Universo, Colocaçao Vista Alegre.","-71.3492","-8.4494",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=492662' target='other'> <mi>dwc_moreinfo</mi></a>","NY00472121",NA,"8665","South America",NA,NA,"sheet",NA,"Magnoliophyta","Rosales","NY00472121_01",NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","01021856","PreservedSpecimen","Plantae","Urticaceae","Urera","caracasana","Urera caracasana","(Jacq.) Gaudich. ex Griseb.","M. H. Nee",NA,NA,NA,"J. A. Ratter","1972","09","18","Brazil","Goiás","Padre Bernardo","Region of Fazenda Lagoa Santa, Nr Padre Bernardo. About 140 Km N of Brasília.","-48.58","-15.5",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1119652' target='other'> <mi>dwc_moreinfo</mi></a>","NY01021856",NA,"R2492","South America",NA,NA,"sheet",NA,"Magnoliophyta","Rosales","NY01021856_01",NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","2282852","PreservedSpecimen","Plantae","Urticaceae","Urera","caracasana","Urera caracasana","(Jacq.) Gaudich. ex Griseb.",NA,NA,NA,NA,"J. G. Kuhlmann","1923","10","19","Brazil","Amazonas",NA,"Maravilha, Abuman",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2457720' target='other'> <mi>dwc_moreinfo</mi></a>","NY02282852",NA,"663","South America",NA,NA,"sheet",NA,"Magnoliophyta","Rosales","NY02282852_01",NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","50539","PreservedSpecimen","Plantae","Urticaceae","Urera","caracasana","Urera caracasana","(Jacq.) Gaudich. ex Griseb.","C. C. Berg",NA,NA,NA,"S. A. Mori","1995","09","26","French Guiana","Saint-Laurent-du-Maroni",NA,"Saül and vicinity. Route de Bélizon, S of Eaux Claires, between Eaux Claires and entrance to Grand Bouef Mort Trail.","-53.2","3.62",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=492679' target='other'> <mi>dwc_moreinfo</mi></a>","NY00050539",NA,"24225","South America",NA,NA,"sheet",NA,"Magnoliophyta","Rosales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
