"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","recordNumber","year","month","day","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","imagecode","yearIdentified","monthIdentified","coordinatePrecision","geoFlag","class","typeStatus","relatedCatalogItem","verbatimLongitude","verbatimLatitude","dayIdentified","fieldNumber"
"11","2020-12-21 16:30:02-03","MBM","MBM","105713","PreservedSpecimen","Plantae","Lacistemaceae","Lacistema","serrulatum","Lacistema serrulatum","Lima, H.C. de; Sá, C.F.C. de; Sá, C.F.C. de","Southern America","Brazil",NA,NA,NA,"MBM105713",NA,NA,"Mart.","Hatton, J.","2167",NA,NA,NA,"Rio de Janeiro","Magé","Paraíso","-43.040599822998","-22.6527996063232",NA,NA,"MBM105713",NA,NA,"20531","auto",NA,NA,NA,NA,NA,NA,NA
"12","2020-12-21 16:30:02-03","MBM","MBM","267950","PreservedSpecimen","Plantae","Lacistemaceae","Lacistema","serrulatum","Lacistema serrulatum","Nobrega, M.G.; et al.; et al.","Southern America","Brazil",NA,NA,NA,"MBM267950",NA,NA,"Mart.","Nobrega, M.G.","816","1997","09","25","Distrito Federal",NA,"Jardim Botânico, Brasília",NA,NA,NA,NA,"MBM267950",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2020-12-21 16:30:02-03","MBM","MBM","425274","PreservedSpecimen","Plantae","Lacistemataceae","Lacistema","serrulatum","Lacistema serrulatum","Gaui, T.D.","Southern America","Brazil",NA,NA,"Arbusto, com 2,5m de altura. Casca interna avermelhada e externa marrom, fina, lisa. Fruto maduro, com 1,0, oval, externamente rosa.; Floresta Estacional Semidecidual, vegetação secundária em encosta declivosa, próximo a área de past","MBM425274",NA,NA,"Mart.","Moura, R.","389","2015","10","14","Rio de Janeiro","Rio Claro","Conglomerado 316-Extra 2","-44.1","-22.725",NA,NA,NA,"2017","03",NA,NA,NA,NA,NA,"-44.1","-22.725","06",NA
"14","2019-11-01 15:28:19-03","PUC-RIO","FCAB","7040","PreservedSpecimen","Plantae","Lacistemataceae","Lacistema","serrulatum","Lacistema serrulatum","A. Solórzano; Oliveira. R.R.",NA,"Brasil",NA,NA,"Árvore de aproximadamente 15m. Em floresta secundária em estágio avançado","007040",NA,"Angiospermae","Mart.",NA,"s.n.","2002","03","09","Rio de Janeiro","Rio de Janeiro","Floresta do Camorim, Maciço a Pedra Branca, Morro da Mesa.","-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,NA,"57442","auto",NA,NA,NA,NA,NA,NA,NA
"15","2015-09-05 06:44:08-03","MNHN","RECOLNAT_MNHN_P","P04651638","PreservedSpecimen",NA,"Lacistemataceae","Lacistema","serrulatum","Lacistema serrulatum","Miers",NA,"Brasil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04651638' target='other'> <mi>dwc_moreinfo</mi></a>","P04651638",NA,NA,"Mart.",NA,NA,NA,NA,NA,"Rio de Janeiro",NA,NA,NA,NA,NA,NA,"P04651638_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3936"
"16","2015-09-05 06:44:08-03","MNHN","RECOLNAT_MNHN_P","P04651639","PreservedSpecimen",NA,"Lacistemataceae","Lacistema","serrulatum","Lacistema serrulatum","Nadeaud",NA,"Brasil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04651639' target='other'> <mi>dwc_moreinfo</mi></a>","P04651639",NA,NA,"Mart.",NA,NA,NA,NA,NA,NA,NA,"Brésil",NA,NA,NA,NA,"P04651639_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2015-09-05 06:44:08-03","MNHN","RECOLNAT_MNHN_P","P04651640","PreservedSpecimen",NA,"Lacistemataceae","Lacistema","serrulatum","Lacistema serrulatum","Nadeaud",NA,"Brasil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04651640' target='other'> <mi>dwc_moreinfo</mi></a>","P04651640",NA,NA,"Mart.",NA,NA,NA,NA,NA,NA,NA,"Brésil",NA,NA,NA,NA,"P04651640_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2015-09-05 06:44:09-03","MNHN","RECOLNAT_MNHN_P","P04651641","PreservedSpecimen",NA,"Lacistemataceae","Lacistema","serrulatum","Lacistema serrulatum","Sello",NA,"Brasil","hb",NA,"Reçu en 1875 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04651641' target='other'> <mi>dwc_moreinfo</mi></a>","P04651641",NA,NA,"Mart.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"P04651641_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2163"
"19","2015-09-05 06:44:09-03","MNHN","RECOLNAT_MNHN_P","P04651645","PreservedSpecimen",NA,"Lacistemataceae","Lacistema","serrulatum","Lacistema serrulatum","Nadeaud",NA,"Brasil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04651645' target='other'> <mi>dwc_moreinfo</mi></a>","P04651645",NA,NA,"Mart.",NA,NA,"1862","9","1",NA,NA,"Brésil. Montagne du Telegraphe",NA,NA,NA,NA,"P04651645_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2015-09-05 06:44:09-03","MNHN","RECOLNAT_MNHN_P","P04651644","PreservedSpecimen",NA,"Lacistemataceae","Lacistema","serrulatum","Lacistema serrulatum","Nadeaud, J.",NA,"Brasil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04651644' target='other'> <mi>dwc_moreinfo</mi></a>","P04651644",NA,NA,"Mart.",NA,NA,NA,NA,NA,"Rio de Janeiro","Rio de Janeiro","Brésil. Rio. Montagne du Telégraphe","-43.2075004577637","-22.9027996063232",NA,NA,"P04651644_01",NA,NA,"57442","auto",NA,NA,NA,NA,NA,NA,NA
"21","2015-09-05 06:44:08-03","MNHN","RECOLNAT_MNHN_P","P04651637","PreservedSpecimen",NA,"Lacistemataceae","Lacistema","serrulatum","Lacistema serrulatum","Sellow",NA,"Brasil","hb",NA,"2154. Donné par le Muséum Bot. de Berlin 1861 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04651637' target='other'> <mi>dwc_moreinfo</mi></a>","P04651637",NA,NA,"Mart.",NA,NA,NA,NA,NA,"Rio de Janeiro","Magé","Madioca","-43.040599822998","-22.6527996063232",NA,NA,"P04651637_01",NA,NA,"20531","auto",NA,NA,NA,NA,NA,NA,"2163"
"22","2020-10-01 14:22:28-03","JBB","HEPH","13135","S","Plantae","Lacistemataceae","Lacistema","serrulatum","Lacistema serrulatum","Nóbrega, MGG; Jesus, FPR de","Southern America","Brasil",NA,NA,NA,NA,"Dicotyledon","Malpighiales","Mart.","Nóbrega, MGG","816","1997","09","25","Distrito Federal","Brasília","Estação Ecológica do Jardim Botânico de Brasília","-47.85","-15.866667","1025","1025",NA,"1997",NA,NA,NA,NA,NA,NA,"-47.85","-15.866667",NA,NA
"23","2020-10-01 14:22:28-03","JBB","HEPH","19851","S","Plantae","Lacistemataceae","Lacistema","serrulatum","Lacistema serrulatum","Milhomens, LC; Oliveira, MS","Southern America","Brasil",NA,NA,NA,NA,"Dicotyledon","Malpighiales","Mart.","Castro, TB","303","2003","10","22","Distrito Federal","Brasília","Estação Ecológica do Jardim Botânico de Brasília Córrego Cabeça de Veado","-47.85","-15.866667","1025","1025",NA,"2004",NA,NA,NA,NA,NA,NA,"-47.85","-15.866667",NA,NA
"24","2020-10-01 14:22:28-03","JBB","HEPH","19893","S","Plantae","Lacistemataceae","Lacistema","serrulatum","Lacistema serrulatum","Milhomens, LC; Jesus, FPR de","Southern America","Brasil",NA,NA,NA,NA,"Dicotyledon","Malpighiales","Mart.","Paiva, VF","309","2003","10","31","Distrito Federal","Brasília","Estação Ecológica do Jardim Botânico de Brasília próximo a Caesb","-47.85","-15.866667","1025","1025",NA,"2004",NA,NA,NA,NA,NA,NA,"-47.85","-15.866667",NA,NA
"25","2020-10-01 14:22:28-03","JBB","HEPH","3977","Extra","Plantae","Lacistemataceae","Lacistema","serrulatum","Lacistema serrulatum","Ramos, AE","Southern America","Brasil",NA,NA,NA,NA,"Dicotyledon","Malpighiales","Mart.","Moura Fernandes, C","325A,B","1984","08","14","Distrito Federal","Brasília","Estação florestal Cabeça de Veado","-47.9296989440918","-15.7797002792358",NA,NA,NA,"1985",NA,"70570","auto",NA,NA,NA,NA,NA,NA,NA
"26","2020-10-01 14:22:28-03","JBB","HEPH","3587","S","Plantae","Lacistemataceae","Lacistema","serrulatum","Lacistema serrulatum","Reis, GC","Southern America","Brasil",NA,NA,NA,NA,"Dicotyledon","Malpighiales","Mart.","Castro, TB","112","1983","08","18","Distrito Federal","Brasília","Estação florestal Cabeça de Veado","-47.9296989440918","-15.7797002792358",NA,NA,NA,"2004",NA,"70570","auto",NA,NA,NA,NA,NA,NA,NA
"27","2020-10-01 14:22:28-03","JBB","HEPH","3977","S","Plantae","Lacistemataceae","Lacistema","serrulatum","Lacistema serrulatum","Ramos, AE","Southern America","Brasil",NA,NA,NA,NA,"Dicotyledon","Malpighiales","Mart.","Moura Fernandes, C","325A,B","1984","08","14","Distrito Federal","Brasília","Estação florestal Cabeça de Veado","-47.9296989440918","-15.7797002792358",NA,NA,NA,"1985",NA,"70570","auto",NA,NA,NA,NA,NA,NA,NA
"28","2020-10-01 14:22:28-03","JBB","HEPH","4366","S","Plantae","Lacistemataceae","Lacistema","serrulatum","Lacistema serrulatum","Equipe do Jardim Botânico de Brasília","Southern America","Brasil",NA,NA,NA,NA,"Dicotyledon","Malpighiales","Mart.","Castro, TB","535","1985","08","15","Distrito Federal","Brasília","Jardim Botânico de Brasília","-47.9296989440918","-15.7797002792358",NA,NA,NA,"2004",NA,"70570","auto",NA,NA,NA,NA,NA,NA,NA
"29","2020-10-01 14:22:28-03","JBB","HEPH","23298","S","Plantae","Lacistemataceae","Lacistema","serrulatum","Lacistema serrulatum","Martins, RC; et al.","Southern America","Brasil",NA,NA,NA,NA,"Dicotyledon","Malpighiales","Mart.","Paiva, VF","706","2007","10","11","Distrito Federal","Brasília","Jardim Botânico de Brasília - área administrativa - atrás da antiga cantina.","-47.9296989440918","-15.7797002792358",NA,NA,NA,"2007",NA,"70570","auto",NA,NA,NA,NA,NA,NA,NA
"30","2019-02-19 04:30:00-03","MO","MOBOT","3102342","PreservedSpecimen","Plantae","Lacistemataceae","Lacistema","serrulatum","Lacistema serrulatum","C.F.P. Martius","South America","Brazil",NA,NA,NA,NA,NA,NA,"Mart.",NA,"Martius s.n.","1817",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2020-08-31 09:03:24-03","INPA","INPA","204413","S","Plantae","Lacistemataceae","Lacistema","serrulatum","Lacistema serrulatum","Munhoz, CBR","Southern America","Brasil",NA,NA,NA,"INPA0204413","Dicotyledon Com-Clade","Malpighiales","Mart.","Munhoz, CBR","66","1996","09","25","Goiás","Mineiros","Parque Nacional das Emas, Mata do Gloria.","-52.75","-18.316667",NA,NA,"INPA0204413 INPA0204413_e","1993","11",NA,NA,NA,NA,NA,"-52.75","-18.316667",NA,NA
"32","2019-12-19 11:19:04-03","UFG","UFG","43870","S","Plantae","Lacistemataceae","Lacistema","serrulatum","Lacistema serrulatum","L.C. Milhomens",NA,"Brasil",NA,NA,"Árvore 3 cm. Fruto de cor vermelha.","UFG0043870",NA,NA,"Mart.","V.F. Paiva","309","2003","10","31","Distrito Federal","Brasília",NA,"-47.85","-15.866667",NA,NA,"UFG0043870","2004","03",NA,NA,NA,NA,NA,"-47.85","-15.866667","01",NA
"33","2019-12-19 11:19:04-03","UFG","UFG","50788","S","Plantae","Lacistemataceae","Lacistema","serrulatum","Lacistema serrulatum","Aparecida da Silva, M.",NA,"Brasil",NA,NA,"Arvoreta ramificada ca. 6 m altura. Inflorescência esverdeada. Folhas discolores verdes.","UFG0050788",NA,NA,"Mart.","Aparecida da Silva, M.","8269","2015","08","26","Goiás","Padre Barnardo",NA,"-48.348889","-15.484167",NA,NA,"UFG0050788","2015","09",NA,NA,NA,NA,NA,"-48.348889","-15.484167","14",NA
"34","2019-12-19 11:19:04-03","UFG","UFG","14667","S","Plantae","Lacistemataceae","Lacistema","serrulatum","Lacistema serrulatum","C. Munhoz",NA,"Brasil",NA,NA,"Arvoreta, fruto rosea. Ocasional. Eixo da inflorecência verde.","UFG0014667",NA,NA,"Mart.","C. Munhoz","66","1993","09","25","Goiás","Mineiros","Parque Nacional das Emas","-52.75","-18.316667",NA,NA,"UFG0014667","1993","11",NA,NA,NA,NA,NA,"-52.75","-18.316667","28",NA
"35","2013-05-21 10:23:33-03","CPQBA","CPMA","1193","S","Plantae","Lacistemaceae","Lacistema","serrulatum","Lacistema serrulatum","Narciso",NA,"Brasil",NA,NA,"Localização: Bloco 4 Canteiro 5 Posição 4º",NA,NA,NA,"Mart.",NA,NA,"1982","07","24","São Paulo","Taquari",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CPQBA 797"
"36","2019-09-04 19:55:04-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Lacistemataceae","Lacistema","serrulatum","Lacistema serrulatum","C. F. P. von Martius","South America","Brazil",NA,NA,NA,NA,"Spermatophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae","Type [status unknown]",NA,NA,NA,NA,NA
"37","2015-02-26 09:31:20-03","NHMLondon","NHM-LONDON-BOT","BM000998275","S","Plantae","Lacistemataceae","Lacistema","serrulatum","Lacistema serrulatum","Anon.",NA,"Brasil",NA,"NHMUK:ecatalogue:432103",NA,NA,"Magnoliophyta","Malpighiales","Mart.","Hermann Otto Sleumer; b.1906; d.1993; Sleumer","S.N.",NA,NA,NA,NA,NA,NA,"-53.08982","-10.773109",NA,NA,NA,"1976","01",NA,NA,"Magnoliopsida",NA,NA,"-53.08982","-10.773109","01",NA
"38","2019-11-01 15:01:30-03","UnB","UB","2763","PreservedSpecimen","Plantae","Lacistemataceae","Lacistema","serrulatum","Lacistema serrulatum","Munhoz, CBR","Southern America","Brasil",NA,NA,"Eixo da inflorescência verde.; Arvoreta. Fruto rósea.; Mata de galeria. Solo: Solo rico em humus.",NA,"Dicotyledoneae",NA,"Mart.","Munhoz, CBR","66","1993","09","25","Goiás","Mineiros","Parque Nacional das Emas, mata do Glória","-52.75","-18.316667","900","900",NA,NA,NA,NA,NA,NA,NA,NA,"-52.75","-18.316667",NA,NA
"39","2019-11-01 15:01:30-03","UnB","UB","132738","PreservedSpecimen","Plantae","Lacistemataceae","Lacistema","serrulatum","Lacistema serrulatum","Pacheco, RA","Southern America","Brasil",NA,NA,"Botões florais verdes.; Árvore 4m.; Mata de galeria",NA,"Dicotyledoneae",NA,"Mart.",NA,"216","2002","10","10","Minas Gerais","Delfinópolis","Paraíso Selvagem, Trilha para Cachoeira do Alpinista, Parque Nacional da Serra da Canastra","-46.653611","-20.434444",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-46.653611","-20.434444",NA,NA
"40","2019-11-01 15:01:30-03","UnB","UB","132739","PreservedSpecimen","Plantae","Lacistemataceae","Lacistema","serrulatum","Lacistema serrulatum","Pacheco, RA","Southern America","Brasil",NA,NA,"Botões florais verdes.; Arbusto 2m.; Mata de galeria",NA,"Dicotyledoneae",NA,"Mart.",NA,"224","2002","10","10","Minas Gerais","Delfinópolis","Paraíso Selvagem, Trilha para Cachoeira do Alpinista, Parque Nacional da Serra da Canastra","-46.653611","-20.434444",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-46.653611","-20.434444",NA,NA
"41","2019-11-01 15:01:30-03","UnB","UB","92419","PreservedSpecimen","Plantae","Lacistemataceae","Lacistema","serrulatum","Lacistema serrulatum","Prance, GT","Southern America","Brasil",NA,NA,NA,NA,"Dicotyledoneae",NA,"Mart.","Prance, GT","59520","1964","10","21","Goiás","Jataí","Jataí, 13km ao N de Jataí","-51.7144","-17.8814",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-51.7144","-17.8814",NA,NA
"42","2019-11-01 15:01:30-03","UnB","UB","132737","PreservedSpecimen","Plantae","Lacistemataceae","Lacistema","serrulatum","Lacistema serrulatum","Viegas, AP","Southern America","Brasil",NA,NA,"Árvore.",NA,"Dicotyledoneae",NA,"Mart.","Lima, AS","IAC5057","1939","12","18","São Paulo","Campinas","Fazenda Sant#?#Ana","-47.060001373291","-22.8999996185303",NA,NA,NA,"1939",NA,"23900","auto",NA,NA,NA,NA,NA,NA,NA
"43","2019-11-01 15:01:30-03","UnB","UB","132740","PreservedSpecimen","Plantae","Lacistemataceae","Lacistema","serrulatum","Lacistema serrulatum","Krug, HP","Southern America","Brasil",NA,NA,NA,NA,"Dicotyledoneae",NA,"Mart.","Lima, AS","s.n.4816","1939","09","24","São Paulo","Campinas","Fazenda Sant#?#Ana","-47.060001373291","-22.8999996185303",NA,NA,NA,"1939",NA,"23900","auto",NA,NA,NA,NA,NA,NA,NA
"44","2019-05-06 11:58:12-03","UFU","HUFU","29697","S","Plantae","Lacistemataceae","Lacistema","serrulatum","Lacistema serrulatum","Volpi, R.L.; Pacheco, R.A.; Nakajima, J.N. & Silva, S.M.",NA,"Brasil",NA,NA,"Árvore, ca. 6 m. Frutos vermelhos.; Capão da mata.","HUFU00039850",NA,NA,"Mart.","Volpi, R.L.","457","2002","12","07","Minas Gerais","Delfinópolis","Estrada para Casinha Branca","-46.8539009094238","-20.343900680542",NA,NA,"HUFU00039850","2003","10","41380","auto",NA,NA,NA,NA,NA,NA,NA
"45","2019-05-06 11:58:12-03","UFU","HUFU","28738","S","Plantae","Lacistemataceae","Lacistema","serrulatum","Lacistema serrulatum","Pacheco, R.A.; Romero, R.; Nakajima, J.N. & Volpi, R.L.",NA,"Brasil",NA,NA,"Arbusto, ca. 2 m. Botões florais verdes.; Mata de galeria.","HUFU00039851",NA,NA,"Mart.","Volpi, R.L.","224","2002","10","10","Minas Gerais","Delfinópolis","Parque Nacional da Serra da Canastra, Paraíso Selvagem, trilha para Cachoeira do Alpinista.","-46.8539009094238","-20.343900680542",NA,NA,"HUFU00039851","2003","10","41380","auto",NA,NA,NA,NA,NA,NA,NA
"46","2019-05-06 11:58:12-03","UFU","HUFU","28721","S","Plantae","Lacistemataceae","Lacistema","serrulatum","Lacistema serrulatum","Pacheco, R.A.; Romero, R.; Nakajima, J.N. & Volpi, R.L.",NA,"Brasil",NA,NA,"Árvore, ca. 4 m. Botões florais verdes.; Mata de galeria.","HUFU00039849",NA,NA,"Mart.","Volpi, R.L.","216","2002","10","10","Minas Gerais","Delfinópolis","Parque Nacional da Serra da Canastra, Paraíso Selvagem, trilha para Cachoeira do Alpinista.","-46.8539009094238","-20.343900680542",NA,NA,"HUFU00039849","2003","10","41380","auto",NA,NA,NA,NA,NA,NA,NA
"47","2017-09-11 17:10:13-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Lacistemataceae","Lacistema","serrulatum","Lacistema serrulatum","Schomburgk, RH","Southern America","Brazil",NA,NA,NA,NA,NA,NA,"Mart.",NA,"1840",NA,NA,NA,"Pernambuco",NA,"Pernambuci",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2017-09-11 17:10:13-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Lacistemataceae","Lacistema","serrulatum","Lacistema serrulatum","?","Southern America","Brazil",NA,NA,NA,NA,NA,NA,"Mart.",NA,"s.n.",NA,NA,NA,"Rio de Janeiro",NA,"Reperitur in montosis siccis ad radicam montium Serra dos Orgãos dictorum in provincia Sebastianopolitana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2017-09-11 17:10:13-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Lacistemataceae","Lacistema","serrulatum","Lacistema serrulatum","Luschnath, B","Southern America","Brazil",NA,NA,"(Hbr. Mart.)",NA,NA,NA,"Mart.",NA,"s.n.",NA,NA,NA,NA,NA,"floret et fructificat ab Augusto ad Novembrem, e. gr. ad Mandiocca, tunc temporis praedium Langsdorff, in collibus virgulto obsitis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","2017-09-11 17:10:13-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Lacistemataceae","Lacistema","serrulatum","Lacistema serrulatum","Sellow, F","Southern America","Brazil",NA,NA,"(Herb. Reg. Berol. n. 955., 59. 2163., 2054)",NA,NA,NA,"Mart.",NA,"s.n.",NA,NA,NA,NA,NA,"Reperitur in montosis siccis ad radicem montium tractus Serra dos Orgãos dictorum in provincia Sebastianopolitana; floret et fructificat ad Augusto ad Novembrem, e. gr. ad Mandiocca, tunc temporis praedium LAngsdorffi, in collibus virgulto obsitis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
