"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","yearIdentified","monthIdentified","dayIdentified","phylum","order","continentOcean","preparationType","class","coordinatePrecision","geoFlag","individualCount","typeStatus"
"11","2019-12-12 15:31:38-03","UFABC","HUFABC","000685","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","trigona","Rhipsalis trigona","Pfeiff.","Ivanauskas, N","Amaral, BC; Teixeira-Costa, L","61","2014","08",NA,"Brasil","São Paulo","São Paulo","Horto Oswaldo Cruz, Horto botânico dentro da área do Instituto Butantan","-46.717222","-23.566667","-46.717222","-23.566667",NA,NA,NA,"HUFABC000685","HUFABC000685",NA,NA,NA,"Angiospermas",NA,NA,NA,NA,NA,NA,NA,NA
"12","2020-02-08 08:54:54-03","NBC","NL-BOTANY","L.2476901","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","trigona","Rhipsalis trigona","Pfeiff.",NA,"Reitz R; Klein RM",NA,"1959","07","11","Brazil",NA,NA,"Plantas de Santa Catarina. Pirao Frio, Sombrio.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2476901 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2476901","NL-L2476901",NA,NA,NA,NA,"Caryophyllales","Southern America",NA,"Magnoliopsidae",NA,NA,NA,NA
"13","2020-02-08 08:54:54-03","NBC","NL-BOTANY","L.2476902","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","trigona","Rhipsalis trigona","Pfeiff.",NA,"Reitz R; Klein RM",NA,"1959","04","24","Brazil",NA,NA,"Plantas de Santa Catarina. Rio do Meio, Lauro Muller.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2476902 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2476902","NL-L2476902",NA,NA,NA,NA,"Caryophyllales","Southern America",NA,"Magnoliopsidae",NA,NA,NA,NA
"14","2019-11-21 14:33:08-03","UFJF","CESJ","60174","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","trigona","Rhipsalis trigona","Pfeiff.","D. Zappi","D.R. Gonzaga","10","2012","07","11","Brasil","São Paulo","São Paulo","Campus da USP, Butantã, Instituto de Biociências","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,"Epífita a ca. 8m alt. Caule triangular em secção transversal, verde-escuro, flores passadas, aréolas cerdosas.","CESJ060174",NA,"2016",NA,NA,"Angiosperma",NA,"América do Sul",NA,NA,"53584","auto",NA,NA
"15","2019-11-21 14:33:08-03","UFJF","CESJ","49490","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","trigona","Rhipsalis trigona","Pfeiff.","D.C. Zappi","J.M. Silva; L.M. Abe","4161","2005","05","26","Brasil","Paraná","Adrianópolis","Fazenda Tanque, Berneck","-48.9911003112793","-24.6571998596191",NA,NA,NA,NA,"Epífita, flor creme. Floresta Atlântica.","CESJ049490",NA,"2005",NA,NA,"Angiosperma",NA,"América do Sul",NA,NA,"49901","auto",NA,NA
"16","2019-11-21 14:33:08-03","UFJF","CESJ","172","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","trigona","Rhipsalis trigona","Pfeiff.",NA,"L. Krieger","CESJ172","1942","07","01","Brasil","São Paulo","São Paulo","Santo Amaro","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,"Epífita, pendente, flores amarelo-alaranjadas. Caule triangular.","CESJ000172",NA,NA,NA,NA,"Angiosperma",NA,"América do Sul",NA,NA,"53584","auto",NA,NA
"17","2021-03-01 16:27:18-03","UNICAMP","UEC","188495","S","Plantae","Cactaceae","Rhipsalis","trigona","Rhipsalis trigona","Pfeiff.","Cardoso, WC","Stival-Santos, A; Legal, E; Silveira, S","1598","2010","02","01","Brazil","Santa Catarina","Angelina","Centro.","-48.983611","-27.585","-48.983611","-27.585",NA,NA,"Epífita, fruto rosado.; Floresta Ombrófila Densa.","UEC118519","UEC118519","2021","02","04","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-02-15 11:56:53-03","UNICAMP","UEC","137452","S","Plantae","Cactaceae","Rhipsalis","trigona","Rhipsalis trigona","Pfeiff.","Cardoso, WC","Breier, TB","1139","2004","04","10","Brazil","São Paulo","Cotia",NA,"-46.9099998474121","-23.6000003814697",NA,NA,NA,NA,NA,"UEC090873","UEC090873","2021","02","11","Magnoliopsida",NA,NA,NA,NA,"23869","auto",NA,NA
"19","2021-03-01 16:27:18-03","UNICAMP","UEC","142570","S","Plantae","Cactaceae","Rhipsalis","trigona","Rhipsalis trigona","Pfeiff.",NA,"Breier, TB","1362","2005","08","14","Brazil","São Paulo","São Paulo","Sobre árvore de arborização urbana na rua Alvarenga, 1416, próximo com a esquina com Vital Brasil. Outro indivídio observado no Instituto de Biologia, USP.","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,"Frutos de cor magenta.","UEC090801","UEC090801",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,"53584","auto",NA,NA
"20","2020-10-14 10:00:27-03","FURB","FURB","14993","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","trigona","Rhipsalis trigona","Pfeiff.","Freitas, MF","Cadorin, T.J.; Schimitt, J.L. & Caglioni, E.","232","2009","10","13","Brasil","Santa Catarina","Botuverá","Cinema.","-49.23","-27.27","-49.2300000","-27.2700000","569","569","Epífita IFFSC e466a (Acima de 4m) Habitat: Floresta Ombrófila Densa; Estágio Avançado Habito: epífita; Fruto roxo;","FURB01201","FURB01201","2010","04","08",NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2020-10-14 10:00:27-03","FURB","FURB","18055","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","trigona","Rhipsalis trigona","Pfeiff.","Soller, A","Schmitt, J.L.; Cristofolini, C. & Caglioni, E.","852","2009","12","09","Brasil","Santa Catarina","Orleans","Rio Minador.","-49.41","-28.17","-49.4100000","-28.1700000","445","445","Epífita IFFSC e142a (Abaixo de 4m) Habitat: Floresta Ombrófila Densa; Estágio Avançado; interior do fragmento Habito: epífita de galho caído; Fruto rosado;","FURB21580","FURB21580","2011","04",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-24 16:38:35-03","FURB","FURB","19972","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","trigona","Rhipsalis trigona","Pfeiff.","Cardoso, W.C.","Stival-Santos, A.; Legal, E. & Silveira, S.","1598","2010","02","01","Brasil","Santa Catarina","Angelina","Centro.","-48.9836111","-27.585","-48.9836111","-27.5850000",NA,NA,"Coleta Extra IFFSC (Epífita) Habitat: Floresta Ombrófila Densa; Habito: epífita; Fruto rosado;","FURB03945","FURB03945","2021","03","01",NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-24 16:38:35-03","FURB","FURB","20274","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","trigona","Rhipsalis trigona","Pfeiff.","Cardoso, W.C.","Schmitt, J.L.; Caglioni, E.; Andrade, S. & Cristofolini, C.","1077","2010","01","26","Brasil","Santa Catarina","São Martinho","Chicão.","-48.87","-28.08","-48.8700000","-28.0800000","526","526","Epífita IFFSC e173a (Abaixo de 4m) Habitat: Floresta Ombrófila Densa; Estágio Avançado; pastagem Habito: epífita;","FURB21571","FURB21571","2021","03","01",NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-24 16:38:35-03","FURB","FURB","22849","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","trigona","Rhipsalis trigona","Pfeiff.","Cardoso, W.C.","Schmitt, J.L.; Caglioni, E.; Andrade, S. & Cristofolini, C.","1632","2010","03","16","Brasil","Santa Catarina","Presidente Nereu","Braço do Solão.","-49.2313889","-27.1813889","-49.2313889","-27.1813889","533","533","Florística IFFSC e518b (Rupícola) Habitat: Floresta Ombrófila Densa; Estágio Avançado; entorno do fragmento Habito: rupícola; Fruto avermelhado;","FURB21391","FURB21391","2021","03","01",NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-24 16:38:35-03","FURB","FURB","23635","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","trigona","Rhipsalis trigona","Pfeiff.","Cardoso, W.C.","Verdi, M.; Souza, N.L. de; Klemz, G. & Klettenberg, D.H.","4465","2010","04","14","Brasil","Santa Catarina","Grão Pará","Barra do Rio do Meio.","-49.3222223","-28.17","-49.3222223","-28.1700000","332","332","Florística IFFSC 143 (Epífita) Habitat: Floresta Ombrófila Densa; Estágio Avançado Habito: epífita; flor creme","FURB21429","FURB21429","2021","03","01",NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-16 17:51:31-03","UCS","HUCS","32647","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","trigona","Rhipsalis trigona","Feiff.","; Zappi, D.C.","Silva, J.M.","4161","2004","10","26","Brasil","Paraná","Adrianópolis","Fazenda Tanque - Berneck","-48.9911003112793","-24.6571998596191",NA,NA,NA,NA,"epífita - flor creme - floresta atlântica",NA,NA,"2005",NA,NA,"Angiospermae","Caryophyllales",NA,NA,NA,"49901","auto",NA,NA
"27","2019-08-16 08:38:53-03","UTFPR","HCF","17649","S","Plantae","Cactaceae","Rhipsalis","cf. trigona","Rhipsalis cf. trigona","Pfeiff.","J.A. Lombardi","E.L. Siqueira","1561","2015","05","01","Brasil","SC","Pouso Redondo","Serra do Ilhéus","-49.937722","-27.235222","49°56'15,8 W","27°14'06,8 S","363","363","erva epífita, semi-ciófila. Flores alvas. Botões florais alaranjados.",NA,NA,"2016","10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-05 18:57:25-03","UTFPR","HCF","13373","S","Plantae","Cactaceae","Rhipsalis","trigona","Rhipsalis trigona","Pfeiff.","W.C. Cardoso","C.T. Blum","1088","2013","10","19","Brasil","PR","Morretes","Serra da Prata","-48.834400177002","-25.476900100708",NA,NA,NA,NA,"Epífita; frutos róseos. Coletada na Serra da Prata e cultivada em estufa em Campo Largo. Formação vegetal: Floresta Ombrófila Densa.",NA,NA,"2021","02","04",NA,NA,NA,NA,NA,"30514","auto",NA,NA
"29","2020-12-21 16:19:48-03","MBM","MBM","301844","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","trigona","Rhipsalis trigona","Pfeiff.","Zappi, D.","Silva, J.M.; Abe, L.M.; Abe, L.M.","4161","2004","10","26","Brazil","Paraná","Adrianópolis","Fazenda Tanque, Berneck","-48.9911003112793","-24.6571998596191",NA,NA,NA,NA,"Epífita, flor creme. Floresta atlântica","MBM301844","MBM301844","2005",NA,NA,NA,NA,"Southern America",NA,NA,"49901","auto",NA,NA
"30","2020-12-21 16:19:48-03","MBM","MBM","136692","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","trigona","Rhipsalis trigona","Pfeiff.","Zappi, D.C.; Taylor, N.P.","Hatschbach, G.; Guimarães, O.; Guimarães, O.","53166","1989","07","06","Brazil","Paraná","Cerro Azul","Turvo","-49.261100769043","-24.823600769043",NA,NA,NA,NA,"Epífita, pendente, flores alvas. Mata às margens de rio ancachoeirado","MBM136692","MBM136692","1992",NA,NA,NA,NA,"Southern America",NA,NA,"32006","auto",NA,NA
"31","2020-12-21 16:19:48-03","MBM","MBM","2980","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","trigona","Rhipsalis trigona","Pfeiff.","Castellanos, A.","Reitz, R.; Klein, R.M.; Klein, R.M.","8778",NA,NA,NA,"Brazil","Santa Catarina","Lauro Müller","Rio do Meio","-49.3967018127441","-28.3927993774414",NA,NA,NA,NA,NA,"MBM002980","MBM002980",NA,NA,NA,NA,NA,"Southern America",NA,NA,"15992","auto",NA,NA
"32","2020-12-21 16:19:48-03","MBM","MBM","139904","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","trigona","Rhipsalis trigona","Pfeiff.","Taylor, N.P.","Bresolin, A.","771","1973","06","27","Brazil","Santa Catarina","Paulo Lopes","Bom Retiro","-48.6836013793945","-27.9617004394531",NA,NA,NA,NA,NA,"MBM139904","MBM139904",NA,NA,NA,NA,NA,"Southern America",NA,NA,"23385","auto",NA,NA
"33","2021-02-11 17:18:26-03","UFPR","UPCB","86372","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","trigona","Rhipsalis trigona","Pfeiff.","Cardoso, W.C.","Caglioni, E. et al.","234","2012","05","20","Brasil","Santa Catarina","Blumenau","Parque Nacional da Serra do Itajaí.","-49.078244","-27.059083","-49.078244","-27.059083","320","320","Epífita em floresta secundária, em forófito sobre ribeirão, com flores branca amarelada. Floresta Ombrófila Densa..",NA,NA,"2019","08","20",NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-02-09 10:12:24-03","UENF","HUENF","11381","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","trigona","Rhipsalis trigona","Pfeiff.","D.R. Couto","D.R. Couto; M.T. Nascimento, L.M. Rabello & B.M. Rocha","4983","2019","11","07","Brasil","Rio de Janeiro","Rio das Ostras","Rocha Leão","-42.033333","-22.416667","42º2'W","22º25'S","35","35","Epífita no fuste, semi-heliófila; cladódios verdes; flores alvas. Vegetando em árvore isolada no jardim, próximo ao centro de visitantes.","HUENF00012130",NA,"2020","03","24",NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2020-09-12 05:00:02-03","US","US","2580366","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","trigona","Rhipsalis trigona","Pfeiff.",NA,"R. Reitz & R. M. Klein","8778","1959","4","24","Brazil","Santa Catarina",NA,NA,NA,NA,NA,NA,"350","350",NA,"US00180735","US00180735_01",NA,NA,NA,NA,"Caryophyllales","South America",NA,"Dicotyledonae",NA,NA,"1",NA
"36","2020-09-12 05:00:02-03","US","US","3047730","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","trigona","Rhipsalis trigona","Pfeiff.",NA,"Collector unknown","(332 Bailey)",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"US00180734","US00180734_01",NA,NA,NA,NA,"Caryophyllales","South America - Neotropics",NA,"Dicotyledonae",NA,NA,"1",NA
"37","2020-09-12 05:00:02-03","US","US","2562402","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","trigona","Rhipsalis trigona","Pfeiff.","Taylor, N. P.; Zappi, D. C.","O. Handro","348","1953","6",NA,"Brazil","São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,"US00180769","US00180769_01",NA,NA,NA,NA,"Caryophyllales","South America - Neotropics",NA,"Dicotyledonae",NA,NA,"1",NA
"38","2020-09-12 05:00:02-03","US","US","762790","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","trigona","Rhipsalis trigona","Pfeiff.",NA,"Collector unknown","(20851 Rose)",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"US00180737","US00180737_01",NA,NA,NA,NA,"Caryophyllales","South America - Neotropics",NA,"Dicotyledonae",NA,NA,"1",NA
"39","2019-12-09 17:29:39-03","UFPR","EFC","9113","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","trigona","Rhipsalis trigona","Pfeiff.","Cardoso, W.C.","Blum, C.T.","1088","2013","10","19","Brasil","Paraná","Morretes","Serra da Prata","-48.6987","-25.614","-48.6987","-25.6140",NA,NA,"Epífita; frutos róseos. Coletada na Serra da Prata e cultivada em estufa em Campo Largo","EFC009113",NA,"2019","08","22",NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2019-11-13 11:17:25-03","USP","SPF","115981","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","trigona","Rhipsalis trigona","Pfeiff.","Dislich, R","Dislich, R","39","1994","01","28","Brasil","São Paulo","São Paulo","Cidade Universitária Armando de Salles Oliveira","-46.716667","-23.55","-46.716667","-23.55","735","765",NA,"SPF00115981",NA,"1996","08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2019-11-13 11:17:25-03","USP","SPF","178887","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","trigona","Rhipsalis trigona","Pfeiff.","Zappi, DC","Silva, JM","4161","2004","10","26","Brasil","Paraná","Adrianópolis",NA,"-48.9911003112793","-24.6571998596191",NA,NA,NA,NA,NA,"SPF00178887",NA,"2005",NA,NA,NA,NA,NA,NA,NA,"49901","auto",NA,NA
"42","2019-11-13 11:17:25-03","USP","SPF","85788","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","trigona","Rhipsalis trigona","Pfeiff.","Zappi, DC; Taylor, NP","Zappi, DC","s.n.","1993","11","30","Brasil","São Paulo","São Paulo","Cidade Universitária Armando de Salles Oliveira","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,"SPF00085788",NA,"1993",NA,NA,NA,NA,NA,NA,NA,"53584","auto",NA,NA
"43","2021-02-12 15:01:57-03","UFSCar","SPSC","8381","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","trigona","Rhipsalis trigona","Pfeiff.",NA,"F.A. Botoylin",NA,"2011","09","12","Brasil","São Paulo",NA,"BH-5MT.",NA,NA,NA,NA,NA,NA,"n9.5/107;",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2020-08-20 20:38:24-03","UFSC","FLOR","18015","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","trigona","Rhipsalis trigona","Pfeiff.","Bravo, H.; Scheinvar, L.","Klein, R.M.; Bresolin, A.","7969","1968","11","20","Brasil","Santa Catarina","Florianópolis","Morro Costa da Lagoa, Ilha de Santa Catarina.","-48.5491981506348","-27.596700668335",NA,NA,"300","300","epífito, flor branca","FLOR0018015",NA,"1984",NA,NA,NA,"Caryophyllales",NA,NA,NA,"27000","auto",NA,NA
"45","2020-08-20 20:38:24-03","UFSC","FLOR","69","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","trigona","Rhipsalis trigona","Pfeiff.","Castellanos, A.","Reitz, R.; Klein, R.M.","8778","1959","04","24","Brasil","Santa Catarina","Lauro Muller","Rio do Meio.","-49.3967018127441","-28.3927993774414",NA,NA,"350","350","epífito, flor branca","FLOR0000069",NA,"1961",NA,NA,NA,"Caryophyllales",NA,NA,NA,"15992","auto",NA,NA
"46","2020-08-20 20:38:24-03","UFSC","FLOR","80","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","trigona","Rhipsalis trigona","Pfeiff.","Scheinvar, L.","Reitz, R.; Klein, R.M.","8919","1959","07","11","Brasil","Santa Catarina","Sombrio","Pirão Frio.","-49.61669921875","-29.113899230957",NA,NA,"10","10","epífito, flor branca","FLOR0000080",NA,"1985",NA,NA,NA,"Caryophyllales",NA,NA,NA,"16515","auto",NA,NA
"47","2021-03-04 15:42:46-03","IF","SPSF","33417","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","trigona","Rhipsalis trigona",NA,NA,"R.J.F. Garcia","1833","1999","12","17","Brasil","SP","São Paulo","Cratera da Colonia","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,"COLETA: XLS: SPSFAntigo;",NA,NA,NA,NA,NA,"Magnoliophyta","Caryophyllales","América do Sul",NA,"Magnoliopsida","53584","auto",NA,NA
"48","2020-04-16 11:05:25-03","MCN-FZBRS","HAS","79223","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","trigona","Rhipsalis trigona","Pfeiff.","Bauer, D.","Silveira, N.","10326","1991","05",NA,"Brasil","Santa Catarina","Lauro Müller","Serra do Rio do Rastro","-49.3967018127441","-28.3927993774414",NA,NA,NA,NA,NA,"HAS0079223",NA,"2004","04","20","Magnoliophyta",NA,NA,NA,NA,"15992","auto",NA,NA
"49","2020-04-16 11:05:25-03","MCN-FZBRS","HAS","79222","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","trigona","Rhipsalis trigona","Pfeiff.","Bauer, D.","Silveira, N.","10824","1994","10",NA,"Brasil","Santa Catarina","Orleans",NA,"-49.2914009094238","-28.3589000701904",NA,NA,NA,NA,"Epífito, flor branca.","HAS0079222",NA,"2004","04","20","Magnoliophyta",NA,NA,NA,NA,"31549","auto",NA,NA
"50","2020-12-10 11:27:04-03","IBt","SP","398133","S","Plantae","Cactaceae","Rhipsalis","trigona","Rhipsalis trigona","Pfeiff.",NA,"Silva, JM","4161","2004","10","26","Brasil","Paraná","Adrianópolis",NA,"-48.9911003112793","-24.6571998596191",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"49901","auto",NA,NA
"51","2020-04-15 17:19:34-03","IBt","SP","252743","S","Plantae","Cactaceae","Rhipsalis","trigona","Rhipsalis trigona","Pfeiff.",NA,"Hatschbach, G","53166","1989","07","06","Brasil","Paraná","Cerro Azul","Turvo","-49.261100769043","-24.823600769043",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"32006","auto",NA,NA
"52","2019-11-21 10:03:02-03","IBt","SP","25257","S","Plantae","Cactaceae","Rhipsalis","trigona","Rhipsalis trigona","Pfeiff.","Taylor, NP","Hoehne, FC","s.n.","1930","02","28","Brasil","São Paulo","Cotia",NA,"-46.9099998474121","-23.6000003814697",NA,NA,NA,NA,NA,"SP000446","SP000446","1993","12","20",NA,NA,NA,NA,NA,"23869","auto",NA,"Neotype"
