"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","typeStatus","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","class","dayIdentified","fieldNumber","individualCount","sex"
"11","2021-03-15 16:37:00-03","NY","NYBG","486851","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Symplocaceae","Symplocos","glanduloso-marginata","Symplocos glanduloso-marginata","Hoehne","P. K. H. Dusén","12143","1911","09","04","South America","Brazil","Paraná","Ipiranga","Desvio Ypiranga","-50.5842","-25.0242",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=435923' target='other'> <mi>dwc_moreinfo</mi></a>","NY00486851","NY00486851_01","J. L. M. A. Filho",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","486778","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Symplocaceae","Symplocos","glanduloso-marginata","Symplocos glanduloso-marginata","Hoehne","O. Handro","s.n.","1932","11","10","South America","Brazil","São Paulo","Sao Paulo","Nativa no Jardim Botânico","-46.618358","-23.646109",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=355602' target='other'> <mi>dwc_moreinfo</mi></a>","NY00486778","NY00486778_01",NA,"isotype",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","486779","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Symplocaceae","Symplocos","glanduloso-marginata","Symplocos glanduloso-marginata","Hoehne","O. Handro","s.n.","1932","11","10","South America","Brazil","São Paulo","Sao Paulo","Nativa no Jardim Botânico","-46.618358","-23.646109",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=355603' target='other'> <mi>dwc_moreinfo</mi></a>","NY00486779","NY00486779_01",NA,"isotype",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","486773","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Symplocaceae","Symplocos","glanduloso-marginata","Symplocos glanduloso-marginata","Hoehne","G. G. Hatschbach","22851","1966","11","05","South America","Brazil","Paraná","Sao José dos Pinhais","Rio Pequeno","-49.2064","-25.5347","900","900","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=355595' target='other'> <mi>dwc_moreinfo</mi></a>","NY00486773","NY00486773_01","G. G. Hatschbach",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","297018","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Symplocaceae","Symplocos","glanduloso-marginata","Symplocos glanduloso-marginata","Hoehne","O. Handro","s.n.","1932","11","10","South America","Brazil","São Paulo","Sao Paulo","Sao Paulo (Capital), nativa no Jardim Bôtanico","-46.618358","-23.646109",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=355600' target='other'> <mi>dwc_moreinfo</mi></a>","NY00297018","NY00297018_01",NA,"isotype",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","486777","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Symplocaceae","Symplocos","glanduloso-marginata","Symplocos glanduloso-marginata","Hoehne","L. B. Smith","7557","1956","11","12","South America","Brazil","Santa Catarina","Ibirama","Horto Florestal, Ibirama","-49.5178","-27.0569","450","700","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=355594' target='other'> <mi>dwc_moreinfo</mi></a>","NY00486777","NY00486777_01","L. B. Smith",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","486860","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Symplocaceae","Symplocos","glanduloso-marginata","Symplocos glanduloso-marginata","Hoehne","R. Reitz","4130","1959","10","23","South America","Brazil","Santa Catarina","Blumenau","Morro Spitzkopf","-49.132229","-27.025081","900","900","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=435909' target='other'> <mi>dwc_moreinfo</mi></a>","NY00486860","NY00486860_01","J. L. M. A. Filho",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-02-18 09:30:49-03","UNESP-IBB","BOTU","10428","PreservedSpecimen","Plantae",NA,NA,"Symplocaceae","Symplocos","glanduloso-marginata","Symplocos glanduloso-marginata","Hoehne","Hatschbach, G.","46053","1983","01","26",NA,"Brasil","Paraná","São josé dos Pinhais",NA,NA,NA,NA,NA,NA,"Árvore 6 m de altura, mata encosta do morro.","BOTU010428",NA,"Hatschbach, G.",NA,"1983","02","9999","9999",NA,NA,NA,NA,NA,NA,NA
"19","2020-11-13 09:21:02-03","UFRJ","RFA","10502","PreservedSpecimen","Plantae",NA,NA,"Symplocaceae","Symplocos","glandulosomarginata","Symplocos glandulosomarginata","Hoehne","G.G. Hatschbach","15089","1966","11","07",NA,"Brasil","Paraná","Quatro Barras","Rio do Corvo","-49.0769004821777","-25.3656005859375",NA,NA,NA,"Árvore, flor creme","RFA49951",NA,"L.B. Smith; S.F. Smith",NA,NA,NA,NA,NA,"17116","auto",NA,NA,NA,NA,NA
"20","2020-11-13 09:21:02-03","UFRJ","RFA","9062","PreservedSpecimen","Plantae",NA,NA,"Symplocaceae","Symplocos","glandulosomarginata","Symplocos glandulosomarginata","Hoehne","C. Koczicki","85","1968","02","23",NA,"Brasil","Paraná","São José dos Pinhais","Col. Roseira","-49.2064018249512","-25.5347003936768",NA,NA,NA,NA,"RFA49949",NA,"G.G. Hatschbach",NA,NA,NA,NA,NA,"45291","auto",NA,NA,NA,NA,NA
"21","2020-11-13 09:21:02-03","UFRJ","RFA","Foto 17146","PreservedSpecimen","Plantae",NA,NA,"Symplocaceae","Symplocos","glandulosomarginata","Symplocos glandulosomarginata","Hoehne","F.C. Hoehne",NA,"1932","11","10",NA,"Brasil","São Paulo","São Paulo","Nativa no Jardim Botânico.","-46.6300010681152","-23.5400009155273",NA,NA,NA,"Árvore grande da mata, flores alvas.","RFA-Foto35411",NA,NA,NA,NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA
"22","2020-06-29 11:32:45-03","UFRJ","RFA","13198","PreservedSpecimen","Plantae",NA,NA,"Symplocaceae","Symplocos","glandulosomarginata","Symplocos glandulosomarginata","Hoehne","P. Occhioni","5342","1972","11","25",NA,"Brasil","Paraná","Paraná","Estr. Joinville-Curitiba km 47",NA,NA,NA,NA,NA,"Arbusto 4-5 m, flores alvas","RFA49948",NA,"P. Occhioni",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2019-10-09 11:25:21-03","UFBA","ALCB","050081","PreservedSpecimen","Plantae","Dicotyledon",NA,"Symplocaceae","Symplocos","glanduloso-marginata","Symplocos glanduloso-marginata","Hoehne","Cordeiro, J; Silva, JM; Fendrich, R; Pacheco, FRV","1512","1999","01","21","Southern America","Brasil","Paraná","São José dos Pinhais","Zinco.","-49.2","-25.533333",NA,NA,NA,"4,50m, frutos imaturos verdes.",NA,NA,"Hatschbach, G",NA,"1999",NA,"-49.2","-25.533333",NA,NA,NA,NA,NA,NA,NA
"24","2020-02-08 09:04:58-03","NBC","NL-BOTANY","L.1162381","PreservedSpecimen","Plantae",NA,"Ericales","Symplocaceae","Symplocos","glandulosomarginata","Symplocos glandulosomarginata","Hoehne","Smith LB; Klein RM",NA,"1956","11","12","Southern America","Brazil",NA,NA,"Santa Catarina Mun. Ibirama: Densely forested high morro, Horto Florestal, Ibirama, alt. 450-700 m.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1162381 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1162381","NL-L1162381",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"25","2020-02-08 09:04:58-03","NBC","NL-BOTANY","L.2667908","PreservedSpecimen","Plantae",NA,"Ericales","Symplocaceae","Symplocos","glandulosomarginata","Symplocos glandulosomarginata","Hoehne","Hatschbach GG",NA,"1966","11","07","Southern America","Brazil",NA,NA,"Est. Parana Mun. Quatro Barras. Rio do Sevro Corvo.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2667908 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2667908","NL-L2667908",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"26","2020-02-08 09:04:58-03","NBC","NL-BOTANY","L.2667909","PreservedSpecimen","Plantae",NA,"Ericales","Symplocaceae","Symplocos","glandulosomarginata","Symplocos glandulosomarginata","Hoehne","Smith LB; Klein RM",NA,"1956","11","12","Southern America","Brazil",NA,NA,"Santa Catarina Mun. Ibirama: Densely forested high morro, Horto Florestal, Ibirama, alt. 450-700 m.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2667909 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2667909","NL-L2667909",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"27","2020-02-08 09:04:58-03","NBC","NL-BOTANY","U.1746345","PreservedSpecimen","Plantae",NA,"Ericales","Symplocaceae","Symplocos","glandulosomarginata","Symplocos glandulosomarginata","Hoehne","Reitz R; Klein RM",NA,"1959","10","23","Southern America","Brazil",NA,NA,"Plantas de Santa Catarina-Brasil. Morro Soitzkopf, Blumenau. Mata.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1746345 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1746345","NL-U1746345",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"28","2020-02-08 09:04:58-03","NBC","NL-BOTANY","WAG.1244878","PreservedSpecimen","Plantae",NA,"Ericales","Symplocaceae","Symplocos","glandulosomarginata","Symplocos glandulosomarginata","Hoehne","Hatschbach GG",NA,NA,NA,NA,"Southern America","Brazil",NA,NA,"Guaricana (mun. S. José dos Pinhaes), Paraná.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1244878 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1244878","NL-WAG1244878",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"29","2020-02-08 09:04:58-03","NBC","NL-BOTANY","WAG.1244879","PreservedSpecimen","Plantae",NA,"Ericales","Symplocaceae","Symplocos","glandulosomarginata","Symplocos glandulosomarginata","Hoehne","Hatschbach GG",NA,NA,NA,NA,"Southern America","Brazil",NA,NA,"Guaricana (mun. S. José dos Pinhaes), Paraná.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1244879 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1244879","NL-WAG1244879",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"30","2020-02-08 09:04:58-03","NBC","NL-BOTANY","WAG.1244880","PreservedSpecimen","Plantae",NA,"Ericales","Symplocaceae","Symplocos","glandulosomarginata","Symplocos glandulosomarginata","Hoehne","Hatschbach GG",NA,NA,NA,NA,"Southern America","Brazil",NA,NA,"Paraná, Mun. Palmeira: Rod. do Cafe, Rio Tibagi.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1244880 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1244880","NL-WAG1244880",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"31","2020-11-04 11:20:09-03","ESALQ","ESA","60585","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Symplocaceae","Symplocos","glanduloso-marginata","Symplocos glanduloso-marginata","Hoehne","Silva, J.M. ; Abe, L.M.","2622.0","1998","11","11",NA,"Brasil","Paraná","Bocaiúva do Sul",NA,"-49.1150016784668","-25.2061004638672",NA,NA,NA,NA,"ESA060585","ESA060585","Aranha Filho, J.L.M.",NA,NA,NA,NA,NA,"61623","auto",NA,NA,NA,NA,NA
"32","2020-11-04 11:20:09-03","ESALQ","ESA","83364","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Symplocaceae","Symplocos","glanduloso-marginata","Symplocos glanduloso-marginata","Hoehne","Ribas, O.S. et al.","4421.0","2002","02","23",NA,"Brasil","Paraná","Guaratuba",NA,"-48.5746994018555","-25.8827991485596",NA,NA,NA,NA,"ESA083364","ESA083364","Aranha Filho, J.L.M.",NA,NA,NA,NA,NA,"41937","auto",NA,NA,NA,NA,NA
"33","2015-07-02 14:04:24-03","JBP","HPL","10054","S","Plantae",NA,NA,"Symplocaceae","Symplocos","glandulosomarginata","Symplocos glandulosomarginata","Hoehne","R. Tsuji","2402","2007","12","13",NA,"Brasil","SP","Bom Sucesso do Itararé","Coletado na estrada para Bom Sucesso do Itararé, em área de floresta ombrófila transicionando com Cerrado (borda de mata).",NA,NA,NA,NA,NA,NA,NA,NA,"R. Tsuji",NA,"2008","11",NA,NA,NA,NA,NA,"18",NA,NA,NA
"34","2015-07-02 14:04:24-03","JBP","HPL","9541","S","Plantae",NA,NA,"Symplocaceae","Symplocos","glandulosomarginata","Symplocos glandulosomarginata","Hoehne","R. Tsuji","2312","2007","11","15",NA,"Brasil","PR","Bom Sucesso de Itararé","Coletado nas proximidades do município de Bom Sucesso de Itararé; em borda de mata (lado direito).",NA,NA,NA,NA,NA,NA,NA,NA,"R. Tsuji",NA,"2008","11",NA,NA,NA,NA,NA,"17",NA,NA,NA
"35","2016-02-02 14:39:13-02","BGBM","B","B 10 0158490","S","Plantae",NA,NA,"Symplocaceae","Symplocos","glanduloso-marginata","Symplocos glanduloso-marginata","Hoehne","F. C. Hoehne","29945",NA,NA,NA,"Middle and South America","Brazil",NA,NA,"Estado de São Paulo: Capital, nativa no Jardim Botânico.",NA,NA,NA,NA,NA,"Plants of Brazil <a href=http://herbarium.bgbm.org/object/B100158490 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>","B100158490","B100158490 B100158490_1",NA,"isotype",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2016-02-02 14:39:13-02","BGBM","B","B 10 0158492","S","Plantae",NA,NA,"Symplocaceae","Symplocos","glanduloso-marginata","Symplocos glanduloso-marginata","Hoehne","Reitz & Klein","4130",NA,NA,NA,"Middle and South America","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"<a href=http://herbarium.bgbm.org/object/B100158492 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>","B100158492","B100158492",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2016-02-02 14:39:13-02","BGBM","B","B 10 0158491","S","Plantae",NA,NA,"Symplocaceae","Symplocos","glanduloso-marginata","Symplocos glanduloso-marginata","Hoehne","Cordeiro","1512",NA,NA,NA,"Middle and South America","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"<a href=http://herbarium.bgbm.org/object/B100158491 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>","B100158491","B100158491",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2016-02-02 14:39:13-02","BGBM","B","B 10 0158493","S","Plantae",NA,NA,"Symplocaceae","Symplocos","glanduloso-marginata","Symplocos glanduloso-marginata","Hoehne","Lyman B. Smith & R. M. Klein","7392",NA,NA,NA,"Middle and South America","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"<a href=http://herbarium.bgbm.org/object/B100158493 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>","B100158493","B100158493",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2019-02-15 11:51:14-02","IPA","IPA","44221","S","Plantae","Plantae",NA,"Symplocaceae","Symplocos","glanduloso-marginata","Symplocos glanduloso-marginata","Hoehne","Kummrow, R.","2507","1984","11","08","Southern America","Brasil","Paraná","Piraquara","Represa de Piraquara, Mata.","-49.0633010864258","-25.4416999816895",NA,NA,NA,"Árvore de 8m; flor verde.","IPA0044221",NA,"Hatschbach, G.",NA,"1985","03",NA,NA,"12577","auto",NA,NA,NA,NA,NA
"40","2019-08-27 13:28:51-03","IAP","PACA-AGP","87328","PreservedSpecimen","Plantae","Magnoliophyta","Ebenales","Symplocaceae","Symplocos","glanduloso-marginata","Symplocos glanduloso-marginata","Hoehne","O. S. Ribas","4421","2002","02","23",NA,"Brasil","PR","Guaratuba","Serra do Araçatuba","-48.5746994018555","-25.8827991485596",NA,NA,NA,"arvoreta, 4 m; fruto maduro negro; alt. 1350 m. Habitat: mata da encosta do morro Fenofase: fruto maturo Hábito: arvoreta Ecossistema: MATA","PACA087328",NA,"G. Hatschbach",NA,"2002",NA,NA,NA,"41937","auto","Magnoliatae",NA,NA,NA,NA
"41","2019-11-21 14:46:19-03","UFJF","CESJ","70898","PreservedSpecimen","Plantae","Angiosperma",NA,"Symplocaceae","Symplocos","glandulosomarginata","Symplocos glandulosomarginata","Hoehne","A. Kassner-Filho; D. Santos; G. Bollmann; D.A. Silva","1001","2017","09","11","América do Sul","Brasil","Santa Catarina","Major Gercino",NA,"-49.14","-27.449722","708","708",NA,"Borda da U. A. Árvore.","CESJ070898",NA,"D.M. Farias",NA,"2017","09","-49.14","-27.449722",NA,NA,NA,"27",NA,NA,NA
"42","2019-11-21 14:46:19-03","UFJF","CESJ","38398","PreservedSpecimen","Plantae","Angiosperma",NA,"Symplocaceae","Symplocos","glandulosomarginata","Symplocos glandulosomarginata","Hoehne","O.S. Ribas; A.P.Santos-Gonçalves; K. Matsumoto","4421","2002","02","23","América do Sul","Brasil","Paraná","Guaratuba","Serra do Araçatuba","-48.5746994018555","-25.8827991485596",NA,NA,NA,"Arvoreta, 4m, fruto maduro negro. Mata da encosta do morro. Alt.:1350m.","CESJ038398",NA,"J.L.M. Aranha Filho",NA,"2010","05",NA,NA,"41937","auto",NA,NA,NA,NA,NA
"43","2021-04-07 11:48:59-03","UFMS","CGMS","35357","PreservedSpecimen","Plantae",NA,NA,"Symplocaceae","Symplocos","glandulosomarginata","Symplocos glandulosomarginata","Hoehne","A.R. Silva","122","2006","11","18",NA,"Brasil","Paraná","Piraquara","Mananciais da Serra.","-48.9811111","-25.4977777","1021","1021",NA,"Frutos imaturos verdes. Habitat: Floresta Ombrófila Densa Montana. Relevo: Ondulado. Heliófita. Habito: Arvoreta. 5,00m de altura.","CGMS1064756",NA,"J. Cordeiro; E. Barboza",NA,NA,NA,"-48,9811111","-25,4977777",NA,NA,NA,NA,NA,NA,NA
"44","2021-04-07 11:48:59-03","UFMS","CGMS","12714","PreservedSpecimen","Plantae",NA,NA,"Symplocaceae","Symplocos","glandulosomarginata","Symplocos glandulosomarginata","Hoehne","O.S. Ribas; A.P. Santos-Gonçalves; K. Matsumoto","4421","2002","02","23",NA,"Brasil","Paraná","Guaratuba","Serra do Araçatuba.","-48.5746994018555","-25.8827991485596",NA,NA,NA,"Fruto maduro negro. Habitat: Mata de encosta. Altitude 1350m. Habito: Arvoreta. 4,00m de altura.","CGMS1042108",NA,"G. Hatschbach",NA,"2002",NA,NA,NA,"41937","auto",NA,NA,NA,NA,NA
"45","2019-08-20 10:27:11-03","UNICAMP","UEC",NA,"S","Plantae","Magnoliopsida",NA,"Symplocaceae","Symplocos","glandulosomarginata","Symplocos glandulosomarginata","Hoehne","Fritsch, PW; Aranha, JLM","1826","2005",NA,NA,NA,"Brazil","Paraná","Piraquara","Road to and vicinity of SANEPAR Water Company. 500 m from Represa do Carvalhinho, ca. 23 km from BR-277","-48","-25","1017","1017",NA,"Transitional between Araucaria forest and Mata Atlântica. Tree with dense spreading crown, 5 m tall. Flower buds green. Occasional at edge of forest, in partial shade",NA,NA,"Aranha, JLM",NA,"2007",NA,"-48","-25",NA,NA,NA,NA,NA,NA,NA
