"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","recordNumber","continentOcean","preparationType","previousCatalogNumber","occurrenceRemarks","phylum","order","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","class","relatedCatalogItem","relationshipType","individualCount","fieldNumber","typeStatus","infraspecificEpithet"
"11","2016-09-27 07:36:00-03","NY","NYBG","617782","PreservedSpecimen","Plantae","Araliaceae","Hydrocotyle","ranunculoides","Hydrocotyle ranunculoides",NA,"L. Constance","T. M. Pedersen","1967","10","16","Paraguay","Misiones",NA,"Estancia La Soledad, Santiago",NA,NA,NA,NA,NA,NA,"NY00617782",NA,"8631","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=651718' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Apiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","617781","PreservedSpecimen","Plantae","Araliaceae","Hydrocotyle","ranunculoides","Hydrocotyle ranunculoides","L.f.","M. E. Mathias; L. Constance","E. Werdermann","1929","03",NA,"Chile","Los Lagos",NA,"Valdivia. Valdivia",NA,NA,NA,NA,"10","10","NY00617781",NA,"1909","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=651721' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Apiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","617785","PreservedSpecimen","Plantae","Araliaceae","Hydrocotyle","ranunculoides","Hydrocotyle ranunculoides","L.f.",NA,"M. Rimachi Y.","1988","09","09","Peru","Loreto","Maynas","Dtto. fernando Lores. Rio Amazonas, Isla de Aguajal, margen de la play de Lucero Pata",NA,NA,NA,NA,"95","95","NY00617785",NA,"8840","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=651728' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Apiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","01081416","PreservedSpecimen","Plantae","Araliaceae","Hydrocotyle","ranunculoides","Hydrocotyle ranunculoides","L.f.","J. Mendoza F.","J. M. Pires","1978","08","04","Brazil","Mato Grosso",NA,"Sararé, Radambrasil, folha SD 21-YA; ponto 30.","-59.75","-14.83",NA,NA,NA,NA,"NY01081416","NY01081416_01","16455","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1226235' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Apiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","01081419","PreservedSpecimen","Plantae","Araliaceae","Hydrocotyle","ranunculoides","Hydrocotyle ranunculoides","L.f.","J. Mendoza F.","J. A. Ratter","1978","11","08","Brazil","Distrito Federal","Brasília","Below Velhacap (close to Nucleo Bandeirant)","-47.9294","-15.7797",NA,NA,NA,NA,"NY01081419","NY01081419_01","R.4299","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1226238' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Apiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","02332209","PreservedSpecimen","Plantae","Araliaceae","Hydrocotyle","ranunculoides","Hydrocotyle ranunculoides","L.f.",NA,"A. Gehrt","1938","10","18","Brazil","São Paulo","São Paulo","Cult. no Serviço de Botânica, proc. de Parnahyba.","-46.724373","-23.565521",NA,NA,NA,NA,"NY02332209","NY02332209_01","s.n.","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2512022' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Apiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","617786","PreservedSpecimen","Plantae","Araliaceae","Hydrocotyle","ranunculoides","Hydrocotyle ranunculoides","L.f.","L. Constance","J. C. Solomon","1986","12","14","Bolivia","La Paz","Pedro Domingo Murillo","Laguna Las Animas, ca. 5 km al este de Ovejuyo por el camino a Palca","-68","-16.52",NA,NA,"3900","3900","NY00617786",NA,"15770","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=651720' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Apiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2020-06-29 11:29:03-03","UFRJ","RFA","38512","PreservedSpecimen","Plantae","Araliaceae","Hydrocotyle","ranunculoides","Hydrocotyle ranunculoides","L.f.",NA,"N. C. Machado; T. U. P. Konno","2010","05","21","Brasil","Rio de Janeiro","Quissamã","PARNA Restinga de Jurubatiba. Próximo a lagoa Garças. Poça 27 (fundo da lagoa)","-41.241944","-22.103611","41º14'31''W","22º6'13''S",NA,NA,"RFA33507",NA,"109",NA,NA,NA,"Erva, anfíbia, inflorescência esverdeada",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-30 12:34:18-03","EAO","IAN","193793","PreservedSpecimen","Plantae","Araliaceae","Hydrocotyle","ranunculoides","Hydrocotyle ranunculoides","L.f.","Menezes, MPM","Menezes, MPM; Cardoso, JCO; Silva, MJ da; Mehlig, U","2007","10","31","Brasil","Amapá","Amapá","Sucuriju, lago Jaburu, em banco de vegetação flutuante (capim), predominantemente Poaceae","-50.0185","1.69375","-50.0185","1.69375",NA,NA,"IAN193793",NA,"276","Southern America",NA,NA,"Ilha de gramíneas e herbáceas flutuante com dominância de Poaceae.","Dicotiledônea",NA,"2008","03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-30 12:34:18-03","EAO","IAN","79449","PreservedSpecimen","Plantae","Araliaceae","Hydrocotyle","ranunculoides","Hydrocotyle ranunculoides","L.f.",NA,"Fróes, RL","1953","05",NA,"Brasil","Amazonas",NA,"Paraná do Ximborema, em frente a Manaus.",NA,NA,NA,NA,NA,NA,"IAN079449",NA,"29636","Southern America",NA,NA,"Planta aguática, em água estagnada. Flor branca.","Dicotiledônea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-30 12:34:18-03","EAO","IAN","69079","PreservedSpecimen","Plantae","Araliaceae","Hydrocotyle","ranunculoides","Hydrocotyle ranunculoides","L.f.","Mendoza, M","Black, GA","1951","01","23","Brasil","São Paulo","Itirapina","Campos de Itirapina.","-47.8199996948242","-22.25",NA,NA,NA,NA,"IAN069079",NA,"11243","Southern America",NA,NA,"Flutuante.","Dicotiledônea",NA,"2014","11","20","22843","auto",NA,NA,NA,NA,NA,NA,NA
"22","2020-02-27 21:09:00-03","PUCPR","HUCP","10233","S","Plantae","Araliaceae","Hydrocotyle","ranunculoides","Hydrocotyle ranunculoides","Bittencourt","Bessa, FA","Bessa, FA","1996","10","15","Brasil","Paraná","São Mateus de Sul","Petrobrás",NA,NA,NA,NA,NA,NA,"HUCP00005079","HUCP00005079","091",NA,NA,NA,NA,"Eudicotiledonea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2020-02-27 21:09:00-03","PUCPR","HUCP","25439","S","Plantae","Araliaceae","Hydrocotyle","ranunculoides","Hydrocotyle ranunculoides","Bittencourt","Cervi, AC","Bona, C; Alves, SCS; Padial, AA","2012","02","02","Brasil","Parana","Piraquara","Reservatório Piraquara I","-49.0633010864258","-25.4416999816895",NA,NA,NA,NA,"HUCP00025439",NA,"111",NA,NA,NA,"Presente em bancos de macrófitas. Hábito de vida Emergente ou Flutuante fixa.","Eudicotiledonea",NA,NA,NA,NA,"12577","auto",NA,NA,NA,NA,NA,NA,NA
"24","2020-02-27 21:09:00-03","PUCPR","HUCP","10142","S","Plantae","Araliaceae","Hydrocotyle","ranunculoides","Hydrocotyle ranunculoides","Bittencourt","Irgang, B","Bessa, FA","1996","07","16","Brasil","Paraná","São Mateus de Sul","Petrobrás",NA,NA,NA,NA,NA,NA,"HUCP00005072","HUCP00005072","008",NA,NA,NA,NA,"Eudicotiledonea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2020-02-27 21:09:00-03","PUCPR","HUCP","10193","S","Plantae","Araliaceae","Hydrocotyle","ranunculoides","Hydrocotyle ranunculoides","Bittencourt","Bessa, FA","Bessa, FA","1997","02","18","Brasil","Paraná","São Mateus de Sul","Petrobrás",NA,NA,NA,NA,NA,NA,"HUCP00005020","HUCP00005020","165",NA,NA,NA,NA,"Eudicotiledonea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2020-02-27 21:09:00-03","PUCPR","HUCP","10194","S","Plantae","Araliaceae","Hydrocotyle","ranunculoides","Hydrocotyle ranunculoides","Bittencourt","Bessa, FA","Bessa, FA","1996","12","17","Brasil","Paraná","São Mateus de Sul","Petrobrás",NA,NA,NA,NA,NA,NA,"HUCP00005124","HUCP00005124","115",NA,NA,NA,NA,"Eudicotiledonea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2020-02-27 21:09:00-03","PUCPR","HUCP","10195","S","Plantae","Araliaceae","Hydrocotyle","ranunculoides","Hydrocotyle ranunculoides","Bittencourt","Bessa, FA","Bessa, FA","1996","12","17","Brasil","Paraná","São Mateus de Sul","Petrobrás",NA,NA,NA,NA,NA,NA,"HUCP00005122","HUCP00005122","116",NA,NA,NA,NA,"Eudicotiledonea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2020-02-27 21:09:00-03","PUCPR","HUCP","10196","S","Plantae","Araliaceae","Hydrocotyle","ranunculoides","Hydrocotyle ranunculoides","Bittencourt","Bessa, FA","Bessa, FA","1997","02","18","Brasil","Paraná","São Mateus de Sul","Petrobrás",NA,NA,NA,NA,NA,NA,"HUCP00005176","HUCP00005176","178",NA,NA,NA,NA,"Eudicotiledonea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2020-02-27 21:09:00-03","PUCPR","HUCP","10197","S","Plantae","Araliaceae","Hydrocotyle","ranunculoides","Hydrocotyle ranunculoides","Bittencourt","Bessa, FA","Bessa, FA","1997","02","18","Brasil","Paraná","São Mateus de Sul","Petrobrás",NA,NA,NA,NA,NA,NA,"HUCP00005027","HUCP00005027","175",NA,NA,NA,NA,"Eudicotiledonea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2020-02-27 21:09:00-03","PUCPR","HUCP","10234","S","Plantae","Araliaceae","Hydrocotyle","ranunculoides","Hydrocotyle ranunculoides","Bittencourt","Bessa, FA","Bessa, FA","1996","09","13","Brasil","Paraná","São Mateus de Sul","Petrobrás",NA,NA,NA,NA,NA,NA,"HUCP00005183","HUCP00005183","064",NA,NA,NA,NA,"Eudicotiledonea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2020-02-27 21:09:00-03","PUCPR","HUCP","6734","S","Plantae","Araliaceae","Hydrocotyle","ranunculoides","Hydrocotyle ranunculoides","Bittencourt","Jaszczerski, JC","Medeiros, MLMB","1990","10","23","Brasil","Paraná","Curitiba","Parque Passaúna, Setor 1-Braço 1.","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,"HUCP00005123","HUCP00005123","056",NA,NA,NA,NA,"Eudicotiledonea",NA,NA,NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA,NA
"32","2020-11-26 18:07:05-03","CPAN-UFMS","COR","2103","PreservedSpecimen","Plantae","Araliaceae","Hydrocotyle","ranunculoides","Hydrocotyle ranunculoides","L.f.",NA,"Mendes,C.R.; Bueno, N.R.; Ishii, I.H.;Damasceno Junior, G.A.; G.A.","1990","11","01","Brasil","Mato Grosso do Sul","Corumbá","Baía do Jacadigo. Áquatico; ; plano.","-57.6533012390137","-19.0091991424561",NA,NA,NA,NA,NA,NA,"46",NA,NA,NA,"material de monografia de graduação - Catarina Ruas Mendes",NA,NA,NA,NA,NA,"295160","auto",NA,NA,NA,NA,NA,NA,NA
"33","2020-11-26 18:07:05-03","CPAN-UFMS","COR","7764","PreservedSpecimen","Plantae","Araliaceae","Hydrocotyle","ranunculoides","Hydrocotyle ranunculoides","L.f.","Silva, R.R.","Machado, A.S.; Ramos, E.","2001","05","04","Brasil","Mato Grosso do Sul","Corumbá","Distrito de Albuquerque, Baia do Tamengo. aquático; ;.","-57.6533012390137","-19.0091991424561",NA,NA,NA,NA,NA,NA,"38",NA,NA,NA,"Com Flor: branca; Com fruto:verde claro",NA,NA,NA,NA,NA,"295160","auto",NA,NA,NA,NA,NA,NA,NA
"34","2020-11-26 18:07:05-03","CPAN-UFMS","COR","777","PreservedSpecimen","Plantae","Araliaceae","Hydrocotyle","ranunculoides","Hydrocotyle ranunculoides","L.f.","Almeida Rego","Rego, A.","1986","07","26","Brasil","Mato Grosso do Sul","Corumbá","Lagoa do Jacadigo. Planície.","-57.6533012390137","-19.0091991424561",NA,NA,NA,NA,NA,NA,"606",NA,NA,NA,NA,NA,NA,NA,NA,NA,"295160","auto",NA,NA,NA,NA,NA,NA,NA
"35","2021-03-02 16:28:34-03","CPAN-UFMS","COR","6832","PreservedSpecimen","Plantae","Araliaceae","Hydrocotyle","ranunculoides","Hydrocotyle ranunculoides","L.f.","M. Mendoza","Silva, P. C.","1999","09","28","Brasil","Mato Grosso do Sul","Corumbá","Passo do Lontra - Base de Pesquisa da UFMS","-57.6533012390137","-19.0091991424561",NA,NA,NA,NA,NA,NA,"39",NA,NA,NA,"Erva aquática Habito: Erva aquática",NA,NA,"2016","01","21","295160","auto",NA,NA,NA,NA,NA,NA,NA
"36","2020-11-26 18:07:05-03","CPAN-UFMS","COR","8967","PreservedSpecimen","Plantae","Araliaceae","Hydrocotyle","ranunculoides","Hydrocotyle ranunculoides","L.f.","Porfírio, G. E. O.","Avellar, A.L.F.","2002","10","23","Brasil","Mato Grosso do Sul","Corumbá","Rio Paraguai, Serra do Amolar.","-57.6533012390137","-19.0091991424561",NA,NA,NA,NA,NA,NA,"6",NA,NA,NA,NA,NA,NA,NA,NA,NA,"295160","auto",NA,NA,NA,NA,NA,NA,NA
"37","2020-11-26 18:07:05-03","CPAN-UFMS","COR","485","PreservedSpecimen","Plantae","Araliaceae","Hydrocotyle","ranunculoides","Hydrocotyle ranunculoides","L.f.",NA,"Paula, J. E. & Conceição, C. A.","1982","11","07","Brasil","Mato Grosso do Sul","Ladário",NA,"-57.6016998291016","-19.0046997070312",NA,NA,NA,NA,NA,NA,"1595",NA,NA,NA,"Herbácea perfumada; flor bege Habito: Herbácea",NA,NA,NA,NA,NA,"23141","auto",NA,NA,NA,NA,NA,NA,NA
"38","2020-11-26 18:07:05-03","CPAN-UFMS","COR","725","PreservedSpecimen","Plantae","Araliaceae","Hydrocotyle","ranunculoides","Hydrocotyle ranunculoides","L.f.","Almeida Rego","Rego, A.","1986","07","22","Brasil","Mato Grosso do Sul","Ladário","Polder. Planície.","-57.6016998291016","-19.0046997070312",NA,NA,NA,NA,NA,NA,"548",NA,NA,NA,"Flores em umbela",NA,NA,NA,NA,NA,"23141","auto",NA,NA,NA,NA,NA,NA,NA
"39","2020-02-08 08:44:01-03","NBC","NL-BOTANY","AMD.20523","PreservedSpecimen","Plantae","Umbelliferae","Hydrocotyle","ranunculoides","Hydrocotyle ranunculoides","L.f.",NA,"Herter","1927","09","18","Uruguay",NA,NA,"Dep. de Montevideo, Dict. Santiago Vasquez.",NA,NA,NA,NA,NA,NA,"NL-AMD20523","NL-AMD20523",NA,"Southern America",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/AMD.20523 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Apiales",NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"40","2020-02-08 08:44:01-03","NBC","NL-BOTANY","L.2583272","PreservedSpecimen","Plantae","Umbelliferae","Hydrocotyle","ranunculoides","Hydrocotyle ranunculoides","L.f.","Constance L","Hassler E","1913","07","01","Paraguay","Central",NA,"in regione lacus Ypacaray","-57.32","-25.32","-57.32","-25.32",NA,NA,"NL-L2583272","NL-L2583272",NA,"Southern America",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2583272 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Apiales",NA,NA,NA,NA,NA,"Magnoliopsidae","L 0768816",NA,NA,NA,NA,NA
"41","2020-02-08 08:44:01-03","NBC","NL-BOTANY","L.2583273","PreservedSpecimen","Plantae","Umbelliferae","Hydrocotyle","ranunculoides","Hydrocotyle ranunculoides","L.f.","Constance L","Pedersen TM","1967","10","16","Paraguay","Misiones",NA,NA,"-56.7833","-27.15","-56.7833","-27.15",NA,NA,"NL-L2583273","NL-L2583273",NA,"Southern America",NA,NA,"wet ground<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2583273 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Apiales",NA,NA,NA,NA,NA,"Magnoliopsidae","L 0768815",NA,NA,NA,NA,NA
"42","2020-02-08 08:44:01-03","NBC","NL-BOTANY","L.2583274","PreservedSpecimen","Plantae","Umbelliferae","Hydrocotyle","ranunculoides","Hydrocotyle ranunculoides","L.f.","Vink R","Vink R","1985","05","15","Colombia","Cundinamarca",NA,NA,"-74","5","-74.0","5.0",NA,NA,"NL-L2583274","NL-L2583274",NA,"Southern America",NA,NA,"in laguna<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2583274 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Apiales","1985","05","15",NA,NA,"Magnoliopsidae","L 0768814",NA,NA,NA,NA,NA
"43","2020-02-08 08:44:01-03","NBC","NL-BOTANY","L.2583275","PreservedSpecimen","Plantae","Umbelliferae","Hydrocotyle","ranunculoides","Hydrocotyle ranunculoides","L.f.",NA,"Pedersen TM","1962","09","24","Paraguay","Misiones",NA,NA,"-56.7833","-27.15","-56.7833","-27.15",NA,NA,"NL-L2583275","NL-L2583275",NA,"Southern America",NA,NA,"shallow brook, in slight shade<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2583275 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Apiales",NA,NA,NA,NA,NA,"Magnoliopsidae","L 0768813",NA,NA,NA,NA,NA
"44","2020-02-08 08:44:01-03","NBC","NL-BOTANY","L.2583277","PreservedSpecimen","Plantae","Umbelliferae","Hydrocotyle","ranunculoides","Hydrocotyle ranunculoides","L.f.","Constance L","Fiebrig K","1909","01","01","Paraguay","Alto Paraná",NA,NA,"-55","-25.24","-55.0","-25.24",NA,NA,"NL-L2583277","NL-L2583277",NA,"Southern America",NA,NA,"in regione fluminis<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2583277 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Apiales",NA,NA,NA,NA,NA,"Magnoliopsidae","L 0768811",NA,NA,NA,NA,NA
"45","2020-02-08 08:44:01-03","NBC","NL-BOTANY","L.2583278","PreservedSpecimen","Plantae","Umbelliferae","Hydrocotyle","ranunculoides","Hydrocotyle ranunculoides","L.f.",NA,"Ule EHG","1902","06","01","Peru","Loreto",NA,NA,"-74.2","-7","-74.2","-7.0",NA,NA,"NL-L2583278","NL-L2583278",NA,"Southern America",NA,NA,"im Wasser<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2583278 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Apiales",NA,NA,NA,NA,NA,"Magnoliopsidae","L 0768810",NA,NA,NA,NA,NA
"46","2020-02-08 08:44:01-03","NBC","NL-BOTANY","L.3730054","PreservedSpecimen","Plantae","Umbelliferae","Hydrocotyle","ranunculoides","Hydrocotyle ranunculoides","L.f.",NA,"Cleef AM","1972","08","30","Colombia",NA,NA,"Flora Colombiana. Cundinamarca: Cabeceras de la Quebrada Chusa entre la mina de cal del paramo de Palacio y el paramo de Chingaza, Orilla NW humeda con Suvallencchloa y muchisimas especies de criptogamas.",NA,NA,NA,NA,NA,NA,"NL-L3730054","NL-L3730054",NA,"Southern America",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.3730054 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Apiales",NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
