"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","barcode","imagecode","phylum","order","recordNumber","continentOcean","locality","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","yearIdentified","monthIdentified","coordinatePrecision","geoFlag","dayIdentified","class","infraspecificEpithet","relatedCatalogItem","typeStatus","fieldNumber","individualCount","sex"
"11","2021-03-15 16:37:00-03","NY","NYBG","1026963","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","hirtus","Croton hirtus","L'Hér.","S. L. Ginzbarg","H. S. Irwin","1965","12","16","Brazil","Distrito Federal","Brasília","-47.9167","-15.60256",NA,NA,"NY01026963","NY01026963_01","Magnoliophyta","Malpighiales","11347","South America","Córrego Landím, ca. 20 km N. of Brasília","950","950","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1131375' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","504169","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","hirtus","Croton hirtus","L'Hér.","S. L. Ginzbarg","A. Löfgren","1893","01","12","Brazil","São Paulo","Franca","-47.408394","-20.588552",NA,NA,"NY00504169","NY00504169_01","Magnoliophyta","Malpighiales","s.n.","South America","Franca",NA,NA,"sheet","Ex Herv. Com. Geog. e Geol. de Sao Paulo No. 2108 <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=313935' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","01301856","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","hirtus","Croton hirtus","L'Hér.","S. L. Ginzbarg","R. Spruce","1849","11",NA,"Brazil","Pará",NA,"-54.740486","-2.449614",NA,NA,"NY01301856","NY01301856_01","Magnoliophyta","Malpighiales","s.n.","South America","In vicinibus Santarem.",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1579487' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","504164","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","hirtus","Croton hirtus","L'Hér.","S. L. Ginzbarg","A. Weberbauer","1927","02","28","Peru","Tumbes","Tumbes",NA,NA,NA,NA,"NY00504164",NA,"Magnoliophyta","Malpighiales","7697","South America","Plain S. E. of Hacienda La Choza","100","200","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=313929' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","504162","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","hirtus","Croton hirtus","L'Hér.","S. L. Ginzbarg","L. A. Mattos Silva","1988","03","22","Brazil","Bahia","Iaçú","-40.17","-12.82",NA,NA,"NY00504162","NY00504162_01","Magnoliophyta","Malpighiales","798","South America","Rodovia Iaçu/Milagres (BA 046). km 13. Coletas no inicio do ramal para as fazendas Suíbra e Morros. Lado esquerda da rodovia","240","240","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=313927' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2016-09-29 10:53:00-03","NY","NYBG","504166","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","hirtus","Croton hirtus",NA,"L. J. Gillespie","L. J. Gillespie","1989","04","14","Guyana",NA,NA,"-58.45","6.83",NA,NA,"NY00504166",NA,"Magnoliophyta","Malpighiales","1026","South America","Essequibo. Essequibo Ils-W Demerara Region: Naamryck Canal; +- 3.5 km SW of Parika",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=313932' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2016-11-01 13:45:00-02","NY","NYBG","504165","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","hirtus","Croton hirtus",NA,"S. L. Ginzbarg","Bracho","1963","04",NA,"Venezuela","Carabobo",NA,"-68.36","10.45",NA,NA,"NY00504165","NY00504165_01","Magnoliophyta","Malpighiales","9","South America","26 km al oeste de Moron",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=313933' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","1182800","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","hirtus","Croton hirtus","L'Hér.",NA,"D. B. O. S. Cardoso","2006","04","22","Brazil","Bahia","Itaberaba","-40.5164","-12.4169",NA,NA,"NY01182800","NY01182800_01","Magnoliophyta","Malpighiales","1256","South America","ARIE Serra do Orobó, entrada da Fazenda Leão dos Brejos.","398","398","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1408987' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","02431385","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","hirtus","Croton hirtus","L'Hér.",NA,"L. Riedel",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,"NY02431385","NY02431385_01","Magnoliophyta","Malpighiales",NA,"South America",NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2968409' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","1281012","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","hirtus","Croton hirtus","L'Hér.","S. L. Ginzbarg","M. de F. Agra","1993","03","24","Brazil","São Paulo","Itaporanga","-49.49","-23.7003",NA,NA,"NY01281012","NY01281012_01","Magnoliophyta","Malpighiales","1715","South America","BR-PB, Serra Água Branca.",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1660054' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","504168","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","hirtus","Croton hirtus","L'Hér.","S. L. Ginzbarg","M. de F. Agra","1993","03","24","Brazil","Paraíba","Itaporanga","-38.1503","-7.3044",NA,NA,"NY00504168","NY00504168_01","Magnoliophyta","Malpighiales","1693","South America","Itaporanga, Sitio S. Gonçalo",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=313934' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","504769","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","verbenifolius","Croton verbenifolius","Müll.Arg.","S. L. Ginzbarg","G. G. Hatschbach","1973","10","01","Brazil","Paraná","Ponta Grossa","-49.96198","-25.145584",NA,NA,"NY00504769",NA,"Magnoliophyta","Malpighiales","17136","South America","Passo do Pupo",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=608896' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","504773","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","verbenifolius","Croton verbenifolius","Müll.Arg.","S. L. Ginzbarg","L. B. Smith","1957","01","03","Brazil","Santa Catarina","Joaçaba","-51.5044","-27.1783",NA,NA,"NY00504773",NA,"Magnoliophyta","Malpighiales","9840","South America","Campos of Rio Iraní, 15 km east of Ponte Serrada","700","900","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=608899' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","504772","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","verbenifolius","Croton verbenifolius","Müll.Arg.","S. L. Ginzbarg","G. Jönsson","1914","10","08","Brazil","Paraná","Contenda","-49.5344","-25.6758",NA,NA,"NY00504772",NA,"Magnoliophyta","Malpighiales","1064a","South America","Serrinha","840","840","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=608898' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","504770","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","verbenifolius","Croton verbenifolius","Müll.Arg.","S. L. Ginzbarg","G. G. Hatschbach","1972","12","18","Brazil","Paraná","Uniao da Vitória","-51.0864","-26.23",NA,NA,"NY00504770",NA,"Magnoliophyta","Malpighiales","30680","South America","S. Cristovao",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=608897' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","504774","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","verbenifolius","Croton verbenifolius","Müll.Arg.","S. L. Ginzbarg","G. F. J. Pabst","1961","10","31","Brazil","Rio Grande do Sul","Caçapava do Sul","-53.4914","-30.5122",NA,NA,"NY00504774",NA,"Magnoliophyta","Malpighiales","6456","South America","Caçapava do Sul. Prope Gruta do Segredo",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=608900' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","504775","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","verbenifolius","Croton verbenifolius","Müll.Arg.","S. L. Ginzbarg","B. Rambo","1947","01","10","Brazil","Rio Grande do Sul","Bom Jesus","-50.388347","-28.558459",NA,NA,"NY00504775",NA,"Magnoliophyta","Malpighiales","34779","South America","Fazenda B. Velho, Bom Jesus",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=608902' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","504771","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","verbenifolius","Croton verbenifolius","Müll.Arg.","S. L. Ginzbarg","P. K. H. Dusén","1914","06","13","Brazil","Paraná","Contenda","-49.5344","-25.6758",NA,NA,"NY00504771",NA,"Magnoliophyta","Malpighiales","15189","South America","Serrinha","840","840","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=608901' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-02-18 09:29:31-03","UNESP-IBB","BOTU","2020","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","hirtus","Croton hirtus","L'Hér.","Ginzbarg, S.","Gottsberger, I.S.","1973","01","26","Brasil","Bahia","Possões",NA,NA,"9999","9999","BOTU002020",NA,NA,NA,"18",NA,NA,NA,NA,NA,"Árvores de 4 m de altura","1988","01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-01-06 11:42:14-03","UFPI-MRV","HDELTA","1474","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","hirtus","Croton hirtus","L' Her.","Andrade, I. M.","Castro, K. N. C.","2016","06","23","Brasil","Piauí",NA,NA,NA,NA,NA,"HDELTA001474",NA,NA,NA,NA,NA,NA,NA,NA,NA,"<ll>dwc_commonname:</ll> Croton",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2020-12-15 11:14:37-03","FUNED","FUNED-POL","4649","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","hirtus","Croton hirtus",NA,NA,"Bastos, E.M.A.F.","2010","12","14","Brasil","MG","Janaúba","-43.463056","-15.709167","43W 27' 47","15S 42' 33","POL004649","POL004649_p01 POL004649_p02 POL004649_p03 POL004649_p04",NA,NA,NA,NA,"Fazenda Coqueiros Mata Seca",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-30 12:38:10-03","EAO","IAN","100449","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","hirtus","Croton hirtus","L'Hér.","Ginzbarg, S","Vogl, OSBC","1928",NA,NA,"Venezuela",NA,NA,NA,NA,NA,NA,"IAN100449",NA,"Dicotiledônea",NA,"241","Southern America",NA,NA,NA,NA,NA,"1988","01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-30 12:38:10-03","EAO","IAN","104590","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","hirtus","Croton hirtus","L'Hér.","Ginzbarg, S","Magalhães, M","1943","03","24","Brasil","Minas Gerais",NA,NA,NA,NA,NA,"IAN104590",NA,"Dicotiledônea",NA,"2826","Southern America","Capoeira; Base serra Piedade. Caete.",NA,NA,NA,"Subarbusto 0,40-0,50m alt. freq.grupos. Amargem dos caminhos para a subida da serra.","1988","01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-30 12:38:10-03","EAO","IAN","123401","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","hirtus","Croton hirtus","L'Hér.","Ginzbarg, S","Oliveira, E","1965","09","29","Brasil","Pará",NA,NA,NA,NA,NA,"IAN123401",NA,"Dicotiledônea",NA,"3400","Southern America","Ilha do Marajó, Rio Genipapo, Retiro Ilha Nova.",NA,NA,NA,"Arbustinho, flor branca, frutos.","1988","01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-30 12:38:10-03","EAO","IAN","151912","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","hirtus","Croton hirtus","L'Hér.","Ginzbarg, S","Ribeiro, BGS; Pinheiro, A","1976","01","27","Brasil","Maranhão",NA,NA,NA,NA,NA,"IAN151912",NA,"Dicotiledônea",NA,"1253","Southern America","Margem da estrada Colombo - Anajatuba - Solo arenoso- Capoeira baixa.",NA,NA,NA,"Planta de 40cm. Flor esbranquicada.","1988","01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-30 12:38:10-03","EAO","IAN","72185","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","hirtus","Croton hirtus","L'Hér.","Ginzbarg, S","Black, GA","1951","10",NA,"Brasil",NA,"Rio Branco",NA,NA,NA,NA,"IAN072185",NA,"Dicotiledônea",NA,"13970","Southern America","Boa Vista",NA,NA,NA,"Arva; folhagem densa e crassa.","1988","01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-30 12:38:10-03","EAO","IAN","79153","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","hirtus","Croton hirtus","L'Hér.","Ginzbarg, S","Sobrinho, V","1936","02",NA,"Brasil","Pernambuco",NA,NA,NA,NA,NA,"IAN079153",NA,"Dicotiledônea",NA,"17","Southern America","Abundante em toda a zona canavieira.",NA,NA,NA,NA,"1988","01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-30 12:38:10-03","EAO","IAN","83769","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","hirtus","Croton hirtus","L'Hér.","Ginzbarg, S","Black, GA","1954","06","04","Brasil","Pará",NA,NA,NA,NA,NA,"IAN083769",NA,"Dicotiledônea",NA,"16350","Southern America","Rio Moju, fabrica.",NA,NA,NA,"Planta de 5-10cm. flor branca.","1988","01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-30 12:38:10-03","EAO","IAN","90607","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","hirtus","Croton hirtus","L'Hér.","Ginzbarg, S","Macêdo, A","1956","01","10","Brasil","Minas Gerais","Ituiutuba",NA,NA,NA,NA,"IAN090607",NA,"Dicotiledônea",NA,"4122","Southern America",NA,NA,NA,NA,"Sub. arbusto em capoeira Brancas.","1988","01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-30 12:38:10-03","EAO","IAN","96497","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","hirtus","Croton hirtus","L'Hér.",NA,"Black, GA","1957","07","15","Brasil","Pará",NA,NA,NA,NA,NA,"IAN096497",NA,"Dicotiledônea",NA,"20130","Southern America","Rio Maicuru; localidade Cateia.",NA,NA,NA,"Erva.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-30 12:38:10-03","EAO","IAN","99048","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","hirtus","Croton hirtus","L'Hér.","Ginzbarg, S","Sobrinho, V","1936","02",NA,"Brasil","Pernambuco",NA,NA,NA,NA,NA,"IAN099048",NA,"Dicotiledônea",NA,"17","Southern America","Abundante em toda a zona canavieira.",NA,NA,NA,NA,"1988","01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-30 12:38:10-03","EAO","IAN","182956","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","hirtus","Croton hirtus","L'Hér.","Oliveira, JCL de","Vieira, CM","2007","02","13","Brasil","Maranhão","Palmeirândia","-44.8950004577637","-2.64527988433838",NA,NA,"IAN182956",NA,"Dicotiledônea",NA,"94","Southern America",NA,NA,NA,NA,NA,NA,NA,"34045","auto",NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-03-30 12:38:10-03","EAO","IAN","168304","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","hirtus","Croton hirtus","L'Hér.","Lima, LR","Secco, RS; Rosa, NA","1998","04","27","Brasil","Maranhão","São Luís","-44.3027992248535","-2.52972006797791",NA,NA,"IAN168304",NA,"Dicotiledônea",NA,"878","Southern America","Área de Itaquihacanga, campus Universitário (UFMA).",NA,NA,NA,"Erva de 80cm de altura. Ramos com pêlos duros; urentes flores estaminadas brancas; frutos verdes.","2003","07","33693","auto","22",NA,NA,NA,NA,NA,NA,NA
"44","2021-03-30 12:38:10-03","EAO","IAN","1440","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","hirtus","Croton hirtus","L'Hér.","Ginzbarg, S","Black, GA","1945","11","03","Brasil","Pará","Belém","-48.5043983459473","-1.4558299779892",NA,NA,"IAN001440","IAN001440_ft","Dicotiledônea",NA,"518","Southern America",NA,NA,NA,NA,NA,"1988","01","48462","auto",NA,NA,NA,NA,NA,NA,NA,NA
"45","2021-03-30 12:38:10-03","EAO","IAN","144512","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","hirtus","Croton hirtus","L'Hér.","Ginzbarg, S","Pires, JM","1974","09","27","Brasil","Pará","Belém","-48.5043983459473","-1.4558299779892",NA,NA,"IAN144512",NA,"Dicotiledônea",NA,"14898","Southern America",NA,NA,NA,NA,"Amostra quimica n. 219.","1988","01","48462","auto",NA,NA,NA,NA,NA,NA,NA,NA
"46","2021-03-30 12:38:10-03","EAO","IAN","17440","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","hirtus","Croton hirtus","L'Hér.","Ginzbarg, S","Pires, JM; Black, GA","1945","11","03","Brasil","Pará","Belém","-48.5043983459473","-1.4558299779892",NA,NA,"IAN017440","IAN017440","Dicotiledônea",NA,"518","Southern America",NA,NA,NA,NA,NA,"1988","01","48462","auto",NA,NA,NA,NA,NA,NA,NA,NA
"47","2021-03-30 12:38:10-03","EAO","IAN","17441","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","hirtus","Croton hirtus","L'Hér.","Ginzbarg, S","Pires, JM; Black, GA","1945","11","03","Brasil","Pará","Belém","-48.5043983459473","-1.4558299779892",NA,NA,"IAN017441","IAN017441","Dicotiledônea",NA,"518","Southern America",NA,NA,NA,NA,NA,"1988","01","48462","auto",NA,NA,NA,NA,NA,NA,NA,NA
"48","2021-03-30 12:38:10-03","EAO","IAN","17442","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","hirtus","Croton hirtus","L'Hér.","Ginzbarg, S","Pires, JM; Black, GA","1945","11","03","Brasil","Pará","Belém","-48.5043983459473","-1.4558299779892",NA,NA,"IAN017442","IAN017442","Dicotiledônea",NA,"519","Southern America",NA,NA,NA,NA,NA,"1988","01","48462","auto",NA,NA,NA,NA,NA,NA,NA,NA
