"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","yearIdentified","monthIdentified","dayIdentified","year","month","day","individualCount","occurrenceRemarks","identifiedBy","scientificNameAuthorship","recordedBy","recordNumber","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","barcode","imagecode","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","class","minimumElevationInMeters","maximumElevationInMeters","typeStatus","infraspecificEpithet","relatedCatalogItem"
"25","2015-05-20 10:36:13-03","UFERSA","MOSS","5888","S","Plantae",NA,NA,"Orchidaceae","Cattleya","granulosa","Cattleya granulosa","2000","08","12","2000","08","12",NA,"epífita; coletado nas dunas.","Oliveira, O.F. de","Lindl.","Figueiredo, M.de L.","2","América do Sul","Brasil","Rio Grande do Norte","Rio do Fogo","localidade Panaú.","-35.3831","-5.27278",NA,NA,NA,NA,NA,"22668","auto",NA,NA,NA,NA,NA,NA
"26","2015-05-20 10:36:13-03","UFERSA","MOSS","5887","S","Plantae",NA,NA,"Orchidaceae","Cattleya","granulosa","Cattleya granulosa","2000","08","12","2000","08","12",NA,"epífita; coletado nas dunas.","Felix, L.P.","Lindl.","Figueiredo, M.de L.","2","América do Sul","Brasil","Rio Grande do Norte","Rio do Fogo","localidade Panaú.","-35.3831","-5.27278",NA,NA,NA,NA,NA,"22668","auto",NA,NA,NA,NA,NA,NA
"27","2020-07-10 09:48:12-03","MBML","MBML-HERBARIO","24987",NA,"Plantae",NA,NA,"Orchidaceae","Cattleya","schofieldiana","Cattleya schofieldiana",NA,NA,NA,"2005","01","23",NA,"Epífita a 20cm do solo, planta com 1,5m, inflorescência verde com brácteas amarelas com pintas lilás, pétalas e sépalas verdes amareladas com pintas vináceas, labelo com lóbulos laterais amarelos com margens branca e lóbulo mediano da","A. P. Fontana/23-01-2005","Rchb.f.","A. P. Fontana","1107",NA,"Brasil","Espírito Santo","Santa Leopoldina","Caramuru","-40.5297012329102","-20.1005992889404",NA,"MBML024987","MBML024987",NA,NA,"23799","auto",NA,NA,NA,NA,NA,NA
"28","2021-01-26 13:56:58-03","IMA","MAC","31926","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Cattleya","granulosa","Cattleya granulosa","2007","11","29","2007","11","29",NA,"Epífita. Erva ca. de 30 cm. Flores marrons. Labelo róseo.; Mata Pluvial Atlântica. Mata em encosta.","E.C.O.Chagas","Lindl.","Chagas-Mota","159",NA,"Brasil","Alagoas","Maceió","Serra da Saudinha, Fazenda Cela.","-35.708947","-9.649847",NA,"MAC0031926",NA,"-35.708947","-9.649847",NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-01-26 13:56:58-03","IMA","MAC","37729","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Cattleya","granulosa","Cattleya granulosa","2009","03","28","2009","03","28",NA,"Erva rupícola ca. 80 cm de altura. Flor e fruto passados.; Mata Pluvial Atlântica.","E.C.O.Chagas","Lindl.","Chagas-Mota; E.Gonçalves; N.Ramos","2444",NA,"Brasil","Alagoas","Boca da Mata","Fazenda Daniel.","-36.213092","-9.643836",NA,"MAC0037729",NA,"-36.213092","-9.643836",NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-01-26 13:56:58-03","IMA","MAC","41182","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Cattleya","granulosa","Cattleya granulosa","2009","05","06","2009","05","06",NA,"Epífita. Estéril.; Mata Pluvial Atlântica.","E.C.O.Chagas","Lindl.","Chagas-Mota; N.Ramos","3441",NA,"Brasil","Alagoas","Chã Preta","Serra Lisa.","-36.284775","-9.241017",NA,"MAC0041182",NA,"-36.284775","-9.241017",NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-01-26 13:56:58-03","IMA","MAC","45035","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Cattleya","granulosa","Cattleya granulosa","2009","11","28","2009","11","28",NA,"Epífita. Estéril.; Mata Atlântica.","E.C.O.Chagas","Lindl.","Chagas-Mota; S.Brasileiro","6539",NA,"Brasil","Alagoas","Viçosa","Serra Dois Irmãos.","-36.306458","-9.384961",NA,"MAC0045035",NA,"-36.306458","-9.384961",NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-01-26 13:56:58-03","IMA","MAC","53568","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Cattleya","granulosa","Cattleya granulosa","2011","11","09","2011","11","09",NA,"Epífita. Flores verdes; máculas marrons.; Mata Atlântica.","E.C.O.Chagas","Lindl.","Chagas-Mota","11330",NA,"Brasil","Alagoas","União dos Palmares","Estação Ecológica de Murici, Bananeiras.","-36.203742","-10.562992",NA,"MAC0053568",NA,"-36.203742","-10.562992",NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-01-26 13:56:58-03","IMA","MAC","53630","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Cattleya","granulosa","Cattleya granulosa","2011","11","19","2011","11","23",NA,"Epífita. Flor verde; máculas marrons.; Mata Atlântica.","E.C.O.Chagas","Lindl.","Chagas-Mota","11392",NA,"Brasil","Alagoas","Flexeiras","Estação Ecológica de Murici, Fazenda Santa Fé.","-35.724414","-9.275003",NA,"MAC0053630",NA,"-35.724414","-9.275003",NA,NA,NA,NA,NA,NA,NA,NA
"34","2014-11-06 16:18:19-02","UFPB","EAN","4014","S","Plantae",NA,NA,"Orchidaceae","Cattleya","granulosa","Cattleya granulosa","1987","01","04","1987","01","04",NA,"Herbácea; flores amareladas..Habitat: Epífita","L. P. Felix & G. V. Dornelas","Lindl","L. P. Felix ; G. V. Dornelas","935",NA,"Brasil","Paraíba","Santa Rita",NA,"-34.9781","-7.11389",NA,NA,NA,NA,NA,"25560","auto",NA,NA,NA,NA,NA,NA
"35","2014-11-06 16:18:19-02","UFPB","EAN","2421","S","Plantae",NA,NA,"Orchidaceae","Cattleya","granulosa","Cattleya granulosa","1984","10","04","1982","01","01",NA,"Herbácea; flores com pétalas e sépalas com pintas vináceas e labelo roxo-amarelado..Habitat: Epífita","L. P. Felix","Lindl",NA,NA,NA,"Brasil","Paraíba","Itapororoca","Fazenda macacos","-35.2472","-6.82972",NA,NA,NA,NA,NA,"12863","auto",NA,NA,NA,NA,NA,NA
"36","2021-03-01 11:49:57-03","UFPE","UFP","73484","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Cattleya","granulosa","Cattleya granulosa",NA,NA,NA,"2010","03","01",NA,"Epífita estéril.",NA,"Lindl.","Pessoa, E; Garcia, JD","259",NA,"Brasil","Pernambuco","Igarassu",NA,"-34.9063987731934","-7.83416986465454",NA,"UFP073484",NA,NA,NA,"24709","auto",NA,NA,NA,NA,NA,NA
"37","2021-03-01 11:49:57-03","UFPE","UFP","6986","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Cattleya","granulosa","Cattleya granulosa","2012",NA,NA,"1983",NA,NA,NA,"Epífita; floração em cultivo.; Epífita; floração em cultivo.",NA,"Lindl.","Silva, MS","s.n.",NA,"Brasil","Pernambuco","Primavera",NA,"-35.3541984558105","-8.33139038085938",NA,"UFP006986",NA,NA,NA,"12920","auto",NA,NA,NA,NA,NA,NA
"38","2021-03-01 11:49:57-03","UFPE","UFP","58914","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Cattleya","granulosa","Cattleya granulosa","2009","09","20","2009","09","20",NA,"Área de Dunas. Visitadas por abelhas gênero Trigona sp.; formigas em nectários extraflorais.; Área de Dunas. Visitadas por abelhas gênero Trigona sp.; formigas em nectários extraflorais.","Costa, RA","Lindl.","Costa, RA; Ribeiro, A","s.n.",NA,"Brasil","Rio Grande do Norte","Natal",NA,"-35.209400177002","-5.79500007629395",NA,"UFP058914",NA,NA,NA,"12751","auto",NA,NA,NA,NA,NA,NA
"39","2021-03-01 11:49:57-03","UFPE","UFP","63973","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Cattleya","granulosa","Cattleya granulosa","2010","09","01","2010","02","04",NA,"Erva epífita crescendo a menos de 5m do açude. Inflorescência seca.; Erva epífita crescendo a menos de 5m do açude. Inflorescência seca.","Pessoa, E","Lindl.","Garcia, JD","1432",NA,"Brasil","Pernambuco","Igarassu",NA,"-35.036111","-7.837417",NA,"UFP063973",NA,"-35.036111","-7.837417",NA,NA,NA,"50","50",NA,NA,NA
"40","2021-03-01 11:49:57-03","UFPE","UFP",NA,"PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Cattleya","granulosa","Cattleya granulosa",NA,NA,NA,"2010","03","01",NA,"Epífita estéril.",NA,"Lindl.","Pessoa, E; Garcia, JD","259",NA,"Brasil","Pernambuco","Igarassu",NA,"-34.9063987731934","-7.83416986465454",NA,NA,NA,NA,NA,"24709","auto",NA,NA,NA,NA,NA,NA
"41","2021-03-01 11:49:57-03","UFPE","UFP",NA,"PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Cattleya","granulosa","Cattleya granulosa",NA,NA,NA,"2010","03","01",NA,"Epífita estéril.",NA,"Lindl.","Pessoa, E; Garcia, JD","259",NA,"Brasil","Pernambuco","Igarassu",NA,"-34.9063987731934","-7.83416986465454",NA,NA,NA,NA,NA,"24709","auto",NA,NA,NA,NA,NA,NA
"42","2021-03-01 11:49:57-03","UFPE","UFP","78318","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Cattleya","granulosa","Cattleya granulosa",NA,NA,NA,"2012","05","30",NA,"Epífita com flor esverdeada com pontos marrons e labelo roseo.","Pessoa, E","Lindl.","Pessoa, E; Amorim, BS; Costa-Lima, JL","941",NA,"Brasil","Pernambuco","Jaqueira",NA,"-35.7933006286621","-8.72667026519775",NA,"UFP078318",NA,"-35504.3333","-84312","11830","auto",NA,NA,NA,NA,NA,NA
"43","2019-10-07 09:19:53-03","UEFS","HUEFS","146100","PreservedSpecimen","Plantae","Angiospermae","Asparagales","Orchidaceae","Cattleya","granulosa","Cattleya granulosa",NA,NA,NA,"2009","02","10",NA,NA,NA,"Lindl.","Popovkin, A.V.","503",NA,"Brasil","Bahia","Entre Rios","Fazenda Rio do Negro. Residual stands of the Atlantic Forest of the Rio do Negro valley, ca. 15 km southeast of Entre Rios.","-38.048611","-12.017778",NA,"HUEFS0146100",NA,"38W2'55''","12S1'4''",NA,NA,"Lilianae",NA,NA,NA,NA,NA
"44","2019-10-07 09:19:53-03","UEFS","HUEFS","213076","PreservedSpecimen","Plantae","Angiospermae","Asparagales","Orchidaceae","Cattleya","granulosa","Cattleya granulosa",NA,NA,NA,"2010","10","02",NA,NA,NA,"Lindl.","Marinho, A.M.","195",NA,"Brasil","Rio Grande do Norte","Extremoz","APA de Jenipabu.","-35.208056","-5.701389",NA,"HUEFS0213076",NA,"35W12'29''","5S42'5''",NA,NA,"Lilianae","25","25",NA,NA,NA
"45","2019-10-07 09:19:53-03","UEFS","HUEFS","66822","PreservedSpecimen","Plantae","Angiospermae","Asparagales","Orchidaceae","Cattleya","granulosa","Cattleya granulosa","2003","01",NA,"2002","11","15",NA,NA,"D.T.Cruz","Lindl.","Jardim, J.G.","4068",NA,"Brasil","Bahia","Canavieiras","2,5km da entrada da BA 052 Transoricana.","-38.983333","-15.666667",NA,"HUEFS0066822","HUEFS0066822","38W59'0''","15S40'0''",NA,NA,"Lilianae","97","97",NA,NA,NA
"46","2019-10-07 09:19:53-03","UEFS","HUEFS","99703","PreservedSpecimen","Plantae","Angiospermae","Asparagales","Orchidaceae","Cattleya","granulosa","Cattleya granulosa",NA,NA,NA,"1841",NA,NA,NA,NA,NA,"Lindl.","Hartweg",NA,NA,NA,NA,NA,"s.l.",NA,NA,NA,"HUEFS0099703",NA,NA,NA,NA,NA,"Lilianae",NA,NA,"Holótipo",NA,NA
"47","2019-10-07 09:19:53-03","UEFS","HUEFS","168133","PreservedSpecimen","Plantae","Angiospermae","Asparagales","Orchidaceae","Cattleya","granulosa","Cattleya granulosa",NA,NA,NA,"1998","08","20",NA,"Tabuleiro (ou restinga) ao nível do mar.",NA,"Lindl.","Martinelli, G.","15074",NA,"Brasil","Rio Grande do Norte","Rio do Fogo","Entre o Rio do Fogo e Zumbi, Praia de Zumbi.","-35.3830986022949","-5.27277994155884",NA,"HUEFS0168133",NA,NA,NA,"22668","auto","Lilianae",NA,NA,NA,NA,NA
"48","2019-10-07 09:19:53-03","UEFS","HUEFS","108644","PreservedSpecimen","Plantae","Angiospermae","Asparagales","Orchidaceae","Cattleya","granulosa","Cattleya granulosa","2013","10",NA,"2005","10","11",NA,NA,"D.N.Carvalho","Lindl.","Queiroz, E.P.","1210",NA,"Brasil","Bahia","Salvador","Jardim Botânico de Salvador - JBSSA.","-38.510799407959","-12.9710998535156",NA,"HUEFS0108644",NA,NA,NA,"26018","auto","Lilianae",NA,NA,NA,NA,NA
"49","2019-10-07 09:19:53-03","UEFS","HUEFS","99704","PreservedSpecimen","Plantae","Angiospermae","Asparagales","Orchidaceae","Cattleya","granulosa","Cattleya granulosa var. russelliana",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lindl.","Sem coletor",NA,NA,NA,NA,NA,"s.l.",NA,NA,NA,"HUEFS0099704",NA,NA,NA,NA,NA,"Lilianae",NA,NA,"Holótipo","var. russelliana",NA
"50","2019-10-07 09:19:53-03","UEFS","HUEFS","99704","PreservedSpecimen","Plantae","Angiospermae","Asparagales","Orchidaceae","Cattleya","granulosa","Cattleya granulosa var. russelliana",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lindl.","Sem coletor",NA,NA,NA,NA,NA,"s.l.",NA,NA,NA,"HUEFS0099704",NA,NA,NA,NA,NA,"Lilianae",NA,NA,"Holótipo","var. russelliana",NA
"51","2020-07-23 12:17:08-03","CEPLAC","CEPEC","42143","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Cattleya","granulosa","Cattleya granulosa",NA,NA,NA,"1987","11","25",NA,NA,"C. van den Berg",NA,"M. Soares","3",NA,"Brasil","Bahia","SANTA CRUZ CABRÁLIA","Ca. 16Km ao W P. Seguro, BR-367. Em frente da Estação Ecologica do Pau-brasil.","-39.133333","-16.383333",NA,NA,NA,"39W8'","16S23'",NA,NA,NA,NA,NA,NA,NA,"02/09/2002"
"52","2020-07-23 12:17:08-03","CEPLAC","CEPEC","93684","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Cattleya","granulosa","Cattleya granulosa",NA,NA,NA,"2002","11","15",NA,NA,"C. van den Berg",NA,"J. G. Jardim","4068",NA,"Brasil","Bahia","CANAVIEIRAS","2,5Km da entrada da BA-052 Transoricana.",NA,"-15.683333",NA,NA,NA,"38W59'79","15S40'60",NA,NA,NA,NA,NA,NA,NA,"28/07/2003"
"53","2020-07-23 12:17:08-03","CEPLAC","CEPEC","4792","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Cattleya","granulosa","Cattleya granulosa",NA,NA,NA,"1968","09","23",NA,NA,"C. van den Berg",NA,"J. A. de Jesus","81",NA,"Brasil","Bahia","EUNÁPOLIS","Saída de Eunápolis a Porto seguro.","-39.5802993774414","-16.3775005340576",NA,NA,NA,NA,NA,"37596","auto",NA,NA,NA,NA,NA,"02/09/2002"
"54","2020-07-23 12:17:08-03","CEPLAC","CEPEC","18305","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Cattleya","granulosa","Cattleya granulosa",NA,NA,NA,"1979","11","28",NA,NA,"C. van den Berg",NA,"S. A. Mori","13054",NA,"Brasil","Bahia","SANTA CRUZ CABRÁLIA","Antiga Rod. liga Est. Ecologica do Pau-brasil/Cabralia, 7Km ao NE da Est.. Ca 12Km ao NW de P. Seguro.","-39.0247001647949","-16.2780990600586",NA,NA,NA,NA,NA,"49584","auto",NA,NA,NA,NA,NA,"02/09/2002"
