"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","phylum","order","scientificNameAuthorship","identifiedBy","county","imagecode","minimumElevationInMeters","maximumElevationInMeters","infraspecificEpithet","typeStatus","coordinatePrecision","geoFlag","class","yearIdentified","monthIdentified","eventTime","dayIdentified","individualCount","relatedCatalogItem","sex"
"11","2021-03-15 16:37:00-03","NY","NYBG","686956","PreservedSpecimen","Plantae","Verbenaceae","Stachytarpheta","radlkoferiana","Stachytarpheta radlkoferiana","W. Ganev","3083","1994","04","11","South America","Brazil","Bahia","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=846422' target='other'> <mi>dwc_moreinfo</mi></a>","NY00686956","Frios, caminho Guarda Mor - Frios pelo covuão. Divisor Bacia Rio de Contas e Baciaa do São Francisco.","-41.88","-13.33",NA,NA,"Magnoliophyta","Lamiales","Mansf.","S. Atkins","Abaíra","NY00686956_01","1600","1700",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","684977","PreservedSpecimen","Plantae","Verbenaceae","Stachytarpheta","radlkoferiana","Stachytarpheta radlkoferiana","W. Ganev","3326","1994","06","08","South America","Brazil","Bahia","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=884063' target='other'> <mi>dwc_moreinfo</mi></a>","NY00684977","Serra dos Cristais","-41.87","-13.33",NA,NA,"Magnoliophyta","Lamiales","Mansf.","S. Atkins","Abaíra","NY00684977_01","1960","1960",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","583478","PreservedSpecimen","Plantae","Verbenaceae","Stachytarpheta","radlkoferiana","Stachytarpheta radlkoferiana","R. M. Harley","20981","1980","03","26","South America","Brazil","Bahia","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=302408' target='other'> <mi>dwc_moreinfo</mi></a>","NY00583478","Serra do Sincorá, ca 15km NW. of Mucugé on the road to Guiné & Palmeiras","-41.47","-12.97",NA,NA,"Magnoliophyta","Lamiales","Mansf.","G. Bromley","Mucugê","NY00583478_01","1300","1500",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","583473","PreservedSpecimen","Plantae","Verbenaceae","Stachytarpheta","radlkoferiana","Stachytarpheta radlkoferiana","T. B. Cavalcanti","346","1989","02","27","South America","Brazil","Bahia","sheet",NA,"Interesse Econômico Taxonomia. Material Coletado Exsicata <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=302411' target='other'> <mi>dwc_moreinfo</mi></a>","NY00583473","Mucuge - Andarai; km 8","-41.32","-12.93",NA,NA,"Magnoliophyta","Lamiales","Mansf.","S. Atkins","Mucugê","NY00583473_01","1020","1020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","1018606","PreservedSpecimen","Plantae","Verbenaceae","Stachytarpheta","radlkoferiana","Stachytarpheta radlkoferiana lanata","A. M. Giulietti","CFCR1551","1981","07","20","South America","Brazil","Bahia","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1261287' target='other'> <mi>dwc_moreinfo</mi></a>","NY01018606","Alto do Morro do Pina. Estrada de Mucgê a Guiné, a 25 km NO de Mucugê.","-41.3706","-13.0056",NA,NA,"Magnoliophyta","Lamiales","S.Atkins",NA,"Mucugê","NY01018606_01",NA,NA,"lanata","isotype",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","684978","PreservedSpecimen","Plantae","Verbenaceae","Stachytarpheta","radlkoferiana","Stachytarpheta radlkoferiana","W. Ganev","3421","1994","07","23","South America","Brazil","Bahia","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=884064' target='other'> <mi>dwc_moreinfo</mi></a>","NY00684978","Caminho Boa-Vista - Bicota.","-41.85","-13.32",NA,NA,"Magnoliophyta","Lamiales","Mansf.","S. Atkins","Abaíra","NY00684978_01","1200","1400",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","583474","PreservedSpecimen","Plantae","Verbenaceae","Stachytarpheta","radlkoferiana","Stachytarpheta radlkoferiana","N. L. de Menezes","CFCR1443","1981","07","20","South America","Brazil","Bahia","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=302407' target='other'> <mi>dwc_moreinfo</mi></a>","NY00583474","BA, Mucugê. Margem da Estrada Mucugê-Cascavel, km 3 a 6. Próximo ao Rio Paraguaçu","-41.3706","-13.0056",NA,NA,"Magnoliophyta","Lamiales","Mansf.","G. Bromley","Mucugê","NY00583474_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","583475","PreservedSpecimen","Plantae","Verbenaceae","Stachytarpheta","radlkoferiana","Stachytarpheta radlkoferiana","S. Atkins","CFCR14258","1994","02","20","South America","Brazil","Bahia","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=302410' target='other'> <mi>dwc_moreinfo</mi></a>","NY00583475","Mucugê; 3-5Km N da cidade, em direçao a Palmeiras","-41.3894","-13.0058",NA,NA,"Magnoliophyta","Lamiales","Mansf.","S. Atkins","Mucugê","NY00583475_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","684979","PreservedSpecimen","Plantae","Verbenaceae","Stachytarpheta","radlkoferiana","Stachytarpheta radlkoferiana","S. Atkins","s.n.","1994","02","26","South America","Brazil","Bahia","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=884066' target='other'> <mi>dwc_moreinfo</mi></a>","NY00684979","Catolés. Serra do Barbado","-41.6636009216309","-13.2496995925903",NA,NA,"Magnoliophyta","Lamiales","Mansf.","S. Atkins","Abaíra","NY00684979_01","1750","2035",NA,NA,"26531","auto",NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","686979","PreservedSpecimen","Plantae","Verbenaceae","Stachytarpheta","radlkoferiana","Stachytarpheta radlkoferiana","W. Ganev","157","1992","04","02","South America","Brazil","Bahia","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=846825' target='other'> <mi>dwc_moreinfo</mi></a>","NY00686979","Distrito de Catolés. Caminho Capão - Bicota, garimpo novo do Bicota.","-41.85","-13.33",NA,NA,"Magnoliophyta","Lamiales","Mansf.","S. Atkins","Abaíra","NY00686979_01","1400","1400",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","583476","PreservedSpecimen","Plantae","Verbenaceae","Stachytarpheta","radlkoferiana","Stachytarpheta radlkoferiana","N. L. de Menezes","CFCR1443","1981","07","20","South America","Brazil","Bahia","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=302412' target='other'> <mi>dwc_moreinfo</mi></a>","NY00583476","Mucugê. Margem da Estrada Mucugê-Cascavel, km 3 a 6. Próximo ao Rio Paraguaçu","-41.3706","-13.0056",NA,NA,"Magnoliophyta","Lamiales","Mansf.",NA,"Mucugê","NY00583476_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","1018381","PreservedSpecimen","Plantae","Verbenaceae","Stachytarpheta","radlkoferiana","Stachytarpheta radlkoferiana","A. A. Conceição","765","2000","01","31","South America","Brazil","Bahia","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1258916' target='other'> <mi>dwc_moreinfo</mi></a>","NY01018381","Guiné","-41.3706","-13.0056",NA,NA,"Magnoliophyta","Lamiales","Mansf.","S. Atkins","Mucugê","NY01018381_01","1350","1450",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","686957","PreservedSpecimen","Plantae","Verbenaceae","Stachytarpheta","radlkoferiana","Stachytarpheta radlkoferiana","R. M. Harley","52335","1992","02","25","South America","Brazil","Bahia","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=846451' target='other'> <mi>dwc_moreinfo</mi></a>","NY00686957","Campo Ouro Fino (baixo).","-41.9","-13.25",NA,NA,"Magnoliophyta","Lamiales","Mansf.","S. Atkins","Abaíra","NY00686957_01","1600","1700",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2019-11-19 15:45:16-03","UNEB","HUNEB","7423","PreservedSpecimen","Plantae","Verbenaceae","Stachytarpheta","radlkoferiana","Stachytarpheta radlkoferiana","Noblick, L.R.","2904","1983","11","20",NA,"Brasil","Bahia",NA,NA,NA,"HUNEB0007423","Estrada entre Andaraí e Mucugê.","-12.25","-41.3","12W15'0''","41S18'0''","Angiospermae","Florideophycidae","Mansf.",NA,"Andaraí",NA,"900","1000",NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA
"25","2019-11-19 15:45:16-03","UNEB","HUNEB","7419","PreservedSpecimen","Plantae","Verbenaceae","Stachytarpheta","radlkoferiana","Stachytarpheta radlkoferiana","Ganev, W.","1804","1993","07","05",NA,"Brasil","Bahia",NA,NA,"solo arenoso, sobre rochas.","HUNEB0007419","Serra do Bicota ( vira saia).","-42.366667","-13.833333","42W22'0''","13S50'0''","Angiospermae","Florideophycidae","Mansf.",NA,"Abaíra",NA,"1550","1550",NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA
"26","2019-10-09 11:25:40-03","UFBA","ALCB","73178","PreservedSpecimen","Plantae","Verbenaceae","Stachytarpheta","radlkoferiana","Stachytarpheta radlkoferiana","Guedes, ML; Santos, JS; Carvalho, G; Valadão, RM; Alunos de Botânica III","12417","2006","04","30","Southern America","Brasil","Bahia",NA,NA,"de ca 50cm. Folhas crassas, com margem revoluta, discolores com a face abaxial com tomentos alvos. Flores vermelhas. Ocasional",NA,"Chapada Diamantina, Caminho para a Serra do Barbado","-41.833333","-13.283333","-41.833333","-13.283333","Dicotyledon",NA,"Mansf.","Guedes, ML; Campos, MV","Catolés",NA,NA,NA,NA,NA,NA,NA,NA,"2006","08",NA,NA,NA,NA,NA
"27","2019-10-09 11:25:40-03","UFBA","ALCB","035285","PreservedSpecimen","Plantae","Verbenaceae","Stachytarpheta","radlkoferiana","Stachytarpheta radlkoferiana","Santos, TRM dos; Guedes, ML; Stannard, B; Atkins, S; Saar, E; Passos Júnior, LA","PCD5852","1997","02","17","Southern America","Brasil","Bahia",NA,NA,"1,70 m. Folhas discolores. Flores com sépalas verde-claro. Corola vermelha. Ocasional.; Campo rupestre","ALCB042912","Chapada Diamantina, Estrada Mucugê Barra da Estiva, 1 km. para Mucugê","-41.563333","-13.006667","-41.563333","-13.006667","Dicotyledon",NA,"Mansf.","Atkins, S","Mucugê",NA,"1000","1000",NA,NA,NA,NA,NA,"2003","02",NA,NA,NA,NA,NA
"28","2019-10-09 11:25:40-03","UFBA","ALCB","102912","PreservedSpecimen","Plantae","Verbenaceae","Stachytarpheta","radlkoferiana","Stachytarpheta radlkoferiana","Gomes, FS; Guedes, ML; Oliveira, GR de; Lisboa, MS","939","2011","10","15","Southern America","Brasil","Bahia",NA,NA,"Folhas ereta, margem revoluta, face abaxial lanosa.",NA,"Chapada Diamantina, Sempre Viva","-41.366667","-13","-41.366667","-13","Dicotyledon",NA,"Mansf.","Guedes, ML; Gomes, FS","Mucugê",NA,NA,NA,NA,NA,NA,NA,NA,"2012","02",NA,NA,NA,NA,NA
"29","2019-10-09 11:25:40-03","UFBA","ALCB","106304","PreservedSpecimen","Plantae","Verbenaceae","Stachytarpheta","radlkoferiana","Stachytarpheta radlkoferiana","Guedes, ML; Alunos de Microbiologia Vegetal UFBA","20000","2012","04","29","Southern America","Brasil","Bahia",NA,NA,"Folhas discolores, face abaxial com indumento lanosa, margem revoluta. Flores vermelhas.",NA,"Chapada Diamantina, Caminho para o Córrego do Boiadeiro.","-41.366667","-13","-41.366667","-13","Dicotyledon",NA,"Mansf.","Guedes, ML","Mucugê",NA,NA,NA,NA,NA,NA,NA,NA,"2010","10",NA,NA,NA,NA,NA
"30","2019-10-09 11:25:40-03","UFBA","ALCB","114623a","PreservedSpecimen","Plantae","Verbenaceae","Stachytarpheta","radlkoferiana","Stachytarpheta radlkoferiana","Guedes, ML; Alunos de Botânica BIOC05","21912b","2014","06","14","Southern America","Brasil","Bahia",NA,NA,"de ca 2 m de altura. Folhas rígidas, discolores, face abaxial com indumento esbranquiçado,margens revolutas. Flores vermelhas na porção terminal dos ramos.",NA,"Chapada Diamantina","-41.904444","-13.0775","-41.904444","-13.0775","Dicotyledon",NA,"Mansf.","Guedes, ML","Piatã",NA,"1367","1367",NA,NA,NA,NA,NA,"2014","09",NA,NA,NA,NA,NA
"31","2019-10-09 11:25:40-03","UFBA","ALCB","114662a","PreservedSpecimen","Plantae","Verbenaceae","Stachytarpheta","radlkoferiana","Stachytarpheta radlkoferiana","Guedes, ML; Alunos de Botânica BIOC05","21912a","2014","06","15","Southern America","Brasil","Bahia",NA,NA,"Folhas rígidas, discolores, face abaxial com indumento lanoso, margem revoluta. Inflorescência terminal, flores com corola vermelha.",NA,"Subida da Serra de Nossa Senhora Santana.","-41.767778","-13.149167","-41.767778","-13.149167","Dicotyledon",NA,"Mansf.",NA,"Piatã",NA,"1215","1215",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2019-10-09 11:25:40-03","UFBA","ALCB","121572","PreservedSpecimen","Plantae","Verbenaceae","Stachytarpheta","radlkoferiana","Stachytarpheta radlkoferiana","Guedes, ML; Casaes, M","23908","2015","08","20","Southern America","Brasil","Bahia",NA,NA,"de ca 2 m de altura. Folhas imbricadas, coriáceas, face adaxial verde brilhante e abaxial cinza-lanato, margem fortemente revoluta. Flores axilares. Corola vermelha.","ALCB005000","Chapada Diamantina, Caminho para o Córrego do Boiadeiro.","-41.366667","-13","-41.366667","-13","Dicotyledon",NA,"Mansf.","Guedes, ML","Mucugê","ALCB005000",NA,NA,NA,NA,NA,NA,NA,"2015","09",NA,NA,NA,NA,NA
"33","2019-10-09 11:25:40-03","UFBA","ALCB","127345","PreservedSpecimen","Plantae","Verbenaceae","Stachytarpheta","radlkoferiana","Stachytarpheta radlkoferiana","Carvalho, MLS; Alunos de Métodos de Estudos em Biologia","446","2017","02","10","Southern America","Brasil","Bahia",NA,NA,"ca. 1,30 m. Flores vermelha.","ALCB043492","trilha do Boiadeiro.","-41.620556","-13.024167","-41.620556","-13.024167","Dicotyledon",NA,"Mansf.","Guedes, ML","Mucugê",NA,NA,NA,NA,NA,NA,NA,NA,"2017","05",NA,NA,NA,NA,NA
"34","2019-10-09 11:25:40-03","UFBA","ALCB","127524","PreservedSpecimen","Plantae","Verbenaceae","Stachytarpheta","radlkoferiana","Stachytarpheta radlkoferiana","Lima, AQ; Andrino, CO; Oliveira, AA","133","2015","01","27","Southern America","Brasil","Bahia",NA,NA,"De 1,5 m de altura. Folhas cartáceas, face abaxial discolor. Flores vermelhas. Sempre associadas com Sauvagesia ribeirol.; Campo Rupestre.","ALCB044744","Bacia do Gobira - Mucugê - Chapada Diamantina.","-41.635278","-13.139167","-41.635278","-13.139167","Dicotyledon",NA,"Mansf.","Guedes, ML","Mucugê","ALCB044744","1452","1452",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2019-10-09 11:25:40-03","UFBA","ALCB","127788","PreservedSpecimen","Plantae","Verbenaceae","Stachytarpheta","radlkoferiana","Stachytarpheta radlkoferiana","Roque, N; Alunos de Sistemática Evolução de Espermatófitas","4947","2017","03","12","Southern America","Brasil","Bahia",NA,NA,"80 cm alt. Folhas discolores. Sépalas verdes, corola vermelha.; Campo rupestre","ALCB045008","Mutuca","-41.759722","-13.164167","-41.759722","-13.164167","Dicotyledon",NA,"Mansf.","Alves, M","Piatã","ALCB045008","1290","1290",NA,NA,NA,NA,NA,"2017","06",NA,NA,NA,NA,NA
"36","2019-10-09 11:25:40-03","UFBA","ALCB","133016","PreservedSpecimen","Plantae","Verbenaceae","Stachytarpheta","radlkoferiana","Stachytarpheta radlkoferiana","Laessoe, T; Sano, PT","52335","1992","02","25","Southern America","Brasil","Bahia",NA,NA,"Ca 50cm de altura. Folhas discolores. Sépatas incanas, flores vermehas. Entre rochas, solo arenoso.","ALCB050265","Campo de Ouro fino (baixo)","-41.015","-13.004167","-41.015","-13.004167","Dicotyledon",NA,"Mansf.","Atkins, S","Abaíra","ALCB050265","1600","1600",NA,NA,NA,NA,NA,"1997",NA,NA,NA,NA,NA,NA
"37","2019-10-09 11:25:40-03","UFBA","ALCB","16199","PreservedSpecimen","Plantae","Verbenaceae","Stachytarpheta","radlkoferiana","Stachytarpheta radlkoferiana","Noblick, LR; Pinto, A","s/n","1983","11","20","Southern America","Brasil","Bahia",NA,NA,"Arbusto de 1-1,2m de altura com caules pilosos.&nf;Folhas de margens revolutas, pilosas na face inferior.&nf;Flores terminais entre as ultimas folhas. Corola vermelha brilhante.&nf;Comum.; Estrada para Mucuge.",NA,"Chapada Diamantina","-41.333333","-12.333333","-41.333333","-12.333333","Dicotyledon",NA,"Mansf.",NA,"Andaraí",NA,"950","950",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2019-10-09 11:25:40-03","UFBA","ALCB","16199","PreservedSpecimen","Plantae","Verbenaceae","Stachytarpheta","radlkoferiana","Stachytarpheta radlkoferiana","Noblick, LR; Pinto, A","s/n","1983","11","20","Southern America","Brasil","Bahia",NA,NA,"Arbusto de 1-1,2m de altura com caules pilosos.&nf;Folhas de margens revolutas, pilosas na face inferior.&nf;Flores terminais entre as ultimas folhas. Corola vermelha brilhante.&nf;Comum.; Estrada para Mucuge.",NA,"Chapada Diamantina","-41.333333","-12.333333","-41.333333","-12.333333","Dicotyledon",NA,"Mansf.",NA,"Andaraí",NA,"950","950",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2019-10-09 11:25:40-03","UFBA","ALCB","75251","PreservedSpecimen","Plantae","Verbenaceae","Stachytarpheta","radlkoferiana","Stachytarpheta radlkoferiana","Guedes, ML; Santos, JS; Carvalho, G; Valadão, RM; Alunos de Botânica III","12740","2006","10","14","Southern America","Brasil","Bahia",NA,NA,"de ca 50cm. Folhas crassas, com a face abaxial com indumento esbranquiçado. Flores vermelhas.",NA,"Chapada Diamantina, Pico do Barbado","-41.65","-13.233333","-41.65","-13.233333","Dicotyledon",NA,"Mansf.","Guedes, ML","Abaíra",NA,NA,NA,NA,NA,NA,NA,NA,"2007","01",NA,NA,NA,NA,NA
"40","2019-10-09 11:25:40-03","UFBA","ALCB","89051","PreservedSpecimen","Plantae","Verbenaceae","Stachytarpheta","radlkoferiana","Stachytarpheta radlkoferiana","Roque, N; Acevedo-Rodríguez, P; Funk, V; Keeley, S","2159","2009","07","05","Southern America","Brasil","Bahia",NA,NA,"até 50cm alt. Sépalas verdes, corola vermelha.",NA,"Chapada Diamantina, Distrito de Guiné - subida do beco para o Pati","-41.47","-12.980278","-41.47","-12.980278","Dicotyledon",NA,"Mansf.","Roque, N","Mucugê",NA,"1040","1040",NA,NA,NA,NA,NA,"2009","07",NA,NA,NA,NA,NA
"41","2019-10-09 11:25:40-03","UFBA","ALCB","95151","PreservedSpecimen","Plantae","Verbenaceae","Stachytarpheta","radlkoferiana","Stachytarpheta radlkoferiana","Guedes, ML; Gomes, FS; Guaré, F; Silveira, ER; et al.","17152","2010","06","14","Southern America","Brasil","Bahia",NA,NA,"de ca 1,50 m de altura. Folhas coriáceas, discolores, face adaxial verde brilhante e abaxial com indumento cinza-lanoso, venação inconspicua, margem fortemente revoluta. Flores no ápice dos ramos nas axlas das folhas, corola vermelha.",NA,"Chapada Diamantina, a 1 km de Mucugê","-41.386111","-13.0025","-41.386111","-13.0025","Dicotyledon",NA,"Mansf.","Guedes, ML","Mucugê",NA,"990","990",NA,NA,NA,NA,NA,"2010","07",NA,NA,NA,NA,NA
