"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","continentOcean","country","stateProvince","preparationType","occurrenceRemarks","barcode","imagecode","county","locality","decimalLongitude","decimalLatitude","yearIdentified","day","coordinatePrecision","geoFlag","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","fieldNumber","typeStatus","class","minimumElevationInMeters","individualCount","relatedCatalogItem"
"11","2020-04-27 16:10:21-03","UFES","VIES","11714","S","Plantae",NA,NA,"Malpighiaceae","Stigmaphyllon","vitifolium","Stigmaphyllon vitifolium","A.Juss.","R.F. Almeida","Dal col, A.C.S.; Rodrigues Filho, J.","164","2013","10",NA,"Brasil","Espírito Santo",NA,NA,"VIES011714","VIES011714","Guarapari","Parque Natural Municipal Morro da Pescaria.","-40.5110015869141","-20.6580009460449","2014","05","28401","auto","07","17",NA,NA,NA,NA,NA,NA,NA,NA
"12","2020-04-27 16:10:21-03","UFES","VIES","27068","S","Plantae",NA,NA,"Malpighiaceae","Stigmaphyllon","vitifolium","Stigmaphyllon vitifolium","A.Juss.","P.H.D. Barros","Dal col, A.C.S.; Rodrigues Filho, J.","233","2013","12",NA,"Brasil","Espírito Santo",NA,NA,"VIES027068","VIES027068","Guarapari","Parque Natural Municipal Morro da Pescaria.","-40.5110015869141","-20.6580009460449","2018","14","28401","auto","07","04",NA,NA,NA,NA,NA,NA,NA,NA
"13","2015-09-05 08:28:50-03","MNHN","RECOLNAT_MNHN_P","P05530308","PreservedSpecimen",NA,NA,NA,"Malpighiaceae","Stigmaphyllon","vitifolium","Stigmaphyllon vitifolium","A.Juss.",NA,NA,NA,NA,NA,NA,"Brasil","Rio de Janeiro","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05530308' target='other'> <mi>dwc_moreinfo</mi></a>","P05530308","P05530308_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2015-09-04 03:35:27-03","MNHN","RECOLNAT_MNHN_P","P00064917","PreservedSpecimen",NA,NA,NA,"Malpighiaceae","Stigmaphyllon","vitifolium","Stigmaphyllon vitifolium","A.Juss.","Anderson","Gaudichaud, C.|Leandro",NA,NA,NA,NA,"Brésil",NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00064917' target='other'> <mi>dwc_moreinfo</mi></a>","P00064917","P00064917_01",NA,"Rio de Janeiro.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"23",NA,NA,NA,NA,NA
"15","2015-09-05 08:30:41-03","MNHN","RECOLNAT_MNHN_P","P00064918","PreservedSpecimen",NA,NA,NA,"Malpighiaceae","Stigmaphyllon","vitifolium","Stigmaphyllon vitifolium","A.Juss.","Anderson","Gaudichaud, C.|Leandro",NA,NA,NA,NA,"Brésil",NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00064918' target='other'> <mi>dwc_moreinfo</mi></a>","P00064918","P00064918_01",NA,"Rio de Janeiro.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"23",NA,NA,NA,NA,NA
"16","2015-09-05 08:30:41-03","MNHN","RECOLNAT_MNHN_P","P00064919","PreservedSpecimen",NA,NA,NA,"Malpighiaceae","Stigmaphyllon","vitifolium","Stigmaphyllon vitifolium","A.Juss.","Anderson","Gaudichaud, C.|Leandro",NA,NA,NA,NA,"Brésil",NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00064919' target='other'> <mi>dwc_moreinfo</mi></a>","P00064919","P00064919_01",NA,"Rio de Janeiro.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"961",NA,NA,NA,NA,NA
"17","2015-09-04 03:35:27-03","MNHN","RECOLNAT_MNHN_P","P00064920","PreservedSpecimen",NA,NA,NA,"Malpighiaceae","Stigmaphyllon","vitifolium","Stigmaphyllon vitifolium","A.Juss.","Anderson","Gaudichaud, C.|Leandro",NA,NA,NA,NA,"Brésil",NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00064920' target='other'> <mi>dwc_moreinfo</mi></a>","P00064920","P00064920_01",NA,"Rio de Janeiro.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"961",NA,NA,NA,NA,NA
"18","2015-11-07 00:44:22-02","MNHN","RECOLNAT_MNHN_P","P00064960","PreservedSpecimen",NA,NA,NA,"Malpighiaceae","Stigmaphyllon","vitifolium","Stigmaphyllon vitifolium","A.Juss.","Anderson","Gaudichaud, C.",NA,NA,NA,NA,"Brésil",NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00064960' target='other'> <mi>dwc_moreinfo</mi></a>","P00064960","P00064960_01",NA,"Rio de Janeiro.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"holotype",NA,NA,NA,NA
"19","2015-11-07 00:39:24-02","MNHN","RECOLNAT_MNHN_P","P02428938","PreservedSpecimen",NA,NA,NA,"Malpighiaceae","Stigmaphyllon","vitifolium","Stigmaphyllon vitifolium","A.Juss.","Anderson","Gaudichaud, C.",NA,NA,NA,NA,"Brésil",NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02428938' target='other'> <mi>dwc_moreinfo</mi></a>","P02428938","P02428938_01",NA,"Rio de Janeiro.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"isotype",NA,NA,NA,NA
"20","2015-09-05 08:28:49-03","MNHN","RECOLNAT_MNHN_P","P05530303","PreservedSpecimen",NA,NA,NA,"Malpighiaceae","Stigmaphyllon","vitifolium","Stigmaphyllon vitifolium","A.Juss.",NA,"Gaudichaud",NA,NA,NA,NA,"Brasil","Rio de Janeiro","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05530303' target='other'> <mi>dwc_moreinfo</mi></a>","P05530303","P05530303_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2015-09-05 08:28:50-03","MNHN","RECOLNAT_MNHN_P","P05530307","PreservedSpecimen",NA,NA,NA,"Malpighiaceae","Stigmaphyllon","vitifolium","Stigmaphyllon vitifolium","A.Juss.",NA,"Gaudichaud",NA,NA,NA,NA,"Brasil","Rio de Janeiro","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05530307' target='other'> <mi>dwc_moreinfo</mi></a>","P05530307","P05530307_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2015-09-05 08:28:50-03","MNHN","RECOLNAT_MNHN_P","P05530310","PreservedSpecimen",NA,NA,NA,"Malpighiaceae","Stigmaphyllon","vitifolium","Stigmaphyllon vitifolium","A.Juss.",NA,"Burchell",NA,NA,NA,NA,"[Brésil]",NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05530310' target='other'> <mi>dwc_moreinfo</mi></a>","P05530310","P05530310_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1267",NA,NA,NA,NA,NA
"23","2015-09-05 08:28:50-03","MNHN","RECOLNAT_MNHN_P","P05530311","PreservedSpecimen",NA,NA,NA,"Malpighiaceae","Stigmaphyllon","vitifolium","Stigmaphyllon vitifolium","A.Juss.",NA,"Glaziou",NA,NA,NA,NA,"Brasil","Rio de Janeiro","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05530311' target='other'> <mi>dwc_moreinfo</mi></a>","P05530311","P05530311_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10372",NA,NA,NA,NA,NA
"24","2015-09-05 08:28:50-03","MNHN","RECOLNAT_MNHN_P","P05530313","PreservedSpecimen",NA,NA,NA,"Malpighiaceae","Stigmaphyllon","vitifolium","Stigmaphyllon vitifolium","A.Juss.",NA,"Weddell, H.A.",NA,"1843","1",NA,"Brasil","Rio de Janeiro","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05530313' target='other'> <mi>dwc_moreinfo</mi></a>","P05530313","P05530313_01",NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,"540",NA,NA,NA,NA,NA
"25","2015-09-05 09:51:48-03","MNHN","RECOLNAT_MNHN_P","P05545762","PreservedSpecimen",NA,NA,NA,"Malpighiaceae","Stigmaphyllon","vitifolium","Stigmaphyllon vitifolium","A.Juss.","Pinto","Gaudichaud",NA,NA,NA,NA,"Brasil","Rio de Janeiro","hb",". s.d. <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05545762' target='other'> <mi>dwc_moreinfo</mi></a>","P05545762","P05545762_01",NA,"Brésil. Rio de Janeiro, Sudeste, Brasil, América do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"173",NA,NA,NA,NA,NA
"26","2015-09-05 08:28:50-03","MNHN","RECOLNAT_MNHN_P","P05530314","PreservedSpecimen",NA,NA,NA,"Malpighiaceae","Stigmaphyllon","vitifolium","Stigmaphyllon vitifolium","A.Juss.",NA,"Nadeaud",NA,"1862","11",NA,"Brasil","Rio de Janeiro","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05530314' target='other'> <mi>dwc_moreinfo</mi></a>","P05530314","P05530314_01","Niterói",NA,"-43.1035995483398","-22.88330078125",NA,"1","14785","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2020-07-10 09:47:11-03","MBML","MBML-HERBARIO","49176",NA,"Plantae",NA,NA,"Malpighiaceae","Stigmaphyllon","vitifolium","Stigmaphyllon vitifolium","A. Juss.","R.F. de Almeida/30-06-2016","L. Kollmann","13021","2008","03",NA,"Brasil","Espírito Santo",NA,"Planta escandente, flores amarelas","MBML049176","MBML049176","Alegre","São José do Norte","-41.5331001281738","-20.763599395752",NA,"05","26101","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2020-07-10 09:47:11-03","MBML","MBML-HERBARIO","49172",NA,"Plantae",NA,NA,"Malpighiaceae","Stigmaphyllon","vitifolium","Stigmaphyllon vitifolium","A. Juss.","R.F. de Almeida/30-06-2016","L. Kollmann","13026","2008","12",NA,"Brasil","Espírito Santo",NA,"Liana ao sol, flores amarelas","MBML049172","MBML049172","Alegre","São José do Norte","-41.5331001281738","-20.763599395752",NA,"04","26101","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2020-09-12 05:00:02-03","US","US","1188193","PreservedSpecimen","Plantae",NA,"Polygalales","Malpighiaceae","Stigmaphyllon","vitifolium","Stigmaphyllon vitifolium","A. Juss.",NA,"E. W. D. Holway & M. M. Holway","1050","1921","8","South America - Neotropics","Brazil","Niterói",NA,NA,"US01876776","US01876776_01 US01876776_02",NA,NA,NA,NA,NA,"18",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae","30","1",NA
"30","2020-09-12 05:00:02-03","US","US","1340313","PreservedSpecimen","Plantae",NA,"Polygalales","Malpighiaceae","Stigmaphyllon","vitifolium","Stigmaphyllon vitifolium","A. Juss.",NA,"L. Riedel & B. Luschnatt","1209","1905","1","South America - Neotropics","Brazil",NA,NA,NA,"US01876775","US01876775_01 US01876775_02",NA,NA,NA,NA,NA,"5",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA
"31","2020-09-12 05:00:02-03","US","US","14035","PreservedSpecimen","Plantae",NA,"Polygalales","Malpighiaceae","Stigmaphyllon","vitifolium","Stigmaphyllon vitifolium","A. Juss.",NA,"Wilkes Explor. Exped.","s.n.","1838",NA,"South America - Neotropics","Brazil",NA,NA,NA,"US00990771","US00990771_01 US00990771_02",NA,"Organ Mts.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA
"32","2019-10-07 09:32:11-03","UEFS","HUEFS","205552","PreservedSpecimen","Plantae","Angiospermae","Malpighiales","Malpighiaceae","Stigmaphyllon","vitifolium","Stigmaphyllon vitifolium","A.Juss.","R.F.Almeida","Dal Col, A.C.S.","233","2013","12",NA,"Brasil","Espírito Santo",NA,NA,"HUEFS0205552","HUEFS0205552","Guarapari","Parque Natural Municipal Morro da Pescaria.","-41","-20","2015","14",NA,NA,"09",NA,"41W","20S",NA,NA,"Rosanae",NA,NA,NA
"33","2019-09-04 19:06:02-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Malpighiaceae","Stigmaphyllon","vitifolium","Stigmaphyllon vitifolium",NA,NA,"C. Gaudichaud",NA,NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Type [status unknown]","Dicotyledoneae",NA,NA,NA
"34","2018-05-14 16:50:07-03","F","FMNH-SEEDPLANTS","V0224015F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Malpighiaceae","Stigmaphyllon","vitifolium","Stigmaphyllon vitifolium",NA,"RRC ID Flag","A. Glaziou","1146",NA,NA,"South America","Brazil",NA,NA,NA,"V0224015F","V0224015F_01 V0224015F_02",NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,"1146",NA,"Dicotyledoneae",NA,NA,NA
"35","2020-07-23 12:11:58-03","CEPLAC","CEPEC","97495","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Stigmaphyllon","vitifolium","Stigmaphyllon vitifolium",NA,"A. M. Amorim","J. M. A. Braga","6441","2001","01",NA,"Brasil","Rio de Janeiro",NA,NA,NA,NA,"rio de janeiro","Maciço da Tijuca, Serra da Carioca, bairro de Botafogo, morro Munco Novo. Campus da Univ. Santa Úrsula.","-43.2075004577637","-22.9027996063232",NA,"01","57442","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/01/2001"
"36","2017-09-11 17:10:31-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Malpighiaceae","Stigmaphyllon","vitifolium","Stigmaphyllon vitifolium","A.Juss.",NA,"Sellow, F","s.n.",NA,NA,"Southern America","Brazil",NA,NA,NA,NA,NA,NA,"In prov. Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2017-09-11 16:27:40-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Malpighiaceae","Stigmaphyllon","vitifolium","Stigmaphyllon vitifolium","A.Juss.",NA,"Schüch, G (Barão d","s.n.",NA,NA,"Southern America","Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,"In prov. Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
