"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","typeStatus","recordedBy","recordNumber","continentOcean","country","locality","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","year","month","day","stateProvince","decimalLongitude","decimalLatitude","county","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","fieldNumber","class","individualCount","relatedCatalogItem"
"11","2020-11-04 11:04:44-03","ESALQ","ESA","48503","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Celastraceae","Tontelea","leptophylla","Tontelea leptophylla","A.C.Sm.",NA,"Costa, L.V.","183.0",NA,"Brasil",NA,NA,NA,"ESA048503","ESA048503","Lombardi, J.A.","1987","10","31","Minas Gerais","-42.1391983032227","-19.7896995544434","Caratinga",NA,NA,NA,NA,NA,"49886","auto",NA,NA,NA,NA,NA,NA
"12","2021-01-14 15:26:56-03","MN","R","8205","PreservedSpecimen","Plantae",NA,NA,"Celastraceae","Tontelea","leptophylla","Tontelea leptophylla","A.C. Sm.",NA,"Glaziou, A.F.M.","18157",NA,"Brasil",NA,NA,"Plantas do Brasil Central","R000008205","R000008205_001","Lombardi, J.A.","1891","03","02","Rio de Janeiro",NA,NA,NA,NA,NA,"1999","10",NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-01-14 15:26:56-03","MN","R","8207","PreservedSpecimen","Plantae",NA,NA,"Celastraceae","Tontelea","leptophylla","Tontelea leptophylla","A.C. Sm.",NA,"Glaziou, A.F.M.","13584",NA,"Brasil",NA,NA,"Plantas do Brasil Central","R000008207","R000008207_001 R000008207_002","Lombardi, J.A.","1888","12","10","Rio de Janeiro",NA,NA,NA,NA,NA,"1999","10",NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2020-12-20 21:16:38-03","UFV","VIC","42433A","PreservedSpecimen","Plantae",NA,NA,"Celastraceae","Tontelea","leptophylla","Tontelea leptophylla","A.C.Sm",NA,"Tinti, B.V.; Nunes, J.","s.n.",NA,"Brasil","Parque Nacional do Caparaó, Vale verde.",NA,NA,"VIC42433A",NA,NA,"2010",NA,NA,"Minas Gerais","-41.8683013916016","-20.4333000183105","Alto Caparaó",NA,NA,NA,NA,NA,"21645","auto",NA,NA,NA,NA,NA,NA
"15","2020-12-20 21:16:38-03","UFV","VIC","2355","PreservedSpecimen","Plantae",NA,NA,"Celastraceae","Tontelea","leptophylla","Tontelea leptophylla","A.C.Sm",NA,"; Kulhmann.","s.n.",NA,"Brasil","ESAV",NA,NA,"VIC002355",NA,NA,"1935",NA,NA,"Minas Gerais","-42.8819007873535","-20.7539005279541","Viçosa",NA,NA,NA,NA,NA,"13937","auto",NA,NA,NA,NA,NA,NA
"16","2020-12-20 21:16:38-03","UFV","VIC","012838","PreservedSpecimen","Plantae",NA,NA,"Celastraceae","Tontelea","leptophylla","Tontelea leptophylla","A.C.Sm",NA,"Heringer, E.P.","897",NA,"Brasil","Estação Experimental",NA,"ARbusto de mata fresca,podendo solo ser seco de qualidade,flores pequenas frutos grandes,caule .","VIC012838","VIC012838",NA,"1942","10","08","Minas Gerais",NA,NA,"Cel. Pacheco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2019-11-21 14:37:29-03","UFJF","CESJ","32959","PreservedSpecimen","Plantae","Angiosperma",NA,"Hippocrateaceae","Tontelea","leptophylla","Tontelea leptophylla",NA,NA,"R.M. Castro; P.H. Nobre; F.R.G. Salimena; V.R. Almeida; B.C. Campos","s.n.","América do Sul","Brasil","Reserva Biológica da Represa do Grama",NA,"Árvore com 3m de altura no interior da mata. Frutos verdes.","CESJ032959",NA,"J.A. Lombardi","2004","05","07","Minas Gerais","-42.9674987792969","-21.4596996307373","Descoberto",NA,NA,"2004","04",NA,"11991","auto",NA,NA,NA,NA,NA,NA
"18","2019-08-20 10:15:48-03","UNICAMP","UEC","64220","S","Plantae","Magnoliopsida",NA,"Hippocrateaceae","Tontelea","leptophylla","Tontelea leptophylla","A.C.Sm.",NA,"Caruso, J; et al.","s.n.",NA,"Brazil","Reserva Ecológica Municipal de Macaé de Cima Nascente do rio das flores. Alt. 1100m.",NA,NA,"UEC068893","UEC068893",NA,NA,NA,NA,"Rio de Janeiro","-42.05","-22","Nova Friburgo",NA,NA,NA,NA,NA,NA,NA,"-42.05","-22",NA,NA,NA,NA
"19","2021-03-01 16:31:50-03","UNICAMP","UEC","166868","S","Plantae","Magnoliopsida",NA,"Hippocrateaceae","Tontelea","leptophylla","Tontelea leptophylla","A.C.Sm.",NA,"Stefani, EJF; Belinello, R; Galvão, JC","109",NA,"Brazil","Parque Estadual da Serra do Mar, Mata Atlântica.",NA,"Árvore com 7 m.","UEC018020","UEC018020","Stefani, EJF","2010","06","01","São Paulo","-45.503333","-23.619444","Caraguatatuba","50","90","2010","12",NA,NA,NA,"-45.503333","-23.619444",NA,NA,NA,NA
"20","2021-03-01 16:31:50-03","UNICAMP","UEC","166944","S","Plantae","Magnoliopsida",NA,"Hippocrateaceae","Tontelea","leptophylla","Tontelea leptophylla","A.C.Sm.",NA,"Stefani, EJF; Belinello, R; Galvão, JC","288",NA,"Brazil","Parque Estadual da Serra do Mar, Mata Atlântica.",NA,"Árvore com 16 m.","UEC018011","UEC018011","Stefani, EJF","2011","07","01","São Paulo","-45.539722","-23.583333","Paraibuna","800","900","2011","11",NA,NA,NA,"-45.539722","-23.583333",NA,NA,NA,NA
"21","2021-03-01 16:31:50-03","UNICAMP","UEC","85536","S","Plantae","Magnoliopsida",NA,"Hippocrateaceae","Tontelea","leptophylla","Tontelea leptophylla","A.C.Sm.",NA,"Godoy, SAP; Ferreira, GMP; Garcia, RJF; Sordi, SJ","237",NA,"Brazil","Jd. Novo Parelheiros Sítio Sr. José Guilguer Reimberg (José Toco), à direita na estrada engº Marsilac, após o entroncamento com a estrada da colônia.",NA,"Árvore ca. 4,0m de altura. botões florais verdes.","UEC068896","UEC068896","Lombardi, JA","1994","09","14","São Paulo","-46.735","-23.835556","São Paulo",NA,NA,"1999","08",NA,NA,NA,"-46.735","-23.835556",NA,NA,NA,NA
"22","2021-03-01 16:31:50-03","UNICAMP","UEC","64212","S","Plantae","Magnoliopsida",NA,"Hippocrateaceae","Tontelea","leptophylla","Tontelea leptophylla","A.C.Sm.",NA,"Lima, HC; et al.","3490",NA,"Brazil","Reserva Ecológica Municipal de Macaé de Cima Nascente do rio das flores. Alt. 1100m, Fazenda Sophronites.",NA,"Árvore pequena, 10m de alt., flores passadas e frutos acastanhados. Sementes com testa pardacenta e cotilédones alvacentos. Vi um único indivíduo proximo a casa do Sr. David Muller.","UEC068894","UEC068894",NA,"1989","04","06","Rio de Janeiro","-42.05","-22","Nova Friburgo",NA,NA,NA,NA,NA,NA,NA,"-42.05","-22",NA,NA,NA,NA
"23","2019-11-19 14:05:44-03","UFRPE","PEUFR","48866","PreservedSpecimen","Plantae",NA,NA,"Celastraceae","Tontelea","leptophylla","Tontelea leptophylla","A.C. Sm.",NA,"G.E.L. Macedo; J.L. Paixão","1623",NA,"Brasil","Fazenda Brejo Novo a 10,5km da Av. Otávio Mangabeira entrando pela Exupério Miranda, no bairro do Mandacaru",NA,"Árvore de 7m de altura; com folhas simples, coriáceas, discolores; indivíduo 2051; parcela 42.","PEUFR048866",NA,"J.A. Lombardi","2004","12","09","Bahia","-40.111","-13.951","Jequié","721","721","2005","09","01",NA,NA,"40º06'39,6W","13º57'03,6S",NA,NA,NA,NA
"24","2020-12-21 16:20:35-03","MBM","MBM","226263","PreservedSpecimen","Plantae",NA,NA,"Celastraceae","Tontelea","leptophylla","Tontelea leptophylla","A.C. Sm.",NA,"Costa, L.V.","183","Southern America","Brazil","Estação Biológica de Caratinga",NA,NA,"MBM226263","MBM226263","Lombardi, J.A.",NA,NA,NA,"Minas Gerais","-42.1391983032227","-19.7896995544434","Caratinga",NA,NA,NA,NA,NA,"49886","auto",NA,NA,NA,NA,NA,NA
"25","2020-12-21 16:20:36-03","MBM","MBM","226264","PreservedSpecimen","Plantae",NA,NA,"Celastraceae","Tontelea","leptophylla","Tontelea leptophylla","A.C. Sm.",NA,"Costa, L.V.","271","Southern America","Brazil","Estação Biológica de Caratinga",NA,NA,"MBM226264","MBM226264","Lombardi, J.A.",NA,NA,NA,"Minas Gerais","-42.1391983032227","-19.7896995544434","Caratinga",NA,NA,NA,NA,NA,"49886","auto",NA,NA,NA,NA,NA,NA
"26","2020-12-21 16:20:36-03","MBM","MBM","226265","PreservedSpecimen","Plantae",NA,NA,"Celastraceae","Tontelea","leptophylla","Tontelea leptophylla","A.C. Sm.",NA,"Lopes, M.A.; et al.; et al.","484","Southern America","Brazil","Estação Biológica de Caratinga",NA,NA,"MBM226265","MBM226265","Lombardi, J.A.",NA,NA,NA,"Minas Gerais","-42.1391983032227","-19.7896995544434","Caratinga",NA,NA,NA,NA,NA,"49886","auto",NA,NA,NA,NA,NA,NA
"27","2020-12-21 16:20:36-03","MBM","MBM","226266","PreservedSpecimen","Plantae",NA,NA,"Celastraceae","Tontelea","leptophylla","Tontelea leptophylla","A.C. Sm.",NA,"Andrade, P.M.; et al.; et al.","484A","Southern America","Brazil","Estação Biológica de Caratinga",NA,NA,"MBM226266","MBM226266","Lombardi, J.A.",NA,NA,NA,"Minas Gerais","-42.1391983032227","-19.7896995544434","Caratinga",NA,NA,NA,NA,NA,"49886","auto",NA,NA,NA,NA,NA,NA
"28","2020-12-21 16:20:36-03","MBM","MBM","304242","PreservedSpecimen","Plantae",NA,NA,"Celastraceae","Tontelea","leptophylla","Tontelea leptophylla","A.C. Sm.",NA,"Lima, H.C. de; et al.; et al.","3490","Southern America","Brazil","Reserva Ecológica de Macaé de Cima",NA,NA,"MBM304242","MBM304242",NA,"1989","04","06","Rio de Janeiro","-42.5311012268066","-22.2819004058838","Nova Friburgo",NA,NA,NA,NA,NA,"33190","auto",NA,NA,NA,NA,NA,NA
"29","2020-12-21 16:20:36-03","MBM","MBM","343132","PreservedSpecimen","Plantae",NA,NA,"Celastraceae","Tontelea","leptophylla","Tontelea leptophylla","A.C. Sm.",NA,"Lima, H.C. de; et al.; et al.","5504","Southern America","Brazil","Reserva Ecológica Municipal de Macaé de Cima. Rio das Flores, próx. ao Sítio III.",NA,"Árvore. Tronco com casca lisa e acidentada. DAP ca 4 cm. Inflorescência com raque esverdeado e flores amarelas. Ocasional. Altura 8m.","MBM343132","MBM343132",NA,"1997","12","13","Rio de Janeiro","-42.5311012268066","-22.2819004058838","Nova Friburgo","1200","1200",NA,NA,NA,"33190","auto",NA,NA,NA,NA,NA,NA
"30","2015-10-02 02:57:24-03","MNHN","RECOLNAT_MNHN_P","P00704196","PreservedSpecimen",NA,NA,NA,"Celastraceae","Tontelea","leptophylla","Tontelea leptophylla","A.C.Sm.","isotype","Glaziou, A.",NA,NA,"Brésil","Prov. de Rio Jan., Faria chez Mr Chire","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00704196' target='other'> <mi>dwc_moreinfo</mi></a>","P00704196","P00704196_01","Mennega","1891","1","27",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"17484",NA,NA,NA
"31","2017-11-30 15:27:43-02","MNHN","RECOLNAT_MNHN_P","P00704197","PreservedSpecimen",NA,NA,NA,"Celastraceae","Tontelea","leptophylla","Tontelea leptophylla","A.C.Sm.","isotype","Glaziou, A.",NA,NA,"Brésil","Prov. de Rio Jan., Faria chez Mr Chire","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00704197' target='other'> <mi>dwc_moreinfo</mi></a>","P00704197","P00704197_01","Lombardi","1891","1","27",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"17484",NA,NA,NA
"32","2017-11-14 16:03:53-02","MNHN","RECOLNAT_MNHN_P","P05616125","PreservedSpecimen",NA,NA,NA,"Celastraceae","Tontelea","leptophylla","Tontelea leptophylla","A.C.Sm.",NA,"Glaziou, A.",NA,NA,"Brasil",NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05616125' target='other'> <mi>dwc_moreinfo</mi></a>","P05616125","P05616125_01",NA,NA,NA,NA,"Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"18157",NA,NA,NA
"33","2017-11-14 16:03:53-02","MNHN","RECOLNAT_MNHN_P","P05616126","PreservedSpecimen",NA,NA,NA,"Celastraceae","Tontelea","leptophylla","Tontelea leptophylla","A.C.Sm.",NA,"Glaziou, A.",NA,NA,"Brasil",NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05616126' target='other'> <mi>dwc_moreinfo</mi></a>","P05616126","P05616126_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"13584",NA,NA,NA
"34","2019-01-30 14:15:52-02","MNHN","RECOLNAT_MNHN_P","P05616127","PreservedSpecimen",NA,NA,NA,"Celastraceae","Tontelea","leptophylla","Tontelea leptophylla","A.C.Sm.",NA,"Glaziou, A.",NA,NA,"Brasil","Alto Macahé.","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05616127' target='other'> <mi>dwc_moreinfo</mi></a>","P05616127","P05616127_01",NA,"1888","11","10","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2017-11-14 16:03:53-02","MNHN","RECOLNAT_MNHN_P","P05616124","PreservedSpecimen",NA,NA,NA,"Celastraceae","Tontelea","leptophylla","Tontelea leptophylla","A.C.Sm.",NA,"Glaziou",NA,NA,"Brasil",NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05616124' target='other'> <mi>dwc_moreinfo</mi></a>","P05616124","P05616124_01",NA,"1881","12","12","Rio de Janeiro","-42.5311012268066","-22.2819004058838","Nova Friburgo",NA,NA,NA,NA,NA,"33190","auto",NA,NA,"13584",NA,NA,NA
"36","2020-12-11 11:34:32-03","UFMG","BHCB","46612","PreservedSpecimen","Plantae","Dicotyledon",NA,"Celastraceae","Tontelea","leptophylla","Tontelea leptophylla","A.C.Sm.",NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2020-12-11 11:34:32-03","UFMG","BHCB","46625","PreservedSpecimen","Plantae","Dicotyledon",NA,"Celastraceae","Tontelea","leptophylla","Tontelea leptophylla","A.C.Sm.",NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2020-12-11 11:34:32-03","UFMG","BHCB","46629","PreservedSpecimen","Plantae","Dicotyledon",NA,"Celastraceae","Tontelea","leptophylla","Tontelea leptophylla","A.C.Sm.",NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2020-12-11 11:34:32-03","UFMG","BHCB","46634","PreservedSpecimen","Plantae","Dicotyledon",NA,"Celastraceae","Tontelea","leptophylla","Tontelea leptophylla","A.C.Sm.",NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2020-12-11 11:34:32-03","UFMG","BHCB","47418","PreservedSpecimen","Plantae","Dicotyledon",NA,"Celastraceae","Tontelea","leptophylla","Tontelea leptophylla","A.C.Sm.",NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2020-12-11 11:34:32-03","UFMG","BHCB","24496","PreservedSpecimen","Plantae","Dicotyledon",NA,"Celastraceae","Tontelea","leptophylla","Tontelea leptophylla","A.C.Sm.",NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2020-12-11 11:34:32-03","UFMG","BHCB","24496","PreservedSpecimen","Plantae","Dicotyledon",NA,"Celastraceae","Tontelea","leptophylla","Tontelea leptophylla","A.C.Sm.",NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2020-12-11 11:34:32-03","UFMG","BHCB","24541","PreservedSpecimen","Plantae","Dicotyledon",NA,"Celastraceae","Tontelea","leptophylla","Tontelea leptophylla","A.C.Sm.",NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2020-12-11 11:34:32-03","UFMG","BHCB","24541","PreservedSpecimen","Plantae","Dicotyledon",NA,"Celastraceae","Tontelea","leptophylla","Tontelea leptophylla","A.C.Sm.",NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2020-12-11 11:34:32-03","UFMG","BHCB","34440","PreservedSpecimen","Plantae","Dicotyledon",NA,"Celastraceae","Tontelea","leptophylla","Tontelea leptophylla","A.C.Sm.",NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2020-12-11 11:34:32-03","UFMG","BHCB","34440","PreservedSpecimen","Plantae","Dicotyledon",NA,"Celastraceae","Tontelea","leptophylla","Tontelea leptophylla","A.C.Sm.",NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2020-12-11 11:34:32-03","UFMG","BHCB","34484","PreservedSpecimen","Plantae","Dicotyledon",NA,"Celastraceae","Tontelea","leptophylla","Tontelea leptophylla","A.C.Sm.",NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2020-12-11 11:34:32-03","UFMG","BHCB","34484","PreservedSpecimen","Plantae","Dicotyledon",NA,"Celastraceae","Tontelea","leptophylla","Tontelea leptophylla","A.C.Sm.",NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2020-12-11 11:34:32-03","UFMG","BHCB","43108","PreservedSpecimen","Plantae","Dicotyledon",NA,"Celastraceae","Tontelea","leptophylla","Tontelea leptophylla","A.C.Sm.",NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","2020-12-11 11:34:32-03","UFMG","BHCB","11420","PreservedSpecimen","Plantae","Dicotyledon",NA,"Celastraceae","Tontelea","leptophylla","Tontelea leptophylla","A.C.Sm.",NA,"Costa, LVC; et al.","175","Southern America","Brasil","Estação Biológica de Caratinga",NA,NA,NA,NA,NA,"1987","10","31","Minas Gerais","-42.1391983032227","-19.7896995544434","Caratinga",NA,NA,NA,NA,NA,"49886","auto",NA,NA,NA,NA,NA,NA
"51","2020-12-11 11:34:32-03","UFMG","BHCB","11976","PreservedSpecimen","Plantae","Dicotyledon",NA,"Celastraceae","Tontelea","leptophylla","Tontelea leptophylla","A.C.Sm.",NA,"Horta, MB; et al.","275","Southern America","Brasil","Estação Biológica de Caratinga",NA,NA,NA,NA,NA,"1987","10","10","Minas Gerais","-42.1391983032227","-19.7896995544434","Caratinga",NA,NA,NA,NA,NA,"49886","auto",NA,NA,NA,NA,NA,NA
"52","2020-12-11 11:34:32-03","UFMG","BHCB","17708","PreservedSpecimen","Plantae","Dicotyledon",NA,"Celastraceae","Tontelea","leptophylla","Tontelea leptophylla","A.C.Sm.",NA,"Costa, LVC; et al.","s.n.","Southern America","Brasil","Estação Biológica de Caratinga",NA,NA,NA,NA,NA,"1988","10","19","Minas Gerais","-42.1391983032227","-19.7896995544434","Caratinga",NA,NA,NA,NA,NA,"49886","auto",NA,NA,NA,NA,NA,NA
"53","2020-12-11 11:34:32-03","UFMG","BHCB","17708","PreservedSpecimen","Plantae","Dicotyledon",NA,"Celastraceae","Tontelea","leptophylla","Tontelea leptophylla","A.C.Sm.",NA,"Costa, LVC; et al.","s.n.","Southern America","Brasil","Estação Biológica de Caratinga",NA,NA,NA,NA,NA,"1988","10","19","Minas Gerais","-42.1391983032227","-19.7896995544434","Caratinga",NA,NA,NA,NA,NA,"49886","auto",NA,NA,NA,NA,NA,NA
