"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","county","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","class","relatedCatalogItem","fieldNumber","individualCount","sex","typeStatus"
"11","2021-03-15 16:37:00-03","NY","NYBG","00995179","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Sapindaceae","Magonia","pubescens","Magonia pubescens","A.St.-Hil.","H. S. Irwin","15146","1966","04","20","South America","Brazil","Goiás","Serra do Morcêgo, Côrrego Estrema, ca. 42 km N.E. of Formosa","-47.05647","-15.26491","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1086798' target='other'> <mi>dwc_moreinfo</mi></a>","NY00995179","NY00995179_01","E. Joyal","Formosa","800","800",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","00995166","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Sapindaceae","Magonia","pubescens","Magonia pubescens","A.St.-Hil.","J. A. Ratter","R.267","1967","08","02","South America","Brazil","Mato Grosso","c. 6 km SW of Xavantina.","-52.33","-14.73","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1086700' target='other'> <mi>dwc_moreinfo</mi></a>","NY00995166","NY00995166_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","818279","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Sapindaceae","Magonia","pubescens","Magonia pubescens","A.St.-Hil.","E. P. Heringer","5404","1980","11","01","South America","Brazil","Distrito Federal","BR-251, km 15, lado dereito.","-47.9294","-15.7797","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=859274' target='other'> <mi>dwc_moreinfo</mi></a>","NY00818279","NY00818279_01","M. H. Nee","Brasília",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","00995171","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Sapindaceae","Magonia","pubescens","Magonia pubescens","A.St.-Hil.","A. E. Brina","s.n.","1995","10","06","South America","Brazil","Minas Gerais","APA Carste de Lagoa Santa.","-43.8894","-19.6272","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1086713' target='other'> <mi>dwc_moreinfo</mi></a>","NY00995171","NY00995171_01","D. C. Daly","Lagoa Santa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","00995201","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Sapindaceae","Magonia","pubescens","Magonia pubescens","A.St.-Hil.","C. E. O. Kuntze","s.n.","1892","07",NA,"South America","Brazil","Mato Grosso",NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1088147' target='other'> <mi>dwc_moreinfo</mi></a>","NY00995201","NY00995201_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","01462583","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Sapindaceae","Magonia","pubescens","Magonia pubescens","A.St.-Hil.","B. M. Torke","672","2009","06","04","South America","Bolivia","La Paz","Pampas del Madidi area of the middle reaches of the Rio Madidi basin: Campamento Permanente on the N shore of the Rio Madidi, ca. 15.6 linear km NE of the confluence with the Rio Enatahua (Rio Inambari according to one guide), pampas toward the tractor track and abandonded farmsteads, ca. 1-2.5 km N and E of camp","-67.64483","-12.85322","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1320367' target='other'> <mi>dwc_moreinfo</mi></a>","NY01462583",NA,"B. M. Torke","Abel Iturralde","163","163",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","00995226","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Sapindaceae","Magonia","pubescens","Magonia pubescens","A.St.-Hil.","P. Clausen","501",NA,NA,NA,"South America","Brazil","Minas Gerais",NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1089906' target='other'> <mi>dwc_moreinfo</mi></a>","NY00995226","NY00995226_01","T. D. Pennington",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","1019419","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Sapindaceae","Magonia","pubescens","Magonia pubescens","A.St.-Hil.","G. Martinelli","16160","2007","06","19","South America","Brazil","Piauí","Localidade de Japecanga, 10 km do povoado de Japecanga em direção ao PARNA Serra das Confusões.","-43.8575","-8.9458","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1282270' target='other'> <mi>dwc_moreinfo</mi></a>","NY01019419","NY01019419_01","A. M. S. da F. Vaz","Cristino Castro","650","650",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","00995164","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Sapindaceae","Magonia","pubescens","Magonia pubescens","A.St.-Hil.","J. M. Pires","16493","1978","08","08","South America","Brazil","Mato Grosso","Sararé, RADAMBRASIL, folha SD 21-YC; ponto 54.","-59.72","-15.75","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1086692' target='other'> <mi>dwc_moreinfo</mi></a>","NY00995164","NY00995164_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","00995189","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Sapindaceae","Magonia","pubescens","Magonia pubescens","A.St.-Hil.","H. S. Irwin","10418","1965","11","17","South America","Brazil","Goiás","Serra do Rio Preto, ca. 15 km E. of Cabeceiras","-46.8433","-15.8","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1087263' target='other'> <mi>dwc_moreinfo</mi></a>","NY00995189","NY00995189_01","J. A. Kallunki","Cabeceiras","1000","1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","00995223","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Sapindaceae","Magonia","pubescens","Magonia pubescens","A.St.-Hil.","J. A. Ratter","R.1098","1968","04","19","South America","Brazil","Mato Grosso","9 km E of the Base Camp of the Expedition. (Base Camp c. 270 km N of Xavantina).","-51.87","-12.9","separate fruit","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1089884' target='other'> <mi>dwc_moreinfo</mi></a>","NY00995223","NY00995223_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","01467265","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Sapindaceae","Magonia","pubescens","Magonia pubescens","A.St.-Hil.","B. M. Torke","672","2009","06","04","South America","Bolivia","La Paz","Pampas del Madidi area of the middle reaches of the Rio Madidi basin: Campamento Permanente on the N shore of the Rio Madidi, ca. 15.6 linear km NE of the confluence with the Rio Enatahua (Rio Inambari according to one guide), pampas toward the tractor track and abandonded farmsteads, ca. 1-2.5 km N and E of camp","-67.64483","-12.85322","separate fruit","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1708329' target='other'> <mi>dwc_moreinfo</mi></a>","NY01467265",NA,"B. M. Torke","Abel Iturralde","163","163",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","00995180","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Sapindaceae","Magonia","pubescens","Magonia pubescens","A.St.-Hil.","H. S. Irwin","15146","1966","04","20","South America","Brazil","Goiás","Serra do Morcêgo, Côrrego Estrema, ca. 42 km N.E. of Formosa","-47.05647","-15.26491","separate fruit","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1086799' target='other'> <mi>dwc_moreinfo</mi></a>","NY00995180","NY00995180_01 NY00995180_02 NY00995180_03","E. Joyal","Formosa","800","800",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","00995220","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Sapindaceae","Magonia","pubescens","Magonia pubescens","A.St.-Hil.","B. M. T. Walter","2745","1995","10","08","South America","Brazil","Goiás","Estrada da Faz. Praia Grande a Faz. Palmeiras do Maranhão. Cerca de 8 km ao norte do corrego Praia Grande. Area de influencia do AHE Serra da Mesa.","-48.4","-13.95","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1089872' target='other'> <mi>dwc_moreinfo</mi></a>","NY00995220","NY00995220_01","B. M. T. Walter","Campinaçu","490","490",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","03097862","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Sapindaceae","Magonia","pubescens","Magonia pubescens","A.St.-Hil.","G. Martinelli","18530","2015","05","27","South America","Brazil","Mato Grosso","Fazenda do Sr. Milton Leão, próximo da divisa com o SESC Serra Azul","-55.6805556","-14.4736111","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3343452' target='other'> <mi>dwc_moreinfo</mi></a>","NY03097862","NY03097862_01",NA,"Rosário Oeste","331","331",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","00995208","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Sapindaceae","Magonia","pubescens","Magonia pubescens","A.St.-Hil.","G. T. Prance","26129","1979","06","09","South America","Brazil","Mato Grosso","Vicinity of Acurizal","-57.53","-17.87","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1089825' target='other'> <mi>dwc_moreinfo</mi></a>","NY00995208","NY00995208_01 NY00995208_02 NY00995208_03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","1017662","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Sapindaceae","Magonia","pubescens","Magonia pubescens","A.St.-Hil.","L. Duarte","141","1962","09","07","South America","Brazil","Distrito Federal","Fercal.","-47.9294","-15.7797","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1221337' target='other'> <mi>dwc_moreinfo</mi></a>","NY01017662","NY01017662_01","T. D. Pennington","Brasília",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","448172","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Sapindaceae","Magonia","pubescens","Magonia pubescens","A.St.-Hil.","H. da S. Brito","346","1991","06","05","South America","Brazil","Bahia","Km 14 da BR-242 que liga Ibotirama/Seabra.","-43.22","-12.18","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=680432' target='other'> <mi>dwc_moreinfo</mi></a>","NY00448172","NY00448172_01","P. Acevedo-Rodríguez","Ibotirama",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","00995198","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Sapindaceae","Magonia","pubescens","Magonia pubescens","A.St.-Hil.","G. Gardner","s.n.","1838","08",NA,"South America","Brazil","Ceará",NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1087337' target='other'> <mi>dwc_moreinfo</mi></a>","NY00995198","NY00995198_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","1017661","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Sapindaceae","Magonia","pubescens","Magonia pubescens","A.St.-Hil.","M. S. Menandro","141","1988","09","20","South America","Brazil","Minas Gerais","Fazenda Bolivia.","-44.7781","-16.2856","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1221335' target='other'> <mi>dwc_moreinfo</mi></a>","NY01017661","NY01017661_01","H. T. Beck","Ubaí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","514809","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Sapindaceae","Magonia","pubescens","Magonia pubescens","A.St.-Hil.","W. R. Anderson","37115","1972","03","17","South America","Brazil","Bahia","Ca. 5 km W of Cocos, near limestone boulders.","-44.53","-14.18","separate fruit","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=680427' target='other'> <mi>dwc_moreinfo</mi></a>","NY00514809","NY00514809_01","E. Joyal","Cocos","530","530",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","00995172","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Sapindaceae","Magonia","pubescens","Magonia pubescens","A.St.-Hil.","D. C. Daly","D616","1980","10","12","South America","Brazil","Maranhão","Tadumo, 2 km NW of Presidente Dutra.","-44.53","-5.25","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1086714' target='other'> <mi>dwc_moreinfo</mi></a>","NY00995172","NY00995172_01","J. A. Kallunki","Presidente Dutra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","01139072","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Sapindaceae","Magonia","pubescens","Magonia pubescens","A.St.-Hil.","C. S. Rosário","29","1978","06","11","South America","Brazil","Pará","São Félix do Xingú, ponto 22, folha SC 22 VC","-51.97281","-6.6415893","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1476624' target='other'> <mi>dwc_moreinfo</mi></a>","NY01139072","NY01139072_01","J. M. Pires",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","1019420","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Sapindaceae","Magonia","pubescens","Magonia pubescens","A.St.-Hil.","G. Martinelli","16160","2007","06","19","South America","Brazil","Piauí","Localidade de Japecanga, 10 km do povoado de Japecanga em direção ao PARNA Serra das Confusões.","-43.8575","-8.9458","separate fruit","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1282275' target='other'> <mi>dwc_moreinfo</mi></a>","NY01019420","NY01019420_01","A. M. S. da F. Vaz","Cristino Castro","650","650",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","00995192","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Sapindaceae","Magonia","pubescens","Magonia pubescens","A.St.-Hil.","H. S. Irwin","25202","1970","01","23","South America","Brazil","Goiás","Contraforte Central, ca. 20 km N.E. of Catalão","-47.81634","-18.03893","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1087278' target='other'> <mi>dwc_moreinfo</mi></a>","NY00995192","NY00995192_01","E. Joyal","Catalão","875","875",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","00995165","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Sapindaceae","Magonia","pubescens","Magonia pubescens","A.St.-Hil.","J. A. Ratter","R.1098","1968","04","19","South America","Brazil","Mato Grosso","9 km E of the Base Camp of the Expedition. (Base Camp c. 270 km N of Xavantina).","-51.87","-12.9","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1086695' target='other'> <mi>dwc_moreinfo</mi></a>","NY00995165","NY00995165_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","00995211","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Sapindaceae","Magonia","pubescens","Magonia pubescens","A.St.-Hil.","P. W. Richards","R.473","1967","08","25","South America","Brazil","Mato Grosso","6 km S. of Xavantina.","-52.33","-14.73","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1089835' target='other'> <mi>dwc_moreinfo</mi></a>","NY00995211","NY00995211_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","00995231","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Sapindaceae","Magonia","pubescens","Magonia pubescens","A.St.-Hil.","L. Riedel","2644","1834","09",NA,"South America","Brazil","Minas Gerais","Suiz Rio São Francisco.",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1089920' target='other'> <mi>dwc_moreinfo</mi></a>","NY00995231","NY00995231_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","00995163","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Sapindaceae","Magonia","pubescens","Magonia pubescens","A.St.-Hil.","G. G. Hatschbach","24600","1970","08","12","South America","Brazil","Mato Grosso do Sul","Col. Paxixi.","-55.7869","-20.4711","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1086689' target='other'> <mi>dwc_moreinfo</mi></a>","NY00995163","NY00995163_01",NA,"Aquidauana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","448173","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Sapindaceae","Magonia","pubescens","Magonia pubescens","A.St.-Hil.","A. H. Gentry","50194","1985","02","16","South America","Brazil","Ceará","CE-021, 2 km S of Farias Brito.","-39.65","-7","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=680433' target='other'> <mi>dwc_moreinfo</mi></a>","NY00448173","NY00448173_01","A. Fernandes","Farias Brito","300","300",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","448164","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Sapindaceae","Magonia","pubescens","Magonia pubescens","A.St.-Hil.","J. B. E. Pohl","2145",NA,NA,NA,"South America","Brazil","Bahia","Arranyas.","-41.1558","-11.5503","sheet","This number (d.681) is writen on the label. <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=680434' target='other'> <mi>dwc_moreinfo</mi></a>","NY00448164","NY00448164_01",NA,"Morro do Chapéu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","00995214","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Sapindaceae","Magonia","pubescens","Magonia pubescens","A.St.-Hil.","L. Riedel","1091","1827","09","07","South America","Brazil","Mato Grosso",NA,"-56.0967","-15.5961","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1089849' target='other'> <mi>dwc_moreinfo</mi></a>","NY00995214","NY00995214_01",NA,"Cuiabá",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-03-15 16:37:00-03","NY","NYBG","00995205","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Sapindaceae","Magonia","pubescens","Magonia pubescens","A.St.-Hil.","T. C. Plowman","8249","1980","02","01","South America","Brazil","Tocantins","Road from highway BR-153 to Itaporã, 12 km west of village of Presidente Kennedy. Fazenda Primavera along Ribeirão Feínho.","-48.6008","-8.5006","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1089815' target='other'> <mi>dwc_moreinfo</mi></a>","NY00995205","NY00995205_01","P. Acevedo-Rodríguez","Presidente Kennedy","400","500",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
