"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","infraspecificEpithet","scientificName","scientificNameAuthorship","typeStatus","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","county","yearIdentified","class","relatedCatalogItem","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","fieldNumber","individualCount"
"99","2020-09-12 05:00:02-03","US","US","2623328","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Leandra","pallida","hispidula","Leandra pallida hispidula","Brade","Isotype","A. C. Brade","21188","1951","10","10","South America - Neotropics","Brazil","São Paulo","Serra da Bocaina.",NA,NA,NA,NA,NA,NA,"US00120678","US00120678_01",NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,"1"
"100","2021-03-25 13:52:36-03","UNIVILLE","JOI","18403","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Leandra","pallida",NA,"Leandra pallida","Cogn.",NA,"Vieira, F.C.S.","2595","2018","12","07",NA,"Brasil","Santa Catarina","Fazenda Cerro Verde.","-50.334167","-27.311389","1100","1100",NA,NA,"JOI018403",NA,"Vieira, F.C.S.","São Cristovão do Sul","2019",NA,NA,"01","05",NA,NA,"50º20'3''W","27º18'41''S",NA,NA
"101","2015-03-07 08:51:46-03","F","FMNH-SEEDPLANTS","V0133335F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Melastomataceae","Leandra","pallida",NA,"Leandra pallida",NA,NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"V0133335F","V0133335F_01",NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"102","2015-03-07 08:51:46-03","F","FMNH-SEEDPLANTS","V0133333F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Melastomataceae","Leandra","pallida",NA,"Leandra pallida",NA,NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"V0133333F","V0133333F_01",NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"103","2015-03-07 08:51:46-03","F","FMNH-SEEDPLANTS","V0133334F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Melastomataceae","Leandra","pallida",NA,"Leandra pallida",NA,NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"V0133334F","V0133334F_01",NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"104","2015-03-07 08:51:46-03","F","FMNH-SEEDPLANTS","V0133336F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Melastomataceae","Leandra","pallida",NA,"Leandra pallida",NA,NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"V0133336F","V0133336F_01",NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"105","2015-03-07 08:51:46-03","F","FMNH-SEEDPLANTS","V0133337F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Melastomataceae","Leandra","pallida",NA,"Leandra pallida",NA,NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"V0133337F","V0133337F_01",NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"106","2019-01-23 13:06:21-02","F","FMNH-SEEDPLANTS","V0360419F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Melastomataceae","Leandra","pallida",NA,"Leandra pallida",NA,"Syntype","A. Glaziou","8693",NA,NA,NA,"South America","Brazil",NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"V0360419F","V0360419F_01",NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"107","2018-04-04 16:24:21-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Melastomataceae","Leandra","pallida","brevifolia","Leandra pallida brevifolia",NA,NA,"F. Atala","334",NA,NA,NA,"South America","Brazil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,"RRC ID Flag",NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,"334",NA
"108","2018-04-04 16:24:21-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Melastomataceae","Leandra","pallida","brevifolia","Leandra pallida brevifolia",NA,NA,"F. Atala","334",NA,NA,NA,"South America","Brazil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,"RRC ID Flag",NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,"334",NA
"109","2020-07-23 12:12:55-03","CEPLAC","CEPEC","133280","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Leandra","pallida",NA,"Leandra pallida",NA,NA,"T. M. Machado","267","2010","12","01",NA,"Brasil","Minas Gerais","Parqeu Nacional do Caparaó. Trilha para cachoeira do Aurélio.","-41.833333","-20.466667",NA,NA,NA,"<ll>dwc_commonname:</ll>",NA,NA,"R. Goldenberg","Alto caparaó",NA,NA,NA,NA,NA,NA,NA,"41W50'","20S28'",NA,NA
"110","2021-02-23 13:22:45-03","MN","R-TIPOS","10043","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Leandra","pallida",NA,"Leandra pallida","Cogn.","Isosyntypus","Glaziou, A.F.M.","8693","1876","11","20",NA,"Brasil","Rio de Janeiro","Campo do Itatiaia","-44.5633010864258","-22.4960994720459",NA,NA,NA,NA,"R000010043","R000010043_001",NA,"Itatiaia",NA,NA,NA,NA,NA,"19648","auto",NA,NA,NA,NA
"111","2020-08-20 20:40:03-03","UFSC","FLOR","34612","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Leandra","pallida",NA,"Leandra pallida","Cogn.",NA,"Zanin, A.; Longhi-Wagner, H.M.; Souza, M.L. & Rieper, M.","998","2006","03","09",NA,NA,NA,"Campo da borda Leste na base do Morro do Campo dos Padres, Campo dos Padres.",NA,NA,"1570","1570",NA,"erva Habitat: beira de canyon","FLOR0034612","FLOR0034612","Souza, M.L.",NA,"2006",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112","2020-08-20 20:40:03-03","UFSC","FLOR","34619","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Leandra","pallida",NA,"Leandra pallida","Cogn.",NA,"Zanin, A.; Longhi-Wagner, H.M.; Souza, M.L. & Rieper, M.","1005","2006","03","09",NA,NA,NA,"Morro do Campo dos Padres, encosta próxima ao topo, Campo dos Padres.",NA,NA,"1618","1618",NA,"0,6m altura. comum em afloramento rochoso. Habitat: afloramento rochoso","FLOR0034619","FLOR0034619","Souza, M.L.",NA,"2006",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113","2020-08-20 20:40:03-03","UFSC","FLOR","34810","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Leandra","pallida",NA,"Leandra pallida","Cogn.",NA,"Souza, M.L.; Zanin, A.; Longhi-Wagner, H.M. & Rieper, M.","1619","2006","04","27",NA,NA,NA,"Campo dos Padres, Fazenda da Sra. Sonia Munareto, encosta de morro próximo à borda Leste do cânion do Espraiado.",NA,NA,"1429","1429",NA,"subarbusto. Rara, ca. 0,50m. Habitat: borda de mata","FLOR0034810","FLOR0034810","Souza, M.L.",NA,"2006",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114","2020-08-20 20:40:03-03","UFSC","FLOR","34825","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Leandra","pallida",NA,"Leandra pallida","Cogn.",NA,"Souza, M.L.; Zanin, A.; Longhi-Wagner, H.M. & Rieper, M.","1634","2006","04","28",NA,NA,NA,"Campo dos Padres, Fazenda da Sra. Sonina Munareto, parte Leste dos campos do rio Espraiado.",NA,NA,NA,NA,NA,"subarbusto, 0,3 a 0,4m altura. Comum. Habitat: borda de matinha","FLOR0034825",NA,"Souza, M.L.",NA,"2006",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"115","2021-03-04 15:44:58-03","IF","SPSF","36605","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Leandra","pallida",NA,"Leandra pallida",NA,NA,"J.Mattos","15863","1974","10","17","América do Sul","Brasil","SP","Parque Estadual de Campos do Jordão","-45.5900001525879","-22.7299995422363",NA,NA,NA,"COLETA: XLS: SPSFNovo; GEOGRAFIA: sede&nf;;",NA,NA,NA,"Campos do Jordão",NA,"Magnoliopsida",NA,NA,NA,"21048","auto",NA,NA,NA,NA
"116","2014-12-02 11:38:34-02","CAS","CAS-BOT","410694","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Leandra","pallida",NA,"Leandra pallida","Cogn.",NA,"Almeda, F.; Martins, A. B.; Fritsch, P. W.; Aranha Filho, J. L.M.; Bush, C.; Belinello, R.","9875","2009","3",NA,"South America","Brazil","Santa Catarina","Municipio Serra do Rio do Rastro. Serra do Rio do Rastro about 11 km beyond Bom Jardim da Serra en route to Lauro Müller.","-49.55177","-28.40174","1392",NA,NA,"Shrub 1.5 dm tall. Immature berries flushed red. Uncommon.",NA,NA,"M. Reginato",NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,"49.55177° W","28.40174° S",NA,NA
"117","2015-01-13 10:59:48-02","CAS","CAS-BOT","420299","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Leandra","pallida","brevifolia","Leandra pallida brevifolia",NA,NA,"Cordeiro, J.; Barbosa, E.","912","1992","2",NA,"South America","Brazil","Santa Catarina","Serra do Iquererim.","-49.2655982971191","-26.1924991607666","1000",NA,NA,"Flor alva.",NA,NA,NA,"Campo Alegre",NA,"Magnoliopsida",NA,NA,NA,"37493","auto",NA,NA,NA,NA
"118","2015-01-13 10:59:48-02","CAS","CAS-BOT","420299","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Leandra","pallida","brevifolia","Leandra pallida brevifolia",NA,NA,"Cordeiro, J.; Barbosa, E.","912","1992","2",NA,"South America","Brazil","Santa Catarina","Serra do Iquererim.","-49.2655982971191","-26.1924991607666","1000",NA,NA,"Flor alva.",NA,NA,NA,"Campo Alegre",NA,"Magnoliopsida",NA,NA,NA,"37493","auto",NA,NA,NA,NA
"119","2021-02-08 12:43:33-03","UFRGS","ICN","201963","S","Plantae","Dicotyledon",NA,"Melastomataceae","Leandra","pallida",NA,"Leandra pallida","Cogn.",NA,"Nunes, D; Guimarães, PJF; Gouvêa, GTF; Silva, TF","209","2019","11","26","América do Sul","Brasil","RJ","PARNA do Itatiaia. Na trilha para Prateleiras.","-44.672778","-22.390278","2355","2355",NA,"Doação Herbário RB; Subarbusto rupícola. 0,4m de altura. Espécime pêndulo. Folhas verdes, discolores, membranáceas. Raque da inflorescência, pedicelos, hipando e ovário verde-claros. Pétalas e androceu brancos. Estilete e estigma brancos.; Campo de a",NA,NA,"Nunes, D","Resende","2019",NA,NA,"12","01",NA,NA,"-44.672778","-22.390278",NA,NA
"120","2019-11-21 10:09:51-03","IBt","SP","120608","S","Plantae",NA,NA,"Melastomataceae","Leandra","pallida",NA,"Leandra pallida","Cogn.",NA,"Atala, F","334","1960","11","14",NA,"Brasil","Minas Gerais","Serra do Caparaó, Macieiras",NA,NA,NA,NA,NA,NA,NA,NA,"Mamede, MCH",NA,"2011",NA,NA,"03","06",NA,NA,NA,NA,NA,NA
"121","2019-11-21 10:09:51-03","IBt","SP","139995","S","Plantae",NA,NA,"Melastomataceae","Leandra","pallida",NA,"Leandra pallida","Cogn.",NA,"Eiten, G; Eiten, LT","6675","1965","11","06",NA,"Brasil","Rio de Janeiro","Mt. Itatiáia, west edge of planalto, at km 12 along road to shelter house, Abrigo Rebouças. Upper edge of subalpine forest, now mostly cut-over & burned","-44.7","-22.416667","2250","2250",NA,NA,NA,NA,"Chiea, SAC","Resende","1987",NA,NA,"06",NA,NA,NA,"-44.7","-22.416667",NA,NA
"122","2019-11-21 10:09:51-03","IBt","SP","140002","S","Plantae",NA,NA,"Melastomataceae","Leandra","pallida",NA,"Leandra pallida","Cogn.",NA,"Eiten, G; Eiten, LT","6547","1965","11","03",NA,"Brasil","Rio de Janeiro","Mt. Itatiáia, planalto. In valley leading to Pedra do Altar. In moist black humusy soil among outcropping rocks","-44.683333","-22.416667","2350","2350",NA,NA,NA,NA,"Reginato, M","Resende","2013",NA,NA,"01",NA,NA,NA,"-44.683333","-22.416667",NA,NA
"123","2019-11-21 10:09:51-03","IBt","SP","468472","S","Plantae",NA,NA,"Melastomataceae","Leandra","pallida","hispidula","Leandra pallida hispidula","Brade","Isotype","Brade, AC","21188","1951","10","10",NA,"Brasil","São Paulo","Serra da Bocaina",NA,NA,"1600","1600",NA,"Arbusto ca. 0,50 m, prostrado, flores alvas; na mata ciliar baixa","SP002918","SP002918","Brade, AC",NA,"1951",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124","2019-11-21 10:09:51-03","IBt","SP","236468","S","Plantae",NA,NA,"Melastomataceae","Leandra","pallida",NA,"Leandra pallida","Cogn.",NA,"Krieger, L; et al.","FPNC851","1988","11","19",NA,"Brasil","Minas Gerais","Campos altos","-41.9043998718262","-20.523099899292",NA,NA,NA,NA,NA,NA,"Reginato, M","Caparaó","2013",NA,NA,"01",NA,"15056","auto",NA,NA,NA,NA
"125","2019-11-21 10:09:51-03","IBt","SP","313743","S","Plantae",NA,NA,"Melastomataceae","Leandra","pallida",NA,"Leandra pallida","Cogn.",NA,"Goldenberg, R; Koch, I; Árbocz, GF; Macias, L; Belinello, R","221","1996","05","24",NA,"Brasil","Rio de Janeiro","Estrada vicinal de acesso ao Pico das Agulhas Negras","-44.5633010864258","-22.4960994720459",NA,NA,NA,NA,NA,NA,"Reginato, M","Itatiaia","2013",NA,NA,"01",NA,"19648","auto",NA,NA,NA,NA
"126","2019-11-21 10:09:51-03","IBt","SP","155368","S","Plantae",NA,NA,"Melastomataceae","Leandra","pallida",NA,"Leandra pallida","Cogn.",NA,"Mattos, J","15863","1974","10","17",NA,"Brasil","São Paulo","Parque Estadual (Fazenda Campininha), posto do mirante. Na mata, sobre barrancos","-45.5900001525879","-22.7299995422363",NA,NA,NA,NA,NA,NA,"Souza, MLD; Baumgratz, JF","Campos do Jordão","2005",NA,NA,NA,NA,"21048","auto",NA,NA,NA,NA
"127","2019-11-21 10:09:51-03","IBt","SP","78239","S","Plantae",NA,NA,"Melastomataceae","Leandra","pallida",NA,"Leandra pallida","Cogn.",NA,"Kuhlmann, M","2239","1949","11","27",NA,"Brasil","São Paulo","Subida para o Pico do Itapeva","-45.5900001525879","-22.7299995422363",NA,NA,NA,NA,NA,NA,"Souza, MLD; Baumgratz, JF","Campos do Jordão","2005",NA,NA,NA,NA,"21048","auto",NA,NA,NA,NA
"128","2019-11-21 10:09:51-03","IBt","SP","468472","S","Plantae",NA,NA,"Melastomataceae","Leandra","pallida","hispidula","Leandra pallida hispidula","Brade","Isotype","Brade, AC","21188","1951","10","10",NA,"Brasil","São Paulo","Serra da Bocaina",NA,NA,"1600","1600",NA,"Arbusto ca. 0,50 m, prostrado, flores alvas; na mata ciliar baixa","SP002918","SP002918","Brade, AC",NA,"1951",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"129","2011-08-16 16:54:17-03","GH","HU-HERB","GH 00338666","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Leandra","pallida","hispida","Leandra pallida hispida","Brade","Isotype","A. C. Brade","21188","1951","10","10","South America","Brazil","São Paulo","Serra da Bocaina",NA,NA,"1600",NA,"Sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"21188",NA
"130","2014-09-23 10:58:41-03","G","G","G00353627","S","Plantae",NA,NA,"Melastomataceae","Leandra","pallida",NA,"Leandra pallida","Cogn.","ISOSYNTYPUS of Leandra pallida Cogn.","Glaziou, A. F. M.","8693","1886",NA,"00","AMERIQUE DU SUD","Brazil","Rio de Janeiro",NA,"-42.9125","-22.48222222",NA,NA,NA,"Coordinate uncertainty: Precision at the level of departement/region Image URL: No picture available on the institution's web site","G00353627",NA,"Martin, C.",NA,"2005",NA,NA,"01","01",NA,NA,"-42.9125","-22.48222222",NA,NA
