"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","infraspecificEpithet","scientificName","scientificNameAuthorship","typeStatus","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","county","yearIdentified","class","relatedCatalogItem","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","fieldNumber","individualCount"
"11","2021-03-15 16:37:00-03","NY","NYBG","520486","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Leandra","pallida",NA,"Leandra pallida","Cogn.",NA,"G. G. Hatschbach","17312","1967","10","05","South America","Brazil","Paraná","Pico Caratuva","-48.829656","-25.241299","1950","1950","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=433547' target='other'> <mi>dwc_moreinfo</mi></a>","NY00520486","NY00520486_01","J. J. Wurdack","Campina Grande do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","02098790","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Leandra","pallida",NA,"Leandra pallida","Cogn.",NA,"M. K. Caddah","454","2009","05","12","South America","Brazil","Rio de Janeiro","Parque Nacional do Itatiaia, trilha para Pedra Furada","-44.7117","-22.3654","2338","2338","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1305537' target='other'> <mi>dwc_moreinfo</mi></a>","NY02098790","NY02098790_01","M. Reginato","Resende",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","685371","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Leandra","pallida",NA,"Leandra pallida","Cogn.",NA,"R. Goldenberg","794","2005","10","24","South America","Brazil","Paraná","Subida para o Pico Paraná","-49.0553","-25.3058","1580","1580","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=894571' target='other'> <mi>dwc_moreinfo</mi></a>","NY00685371","NY00685371_01","R. Goldenberg","Campina Grande do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","2530379","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Leandra","pallida",NA,"Leandra pallida","Cogn.",NA,"R. Goldenberg","2179","2015","05","28","South America","Brazil","Mato Grosso","Alto Caparaó. Parque Nacional do Caparaó, Macieira.",NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2767899' target='other'> <mi>dwc_moreinfo</mi></a>","NY02530379","NY02530379_01","M. Reginato",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","02499183","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Leandra","pallida",NA,"Leandra pallida","Cogn.",NA,"M. Reginato","1483","2014","10","07","South America","Brazil","Rio de Janeiro","P.N. da Serra dos Orgaos, Pedra do Sino","-43.05","-22.5",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2718480' target='other'> <mi>dwc_moreinfo</mi></a>","NY02499183","NY02499183_01","M. Reginato","Teresopolis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","520487","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Leandra","pallida","brevifolia","Leandra pallida brevifolia","Cogn.",NA,"L. B. Smith","7763","1956","11","17","South America","Brazil","Santa Catarina","Fazenda Campo dos Padres, Campo dos Padres","-49.4892","-27.7972","1650","1650","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=138150' target='other'> <mi>dwc_moreinfo</mi></a>","NY00520487","NY00520487_01","J. J. Wurdack","Bom Retiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","228724","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Leandra","pallida","brevifolia","Leandra pallida brevifolia","Cogn.","isotype","A. C. Brade","45992","1941","09","30","South America","Brazil","Minas Gerais","Serra do Caparaó","-41.829426","-20.454471","2000","2000","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=138151' target='other'> <mi>dwc_moreinfo</mi></a>","NY00228724","NY00228724_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","520487","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Leandra","pallida","brevifolia","Leandra pallida brevifolia","Cogn.",NA,"L. B. Smith","7763","1956","11","17","South America","Brazil","Santa Catarina","Fazenda Campo dos Padres, Campo dos Padres","-49.4892","-27.7972","1650","1650","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=138150' target='other'> <mi>dwc_moreinfo</mi></a>","NY00520487","NY00520487_01","J. J. Wurdack","Bom Retiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","228725","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Leandra","pallida","hispidula","Leandra pallida hispidula","Brade","isotype","A. C. Brade","21188","1951","10","10","South America","Brazil","São Paulo","Serra da Bocaina","-44.676361","-22.842145","1600","1600","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=388066' target='other'> <mi>dwc_moreinfo</mi></a>","NY00228725","NY00228725_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","520484","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Leandra","pallida","hispidula","Leandra pallida hispidula","Brade",NA,"A. C. Brade","21188","1951","10","10","South America","Brazil","São Paulo","Serra da Bocaina","-44.676361","-22.842145","1600","1600","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=388065' target='other'> <mi>dwc_moreinfo</mi></a>","NY00520484","NY00520484_01","A. C. Brade","Sao José do Barreiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2013-07-03 11:13:28-03","EBDA","BAH","118","S","Plantae",NA,NA,"Melastomataceae","Leandra","pallida","caparoensis","Leandra pallida caparoensis","Brade",NA,"A.C. Brade",NA,"1941","09","22",NA,"Brasil","Minas Gerais",NA,NA,NA,NA,NA,NA,"Arbusto flores alvas.",NA,NA,"Brade",NA,"1941",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2013-07-03 11:13:28-03","EBDA","BAH","118","S","Plantae",NA,NA,"Melastomataceae","Leandra","pallida","caparoensis","Leandra pallida caparoensis","Brade",NA,"A.C. Brade",NA,"1941","09","22",NA,"Brasil","Minas Gerais",NA,NA,NA,NA,NA,NA,"Arbusto flores alvas.",NA,NA,"Brade",NA,"1941",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2020-02-08 10:03:02-03","NBC","NL-BOTANY","L.2534345","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Leandra","pallida",NA,"Leandra pallida","Cogn.",NA,"Hatschbach GG",NA,"1967","10","05","Southern America","Brazil",NA,"Est. Paraná (Brasil) Mun. Campina Grande Sul, Pico Caratuva.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2534345 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2534345","NL-L2534345",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2020-02-08 10:03:02-03","NBC","NL-BOTANY","U.1420405","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Leandra","pallida",NA,"Leandra pallida","Cogn.",NA,"Lindeman JC; et al.",NA,"1973","02","03","Southern America","Brazil",NA,"Itaimbezinho, Mun. Cambara do Sul, no matinho no começo do conyon.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1420405 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1420405","NL-U1420405",NA,NA,NA,"Magnoliopsidae","U 0203185",NA,NA,NA,NA,NA,NA,NA,NA
"25","2020-02-08 10:03:02-03","NBC","NL-BOTANY","U.1420406","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Leandra","pallida",NA,"Leandra pallida","Cogn.",NA,"Maas PJM; Martinelli G",NA,"1977","10","11","Southern America","Brazil",NA,"Brasiliensis, Edo. Rio de Janeiro, Parque Nacional do Itatiaia, Abrigo Rebouças, loe vegetation on rocky hills.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1420406 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1420406","NL-U1420406",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2020-02-08 10:03:02-03","NBC","NL-BOTANY","U 0258801","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Leandra","pallida","hispidula","Leandra pallida hispidula","Brade","isotype","Brade AC",NA,"1951","10","10","Southern America","Brazil","São Paulo","S.Paulo - Serra da Bocaina",NA,NA,NA,NA,NA,"Mata ciliar baixa.<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200258801 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0258801","NL-U0258801","Brade AC",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2020-02-08 10:03:02-03","NBC","NL-BOTANY","U 0258801","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Leandra","pallida","hispidula","Leandra pallida hispidula","Brade","isotype","Brade AC",NA,"1951","10","10","Southern America","Brazil","São Paulo","S.Paulo - Serra da Bocaina",NA,NA,NA,NA,NA,"Mata ciliar baixa.<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200258801 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0258801","NL-U0258801","Brade AC",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2019-08-27 13:31:07-03","IAP","PACA-AGP","48317","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Leandra","pallida",NA,"Leandra pallida","Cogn.",NA,"Reitz, R.","3508","1948","12","16",NA,"Brasil","SC","Campo dos Padres","-49.489200592041","-27.7971992492676",NA,NA,NA,"Habitat: In silvula nebulari Fenofase: flor","PACA048317",NA,"A. C. Brade","Bom Retiro","1954","Magnoliatae",NA,"08","27","35974","auto",NA,NA,NA,NA
"29","2019-11-21 14:39:30-03","UFJF","CESJ","60948","PreservedSpecimen","Plantae","Angiosperma",NA,"Melastomataceae","Leandra","pallida",NA,"Leandra pallida","Cogn.",NA,"D.S. Santiago; R.J.V.Alves; K. Antunes","226","2012","11","23","América do Sul","Brasil","MInas Gerais","Parque Estadual da Serra do Papagaio, Na borda da Mata de Araucária.","-44.8899993896484","-21.9589004516602",NA,NA,NA,"Erva, ca. 30 cm. Flores brancas.","CESJ060948",NA,"D.S. Santiago","Baependi","2013",NA,NA,"04",NA,"29865","auto",NA,NA,NA,NA
"30","2020-10-14 10:02:50-03","FURB","FURB","33656","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Leandra","pallida",NA,"Leandra pallida","Cogn.",NA,"Korte, A.","5596","2010","12","14",NA,"Brasil","Santa Catarina","Praia de Jurerê Internacional.","-48.5080556","-27.4511111","6","6",NA,"Florística IFFSC 391 (Arbusto) Habitat: Restinga; Estágio Médio Habito: arbustiva; flor branca","FURB02230","FURB02230","Oliveira, AA de","Florianópolis","2011",NA,NA,"01","17",NA,NA,"-48.5080556","-27.4511111",NA,NA
"31","2019-06-27 10:25:38-03","UFES","VIES","28023","S","Plantae",NA,NA,"Melastomataceae","Leandra","pallida",NA,"Leandra pallida","Cogn.",NA,"Bacci, L.F.; Zorzanelli, J.P.F.","49","2013","06","18",NA,"Brasil","Minas Gerais","Serra do Caparaó.","-41.8683013916016","-20.4333000183105","1400","1400",NA,NA,"VIES028023","VIES028023","Reginato, M.","Alto Caparaó","2013",NA,NA,NA,NA,"21645","auto",NA,NA,NA,NA
"32","2020-12-21 16:34:18-03","MBM","MBM","3995","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Leandra","pallida",NA,"Leandra pallida","Cogn.",NA,"Hatschbach, G.","17312","1967","10","05","Southern America","Brazil","Paraná","Pico Caratuva","-49.0553016662598","-25.3055992126465",NA,NA,NA,NA,"MBM003995","MBM003995","Wurdack, J.","Campina Grande do Sul",NA,NA,NA,NA,NA,"55154","auto",NA,NA,NA,NA
"33","2020-12-21 16:34:18-03","MBM","MBM","312340","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Leandra","pallida",NA,"Leandra pallida","Cogn.",NA,"Goldenberg, R.; et al.; et al.","794","2005","10","24","Southern America","Brazil","Paraná","Subida para o Pico Paraná","-49.0553016662598","-25.3055992126465",NA,NA,NA,NA,"MBM312340","MBM312340","Goldenberg, R.","Campina Grande do Sul",NA,NA,NA,NA,NA,"55154","auto",NA,NA,NA,NA
"34","2020-12-21 16:34:18-03","MBM","MBM","77059","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Leandra","pallida",NA,"Leandra pallida","Cogn.",NA,"Hatschbach, G.; et al.; et al.","45567","1982","10","08","Southern America","Brazil","Rio de Janeiro","Parque Itatiaia, Planalto","-44.5633010864258","-22.4960994720459",NA,NA,NA,NA,"MBM077059","MBM077059","Wurdack, J.","Itatiaia",NA,NA,NA,NA,NA,"19648","auto",NA,NA,NA,NA
"35","2020-12-21 16:34:18-03","MBM","MBM","169815","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Leandra","pallida",NA,"Leandra pallida","Cogn.",NA,"Hatschbach, G.; Silva, J.M.; Silva, J.M.","51313",NA,NA,NA,"Southern America","Brazil","Rio Grande do Sul","Fortaleza","-50.1446990966797","-29.0478000640869",NA,NA,NA,NA,"MBM169815","MBM169815","Wurdack, J.J.","Cambará do Sul",NA,NA,NA,NA,NA,"30776","auto",NA,NA,NA,NA
"36","2020-12-21 16:34:18-03","MBM","MBM","155336","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Leandra","pallida",NA,"Leandra pallida","Cogn.",NA,"Cordeiro, J.; Barboza, E.; Barboza, E.","912",NA,NA,NA,"Southern America","Brazil","Santa Catarina","Serra do Iquererim","-49.2655982971191","-26.1924991607666",NA,NA,NA,NA,"MBM155336","MBM155336","Wurdack, J.J.","Campo Alegre",NA,NA,NA,NA,NA,"37493","auto",NA,NA,NA,NA
"37","2020-12-21 16:34:18-03","MBM","MBM","264354","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Leandra","pallida",NA,"Leandra pallida","Cogn.",NA,"Hatschbach, G.; Cervi, A.C.; Barboza, E.; Cervi, A.C.; Barboza, E.","72628","2001","11","11","Southern America","Brazil","Santa Catarina","Morro da Igreja, Cavalgada.","-49.5917015075684","-28.0149993896484","1600","1600",NA,"Sublenhosa, flor alva. Matinha nebular.","MBM264354","MBM264354","Camargo, E.","Urubici","2009",NA,NA,"01",NA,"30102","auto",NA,NA,NA,NA
"38","2020-12-21 16:34:18-03","MBM","MBM","73096","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Leandra","pallida",NA,"Leandra pallida","Cogn.",NA,"Occhioni, P.","9219","1980","11","19","Southern America","Brazil","Rio de Janeiro","Parque Nacional do Itatiaia - Macieiras","-44.5633010864258","-22.4960994720459",NA,NA,NA,NA,"MBM073096","MBM073096","Wurdack, J.","Itatiaia",NA,NA,NA,NA,NA,"19648","auto",NA,NA,NA,NA
"39","2020-12-21 16:34:18-03","MBM","MBM","299689","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Leandra","pallida",NA,"Leandra pallida","Cogn.",NA,"Hatschbach, G.; Cervi, A.C.; Barboza, E.; Cervi, A.C.; Barboza, E.","78200","2004","10","18","Southern America","Brazil","Santa Catarina","Morro da Igreja, próximo ao alto.","-49.5917015075684","-28.0149993896484","1650","1650",NA,"Subarbusto, 50cm. Matinha nebular.","MBM299689","MBM299689","Camargo, E.","Urubici","2009",NA,NA,"01",NA,"30102","auto",NA,NA,NA,NA
"40","2016-11-14 15:27:57-02","MNHN","RECOLNAT_MNHN_P","P00117162","PreservedSpecimen",NA,NA,NA,"Melastomataceae","Leandra","pallida","brevifolia","Leandra pallida brevifolia","Cogn.",NA,"Ule, E.",NA,"1891","3",NA,NA,"Brésil",NA,"Entre rochados na margem de Serra Gerard, estado de Sta Catharina",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00117162' target='other'> <mi>dwc_moreinfo</mi></a>","P00117162","P00117162_01","Wurdack",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1752",NA
"41","2016-09-06 15:15:27-03","MNHN","RECOLNAT_MNHN_P","P00117160","PreservedSpecimen",NA,NA,NA,"Melastomataceae","Leandra","pallida",NA,"Leandra pallida","Cogn.","isosyntype","Glaziou, A.",NA,"1876","11","20",NA,"Brésil",NA,"Rio de Janeiro: Campos de l'Itatiaia",NA,NA,NA,NA,"hb","Donné par Mme Simard, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00117160' target='other'> <mi>dwc_moreinfo</mi></a>","P00117160","P00117160_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8693",NA
"42","2016-11-23 10:10:42-02","MNHN","RECOLNAT_MNHN_P","P00117161","PreservedSpecimen",NA,NA,NA,"Melastomataceae","Leandra","pallida",NA,"Leandra pallida","Cogn.","syntype","Glaziou, A.",NA,"1876","11","20",NA,"Brésil",NA,"Rio de Janeiro: Campos de l'Itatiaia",NA,NA,NA,NA,"hb","Reçu le 23 octobre 1877 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00117161' target='other'> <mi>dwc_moreinfo</mi></a>","P00117161","P00117161_01","Cogniaux",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8693",NA
"43","2016-09-06 15:15:28-03","MNHN","RECOLNAT_MNHN_P","P00117163","PreservedSpecimen",NA,NA,NA,"Melastomataceae","Leandra","pallida",NA,"Leandra pallida","Cogn.",NA,"Glaziou, A.",NA,"1869","12","11",NA,"Brésil",NA,"Rio de Janeiro: haut des Orgues",NA,NA,NA,NA,"hb","Donné par Mme Simard, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00117163' target='other'> <mi>dwc_moreinfo</mi></a>","P00117163","P00117163_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3959",NA
"44","2016-11-23 09:55:17-02","MNHN","RECOLNAT_MNHN_P","P00117164","PreservedSpecimen",NA,NA,NA,"Melastomataceae","Leandra","pallida",NA,"Leandra pallida","Cogn.",NA,"Glaziou, A.",NA,"1869","12","11",NA,"Brésil",NA,"Rio de Janeiro: haut des Orgues",NA,NA,NA,NA,"hb","Reçu le 15 juin 1875 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00117164' target='other'> <mi>dwc_moreinfo</mi></a>","P00117164","P00117164_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3959",NA
"45","2016-09-06 15:15:30-03","MNHN","RECOLNAT_MNHN_P","P00117165","PreservedSpecimen",NA,NA,NA,"Melastomataceae","Leandra","pallida",NA,"Leandra pallida","Cogn.",NA,"Brade, A.C.",NA,"1951","10","10",NA,"Brésil",NA,"Sao Paulo: Serra da Bocaina",NA,NA,NA,"1600","hb","Herb. n° 75918 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00117165' target='other'> <mi>dwc_moreinfo</mi></a>","P00117165","P00117165_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"21188",NA
"46","2015-09-04 22:35:28-03","MNHN","RECOLNAT_MNHN_P","P05320701","PreservedSpecimen",NA,NA,NA,"Melastomataceae","Leandra","pallida",NA,"Leandra pallida","Cogn.",NA,"Smith, L.B.|Reitz, R.",NA,"1957","1","23",NA,"Brasil","Santa Catarina","Bog and pasture, by Fazenda Santo Antônio, Campo dos Padres.","-49.489200592041","-27.7971992492676",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05320701' target='other'> <mi>dwc_moreinfo</mi></a>","P05320701","P05320701_01",NA,"Bom Retiro",NA,NA,NA,NA,NA,"35974","auto",NA,NA,"10338",NA
