"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","yearIdentified","monthIdentified","dayIdentified","phylum","order","continentOcean","preparationType","coordinatePrecision","geoFlag","class","infraspecificEpithet","fieldNumber","individualCount"
"11","2019-10-09 11:19:35-03","UFBA","ALCB","133420","PreservedSpecimen","Plantae","Malvaceae","Hibiscus","diversifolius","Hibiscus diversifolius","Jacq.","Grings, M","Hagelund, K","15052","1984","02","07","Brasil","Santa Catarina","São João do Sul","Beira Mambituba.","-49.810001373291","-29.2233009338379",NA,NA,NA,NA,NA,"ALCB053286","ALCB053286","2010","04",NA,"Dicotyledon",NA,"Southern America",NA,"13742","auto",NA,NA,NA,NA
"12","2020-11-04 11:12:56-03","ESALQ","ESA","96598","PreservedSpecimen","Plantae","Malvaceae","Hibiscus","diversifolius","Hibiscus diversifolius","Jacq.","Krapovickas, A.","Hatschbach, G.","79244.0","2005","03","17","Brasil","Santa Catarina","Laguna",NA,"-48.7807998657227","-28.4825000762939",NA,NA,NA,NA,NA,"ESA096598","ESA096598",NA,NA,NA,"Magnoliophyta",NA,NA,NA,"21199","auto",NA,NA,NA,NA
"13","2019-08-27 13:30:51-03","IAP","PACA-AGP","113249","PreservedSpecimen","Plantae","Malvaceae","Hibiscus","diversifolius","Hibiscus diversifolius","Jacq.","F. Gonzatii","F. Gonzatti","422","2012","03","11","Brasil","RS","Pinhal","canal entre as lagoas Azul e Cerquinha.","-50.265","-30.217778","50°15'54W","30°13'4S","10","10","planta com espinhos&nf;HUCS 38317 Habitat: em banhado Fenofase: flor lilás","PACA113249",NA,"2012","03",NA,"Magnoliophyta","Malvales",NA,NA,NA,NA,"Magnoliatae",NA,NA,NA
"14","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0035146","PreservedSpecimen","Plantae","Malvaceae","Hibiscus","diversifolius","Hibiscus diversifolius","Jacq.","G. Hatschbach","G. Hatschbach; J. M. Silva","55709","1991","8","20","Brazil","Santa Catarina",NA,"Lagoa Ibiraquera (Mun. Imbituba).","-48.681509","-28.137925",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliophyta","Malvales",NA,NA,NA,NA,NA,NA,NA,NA
"15","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0035145","PreservedSpecimen","Plantae","Malvaceae","Hibiscus","diversifolius","Hibiscus diversifolius","Jacq.",NA,"B. Rambo S. J.","46028","1950","11","21","Brazil","Rio Grande do Sul",NA,"Lagoa dos Quadros p. Torres.","-50.080395","-29.692992",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliophyta","Malvales",NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-01 16:33:32-03","UNICAMP","UEC","85926","S","Plantae","Malvaceae","Hibiscus","diversifolius","Hibiscus diversifolius","Jacq.","Britez","Britez, RM","24850","1986","11","22","Brazil","Paraná","Paranaguá","Ponta Oeste","-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,"Subarbusto de 60 cm, flores roxas, em restinga próximo à praia","UEC119165",NA,"1997",NA,NA,"Magnoliopsida",NA,NA,NA,"24916","auto",NA,NA,NA,NA
"17","2021-03-26 10:43:28-03","UDESC","LUSC","7481","PreservedSpecimen","Plantae","Malvaceae","Hibiscus","diversifolius","Hibiscus diversifolius","Jacq.","Verdi, M.","Verdi, M.","6321","2015","01","12","Brasil","Rio Grande do Sul","Tramandaí","Canal entre os Lagos da Custódia e do Gentil.","-50.1335983276367","-29.9846992492676",NA,NA,NA,NA,"Cor/Flor: vinho. Habitat: Restinga Habito: Arbusto","LUSC007621","LUSC007621",NA,NA,NA,NA,NA,NA,NA,"21077","auto",NA,NA,NA,NA
"18","2020-12-04 13:19:23-03","UDESC","LUSC","3098","PreservedSpecimen","Plantae","Malvaceae","Hibiscus","diversifolius","Hibiscus diversifolius","Jacq.","Esteves, G. L.","Garcia, R. J. F.; Amaral, P. & Fornari, M.",NA,"2007","04","03","Brasil","Santa Catarina","Jaguaruna","Rio do meio (taques de camarão).","-49.0256004333496","-28.6149997711182",NA,NA,NA,NA,"Planície quaternária, flores roxas, botões verdes. Habitat: Borda de mata Habito: Arbusto","LUSC007625","LUSC007625",NA,NA,NA,NA,NA,NA,NA,"25787","auto",NA,NA,NA,NA
"19","2020-10-14 10:02:36-03","FURB","FURB","40351","PreservedSpecimen","Plantae","Malvaceae","Hibiscus","diversifolius","Hibiscus diversifolius","Jacq.","Verdi, M","Verdi, M.","6231","2012","05","31","Brasil","Rio Grande do Sul","Tramandaí","Canal entre as Lagos da Custódia e do Gentil.","-50.1838889","-30.0452777","-50.1838889","-30.0452777","2","2",NA,"FURB03904","FURB03904","2012","05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2020-10-14 10:02:36-03","FURB","FURB","48257","PreservedSpecimen","Plantae","Malvaceae","Hibiscus","diversifolius","Hibiscus diversifolius","Jacq.","Funez, L.A.","Funez, L.A.","4518","2015","07","12","Brasil","Santa Catarina","Florianópolis",NA,"-48.4986111","-27.4386111","-48.4986111","-27.4386111","2","2",NA,"FURB48257","FURB48257","2015","07","12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-16 17:53:32-03","UCS","HUCS","27254","PreservedSpecimen","Plantae","Malvaceae","Hibiscus","diversifolius","Hibiscus diversifolius","Jacq.","Grings, M.","Marchett, F.","437","2005","11","14","Brasil","Santa Catarina","Tapera","Próximo a Bela Torres",NA,NA,NA,NA,NA,NA,"nas dunas , em orla da mata",NA,NA,"2017","06","02","Angiospermae","Malvales",NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-16 17:53:32-03","UCS","HUCS","38317","PreservedSpecimen","Plantae","Malvaceae","Hibiscus","diversifolius","Hibiscus diversifolius","Jacq.","Gonzatti, F.","Gonzatti, F.","422","2012","03","11","Brasil","Rio Grande do Sul","Balneário Pinhal","canal entre as lagoas Azul e Cerquinha","-50.265","-30.228056","-50.265","-30.228056","10","10","planta com espinhos - flores liláses; banhado",NA,NA,"2012","03",NA,"Angiospermae","Malvales",NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-16 17:53:32-03","UCS","HUCS","42267","PreservedSpecimen","Plantae","Malvaceae","Hibiscus","diversifolius","Hibiscus diversifolius","Jacq.","Demeda, C.","Demeda, C.","66","2015","01","10","Brasil","Rio Grande do Sul","Osório","Lagoa do Peixoto","-50.238547","-29.871619","-50.238547","-29.871619",NA,NA,"Arbusto; margem da lagoa",NA,NA,"2015","01","27","Angiospermae","Malvales",NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-16 17:53:32-03","UCS","HUCS","32541","PreservedSpecimen","Plantae","Malvaceae","Hibiscus","diversifolius","Hibiscus diversifolius","Jacq.","Grings, M.","Crippa, L.","80","2008","01","15","Brasil","Rio Grande do Sul","Mostardas","Lagoa do Fundo","-50.9211006164551","-31.1068992614746",NA,NA,"10","10","campo",NA,NA,"2009","08","10","Angiospermae","Malvales",NA,NA,"86098","auto",NA,NA,NA,NA
"25","2021-03-16 17:53:32-03","UCS","HUCS","36024","PreservedSpecimen","Plantae","Malvaceae","Hibiscus","diversifolius","Hibiscus diversifolius","Jacq.","Grings, M.","Grings, M.","688","2009","02","24","Brasil","Santa Catarina","Florianópolis","Praia do Rio Tavares, Lagoa Pequena","-48.5491981506348","-27.596700668335",NA,NA,NA,NA,"arbusto cespitoso 1,6m. com uma flor em botão de cor lilás; frutificando; local alagável na beira da Lagoa Pequena",NA,NA,NA,NA,NA,"Angiospermae","Malvales",NA,NA,"27000","auto",NA,NA,NA,NA
"26","2021-03-16 17:53:32-03","UCS","HUCS","29941","PreservedSpecimen","Plantae","Malvaceae","Hibiscus","diversifolius","Hibiscus diversifolius rivularis","(Bremek. & Oberm.) Exell","Krapovickas, A.","Hatschbach, G.","79244","2005","03","17","Brasil","Santa Catarina","Laguna","Praia do Sol","-48.7807998657227","-28.4825000762939",NA,NA,"10","10","ereta , flor purpúrea; restinga, drepessão brejosa",NA,NA,"2005",NA,NA,"Angiospermae","Malvales",NA,NA,"21199","auto",NA,"rivularis",NA,NA
"27","2020-06-29 09:30:50-03","UFRRJ","RBR","12978","S","Plantae","Malvaceae","Hibiscus","diversifolius","Hibiscus diversifolius","Jacq.","H. Monteiro","P.R. Reitz","C620","1944","06","02","Brasil","Santa Catarina","Sombrio",NA,"-49.61669921875","-29.113899230957",NA,NA,NA,NA,NA,"RBR00012978",NA,"1953","12","19",NA,NA,NA,NA,"16515","auto",NA,NA,NA,NA
"28","2020-06-29 09:30:50-03","UFRRJ","RBR","12973","S","Plantae","Malvaceae","Hibiscus","diversifolius","Hibiscus diversifolius","Jacq.","H. Monteiro","Kleerecoper","29","1943",NA,NA,"Brasil","Rio Grande do Sul","Lagoa dos Quadros",NA,NA,NA,NA,NA,NA,NA,NA,"RBR00012973",NA,"1953","12","12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-02-11 16:53:15-03","UFSM","SMDB","7481","S","Plantae","Malvaceae","Hibiscus","diversifolius","Hibiscus diversifolius","Jacq.","Grings, M","Záchia, R.A; Bastos, NR","2799","1998","02","07","Brasil","Rio Grande do Sul","Terra de Areia","Praia do Barco antes do CTG","-50.07080078125","-29.5853004455566",NA,NA,NA,NA,NA,"SMDB007481",NA,"2009","08","18",NA,NA,NA,NA,"32697","auto",NA,NA,NA,NA
"30","2019-11-25 12:12:15-03","UFSM","SMDB","2460","S","Plantae","Malvaceae","Hibiscus","diversifolius","Hibiscus diversifolius","Jacq.","Grings, M","Alvarez, A.F.","s.n.","1986","05","21","Brasil","Rio Grande do Sul","Tramandaí","Lagoa Tramandaí","-50.1335983276367","-29.9846992492676",NA,NA,NA,NA,NA,"SMDB002460",NA,"2009","08","18",NA,NA,NA,NA,"21077","auto",NA,NA,NA,NA
"31","2020-08-26 10:32:22-03","UFSM","SMDB","14422","S","Plantae","Malvaceae","Hibiscus","diversifolius","Hibiscus diversifolius","Jacq.","Gonzatti, F","Gonzatti, F","422","2012","03","11","Brasil","Rio Grande do Sul","Balneário Pinhal","Canal entre as lagoas Azul e Cerquinha","-50.265","-30.228056","-50.265","-30.228056",NA,NA,"Em banhado. Planta espinhosa e com flores liláses. Alt. 10m. HUCS 38317","SMDB014422",NA,"2012","03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2020-12-21 16:33:14-03","MBM","MBM","104727","PreservedSpecimen","Plantae","Malvaceae","Hibiscus","diversifolius","Hibiscus diversifolius","Jacq.","Krapovickas, A.","Hatschbach, G.","49360",NA,NA,NA,"Brazil","Santa Catarina","Imbituba","Ibiraquara","-48.6702995300293","-28.2399997711182",NA,NA,NA,NA,NA,"MBM104727","MBM104727",NA,NA,NA,NA,NA,"Southern America",NA,"18719","auto",NA,NA,NA,NA
"33","2020-12-21 16:33:14-03","MBM","MBM","146806","PreservedSpecimen","Plantae","Malvaceae","Hibiscus","diversifolius","Hibiscus diversifolius","Jacq.","Hatschbach, G.","Hatschbach, G.; Silva, J.M.; Silva, J.M.","55709",NA,NA,NA,"Brazil","Santa Catarina","Imbituba","Lagoa Ibiraquara","-48.6702995300293","-28.2399997711182",NA,NA,NA,NA,NA,"MBM146806","MBM146806",NA,NA,NA,NA,NA,"Southern America",NA,"18719","auto",NA,NA,NA,NA
"34","2020-12-21 16:33:14-03","MBM","MBM","253186","PreservedSpecimen","Plantae","Malvaceae","Hibiscus","diversifolius","Hibiscus diversifolius","Jacq.","Hatschbach, G.","Hatschbach, G.; Cervi, A.C.; Barboza, E.; Cervi, A.C.; Barboza, E.","71876",NA,NA,NA,"Brazil","Santa Catarina","Laguna","Praia do Sol","-48.7807998657227","-28.4825000762939",NA,NA,NA,NA,NA,"MBM253186","MBM253186",NA,NA,NA,NA,NA,"Southern America",NA,"21199","auto",NA,NA,NA,NA
"35","2020-12-21 16:33:14-03","MBM","MBM","170618","PreservedSpecimen","Plantae","Malvaceae","Hibiscus","diversifolius","Hibiscus diversifolius","Jacq.","Krapovickas, A.","Krapovickas, A.; et al.; et al.","44741",NA,NA,NA,"Brazil","Santa Catarina","Sombrio","Caminho Sombrio - Praia da Gaivota","-49.61669921875","-29.113899230957",NA,NA,NA,NA,NA,"MBM170618","MBM170618",NA,NA,NA,NA,NA,"Southern America",NA,"16515","auto",NA,NA,NA,NA
"36","2020-12-21 16:33:14-03","MBM","MBM","393232","PreservedSpecimen","Plantae","Malvaceae","Hibiscus","diversifolius","Hibiscus diversifolius","Jacq.","Barboza, E.","Silva, J.M.; Saridakis, D.P.; Saridakis, D.P.","8651","2014","10","28","Brazil","Paraná","Pontal do Paraná","Balneário Barrancos","-48.397222","-25.606667","-48.397222","-25.606667","5","5","Arbusto de 2m de altura; flor de cor vinho.; Restinga, no intercordão.","MBM393232","MBM393232","2014","11","19",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"37","2020-12-21 16:33:14-03","MBM","MBM","410767","PreservedSpecimen","Plantae","Malvaceae","Hibiscus","diversifolius","Hibiscus diversifolius","Jacq.","Heiden, G.","Heiden, G.; Neitzke, R.S.; Romano, C.M.; Neitzke, R.S.; Romano, C.M.","1047","2009","05","25","Brazil","Rio Grande do Sul","Rio Grande","Ilha dos Marinheiros","-52.194722","-32.026667","-52.194722","-32.026667","2","2","Subarbusto, ca. 2 m, flores com corola rosa-escuro.","MBM410767","MBM410767","2009","05","25",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"38","2020-12-21 16:33:14-03","MBM","MBM","126343","PreservedSpecimen","Plantae","Malvaceae","Hibiscus","diversifolius","Hibiscus diversifolius","Jacq.",NA,"Schmitz","6487",NA,NA,NA,"Zaire",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MBM126343","MBM126343",NA,NA,NA,NA,NA,"Africa",NA,NA,NA,NA,NA,NA,NA
"39","2020-12-21 16:33:14-03","MBM","MBM","170619","PreservedSpecimen","Plantae","Malvaceae","Hibiscus","diversifolius","Hibiscus diversifolius","Jacq.","Krapovickas, A.","Krapovickas, A.; et al.; et al.","44717",NA,NA,NA,"Brazil","Rio Grande do Sul","Capão da Canoa","Ca. 4km W do Acesso a Capão da Canoa","-50.0097007751465","-29.7455997467041",NA,NA,NA,NA,NA,"MBM170619","MBM170619",NA,NA,NA,NA,NA,"Southern America",NA,"15808","auto",NA,NA,NA,NA
"40","2020-12-21 16:33:14-03","MBM","MBM","23159","PreservedSpecimen","Plantae","Malvaceae","Hibiscus","diversifolius","Hibiscus diversifolius","Jacq.","Krapovickas, A.","Hatschbach, G.","29398",NA,NA,NA,"Brazil","Santa Catarina","Laguna","Estrada para o Farol Santa Maria","-48.7807998657227","-28.4825000762939",NA,NA,NA,NA,NA,"MBM023159","MBM023159",NA,NA,NA,NA,NA,"Southern America",NA,"21199","auto",NA,NA,NA,NA
"41","2020-12-21 16:33:14-03","MBM","MBM","303188","PreservedSpecimen","Plantae","Malvaceae","Hibiscus","diversifolius","Hibiscus diversifolius rivularis","(Bremek. & Ober.) Exell","Krapovickas, A.","Hatschbach, G.","79244","2005","03","17","Brazil","Santa Catarina","Laguna","Praia do Sol","-48.7807998657227","-28.4825000762939",NA,NA,NA,NA,NA,"MBM303188","MBM303188",NA,NA,NA,NA,NA,"Southern America",NA,"21199","auto",NA,"rivularis",NA,NA
"42","2020-12-11 11:37:48-03","UFMG","BHCB","200563","PreservedSpecimen","Plantae","Malvaceae","Hibiscus","diversifolius","Hibiscus diversifolius","Jacq.",NA,"Heiden, G; Neitzke, RS; Romano, C","1047","2009","09","25","Brasil","Rio Grande do Sul","Rio Grande","Ilha dos Malheiros","-52.194722","-32.026667","-52.194722","-32.026667","2","2","Subarbusto, ca.2m, flores com corola rosa-escuro.","BHCB200563",NA,"2009",NA,NA,"Dicotyledon",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"43","2021-02-11 17:19:30-03","UFPR","UPCB","19593","PreservedSpecimen","Plantae","Malvaceae","Hibiscus","diversifolius","Hibiscus diversifolius","Jacq.","Hatschbach, G.","Hatschbach, G.","55709","1991","08","20","Brasil","Santa Catarina","Imbituva","Lagoa Ibiraquera",NA,NA,NA,NA,"5","10","Erva alta, 1m, flor purpúrea. Solo brejoso, junto lagoa..",NA,NA,"1992","01","01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2021-02-11 17:19:30-03","UFPR","UPCB","47207","PreservedSpecimen","Plantae","Malvaceae","Hibiscus","diversifolius","Hibiscus diversifolius","Jacq.","Guimarães, O.A.","Cervi, A.C.","6977","2000","01","18","Brasil","Santa Catarina","Tijucas",NA,"-48.6335983276367","-27.2413997650146",NA,NA,NA,NA,"Arbusto, flores roxo-escuras, restinga..",NA,NA,"2003","11","03",NA,NA,NA,NA,"19338","auto",NA,NA,NA,NA
"45","2021-02-11 17:19:30-03","UFPR","UPCB","43614","PreservedSpecimen","Plantae","Malvaceae","Hibiscus","diversifolius","Hibiscus diversifolius","Jacq.","Hatschbach, G.","Hatschbach, G.","71876","2000","12","13","Brasil","Santa Catarina","Laguna","Praia do Sol","-48.7807998657227","-28.4825000762939",NA,NA,NA,NA,"Arbusto 1,8m, flor purpúrea; 3-5m s.n.m. Depressões úmidas da restinga..",NA,NA,"2001","01","01",NA,NA,NA,NA,"21199","auto",NA,NA,NA,NA
"46","2021-02-11 17:19:30-03","UFPR","UPCB","65750","PreservedSpecimen","Plantae","Malvaceae","Hibiscus","diversifolius","Hibiscus diversifolius ssp. rivularis","Jacq.","Krapovickas, A.","Hatschbach, G.","79244","2005","03","17","Brasil","Santa Catarina","Laguna","Praia do Sol.","-48.7807998657227","-28.4825000762939",NA,NA,"3","10","Ereta, flor pupúrea. Restinga; depressão brejosa..",NA,NA,"2005","01","01",NA,NA,NA,NA,"21199","auto",NA,"ssp. rivularis",NA,NA
"47","2012-08-31 05:37:00-03","MO","MOBOT","1002146","PreservedSpecimen","Plantae","Malvaceae","Hibiscus","diversifolius","Hibiscus diversifolius","Jacq.","P. Fryxell","Charles Huttel","Huttel 317","1984","8","5","Ecuador","Galapagos","Santa Cruz","lado N del Cerro Crocker",NA,NA,NA,NA,"800.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA
"48","2008-05-27 22:02:00-03","MO","MOBOT","1189344","PreservedSpecimen","Plantae","Malvaceae","Hibiscus","diversifolius","Hibiscus diversifolius","Jacq.","P. Fryxell (TEX)","José Campos de la Cruz|O. Díaz","Campos de la Cruz 2363","1996","2","3","Peru","Cajamarca","San Ignacio","Distrito Chirinos: Los Juntas, margen izquierda del Río Tabaconas.","-78.76666","-5.35",NA,NA,"550.00000000","650.00000000",NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,"28","8"
"49","2008-05-27 22:02:00-03","MO","MOBOT","1193308","PreservedSpecimen","Plantae","Malvaceae","Hibiscus","diversifolius","Hibiscus diversifolius","Jacq.","P. Fryxell (TEX)","José Campos de la Cruz|M. López M.","Campos de la Cruz 2590","1996","4","5","Peru","Cajamarca","San Ignacio","Distrito San José de Lourdes: Puerto La Naranja-a José Olaya.","-78.8","-5.16666",NA,NA,"600.00000000","700.00000000",NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,"39","7"
"50","2017-10-25 05:23:00-02","MO","MOBOT","1251468","PreservedSpecimen","Plantae","Malvaceae","Hibiscus","diversifolius","Hibiscus diversifolius","Jacq.","P. Fryxell (TEX)","Eric F. Rodríguez Rodríguez|José Campos de la Cruz","Rodríguez Rodríguez 1846","1997","7","29","Peru","Cajamarca","San Ignacio","Distrito Chirinos, Caserío Las Juntas. Ribera del rio Tamborapa, borde de arrozales (Oryza sativa) y bosque inundable (Gynerium).","-78.76666","-5.33333",NA,NA,"560.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,"8"
"51","2016-11-15 05:15:00-02","MO","MOBOT","2457789","PreservedSpecimen","Plantae","Malvaceae","Hibiscus","diversifolius","Hibiscus diversifolius","Jacq.","Krapovickas, A., //","Antonio C. Krapovickas|Carmen L. Cristóbal","Krapovickas 44717","1994","1","30","Brazil","Rio Grande do Sul",NA,"Mun. Osorio. 4 Km W del acceso a Capao de Canoa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA
"52","2016-11-15 05:15:00-02","MO","MOBOT","2457805","PreservedSpecimen","Plantae","Malvaceae","Hibiscus","diversifolius","Hibiscus diversifolius","Jacq.","Krapovickas, A., //","Antonio C. Krapovickas|Carmen L. Cristóbal","Krapovickas 44741","1994","2","3","Brazil","Santa Catarina",NA,"Camino de Sombrío a Praia da Gaivota",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA
"53","2016-11-15 05:15:00-02","MO","MOBOT","2457823","PreservedSpecimen","Plantae","Malvaceae","Hibiscus","diversifolius","Hibiscus diversifolius","Jacq.",NA,"Antonio C. Krapovickas|Carmen L. Cristóbal","Krapovickas 37715","1982","1","21","Brazil","Santa Catarina",NA,"São João do Sul. 24 km S de Sombrio BR-101","-49.81","-29.22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA
