"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","yearIdentified","monthIdentified","dayIdentified","phylum","order","continentOcean","preparationType","coordinatePrecision","geoFlag","class","infraspecificEpithet","fieldNumber","individualCount"
"111","2020-08-26 10:49:35-03","MCN-FZBRS","HAS","18381","PreservedSpecimen","Plantae","Malvaceae","Hibiscus","diversifolius","Hibiscus diversifolius","Jacq.",NA,"Krapovickas, A.","37715","1982","01",NA,"Brasil","Santa Catarina","24 Km S de Sombrio","Br-101.",NA,NA,NA,NA,NA,NA,"Em local baixo; planta ereta com até 1m de altura; pétalas púrpureas.","HAS0018381",NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA
"112","2021-02-18 10:22:16-03","MCN-FZBRS","HAS","97527","PreservedSpecimen","Plantae","Malvaceae","Hibiscus","diversifolius","Hibiscus diversifolius","Jacq.","Senna, R.M.","Senna, R.M.","1968","2021","02",NA,"Brasil","Rio Grande do Sul","Capivari do Sul","RS 40.","-50.611145","-30.121905","-50,611145","-30,121905",NA,NA,"Arbusto no banhado, com flores rosa- vináceo e frutos verdes.","HAS0097527","HAS0097527","2021","02",NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA
"113","2020-08-26 10:49:35-03","MCN-FZBRS","HAS","80511","PreservedSpecimen","Plantae","Malvaceae","Hibiscus","diversifolius","Hibiscus diversifolius","Jacq.","Grings, M.","Silveira, N.","12524","1994","05",NA,"Brasil","Rio Grande do Sul","Mostardas","Parna, Lagoa do Peixe, próximo a sede","-50.9211006164551","-31.1068992614746",NA,NA,NA,NA,"Na beira da lagoa","HAS0080511",NA,"2019","09","19","Magnoliophyta",NA,NA,NA,"86098","auto",NA,NA,NA,NA
"114","2020-08-26 10:49:35-03","MCN-FZBRS","HAS","96439","PreservedSpecimen","Plantae","Malvaceae","Hibiscus","diversifolius","Hibiscus diversifolius","Jacq.","Grings, M.","Silveira, N.","9501","1990","07",NA,"Brasil","Rio Grande do Sul","Osório",NA,"-50.2696990966797","-29.8866996765137",NA,NA,NA,NA,"Mata de restinga. Na capoeira, flor roxa","HAS0096439",NA,"2019","04","16","Magnoliophyta",NA,NA,NA,"27350","auto",NA,NA,NA,NA
"115","2020-08-26 10:49:35-03","MCN-FZBRS","HAS","96433","PreservedSpecimen","Plantae","Malvaceae","Hibiscus","diversifolius","Hibiscus diversifolius","Jacq.","Grings, M.","Silveira, N.","6495","1988","08",NA,"Brasil","Rio Grande do Sul","Osório","No pedágio, 5km ao sul da cidade","-50.2696990966797","-29.8866996765137",NA,NA,NA,NA,"Na capoeira. Arbusto de 1,5m de altura. Flores rosa-vináceo","HAS0096433",NA,"2019","04","16","Magnoliophyta",NA,NA,NA,"27350","auto",NA,NA,NA,NA
"116","2020-08-26 10:49:35-03","MCN-FZBRS","HAS","48530","PreservedSpecimen","Plantae","Malvaceae","Hibiscus","diversifolius","Hibiscus diversifolius","Jacq.","Grings, M.","Neves, M.","2463","1990","09",NA,"Brasil","Rio Grande do Sul","Palmares do Sul",NA,"-50.5097007751465","-30.2577991485596",NA,NA,NA,NA,"Flor rosa-escuro","HAS0048530",NA,"2019","08","01","Magnoliophyta",NA,NA,NA,"31350","auto",NA,NA,NA,NA
"117","2020-08-26 10:49:35-03","MCN-FZBRS","HAS","3887","PreservedSpecimen","Plantae","Malvaceae","Hibiscus","diversifolius","Hibiscus diversifolius","Jacq.","Krapovickas, A.","Bueno, O.; Soares, Z.","s.n.","1976","07",NA,"Brasil","Rio Grande do Sul","Porto Alegre","Belém Velho; próximo a margem do Guaíba","-51.2299995422363","-30.0331001281738",NA,NA,NA,NA,"flores rosas claras com a base avermelhada","HAS0003887",NA,"1977","12",NA,"Magnoliophyta",NA,NA,NA,"29946","auto",NA,NA,NA,NA
"118","2020-08-26 10:49:35-03","MCN-FZBRS","HAS","19147","PreservedSpecimen","Plantae","Malvaceae","Hibiscus","diversifolius","Hibiscus diversifolius","Jacq.",NA,"Dias, O.","s.n.","1981","04",NA,"Brasil","Rio Grande do Sul","Rio Grande","Banhado do Silveira.","-52.0985984802246","-32.0349998474121",NA,NA,NA,NA,NA,"HAS0019147",NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,"82892","auto",NA,NA,NA,NA
"119","2020-08-26 10:49:35-03","MCN-FZBRS","HAS","19148","PreservedSpecimen","Plantae","Malvaceae","Hibiscus","diversifolius","Hibiscus diversifolius","Jacq.",NA,"Pessôa, R.H.","s.n.","1982","08",NA,"Brasil","Rio Grande do Sul","Rio Grande","Leonídeo.","-52.0985984802246","-32.0349998474121",NA,NA,NA,NA,"Planta herbácea.","HAS0019148",NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,"82892","auto",NA,NA,NA,NA
"120","2019-11-21 10:09:23-03","IBt","SP","32305","S","Plantae","Malvaceae","Hibiscus","diversifolius","Hibiscus diversifolius","Jacq.","Hoehne, FC","s.col.","s.n.","1935","02","20","Brasil","São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121","2019-11-21 10:09:23-03","IBt","SP","40269","S","Plantae","Malvaceae","Hibiscus","diversifolius","Hibiscus diversifolius","Jacq.",NA,"Kuhlmann, M; Gehrt, A","s.n.","1939","11","23","Brasil","São Paulo","Lorena",NA,"-45.1199989318848","-22.7299995422363",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"27246","auto",NA,NA,NA,NA
"122","2020-08-07 17:11:25-03","IEPA","HAMAB",NA,"PreservedSpecimen","Plantae","Malvaceae","Hibiscus","diversifolius","Hibiscus diversifolius",NA,NA,"Costa Neto, SV","650",NA,NA,NA,"Brasil","Amapá","Macapá","Curiaú","-51.1","-0.116667","-51.1","-0.116667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123","2020-08-07 17:11:25-03","IEPA","HAMAB",NA,"PreservedSpecimen","Plantae","Malvaceae","Hibiscus","diversifolius","Hibiscus diversifolius",NA,NA,"Tostes, LCL","295",NA,NA,NA,"Brasil","Amapá","Macapá","Lagoa dos Índios","-51.0663986206055","-0.366667002439499",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"225229","auto",NA,NA,NA,NA
