"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","yearIdentified","verbatimLongitude","verbatimLatitude","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","class","relationshipType","relatedCatalogItem","fieldNumber","typeStatus","individualCount","previousCatalogNumber","sex"
"11","2020-06-29 11:31:49-03","UFRJ","RFA","12460","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Phymatidium","falcifolium","Phymatidium falcifolium","Lindl.","Royer, C.A.","G. Pabst","8733","1965","12","26",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Serra dos órgãos, estrada da Fazenda Jacarandá","-43.2075004577637","-22.9027996063232",NA,NA,NA,"Flores brancas abundantes","RFA31752",NA,"2016",NA,NA,"04","05","57442","auto",NA,NA,NA,NA,NA,NA,NA,NA
"12","2020-06-29 11:31:49-03","UFRJ","RFA","6096","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Phymatidium","falcifolium","Phymatidium falcifolium","Lindl.","Royer, C.A","P. Occhioni","1642","1959","04","30",NA,"Brasil","Rio de Janeiro","Teresópolis","Nova Estrada Rio - Teresópolis","-42.9655990600586","-22.4122009277344",NA,NA,NA,"Epífita Habito: epífita","RFA31751",NA,"2016",NA,NA,"04","05","38539","auto",NA,NA,NA,NA,NA,NA,NA,NA
"13","2019-12-04 15:26:38-03","PUCPR","HUCP","18800","S","Plantae","Monocotiledonea",NA,"Orchidaceae","Phymatidium","falcifolium","Phymatidium falcifolium","Lindl.","Kersten, RA","Bonaldi, R","296","2007","12","16",NA,"Brasil","Paraná","Paranaguá","Tinguçu","-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,"HUCP00003014","HUCP00003014","2008",NA,NA,NA,NA,"24916","auto",NA,NA,NA,NA,NA,NA,NA,NA
"14","2019-12-04 15:26:38-03","PUCPR","HUCP","24507","S","Plantae","Monocotiledonea",NA,"Orchidaceae","Phymatidium","falcifolium","Phymatidium falcifolium","Lindl.","Kersten, RA","Hekavey, C","090","2012","03","09",NA,"Brasil","Paraná","São José dos Pinhais",NA,"-49.2064018249512","-25.5347003936768",NA,NA,NA,NA,"HUCP00003067","HUCP00003067",NA,NA,NA,NA,NA,"45291","auto",NA,NA,NA,NA,NA,NA,NA,NA
"15","2020-02-08 08:46:38-03","NBC","NL-BOTANY","L.1527286","PreservedSpecimen","Plantae",NA,"Asparagales","Orchidaceae","Phymatidium","falcifolium","Phymatidium falcifolium","Lindl.",NA,"Vincent D",NA,"1915","08","01","Southern America","Brazil",NA,NA,"Bresil: Forets epiphyte. Du de Bahia - pr. S. Amero. *.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1527286 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1527286","NL-L1527286",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"16","2020-02-08 08:46:38-03","NBC","NL-BOTANY","U.1463046","PreservedSpecimen","Plantae",NA,"Asparagales","Orchidaceae","Phymatidium","falcifolium","Phymatidium falcifolium","Lindl.",NA,"Lindeman JC; Haas JH de",NA,"1966","01","04","Southern America","Brazil",NA,NA,"Est. Paraná, rain forest on atlantic slope of Pico de Marumbi near Usina elétrica, in Serra do Mar.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1463046 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1463046","NL-U1463046",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"17","2020-02-08 08:46:38-03","NBC","NL-BOTANY","U.1463047","PreservedSpecimen","Plantae",NA,"Asparagales","Orchidaceae","Phymatidium","falcifolium","Phymatidium falcifolium","Lindl.",NA,"Pabst GFJ",NA,"1965","12","26","Southern America","Brazil",NA,NA,"Rio de Janeiro, Serro dos Órgãos, Estrada para Fazenda Jacarandá.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1463047 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1463047","NL-U1463047",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"18","2020-02-08 08:46:38-03","NBC","NL-BOTANY","AMD.92285","PreservedSpecimen","Plantae",NA,"Asparagales","Orchidaceae","Phymatidium","tillandsioides","Phymatidium tillandsioides","Barb.Rodr.",NA,"Herter WG",NA,"1928","09","01","Southern America","Uruguay",NA,NA,"Dep. de Tacuarembo. Loc. Dict. Gruta Helechos.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/AMD.92285 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-AMD92285","NL-AMD92285",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"19","2020-02-08 08:46:38-03","NBC","NL-BOTANY","U.1463050","PreservedSpecimen","Plantae",NA,"Asparagales","Orchidaceae","Phymatidium","tillandsioides","Phymatidium tillandsioides","Barb.Rodr.",NA,"Herter WG",NA,"1928","09","01","Southern America","Uruguay",NA,NA,"Dep. de Tacuarembo. Loc. Dict. Gruta Helechos.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1463050 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1463050","NL-U1463050",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"20","2020-11-04 12:17:39-03","ESALQ","ESA","124063","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Orchidaceae","Phymatidium","falcifolium","Phymatidium falcifolium",NA,"Caramez, R.B.","Cabral, F.N. ; Potascheff, C.M.","925.0","2013","03","31",NA,"Brasil","São Paulo","Tapiraí","Reserva Particular da Votorantim (CBA). UHE Barra Trilha da Vila dos Moradores em direção à Caixa d#?#água (aprox. 2km). Floresta Ombrófila Densa","-47.34451","-24.03158",NA,NA,NA,"Epífita com fruto.","ESA124063","ESA124063","2013","-47.34451","-24.03158","05","01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2020-11-04 12:17:39-03","ESALQ","ESA","124082","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Orchidaceae","Phymatidium","falcifolium","Phymatidium falcifolium",NA,"Forster, W.","Cabral, F.N. ; Potascheff, C.M.","937.0","2013","03","31",NA,"Brasil","São Paulo","Tapiraí","Reserva Particular da Votorantim (CBA). UHE Barra Trilha da Vila dos Moradores em direção à Caixa d#?#água (aprox. 2km). Floresta Ombrófila Densa","-47.34875","-24.03041",NA,NA,NA,"Epífita.","ESA124082","ESA124082","2013","-47.34875","-24.03041","04","12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2020-11-04 12:17:39-03","ESALQ","ESA","125333","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Orchidaceae","Phymatidium","falcifolium","Phymatidium falcifolium",NA,"Forster, W.","Cabral, F.N.","937.0","2013","03","31",NA,"Brasil","São Paulo","Miracatu","Reserva Particular da Votorantim (CBA). UHE Barra Trilha da Vila dos Moradores em direção à Caixa d#?#água (aprox. 2km). Floresta Ombrófila Densa","-47.34875","-24.03041",NA,NA,NA,"Epífita.","ESA125333",NA,"2013","-47.34875","-24.03041","04","12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2020-11-04 12:17:39-03","ESALQ","ESA","125356","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Orchidaceae","Phymatidium","falcifolium","Phymatidium falcifolium",NA,"Caramez, R.B.","Cabral, F.N.","925.0","2013","03","31",NA,"Brasil","São Paulo","Miracatu","Reserva Particular da Votorantim (CBA). UHE Barra Trilha da Vila dos Moradores em direção à Caixa d#?#água (aprox. 2km). Floresta Ombrófila Densa","-47.34451","-24.03158",NA,NA,NA,"Epífita com fruto.","ESA125356",NA,"2013","-47.34451","-24.03158","05","01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2020-11-04 12:17:39-03","ESALQ","ESA","114195","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Orchidaceae","Phymatidium","falcifolium","Phymatidium falcifolium",NA,"Breier, T.B.","Breier, T.B.","788.0","2002","12","14",NA,"Brasil","São Paulo","Sete Barras",NA,"-47.9199981689453","-24.3799991607666",NA,NA,NA,NA,"ESA114195","ESA114195","2003",NA,NA,NA,NA,"34059","auto",NA,NA,NA,NA,NA,NA,NA,NA
"25","2020-11-04 12:17:39-03","ESALQ","ESA","114088","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Orchidaceae","Phymatidium","falcifolium","Phymatidium falcifolium",NA,"Breier, T.B.","Breier, T.B.","1097.0","2003","05","14",NA,"Brasil","São Paulo","Sete Barras",NA,"-47.9199981689453","-24.3799991607666",NA,NA,NA,NA,"ESA114088","ESA114088",NA,NA,NA,NA,NA,"34059","auto",NA,NA,NA,NA,NA,NA,NA,NA
"26","2020-11-04 12:17:39-03","ESALQ","ESA","22142","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Orchidaceae","Phymatidium","tillandsioides","Phymatidium tillandsioides","Barb.Rodr.","Udulutsch, R.G.","Miyagi, P.H. et al.","482.0","1995","02","15",NA,"Brasil","São Paulo","Mamparra",NA,NA,NA,NA,NA,NA,NA,"ESA022142",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-31 13:41:13-03","MN","R","3143","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Phymatidium","falcifolium","Phymatidium falcifolium","Lindl.","Toscano, A.B.","Fritz Müller, J.F.T.",NA,NA,NA,NA,NA,"Brasil","Santa Catarina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1993",NA,NA,"03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-31 13:41:13-03","MN","R","35815","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Phymatidium","falcifolium","Phymatidium falcifolium","Lindl.","Toscano, A.B.","Schreiner, C.",NA,NA,NA,NA,NA,"Brasil","Santa Catarina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1993",NA,NA,"03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-31 13:41:13-03","MN","R","172875","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Phymatidium","falcifolium","Phymatidium falcifolium","Lindl.","Toscano, A.B.","Sampaio, A.J.","4063","1926","04",NA,NA,"Brasil","Rio de Janeiro","Itatiaia",NA,"-44.5633010864258","-22.4960994720459",NA,NA,NA,NA,NA,NA,"1993",NA,NA,NA,NA,"19648","auto",NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-31 13:41:13-03","MN","R","172874","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Phymatidium","falcifolium","Phymatidium falcifolium","Lindl.","Toscano, A.B.","Segadas-Vianna, F.","722","1945","03","01",NA,"Brasil","Rio de Janeiro","Itatiaia",NA,"-44.5633010864258","-22.4960994720459","900","900",NA,"Herbário Fernando Segadas Vianna",NA,NA,"1993",NA,NA,NA,NA,"19648","auto",NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-31 13:41:13-03","MN","R","172873","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Phymatidium","falcifolium","Phymatidium falcifolium","Lindl.","Toscano, A.B.","Emmerich, M.","44","1958","02","15",NA,"Brasil","Rio de Janeiro","Itatiaia",NA,"-44.5633010864258","-22.4960994720459",NA,NA,NA,NA,NA,NA,"1993",NA,NA,NA,NA,"19648","auto",NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-31 13:41:13-03","MN","R","35814","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Phymatidium","falcifolium","Phymatidium falcifolium","Lindl.","Toscano, A.B.","Dusén, P.K.H.","722","1902","07","23",NA,"Brasil","Rio de Janeiro","Itatiaia",NA,"-44.5633010864258","-22.4960994720459",NA,NA,NA,NA,NA,NA,"1993",NA,NA,"03",NA,"19648","auto",NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-31 13:41:13-03","MN","R","172871","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Phymatidium","falcifolium","Phymatidium falcifolium","Lindl.","Toscano, A.B.","Lutz, B.M.J.","1349","1939","03","21",NA,"Brasil","Rio de Janeiro","Petrópolis",NA,"-43.1786003112793","-22.5049991607666",NA,NA,NA,NA,NA,NA,"1993",NA,NA,"03",NA,"36524","auto",NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-31 13:41:13-03","MN","R","172876","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Phymatidium","falcifolium","Phymatidium falcifolium","Lindl.","Toscano, A.B.","Lutz, B.M.J.","1470","1939","08","10",NA,"Brasil","Rio de Janeiro","Petrópolis",NA,"-43.1786003112793","-22.5049991607666","2400","2400",NA,"Instituto Oswaldo Cruz",NA,NA,"1993",NA,NA,"03",NA,"36524","auto",NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-31 13:41:13-03","MN","R","172877","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Phymatidium","falcifolium","Phymatidium falcifolium","Lindl.","Toscano, A.B.","Lutz, B.M.J.","1349","1939","03","21",NA,"Brasil","Rio de Janeiro","Petrópolis",NA,"-43.1786003112793","-22.5049991607666",NA,NA,NA,NA,NA,NA,"1993",NA,NA,NA,NA,"36524","auto",NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-31 13:41:13-03","MN","R","6000","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Phymatidium","falcifolium","Phymatidium falcifolium","Lindl.","Toscano, A.B.","Diogo, J.C.","791","1915","11",NA,NA,"Brasil","Rio de Janeiro","Petrópolis",NA,"-43.1786003112793","-22.5049991607666",NA,NA,NA,NA,NA,NA,"1993",NA,NA,"03",NA,"36524","auto",NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-31 13:41:13-03","MN","R","3144","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Phymatidium","falcifolium","Phymatidium falcifolium","Lindl.","Toscano, A.B.","Ule, E.H.G.","4119","1896","12",NA,NA,"Brasil","Rio de Janeiro","Teresópolis",NA,"-42.9655990600586","-22.4122009277344",NA,NA,NA,NA,NA,NA,"1993",NA,NA,"03",NA,"38539","auto",NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-31 13:41:13-03","MN","R","3419","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Phymatidium","falcifolium","Phymatidium falcifolium","Lindl.","Toscano, A.B.","Sampaio, A.J.","2062 b","1917","09",NA,NA,"Brasil","Rio de Janeiro","Teresópolis",NA,"-42.9655990600586","-22.4122009277344",NA,NA,NA,NA,NA,NA,"1993",NA,NA,"03",NA,"38539","auto",NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-31 13:41:13-03","MN","R","36299","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Phymatidium","falcifolium","Phymatidium falcifolium","Lindl.","Toscano, A.B.","Jiract, L.",NA,"1883","01","15",NA,"Brasil","Rio de Janeiro","Teresópolis",NA,"-42.9655990600586","-22.4122009277344",NA,NA,NA,"Gabinete de Botânica da Escola Politecnica",NA,NA,"1993",NA,NA,"03",NA,"38539","auto",NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-31 13:41:13-03","MN","R","3193","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Phymatidium","falcifolium","Phymatidium falcifolium","Lindl.","Toscano, A.B.","Schwacke, C.A.W.","IV - 58","1884",NA,NA,NA,"Brasil","Santa Catarina","Blumenau",NA,"-49.0661010742188","-26.9193992614746",NA,NA,NA,NA,NA,NA,"1993",NA,NA,"03",NA,"34291","auto",NA,NA,NA,NA,NA,NA,NA,NA
"41","2019-12-19 08:08:17-03","FPS","FPS","1482","MachineObservation","Plantae",NA,NA,"Orchidaceae","Phymatidium","falcifolium","Phymatidium falcifolium","Lindl.","Pellegrini, M.O.O.","Schwirkowski, P.","1439","2016","01","01",NA,"Brasil","Santa Catarina","Joinville","Serra Dona Francisca. Trilha do Castelo dos Bugres.","-49.054899","-26.224838",NA,NA,NA,NA,"FPS01482,FURB49507","FPS01482_v01 FPS01482_v02 FPS01482_v03 FPS01482_v04 FPS01482_v05 FPS01482_v06 FPS01482_v07 FPS01482_v08 FPS01482_v09 FURB49507","2016","-49.054899","-26.224838","01","01",NA,NA,NA,"voucher","FURB 49507",NA,NA,NA,NA,NA
"42","2019-12-19 08:08:17-03","FPS","FPS","2138","MachineObservation","Plantae",NA,NA,"Orchidaceae","Phymatidium","falcifolium","Phymatidium falcifolium","Lindl.","Schwirkowski, P.","Schwirkowski, P.","1615","2016","02","27",NA,"Brasil","Santa Catarina","São Bento do Sul","Rio Natal, próximo à CEPA Rugendas, em mata ao lado dos trilhos","-49.308246","-26.320716",NA,NA,NA,NA,"FPS02138","FPS02138_v01 FPS02138_v02 FPS02138_v03 FPS02138_v04 FPS02138_v05","2016","-49.308246","-26.320716","02","27",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2019-12-19 08:08:17-03","FPS","FPS","2776","MachineObservation","Plantae",NA,NA,"Orchidaceae","Phymatidium","falcifolium","Phymatidium falcifolium","Lindl.","Schwirkowski, P.","Schwirkowski, P.","2204","2017","01","22",NA,"Brasil","Santa Catarina","São Bento do Sul","Rio Natal. Beira de estrada","-49.313235","-26.331255",NA,NA,NA,NA,"FPS02776,FURB55511","FPS02776_v01 FPS02776_v02 FPS02776_v03 FPS02776_v04 FPS02776_v05 FPS02776_v06 FURB55511","2017","-49.313235","-26.331255","01","21",NA,NA,NA,"voucher","FURB 55511",NA,NA,NA,NA,NA
"44","2019-08-27 13:26:38-03","IAP","PACA-AGP","30571","PreservedSpecimen","Plantae","Magnoliophyta","Orchidales","Orchidaceae","Phymatidium","falcifolium","Phymatidium falcifolium","Lindl.","A.C. Brade, Pabst","Reitz, R.","1060","1944","01","25",NA,"Brasil","SC","Araranguá","Meleiro","-49.4858016967773","-28.934700012207",NA,NA,NA,"Habitat: In silva, epiphytica Fenofase: flor","PACA030571",NA,"1954",NA,NA,"09","03","19353","auto","Liliatae",NA,NA,NA,NA,NA,NA,NA
"45","2019-08-27 13:26:38-03","IAP","PACA-AGP","25377","PreservedSpecimen","Plantae","Magnoliophyta","Orchidales","Orchidaceae","Phymatidium","falcifolium","Phymatidium falcifolium","Lindl.","Emrich-Rambo-Pabst","A. Rohr SJ",NA,"1942",NA,NA,NA,"Brasil","SC","Florianópolis",NA,"-48.5491981506348","-27.596700668335",NA,NA,NA,"Ver. A. Toscano de Brito em 1993. Habitat: In silva, epiphytica Fenofase: flor","PACA025377",NA,"1954",NA,NA,"09","03","27000","auto","Liliatae",NA,NA,NA,NA,NA,NA,NA
"46","2019-08-27 13:26:38-03","IAP","PACA-AGP","6482","PreservedSpecimen","Plantae","Magnoliophyta","Orchidales","Orchidaceae","Phymatidium","falcifolium","Phymatidium falcifolium","Lindl.","Emrich-Rambo-Pabst","Rambo, B.",NA,"1940","01",NA,NA,"Brasil","SC","Florianópolis",NA,"-48.5491981506348","-27.596700668335",NA,NA,NA,"Ver. A. Toscano de Brito em março de 1993. Habitat: In silva, epiphytica Fenofase: flor","PACA006482",NA,"1954",NA,NA,"09","03","27000","auto","Liliatae",NA,NA,NA,NA,NA,NA,NA
"47","2016-07-05 11:14:20-03","FFCLRP","LBMBP","1129","S","Plantae",NA,NA,"Orchidaceae","Phymatidium","falcifolium","Phymatidium falcifolium","Lindl.","E.R. Pansarin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2016-07-05 11:14:20-03","FFCLRP","LBMBP","1236","S","Plantae",NA,NA,"Orchidaceae","Phymatidium","tillandsioides","Phymatidium tillandsioides","Barb.Rodr.","E.R.Pansarin","E.R.Pansarin",NA,NA,NA,NA,NA,"Brasil","São Paulo","Caraguatatuba",NA,"-45.4","-23.616667",NA,NA,NA,NA,NA,NA,NA,"45°24'W","23°37'S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
