"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","stateProvince","county","locality","decimalLongitude","decimalLatitude","imagecode","scientificNameAuthorship","minimumElevationInMeters","maximumElevationInMeters","identifiedBy","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","class","individualCount","fieldNumber","typeStatus","relatedCatalogItem","sex"
"12","2016-10-28 16:13:00-02","NY","NYBG","00982498","PreservedSpecimen","Plantae","Fabaceae","Centrosema","sagittatum","Centrosema sagittatum","L. Coradin","7873","1987","06","30","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1108238' target='other'> <mi>dwc_moreinfo</mi></a>","NY00982498","Magnoliophyta","Fabales","Ceará","Tianguá","Rodavia Sobral-Tiangua (BR-222) Km. 67, inicio da subida da Serra de Ibiapaba","-40.97","-3.68","NY00982498_01",NA,"360","360","L. Coradin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2016-11-01 12:20:00-02","NY","NYBG","585318","PreservedSpecimen","Plantae","Fabaceae","Centrosema","sagittatum","Centrosema sagittatum","L. Riedel","434",NA,NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=768484' target='other'> <mi>dwc_moreinfo</mi></a>","NY00585318","Magnoliophyta","Fabales","São Paulo",NA,NA,NA,NA,"NY00585318_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2016-10-28 16:13:00-02","NY","NYBG","00982500","PreservedSpecimen","Plantae","Fabaceae","Centrosema","sagittatum","Centrosema sagittatum","L. Coradin","7790","1987","06","24","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1108247' target='other'> <mi>dwc_moreinfo</mi></a>","NY00982500","Magnoliophyta","Fabales","Ceará","Crato","Rodovia Crato- Exu km 7- Subida da Chapada do Araripe","-39.62","-7.2","NY00982500_01",NA,"650","650","L. Coradin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2016-10-28 16:13:00-02","NY","NYBG","00982499","PreservedSpecimen","Plantae","Fabaceae","Centrosema","sagittatum","Centrosema sagittatum","L. Coradin","7808","1987","06","25","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1108246' target='other'> <mi>dwc_moreinfo</mi></a>","NY00982499","Magnoliophyta","Fabales","Ceará","Crato","Estrada do Lameiro km 5 (desde o centro da cidade- Praça da Se)","-39.32","-7.23","NY00982499_01",NA,"490","490","L. Coradin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2020-11-24 17:10:40-03","UTFPR","DVPR","4655","PreservedSpecimen","Plantae","Fabaceae","Centrosema","sagittatum","Centrosema sagittatum","Caxambu, MG; Siqueira, EL; Sozzo, AR","7354","2016","03","31",NA,"Brasil",NA,NA,"trepadeira volúvel, heliófita, ripária. Flores alvas com interior levemente violáceo. Frutos imaturos verdes.; Relevo: ondulado.","DVPR004655","Magnoliophyta",NA,"Paraná","Mato Rico","Estação Ecológica Municipal Cantú.","-52.08","-24.46219",NA,"(Humb. & Bonpl. ex Willd.) Brandegee","590","590","Caxambu, MG; Dettke, GA","2016","04","14","-52.08","-24.46219",NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-04-08 17:41:21-03","EAO","IAN","125236","PreservedSpecimen","Plantae","Leguminosae-Pap.","Centrosema","sagittatum","Centrosema sagittatum","Belém, RP","3593","1968","05","23","Southern America","Brasil",NA,NA,"Trepadeira, flores esverdeadas, estames brancos, anteras amarelas, cálice verde.","IAN125236","Dicotiledônea",NA,"Bahia","Encruzilhada","Margem do rio Parod.","-40.9094009399414","-15.5313997268677",NA,"(Kunth) Brand",NA,NA,"Barbosa, VP","1975","02","02",NA,NA,"49333","auto",NA,NA,NA,NA,NA,NA
"18","2021-04-08 17:41:21-03","EAO","IAN","15203","PreservedSpecimen","Plantae","Leguminosae-Pap.","Centrosema","sagittatum","Centrosema sagittatum","Oliveira, JE de","369","1941","05","10","Southern America","Brasil",NA,NA,"Trepadeira.","IAN015203","Dicotiledônea",NA,"Minas Gerais","Tombos","Entre pedras, margem do rio, Usina, pouco frequente.","-42.0228004455566","-20.9046993255615","IAN015203 IAN015203_e IAN015203_e1","(Kunth) Brand",NA,NA,"Barbosa, VP","1975","02","02",NA,NA,"16749","auto",NA,NA,NA,NA,NA,NA
"19","2021-04-08 17:41:21-03","EAO","IAN","84496","PreservedSpecimen","Plantae","Leguminosae-Pap.","Centrosema","sagittatum","Centrosema sagittatum","Moraes, JC de","1175","1954","09","15","Southern America","Brasil",NA,NA,"Sub-arbustiva.","IAN084496","Dicotiledônea",NA,"Paraíba","Areia","Lugares altos e frescos, terrenos incultos.","-35.6916999816895","-6.96332979202271",NA,"(Kunth) Brand",NA,NA,"Barbosa, VP","1975","02","02",NA,NA,"15425","auto",NA,NA,NA,NA,NA,NA
"20","2020-11-26 18:08:09-03","CPAN-UFMS","COR","1607","PreservedSpecimen","Plantae","Fabaceae","Centrosema","hastatum","Centrosema hastatum","Bueno,N.C.","68","1989","04","24",NA,"Brasil",NA,NA,"Habito: trepadeira",NA,NA,NA,"Mato Grosso do Sul","Corumbá","Próximo a Fazenda Tamarineiro-5Km do Posto Esdras.","-57.75","-19.066667",NA,"Benth.","150","150",NA,NA,NA,NA,"57º45'0''W","19º4'0''S",NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-02 16:28:54-03","CPAN-UFMS","COR","11045","PreservedSpecimen","Plantae","Fabaceae","Centrosema","sagittatum","Centrosema sagittatum","Damasceno-Júnior, G. A.; Velasques, J. S. & Bortolotto, I. M.","2885","2002","04","08",NA,"Brasil",NA,NA,"Trepadeira Habito: Trepadeira",NA,NA,NA,"Mato Grosso do Sul","Corumbá","Morro Santa Cruz; fazenda São Marcelo","-57.580833","-19.175278",NA,"(Humb. & Bonpl. ex Willd.) Brandegee","300","300","Tozzi, A. M. G. A.",NA,NA,NA,"57º34'51''W","19º10'31''S",NA,NA,NA,NA,NA,NA,NA,NA
"22","2020-11-26 18:08:09-03","CPAN-UFMS","COR","14586","PreservedSpecimen","Plantae","Fabaceae","Centrosema","sagittatum","Centrosema sagittatum","Silva, R. R.; Velásquez, J. S.","1134","2004","09","20",NA,"Brasil",NA,NA,"Trepadeira, 1 m; frutos imaturos verdes, maduros castanhos; semente marrons Habito: Trepadeira",NA,NA,NA,"Mato Grosso do Sul","Corumbá","Planalto residual do Urucum; serra do Jacadigo; acesso pela fazenda Dois Corações.","-57.850833","-19.224167",NA,"(Humb. & Bonpl. ex Willd.) Brandegee","366","366","Silva, R. R.",NA,NA,NA,"57º51'3''W","19º13'27''S",NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-02 16:28:54-03","CPAN-UFMS","COR","14770","PreservedSpecimen","Plantae","Fabaceae","Centrosema","sagittatum","Centrosema sagittatum","Silva, R. R.; Velásquez, J. S.","897","2004","04","27",NA,"Brasil",NA,NA,"Trepadeira, 70 cm de altura; flores alvas, estandarte alvo com ápice roxo Habito: Trepadeira",NA,NA,NA,"Mato Grosso do Sul","Corumbá","Planalto residual do Urucum; Morro Grande","-57.508333","-19.232778",NA,"(Humb. & Bonpl. ex Willd.) Brandegee","127","127","Silva, R. R.",NA,NA,NA,"57º30'30''W","19º13'58''S",NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-02 16:28:54-03","CPAN-UFMS","COR","14870","PreservedSpecimen","Plantae","Fabaceae","Centrosema","sagittatum","Centrosema sagittatum","Silva, R. R.; Sebastião","1341","2004","12","15",NA,"Brasil",NA,NA,"Erva prostrada, 25 cm de altura; material estéril Habito: Erva prostrada",NA,NA,NA,"Mato Grosso do Sul","Corumbá","Planalto residual do Urucum; serra Santa Cruz; acesso pela estrada do balneário Lago Azul","-57.56","-19.220833",NA,"(Humb. & Bonpl. ex Willd.) Brandegee","699","699","Silva, R. R.",NA,NA,NA,"57º33'36''W","19º13'15''S",NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-02 16:28:54-03","CPAN-UFMS","COR","14710","PreservedSpecimen","Plantae","Fabaceae","Centrosema","sagittatum","Centrosema sagittatum","Silva, R. R.; Velásquez, J. S.","1382","2004","12","30",NA,"Brasil",NA,NA,"Erva ereta à semiprostrada, 10-30 cm de altura; material estéril Habito: Erva erecta",NA,NA,NA,"Mato Grosso do Sul","Corumbá","Planalto residual do Urucum; serra São Domingos; acesso pelo areão do Sr. Wilson","-57.631389","-19.235556",NA,"(Humb. & Bonpl. ex Willd.) Brandegee","201","201","Silva, R. R.",NA,NA,NA,"57º37'53''W","19º14'8''S",NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-02 16:28:54-03","CPAN-UFMS","COR","14628","PreservedSpecimen","Plantae","Fabaceae","Centrosema","sagittatum","Centrosema sagittatum","Silva, R. R.; Iziel","1351","2004","12","17",NA,"Brasil",NA,NA,"Erva subereta; material estéril Habito: Erva suberecta",NA,NA,NA,"Mato Grosso do Sul","Corumbá","Planalto residual do Urucum; serra Urucum; acesso Urucum Mineração","-57.618889","-19.197778",NA,"(Humb. & Bonpl. ex Willd.) Brandegee","466","466","Silva, R. R.",NA,NA,NA,"57º37'8''W","19º11'52''S",NA,NA,NA,NA,NA,NA,NA,NA
"27","2019-10-09 11:15:31-03","UFBA","ALCB","01630","PreservedSpecimen","Plantae","Fabaceae","Centrosema","sagittatum","Centrosema sagittatum","s.col.","s/n","1970","09","15","Southern America","Brasil",NA,NA,NA,"ALCB029733","Dicotyledon",NA,"Bahia","Ilhéus","Litoral Sul, Restinga de Olivença","-39.033333","-14.783333","ALCB029733","Humb. & Bomph. ex Willd.",NA,NA,"Lewis, GP","1983","02",NA,"-39.033333","-14.783333",NA,NA,NA,NA,NA,NA,NA,NA
"28","2019-10-09 11:15:31-03","UFBA","ALCB","01629","PreservedSpecimen","Plantae","Fabaceae","Centrosema","sagittatum","Centrosema sagittatum","Pinto, GCP","s/n","1972","08",NA,"Southern America","Brasil",NA,NA,"Espécie prostrada, em capoeiras raleadas pelo fogo ( a sp. foi encontrada por mim em Ecoporanga, Espírito Santos...)","ALCB029729","Dicotyledon",NA,"Bahia","Mundo Novo","Paraguaçu, Ibiraporã.","-40.466667","-11.85","ALCB029729","Humb. & Bomph. ex Willd.",NA,NA,"Lewis, GP","1983","02",NA,"-40.466667","-11.85",NA,NA,NA,NA,NA,NA,NA,NA
"29","2019-10-09 11:15:31-03","UFBA","ALCB","01631","PreservedSpecimen","Plantae","Fabaceae","Centrosema","sagittatum","Centrosema sagittatum","Torrend, Padre CSJ","s/n","1935","02",NA,"Southern America","Brasil",NA,NA,"Folhas interessantes pelo seu pecíolo alado.","ALCB029732","Dicotyledon",NA,"Bahia","Vitória da Conquista","Sudoeste, Mata de cipó","-40.833333","-14.85","ALCB029732","Humb. & Bomph. ex Willd.",NA,NA,"Guedes, ML",NA,NA,NA,"-40.833333","-14.85",NA,NA,NA,NA,NA,NA,NA,NA
"30","2019-10-09 11:15:31-03","UFBA","ALCB","82941","PreservedSpecimen","Plantae","Fabaceae","Centrosema","sagittatum","Centrosema sagittatum","Conceição, AA; Harley, RM; Santos, RF; Rocha, DBS","1970","2007","04","29","Southern America","Brasil",NA,NA,"cálice verde-claro-vináceo. Flor com pétala verde-claro, com guias nectário roxo.","ALCB029723","Dicotyledon",NA,"Bahia","Paramirim","Chapada Diamantina","-42.247222","-13.296389","ALCB029723","Humb. & Bomph. ex Willd.","546","546",NA,NA,NA,NA,"-42.247222","-13.296389",NA,NA,NA,NA,NA,NA,NA,NA
"31","2020-02-08 09:11:49-03","NBC","NL-BOTANY","L.1964465","PreservedSpecimen","Plantae","Leguminosae-Pap.","Centrosema","hastatum","Centrosema hastatum","Fiebrig K",NA,"1903","02","03","Southern America","Bolivia",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1964465 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1964465",NA,"Fabales",NA,NA,"austro-bolivienses, Chiquiacá.",NA,NA,"NL-L1964465","Benth.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"32","2020-02-08 09:11:49-03","NBC","NL-BOTANY","L.1964353","PreservedSpecimen","Plantae","Leguminosae-Pap.","Centrosema","sagittatum","Centrosema sagittatum","Hatschbach GG; Guimarães OA",NA,"1968","04","23","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1964353 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1964353",NA,"Fabales",NA,NA,"Est. Paraná, Mun Guaíra, Sete Quedas.",NA,NA,"NL-L1964353","(Humb. & Bonpl. ex Willd.) Brandegee ex L.Riley",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"33","2020-02-08 09:11:49-03","NBC","NL-BOTANY","L.1964354","PreservedSpecimen","Plantae","Leguminosae-Pap.","Centrosema","sagittatum","Centrosema sagittatum","Pedersen TM",NA,"1980","05","30","Southern America","Argentina",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1964354 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1964354",NA,"Fabales",NA,NA,"Agua Blanca, Dep. Orán. Prov. Salta.",NA,NA,"NL-L1964354","(Humb. & Bonpl. ex Willd.) Brandegee ex L.Riley",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"34","2020-02-08 09:11:49-03","NBC","NL-BOTANY","L.1964464","PreservedSpecimen","Plantae","Leguminosae-Pap.","Centrosema","sagittatum","Centrosema sagittatum","Smith HH",NA,"1898","10","01","Southern America","Colombia",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1964464 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1964464",NA,"Fabales",NA,NA,"Santa Marta, United States of Colobia.",NA,NA,"NL-L1964464","(Humb. & Bonpl. ex Willd.) Brandegee ex L.Riley",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"35","2020-02-08 09:11:49-03","NBC","NL-BOTANY","U.1242347","PreservedSpecimen","Plantae","Leguminosae-Pap.","Centrosema","sagittatum","Centrosema sagittatum","Smith HH",NA,"1898","10","01","Southern America","Colombia",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1242347 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1242347",NA,"Fabales",NA,NA,"Santa Marta, United States of Colobia.",NA,NA,"NL-U1242347","(Humb. & Bonpl. ex Willd.) Brandegee ex L.Riley",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"36","2020-02-08 09:11:49-03","NBC","NL-BOTANY","U.1242348","PreservedSpecimen","Plantae","Leguminosae-Pap.","Centrosema","sagittatum","Centrosema sagittatum","Klug G",NA,"1936","04","01","Southern America","Peru",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1242348 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1242348",NA,"Fabales",NA,NA,"Department of San Martin; Juan Jui, alto Rio Huallaga.",NA,NA,"NL-U1242348","(Humb. & Bonpl. ex Willd.) Brandegee ex L.Riley",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"37","2020-02-08 09:11:49-03","NBC","NL-BOTANY","U.1242360","PreservedSpecimen","Plantae","Leguminosae-Pap.","Centrosema","sagittatum","Centrosema sagittatum","Rodriguez",NA,"1910","04","28","Southern America","Argentina",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1242360 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1242360",NA,"Fabales",NA,NA,"Misiones. Banfiland.",NA,NA,"NL-U1242360","(Humb. & Bonpl. ex Willd.) Brandegee ex L.Riley",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"38","2020-02-08 09:11:49-03","NBC","NL-BOTANY","U.1242361","PreservedSpecimen","Plantae","Leguminosae-Pap.","Centrosema","sagittatum","Centrosema sagittatum","Pedersen TM",NA,"1951","05","13","Southern America","Argentina",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1242361 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1242361",NA,"Fabales",NA,NA,"Estancia 'Santa Teresa'. Dep. Mburucuya. Prov. Corrientes.",NA,NA,"NL-U1242361","(Humb. & Bonpl. ex Willd.) Brandegee ex L.Riley",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"39","2020-11-04 11:08:39-03","ESALQ","ESA","2108","PreservedSpecimen","Plantae","Fabaceae","Centrosema","sagitatum","Centrosema sagitatum","Delistoianov, J.",NA,"1963","02","19",NA,"Brasil",NA,NA,NA,"ESA002108","Magnoliophyta",NA,"São Paulo","Colina",NA,"-48.5400009155273","-20.7099990844727",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"21359","auto",NA,NA,NA,NA,NA,NA
"40","2020-11-04 11:08:39-03","ESALQ","ESA","38225","PreservedSpecimen","Plantae","Fabaceae","Centrosema","sagittatum","Centrosema sagittatum","Ivanauskas, N.M.; Rozza, A.; Silva, M.M.R.; Vanini, A.","1954.0","1997","04","26",NA,"Brasil",NA,NA,"Liana herbácea. Flores de pétalas lilases com centro branco e estrias roxas.","ESA038225","Magnoliophyta",NA,"Mato Grosso","São José do Rio Claro","Estrada de terra em direção ao Rio Arinos. Contato Floresta Estacional/Floresta Ombrófila Aberta. Área alterada por extrativismo seletivo de madeira. Relevo suave ondulado. Solo do tipo Latossolo Vermelho-Amarelo, textura média.","-56.7214012145996","-13.4467000961304",NA,"(Kunth) Brandeq.",NA,NA,"Chaves, S.E.A.","2011",NA,NA,NA,NA,"74983","auto",NA,NA,NA,NA,NA,NA
"41","2020-11-04 11:08:39-03","ESALQ","ESA","38223","PreservedSpecimen","Plantae","Fabaceae","Centrosema","sagittatum","Centrosema sagittatum","Souza, V.C.; Souza, J.P.; Astorino, A.; Rezende, M.M.","15875.0","1997","04","26",NA,"Brasil",NA,NA,"Escandente; flores lilás-claras.","ESA038223","Magnoliophyta",NA,"Mato Grosso","Guarantã do Norte","Serra do Cachimbo. Estrada Guarantã do Norte - Cachimbo, ca. 10 Km antes da divisa com o Estado do Pará. Beira de estrada.","-54.9099998474121","-9.78750038146973",NA,"(Kunth) Brandeq.",NA,NA,"Chaves, S.E.A.","2011",NA,NA,NA,NA,"89544","auto",NA,NA,NA,NA,NA,NA
"42","2020-11-04 11:08:39-03","ESALQ","ESA","14026","PreservedSpecimen","Plantae","Fabaceae","Centrosema","sagittatum","Centrosema sagittatum","Souza, V.C. et al.","5642.0","1994","04","14",NA,"Brasil",NA,NA,NA,"ESA014026","Magnoliophyta",NA,"São Paulo","Matão",NA,"-48.3600006103516","-21.6000003814697",NA,"(Kunth) Brandeg.",NA,NA,"Queiroz, L.P.",NA,NA,NA,NA,NA,"26922","auto",NA,NA,NA,NA,NA,NA
"43","2020-11-04 11:08:39-03","ESALQ","ESA","4275","PreservedSpecimen","Plantae","Fabaceae","Centrosema","sagittatum","Centrosema sagittatum","Catharino, E.L.M.",NA,"1984","05","04",NA,"Brasil",NA,NA,NA,"ESA004275","Magnoliophyta",NA,"São Paulo","Piracicaba",NA,"-47.6399993896484","-22.7199993133545",NA,NA,NA,NA,"Queiroz, L.P.",NA,NA,NA,NA,NA,"44778","auto",NA,NA,NA,NA,NA,NA
"44","2020-11-04 11:08:39-03","ESALQ","ESA","82752","PreservedSpecimen","Plantae","Fabaceae","Centrosema","sagittatum","Centrosema sagittatum","Udulutsch, R.G. et al.","347.0","2001","05","24",NA,"Brasil",NA,NA,NA,"ESA082752","Magnoliophyta",NA,"São Paulo","Rio Claro",NA,"-47.560001373291","-22.4099998474121","ESA082752","(Kunth) Brandeq.",NA,NA,NA,NA,NA,NA,NA,NA,"21773","auto",NA,NA,NA,NA,NA,NA
