"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","typeStatus","locality","phylum","order","scientificNameAuthorship","imagecode","identifiedBy","stateProvince","decimalLongitude","decimalLatitude","county","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","dayIdentified","class","fieldNumber","minimumDepthInMeters","maximumDepthInMeters","individualCount","eventTime"
"256","2020-12-21 16:12:37-03","MBM","MBM","36256","PreservedSpecimen","Plantae","Apocynaceae","Mandevilla","coccinea","Mandevilla coccinea","Hatschbach, G.; Smith, L.B.; Smith, L.B.","12244",NA,NA,NA,"Southern America","Brazil",NA,NA,NA,"MBM036256",NA,"Estrada Jaguariaíva - Arapoti",NA,NA,"(Hook. & Arn.) Woodson","MBM036256","Hatschbach, G.","Paraná","-49.8266983032227","-24.1578006744385","Arapoti",NA,NA,NA,NA,NA,NA,"41852","auto",NA,NA,NA,NA,NA,NA,NA
"257","2020-12-21 16:12:37-03","MBM","MBM","36254","PreservedSpecimen","Plantae","Apocynaceae","Mandevilla","coccinea","Mandevilla coccinea","Hatschbach, G.","8527","1961","10","28","Southern America","Brazil",NA,NA,NA,"MBM036254",NA,"Fazenda da Almas",NA,NA,"(Hook. & Arn.) Woodson","MBM036254","Markgraf, F.","Paraná","-49.8266983032227","-24.1578006744385","Arapoti",NA,NA,NA,NA,NA,NA,"41852","auto",NA,NA,NA,NA,NA,NA,NA
"258","2020-12-21 16:12:37-03","MBM","MBM","36258","PreservedSpecimen","Plantae","Apocynaceae","Mandevilla","coccinea","Mandevilla coccinea","Pereira, E.; Hatschbach, G.; Hatschbach, G.","8091","1963","11","22","Southern America","Brazil",NA,NA,NA,"MBM036258",NA,"Araucária",NA,NA,"(Hook. & Arn.) Woodson","MBM036258","Hatschbach, G.","Paraná","-49.4103012084961","-25.5930995941162","Araucária",NA,NA,NA,NA,NA,NA,"21346","auto",NA,NA,NA,NA,NA,NA,NA
"259","2020-12-21 16:12:37-03","MBM","MBM","179567","PreservedSpecimen","Plantae","Apocynaceae","Mandevilla","coccinea","Mandevilla coccinea","Dombrowski, L.T.; et al.; et al.","2278","1967","01",NA,"Southern America","Brazil",NA,NA,NA,"MBM179567",NA,"Araucária",NA,NA,"(Hook. & Arn.) Woodson","MBM179567","Dombrowski, L.T.","Paraná","-49.4103012084961","-25.5930995941162","Araucária",NA,NA,NA,NA,NA,NA,"21346","auto",NA,NA,NA,NA,NA,NA,NA
"260","2020-12-21 16:12:37-03","MBM","MBM","36253","PreservedSpecimen","Plantae","Apocynaceae","Mandevilla","coccinea","Mandevilla coccinea","Hatschbach, G.","7694","1960","12","11","Southern America","Brazil",NA,NA,NA,"MBM036253",NA,"Campo Mourão",NA,NA,"(Hook. & Arn.) Woodson","MBM036253","Hatschbach, G.","Paraná","-52.3830986022949","-24.0456008911133","Campo Mourão",NA,NA,NA,NA,NA,NA,"28572","auto",NA,NA,NA,NA,NA,NA,NA
"261","2020-12-21 16:12:37-03","MBM","MBM","179553","PreservedSpecimen","Plantae","Apocynaceae","Mandevilla","coccinea","Mandevilla coccinea","Hatschbach, G.","s.n.","1947","01","09","Southern America","Brazil",NA,NA,NA,"MBM179553",NA,"Castro",NA,NA,"(Hook. & Arn.) Woodson","MBM179553","Ezcurra, C.","Paraná","-50.0119018554688","-24.7910995483398","Castro",NA,NA,NA,NA,NA,NA,"50779","auto",NA,NA,NA,NA,NA,NA,NA
"262","2020-12-21 16:12:37-03","MBM","MBM","179551","PreservedSpecimen","Plantae","Apocynaceae","Mandevilla","coccinea","Mandevilla coccinea","Meyer, E.","s.n.","1958","12","20","Southern America","Brazil",NA,NA,NA,"MBM179551",NA,"Colônia Garcês",NA,NA,"(Hook. & Arn.) Woodson","MBM179551","Hatschbach, G.","Paraná","-50.0119018554688","-24.7910995483398","Castro",NA,NA,NA,NA,NA,NA,"50779","auto",NA,NA,NA,NA,NA,NA,NA
"263","2020-12-21 16:12:37-03","MBM","MBM","179575","PreservedSpecimen","Plantae","Apocynaceae","Mandevilla","coccinea","Mandevilla coccinea","Moreira, E.A.","107","1960","11","28","Southern America","Brazil",NA,NA,NA,"MBM179575",NA,"Atuba",NA,NA,"(Hook. & Arn.) Woodson","MBM179575","Smith, L.B.","Paraná","-49.2731018066406","-25.4277992248535","Curitiba",NA,NA,NA,NA,NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA,NA
"264","2020-12-21 16:12:37-03","MBM","MBM","179550","PreservedSpecimen","Plantae","Apocynaceae","Mandevilla","coccinea","Mandevilla coccinea","Stellfeld, C.","s.n.","1952","01","06","Southern America","Brazil",NA,NA,NA,"MBM179550",NA,"Barigui",NA,NA,"(Hook. & Arn.) Woodson","MBM179550","Ezcurra, C.","Paraná","-49.2731018066406","-25.4277992248535","Curitiba",NA,NA,NA,NA,NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA,NA
"265","2020-12-21 16:12:37-03","MBM","MBM","179560","PreservedSpecimen","Plantae","Apocynaceae","Mandevilla","coccinea","Mandevilla coccinea","Dombrowski, L.T.","6234","1975","01","29","Southern America","Brazil",NA,NA,NA,"MBM179560",NA,"Capão da Imbuia",NA,NA,"(Hook. & Arn.) Woodson","MBM179560","Dombrowski, L.T.","Paraná","-49.2731018066406","-25.4277992248535","Curitiba",NA,NA,NA,NA,NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA,NA
"266","2020-12-21 16:12:37-03","MBM","MBM","21071","PreservedSpecimen","Plantae","Apocynaceae","Mandevilla","coccinea","Mandevilla coccinea","Hatschbach, G.","28461","1971","12","13","Southern America","Brazil",NA,NA,NA,"MBM021071",NA,"Vila Nova",NA,NA,"(Hook. & Arn.) Woodson","MBM021071","Hatschbach, G.","Paraná","-49.2731018066406","-25.4277992248535","Curitiba",NA,NA,NA,NA,NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA,NA
"267","2020-12-21 16:12:37-03","MBM","MBM","27715","PreservedSpecimen","Plantae","Apocynaceae","Mandevilla","coccinea","Mandevilla coccinea","Hatschbach, G.","33532","1973","12","14","Southern America","Brazil",NA,NA,NA,"MBM027715",NA,"Cadeado",NA,NA,"(Hook. & Arn.) Woodson","MBM027715","Hatschbach, G.","Paraná","-51.4580993652344","-25.395299911499","Guarapuava",NA,NA,NA,NA,NA,NA,"53832","auto",NA,NA,NA,NA,NA,NA,NA
"268","2020-12-21 16:12:37-03","MBM","MBM","15737","PreservedSpecimen","Plantae","Apocynaceae","Mandevilla","coccinea","Mandevilla coccinea","Hatschbach, G.; Ravenna, R.P.; Ravenna, R.P.","23093","1969","12","04","Southern America","Brazil",NA,NA,NA,"MBM015737",NA,"Posto Agropccuário",NA,NA,"(Hook. & Arn.) Woodson","MBM015737","Hatschbach, G.","Paraná","-51.4580993652344","-25.395299911499","Guarapuava",NA,NA,NA,NA,NA,NA,"53832","auto",NA,NA,NA,NA,NA,NA,NA
"269","2020-12-21 16:12:37-03","MBM","MBM","69632","PreservedSpecimen","Plantae","Apocynaceae","Mandevilla","coccinea","Mandevilla coccinea","Hatschbach, G.","42410","1980","11","26","Southern America","Brazil",NA,NA,NA,"MBM069632",NA,"Fazenda Cajuru",NA,NA,"(Hook. & Arn.) Woodson","MBM069632","Hatschbach, G.","Paraná","-49.7057991027832","-24.2511005401611","Jaguariaíva",NA,NA,NA,NA,NA,NA,"44368","auto",NA,NA,NA,NA,NA,NA,NA
"270","2020-12-21 16:12:37-03","MBM","MBM","39506","PreservedSpecimen","Plantae","Apocynaceae","Mandevilla","coccinea","Mandevilla coccinea","Kummrow, R.","804","1974","12","19","Southern America","Brazil",NA,NA,NA,"MBM039506",NA,"Rio Jaguariaíva",NA,NA,"(Hook. & Arn.) Woodson","MBM039506","Kummrow, R.","Paraná","-49.7057991027832","-24.2511005401611","Jaguariaíva",NA,NA,NA,NA,NA,NA,"44368","auto",NA,NA,NA,NA,NA,NA,NA
"271","2020-12-21 16:12:37-03","MBM","MBM","222035","PreservedSpecimen","Plantae","Apocynaceae","Mandevilla","coccinea","Mandevilla coccinea","Hatschbach, G.; Barboza, E.; Barboza, E.","67087","1997","10","15","Southern America","Brazil",NA,NA,NA,"MBM222035",NA,"Rod. PR-151, 2km S do Rio Cajuru",NA,NA,"(Hook. & Arn.) Woodson","MBM222035","Hatschbach, G.","Paraná","-49.7057991027832","-24.2511005401611","Jaguariaíva",NA,NA,NA,NA,NA,NA,"44368","auto",NA,NA,NA,NA,NA,NA,NA
"272","2020-12-21 16:12:37-03","MBM","MBM","53072","PreservedSpecimen","Plantae","Apocynaceae","Mandevilla","coccinea","Mandevilla coccinea","Hatschbach, G.","39227","1976","11","18","Southern America","Brazil",NA,NA,NA,"MBM053072",NA,"Serrinha",NA,NA,"(Hook. & Arn.) Woodson","MBM053072","Hatschbach, G.","Paraná","-49.7057991027832","-24.2511005401611","Jaguariaíva",NA,NA,NA,NA,NA,NA,"44368","auto",NA,NA,NA,NA,NA,NA,NA
"273","2020-12-21 16:12:37-03","MBM","MBM","423529","PreservedSpecimen","Plantae","Apocynaceae","Mandevilla","coccinea","Mandevilla coccinea","Fagundes-Filho, C.A.; Teixeira, T.A.B.; Gonçalves, R.; Teixeira, T.A.B.; Gonçalves, R.","37","2011","09","22","Southern America","Brazil",NA,NA,NA,"MBM423529",NA,"Vale do Codó",NA,NA,"(Hook. & Arn.) Woodson",NA,"Cordeiro, J.","Paraná","-49.7057991027832","-24.2511005401611","Jaguariaíva",NA,NA,"2019",NA,NA,NA,"44368","auto",NA,NA,NA,NA,NA,NA,NA
"274","2020-12-21 16:12:37-03","MBM","MBM","179561","PreservedSpecimen","Plantae","Apocynaceae","Mandevilla","coccinea","Mandevilla coccinea","Dombrowski, L.T.; et al.; et al.","12324","1981","01","14","Southern America","Brazil",NA,NA,NA,"MBM179561",NA,"Fazenda Santa Rita",NA,NA,"(Hook. & Arn.) Woodson","MBM179561","Dombrowski, L.T.","Paraná","-50.0064010620117","-25.4293994903564","Palmeira",NA,NA,NA,NA,NA,NA,"35166","auto",NA,NA,NA,NA,NA,NA,NA
"275","2020-12-21 16:12:37-03","MBM","MBM","179554","PreservedSpecimen","Plantae","Apocynaceae","Mandevilla","coccinea","Mandevilla coccinea","Mattos, A.","4407","1951","01","16","Southern America","Brazil",NA,NA,NA,"MBM179554",NA,"Fazenda Santa Rita",NA,NA,"(Hook. & Arn.) Woodson","MBM179554","Ezcurra, C.","Paraná","-50.0064010620117","-25.4293994903564","Palmeira",NA,NA,NA,NA,NA,NA,"35166","auto",NA,NA,NA,NA,NA,NA,NA
"276","2020-12-21 16:12:37-03","MBM","MBM","133091","PreservedSpecimen","Plantae","Apocynaceae","Mandevilla","coccinea","Mandevilla coccinea","Silva, J.M.; Nicolack, V.; Nicolack, V.","735","1989","11","24","Southern America","Brazil",NA,NA,NA,"MBM133091",NA,"Buraco do Padre",NA,NA,"(Hook. & Arn.) Woodson","MBM133091","Hatschbach, G.","Paraná","-50.1618995666504","-25.0949993133545","Ponta Grossa",NA,NA,NA,NA,NA,NA,"46557","auto",NA,NA,NA,NA,NA,NA,NA
"277","2020-12-21 16:12:37-03","MBM","MBM","353888","PreservedSpecimen","Plantae","Apocynaceae","Mandevilla","coccinea","Mandevilla coccinea","Souza, A.C. de","s.n.","2004","11","19","Southern America","Brazil",NA,NA,"Planta rara no local, em via de extinção, xilopodífera de até 30 cm de altura, flores opostas, subssésseis, floresce de novembro a fevereiro","MBM353888",NA,"Capão da Onça",NA,NA,"(Hook. & Arn.) Woodson","MBM353888","Koch, I.","Paraná","-50.1618995666504","-25.0949993133545","Ponta Grossa",NA,NA,"2009","05",NA,NA,"46557","auto","17",NA,NA,NA,NA,NA,NA
"278","2020-12-21 16:12:37-03","MBM","MBM","179566","PreservedSpecimen","Plantae","Apocynaceae","Mandevilla","coccinea","Mandevilla coccinea","Dombrowski, L.T.; et al.; et al.","7597","1977","10","19","Southern America","Brazil",NA,NA,NA,"MBM179566",NA,"Próximo a Vila Velha",NA,NA,"(Hook. & Arn.) Woodson","MBM179566","Dombrowski, L.T.","Paraná","-50.1618995666504","-25.0949993133545","Ponta Grossa",NA,NA,NA,NA,NA,NA,"46557","auto",NA,NA,NA,NA,NA,NA,NA
"279","2020-12-21 16:12:37-03","MBM","MBM","39495","PreservedSpecimen","Plantae","Apocynaceae","Mandevilla","coccinea","Mandevilla coccinea","Hatschbach, G.","35679","1975","01","02","Southern America","Brazil",NA,NA,NA,"MBM039495",NA,"Serra do Votuvoru",NA,NA,"(Hook. & Arn.) Woodson","MBM039495","Hatschbach, G.","Paraná","-49.3142013549805","-25.1900005340576","Rio Branco do Sul",NA,NA,NA,NA,NA,NA,"37352","auto",NA,NA,NA,NA,NA,NA,NA
"280","2020-12-21 16:12:37-03","MBM","MBM","238354","PreservedSpecimen","Plantae","Apocynaceae","Mandevilla","coccinea","Mandevilla coccinea","Carneiro, J.","620","1998","12","09","Southern America","Brazil",NA,NA,NA,"MBM238354",NA,"Ventania, arredores",NA,NA,"(Hook. & Arn.) Woodson","MBM238354","Hatschbach, G.","Paraná","-50.2428016662598","-24.2458000183105","Ventania",NA,NA,NA,NA,NA,NA,"32424","auto",NA,NA,NA,NA,NA,NA,NA
"281","2020-12-21 16:12:37-03","MBM","MBM","178222","PreservedSpecimen","Plantae","Apocynaceae","Mandevilla","coccinea","Mandevilla coccinea","Jarenkow, J.A.; et al.; et al.","1157","1988","12","27","Southern America","Brazil",NA,NA,NA,"MBM178222",NA,"Itaimbazinho",NA,NA,"(Hook. & Arn.) Woodson","MBM178222","Jarenkow, J.A.","Rio Grande do Sul","-50.1446990966797","-29.0478000640869","Cambará do Sul",NA,NA,NA,NA,NA,NA,"30776","auto",NA,NA,NA,NA,NA,NA,NA
"282","2015-09-04 12:56:44-03","MNHN","RECOLNAT_MNHN_P","P03880290","PreservedSpecimen",NA,"Apocynaceae","Mandevilla","coccinea","Mandevilla coccinea","Balansa, B.",NA,"1874","11","11",NA,"Paraguay","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03880290' target='other'> <mi>dwc_moreinfo</mi></a>","P03880290",NA,"Caaguazu, dans les campos",NA,NA,"(Hook. & Arn.) Woodson","P03880290_01",NA,"Caaguazú","-56.025","-25.22819",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"283","2015-09-04 12:56:50-03","MNHN","RECOLNAT_MNHN_P","P03880312","PreservedSpecimen",NA,"Apocynaceae","Mandevilla","coccinea","Mandevilla coccinea",NA,NA,"1874","11","11",NA,"Paraguay","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03880312' target='other'> <mi>dwc_moreinfo</mi></a>","P03880312",NA,"Caaguazu, dans les campos.",NA,NA,"(Hook. & Arn.) Woodson","P03880312_01",NA,"Caaguazú","-56.01535","-25.46982",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"284","2020-10-01 14:20:48-03","JBB","HEPH","17841","S","Plantae","Apocynaceae","Mandevilla","coccinea","Mandevilla coccinea","Hatschbach, G","51683B","1987","11","24","Southern America","Brasil",NA,NA,NA,NA,NA,"PR 151","Dicotyledon","Gentianales","(Hook. & Arn.) Woodson",NA,"Hatschbach, G","Paraná","-49.7057991027832","-24.2511005401611","Jaguariaíva",NA,NA,"2001",NA,NA,NA,"44368","auto",NA,NA,NA,NA,NA,NA,NA
"285","2020-10-01 14:20:48-03","JBB","HEPH","17428","S","Plantae","Apocynaceae","Mandevilla","coccinea","Mandevilla coccinea","Hatschbach, G","51683A","1987","11","24","Southern America","Brasil",NA,NA,NA,NA,NA,"PR 151","Dicotyledon","Gentianales","(Hook. & Arn.) Woodson",NA,"Hatschbach, G","Paraná ","-49.7057991027832","-24.2511005401611","Jaguariaíva",NA,NA,"2001",NA,NA,NA,"44368","auto",NA,NA,NA,NA,NA,NA,NA
"286","2020-12-11 11:31:50-03","UFMG","BHCB","103114","PreservedSpecimen","Plantae","Apocynaceae","Mandevilla","coccinea","Mandevilla coccinea","Stehmann, JR; Vignoli-Silva, M; Kamino, LHY","4480","2005","11","20","Southern America","Brasil",NA,NA,"Erva, flores vermelhas; Savana Gramíneo-Lenhosa (Campo Cerrado)",NA,NA,"Estrada Ibertioga","Dicotyledon",NA,"(Hook.) Woods.",NA,NA,"Minas Gerais","-44.052694","-21.492708","Ibertioga","1034","1034","2012",NA,"-44.052694","-21.492708",NA,NA,NA,NA,NA,NA,NA,NA,NA
"287","2020-12-11 11:31:50-03","UFMG","BHCB","155432","PreservedSpecimen","Plantae","Apocynaceae","Mandevilla","coccinea","Mandevilla coccinea","Moreira, SN; Souza, JF; Saiter, FZ; Teixeira, CT; Assis, LC","66181","2012","03","25","Southern America","Brasil",NA,NA,"Trepadeira, flor amarela esverdeada, presença de látex",NA,NA,"Parque Estadual da Serra Nova, São Gonçalo - Ilha das Cabras","Dicotyledon",NA,"(Hook.) Woods.",NA,NA,"Minas Gerais","-42.749722","-15.578889","Rio Pardo de Minas","985","985",NA,NA,"-42.749722","-15.578889",NA,NA,NA,NA,NA,NA,NA,NA,NA
"288","2020-12-11 11:31:50-03","UFMG","BHCB","55106","PreservedSpecimen","Plantae","Apocynaceae","Mandevilla","coccinea","Mandevilla coccinea","Barreto, HLM","11003","1940","12","03","Southern America","Brasil",NA,NA,"Herbacea, baixa frequência e flôr vermelha; Campo em varzea","BHCB041866",NA,"Aeroporto","Dicotyledon",NA,"(Hook.) Woods.","BHCB041866",NA,"Minas Gerais","-46.5614013671875","-21.7877998352051","Poços de Caldas",NA,NA,"1993","06",NA,NA,"23696","auto",NA,NA,NA,NA,NA,NA,NA
"289","2020-12-11 11:31:50-03","UFMG","BHCB","55107","PreservedSpecimen","Plantae","Apocynaceae","Mandevilla","coccinea","Mandevilla coccinea","Barreto, HLM","11002","1940","11","03","Southern America","Brasil",NA,NA,"Herbacea, baixa frequência e flôr vermelha; Campo pedregoso e queimado",NA,NA,"Country Club.","Dicotyledon",NA,"(Hook.) Woods.",NA,NA,"Minas Gerais","-46.5614013671875","-21.7877998352051","Poços de Caldas",NA,NA,NA,NA,NA,NA,"23696","auto",NA,NA,NA,NA,NA,NA,NA
"290","2020-12-11 11:31:50-03","UFMG","BHCB","25511","PreservedSpecimen","Plantae","Apocynaceae","Mandevilla","coccinea","Mandevilla coccinea","Stehmann, JR; Dutilh, JHA; Sciamarelli, A","1199","1993","12","05","Southern America","Brasil",NA,NA,"Erva ereta, flores laranja-forte.; Em campo pedregoso.","BHCB044928",NA,"Estrada Cruz Alta - Júlio de Castilhos. Km 249, próximo ao arroio Passo dos Buracos.","Dicotyledon",NA,"(Hook.) Woods.",NA,NA,"Rio Grande do Sul","-53.6817016601562","-29.226900100708","Júlio de Castilhos",NA,NA,NA,NA,NA,NA,"41205","auto",NA,NA,NA,NA,NA,NA,NA
"291","2020-12-11 11:31:50-03","UFMG","BHCB","39233","PreservedSpecimen","Plantae","Apocynaceae","Mandevilla","coccinea","Mandevilla coccinea","Lemos Filho, JP","s.n.","1997","11","02","Southern America","Brasil",NA,NA,"Erva, com látex, caule vermelho, cálice avermelhado, corola rosada.; Cerrado.",NA,NA,"Gouvea.","Dicotyledon",NA,"(Hook.) Woods.",NA,NA,"Minas Gerais","-43.6002998352051","-18.2493991851807","Diamantina",NA,NA,NA,NA,NA,NA,"101169","auto",NA,NA,NA,NA,NA,NA,NA
"292","2020-12-11 11:31:50-03","UFMG","BHCB","71192","PreservedSpecimen","Plantae","Apocynaceae","Mandevilla","coccinea","Mandevilla coccinea","Hatschbach, G","51683","1987","11","24","Southern America","Brasil",NA,NA,"Xilopodífera, erecta, flor vermelha; Campo limpo, seco",NA,NA,"Rodovia PR-151","Dicotyledon",NA,"(Hook.) Woods.",NA,NA,"Paraná","-49.7057991027832","-24.2511005401611","Jaguariaíva",NA,NA,NA,NA,NA,NA,"44368","auto",NA,NA,NA,NA,NA,NA,NA
"293","2021-02-11 17:17:52-03","UFPR","UPCB","79174","PreservedSpecimen","Plantae","Apocynaceae","Mandevilla","coccinea","Mandevilla coccinea","Mazziero, F.F.F. | Rosa, T.S. | Lima, C.S.","760","2011","11","10",NA,"Brasil",NA,NA,"Herbácea ca. 40cm. Crescendo a pleno sol em solo seco. Flores vermelhas e fauce alaranjada..",NA,NA,"Parque Estadual do Cerrado. 780m.Cerrado.",NA,NA,"(Hook. & Na.) Woodson",NA,"Mazziero, F.F.F.","Paraná","-49.65","-24.166667","Jaguariaíva",NA,NA,"2011","11","-49.650000","-24.166667",NA,NA,"17",NA,NA,NA,NA,NA,NA
"294","2021-02-11 17:17:52-03","UFPR","UPCB","22646","PreservedSpecimen","Plantae","Apocynaceae","Mandevilla","coccinea","Mandevilla coccinea","Cervi, A.C.","4032","1992","12","29",NA,"Brasil",NA,NA,"Erva ereta, xilopodífera. Flores vermelho-coccineas..",NA,NA,NA,NA,NA,"(Hook. & Arn.) R.E.Woodson",NA,"Cervi, A.C.","Paraná","-49.7057991027832","-24.2511005401611","Jaguariaíva",NA,NA,"1992","01",NA,NA,"44368","auto","01",NA,NA,NA,NA,NA,NA
"295","2021-02-11 17:17:52-03","UFPR","UPCB","29693","PreservedSpecimen","Plantae","Apocynaceae","Mandevilla","coccinea","Mandevilla coccinea","Dunaiski Jr., A.",NA,"1989","11","01",NA,"Brasil",NA,NA,"Flores vermelhas..",NA,NA,NA,NA,NA,"(Hook. & Arn.) R.E.Woodson",NA,"Dunaiski Jr., A.","Paraná","-49.7057991027832","-24.2511005401611","Jaguariaíva",NA,NA,"1989","11",NA,NA,"44368","auto",NA,NA,NA,NA,NA,NA,NA
"296","2021-02-11 17:17:52-03","UFPR","UPCB","1646","PreservedSpecimen","Plantae","Apocynaceae","Mandevilla","coccinea","Mandevilla coccinea","Meyer, E.",NA,"1958","12","20",NA,"Brasil",NA,NA,"Flores vermelhas..",NA,NA,"Col. Garcez",NA,NA,"(Hook. & Arn.) R.E.Woodson",NA,"Hatschbach, G.","Paraná","-50.0119018554688","-24.7910995483398","Castro",NA,NA,NA,NA,NA,NA,"50779","auto",NA,NA,NA,NA,NA,NA,NA
"297","2021-02-11 17:17:52-03","UFPR","UPCB","30161","PreservedSpecimen","Plantae","Apocynaceae","Mandevilla","coccinea","Mandevilla coccinea","Meyer, E.",NA,"1958","12","20",NA,"Brasil",NA,NA,"Flores vermelhas..",NA,NA,"Col. Garcez",NA,NA,"(Hook. & Arn.) R.E.Woodson",NA,"Hatschbach, G.","Paraná","-50.0119018554688","-24.7910995483398","Castro",NA,NA,NA,NA,NA,NA,"50779","auto",NA,NA,NA,NA,NA,NA,NA
"298","2021-02-11 17:17:52-03","UFPR","UPCB","7733","PreservedSpecimen","Plantae","Apocynaceae","Mandevilla","coccinea","Mandevilla coccinea","Hatschbach, G.","20610","1968","12","10",NA,"Brasil",NA,NA,"Xilopodífera, flor vermelha. Campo limpo e seco..",NA,NA,"Km 127",NA,NA,"(Hook. & Arn.) R.E.Woodson",NA,"Hatschbach, G.","Paraná","-52.4160995483398","-25.4078006744385","Laranjeiras do Sul",NA,NA,"1969","06",NA,NA,"28404","auto",NA,NA,NA,NA,NA,NA,NA
"299","2021-02-11 17:17:52-03","UFPR","UPCB","6706","PreservedSpecimen","Plantae","Apocynaceae","Mandevilla","coccinea","Mandevilla coccinea","Moreira Filho, H.","442","1967","12","08",NA,"Brasil",NA,NA,"Erva no campo..",NA,NA,"Parque Estadual de Vila Velha",NA,NA,"(Hook. & Arn.) R.E.Woodson",NA,"Hatschbach, G.","Paraná","-50.1618995666504","-25.0949993133545","Ponta Grossa",NA,NA,NA,NA,NA,NA,"46557","auto",NA,NA,NA,NA,NA,NA,NA
"300","2021-02-11 17:17:52-03","UFPR","UPCB","24524","PreservedSpecimen","Plantae","Apocynaceae","Mandevilla","coccinea","Mandevilla coccinea","Uhlmann, A.","10","1994","11","05",NA,"Brasil",NA,NA,"Herbácea de aproximadamente 30cm de altura, latescente. Flores avermelhadas. Campo cerrado..",NA,NA,"Parque Estadual do Cerrado",NA,NA,"(Hook. & Arn.) R.E.Woodson",NA,"Silva, S.M.","Paraná","-49.7057991027832","-24.2511005401611","Jaguariaíva",NA,NA,"1995","06",NA,NA,"44368","auto","05",NA,NA,NA,NA,NA,NA
"301","2021-02-11 17:17:52-03","UFPR","UPCB","64283","PreservedSpecimen","Plantae","Apocynaceae","Mandevilla","coccinea","Mandevilla coccinea","Kozera, C.","2444","2005","11","01",NA,"Brasil",NA,NA,"Herbácea, flores vermelhas, em campo seco..",NA,NA,"Ponte dos Arcos.",NA,NA,"(Hook. & Arn.) R.E.Woodson",NA,"Kozera, C.","Paraná","-49.6356010437012","-25.5839004516602","Balsa Nova",NA,NA,"2006","01",NA,NA,"27346","auto","01",NA,NA,NA,NA,NA,NA
"302","2021-02-11 17:17:52-03","UFPR","UPCB","28882","PreservedSpecimen","Plantae","Apocynaceae","Mandevilla","coccinea","Mandevilla coccinea","Cervi, A.C.","6205","1996","11","20",NA,"Brasil",NA,NA,"Erva ereta xilopodífera. Flores vermelhas. Campo limpo..",NA,NA,"Recanto dos Papagaios",NA,NA,"(Hook. & Arn.) R.E.Woodson",NA,"Cervi, A.C.","Paraná","-50.1618995666504","-25.0949993133545","Ponta Grossa",NA,NA,"1996","12",NA,NA,"46557","auto","11",NA,NA,NA,NA,NA,NA
"303","2021-02-11 17:17:52-03","UFPR","UPCB","22645","PreservedSpecimen","Plantae","Apocynaceae","Mandevilla","coccinea","Mandevilla coccinea","Cervi, A.C.","3850","1992","11","15",NA,"Brasil",NA,NA,"Xilopodífera, com flores vermelho-coccineas. Campo..",NA,NA,"Rio das Mortes",NA,NA,"(Hook. & Arn.) R.E.Woodson",NA,"Cervi, A.C.","Paraná","-49.7057991027832","-24.2511005401611","Jaguariaíva",NA,NA,"1992","01",NA,NA,"44368","auto","01",NA,NA,NA,NA,NA,NA
"304","2021-02-11 17:17:52-03","UFPR","UPCB","16799","PreservedSpecimen","Plantae","Apocynaceae","Mandevilla","coccinea","Mandevilla coccinea","Cervi, A.C.","3000","1989","11","03",NA,"Brasil",NA,NA,"Xilopodífera, flores vermelho com base das pétalas amarelas. Campo sujo..",NA,NA,"Rio das Mortes - 1km",NA,NA,"(Hook. & Arn.) R.E.Woodson",NA,"Cervi, A.C.","Paraná","-49.7057991027832","-24.2511005401611","Jaguariaíva",NA,NA,"1989","11",NA,NA,"44368","auto",NA,NA,NA,NA,NA,NA,NA
"305","2021-02-11 17:17:52-03","UFPR","UPCB","2395","PreservedSpecimen","Plantae","Apocynaceae","Mandevilla","coccinea","Mandevilla coccinea","Braga, R.","188A","1959","12","14",NA,"Brasil",NA,NA,"Arbusto com aproximadamente 50cm. Flor vermelha. Campo..",NA,NA,"Sítio Santa Bernadete",NA,NA,"(Hook. & Arn.) R.E.Woodson",NA,"Koch, I.","Paraná","-49.7158012390137","-25.7696990966797","Lapa",NA,NA,"2009","05",NA,NA,"49965","auto","19",NA,NA,NA,NA,NA,NA
"306","2021-02-11 17:17:52-03","UFPR","UPCB","72173","PreservedSpecimen","Plantae","Apocynaceae","Mandevilla","coccinea","Mandevilla coccinea","Braga, R.","188A","1959","12","14",NA,"Brasil",NA,NA,"Arbusto com aproximadamente 50cm. Flor vermelha. Campo..",NA,NA,"Sítio Santa Bernadete",NA,NA,"(Hook. & Arn.) R.E.Woodson",NA,"Koch, I.","Paraná","-49.7158012390137","-25.7696990966797","Lapa",NA,NA,"2009","05",NA,NA,"49965","auto","19",NA,NA,NA,NA,NA,NA
