"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","occurrenceRemarks","barcode","imagecode","phylum","order","recordNumber","continentOcean","locality","preparationType","coordinatePrecision","geoFlag","class","minimumElevationInMeters","maximumElevationInMeters","individualCount","fieldNumber","typeStatus"
"106","2021-02-08 12:36:50-03","UFRGS","ICN","194404","S","Plantae","Asteraceae","Pamphalea","smithii","Pamphalea smithii","Cabrera","Platt, FH","2014","01","04","Platt, FH","2014","01","04","Brasil","RS","São José dos Ausentes","-49.797222","-28.616111","-49.797222","-28.616111","Indivíduos abundantes (cerca de 200) distribuídos por pequena área (aproximadamente 50 m²). Presença de gado; Em campo na margem de banhado.",NA,NA,"Dicotyledon",NA,"s.n.","América do Sul","Distrito Silveira, Pico do Montenegro, na borda do Cânion.",NA,NA,NA,NA,"1248","1248",NA,NA,NA
"107","2021-02-08 12:36:50-03","UFRGS","ICN","194405","S","Plantae","Asteraceae","Pamphalea","smithii","Pamphalea smithii","Cabrera","Platt, FH","2014","01","05","Platt, FH","2014","01","05","Brasil","RS","São José dos Ausentes","-49.801389","-28.591389","-49.801389","-28.591389","Poucos indivíduos (n=20) distribuídos por pequena área (30m²). Presença de gado. Ao lado de plantação de Pinnus e lavoura.; Em campo na margem do rio, e na faixa de campo de baixada ao longo do rio.",NA,NA,"Dicotyledon",NA,"s.n.","América do Sul","Distrito Silveira, Arroio dos Loucos.",NA,NA,NA,NA,"1229","1229",NA,NA,NA
"108","2021-02-08 12:36:50-03","UFRGS","ICN","194406","S","Plantae","Asteraceae","Pamphalea","smithii","Pamphalea smithii","Cabrera","Platt, FH","2014","01","05","Platt, FH","2014","01","05","Brasil","RS","São José dos Ausentes","-49.757778","-28.593889","-49.757778","-28.593889","Indivíduos numerosos. Presença de gado.; Em campo na margem de banhado, e em turfeira, ao lado da estrada.",NA,NA,"Dicotyledon",NA,"s.n.","América do Sul","Distrito Silveira.",NA,NA,NA,NA,"1307","1307",NA,NA,NA
"109","2021-02-08 12:36:50-03","UFRGS","ICN","194407","S","Plantae","Asteraceae","Pamphalea","smithii","Pamphalea smithii","Cabrera","Platt, FH","2014","01","05","Platt, FH","2014","01","05","Brasil","RS","São José dos Ausentes","-49.833889","-28.591111","-49.833889","-28.591111","Poucos indivíduos. Presença de gado.; Em campo, na margem de banhado, ao lado da estrada.",NA,NA,"Dicotyledon",NA,"s.n.","América do Sul","Distrito Silveira.",NA,NA,NA,NA,"1369","1369",NA,NA,NA
"110","2021-02-08 12:36:50-03","UFRGS","ICN","194408","S","Plantae","Asteraceae","Pamphalea","smithii","Pamphalea smithii","Cabrera","Platt, FH","2014","01","05","Platt, FH","2014","01","05","Brasil","RS","São José dos Ausentes","-49.839167","-28.589722","-49.839167","-28.589722","Poucos indivíduos. Presença de gado.; Em campo, na margem de banhado, ao lado da estrada.",NA,NA,"Dicotyledon",NA,"s.n.","América do Sul","Distrito Silveira.",NA,NA,NA,NA,"1356","1356",NA,NA,NA
"111","2021-02-08 12:36:50-03","UFRGS","ICN","194409","S","Plantae","Asteraceae","Pamphalea","smithii","Pamphalea smithii","Cabrera","Platt, FH","2014","01","05","Platt, FH","2014","01","05","Brasil","RS","São José dos Ausentes","-49.934722","-28.605556","-49.934722","-28.605556","Poucos indivíduos. Área cercada, com vegetação graminoide alta. Sem gado.; Em campo, na margem do Rio Silveira, ao lado da estrada.",NA,NA,"Dicotyledon",NA,"s.n.","América do Sul","Distrito Silveira, Rio Silveira, cerca de 1 km do trevo com a BR-285.",NA,NA,NA,NA,"1159","1159",NA,NA,NA
"112","2021-02-08 12:36:50-03","UFRGS","ICN","194410","S","Plantae","Asteraceae","Pamphalea","smithii","Pamphalea smithii","Cabrera","Platt, FH","2014","01","05","Platt, FH","2014","01","05","Brasil","RS","São José dos Ausentes","-50.024167","-28.726944","-50.024167","-28.726944","Poucos indivíduos. Presença de gado.; Em campo, na margem de banhado e do Rio Silveira, ao lado da estrada.",NA,NA,"Dicotyledon",NA,"s.n.","América do Sul","Distrito Silveira, Rio Silveira, cerca de 1 km do trevo com a BR-285.",NA,NA,NA,NA,"1193","1193",NA,NA,NA
"113","2021-02-08 12:36:50-03","UFRGS","ICN","007394","S","Plantae","Asteraceae","Pamphalea","smithii","Pamphalea smithii","Cabrera","Platt, FH","2014","07",NA,"Ferreira, A; Irgang, BE","1969","12","20","Brasil","RS","Bom Jesus","-50.4166984558105","-28.6678009033203",NA,NA,"Espécie ameaçada de extinção (Vulnerável).; Turfeira.",NA,NA,"Dicotyledon",NA,"s.n.","América do Sul","perto de Ausentes",NA,"55856","auto",NA,NA,NA,NA,NA,NA
"114","2021-02-08 12:36:50-03","UFRGS","ICN","062711","S","Plantae","Asteraceae","Pamphalea","smithii","Pamphalea smithii","Cabrera","Matzenbacher, NI","1985","09","19","Sobral, M",NA,NA,NA,"Brasil","RS","Cambará do Sul","-50.1446990966797","-29.0478000640869",NA,NA,"Espécie ameaçada de extinção (Vulnerável).; Erva; capítulos brancos.; Em campo.",NA,NA,"Dicotyledon",NA,"3194","América do Sul","Faxinal",NA,"30776","auto",NA,NA,NA,NA,NA,NA
"115","2021-02-08 12:36:50-03","UFRGS","ICN","062710","S","Plantae","Asteraceae","Pamphalea","smithii","Pamphalea smithii","Cabrera","Platt, FH","2014","08",NA,"Sobral, M","1984","10","31","Brasil","RS","Cambará do Sul","-50.1446990966797","-29.0478000640869",NA,NA,"Espécie ameaçada de extinção (Vulnerável).; Erva de capítulos brancos.; Em campo.",NA,NA,"Dicotyledon",NA,"3193","América do Sul","Faxinal",NA,"30776","auto",NA,NA,NA,NA,NA,NA
"116","2021-02-08 12:36:50-03","UFRGS","ICN","064388","S","Plantae","Asteraceae","Pamphalea","smithii","Pamphalea smithii","Cabrera","Platt, FH","2014","07",NA,"Silva F°, FA","1985","10","05","Brasil","RS","Muitos Capões","-51.1817016601562","-28.3141994476318",NA,NA,"Espécie ameaçada de extinção (Vulnerável).; Erva de flores brancas.; No campo.",NA,NA,"Dicotyledon",NA,"523","América do Sul",NA,NA,"41750","auto",NA,NA,NA,NA,NA,NA
"117","2021-02-08 12:36:50-03","UFRGS","ICN","009365","S","Plantae","Asteraceae","Pamphalea","smithii","Pamphalea smithii","Cabrera","Platt, FH","2014","08",NA,"Lindeman, JC; Lindeman, FM; Porto, ML; Giardi, AM","1971","12","03","Brasil","RS","São Francisco de Paula","-50.5835990905762","-29.4480991363525",NA,NA,"Espécie ameaçada de extinção (Vulnerável).; Florulas lig. Brancas, centro amarelo.; Beira de estrada.",NA,NA,"Dicotyledon",NA,"s.n.","América do Sul","43 km NE de São Francisco de Paula",NA,"76715","auto",NA,NA,NA,NA,NA,NA
"118","2021-02-08 12:36:50-03","UFRGS","ICN","186095","S","Plantae","Asteraceae","Pamphalea","smithii","Pamphalea smithii","Cabrera","Platt, FH","2014","01","05","Platt, FH","2014","01","05","Brasil","RS","São José dos Ausentes","-50.0657997131348","-28.7483005523682",NA,NA,"Em Perigo: EN B1ab(iii)+2ab(iii); Poucos indivíduos (cerca de 20) distribuídos por pequena área (aproximadamente 30 m²). Presença de gado. Ao lado de plantação de Pinnus e lavoura.; Em campo na margem do rio, e na faixa de campo de baixada ao longo d",NA,NA,"Dicotyledon",NA,"s.n.","América do Sul","Distrito Silveira, Arroio dos Loucos.",NA,"42598","auto",NA,"1229","1229",NA,NA,NA
"119","2021-02-08 12:36:50-03","UFRGS","ICN","186098","S","Plantae","Asteraceae","Pamphalea","smithii","Pamphalea smithii","Cabrera","Platt, FH","2014","01","05","Platt, FH","2014","01","05","Brasil","RS","São José dos Ausentes","-50.0657997131348","-28.7483005523682",NA,NA,"Em Perigo: EN B1ab(iii)+2ab(iii); Poucos indivíduos. Presença de gado.; Em campo, na margem de pequeno banhado, ao lado da estrada.",NA,NA,"Dicotyledon",NA,"s.n.","América do Sul","Distrito Silveira, do Pico do Montenegro em direção ao Centro de São José dos Ausentes.",NA,"42598","auto",NA,"1356","1356",NA,NA,NA
"120","2021-02-08 12:36:50-03","UFRGS","ICN","186097","S","Plantae","Asteraceae","Pamphalea","smithii","Pamphalea smithii","Cabrera","Platt, FH","2014","01","05","Platt, FH","2014","01","05","Brasil","RS","São José dos Ausentes","-50.0657997131348","-28.7483005523682",NA,NA,"Em Perigo: EN B1ab(iii)+2ab(iii); Poucos indivíduos. Presença de gado.; Em campo, na margem de pequeno banhado, ao lado da estrada.",NA,NA,"Dicotyledon",NA,"s.n.","América do Sul","Distrito Silveira, do Pico do Montenegro em direção ao Centro de São José dos Ausentes.",NA,"42598","auto",NA,"1369","1369",NA,NA,NA
"121","2021-02-08 12:36:50-03","UFRGS","ICN","186096","S","Plantae","Asteraceae","Pamphalea","smithii","Pamphalea smithii","Cabrera","Platt, FH","2014","01","05","Platt, FH","2014","01","05","Brasil","RS","São José dos Ausentes","-50.0657997131348","-28.7483005523682",NA,NA,"Em Perigo: EN B1ab(iii)+2ab(iii); Indivíduos numerosos. Presença de gado.; Em campo na margem de banhado, e em turfeira, ao lado da estrada.",NA,NA,"Dicotyledon",NA,"s.n.","América do Sul","Distrito Silveira, do Pico do Montenegro em direção ao Centro de São José dos Ausentes.",NA,"42598","auto",NA,"1307","1307",NA,NA,NA
"122","2021-02-08 12:36:50-03","UFRGS","ICN","186099","S","Plantae","Asteraceae","Pamphalea","smithii","Pamphalea smithii","Cabrera","Platt, FH","2014","01","05","Platt, FH","2014","01","05","Brasil","RS","São José dos Ausentes","-50.0657997131348","-28.7483005523682",NA,NA,"Em Perigo: EN B1ab(iii)+2ab(iii); Poucos indivíduos. Área cercada, com vegetação graminoide alta. Sem gado.; Em campo, na margem do Rio Silveira, ao lado da estrada.",NA,NA,"Dicotyledon",NA,"s.n.","América do Sul","Distrito Silveira, do Pico do Montenegro em direção ao Centro de São José dos Ausentes, distante cerca de 1 km do trevo com a BR-285.",NA,"42598","auto",NA,"1159","1159",NA,NA,NA
"123","2021-02-08 12:36:50-03","UFRGS","ICN","186100","S","Plantae","Asteraceae","Pamphalea","smithii","Pamphalea smithii","Cabrera","Platt, FH","2014","01","05","Platt, FH","2014","01","05","Brasil","RS","São José dos Ausentes","-50.0657997131348","-28.7483005523682",NA,NA,"Em Perigo: EN B1ab(iii)+2ab(iii); Poucos indivíduos. Presença de gado.; Em campo, na margem de banhado e do Rio Silveira, ao lado da estrada.",NA,NA,"Dicotyledon",NA,"s.n.","América do Sul","Distrito Silveira, do Pico do Montenegro em direção ao Centro de São José dos Ausentes, distante cerca de 1 km do trevo com a BR-285.",NA,"42598","auto",NA,"1193","1193",NA,NA,NA
"124","2021-02-08 12:36:50-03","UFRGS","ICN","186094","S","Plantae","Asteraceae","Pamphalea","smithii","Pamphalea smithii","Cabrera","Platt, FH","2014","01","04","Platt, FH","2014","01","04","Brasil","RS","São José dos Ausentes","-50.0657997131348","-28.7483005523682",NA,NA,"Em Perigo: EN B1ab(iii)+2ab(iii); Indivíduos abundantes (cerca de 200) distribuídos por pequena área (aproximadamente 50 m²), na margem imediata ao banhado, em direção ao campo. Presença de gado.; Em campo de baixada, ao lado de banhado, na borda do",NA,NA,"Dicotyledon",NA,"s.n.","América do Sul","Distrito Silveira, Pico do Montenegro.",NA,"42598","auto",NA,"1248","1248",NA,NA,NA
"125","2021-02-08 12:36:50-03","UFRGS","ICN","189276","S","Plantae","Asteraceae","Pamphalea","smithii","Pamphalea smithii","Cabrera","Platt, FH","2014","08",NA,"Alves, TLS","2008","11","13","Brasil","SC","Bom Jardim da Serra","-49.624698638916","-28.3369007110596",NA,NA,"Em turfeira. Mirante da Serra do Rio do Rastro.",NA,NA,"Dicotyledon",NA,"15","América do Sul",NA,NA,"32577","auto",NA,NA,NA,NA,NA,NA
"126","2021-02-08 12:36:50-03","UFRGS","ICN","106300","S","Plantae","Asteraceae","Pamphalea","smithii","Pamphalea smithii","Cabrera","Platt, FH","2014","08",NA,"Matzenbacher, NI","1994","12","08","Brasil","SC","Bom Jardim da Serra","-49.624698638916","-28.3369007110596",NA,NA,"Espécie ameaçada de extinção (Vulnerável).; Lugar seco.",NA,NA,"Dicotyledon",NA,"s.n.","América do Sul",NA,NA,"32577","auto",NA,"1300","1300",NA,NA,NA
"127","2021-02-08 12:36:50-03","UFRGS","ICN","163226","S","Plantae","Asteraceae","Pamphalea","smithii","Pamphalea smithii","Cabrera","Platt, FH","2014","08",NA,"Durigon, J","2008","11","13","Brasil","SC","São Joaquim","-49.9317016601562","-28.2938995361328",NA,NA,NA,NA,NA,"Dicotyledon",NA,"s.n.","América do Sul","Mirante entre Bom Jardim da Serra e São Joaquim",NA,"48290","auto",NA,NA,NA,NA,NA,NA
"128","2021-02-08 12:36:50-03","UFRGS","ICN","083067","S","Plantae","Asteraceae","Pamphalea","smithii","Pamphalea smithii","Cabrera","Platt, FH","2014","08",NA,"Matzenbacher, NI","1976","01","30","Brasil","RS","Bom Jesus","-50.4166984558105","-28.6678009033203",NA,NA,"Espécie ameaçada de extinção (Vulnerável).; Mata nebular",NA,NA,"Dicotyledon",NA,"425","América do Sul","Serra da Rocinha",NA,"55856","auto",NA,NA,NA,NA,NA,NA
"129","2021-02-08 12:36:50-03","UFRGS","ICN","110344","S","Plantae","Asteraceae","Pamphalea","smithii","Pamphalea smithii","Cabrera","Platt, FH","2014","08",NA,"Hagelund, K","1978","10","20","Brasil","RS","Bom Jesus","-50.4166984558105","-28.6678009033203",NA,NA,"Doação de K. Hagelund",NA,NA,"Dicotyledon",NA,"12616","América do Sul","Serra da Rocinha",NA,"55856","auto",NA,NA,NA,NA,NA,NA
"130","2021-02-08 12:36:50-03","UFRGS","ICN","110356","S","Plantae","Asteraceae","Pamphalea","smithii","Pamphalea smithii","Cabrera","Platt, FH","2014","08",NA,"Mondin, C; et al.","1994","10","21","Brasil","RS","Bom Jesus","-50.4166984558105","-28.6678009033203",NA,NA,"Em turfeiras",NA,NA,"Dicotyledon",NA,"985","América do Sul","Serra da Rocinha, na divisa com SC",NA,"55856","auto",NA,NA,NA,NA,NA,NA
"131","2021-02-08 12:36:50-03","UFRGS","ICN","103324","S","Plantae","Asteraceae","Pamphalea","smithii","Pamphalea smithii","Cabrera","Platt, FH","2014","08",NA,"Falkenberg, DE","1984","11","16","Brasil","RS","Cambará do Sul","-50.1446990966797","-29.0478000640869",NA,NA,"Espécie ameaçada de extinção (Vulnerável).; Erva, 25 cm; flores brancas (2 dupl.); Em campo úmido.",NA,NA,"Dicotyledon",NA,"1872","América do Sul","estrada de Praia Grande ao Itaimbezinho",NA,"30776","auto",NA,NA,NA,NA,NA,NA
"132","2021-02-08 12:36:50-03","UFRGS","ICN","053049","S","Plantae","Asteraceae","Pamphalea","smithii","Pamphalea smithii","Cabrera","Platt, FH","2014","08",NA,"Valls, JFM; Arzivenco, L","1970","12","30","Brasil","RS","Cambará do Sul","-50.1446990966797","-29.0478000640869",NA,NA,"Espécie ameaçada de extinção (Vulnerável).; Em campo úmido.",NA,NA,"Dicotyledon",NA,"1401","América do Sul","Serra da Rocinha na borda dosaparados da serra",NA,"30776","auto",NA,NA,NA,NA,NA,NA
"133","2021-02-08 12:36:50-03","UFRGS","ICN","158036","S","Plantae","Asteraceae","Pamphalea","smithii","Pamphalea smithii","Cabrera","Platt, FH","2014","07",NA,"Pedrollo, CT","2007","11","16","Brasil","RS","São José dos Ausentes","-50.0657997131348","-28.7483005523682",NA,NA,"Campo",NA,NA,"Dicotyledon",NA,"2","América do Sul","Pico Montenegro",NA,"42598","auto",NA,"1200","1200",NA,NA,NA
"134","2021-02-08 12:36:50-03","UFRGS","ICN","112803","S","Plantae","Asteraceae","Pamphalea","smithii","Pamphalea smithii","Cabrera","Platt, FH","2014","08",NA,"Matzenbacher, NI","1996","12","12","Brasil","RS","São José dos Ausentes","-50.0657997131348","-28.7483005523682",NA,NA,"Espécie ameaçada de extinção (Vulnerável).; Em campo limpo e úmido, a beira do canion.",NA,NA,"Dicotyledon",NA,"2202","América do Sul","Silveira Montenegro",NA,"42598","auto",NA,NA,NA,NA,NA,NA
"135","2021-02-08 12:36:50-03","UFRGS","ICN","178200","S","Plantae","Asteraceae","Pamphalea","smithii","Pamphalea smithii","Cabrera","Pasini, E","2013","12","05","Pasini, E","2013","12","05","Brasil","RS","São José dos Ausentes","-50.0657997131348","-28.7483005523682",NA,NA,"erva; campo úmido, junto a banhado",NA,NA,"Dicotyledon",NA,"989","América do Sul","Silveira, Pico do Montenegro",NA,"42598","auto",NA,NA,NA,NA,NA,NA
"136","2021-02-08 12:36:50-03","UFRGS","ICN","129574","S","Plantae","Asteraceae","Pamphalea","smithii","Pamphalea smithii","Cabrera","Platt, FH","2014","08",NA,"De Marchi, TC","2003","11","20","Brasil","SC","Bom Jardim da Serra","-49.624698638916","-28.3369007110596",NA,NA,"Espécie ameaçada de extinção (Vulnerável).",NA,NA,"Dicotyledon",NA,"129","América do Sul","Serra do rio do Rastro",NA,"32577","auto",NA,NA,NA,NA,NA,NA
"137","2020-05-19 11:37:49-03","FEPAGRO","BLA","12769","PreservedSpecimen","Plantae","Asteraceae","Pamphalea","smithii","Pamphalea smithii","Cabrera","N. I. Matzenbacher","1979","08","20","J. F. M. Valls & A. Pott","1969","11","02","Brasil","Rio Grande do Sul","Bom Jesus","-50.4166984558105","-28.6678009033203",NA,NA,"Habitat: Comum no campo","BLA012769",NA,"Spermatophyta",NA,"1081",NA,"Estrada para Araranguá - Km 80",NA,"55856","auto",NA,NA,NA,NA,NA,NA
"138","2021-02-18 17:08:23-03","FEPAGRO","BLA","13058","PreservedSpecimen","Plantae","Asteraceae","Pamphalea","smithii","Pamphalea smithii","Cabrera","J. F. M. Valls",NA,NA,NA,"J. F. M. Valls & A. Pott","1969","11","02","Brasil","Rio Grande do Sul","Bom Jesus","-50.4166984558105","-28.6678009033203",NA,NA,"Habitat: Cultivado","BLA013058",NA,"Spermatophyta",NA,"1081",NA,"Estrada para Araranguá - Km 80",NA,"55856","auto",NA,NA,NA,NA,NA,NA
"139","2020-05-19 11:37:49-03","FEPAGRO","BLA","13280","PreservedSpecimen","Plantae","Asteraceae","Pamphalea","smithii","Pamphalea smithii","Cabrera","C. Mondin","1994","05","20","A. Pott","1972","02","18","Brasil","Rio Grande do Sul","Vacaria","-50.9338989257812","-28.5121994018555",NA,NA,NA,"BLA013280",NA,"Spermatophyta",NA,NA,NA,"Estrada para Bom Jesus - Km 18",NA,"63451","auto",NA,NA,NA,NA,NA,NA
"140","2019-10-04 16:06:41-03","MCN-FZBRS","HAS","56718","PreservedSpecimen","Plantae","Asteraceae","Pamphalea","smithii","Pamphalea smithii","Cabr.","Platt, F.H.","2014","08","18","Meyer, J.","1987","11",NA,"Brasil","Rio Grande do Sul","Bom Jesus","-50.4166984558105","-28.6678009033203",NA,NA,"Castanha-de-anta;","HAS0056718",NA,"Magnoliophyta",NA,"212",NA,"Serra da Rocinha",NA,"55856","auto",NA,NA,NA,NA,NA,NA
"141","2019-11-21 10:01:07-03","IBt","SP","138162","S","Plantae","Asteraceae","Pamphalea","smithii","Pamphalea smithii","Cabrera","Cabrera, AL",NA,NA,NA,"Hatschbach, G","1973","10","17","Brasil","Paraná","Guarapuava","-51.4580993652344","-25.395299911499",NA,NA,NA,NA,NA,NA,NA,"32711",NA,"Morro Grande",NA,"53832","auto",NA,NA,NA,NA,NA,NA
"142","2019-11-21 10:01:07-03","IBt","SP","129548","S","Plantae","Asteraceae","Pamphalea","smithii","Pamphalea smithii","Cabrera","Hatschbach, G","1971","08",NA,"Hatschbach, G; Guimarães, O","1970","11","18","Brasil","Paraná","Jaguariaíva","-49.7057991027832","-24.2511005401611",NA,NA,NA,NA,NA,NA,NA,"25505",NA,"Sertão de Cima",NA,"44368","auto",NA,NA,NA,NA,NA,NA
"143","2019-11-21 10:01:07-03","IBt","SP","201575","S","Plantae","Asteraceae","Pamphalea","smithii","Pamphalea smithii","Cabrera","Sobral, M","1984","10",NA,"Sobral, M","1984","10","31","Brasil","Rio Grande do Sul","Cambará do Sul","-50.1446990966797","-29.0478000640869",NA,NA,NA,NA,NA,NA,NA,"3193",NA,NA,NA,"30776","auto",NA,NA,NA,NA,NA,NA
