"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","identifiedBy","imagecode","infraspecificEpithet","typeStatus","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","class","fieldNumber","individualCount","relatedCatalogItem","previousCatalogNumber","sex"
"149","2019-02-22 11:46:22-03","IPA","IPA","24915","S","Plantae","Plantae",NA,"Leguminosae-Pap.","Clitoria","laurifolia","Clitoria laurifolia","Poir.","Harley, R.M.","18530","1977","02","03","Southern America","Brasil","Bahia",NA,"Coastal Zone. Near Maraú, 12km North from road junction from Maraú towards Ponta de Mutá; disturbed roadside vegetation in low restinga on sand","-38.966667","-14.033333",NA,"Erect subshrub to ca. 1m leaves grey green. Calix green. Corolla pale violet-blue. Standart with dark purple streaks and cream central band near base","IPA0024915","Lewis, G.P.",NA,NA,NA,"50","50","1978","11",NA,"-38.966667","-14.033333",NA,NA,NA,NA,NA,NA,NA,NA
"150","2019-02-22 11:46:22-03","IPA","IPA","26903","S","Plantae","Plantae",NA,"Leguminosae-Pap.","Clitoria","laurifolia","Clitoria laurifolia","Poir.","Fonseca, M.","s.n.","1981","05","22","Southern America","Brasil","Sergipe",NA,"Serra de Itabaiana, Solo litólico",NA,NA,NA,"Subarbusto de 1m de altura. Flores lilases","IPA0026903","Bocage, A.",NA,NA,NA,NA,NA,"1982","02","16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"151","2019-02-22 11:46:22-03","IPA","IPA","81058","S","Plantae","Plantae",NA,"Leguminosae-Pap.","Clitoria","laurifolia","Clitoria laurifolia","Poir.","Leão, T.; Lôbo, D.; Lôbo, D.","99","2005","10","23","Southern America","Brasil","Pernambuco","Sirinhaém","Usina Trapiche, Engenho Sibiró.","-35.08","-8.459722",NA,NA,"IPA0081058","Bocage, A.",NA,NA,NA,NA,NA,"2006","09",NA,"-35.08","-8.459722",NA,NA,NA,NA,NA,NA,NA,NA
"152","2019-07-26 11:40:26-03","IPA","IPA","427","S","Plantae","Plantae",NA,"Leguminosae-Pap.","Clitoria","laurifolia","Clitoria laurifolia","Poir.","Vasconcellos Sobrinho","427","1937","05",NA,"Southern America","Brasil",NA,NA,NA,NA,NA,NA,"Cultivada","IPA0000427","Andrade-Lima",NA,NA,NA,NA,NA,"1963","11","05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"153","2019-02-22 11:46:22-03","IPA","IPA","54908","S","Plantae","Plantae",NA,"Leguminosae-Pap.","Clitoria","laurifolia","Clitoria laurifolia","Poir.","Coelho, P.","s.n.","1994","02","22","Southern America","Brasil","Pernambuco","Ilha de Itamaracá","Bordo oeste à lagoa, local mais úmido",NA,NA,NA,NA,"IPA0054908","Rita Pereira",NA,NA,NA,NA,NA,"1994","07","26",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"154","2019-02-22 11:46:22-03","IPA","IPA","5636","S","Plantae","Plantae",NA,"Leguminosae-Pap.","Clitoria","laurifolia","Clitoria laurifolia","Poir.","Andrade-Lima","53-1234","1953","04","29","Southern America","Brasil","Pará",NA,"Estrada de Vigia. Campina do Caimbé",NA,NA,NA,"Erva, pouco frequênte; frutos","IPA0005636",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"155","2019-02-22 11:46:22-03","IPA","IPA","66857","S","Plantae","Plantae",NA,"Leguminosae-Pap.","Clitoria","laurifolia","Clitoria laurifolia","Poir.","Lira, S.S.; Almeida, A.L.S.; Medeiros, D.; Vicente, A.; Almeida, A.L.S.; Medeiros, D.; Vicente, A.","518","2003","03","14","Southern America","Brasil","Pernambuco","Tamandaré","Restinga de Ariquindá, Solo arenoso","-35.095","-8.714444",NA,"Erva ca. 30 - 40 cm de altura; flores azul claro, sépalas verde claro","IPA0066857","Gomes, S.",NA,NA,NA,NA,NA,NA,NA,NA,"-35.095","-8.714444",NA,NA,NA,NA,NA,NA,NA,NA
"156","2019-02-22 11:46:22-03","IPA","IPA","19928","S","Plantae","Plantae",NA,"Leguminosae-Pap.","Clitoria","laurifolia","Clitoria laurifolia","Poir.","Lanna-Sobrinho, J.P.; Castellanos, A.; Castellanos, A.","727","1965","01","29","Southern America","Brasil","Bahia","Canavieiras",NA,"-38.9472007751465","-15.6750001907349",NA,NA,"IPA0019928","Andrade-Lima",NA,NA,NA,NA,NA,"1970","04","23",NA,NA,"48203","auto",NA,NA,NA,NA,NA,NA
"157","2019-02-22 11:46:22-03","IPA","IPA","15346","S","Plantae","Plantae",NA,"Leguminosae-Pap.","Clitoria","laurifolia","Clitoria laurifolia","Poir.","Belém, R.P.; Magalhães, M.; Magalhães, M.","593","1965","03","29","Southern America","Brasil","Bahia","Ilhéus","Centro de Pesquisas do Cacau. CEPLAC, CEPEC","-39.0494003295898","-14.7889003753662",NA,"Erecta de 1m; flores roxas com manchas marrons no centro, parte interna amarela. Sementes vivas coletadas","IPA0015346","Andrade-Lima",NA,NA,NA,NA,NA,"1970","04","29",NA,NA,"61245","auto",NA,NA,NA,NA,NA,NA
"158","2019-02-22 11:46:22-03","IPA","IPA","88417","S","Plantae","Plantae",NA,"Leguminosae-Pap.","Clitoria","laurifolia","Clitoria laurifolia","Poir.","Machado Filho, H de O","s.n.","2013","04",NA,"Southern America","Brasil","Paraíba","Conde","próximo à ponte do Rio Gramane.","-34.9075012207031","-7.25971984863281",NA,NA,"IPA0088417","Bocage, A.",NA,NA,NA,NA,NA,"2013","08",NA,NA,NA,"17858","auto",NA,NA,NA,NA,NA,NA
"159","2019-02-22 11:46:22-03","IPA","IPA","57414","S","Plantae","Plantae",NA,"Leguminosae-Pap.","Clitoria","laurifolia","Clitoria laurifolia","Poir.","Rita Pereira; Alcina Viana; Ferreira, C.; Alcina Viana; Ferreira, C.","1326","1997","12","08","Southern America","Brasil","Paraíba","Pedras de Fogo","Próximo a estrada em direção a cidade de Pedras de Fogo. solo areno-amarelado","-35.1164016723633","-7.401939868927",NA,"Erva ereta. Flores arroxeadas clara","IPA0057414","Gallindo, F.",NA,NA,NA,NA,NA,"2016","09","01",NA,NA,"19663","auto",NA,NA,NA,NA,NA,NA
"160","2019-02-22 11:46:22-03","IPA","IPA","22263","S","Plantae","Plantae",NA,"Leguminosae-Pap.","Clitoria","laurifolia","Clitoria laurifolia","Poir.","Andrade-Lima; Medeiros-Costa; Medeiros-Costa","67","1977","11","01","Southern America","Brasil","Pernambuco","Cabo de Santo Agostinho","Área Projeto Suape, parte anterior (estação D), capoeira","-35.0349998474121","-8.28666973114014",NA,"Erva com 40cm de altura","IPA0022263","Andrade-Lima",NA,NA,NA,NA,NA,"1977","12","21",NA,NA,"25282","auto",NA,NA,NA,NA,NA,NA
"161","2019-02-22 11:46:22-03","IPA","IPA","4037","S","Plantae","Plantae",NA,"Leguminosae-Pap.","Clitoria","laurifolia","Clitoria laurifolia","Poir.","Pickel, B.","27","1936","01","29","Southern America","Brasil","Pernambuco","Goiana","Estação Experimental de Itapirema","-35.002498626709","-7.56056022644043",NA,NA,"IPA0004037",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"22853","auto",NA,NA,NA,NA,NA,NA
"162","2019-02-22 11:46:22-03","IPA","IPA","78486","S","Plantae","Plantae",NA,"Leguminosae-Pap.","Clitoria","laurifolia","Clitoria laurifolia","Poir.","Albuquerque, N.A.; Rocha, F.M.; Rocha, F.M.","446","2007","07","28","Southern America","Brasil","Pernambuco","Igarassu","Mata da Zambana, Usina São José. Borda com canavial.","-34.9063987731934","-7.83416986465454",NA,"Erva. Frutos verdes imaturos.","IPA0078486","Marques, J.S.",NA,NA,NA,NA,NA,"2007","12","21",NA,NA,"24709","auto",NA,NA,NA,NA,NA,NA
"163","2019-02-22 11:46:22-03","IPA","IPA","78361","S","Plantae","Plantae",NA,"Leguminosae-Pap.","Clitoria","laurifolia","Clitoria laurifolia","Poir.","Albuquerque, N.A.; Albuquerque, N.A.; Alves-Araújo, A.; Araújo, D.; Albuquerque, N.A.; Alves-Araújo, A.; Araújo, D.","359","2007","07","18","Southern America","Brasil","Pernambuco","Igarassu","Mata de Vespas, Usina São José. Borda com Canavial.","-34.9063987731934","-7.83416986465454",NA,"Erva ca. 30 cm. Frutos verdes imaturos, marrons maduros.","IPA0078361","Bocage, A.; Marques, J.S.",NA,NA,NA,NA,NA,"2007","11","27",NA,NA,"24709","auto",NA,NA,NA,NA,NA,NA
"164","2019-02-22 11:46:22-03","IPA","IPA","5179","S","Plantae","Plantae",NA,"Leguminosae-Pap.","Clitoria","laurifolia","Clitoria laurifolia","Poir.","Pickel, B.","268","1935","01","16","Southern America","Brasil","Pernambuco","Jaboatão dos Guararapes","Prazeres","-35.0147018432617","-8.11277961730957",NA,NA,"IPA0005179","Ducke, A.",NA,NA,NA,NA,NA,"1952","05","03",NA,NA,"16392","auto",NA,NA,NA,NA,NA,NA
"165","2019-02-22 11:46:22-03","IPA","IPA","4038","S","Plantae","Plantae",NA,"Leguminosae-Pap.","Clitoria","laurifolia","Clitoria laurifolia","Poir.","Pickel, B.","265","1920","01",NA,"Southern America","Brasil","Pernambuco","Jaboatão dos Guararapes","Prazeres, valas à beira dos caminhos","-35.0147018432617","-8.11277961730957",NA,NA,"IPA0004038","Hoehne, F.C.",NA,NA,NA,NA,NA,"1924","05",NA,NA,NA,"16392","auto",NA,NA,NA,NA,NA,NA
"166","2019-07-26 11:40:26-03","IPA","IPA","630","S","Plantae","Plantae",NA,"Leguminosae-Pap.","Clitoria","laurifolia","Clitoria laurifolia","Poir.","Vasconcelos, D.","630",NA,NA,NA,"Southern America","Brasil","Pernambuco","Recife","Dois Irmãos, cultivado","-34.8810997009277","-8.05389022827148",NA,NA,"IPA0000630","Andrade-Lima",NA,NA,NA,NA,NA,"1963","11","05",NA,NA,"18865","auto",NA,NA,NA,NA,NA,NA
"167","2020-12-20 21:17:18-03","UFV","VIC","16395","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Clitoria","laurifolia","Clitoria laurifolia","Poir.","Carvalho, A.F.","375","1996","01","17",NA,"Brasil","Bahia","Porto Seguro","Praia de Porto Seguro","-39.0647010803223","-16.4496994018555",NA,"Erva, c.a. de 50 cm de altura; flores roxas.","VIC016395","Queiroz, L.P. de; Lewis, G.P.","VIC016395",NA,NA,NA,NA,"2004","07","20",NA,NA,"68835","auto",NA,NA,NA,NA,NA,NA
"168","2020-12-20 21:17:18-03","UFV","VIC","53366","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Clitoria","laurifolia","Clitoria laurifolia","Poir.","Guarnier, J.C.; Firmino, A.D.; Dutra, V.F.","139","2019","03","25",NA,"Brasil","Espírito Santo","Linhares","Pontal do Ipiranga","-39","-19",NA,"Erva, flor roxa.","VIC053366","Firmino, A.D.",NA,NA,NA,"3","3","2019","03","25","-39","-19",NA,NA,NA,NA,NA,NA,NA,NA
"169","2021-03-24 17:09:07-03","UFES","SAMES","7620","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Clitoria","laurifolia","Clitoria laurifolia","Poir.","Jesus,M.C.F.","256","2010","06","04",NA,"Brasil","Espírito Santo","Linhares","Pontal do Ipiranga.","-40.0722007751465","-19.3910999298096",NA,"Com vargens verdesNome popular: Pega pinto. Habitat: Mata seca de Restinga Habito: Erva","SAMES07620",NA,NA,NA,NA,NA,NA,NA,NA,NA,"-400650000.0","-193775000.0","48094","auto",NA,NA,NA,NA,NA,NA
"170","2021-03-24 17:09:07-03","UFES","SAMES","9805","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Clitoria","laurifolia","Clitoria laurifolia","Poir.","Pereira, O.J.; Lemes, B.X.; Penha, J.S.","8734","2018","12","10",NA,"Brasil","Espírito Santo","Conceição da Barra",NA,"-39.7322006225586","-18.5932998657227",NA,"Planta com 0,3 metros de altura. Flor lilás","SAMES09805",NA,NA,NA,NA,NA,NA,NA,NA,NA,"-397327778.0","-186211111.0","41644","auto",NA,NA,NA,NA,NA,NA
"171","2021-03-24 17:09:07-03","UFES","SAMES","9814","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Clitoria","laurifolia","Clitoria laurifolia","Poir.","Pereira, O.J.; Lemes, B.X.; Penha, J.S.","8758","2018","12","12",NA,"Brasil","Espírito Santo","Conceição da Barra",NA,"-39.7322006225586","-18.5932998657227",NA,"Planta com 0,3 metros de altura. Flor lilás claro","SAMES09814",NA,NA,NA,NA,NA,NA,NA,NA,NA,"-397450000.0","-186783334.0","41644","auto",NA,NA,NA,NA,NA,NA
"172","2021-03-24 17:09:07-03","UFES","SAMES","9821","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Clitoria","laurifolia","Clitoria laurifolia","Poir.","Pereira, O.J.; Lemes, B.X.; Penha, J.S.","8784","2018","12","13",NA,"Brasil","Espírito Santo","Conceição da Barra",NA,"-39.7322006225586","-18.5932998657227",NA,"Planta com 0,3 metros de altura. Flor albo-lilás","SAMES09821",NA,NA,NA,NA,NA,NA,NA,NA,NA,"-397327778.0","-186211111.0","41644","auto",NA,NA,NA,NA,NA,NA
"173","2021-03-24 17:09:07-03","UFES","SAMES","8615","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Clitoria","laurifolia","Clitoria laurifolia","Poir.","Gurtler,J.; Costa-Lima,J.L.;Hollunder,R.K.;Frade,M.S. & Scheidegger, A.F.A.","171","2017","03","14",NA,"Brasil","Espírito Santo","Conceição da Barra","Parque Estadual de Itaúnas. Distrito de Itaúnas. Ao longo da Trilha da Borboleta.","-39.7322006225586","-18.5932998657227",NA,"Flores lilás. Frutos imaturos verdes. Habito: Subarbusto","SAMES08615",NA,NA,NA,NA,NA,NA,NA,NA,NA,"-397025000.0","-184055556.0","41644","auto",NA,NA,NA,NA,NA,NA
"174","2021-03-24 17:09:07-03","UFES","SAMES","6367","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Clitoria","laurifolia","Clitoria laurifolia","Poir.","Jesus,M.C.F.","375","2010","11","01",NA,"Brasil","Espírito Santo","Linhares","Pontal do Ipiranga","-40.0722007751465","-19.3910999298096",NA,"Flore roxa, frutos em formato de vagem na cor verde. Habito: Erva","SAMES06367",NA,NA,NA,NA,NA,NA,NA,NA,NA,"-403530556.0","-192238889.0","48094","auto",NA,NA,NA,NA,NA,NA
"175","2021-03-24 17:09:07-03","UFES","SAMES","2324","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Clitoria","laurifolia","Clitoria laurifolia","Poir.","Jesus,M.C.F.","444","2011","02","11",NA,"Brasil","Espírito Santo","Linhares","Pontal do Ipiranga. Moitas.","-40.0722007751465","-19.3910999298096",NA,"Herbácea com flores rosas, vagem verde e folhas com herbivoria.","SAMES02324","Menezes,L.F.T.",NA,NA,NA,NA,NA,"2011","02","11",NA,NA,"48094","auto",NA,NA,NA,NA,NA,NA
"176","2021-03-24 17:09:07-03","UFES","SAMES","9028","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Clitoria","laurifolia","Clitoria laurifolia","Poir.","Pereira, O.J.; Penha, J.S.; Lemes, B.X.","8343","2018","10","04",NA,"Brasil","Espírito Santo","São Mateus","Aldeia do Coco. Restinga holocênica.","-39.8588981628418","-18.716100692749",NA,"Planta com 30 cm de altura, flor lilás.","SAMES09028",NA,NA,NA,NA,NA,NA,NA,NA,NA,"-397488889.0","-187988889.0","56510","auto",NA,NA,NA,NA,NA,NA
"177","2021-03-24 17:09:07-03","UFES","SAMES","9892","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Clitoria","laurifolia","Clitoria laurifolia","Poir.","Pereira, O.J.; Lemes, B.X.; Penha, J.S.","8817","2019","01","08",NA,"Brasil","Espírito Santo","São Mateus","Barra Nova Sul.","-39.8588981628418","-18.716100692749",NA,"Planta com 0,2 metros de altura. Flor lilás","SAMES09892",NA,NA,NA,NA,NA,NA,NA,NA,NA,"-397383333.0","-189572222.0","56510","auto",NA,NA,NA,NA,NA,NA
"178","2021-03-24 17:09:07-03","UFES","SAMES","9010","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Clitoria","laurifolia","Clitoria laurifolia","Poir.","Pereira, O.J.; Lemes, B.X.; Menezes, L.F.T.; Silva, M.M.","8212","2018","10","15",NA,"Brasil","Espírito Santo","São Mateus","Distrito de Barra Nova. Restinga holocênica.","-39.8588981628418","-18.716100692749",NA,"Planta herbácea, flor lilás","SAMES09010",NA,NA,NA,NA,NA,NA,NA,NA,NA,"-397380555.0","-189580556.0","56510","auto",NA,NA,NA,NA,NA,NA
"179","2021-03-24 17:09:07-03","UFES","SAMES","6785","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Clitoria","laurifolia","Clitoria laurifolia","Poir.","Oliveira,E.V.S.","16","2012","01","25",NA,"Brasil","Sergipe","Aracaju","Povoado Mosqueiro, próximo ao farol do mosqueiro.","-37.0717010498047","-10.9111003875732",NA,"Flor lilás. rara no local. Habito: Herbácea","SAMES06785",NA,NA,NA,NA,NA,NA,NA,NA,NA,"-370841666.0","-110744445.0","28193","auto",NA,NA,NA,NA,NA,NA
"180","2019-11-21 14:36:16-03","UFJF","CESJ","26565","PreservedSpecimen","Plantae","Angiosperma",NA,"Fabaceae","Clitoria","laurifolia","Clitoria laurifolia","Poir.","V.C. Souza; C.M. Sakuragui","2124","1992","12","16","América do Sul","Brasil","Bahia","Porto Seguro",NA,"-39.0647010803223","-16.4496994018555",NA,"Subarbusto, ca. 30cm de altura, flores azul-arroxeadas. Estrada para Santa Cruz de Cabrália a ca. de 8km de Porto Seguro. Área de dunas fixas.","CESJ026565","V.C. Souza",NA,NA,NA,NA,NA,"1993","03","03",NA,NA,"68835","auto",NA,NA,NA,NA,NA,NA
"181","2019-11-27 13:48:39-03","UFS","ASE","12343","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Fabaceae","Clitoria","cajanifolia","Clitoria cajanifolia","(Presl) Benth.","Aurélio, M; Mônica; Aliete","19","1993","01","15","Southern America","Brasil","Sergipe","Areia Branca","Parque Nacional da Serra de Itabaiana","-37.315","-10.758056",NA,"Campo Rupestre.","ASE0004624","Lima, MAB","ASE0004624",NA,NA,NA,NA,"1993","01","22","-37.315","-10.758056",NA,NA,NA,NA,NA,NA,NA,NA
"182","2019-11-27 13:48:39-03","UFS","ASE","4767","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Fabaceae","Clitoria","cajanifolia","Clitoria cajanifolia","(Presl) Benth.","Viana, G","1811","1987","07","07","Southern America","Brasil","Sergipe","Itabaiana","Parque Nacional da Serra de Itabaiana","-37.315","-10.758056",NA,"subarbusto. 80. cm. flores lilases.; subarbusto. 80. cm. flores lilases.; restinga","ASE0004614",NA,"ASE0004614",NA,NA,NA,NA,"1988","12","16","-37.315","-10.758056",NA,NA,NA,NA,NA,NA,NA,NA
"183","2019-11-27 13:48:39-03","UFS","ASE","914","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Fabaceae","Clitoria","cajanifolia","Clitoria cajanifolia","(Presl) Benth.","Fonseca, MR","504","1981","05","22","Southern America","Brasil","Sergipe","Itabaiana","Parque Nacional da Serra de Itabaiana, alt. 250m","-37.315","-10.758056",NA,"subarbusto. 1. m. flores lilases, folhas compostas trifoliadas efrutos legumes deiscente.; subarbusto. 1. m. flores lilases, folhas compostas trifoliadas efrutos legumes deiscente.; campo rupestre, solo litolico","ASE0004613","Fonseca, MR","ASE0004613",NA,NA,NA,NA,"1981","05","22","-37.315","-10.758056",NA,NA,NA,NA,NA,NA,NA,NA
"184","2019-11-27 13:48:39-03","UFS","ASE","5190","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Fabaceae","Clitoria","cajanifolia","Clitoria cajanifolia","(Presl) Benth.","Santos, ML","112","1991","04","17","Southern America","Brasil","Sergipe","Itabaiana","Parque Nacional da Serra de Itabaiana, riacho dos negros","-37.315","-10.758056",NA,"subarbusto. folhas compostas trifoliadas, flores lilases.; subarbusto. folhas compostas trifoliadas, flores lilases.; Mata de galeria ou ciliar","ASE0004616","Santos, ML","ASE0004616",NA,NA,NA,NA,"1991","07","18","-37.315","-10.758056",NA,NA,NA,NA,NA,NA,NA,NA
"185","2019-11-27 13:48:47-03","UFS","ASE","18207","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Fabaceae","Clitoria","laurifolia","Clitoria laurifolia","Poir.","Prata, AP; Costa, SM; Nascimento - Júnior, JE","2101","2009","11","08","Southern America","Brasil","Bahia","Pilão Arcado","Brejo da Serra, Cabeceira da vereda de Brejo da Serra.","-42.504167","-10.003333",NA,"Com 1 m de alt. Flor lilás com centro branco.; Com 1 m de alt. Flor lilás com centro branco.","ASE0005282",NA,"ASE0005282",NA,NA,NA,NA,NA,NA,NA,"-42.504167","-10.003333",NA,NA,NA,NA,NA,NA,NA,NA
"186","2019-11-27 13:48:47-03","UFS","ASE","18754","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Fabaceae","Clitoria","laurifolia","Clitoria laurifolia","Poir.","Vasconcelos, M","12","2008","11","21","Southern America","Brasil","Sergipe","Itaporanga d'Ajuda","Fazenda Caju (EMBRAPA)","-37.310278","-10.998333",NA,"Arbusto, com flores; Arbusto, com flores; Restinga.","ASE0005283","Silva, ED","ASE0005283",NA,NA,NA,NA,"2014","05","14","-37.310278","-10.998333",NA,NA,NA,NA,NA,NA,NA,NA
"187","2019-11-27 13:48:47-03","UFS","ASE","19576","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Fabaceae","Clitoria","laurifolia","Clitoria laurifolia","Poir.","Nascimento - Júnior, JE; Melo, D; Santos, LAS","727","2010","12","25","Southern America","Brasil","Sergipe","Barra dos Coqueiros","Atrás das dunas próximas a Praia do Jatobá","-37.026111","-10.933889",NA,"Arbusto. Flores branco-lilás.; Arbusto. Flores branco-lilás.","ASE0005284","Nascimento - Júnior, JE","ASE0005284",NA,NA,NA,NA,"2010","12","13","-37.026111","-10.933889",NA,NA,NA,NA,NA,NA,NA,NA
"188","2019-11-27 13:48:47-03","UFS","ASE","20708","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Fabaceae","Clitoria","laurifolia","Clitoria laurifolia","Poir.","Nascimento - Júnior, JE","881","2011","04","25","Southern America","Brasil","Sergipe","Barra dos Coqueiros","Dunas da Praia de Jatobá","-37.026111","-10.933889",NA,"Arbusto. Flores brancas.&nf;; Arbusto. Flores brancas.&nf;; Restinga.","ASE0005285","Nascimento - Júnior, JE","ASE0005285",NA,NA,NA,NA,"2011","04","25","-37.026111","-10.933889",NA,NA,NA,NA,NA,NA,NA,NA
"189","2019-11-27 13:48:47-03","UFS","ASE","23538","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Fabaceae","Clitoria","laurifolia","Clitoria laurifolia","Poir.","Oliveira, EVS","16","2012","01","25","Southern America","Brasil","Sergipe","Aracaju","Povoado Mosqueiro, Próximo ao farol do mosqueiro.","-37.145","-11.128889",NA,"Herbácea, flor lilás, rara no local.; Herbácea, flor lilás, rara no local.; Restinga, solo de areias brancas.","ASE0005286","Oliveira, EVS","ASE0005286",NA,NA,NA,NA,"2013","01","17","-37.145","-11.128889",NA,NA,NA,NA,NA,NA,NA,NA
"190","2019-11-27 13:48:47-03","UFS","ASE","27003","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Fabaceae","Clitoria","laurifolia","Clitoria laurifolia","Poir.","Farias, MCV; Oliveira, R; Santos, E; Matos, GMA","231","2012","09","21","Southern America","Brasil","Sergipe","Indiaroba","Povoado Pontal, Fazenda São josé.","-37.566667","-11.5",NA,"Leguminosa , Arbusto todo verde.&nf;Coordenadas UTM: 672657-S&nf; 8729310-W; Restinga ( formação arbustiva fechada ).","ASE0004634","Silva, ED","ASE0004634",NA,NA,NA,NA,"2014","05","14","-37.566667","-11.5",NA,NA,NA,NA,NA,NA,NA,NA
"191","2019-11-27 13:48:47-03","UFS","ASE","28726","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Fabaceae","Clitoria","laurifolia","Clitoria laurifolia","Poir.","Ferreira, ES","ASE28726",NA,NA,NA,"Southern America","Brasil","Sergipe","Pirambu","REBIO","-36.855833","-10.737778",NA,"Restinga","ASE0000096",NA,"ASE0000096",NA,NA,NA,NA,NA,NA,NA,"-36.855833","-10.737778",NA,NA,NA,NA,NA,NA,NA,NA
"192","2019-11-27 13:48:47-03","UFS","ASE","29028","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Fabaceae","Clitoria","laurifolia","Clitoria laurifolia","Poir.","Ferreira, ES; Oliveira, EVS","209","2013","07","23","Southern America","Brasil","Sergipe","Pacatuba","Rebio de Santa Isabel, Próximo a entrada do Povoado Ponta dos Mangues.","-36.613611","-10.56",NA,"Erva. Cerca de 15 cm.; Restinga.","ASE0000400","Oliveira, EVS","ASE0000400",NA,NA,NA,NA,"2014","04","16","-36.613611","-10.56",NA,NA,NA,NA,NA,NA,NA,NA
