"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","infraspecificEpithet","minimumElevationInMeters","maximumElevationInMeters","typeStatus","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","class","relatedCatalogItem","fieldNumber","individualCount","previousCatalogNumber","sex"
"11","2021-03-15 16:37:00-03","NY","NYBG","476006","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Malpighiaceae","Hiraea","fagifolia","Hiraea fagifolia","(DC.) A.Juss.","W. R. Anderson","G. G. Hatschbach","40580","1977","12","10","South America","Brazil","Paraná","Marechal Cândido Rondon","Porto Mendes","-54.0567","-24.5561","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=315122' target='other'> <mi>dwc_moreinfo</mi></a>","NY00476006",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2016-09-27 07:23:00-03","NY","NYBG","476012","PreservedSpecimen","Plantae",NA,"Malpighiales","Malpighiaceae","Hiraea","fagifolia","Hiraea fagifolia",NA,"W. R. Anderson","E. M. Zardini","11355","1989","03","05","South America","Paraguay","Guairá",NA,"Road Melgarejo-Antena. Forest along western slopes, 8 kms S of Melgarejo","-56.25","-25.92","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=315126' target='other'> <mi>dwc_moreinfo</mi></a>","NY00476012",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","00916113","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Malpighiaceae","Hiraea","fagifolia","Hiraea fagifolia","(DC.) A.Juss.","W. R. Anderson","R. Callejas Posada","1968","1983","12","16","South America","Brazil","Mato Grosso do Sul","Iguatemi","5 km O de Iguatemi, estrada Iguatemi-Guaira.","-54","-24.17","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=985084' target='other'> <mi>dwc_moreinfo</mi></a>","NY00916113",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","00916120","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Malpighiaceae","Hiraea","fagifolia","Hiraea fagifolia","(DC.) A.Juss.",NA,"H. S. Irwin","34918","1972","01","23","South America","Brazil","Goiás","Niquelândia","ca. 17 km S. of Niquelândia","-48.45","-14.60365","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=985940' target='other'> <mi>dwc_moreinfo</mi></a>","NY00916120",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","540850","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Malpighiaceae","Hiraea","fagifolia","Hiraea fagifolia","(DC.) A.Juss.","W. R. Anderson","D. C. Daly","9093","1996","11","23","South America","Brazil","Acre","Manoel Urbano","Rio Purus, Seringal Terra Nova, Colocaçao Terra Nova [Sr. Milton Ruiz].","-69.7947","-9.1122","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=315127' target='other'> <mi>dwc_moreinfo</mi></a>","NY00540850",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","1016800","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Malpighiaceae","Hiraea","fagifolia","Hiraea fagifolia","(DC.) A.Juss.","O. dos S. Ribas","O. dos S. Ribas","5659","2003","12","18","South America","Brazil","Paraná","Sao Pedro do Ivaí","Fazenda Santa Bárbara.","-51.8564","-23.8656","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1193179' target='other'> <mi>dwc_moreinfo</mi></a>","NY01016800","NY01016800_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","755824","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Malpighiaceae","Hiraea","fagifolia","Hiraea fagifolia","(DC.) A.Juss.","W. R. Anderson","C. A. Cid Ferreira","10078","1989","10","14","South America","Brazil","Acre","Mâncio Lima","Basin of Rio Juruá; foot of Serra do Divisor, behind Pedernal and Fazenda Boa Vista.","-73.63","-7.42","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=315138' target='other'> <mi>dwc_moreinfo</mi></a>","NY00755824",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","867700","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Malpighiaceae","Hiraea","fagifolia","Hiraea fagifolia","(DC.) A.Juss.","W. R. Anderson","C. Figueiredo","608","1995","01","24","South America","Brazil","Acre","Rio Branco","Reserva Florestal de Humaitá.","-67.63","-9.75","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=763625' target='other'> <mi>dwc_moreinfo</mi></a>","NY00867700","NY00867700_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2016-09-27 15:59:00-03","NY","NYBG","476011","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Malpighiaceae","Hiraea","fagifolia","Hiraea fagifolia blanchetiana","(Moric.) Nied.","C. de Wal","J. G. Wessels Boer","1074","1963","03","24","South America","Suriname",NA,NA,"Circa portum aeronaut, ad flum Oelemari. On loamy sand 25 km from riverbank, 25 km downstream of airstrip","-54.55","3.1","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=300277' target='other'> <mi>dwc_moreinfo</mi></a>","NY00476011",NA,"blanchetiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","1239410","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Malpighiaceae","Hiraea","multiflora","Hiraea multiflora","Griseb.",NA,"F. Sellow","II B2249c2287",NA,NA,NA,"South America","Brazil",NA,NA,"[southern Brazil]",NA,NA,"sheet","Type: Sellow [III it. B2249 c2287, fide Niedenzu, 1928]; southern Brazil [Rio de Janeiro?] HT: B† (F neg. 12738), fragments P-JU 11715; LT: NY; designated by W. R. Anderson, Novon 16: 200. 2006. <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1463216' target='other'> <mi>dwc_moreinfo</mi></a>","NY01239410","NY01239410_01",NA,NA,NA,"lectotype",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","1280857","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Malpighiaceae","Niedenzuella","lucida","Niedenzuella lucida","(A.Juss.) W.R.Anderson","W. R. Anderson","H. S. Irwin","28919","1971","01","23","South America","Brazil","Minas Gerais",NA,"Serra do Espinhaço, lower slopes of Serra da Caraça, ca. 10 km W. of Barão de Cocais","-43.4927778","-20.1263","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1629794' target='other'> <mi>dwc_moreinfo</mi></a>","NY01280857","NY01280857_01",NA,"1400","1400",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","1184381","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Malpighiaceae","Niedenzuella","lucida","Niedenzuella lucida","(A.Juss.) W.R.Anderson","W. R. Anderson","N. D. d. Cruz","6385","1977","11","18","South America","Brazil","Minas Gerais",NA,"Serra do Caraça, ca. 70 km suleste de Belo Horizonte",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1470077' target='other'> <mi>dwc_moreinfo</mi></a>","NY01184381","NY01184381_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","537812","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Malpighiaceae","Niedenzuella","lucida","Niedenzuella lucida","(A.Juss.) W.R.Anderson","W. R. Anderson","G. G. Hatschbach","45268","1982","09","03","South America","Brazil","Paraná","Antonina","Mergulhao","-48.7117","-25.4286","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=456343' target='other'> <mi>dwc_moreinfo</mi></a>","NY00537812","NY00537812_01",NA,"100","100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","777063","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Malpighiaceae","Niedenzuella","lucida","Niedenzuella lucida","(A.Juss.) W.R.Anderson","W. R. Anderson","E. P. dos Santos","690","1998","12","10","South America","Brazil","Paraná","Guaratuba","Serra de Araçatuba, Morro dos Perdidos","-48.97","-25.78","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=606808' target='other'> <mi>dwc_moreinfo</mi></a>","NY00777063","NY00777063_01",NA,"1000","1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","1184359","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Malpighiaceae","Niedenzuella","lucida","Niedenzuella lucida","(A.Juss.) W.R.Anderson","W. R. Anderson","G. Eiten","6978","1965","11","29","South America","Brazil","Minas Gerais","Ouro Preto","ca. 4 km due S of city of Ouro Preto. Along dirt road up mountain to east of village of Saramenha.","-43.5","-20.42","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1470024' target='other'> <mi>dwc_moreinfo</mi></a>","NY01184359","NY01184359_01",NA,"1500","1600",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","537813","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Malpighiaceae","Niedenzuella","lucida","Niedenzuella lucida","(A.Juss.) W.R.Anderson","W. R. Anderson","G. G. Hatschbach","59748","1993","11","08","South America","Brazil","Espírito Santo","Domingos Martins","Melgaço","-40.6592","-20.3633","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=456344' target='other'> <mi>dwc_moreinfo</mi></a>","NY00537813","NY00537813_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","1280854","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Malpighiaceae","Niedenzuella","lucida","Niedenzuella lucida","(A.Juss.) W.R.Anderson","W. R. Anderson","W. R. Anderson","36054","1972","02","15","South America","Brazil","Minas Gerais",NA,"Serra do Espinhaço, foothills east and south of Pico do Itambé, about halfway between summit and Santo Antonio de Itambé","-43.3495","-18.4699","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1628442' target='other'> <mi>dwc_moreinfo</mi></a>","NY01280854","NY01280854_01",NA,"950","1150",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","528902","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Malpighiaceae","Niedenzuella","lucida","Niedenzuella lucida","(A.Juss.) W.R.Anderson","W. R. Anderson","M. Kuhlmann","5035","1963","10","17","South America","Brazil","São Paulo","Salesópolis","Salesópolis, Boracéia, Estaçao Biológica","-45.886229","-23.65179","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=93586' target='other'> <mi>dwc_moreinfo</mi></a>","NY00528902","NY00528902_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","1184382","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Malpighiaceae","Niedenzuella","lucida","Niedenzuella lucida","(A.Juss.) W.R.Anderson","W. R. Anderson","J. P. P. Carauta","238","1964","12","18","South America","Brazil","Minas Gerais",NA,"Serra de Ouro Branco, perto do alto da serra.",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1470079' target='other'> <mi>dwc_moreinfo</mi></a>","NY01184382","NY01184382_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","1184386","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Malpighiaceae","Niedenzuella","lucida","Niedenzuella lucida","(A.Juss.) W.R.Anderson","W. R. Anderson","F. Sellow","1292",NA,NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1470124' target='other'> <mi>dwc_moreinfo</mi></a>","NY01184386","NY01184386_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","537815","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Malpighiaceae","Tetrapterys","lucida","Tetrapterys lucida eglandulosa","Nied.",NA,"P. K. H. Dusén","743a","1914","07","29","South America","Brazil","Paraná",NA,"Serra do Mar, Volta Grande",NA,NA,"sheet","Type: Lectotype: Dusén 743a; Volta Grande, Paraná, Brazil. LT: NY; designated by W. R. Anderson, Contr. Univ. Michigan Herb. 25: 92. 2007. <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1463243' target='other'> <mi>dwc_moreinfo</mi></a>","NY00537815","NY00537815_01","eglandulosa",NA,NA,"lectotype",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-02-18 09:30:04-03","UNESP-IBB","BOTU","12225","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Hiraea","fagifolia","Hiraea fagifolia","(DC.) A.Juss.",NA,"Gemtchújnicov, I.D.",NA,"1955","04","28",NA,"Brasil",NA,NA,NA,NA,NA,NA,"Flor amarela","BOTU012225",NA,NA,NA,NA,NA,"9999","9999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2020-06-29 11:31:13-03","UFRJ","RFA","161","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Tetrapterys","lucida","Tetrapterys lucida","A.Juss.",NA,"F. M. de B. Pereira; G. de Souza, J. A. F. Nogueira, M. R. Gomes, L. M. Gonçalves.","54","2000","02","04",NA,"Brasil","Rio de Janeiro","Guapimirim","Fazenda Sendas de Propriedade das Organizações Sendas","-43.066389","-22.659444",NA,"Trepadeira, heliófila, capoeira, comum no local.","RFA41140",NA,NA,NA,NA,NA,"43º3'59''W","22º39'34''S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2020-11-24 17:10:47-03","UTFPR","DVPR","6062","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Malpighiaceae","Hiraea","fagifolia","Hiraea fagifolia","(DC.) A.Juss","Silva, DR","Silva, DR; Dama, VJ; Moura, AP","356","2018","07","09",NA,"Brasil","Paraná","Capanema","Futuro reservatório da UHE Baixo Iguaçu, mata do lado esquerdo do rio Iguaçu.","-53.3951","-25.3041",NA,"Cipó lenhoso 8 m. Folhas cartáceas. Flores amarelas. Ponto 012.; Floresta Ripária sobre solo argiloso. Associação entre Latossolo e Nitossolo Vermelhos.","DVPR006062",NA,NA,"185","185",NA,"-53.3951","-25.3041","2018","11","20",NA,NA,NA,NA,NA,NA,NA,NA
"35","2020-11-24 17:10:47-03","UTFPR","DVPR","4305","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Malpighiaceae","Hiraea","fagifolia","Hiraea fagifolia","(DC.) A.Juss","Caxambu, MG","Caxambu, MG; Siqueira, EL; Chagas, MP","7017","2015","10","16",NA,"Brasil","Paraná","Foz do Iguaçu",NA,"-54.21347","-25.36069",NA,"subarbusto escandente, ripário, heliófito. Botões florais amarelos.; Relevo: suave-ondulado - Vegetação: Floresta Estacional Semidecidual Aluvial","DVPR004305",NA,NA,"181","181",NA,"-54.21347","-25.36069","2015","11","04",NA,NA,NA,NA,NA,NA,NA,NA
"36","2020-11-24 17:10:47-03","UTFPR","DVPR","4336","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Malpighiaceae","Hiraea","fagifolia","Hiraea fagifolia","(DC.) A.Juss","Cordeiro, J; Barboza, E","Caxambu, MG; et al.","2012","2008","01","11",NA,"Brasil","Paraná","Campo Mourão","Parque Estadual Lago Azul (PELA), margens do reservatório do Salto São João","-52.18263","-24.0553",NA,"Trepadeira volúvel, heliófita. Flores amarelas.; Relevo: ondulado","DVPR004336",NA,NA,"512","512",NA,"-52.18263","-24.0553","2008",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2020-11-24 17:10:47-03","UTFPR","DVPR","2318","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Malpighiaceae","Hiraea","fagifolia","Hiraea fagifolia","(DC.) A.Juss","Estevan, DA","Estevan, DA; Duarte, E","2097","2014","12","15",NA,"Brasil","Paraná","São Jorge d' Oeste","Salto do Chopim. Propriedade Sr. Jair Nogueira","-53.044992","-25.364176",NA,"Cipó, flores amarelas.; Interior de mata. Ecótono entre Floresta Estacional Semidecidual e Floresta Ombrófila Mista.","DVPR002318",NA,NA,"385","385",NA,"-53.044992","-25.364176","2017","04","20",NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-30 12:43:37-03","EAO","IAN","8962","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Malpighiaceae","Hiraea","fagifolia","Hiraea fagifolia","(DC.) Juss.",NA,"Perottet","s.n.",NA,NA,NA,NA,"Guiana","Caiena",NA,NA,NA,NA,NA,NA,"IAN008962","IAN008962_f",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-30 12:43:37-03","EAO","IAN","51065","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Malpighiaceae","Hiraea","fagifolia","Hiraea fagifolia","(DC.) Juss.","Silva Jr, VS","Fróes, RL; Black, GA","24585","1949","06","20","Southern America","Brasil","Pará",NA,"Rio Itacaiunas; Seco-Grande.",NA,NA,NA,"Cipó; flor amarela.","IAN051065",NA,NA,NA,NA,NA,NA,NA,"2018","12",NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-30 12:43:37-03","EAO","IAN","35650","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Malpighiaceae","Niedenzuella","lucida","Niedenzuella lucida","(A.Juss.) W.R. Anderson","Almeida, RF","Viégas, AP; Mourão","2829","1939","11","06","Southern America","Brasil","São Paulo",NA,"Fazenda Riqueza, J.Egidio.",NA,NA,NA,"Arbusto.","IAN035650","IAN035650 IAN035650_e IAN035650_e1",NA,NA,NA,NA,NA,NA,"2015","04","16",NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-30 12:43:37-03","EAO","IAN","55223","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Malpighiaceae","Niedenzuella","lucida","Niedenzuella lucida","(A.Juss.) W.R. Anderson","Almeida, RF","Viégas, AP; Mourão","2829","1998","11","06","Southern America","Brasil","São Paulo",NA,"Fazenda Riqueza, J.Egidio.",NA,NA,NA,"Arbusto.","IAN055223",NA,NA,NA,NA,NA,NA,NA,"2015","04","16",NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-30 12:43:37-03","EAO","IAN","13806","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Malpighiaceae","Niedenzuella","lucida","Niedenzuella lucida","(A.Juss.) W.R. Anderson","Almeida, RF","Magalhães, MG","1138","1942","01","15","Southern America","Brasil","Minas Gerais","Ouro Preto","Campo sujo, muito frequente.","-43.5080986022949","-20.2875003814697",NA,"Trepadeira.","IAN013806","IAN013806 IAN013806_e",NA,NA,NA,NA,NA,NA,"2015","04","16","44599","auto",NA,NA,NA,NA,NA,NA
