"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","occurrenceRemarks","barcode","imagecode","yearIdentified","monthIdentified","dayIdentified","recordNumber","locality","minimumElevationInMeters","maximumElevationInMeters","phylum","order","continentOcean","preparationType","typeStatus","infraspecificEpithet","coordinatePrecision","geoFlag","class","relatedCatalogItem","previousCatalogNumber","fieldNumber","individualCount"
"710","2008-05-27 22:02:00-03","MO","MOBOT","1435465","PreservedSpecimen","Plantae","Lauraceae","Ocotea","diospyrifolia","Ocotea diospyrifolia","(Meisn.) Mez",NA,"Sara G. Tressens","1988","11","26","Argentina","Corrientes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tressens 3450","Dep. San Miguel. Ea. Santa Ana Ñú, Pto. sobre río Paraná. Costa inundable del río Paraná.",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"711","2012-04-20 05:09:00-03","MO","MOBOT","1435472","PreservedSpecimen","Plantae","Lauraceae","Ocotea","diospyrifolia","Ocotea diospyrifolia","(Meisn.) Mez","H. van der Werff (MO)","Aurelio Schinini|Guillermo Caballero M.","1990","10","12","Paraguay","Alto Paraná",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Schinini Cacace 27249","Ciudad del Este. Vivero Forestal de Itaipu.",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"712","2008-05-27 22:02:00-03","MO","MOBOT","1435474","PreservedSpecimen","Plantae","Lauraceae","Ocotea","diospyrifolia","Ocotea diospyrifolia","(Meisn.) Mez","Henk vaan der Werff (MO)","Rosa Degen","1988","10","29","Paraguay","Caazapá",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Degen 928","Tavai, Cerro Tupasy. En el bosque.",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"713","2013-08-23 04:12:00-03","MO","MOBOT","1435521","PreservedSpecimen","Plantae","Lauraceae","Ocotea","diospyrifolia","Ocotea diospyrifolia","(Meisn.) Mez","H. van der Werff (MO)","Taciana B. Cavalcanti|et al.","1996","6","12","Brazil","Goiás",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cavalcanti 1985","Ipameri.",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"714","2008-05-27 22:02:00-03","MO","MOBOT","1435529","PreservedSpecimen","Plantae","Lauraceae","Ocotea","diospyrifolia","Ocotea diospyrifolia","(Meisn.) Mez",NA,"Leslie R. Landrum","1995","11","2","Paraguay","Central",NA,"-57.55","-25.46666",NA,NA,NA,NA,NA,NA,NA,NA,"Landrum 8735","Ytyrore country club, ca. 20 km S of Asunción. Semi-deciduous low forest near stream and adjacent grassland.","120.00000000",NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"715","2008-05-27 22:02:00-03","MO","MOBOT","1435551","PreservedSpecimen","Plantae","Lauraceae","Ocotea","diospyrifolia","Ocotea diospyrifolia","(Meisn.) Mez","Ida de Vattimo","Apparicio P. Duarte","1961","3","1","Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Duarte 5518","Rio de Janeiro, São Conrado.",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"716","2016-11-15 05:15:00-02","MO","MOBOT","1435556","PreservedSpecimen","Plantae","Lauraceae","Ocotea","diospyrifolia","Ocotea diospyrifolia","(Meisn.) Mez","S.G. Tressens","Antonio C. Krapovickas|et al.","1994","10","15","Paraguay","Presidente Hayes",NA,"-57.56666","-25.16666",NA,NA,NA,NA,NA,NA,NA,NA,"Krapovickas 45630","Remansito, cerca del puente Remanso. Zona inundación del Río Paraguay.",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"717","2016-11-15 05:15:00-02","MO","MOBOT","1435561","PreservedSpecimen","Plantae","Lauraceae","Ocotea","diospyrifolia","Ocotea diospyrifolia","(Meisn.) Mez","S.G. Tressens","Antonio C. Krapovickas|R.M. Harley|Carmen L. Cristóbal|Aurelio Schinini","1994","10","23","Paraguay","San Pedro",NA,"-56.43333","-24.08333",NA,NA,NA,NA,NA,NA,NA,NA,"Krapovickas 45877","69 km N de Tacuara. En los bajos del Jejuí-Guazú.",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"718","2009-10-18 06:48:00-02","MO","MOBOT","1435568","PreservedSpecimen","Plantae","Lauraceae","Ocotea","diospyrifolia","Ocotea diospyrifolia","(Meisn.) Mez",NA,"Nélida Soria|Mirtha Ortiz|Elsa M. Zardini","1988","1","8","Paraguay","Amambay",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Soria Rey 2061","Orillas de bosque. Parque Nacional Cerro Cora.",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"719","2008-05-27 22:02:00-03","MO","MOBOT","1435578","PreservedSpecimen","Plantae","Lauraceae","Ocotea","diospyrifolia","Ocotea diospyrifolia","(Meisn.) Mez","S.F. Smith em III","VIANA","1991","10","31","Brazil","Rio Grande do Norte",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VIANA 8219","Caxias do Sul - Campus da UCS.","750.00000000",NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"720","2013-08-23 04:12:00-03","MO","MOBOT","1435590","PreservedSpecimen","Plantae","Lauraceae","Ocotea","diospyrifolia","Ocotea diospyrifolia","(Meisn.) Mez","Henk van der Werff (MO)","Lidia Pérez de Molas","1986","12","16","Paraguay","Concepción",NA,"-57.13333","-23.05",NA,NA,NA,NA,NA,NA,NA,NA,"Pérez de Molas 1504","Alrededores de Horqueta.",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"721","2008-05-27 22:02:00-03","MO","MOBOT","1435605","PreservedSpecimen","Plantae","Lauraceae","Ocotea","diospyrifolia","Ocotea diospyrifolia","(Meisn.) Mez","H. van der Werff (MO)","Mirtha Ortiz","1987","11","27","Paraguay","Cordillera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ortiz 692","En el cerro. Caacupé. Ruto 2, Km 45.",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"722","2008-05-27 22:02:00-03","MO","MOBOT","1435621","PreservedSpecimen","Plantae","Lauraceae","Ocotea","diospyrifolia","Ocotea diospyrifolia","(Meisn.) Mez",NA,"Fátima Mereles","1990","2","15","Paraguay","Presidente Hayes",NA,"-57.83333","-24.7",NA,NA,NA,NA,NA,NA,NA,NA,"Mereles H. 3955","Rio Confuso. Selva riberena.",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"723","2016-11-15 05:15:00-02","MO","MOBOT","1435625","PreservedSpecimen","Plantae","Lauraceae","Ocotea","diospyrifolia","Ocotea diospyrifolia","(Meisn.) Mez",NA,"Carmen L. Cristóbal|Antonio C. Krapovickas|Aurelio Schinini","1986","11","15","Argentina","Formosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cristóbal 2148","Dep. Formosa. Riacho San Hilario. Selva en galería.",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"724","2008-05-27 22:02:00-03","MO","MOBOT","1435634","PreservedSpecimen","Plantae","Lauraceae","Ocotea","diospyrifolia","Ocotea diospyrifolia","(Meisn.) Mez","H. van der Werff (MO)","Isabel Basualdo","1987","10","3","Paraguay","Cordillera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Basualdo 1300","Interior de bosque húmedo, Tobatí.",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"725","2009-08-25 17:37:00-03","MO","MOBOT","1435646","PreservedSpecimen","Plantae","Lauraceae","Ocotea","diospyrifolia","Ocotea diospyrifolia","(Meisn.) Mez","H. van der Werff (MO)","Luciano Bernardi","1978","11","13","Paraguay","Itapúa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bernardi 18574","Silva alta inter Pirapó et Capitan Mesa ubi Colonia Ka'a rendy.",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"726","2011-11-08 05:06:00-02","MO","MOBOT","1435654","PreservedSpecimen","Plantae","Lauraceae","Ocotea","diospyrifolia","Ocotea diospyrifolia","(Meisn.) Mez","H. van der Werff (MO)","Ricardo Callejas|et al.","1983","12","7","Brazil","Paraná",NA,"-48.71666","-24.75",NA,NA,NA,NA,NA,NA,NA,NA,"Callejas Posada 1882","Municipio de Cerro Azul, estrada antiga Cerro Azul Jaguariaiva, cabecera do Ribeirão do Tigre, km 15 al N. de Cerro Azul. A orilla de carreterra.",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"727","2008-05-27 22:02:00-03","MO","MOBOT","1435658","PreservedSpecimen","Plantae","Lauraceae","Ocotea","diospyrifolia","Ocotea diospyrifolia","(Meisn.) Mez","J. Rohwer, Nov.","Gert G. Hatschbach","1966","12","15","Brazil","Paraná",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hatschbach 15499","Rincão Torcido (mun. Clevelandia). Do Araucarieto.",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"728","2008-05-27 22:02:00-03","MO","MOBOT","1435660","PreservedSpecimen","Plantae","Lauraceae","Ocotea","diospyrifolia","Ocotea diospyrifolia","(Meisn.) Mez","J. Rohwer, Nov.","Gert G. Hatschbach","1969","10","22","Brazil","Paraná",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hatschbach 22597","Boa Vista (mun. Céu Azul). Mata pluvial, borda do rio Paraná.",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"729","2008-05-27 22:02:00-03","MO","MOBOT","1435662","PreservedSpecimen","Plantae","Lauraceae","Ocotea","diospyrifolia","Ocotea diospyrifolia","(Meisn.) Mez","J. Rohwer","Stephan G. Beck","1979","9","28","Bolivia","Beni","Gral. Ballivian",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Beck 2507A","Espíritu, en la zona de influencia del Río Yacuma. Sabana húmeda. Isla pequeña con bosque de media altura (II2).","200.00000000",NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"730","2008-05-27 22:02:00-03","MO","MOBOT","1435663","PreservedSpecimen","Plantae","Lauraceae","Ocotea","diospyrifolia","Ocotea diospyrifolia","(Meisn.) Mez","H. van der Werff (MO)","Luciano Bernardi","1978","10","27","Paraguay","Canindeyú",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bernardi 18237b","In silva circa Guadelupe.",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"731","2009-12-04 16:36:00-02","MO","MOBOT","1435664","PreservedSpecimen","Plantae","Lauraceae","Ocotea","diospyrifolia","Ocotea diospyrifolia","(Meisn.) Mez","H. van der Werff","Gert G. Hatschbach|Armando C. Cervi","1986","10","12","Brazil","Paraná",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hatschbach 50627","Parque Nacional do Iguaçu, estr. p/ Poco Preto (mun. Foz do Iguaçu). Mata pluvial.",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"732","2008-05-27 22:02:00-03","MO","MOBOT","1435665","PreservedSpecimen","Plantae","Lauraceae","Ocotea","diospyrifolia","Ocotea diospyrifolia","(Meisn.) Mez",NA,"Isabel Basualdo","1991","7","10","Paraguay","Concepción",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Basualdo 3315","Estancia 3 Hermanos. Vegetación marginal. Orillas de bosque.",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"733","2013-04-24 16:55:00-03","MO","MOBOT","1435666","PreservedSpecimen","Plantae","Lauraceae","Ocotea","diospyrifolia","Ocotea diospyrifolia","(Meisn.) Mez",NA,"Nélida Soria","1991","12","9","Paraguay","Amambay",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Soria Rey 4991","Estancia Santa Teresa. Potrero Paraiso Norte. Orillas de bosque.",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"734","2008-05-27 22:02:00-03","MO","MOBOT","1435779","PreservedSpecimen","Plantae","Lauraceae","Ocotea","diospyrifolia","Ocotea diospyrifolia","(Meisn.) Mez",NA,"Isabel Basualdo","1991","10","23","Paraguay","Concepción",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Basualdo 3614","Estancia Potrerito. Potrero Islas Malvinas. En el potrero.",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"735","2008-05-27 22:02:00-03","MO","MOBOT","1435793","PreservedSpecimen","Plantae","Lauraceae","Ocotea","diospyrifolia","Ocotea diospyrifolia","(Meisn.) Mez","H. van der Werff (MO)","Oliveira","1991","12","3","Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oliveira 533","Rio de Janeiro, Serra Gaura, N. Sumaré, vert. N, mata em alter., topo morro.",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"736","2008-05-27 22:02:00-03","MO","MOBOT","1435803","PreservedSpecimen","Plantae","Lauraceae","Ocotea","diospyrifolia","Ocotea diospyrifolia","(Meisn.) Mez","Henk van der Werff (MO)","Marko Lewis","1990","9","14","Bolivia","Santa Cruz","Nuflo de Chavez","-62.75","-14.75",NA,NA,NA,NA,NA,NA,NA,NA,"Lewis 37661","Vicinity of Perseverancia, on the banks of the Río Negro 5.0-6.0 km down river from the station. N. of Santa Cruz 320 km. Semi-deciduous, tropical amazonian forest at its southern limit. Located on the precambrian Brazilian shield. Over Inga sp.","250.00000000",NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"737","2008-05-27 22:02:00-03","MO","MOBOT","1435809","PreservedSpecimen","Plantae","Lauraceae","Ocotea","diospyrifolia","Ocotea diospyrifolia","(Meisn.) Mez","T. Killeen (MO)","Stephan G. Beck","1980","10","15","Bolivia","Beni","Gral. Ballivian",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Beck 5077","Espíritu, en la zona de influencia del Río Yacuma. Sabana húmeda. Isla jóven: borde del bosque.","200.00000000",NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"738","2008-05-27 22:02:00-03","MO","MOBOT","1435820","PreservedSpecimen","Plantae","Lauraceae","Ocotea","diospyrifolia","Ocotea diospyrifolia","(Meisn.) Mez","Henk van der Werff (MO)","R. Chávez de Michel|Stephan G. Beck","1993","9","17","Bolivia","Beni","Gral. Ballivian",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Michel 1255","63 kms de Santa Rosa hacia el Río Yata (Puerto Teresa), desviando 1 Km hacia la Estancia Siete Palmas. Isla de bosque, en medio de sabana húmeda de sartenjenal.","170.00000000",NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"739","2008-05-27 22:02:00-03","MO","MOBOT","1435861","PreservedSpecimen","Plantae","Lauraceae","Ocotea","diospyrifolia","Ocotea diospyrifolia","(Meisn.) Mez","H. van der Werff (MO)","Emilia García","1991","8","18","Bolivia","Beni","Yacuma",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"García Estigarribia 2051","Isla de bosque, en las inmediaciones de la Estancia el Porvenir.",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"740","2008-05-27 22:02:00-03","MO","MOBOT","1435867","PreservedSpecimen","Plantae","Lauraceae","Ocotea","diospyrifolia","Ocotea diospyrifolia","(Meisn.) Mez","H. van der Werff","Renate Seidel|et al.","1992","6","5","Bolivia","Beni","Marbán",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Seidel 6672","Parque Isiboro-Sécure (parte oriental cuenca del Isiboro); arroyo Bolivia. Orilla de arroyo.","200.00000000",NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"741","2009-12-04 16:33:00-02","MO","MOBOT","1435885","PreservedSpecimen","Plantae","Lauraceae","Ocotea","diospyrifolia","Ocotea diospyrifolia","(Meisn.) Mez","H. van der Werff (MO)","Gert G. Hatschbach|V. Nicolack","1989","12","6","Brazil","Paraná",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hatschbach 53682","Reserva Indígena de Mangueirinha.",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"742","2008-05-27 22:02:00-03","MO","MOBOT","1435894","PreservedSpecimen","Plantae","Lauraceae","Ocotea","diospyrifolia","Ocotea diospyrifolia","(Meisn.) Mez","H. van der Werff (MO)","Michael H. Nee","1986","12","28","Bolivia","Santa Cruz","Nuflo de Chavez","-62.05","-16.13333",NA,NA,NA,NA,NA,NA,NA,NA,"Nee 33383","Along road to dam on Río Zapocoz, 0-2 km. NW of Concepción. Flat or gently rolling disturbed savanna on precambrian shield.","480.00000000",NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"743","2013-08-23 04:12:00-03","MO","MOBOT","1435905","PreservedSpecimen","Plantae","Lauraceae","Ocotea","diospyrifolia","Ocotea diospyrifolia","(Meisn.) Mez","H. van der Werff (MO)","Armando C. Cervi|et al.","1989","11","22","Brazil","Paraná",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cervi 3034","Parque Nacional do Iguaçu (mun. Fóz do Iguaçu). Mata pluvial.",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"744","2008-05-27 22:02:00-03","MO","MOBOT","1435919","PreservedSpecimen","Plantae","Lauraceae","Ocotea","diospyrifolia","Ocotea diospyrifolia","(Meisn.) Mez","J. Rohwer","Jan C. Lindeman","1966","6","24","Brazil","Paraná",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lindeman 1746","Forest between main road and Lagoa Xambrê in várzea of Rio Paraná near Porto Byington.","250.00000000",NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"745","2008-05-27 22:02:00-03","MO","MOBOT","1435926","PreservedSpecimen","Plantae","Lauraceae","Ocotea","diospyrifolia","Ocotea diospyrifolia","(Meisn.) Mez","H. van der Werff (MO)","Nélida Soria","1987","7","22","Paraguay","Cordillera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Soria Rey 1636","Zona húmedo, en la base del cerro. Cerro Tolati.",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"746","2008-05-27 22:02:00-03","MO","MOBOT","1435939","PreservedSpecimen","Plantae","Lauraceae","Ocotea","diospyrifolia","Ocotea diospyrifolia","(Meisn.) Mez","Henk van der Werff (MO)","Elbert L. Little","1984","2","1","Paraguay","Alto Paraná",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Little 40110","Bosque subtropical húmedo. Centro Forestal Alto Paraná. 12 km O. de Pto Pte Stroessner.",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"747","2008-05-27 22:02:00-03","MO","MOBOT","1435942","PreservedSpecimen","Plantae","Lauraceae","Ocotea","diospyrifolia","Ocotea diospyrifolia","(Meisn.) Mez","H. van der Werff (MO)","H. Dure","1983","4","24","Paraguay","Misiones",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dure 190","Ayolas Kueju Puesto 6 (sobre el viejo desvio a San Cosme y Damián a 4 km.) Prop. del Sr. Leiva.",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"748","2008-05-27 22:02:00-03","MO","MOBOT","1435949","PreservedSpecimen","Plantae","Lauraceae","Ocotea","diospyrifolia","Ocotea diospyrifolia","(Meisn.) Mez","H. van der Werff (MO)","Reinilda Duré","1983","2","9","Paraguay","Paraguarí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Duré Rodas 124","Pirayú, cerro.","280.00000000",NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"749","2008-05-27 22:02:00-03","MO","MOBOT","1435956","PreservedSpecimen","Plantae","Lauraceae","Ocotea","diospyrifolia","Ocotea diospyrifolia","(Meisn.) Mez","Pieszko","Aurelio Schinini|M. Poletti","1992","12","4","Argentina","Corrientes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Schinini Cacace 27484","Dep. San Cosme. Ayo. San Juan, 24 km E de Corrientes, por ruta 12. Integra la selva marginal del arroyo.",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"750","2008-05-27 22:02:00-03","MO","MOBOT","1435982","PreservedSpecimen","Plantae","Lauraceae","Ocotea","diospyrifolia","Ocotea diospyrifolia","(Meisn.) Mez","S.G. Tressens","Aurelio Schinini|M. Poletti","1992","12","4","Argentina","Corrientes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Schinini Cacace 27478","Dep. San Cosme. Ayo. San Juan, 24 Km E de Corrientes, por ruta 12. Integra la selva marginal del ayo. San Juan.",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"751","2011-03-15 06:25:00-03","MO","MOBOT","1435985","PreservedSpecimen","Plantae","Lauraceae","Ocotea","diospyrifolia","Ocotea diospyrifolia","(Meisn.) Mez","Ferrucci","Ricardo O. Vanni|Lidia I. Ferraro|M. Silvia Ferrucci","1989","12","9","Paraguay","Presidente Hayes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Vanni 1234","Puerto Militar, Ea. Casuariaga. Borde de selva marginal.",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"752","2020-04-03 04:38:00-03","MO","MOBOT","1435988","PreservedSpecimen","Plantae","Lauraceae","Ocotea","diospyrifolia","Ocotea diospyrifolia","(Meisn.) Mez","H. van der Werff (MO)","A.F. Fournet","1996","3","7","Paraguay",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fournet 971","Piribebuy, dans sous-bois fermé, terrain sablonneux à 1 km à E.",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"753","2008-05-27 22:02:00-03","MO","MOBOT","1436889","PreservedSpecimen","Plantae","Lauraceae","Ocotea","diospyrifolia","Ocotea diospyrifolia","(Meisn.) Mez","H. van der Werff (MO)","P. Carvalho","1972","12","1","Brazil","Paraná",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Carvalho 132","Colégio Estadual Florestal (mun. Irati). Da mata.",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"754","2009-12-05 06:55:00-02","MO","MOBOT","1436912","PreservedSpecimen","Plantae","Lauraceae","Ocotea","diospyrifolia","Ocotea diospyrifolia","(Meisn.) Mez","H. van der Werff (MO)","Gert G. Hatschbach|V. Pott|J.M. Silva","1994","5","10","Brazil","Mato Grosso do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hatschbach 60884","Fazenda Nhumirim, Lagoa Salina do Meio (mun. Corumbá). Capão com acuri. Pantanal.",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"755","2016-11-15 05:15:00-02","MO","MOBOT","1437076","PreservedSpecimen","Plantae","Lauraceae","Ocotea","diospyrifolia","Ocotea diospyrifolia","(Meisn.) Mez","J. Rohwer","Antonio C. Krapovickas|Aurelio Schinini","1977","4","27","Bolivia","Santa Cruz","Nuflo de Chavez","-63.1","-15.71666",NA,NA,NA,NA,NA,NA,NA,NA,"Krapovickas 31897","1 Km W de Ascensión de Guaroyos.","250.00000000",NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"756","2015-03-19 09:30:00-03","MO","MOBOT","1437086","PreservedSpecimen","Plantae","Lauraceae","Ocotea","diospyrifolia","Ocotea diospyrifolia","(Meisn.) Mez","J. Rohwer","Luciano Bernardi","1978","11","9","Paraguay","Ñeembucú",NA,"-58.6166667","-27.15",NA,NA,NA,NA,NA,NA,NA,NA,"Bernardi 18467","In nemore sat sicco ad ripam altam Río Paraguay, Curupayty, Humaitá.",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"757","2008-05-27 22:02:00-03","MO","MOBOT","1437090","PreservedSpecimen","Plantae","Lauraceae","Ocotea","diospyrifolia","Ocotea diospyrifolia","(Meisn.) Mez","J. Rohwer","Luciano Bernardi","1978","10","25","Paraguay","Canindeyú",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bernardi 18190","In silva residuali inter la Paloma et Guadelupe, regione Salto del Guairá.",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"758","2008-05-27 22:02:00-03","MO","MOBOT","1437092","PreservedSpecimen","Plantae","Lauraceae","Ocotea","diospyrifolia","Ocotea diospyrifolia","(Meisn.) Mez","J. Rohwer","Luciano Bernardi","1978","10","31","Paraguay",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bernardi 18295","Inter oppidum sordidum Sete Quedas et Ypé-juh.",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"759","2008-05-27 22:02:00-03","MO","MOBOT","1437093","PreservedSpecimen","Plantae","Lauraceae","Ocotea","diospyrifolia","Ocotea diospyrifolia","(Meisn.) Mez","J. Rohwer","Luciano Bernardi","1978","11","25","Argentina","Misiones",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bernardi 18829","In nemore relicto circa 5 km de Bernardo de Irigoyen.",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"760","2008-05-27 22:02:00-03","MO","MOBOT","1437094","PreservedSpecimen","Plantae","Lauraceae","Ocotea","diospyrifolia","Ocotea diospyrifolia","(Meisn.) Mez","J. Rohwer, Nov.","Gert G. Hatschbach","1973","12","12","Brazil","Paraná",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hatschbach 33487","Rio Batista (mun. Pitanga). Do erval.",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"761","2008-05-27 22:02:00-03","MO","MOBOT","1437095","PreservedSpecimen","Plantae","Lauraceae","Ocotea","diospyrifolia","Ocotea diospyrifolia","(Meisn.) Mez","H. van der Werff (MO)","F.C. Hoehne",NA,NA,NA,"Brazil","São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hoehne s.n.(SPF48756)","São Paulo, Parque do Estado.",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
