"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","typeStatus","recordedBy","continentOcean","country","locality","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","year","month","day","phylum","order","infraspecificEpithet","scientificNameAuthorship","identifiedBy","recordNumber","stateProvince","county","decimalLongitude","decimalLatitude","imagecode","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","class","relatedCatalogItem","fieldNumber","individualCount"
"11","2021-03-15 16:37:00-03","NY","NYBG","01112729","PreservedSpecimen","Plantae","Vochysiaceae","Qualea","cordata","Qualea cordata",NA,"R. M. Harley","South America","Brazil","Serra do Cabral, a 6-7 km da cidade","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1262104' target='other'> <mi>dwc_moreinfo</mi></a>","NY01112729","1988","10","12","Magnoliophyta","Myrtales",NA,"(Mart.) Spreng.","Z. A. Challen","24869","Minas Gerais","Buenópolis","-44.25","-17.88","NY01112729_01","760","760",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","424406","PreservedSpecimen","Plantae","Vochysiaceae","Qualea","cordata","Qualea cordata",NA,"L. B. Smith","South America","Brazil","Carambei by Rio Sao Joao","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=40124' target='other'> <mi>dwc_moreinfo</mi></a>","NY00424406","1965","01","15","Magnoliophyta","Myrtales",NA,"(Mart.) Spreng.","G. G. Hatschbach","14503","Paraná","Castro","-50.03","-24.5","NY00424406_01","950","950",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","00923077","PreservedSpecimen","Plantae","Vochysiaceae","Qualea","cordata","Qualea cordata",NA,"G. G. Hatschbach","South America","Brazil","Cachoeira do Arrojado.","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1004050' target='other'> <mi>dwc_moreinfo</mi></a>","NY00923077","1988","01","24","Magnoliophyta","Myrtales",NA,"(Mart.) Spreng.","M. L. Kawasaki","51826","Goiás","Cristalina","-47.6133","-16.7686","NY00923077_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","00923067","PreservedSpecimen","Plantae","Vochysiaceae","Qualea","cordata","Qualea cordata cordata",NA,"W. R. Anderson","South America","Brazil","Serra do Espinhaço, Serra do Cipó","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1004024' target='other'> <mi>dwc_moreinfo</mi></a>","NY00923067","1972","02","18","Magnoliophyta","Myrtales","cordata","(Mart.) Spreng.","H. Balslev","36246","Minas Gerais",NA,NA,NA,"NY00923067_01","1125","1125",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","777919","PreservedSpecimen","Plantae","Vochysiaceae","Qualea","cordata","Qualea cordata",NA,"W. Ganev","South America","Brazil","Caminho Robeirao de Baixo-Piata, pelas Quebradas, Serra do Atalho","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=40117' target='other'> <mi>dwc_moreinfo</mi></a>","NY00777919","1992","11","28","Magnoliophyta","Myrtales",NA,"(Mart.) Spreng.","F. França","1574","Bahia","Abaíra","-41.85","-13.25","NY00777919_01","1200","1200",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2016-09-29 20:41:00-03","NY","NYBG","822721","PreservedSpecimen","Plantae","Vochysiaceae","Qualea","cordata","Qualea cordata cordata",NA,"R. Negrelle","South America","Brazil","Fazenda Sta. Gil (antiga Faz. Morungava).","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=920657' target='other'> <mi>dwc_moreinfo</mi></a>","NY00822721","1986","12","17","Magnoliophyta","Myrtales","cordata","(Mart.) Spreng.","R. Negrelle","163","Paraná","Sengés","-49.4036186","-24.1244401","NY00822721_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","00923072","PreservedSpecimen","Plantae","Vochysiaceae","Qualea","cordata","Qualea cordata",NA,"H. S. Irwin","South America","Brazil","Cia. Fercal, ca. 20 km. E. of Brasília.","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1004037' target='other'> <mi>dwc_moreinfo</mi></a>","NY00923072","1964","09","19","Magnoliophyta","Myrtales",NA,"(Mart.) Spreng.","H. Balslev","6259","Distrito Federal","Brasília","-47.88","-15.58","NY00923072_01","700","1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","00923068","PreservedSpecimen","Plantae","Vochysiaceae","Qualea","cordata","Qualea cordata cordata",NA,"H. S. Irwin","South America","Brazil","Serra do Cipó, ca. km. 105 (ca. 130km N. of Belo Horizonte).","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1004029' target='other'> <mi>dwc_moreinfo</mi></a>","NY00923068","1968","02","17","Magnoliophyta","Myrtales","cordata","(Mart.) Spreng.","H. Balslev","20381","Minas Gerais",NA,"-43.4","-19","NY00923068_01","1150","1150",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2016-09-29 14:50:00-03","NY","NYBG","424414","PreservedSpecimen","Plantae","Vochysiaceae","Qualea","cordata","Qualea cordata cordata",NA,"J. C. Lindeman","South America","Brazil","Bank of Rio 5 Reis","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=542555' target='other'> <mi>dwc_moreinfo</mi></a>","NY00424414","1966","10","16","Magnoliophyta","Myrtales","cordata","(Mart.) Spreng.","J. C. Lindeman","3062","Paraná","Jaguariaíva","-49.7056","-24.2511","NY00424414_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","00923074","PreservedSpecimen","Plantae","Vochysiaceae","Qualea","cordata","Qualea cordata",NA,"R. M. Harley","South America","Brazil","Serra do Cabral, a 6-7 km da cidade","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1004047' target='other'> <mi>dwc_moreinfo</mi></a>","NY00923074","1988","10","12","Magnoliophyta","Myrtales",NA,"(Mart.) Spreng.","M. L. Kawasaki","24869","Minas Gerais","Buenópolis","-44.25","-17.88","NY00923074_01","760","760",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2016-09-29 21:56:00-03","NY","NYBG","00923076","PreservedSpecimen","Plantae","Vochysiaceae","Qualea","cordata","Qualea cordata",NA,"M. Bernardi","South America","Brazil","Inter Iguatemi et Amambay.","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1004049' target='other'> <mi>dwc_moreinfo</mi></a>","NY00923076","1978","12","06","Magnoliophyta","Myrtales",NA,NA,"M. L. Kawasaki","18922","Mato Grosso",NA,NA,NA,"NY00923076_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2017-02-01 11:42:00-02","NY","NYBG","1582693","PreservedSpecimen","Plantae","Vochysiaceae","Qualea","cordata","Qualea cordata",NA,"L. Sánchez","South America","Bolivia","Entrada al Río San Marcos","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1062620' target='other'> <mi>dwc_moreinfo</mi></a>","NY01582693","1999","11","28","Magnoliophyta","Myrtales",NA,NA,"E. Chávez","1065","Santa Cruz","Chiquitos","-59.6697","-18.3339","NY01582693_01","160",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","823350","PreservedSpecimen","Plantae","Vochysiaceae","Qualea","cordata","Qualea cordata",NA,"J. G. Jardim","South America","Brazil","Rod. Licínio de Almeida / Urandi 15.4 km, área montanhosa.","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=940938' target='other'> <mi>dwc_moreinfo</mi></a>","NY00823350","2001","03","31","Magnoliophyta","Myrtales",NA,"(Mart.) Spreng.","F. França","3330","Bahia","Urandi","-42.5742","-14.7472","NY00823350_01","1020","1020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","424407","PreservedSpecimen","Plantae","Vochysiaceae","Qualea","cordata","Qualea cordata",NA,"C. V. Roderjan","South America","Brazil","Faz. das Almas","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=40121' target='other'> <mi>dwc_moreinfo</mi></a>","NY00424407","1987","04","16","Magnoliophyta","Myrtales",NA,"(Mart.) Spreng.","M. L. Kawasaki","624","Paraná","Piraí do Sul","-49.9483","-24.5261","NY00424407_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","424405","PreservedSpecimen","Plantae","Vochysiaceae","Qualea","cordata","Qualea cordata",NA,"R. Reitz","South America","Brazil","Rio das Mortes","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=40120' target='other'> <mi>dwc_moreinfo</mi></a>","NY00424405","1965","12","18","Magnoliophyta","Myrtales",NA,"(Mart.) Spreng.","M. L. Kawasaki","17922","Paraná","Jaguariaíva","-49.7056","-24.2511","NY00424405_01 NY00424405_02","850","850",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","00923082","PreservedSpecimen","Plantae","Vochysiaceae","Qualea","cordata","Qualea cordata",NA,"E. Isejima","South America","Brazil","Estrada Diamantina-Biribiri (3 km do estadío J.K.)","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1004055' target='other'> <mi>dwc_moreinfo</mi></a>","NY00923082","1984","10","15","Magnoliophyta","Myrtales",NA,"(Mart.) Spreng.",NA,"CFCR5533","Minas Gerais","Diamantina","-43.6003","-18.2494","NY00923082_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","1018680","PreservedSpecimen","Plantae","Vochysiaceae","Qualea","cordata","Qualea cordata",NA,"R. C. Forzza","South America","Brazil","Parque Estadual do Ibitipoca.","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1261549' target='other'> <mi>dwc_moreinfo</mi></a>","NY01018680","2006","11","24","Magnoliophyta","Myrtales",NA,"(Mart.) Spreng.",NA,"4375","Minas Gerais","Lima Duarte","-43.887946","-21.704555","NY01018680_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","424404","PreservedSpecimen","Plantae","Vochysiaceae","Qualea","cordata","Qualea cordata",NA,"R. Goodland","South America","Brazil","N of Porto Ferreira, N toll booth, E side. 250 km N of Sao Paulo","sheet",NA,"McGill University Expedition <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=40123' target='other'> <mi>dwc_moreinfo</mi></a>","NY00424404","1966","05","18","Magnoliophyta","Myrtales",NA,"(Mart.) Spreng.","J. A. Kallunki","367","São Paulo","Porto Ferreira","-47.47","-21.8503","NY00424404_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","685034","PreservedSpecimen","Plantae","Vochysiaceae","Qualea","cordata","Qualea cordata",NA,"W. Ganev","South America","Brazil","Estrada catolé - Abaíra, ca. 4 km de Catolés, entrada velha do engenho.","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=886044' target='other'> <mi>dwc_moreinfo</mi></a>","NY00685034","1992","11","13","Magnoliophyta","Myrtales",NA,"(Mart.) Spreng.","F. França","1425","Bahia","Abaíra","-41.83","-13.3","NY00685034_01","1000","1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","424403","PreservedSpecimen","Plantae","Vochysiaceae","Qualea","cordata","Qualea cordata",NA,"R. M. Harley","South America","Brazil","Pico das Almas. Vertente norte. Area de campos e mata, noroeste do Campo do Queiroz","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=40119' target='other'> <mi>dwc_moreinfo</mi></a>","NY00424403","1988","11","26","Magnoliophyta","Myrtales",NA,"(Mart.) Spreng.","M. L. Kawasaki","26298","Bahia","Rio de Contas","-41.97","-13.52","NY00424403_01","1550","1550",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2016-09-29 21:56:00-03","NY","NYBG","00923079","PreservedSpecimen","Plantae","Vochysiaceae","Qualea","cordata","Qualea cordata",NA,"R. de Mello-Silva","South America","Brazil","Santana do Riacho: subida da Serra do Cipó, ao lado da rodovia Lagoa Santa - Conceição - Mato Dentro.","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1004052' target='other'> <mi>dwc_moreinfo</mi></a>","NY00923079","1995","04","08","Magnoliophyta","Myrtales",NA,NA,"R. de Mello-Silva","1023","Minas Gerais","Santana do Riacho","-43.7144","-19.1692","NY00923079_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","00923065","PreservedSpecimen","Plantae","Vochysiaceae","Qualea","cordata","Qualea cordata cordata",NA,"G. H. von Langsdorff","South America","Brazil","Brasilia","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1004014' target='other'> <mi>dwc_moreinfo</mi></a>","NY00923065","1825","12",NA,"Magnoliophyta","Myrtales","cordata","(Mart.) Spreng.","F. A. Stafleu","s.n.",NA,NA,NA,NA,"NY00923065_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","00923070","PreservedSpecimen","Plantae","Vochysiaceae","Qualea","cordata","Qualea cordata cordata",NA,"H. S. Irwin","South America","Brazil","Serra do Espinhaço, ca. 33 km S.W. of Diamantina, near Gouevia","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1004032' target='other'> <mi>dwc_moreinfo</mi></a>","NY00923070","1969","01","19","Magnoliophyta","Myrtales","cordata","(Mart.) Spreng.","H. Balslev","22277","Minas Gerais","Gouveia","-43.73495","-18.44245","NY00923070_01","1150","1150",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","424417","PreservedSpecimen","Plantae","Vochysiaceae","Qualea","cordata","Qualea cordata cordata",NA,"R. Reiss","South America","Brazil",NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=542551' target='other'> <mi>dwc_moreinfo</mi></a>","NY00424417","1934","06","14","Magnoliophyta","Myrtales","cordata","(Mart.) Spreng.","F. A. Stafleu","63","Paraná","Tibagi","-50.488585","-24.686032","NY00424417_01 NY00424417_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","00923069","PreservedSpecimen","Plantae","Vochysiaceae","Qualea","cordata","Qualea cordata cordata",NA,"H. S. Irwin","South America","Brazil","Serra do Espinhaço, ca. 30 km S.W. of Diamantina on road to Gouveia","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1004031' target='other'> <mi>dwc_moreinfo</mi></a>","NY00923069","1969","01","13","Magnoliophyta","Myrtales","cordata","(Mart.) Spreng.","H. Balslev","21818","Minas Gerais",NA,"-43.7215","-18.4293","NY00923069_01","1300","1300",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","424412","PreservedSpecimen","Plantae","Vochysiaceae","Qualea","cordata","Qualea cordata cordata",NA,"G. G. Hatschbach","South America","Brazil","Lageado 5 Reis","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=542556' target='other'> <mi>dwc_moreinfo</mi></a>","NY00424412","1968","03","23","Magnoliophyta","Myrtales","cordata","(Mart.) Spreng.","K. Yamamoto","18939","Paraná","Jaguariaíva","-49.7056","-24.2511","NY00424412_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","00923071","PreservedSpecimen","Plantae","Vochysiaceae","Qualea","cordata","Qualea cordata cordata",NA,"H. S. Irwin","South America","Brazil","Serra do Espinhaço, Ca. 18 km E. of Diamantina","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1004033' target='other'> <mi>dwc_moreinfo</mi></a>","NY00923071","1970","03","14","Magnoliophyta","Myrtales","cordata","(Mart.) Spreng.","H. Balslev","27496","Minas Gerais","Diamantina","-43.5366667","-18.1838","NY00923071_01","1000","1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","424411","PreservedSpecimen","Plantae","Vochysiaceae","Qualea","cordata","Qualea cordata cordata",NA,"L. Riedel","South America","Brazil",NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=542558' target='other'> <mi>dwc_moreinfo</mi></a>","NY00424411",NA,NA,NA,"Magnoliophyta","Myrtales","cordata","(Mart.) Spreng.","F. A. Stafleu",NA,NA,NA,NA,NA,"NY00424411_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2016-09-29 14:50:00-03","NY","NYBG","424434","PreservedSpecimen","Plantae","Vochysiaceae","Qualea","cordata","Qualea cordata cordata",NA,"O. Vecchi","South America","Brazil","Loreto","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=542557' target='other'> <mi>dwc_moreinfo</mi></a>","NY00424434","1917","09",NA,"Magnoliophyta","Myrtales","cordata","(Mart.) Spreng.","F. A. Stafleu","408","São Paulo","Araras","-47.38","-22.3503","NY00424434_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2016-10-21 16:49:00-02","NY","NYBG","985","PreservedSpecimen","Plantae","Vochysiaceae","Qualea","cordata","Qualea cordata rupestris","type","E. Hassler","South America","Paraguay","In regione cursus superior fluminis Y-acá","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=550671' target='other'> <mi>dwc_moreinfo</mi></a>","NY00000985","1900","12",NA,"Magnoliophyta","Myrtales","rupestris","Hassl.",NA,"6705",NA,NA,NA,NA,"NY00000985_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2016-09-28 13:08:00-03","NY","NYBG","424409","PreservedSpecimen","Plantae","Vochysiaceae","Qualea","cordata","Qualea cordata",NA,"T. J. Killeen","South America","Bolivia","Rancho Puesto Nuevo, 40 km S of Concepcion","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=40118' target='other'> <mi>dwc_moreinfo</mi></a>","NY00424409","1987","03","01","Magnoliophyta","Myrtales",NA,NA,"M. L. Kawasaki","2358","Santa Cruz","Ñuflo de Chávez","-62","-16.42",NA,"700","700",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","00424410","PreservedSpecimen","Plantae","Vochysiaceae","Qualea","cordata","Qualea cordata cordata",NA,"W. R. Anderson","South America","Brazil","Serra do Espinhaço, ca. 35 km SW of Gouveia, KM 243 on M.G. 259","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=542553' target='other'> <mi>dwc_moreinfo</mi></a>","NY00424410","1972","02","02","Magnoliophyta","Myrtales","cordata","(Mart.) Spreng.","H. Balslev","35131","Minas Gerais","Gouveia","-43.7407989501953","-18.4543991088867","NY00424410_01","1080","1080","37970","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-03-15 16:37:00-03","NY","NYBG","424415","PreservedSpecimen","Plantae","Vochysiaceae","Qualea","cordata","Qualea cordata cordata",NA,"W. R. Anderson","South America","Brazil","Fazenda Lagôa, ca. 20 km N of Cianorte","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=542554' target='other'> <mi>dwc_moreinfo</mi></a>","NY00424415","1974","03","19","Magnoliophyta","Myrtales","cordata","(Mart.) Spreng.","H. Balslev","11154","Paraná","Cianorte","-52.6049995422363","-23.6632995605469","NY00424415_01",NA,NA,"32009","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
