"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","occurrenceRemarks","phylum","order","recordNumber","continentOcean","coordinatePrecision","preparationType","geoFlag","class","relatedCatalogItem","fieldNumber","individualCount","infraspecificEpithet","typeStatus"
"467","2019-11-13 11:14:33-03","USP","SPF","221730","PreservedSpecimen","Plantae","Annonaceae","Annona","glabra","Annona glabra","L.","Maas, PJM","1986","09","15","Folli, DA","1983","10","26","Brasil","Espírito Santo","Linhares","Reserva Natural Vale, Brejo João Pedro.","-40.0722007751465","-19.3910999298096",NA,NA,NA,NA,"SPF00221730",NA,NA,NA,NA,"471",NA,"48094",NA,"auto",NA,NA,NA,NA,NA,NA
"468","2019-11-13 11:14:33-03","USP","SPF","221734","PreservedSpecimen","Plantae","Annonaceae","Annona","glabra","Annona glabra","L.","Folli, DA","2003","10","30","Folli, DA","2003","10","30","Brasil","Espírito Santo","Linhares","Reserva Natural Vale, Lagoa do Canto Grande.","-40.0722007751465","-19.3910999298096",NA,NA,NA,NA,"SPF00221734",NA,NA,NA,NA,"4646",NA,"48094",NA,"auto",NA,NA,NA,NA,NA,NA
"469","2019-11-13 11:14:33-03","USP","SPF","228123","PreservedSpecimen","Plantae","Annonaceae","Annona","glabra","Annona glabra","L.","Kurtz, BC",NA,NA,NA,"Kurtz, BC","2003","12","20","Brasil","Rio de Janeiro","Quissamã","Parque Nacional da Restinga de Jurubatiba","-41.4721984863281","-22.1067008972168",NA,NA,NA,NA,"SPF00228123",NA,NA,NA,NA,"329",NA,"33509",NA,"auto",NA,NA,NA,NA,NA,NA
"470","2019-11-13 11:14:33-03","USP","SPF","221696","PreservedSpecimen","Plantae","Annonaceae","Annona","glabra","Annona glabra","L.","Lopes, JC","2013","09",NA,"Galvão, L","2000","11","17","Brasil","Sergipe","Brejo Grande",NA,"-36.4660987854004","-10.4294004440308",NA,NA,NA,NA,"SPF00221696",NA,NA,NA,NA,"25002",NA,"15456",NA,"auto",NA,NA,NA,NA,NA,NA
"471","2019-11-13 11:14:33-03","USP","SPF","221697","PreservedSpecimen","Plantae","Annonaceae","Annona","glabra","Annona glabra","L.","Lobão, AQ","2009","02",NA,"Costa, SM","2007","01","27","Brasil","Sergipe","Macambira","Cachoeira de Macambira.","-37.5407981872559","-10.6663999557495",NA,NA,NA,NA,"SPF00221697",NA,NA,NA,NA,"136",NA,"14222",NA,"auto",NA,NA,NA,NA,NA,NA
"472","2014-09-16 19:39:36-03","FSL","HFSL","6847","S","Plantae","Annonaceae","Annona","glabra","Annona glabra","L.",NA,NA,NA,NA,"Silva, A.G. da","2012","03","12","Brasil","Rondônia","Porto Velho","Embrapa, EMBRAPA","-63.9039","-8.76194",NA,NA,NA,NA,NA,NA,"Árvore com ramos castanhos. Folhas alternas glabras pecioladas. Flores com sépalas de cor creme. ; DE",NA,NA,"01","Southern America","333357",NA,"auto",NA,NA,NA,NA,NA,NA
"473","2020-03-05 14:12:41-03","UNEMAT","HPAN","4316","PreservedSpecimen","Plantae","Annonaceae","Annona","glabra","Annona glabra","L.","Ourives, LAA","2016","06","30","Ourives, LAA","2016","06","28","Brasil","Mato Grosso","Porto Estrela","Saloba Grande, Sítio São Pedro (Pedrinho), localizado em zona rural.","-57.231","-15.645917","-57.231","-15.645917","195","195","HPAN000004316",NA,NA,"Magnoliidae","Magnoliales","132","América",NA,NA,NA,NA,NA,NA,NA,NA,NA
"474","2021-03-25 13:51:22-03","UNIVILLE","JOI","6947","PreservedSpecimen","Plantae","Annonaceae","Annona","glabra","Annona glabra","L.",NA,NA,NA,NA,"M.S. Weiers","2008","02","06","Brasil","Santa Catarina","São Francisco do Sul","BR - 280, próximo depósito de containers.","-48.620556","-26.255278","48º37'14''W","26º15'19''S","18","18","JOI006947","JOI006947","; TIPO VEGETACIONAL: Floresta Ombrófila Densa de Terras Baixas",NA,NA,"130",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"475","2021-03-25 13:51:22-03","UNIVILLE","JOI","6546","PreservedSpecimen","Plantae","Annonaceae","Annona","glabra","Annona glabra","L.",NA,NA,NA,NA,"J. Z. Berger","2005","11","23","Brasil","Santa Catarina","São Francisco do Sul","Vila da Glória.","-48.6380996704102","-26.2432994842529",NA,NA,NA,NA,"JOI006546","JOI006546",NA,NA,NA,"161",NA,"23627",NA,"auto",NA,NA,NA,NA,NA,NA
"476","2021-03-25 13:51:22-03","UNIVILLE","JOI","6926","PreservedSpecimen","Plantae","Annonaceae","Annona","glabra","Annona glabra","L.",NA,NA,NA,NA,"M.S. Weiers","2008","01","24","Brasil","Santa Catarina","Araquari","BR - 280.","-48.681111","-26.369722","48º40'52''W","26º22'11''S",NA,NA,"JOI006926","JOI006926","; TIPO VEGETACIONAL: Transição manguezal-restinga",NA,NA,"45",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"477","2021-03-25 13:51:22-03","UNIVILLE","JOI","14","PreservedSpecimen","Plantae","Annonaceae","Annona","glabra","Annona glabra","L.","M. Sobral","2006","06","05","Hering-Rinnert, C.","2000","05","05","Brasil","Santa Catarina","Balneário Camboriú","Taquaras","-48.6347007751465","-26.9906005859375",NA,NA,NA,NA,"JOI000014","JOI000014","Habito: Árvore",NA,NA,"46",NA,"8793",NA,"auto",NA,NA,NA,NA,NA,NA
"478","2021-03-25 13:51:22-03","UNIVILLE","JOI","13","PreservedSpecimen","Plantae","Annonaceae","Annona","glabra","Annona glabra","L.","M. Sobral","2004","05","08","Hering-Rinnert, C.","2000","05","05","Brasil","Santa Catarina","Balneário Camboriú","Taquaras","-48.6347007751465","-26.9906005859375",NA,NA,NA,NA,"JOI000013","JOI000013","Habitat: Terrrestre Habito: Árvore",NA,NA,NA,NA,"8793",NA,"auto",NA,NA,NA,NA,NA,NA
"479","2019-10-07 09:23:13-03","UEFS","HUEFS","165968","PreservedSpecimen","Plantae","Annonaceae","Annona","glabra","Annona glabra","L.",NA,NA,NA,NA,"Popovkin, A.V.","2010","11","25","Brasil","Bahia","Entre Rios","Fazenda Rio do Negro. Residual stands of the Atlantic Forest of the Rio do Negro valley, ca. 15 km southeast of Entre Rios.","-38.033333","-12.016667","38W2'","12S1'",NA,NA,"HUEFS0165968","HUEFS0165968","Riparian forest.","Angiospermae","Magnoliales","810",NA,NA,NA,NA,"Magnolianae",NA,NA,NA,NA,NA
"480","2019-10-07 09:23:13-03","UEFS","HUEFS","168651","PreservedSpecimen","Plantae","Annonaceae","Annona","glabra","Annona glabra","L.","A.Lobão","2012","05",NA,"Matos, E.N.de","2011","09","30","Brasil","Bahia","Vera Cruz","Fazenda Maponga.","-38.784167","-13.092778","38W47'3''","13S5'34''",NA,NA,"HUEFS0168651","HUEFS0168651","Restinga. Floresta.","Angiospermae","Magnoliales","597",NA,NA,NA,NA,"Magnolianae",NA,NA,NA,NA,NA
"481","2019-10-07 09:23:13-03","UEFS","HUEFS","171632","PreservedSpecimen","Plantae","Annonaceae","Annona","glabra","Annona glabra","L.",NA,NA,NA,NA,"Melo, J.F.","2007","03","23","Brasil","Sergipe","Itaporanga","Fazenda Trapsa.",NA,NA,NA,NA,NA,NA,"HUEFS0171632","HUEFS0171632","Borda da Mata.","Angiospermae","Magnoliales","58",NA,NA,NA,NA,"Magnolianae",NA,NA,NA,NA,NA
"482","2019-10-07 09:23:13-03","UEFS","HUEFS","182498","PreservedSpecimen","Plantae","Annonaceae","Annona","glabra","Annona glabra","L.",NA,NA,NA,NA,"Popovkin, A.V.","2012","01","08","Brasil","Bahia","Entre Rios","Fazenda Rio do Negro. Residual stands of the Atlantic Forest of the Rio do Negro valley, ca. 15 km southeast of Entre Rios.","-38.05","-12.016667","38W3'","12S1'","100","100","HUEFS0182498","HUEFS0182498","Riaparian forest.","Angiospermae","Magnoliales","1019",NA,NA,NA,NA,"Magnolianae",NA,NA,NA,NA,NA
"483","2019-10-07 09:23:13-03","UEFS","HUEFS","1809","PreservedSpecimen","Plantae","Annonaceae","Annona","glabra","Annona glabra","L.",NA,NA,NA,NA,"Noblick, L.R.","1982","12","07","Brasil","Bahia","Camaçari",NA,"-38.3","-12.483333","38W18'","12S29'",NA,NA,"HUEFS0001809","HUEFS0001809",NA,"Angiospermae","Magnoliales","2350",NA,NA,NA,NA,"Magnolianae",NA,NA,NA,NA,NA
"484","2019-10-07 09:23:13-03","UEFS","HUEFS","182994","PreservedSpecimen","Plantae","Annonaceae","Annona","glabra","Annona glabra","L.","A.Lobão",NA,NA,NA,"Matos, E.N.de","2011","11","02","Brasil","Bahia","Jaguaripe","Caribé.","-38.984444","-13.245556","38W59'4''","13S14'44''",NA,NA,"HUEFS0182994","HUEFS0182994","Floresta.","Angiospermae","Magnoliales","724",NA,NA,NA,NA,"Magnolianae",NA,NA,NA,NA,NA
"485","2021-03-04 11:16:16-03","UEFS","HUEFS","195496","PreservedSpecimen","Plantae","Annonaceae","Annona","glabra","Annona glabra","L.","H.Rainer","2014","07",NA,"Santos, A. A.","2011","05","24","Brasil","Rondônia","Porto Velho","Final do Ramal do Arrependido. Margem direita do rio Madeira.","-64.690278","-9.298333","64W41'25''","9S17'54''","96","96","HUEFS0195496","HUEFS0195496 HUEFS0195496_e1","Antropizada. Solo argiloso","Angiospermae","Magnoliales","3313",NA,NA,NA,NA,"Magnolianae",NA,NA,NA,NA,NA
"486","2019-10-07 09:23:13-03","UEFS","HUEFS","105451","PreservedSpecimen","Plantae","Annonaceae","Annona","glabra","Annona glabra","L.","D.Cardoso","2006","02",NA,"Cardoso, D.","2006","02","03","Brasil","Bahia","Camaçari","Arembepe. Entre o bairro Robalo e a aldeia Hippie.","-38.35","-12.933333","38W21'","12S56'","2","9","HUEFS0105451","HUEFS0105451","Restinga arbórea com áreas periodicamente alagadas pelo rio Capivara.","Angiospermae","Magnoliales","1006",NA,NA,NA,NA,"Magnolianae",NA,NA,NA,NA,NA
"487","2019-10-07 09:23:13-03","UEFS","HUEFS","5972","PreservedSpecimen","Plantae","Annonaceae","Annona","glabra","Annona glabra","L.","A.Lobão","2005","08",NA,"Queiroz, L.P.de","1984","01","14","Brasil","Pará",NA,NA,NA,NA,NA,NA,NA,NA,"HUEFS0005972","HUEFS0005972",NA,"Angiospermae","Magnoliales","790",NA,NA,NA,NA,"Magnolianae",NA,NA,NA,NA,NA
"488","2019-10-07 09:23:13-03","UEFS","HUEFS","8092","PreservedSpecimen","Plantae","Annonaceae","Annona","glabra","Annona glabra","L.",NA,NA,NA,NA,"Gusmão, E.F.de","1980","11","02","Brasil","Bahia","Itanagra",NA,"-38.0416984558105","-12.2630996704102",NA,NA,NA,NA,"HUEFS0008092","HUEFS0008092",NA,"Angiospermae","Magnoliales","174",NA,"20708",NA,"auto","Magnolianae",NA,NA,NA,NA,NA
"489","2019-10-07 09:23:13-03","UEFS","HUEFS","22522","PreservedSpecimen","Plantae","Annonaceae","Annona","glabra","Annona glabra","L.",NA,NA,NA,NA,"Sant'Ana, S.C.","1993","10","09","Brasil","Sergipe","Santa Luzia do Itanhy",NA,"-37.448299407959","-11.3507995605469",NA,NA,NA,NA,"HUEFS0022522","HUEFS0022522",NA,"Angiospermae","Magnoliales","418",NA,"26417",NA,"auto","Magnolianae",NA,NA,NA,NA,NA
"490","2019-10-07 09:23:13-03","UEFS","HUEFS","54513","PreservedSpecimen","Plantae","Annonaceae","Annona","glabra","Annona glabra","L.",NA,NA,NA,NA,"Andrade-Lima, D.de","1977","11","23","Brasil","Pernambuco","Ipojuca","Área-projeto Suape. Estrada para Porto de Galinhas.","-35.0638999938965","-8.39888954162598",NA,NA,NA,NA,"HUEFS0054513","HUEFS0054513",NA,"Angiospermae","Magnoliales","83",NA,"22847",NA,"auto","Magnolianae",NA,NA,NA,NA,NA
"491","2019-10-07 09:23:13-03","UEFS","HUEFS","206732","PreservedSpecimen","Plantae","Annonaceae","Annona","glabra","Annona glabra","L.",NA,NA,NA,NA,"Melo, E.","2014","02","19","Brasil","Sergipe","Ilha das Flores","Margem do rio São Francisco.","-36.5400009155273","-10.4364004135132",NA,NA,NA,NA,"HUEFS0206732","HUEFS0206732","Aquática marginal, ribeirinha.","Angiospermae","Magnoliales","12488",NA,"9248",NA,"auto","Magnolianae",NA,NA,NA,NA,NA
"492","2019-10-07 09:23:13-03","UEFS","HUEFS","197165","PreservedSpecimen","Plantae","Annonaceae","Annona","glabra","Annona glabra","L.",NA,NA,NA,NA,"Santos, A.S.dos","2012","06","24","Brasil","Bahia","Nova Canaã","Rod. BR 415, Km 128,5, entrada à direita no ponto denominado Pau de Corda, percorrendo 15 Km até a Faz. São José. Beira de estrada, 4 Km de Itajaí. Beira de estrada.","-40.1425018310547","-14.7941999435425",NA,NA,NA,NA,"HUEFS0197165","HUEFS0197165",NA,"Angiospermae","Magnoliales","28",NA,"27564",NA,"auto","Magnolianae",NA,NA,NA,NA,NA
"493","2019-12-04 16:39:34-03","FFCLRP","SPFR","15273","PreservedSpecimen","Plantae","Annonaceae","Annona","glabra","Annona glabra","L.",NA,NA,NA,NA,"Sampaio, D.",NA,NA,NA,"Brasil","São Paulo","Cananéia","Arredores do Centro de Pesquisa - Perequê (P.E. Ilha do Cardoso)","-47.938067","-25.134189","47o56'17.04W","25o08'03.08S",NA,NA,NA,NA,"Floresta alta de Restinga",NA,NA,"123",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"494","2015-03-07 01:29:33-03","F","FMNH-SEEDPLANTS","V0230902F","PreservedSpecimen","Plantae","Annonaceae","Annona","glabra","Annona glabra",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Suriname",NA,NA,NA,"-55.625","4.1006",NA,NA,NA,NA,"V0230902F","V0230902F_01",NA,"Spermatophyta",NA,NA,"South America",NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"495","2015-03-07 01:29:34-03","F","FMNH-SEEDPLANTS","V0230907F","PreservedSpecimen","Plantae","Annonaceae","Annona","glabra","Annona glabra",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"V0230907F","V0230907F_01",NA,"Spermatophyta",NA,NA,"South America",NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"496","2015-10-28 12:05:24-02","F","FMNH-SEEDPLANTS","V0230901F","PreservedSpecimen","Plantae","Annonaceae","Annona","glabra","Annona glabra",NA,NA,NA,NA,NA,NA,"1925",NA,NA,"Colombia",NA,NA,NA,"-72.8667","3.8811",NA,NA,NA,NA,"V0230901F","V0230901F_01",NA,"Spermatophyta",NA,"1297","South America",NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"497","2015-10-28 12:06:54-02","F","FMNH-SEEDPLANTS","V0230903F","PreservedSpecimen","Plantae","Annonaceae","Annona","glabra","Annona glabra",NA,NA,NA,NA,NA,"A. Dugand G.","1934","3","1","Colombia",NA,NA,NA,"-72.8667","3.8811",NA,NA,NA,NA,"V0230903F","V0230903F_01",NA,"Spermatophyta",NA,"619","South America",NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"498","2015-03-07 01:29:33-03","F","FMNH-SEEDPLANTS","V0230904F","PreservedSpecimen","Plantae","Annonaceae","Annona","glabra","Annona glabra",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Guyana",NA,NA,NA,"-58.7017","4.7364",NA,NA,NA,NA,"V0230904F","V0230904F_01",NA,"Spermatophyta",NA,NA,"South America",NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"499","2015-03-07 01:29:34-03","F","FMNH-SEEDPLANTS","V0230905F","PreservedSpecimen","Plantae","Annonaceae","Annona","glabra","Annona glabra",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Venezuela",NA,NA,NA,"-65.9119","7.0758",NA,NA,NA,NA,"V0230905F","V0230905F_01",NA,"Spermatophyta",NA,NA,"South America",NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"500","2015-03-07 01:29:34-03","F","FMNH-SEEDPLANTS","V0230906F","PreservedSpecimen","Plantae","Annonaceae","Annona","glabra","Annona glabra",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"V0230906F","V0230906F_01",NA,"Spermatophyta",NA,NA,"South America",NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"501","2015-03-07 01:29:34-03","F","FMNH-SEEDPLANTS","V0230908F","PreservedSpecimen","Plantae","Annonaceae","Annona","glabra","Annona glabra",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Guyana",NA,NA,NA,"-58.7017","4.7364",NA,NA,NA,NA,"V0230908F","V0230908F_01",NA,"Spermatophyta",NA,NA,"South America",NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"502","2015-03-07 01:29:34-03","F","FMNH-SEEDPLANTS","V0230909F","PreservedSpecimen","Plantae","Annonaceae","Annona","glabra","Annona glabra",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"V0230909F","V0230909F_01",NA,"Spermatophyta",NA,NA,"South America",NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"503","2015-03-07 01:29:34-03","F","FMNH-SEEDPLANTS","V0230910F","PreservedSpecimen","Plantae","Annonaceae","Annona","glabra","Annona glabra",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Guyana",NA,NA,NA,"-58.7017","4.7364",NA,NA,NA,NA,"V0230910F","V0230910F_01",NA,"Spermatophyta",NA,NA,"South America",NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"504","2015-03-07 01:29:34-03","F","FMNH-SEEDPLANTS","V0230911F","PreservedSpecimen","Plantae","Annonaceae","Annona","glabra","Annona glabra",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"V0230911F","V0230911F_01",NA,"Spermatophyta",NA,NA,"South America",NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"505","2015-03-07 01:29:34-03","F","FMNH-SEEDPLANTS","V0230912F","PreservedSpecimen","Plantae","Annonaceae","Annona","glabra","Annona glabra",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ecuador",NA,NA,NA,"-78.1869","-1.4628",NA,NA,NA,NA,"V0230912F","V0230912F_01",NA,"Spermatophyta",NA,NA,"South America",NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"506","2015-03-07 01:29:34-03","F","FMNH-SEEDPLANTS","V0230913F","PreservedSpecimen","Plantae","Annonaceae","Annona","glabra","Annona glabra",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ecuador",NA,NA,NA,"-78.1869","-1.4628",NA,NA,NA,NA,"V0230913F","V0230913F_01",NA,"Spermatophyta",NA,NA,"South America",NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"507","2015-03-07 01:29:34-03","F","FMNH-SEEDPLANTS","V0230914F","PreservedSpecimen","Plantae","Annonaceae","Annona","glabra","Annona glabra",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Guyana",NA,NA,NA,"-58.7017","4.7364",NA,NA,NA,NA,"V0230914F","V0230914F_01",NA,"Spermatophyta",NA,NA,"South America",NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"508","2018-05-14 17:26:52-03","F","FMNH-SEEDPLANTS","V0232205F","PreservedSpecimen","Plantae","Annonaceae","Annona","glabra","Annona glabra",NA,"RRC ID Flag",NA,NA,NA,"J. Cuatrecasas","1944","2","11","Colombia","Valle del Cauca",NA,NA,"-76.5","3.75",NA,NA,NA,NA,"V0232205F","V0232205F_01 V0232205F_02",NA,"Spermatophyta",NA,"16193","South America",NA,NA,NA,"Dicotyledoneae",NA,"16193",NA,NA,NA
"509","2018-06-19 14:06:29-03","F","FMNH-SEEDPLANTS","V0232206F","PreservedSpecimen","Plantae","Annonaceae","Annona","glabra","Annona glabra",NA,"RRC ID Flag",NA,NA,NA,"L. Bernardi","1956","5","17","Venezuela","Mérida",NA,NA,"-71.1667","8.5",NA,NA,NA,NA,"V0232206F","V0232206F_01 V0232206F_02",NA,"Spermatophyta",NA,"3248","South America",NA,NA,NA,"Dicotyledoneae",NA,"3248",NA,NA,NA
"510","2019-01-25 15:38:11-02","IAC","IAC","50152","S","Plantae","Annonaceae","Annona","glabra","Annona glabra","L.","L.C. Bernacci et al.","2008","06","25","L.C. Bernacci; G.F. Árbocz; F.A. Rodrigues & E. Furlan","2008","06","25","Brasil","Pará","Portel","Fazenda Jataituba (Martins S/A), ao longo do Rio Pacajá","-50.263611","-3.003056","-50.263611","-3.003056",NA,NA,NA,NA,"3s00#?#10.5#?##?#; 50w15#?#48.5#?##?#. Indivíduo 171",NA,NA,"4607",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"511","2020-07-23 11:56:56-03","CEPLAC","CEPEC","128095","PreservedSpecimen","Plantae","Annonaceae","Annona","glabra","Annona glabra",NA,"Sem Informação",NA,NA,NA,"Daneu, L.","2010","10","26","Brasil","Bahia","MARAÚ","Estrada de ligação, Ubaitaba/ Maraú.","-38.969167","-14.085833","38W58'9","14S5'9",NA,NA,NA,NA,"Det: H. Roina",NA,NA,"409",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"512","2020-07-23 11:56:56-03","CEPLAC","CEPEC","18994","PreservedSpecimen","Plantae","Annonaceae","Annona","glabra","Annona glabra",NA,"R. M. Harley",NA,NA,NA,"R. M. Harley","1977","01","17","Brasil","Bahia","ALCOBAÇA","23Km S BA-001 Alcobaca/Caravelas.","-39.25","-17.733333","39W15'","17S44'",NA,NA,NA,NA,NA,NA,NA,"18029",NA,NA,NA,NA,NA,"19/06/1978",NA,NA,NA,NA
"513","2020-07-23 11:56:56-03","CEPLAC","CEPEC","133492","PreservedSpecimen","Plantae","Annonaceae","Annona","glabra","Annona glabra",NA,"A. Q. Lobão",NA,NA,NA,"H. M. Dias","2007","10","25","Brasil","Bahia","caravelas","Extremo Sul da Bahia, região Sul do aeroporto da cidade, entre os Rios Macaco e o Massangano. Presença d ecomunidades ribeirinhas.","-39.276389","-17.683333","39W16'35","17S41'",NA,NA,NA,NA,NA,NA,NA,"360",NA,NA,NA,NA,NA,"30/12/2011",NA,NA,NA,NA
"514","2020-07-23 11:56:56-03","CEPLAC","CEPEC","33278","PreservedSpecimen","Plantae","Annonaceae","Annona","glabra","Annona glabra",NA,"L. R. Noblick",NA,NA,NA,"L. R. Noblick","1982","12","07","Brasil","Bahia","FEIRA DE SANTANA","Area C. da Caraiba Metais., marg. estr.","-38.313056","-12.493056","38W18'47","12S29'35",NA,NA,NA,NA,"<ll>dwc_commonname:</ll> Cortica, Araticum-do-brejo",NA,NA,"2350",NA,NA,NA,NA,NA,"06/04/1983",NA,NA,NA,NA
"515","2020-07-23 11:56:56-03","CEPLAC","CEPEC","151243","PreservedSpecimen","Plantae","Annonaceae","Annona","glabra","Annona glabra",NA,"C. Pessoa",NA,NA,NA,"Rocha, F.O.","2014","09","02","Brasil","Bahia","MARAÚ","Conglomerado BA_1185-1-7-44","-39.05","-14.216667","39W3'0","14S13'0",NA,NA,NA,NA,"<ll>dwc_commonname:</ll>",NA,NA,"113",NA,NA,NA,NA,NA,"4/9/2016",NA,NA,NA,NA
"516","2020-07-23 11:56:56-03","CEPLAC","CEPEC","153559","PreservedSpecimen","Plantae","Annonaceae","Annona","glabra","Annona glabra",NA,"C. Pessoa",NA,NA,NA,"Santos, E.A.","2016","02","16","Brasil","Bahia","JAGUARIPE","Conglomerado BA_946-4-6-27","-38.895556","-13.113333","38W53'44","13S6'48",NA,NA,NA,NA,"<ll>dwc_commonname:</ll>",NA,NA,"1155",NA,NA,NA,NA,NA,"10/5/2017",NA,NA,NA,NA
"517","2020-07-23 11:56:56-03","CEPLAC","CEPEC","59770","PreservedSpecimen","Plantae","Annonaceae","Annona","glabra","Annona glabra",NA,"R. de Mello-Silva",NA,NA,NA,"W. W. Thomas","1993","10","17","Brasil","Bahia","ILHÉUS","40Km ao N de Ilheus, Rod. para Serra Grande, limite do Rio c/ o municipio de Uruçuca.","-39.066667","-14.533333","39W4'","14S32'",NA,NA,NA,NA,NA,NA,NA,"9954",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"518","2020-07-23 11:56:56-03","CEPLAC","CEPEC","72596","PreservedSpecimen","Plantae","Annonaceae","Annona","glabra","Annona glabra",NA,"R. de Mello-Silva",NA,NA,NA,"M. L. Guedes","1996","09","21","Brasil","Bahia","MATA DE SÃO JOÃO","santo Antonio. Presença de área úmida.","-37.883333","-12.383333","37W53'","12S23'",NA,NA,NA,NA,NA,NA,NA,"4047",NA,NA,NA,NA,NA,"30/08/2002",NA,NA,NA,NA
"519","2020-07-23 11:56:56-03","CEPLAC","CEPEC","57208","PreservedSpecimen","Plantae","Annonaceae","Annona","glabra","Annona glabra",NA,"A. M. de Carvalho",NA,NA,NA,"A. M. de Carvalho","1992","07","01","Brasil","Bahia","ILHÉUS","Marg. da Lagoa Encantada. Laranjeiras.","-39.0494003295898","-14.7889003753662",NA,NA,NA,NA,NA,NA,NA,NA,NA,"4216",NA,"61245",NA,"auto",NA,"30/12/1992",NA,NA,NA,NA
"520","2020-07-23 11:56:56-03","CEPLAC","CEPEC","137523","PreservedSpecimen","Plantae","Annonaceae","Annona","glabra","Annona glabra",NA,"R. Valadão",NA,NA,NA,"R. Valadão","2006","04","02","Brasil","Bahia","ITUBERÁ","Litoral Sul. Município de Ituberá/Grapiúna.","-39.1492004394531","-13.7321996688843",NA,NA,NA,NA,NA,NA,"<ll>dwc_commonname:</ll>",NA,NA,"539",NA,"22399",NA,"auto",NA,NA,NA,NA,NA,NA
"521","2020-07-23 11:56:56-03","CEPLAC","CEPEC","47519","PreservedSpecimen","Plantae","Annonaceae","Annona","glabra","Annona glabra",NA,"T. S. dos Santos",NA,NA,NA,"T. S. dos Santos","1990","05","22","Brasil","Bahia","MARAÚ","Km 70 a 75 estr. Ubaitaba/Campinhos.","-39.0147018432617","-14.103099822998",NA,NA,NA,NA,NA,NA,NA,NA,NA,"4529",NA,"47076",NA,"auto",NA,"30/12/1990",NA,NA,NA,NA
"522","2020-07-23 11:56:56-03","CEPLAC","CEPEC","67573","PreservedSpecimen","Plantae","Annonaceae","Annona","glabra","Annona glabra",NA,"L. Junika",NA,NA,NA,"C. Farney","1991","01","05","Brasil","Bahia","NOVA VIÇOSA","Margens do Rio Pau Alto.","-39.371898651123","-17.8918991088867",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2661",NA,"70538",NA,"auto",NA,"30/12/1999",NA,NA,NA,NA
"523","2020-07-23 11:56:56-03","CEPLAC","CEPEC","37690","PreservedSpecimen","Plantae","Annonaceae","Annona","glabra","Annona glabra",NA,"P. J. M. Maas",NA,NA,NA,"D. A. Folli","1983","10","26","Brasil","Espírito Santo","LINHARES","Res. da CVRD. Est. Gavea, ant. X-2, Km 6,920, brejo S. Pedro L. dir.","-40.0722007751465","-19.3910999298096",NA,NA,NA,NA,NA,NA,NA,NA,NA,"471",NA,"48094",NA,"auto",NA,"30/11/1987",NA,NA,NA,NA
