"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","maximumElevationInMeters","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","class","previousCatalogNumber","typeStatus","relatedCatalogItem","fieldNumber","individualCount"
"11","2021-03-15 16:37:00-03","NY","NYBG","00700303","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","cernuum","Solanum cernuum","Vell.","Y. E. J. Mexia","4404","1930","02","25","South America","Brazil","Minas Gerais","Viçosa","Viçosa, Agricultural College lands. Near western boundary","-42.868031","-20.7613428","670","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=833698' target='other'> <mi>dwc_moreinfo</mi></a>","NY00700303","NY00700303_01","C. V. Morton","670",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","00962473","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","cernuum","Solanum cernuum","Vell.","I. D. de Gemtchújnicov","s.n.","1968","06",NA,"South America","Brazil","São Paulo","Botucatu","Insituto de Botânica.","-48.4397","-22.88",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1085940' target='other'> <mi>dwc_moreinfo</mi></a>","NY00962473","NY00962473_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","1801851","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","cernuum","Solanum cernuum","Vell.","L. L. Giacomin","1837","2012","06","03","South America","Brazil","Rio de Janeiro",NA,"Varre-Sai, proximidades da Fazenda Bom Destino, ca. 500 m da estrada.","-41.89","-20.8797","750","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2040355' target='other'> <mi>dwc_moreinfo</mi></a>","NY01801851","NY01801851_01","M. H. Nee",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","1801860","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","cernuum","Solanum cernuum","Vell.","L. L. Giacomin","1821","2012","05","12","South America","Brazil","Minas Gerais","Caldas","Distrito de Pocinhos do Rio Verde. Próximo à sede da Fazendinha Selma. Prop. Sr. Antonio Geraldo Módolo Cardia.","-46.4336","-21.9292","1105","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2040525' target='other'> <mi>dwc_moreinfo</mi></a>","NY01801860","NY01801860_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2020-01-28 13:11:34-03","MCN-PUC-MINAS","HPUC-MG","ANG3128","S","Plantae",NA,NA,"Solanaceae","Solanum","cernuum","Solanum cernuum",NA,"R.F.Nogueira",NA,"2006","08","10",NA,"Brasil","Minas Gerais","Belo Horizonte","Mata da PUC Minas","-43.937801361084","-19.9207992553711",NA,NA,NA,NA,NA,NA,NA,"17082","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2020-01-28 13:11:34-03","MCN-PUC-MINAS","HPUC-MG","ANG3127","S","Plantae",NA,NA,"Solanaceae","Solanum","cernuum","Solanum cernuum",NA,"Edonise",NA,"1983",NA,NA,NA,"Brasil","Minas Gerais","Belo Horizonte","Mata da PUC Minas","-43.937801361084","-19.9207992553711",NA,NA,"Usa se folhas e raizes diurético. Anti reumatico.",NA,NA,NA,NA,"17082","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2020-01-28 13:11:34-03","MCN-PUC-MINAS","HPUC-MG","ANG3125","S","Plantae",NA,NA,"Solanaceae","Solanum","cernuum","Solanum cernuum",NA,"Zonari,AAC.",NA,"2005","02","24",NA,"Brasil","Minas Gerais","Belo Horizonte","PUC Minas","-43.937801361084","-19.9207992553711",NA,NA,"Apresenta hemipteros como visitante, cheiro de cajú, folha esbranquiçada na parte interior. Flor branca.",NA,NA,NA,NA,"17082","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2020-01-28 13:11:34-03","MCN-PUC-MINAS","HPUC-MG","ANG3126","S","Plantae",NA,NA,"Solanaceae","Solanum","cernuum","Solanum cernuum",NA,"Silvia, J.L.",NA,"1999","04","27",NA,"Brasil","Minas Gerais","Belo Horizonte","PUC Minas","-43.937801361084","-19.9207992553711",NA,NA,NA,NA,NA,NA,NA,"17082","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2020-01-28 13:11:34-03","MCN-PUC-MINAS","HPUC-MG","ANG4809","S","Plantae",NA,NA,"Solanaceae","Solanum","cernuum","Solanum cernuum",NA,"Ednéia C. Melo",NA,NA,NA,NA,NA,"Brasil","Minas Gerais","Jeceaba","Comunidade Santa Cruz","-43.981667","-20.5375","866",NA,"Folhas alternas, simples, brancas abaxialmente; presença de pêlos no caule. UTM: 601375 x, 7731662 y",NA,NA,NA,"866",NA,NA,"43°58'54''W","20°32'15''S",NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-02-08 11:10:19-03","UNESP-IBB","BOTU","12449","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","cernuum","Solanum cernuum","Vell.","Gemtchújnicov, I.D.",NA,"1968","06",NA,NA,"Brasil","São Paulo","São Paulo",NA,"-46.63","-23.540556",NA,NA,NA,"BOTU012449",NA,NA,NA,NA,NA,"46° 37' 48w","23 °32' 26s",NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2020-06-29 11:32:42-03","UFRJ","RFA","43605","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","cernuum","Solanum cernuum","Vell.","Eduardo Martins da Silva","1","2012","11","25",NA,"Brasil","Rio de Janeiro","Magé","Distrito de Piabetá, cultivada","-43.040599822998","-22.6527996063232",NA,NA,"Planta cultivada, arbustiva, folhas descolores, material fértil, uso medicinal","RFA55514",NA,"Ana Cláudia de Macedo Vieira",NA,"20531","auto",NA,NA,"2012","11","25",NA,NA,NA,NA,NA,NA
"22","2020-06-29 11:32:42-03","UFRJ","RFA","5424","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","cernuum","Solanum cernuum","Vell.","P. Occhioni","1786","1959","04","30",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Nova estrada Rio - Teresópolis","-43.2075004577637","-22.9027996063232",NA,NA,"Árvore pequena","RFA49482",NA,"Eliza C.N. Melo",NA,"57442","auto",NA,NA,"2019","12","11",NA,NA,NA,NA,NA,NA
"23","2020-06-29 11:32:42-03","UFRJ","RFA","40590","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","cernuum","Solanum cernuum","Vell.","Konno, T.U.P.; Silva, M.F.O., Galvão, M.N.","1237","2009","01","29",NA,"Brasil","Rio de Janeiro","Macaé","Lagomar, Petrobrás, Terminal Cabiúnas (TECAB).","-41.434167","-22.171944",NA,NA,NA,"RFA33205",NA,NA,NA,NA,NA,"41º26'3''W","22º10'19''S",NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2020-06-29 11:32:42-03","UFRJ","RFA","31657","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","cernuum","Solanum cernuum","Vell.","F. B. Pereira",NA,"2005","11","05",NA,"Brasil","Rio de Janeiro","Sapucaia","Distrito N. Sra. Aparecida, Fazenda Selo Verde","-42.834167","-22.070833","750",NA,"4,3m de altura, 4cm de diâmetro","RFA43548",NA,"Tatiana U. P. Konno","750",NA,NA,"42º50'3''W","22º4'15''S",NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2020-06-29 11:32:42-03","UFRJ","RFA","34504","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","cernuum","Solanum cernuum","Vell.","F. Leitão","74","2005","07","30",NA,"Brasil","Rio de Janeiro","Petrópolis","Feira do Centro","-43.178611","-22.505",NA,NA,NA,"RFA22221",NA,"Lucia Freire Carvalho",NA,NA,NA,"43º10'43''W","22º30'18''S","2008","05","08",NA,NA,NA,NA,NA,NA
"26","2020-06-29 11:32:42-03","UFRJ","RFA","40024","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","cernuum","Solanum cernuum","Vell.","Konno, T.U.P.; Alunos do Curso de Licenciatura em Cc. Biológicas - Macaé","1175","2008","06","07",NA,"Brasil","Rio de Janeiro","Macaé","Parque Municipal Fazenda do Atalaia.","-42.000278","-22.182778",NA,NA,"Arbusto semi ciófilo. Folhas cartáceas, discolores; inflorescência semelhante a um braço de preguiça; flores alvas","RFA32830",NA,NA,NA,NA,NA,"42º0'1''W","22º10'58''S",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2020-06-29 11:32:42-03","UFRJ","RFA","39342","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","cernuum","Solanum cernuum","Vell.","A. C. Tuler","267","2011","10","20",NA,"Brasil","Espírito Santo","Alegre",NA,"-41.5331001281738","-20.763599395752",NA,NA,"Arbusto. Ramos com pelos pardacentos e compridos; folhas pecioladas, alternas, oblongas e coriáceas, discolor verde e pilosas. Flores em cimeiras de coloração esbranquiçada, fruto baga globosa e amarela","RFA49433",NA,"N. C. B. Silva",NA,"26101","auto",NA,NA,"2012","07","10",NA,NA,NA,NA,NA,NA
"28","2020-06-29 11:32:42-03","UFRJ","RFA","13172","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","cernuum","Solanum cernuum","Vell.","P. Occhioni","5401","1972","12","15",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Serra dos Órgãos. Horto da Faculdade de Farmácia","-43.2075004577637","-22.9027996063232",NA,NA,"Arvoreta","RFA49491",NA,"Eliza C.N. Melo",NA,"57442","auto",NA,NA,"2019","12","09",NA,NA,NA,NA,NA,NA
"29","2020-12-15 11:14:56-03","FUNED","FUNED-POL","4324","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","cernuum","Solanum cernuum",NA,"Claudia Simeao",NA,"2000","03","21",NA,"Brasil","MG",NA,"Estaçao Ecologica UFMG",NA,NA,NA,NA,NA,"POL004324",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2016-10-18 16:28:12-02","UNEMAT","TANG","854","S","Plantae",NA,NA,"Solanaceae","Solanum","cernuum","Solanum cernuum","Vell.","Koch, AK","13","2007","03","29",NA,"Brasil","Mato Grosso","Tangará da Serra","Serra Tapirapuã","-57.4858016967773","-14.6194000244141",NA,NA,"folhas simples, alternascaule com muitos tricomas, arbustivo-arbóreo","TANG000000854",NA,NA,NA,"175746","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-30 12:49:56-03","EAO","IAN","93913","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Solanaceae","Solanum","cernuum","Solanum cernuum","Vell.","Glaziou, AFM","8812","1877","10","23",NA,"Paris",NA,NA,NA,NA,NA,NA,NA,NA,"IAN093913",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-30 12:49:56-03","EAO","IAN","188131","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Solanaceae","Solanum","cernuum","Solanum cernuum","Vell.","Xavier-Júnior, SR","140","2012","10","04","Southern America","Brasil","Minas Gerais","Lavras","Universidade Federal de Lavras-UFLA, na frente do prédio de Engenharia.","-44.999698638916","-21.2453002929688",NA,NA,"Arbusto de cerca de 3m, flores brancas, caule piloso com pêlos espessos.","IAN188131",NA,NA,NA,"20044","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2015-02-10 11:46:05-02","BM","SOLANACEAE_SOURCE_BR","98134","O","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","cernuum","Solanum cernuum","Vell.","Giacomin, L.L.; Bohs, L.; Gouvêa, Y.F.","1824","2012","06","01","Southern America","Brazil","Rio de Janeiro","Itaipava","estrada que liga Itaipava a Teresópolis (BR-459), ca. 5 km após Itaipava","-43.099167","-22.411944","700",NA,"arbusto 2 m; pétalas alvas, estames amarelos; páleas do caule claras; fragmento de floresta ombrófila densa, às margens da estrada; crescendo à sombra",NA,NA,"Giacomin, L.L.","700",NA,NA,"-43.099167","-22.411944","2013","01","01","Dicotyledoneae","158571",NA,NA,NA,NA
"34","2015-02-10 11:46:04-02","BM","SOLANACEAE_SOURCE_BR","26078","O","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","cernuum","Solanum cernuum","Vell.","Gardner, G.","5045","1840","10",NA,"Southern America","Brazil","Minas Gerais",NA,"Prov. of Minas Gerais; arraial das [unclear: Minas].",NA,NA,NA,NA,"A shrub 6-8 feet high.; Woods.","BM000935453",NA,"Giacomin, L.L.",NA,NA,NA,NA,NA,"2013","01",NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"35","2015-02-10 11:46:04-02","BM","SOLANACEAE_SOURCE_BR","34843","O","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","cernuum","Solanum cernuum","Vell.","Widgren, J.F.","s.n.","1845","01","01","Southern America","Brazil","Minas Gerais",NA,"sin. loc.",NA,NA,NA,NA,NA,NA,NA,"Knapp, S.",NA,NA,NA,NA,NA,"2009","01",NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"36","2015-02-10 11:46:04-02","BM","SOLANACEAE_SOURCE_BR","39041","O","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","cernuum","Solanum cernuum","Vell.","Regnell, A.F.","III-977","1868","03","18","Southern America","Brazil","Minas Gerais",NA,"Caldas",NA,NA,NA,NA,NA,NA,NA,"Carvalho, Ld'AF",NA,NA,NA,NA,NA,"1986","01","01","Dicotyledoneae",NA,NA,NA,NA,NA
"37","2015-02-10 11:46:04-02","BM","SOLANACEAE_SOURCE_BR","39042","O","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","cernuum","Solanum cernuum","Vell.","Widgren, J.F.","s.n.","1845","01","01","Southern America","Brazil","Minas Gerais",NA,"sin. loc.",NA,NA,NA,NA,NA,NA,NA,"Carvalho, Ld'AF",NA,NA,NA,NA,NA,"1986","01","01","Dicotyledoneae",NA,NA,NA,NA,NA
"38","2015-02-10 11:46:04-02","BM","SOLANACEAE_SOURCE_BR","39043","O","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","cernuum","Solanum cernuum","Vell.","Skvortsov, V.","s.n.","1968","08","15","Southern America","Brazil","São Paulo",NA,"Parque do Estado",NA,NA,NA,NA,"a shrub or small tree; cult.",NA,NA,"Knapp, S.",NA,NA,NA,NA,NA,"2009","10",NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"39","2015-02-10 11:46:04-02","BM","SOLANACEAE_SOURCE_BR","39170","O","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","cernuum","Solanum cernuum","Vell.","Sellow, F.","s.n.",NA,NA,NA,"Southern America","Brazil",NA,NA,"sin. loc.",NA,NA,NA,NA,NA,NA,NA,"Knapp, S.",NA,NA,NA,NA,NA,"2009","10",NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"40","2015-02-10 11:46:05-02","BM","SOLANACEAE_SOURCE_BR","44860","O","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","cernuum","Solanum cernuum","Vell.","Agra, M.F.; Bohs, L.; Coelho, V.; Souza, P.P. de; Rodrigues, I.M.C.","7230","2010","04","19","Southern America","Brazil","Minas Gerais",NA,"Canaã, Vegetation remnant just outside center of town (SE of Viçosa)","-42.626","-20.683306","660",NA,"Small tree 3-4 m tall. Corollas white; anthers yellow.",NA,NA,"Agra, M.F.","690",NA,NA,"-42.626","-20.683306","2010","04",NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"41","2015-02-10 11:46:04-02","BM","SOLANACEAE_SOURCE_BR","6797","O","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","cernuum","Solanum cernuum","Vell.","Schüch, G.","5419",NA,NA,NA,"Southern America","Brazil","Paraíba",NA,"sin. loc.",NA,NA,NA,NA,NA,NA,NA,"Freire de Carvalho, L.",NA,NA,NA,NA,NA,"1986","01","01","Dicotyledoneae",NA,"syntype",NA,NA,NA
"42","2015-02-10 11:46:05-02","BM","SOLANACEAE_SOURCE_BR","73222","O","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","cernuum","Solanum cernuum","Vell.","Giacomin, L.L.; Kameyama, C.; Knapp, S.; Rodrigues, I.M.C.","2022","2013","11","19","Southern America","Brazil","São Paulo","São Paulo","Instituto de Botânica de São Paulo; margens da rua de acesso ao prédio do herbário","-46.622889","-23.643778","757",NA,"Arbusto, 4 m, ereto. Flores com pétalas alvas, estames amarelos; fragmento de Floresta Ombrófila Densa secundária","BM001035143",NA,NA,"757",NA,NA,"-46.622889","-23.643778",NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"43","2015-02-10 11:46:05-02","BM","SOLANACEAE_SOURCE_BR","73222","O","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","cernuum","Solanum cernuum","Vell.","Giacomin, L.L.; Kameyama, C.; Knapp, S.; Rodrigues, I.M.C.","2022","2013","11","19","Southern America","Brazil","São Paulo","São Paulo","Instituto de Botânica de São Paulo; margens da rua de acesso ao prédio do herbário","-46.622889","-23.643778","757",NA,"Arbusto, 4 m, ereto. Flores com pétalas alvas, estames amarelos; fragmento de Floresta Ombrófila Densa secundária",NA,NA,NA,"757",NA,NA,"-46.622889","-23.643778",NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"44","2015-02-10 11:46:05-02","BM","SOLANACEAE_SOURCE_BR","73390","O","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","cernuum","Solanum cernuum","Vell.","Knapp, S.","IM-10683","2013","11","13","Southern America","Brazil","Minas Gerais","Belo Horizonte","Universidade Federal de Minas Gerais, campus across from biology building; Pampulha","-43.967778","-19.8675","800",NA,"treelet 2 m; flowers white; pubescence beige; in forests on campus, at edges",NA,NA,"Knapp, S.","800",NA,NA,"-43.967778","-19.8675","2013","01","01","Dicotyledoneae",NA,NA,NA,NA,NA
"45","2015-02-10 11:46:05-02","BM","SOLANACEAE_SOURCE_BR","98501","O","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","cernuum","Solanum cernuum","Vell.","Giacomin, L.L.; Almeida, T.E.","1820","2012","05","12","Southern America","Brazil","Minas Gerais","Caldas","Pocinhos do Rio Verde, próximo à sede da Fazendinha Selma, prop. Sr. Antonio Geraldo Módolo Cardia","-46.433056","-21.929444","1087",NA,"arbusto ereto 2 m; flores alvas, estames amarelos; área desmatada, ao lado de Araucaria, próximo a corrego","BM001035168",NA,"Giacomin, L.L.","1087",NA,NA,"-46.433056","-21.929444","2012","01","01","Dicotyledoneae",NA,NA,NA,NA,NA
"46","2015-02-10 11:46:04-02","BM","SOLANACEAE_SOURCE_BR","27269","O","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","cernuum","Solanum cernuum","Vell.","Hatschbach, G.; Cervi, A.C.; Silva, J.M.","57927","1992","10","10","Southern America","Brazil","Minas Gerais","Leopoldina","Rod. BR-116, próximo ao Rio Pombas.","-42.6431","-21.5319",NA,NA,"Arbusto 3 m, pétalas alvas.; Clareiras da mata.","BM000935313",NA,"Giacomin, L.L.",NA,"26325","auto",NA,NA,"2013","02",NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"47","2015-02-10 11:46:05-02","BM","SOLANACEAE_SOURCE_BR","98134","O","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","cernuum","Solanum cernuum","Vell.","Giacomin, L.L.; Bohs, L.; Gouvêa, Y.F.","1824","2012","06","01","Southern America","Brazil","Rio de Janeiro","Itaipava","estrada que liga Itaipava a Teresópolis (BR-459), ca. 5 km após Itaipava","-43.099167","-22.411944","700",NA,"arbusto 2 m; pétalas alvas, estames amarelos; páleas do caule claras; fragmento de floresta ombrófila densa, às margens da estrada; crescendo à sombra","BM001035021",NA,"Giacomin, L.L.","700",NA,NA,"-43.099167","-22.411944","2013","01","01","Dicotyledoneae",NA,NA,NA,NA,NA
"48","2015-02-10 11:46:04-02","BM","SOLANACEAE_SOURCE_BR","14690","O","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","cernuum","Solanum cernuum","Vell.","Mexia, Y.","4404","1930","02","25","Southern America","Brazil","Minas Gerais",NA,"Viçosa, Viçosa, Agricultural College lands, near western boundary",NA,NA,"670",NA,"tree 7 m high, with slender trunk; white flower; common and widely distributed, but rarely found in flower; cut-over woods","BM000849480",NA,"Knapp, S.","670",NA,NA,NA,NA,"2002","01","01","Dicotyledoneae",NA,NA,NA,NA,NA
