"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","year","continentOcean","country","locality","preparationType","occurrenceRemarks","barcode","imagecode","recordNumber","stateProvince","decimalLongitude","decimalLatitude","month","day","county","coordinatePrecision","geoFlag","class","typeStatus","verbatimLongitude","verbatimLatitude","relatedCatalogItem","yearIdentified","monthIdentified","dayIdentified","minimumElevationInMeters","maximumElevationInMeters","fieldNumber","individualCount"
"50","2017-09-11 17:08:21-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Asteraceae","Piptocarpha","umbellulata","Piptocarpha umbellulata","(Spreng.) Baker",NA,"Martius, CFP",NA,"Southern America","Brazil","Habitat in sylvis prope Rio de Janeiro, e. gr. in monte Corcovado etc",NA,"Herb. Fl. Bras. 199",NA,NA,"s.n.","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","2017-09-11 17:08:21-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Asteraceae","Piptocarpha","umbellulata","Piptocarpha umbellulata","(Spreng.) Baker",NA,"Sello, HL",NA,"Southern America","Brazil","Habitat in sylvis prope Rio de Janeiro, e. gr. in monte Corcovado etc",NA,NA,NA,NA,"868","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","2017-09-11 17:08:21-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Asteraceae","Piptocarpha","umbellulata","Piptocarpha umbellulata","(Spreng.) Baker",NA,"Pohl, JBE",NA,"Southern America","Brazil","Habitat in sylvis prope Rio de Janeiro, e. gr. in monte Corcovado etc",NA,NA,NA,NA,"592","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","2017-09-11 17:08:21-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Asteraceae","Piptocarpha","umbellulata","Piptocarpha umbellulata","(Spreng.) Baker",NA,"Cunningham, A",NA,"Southern America","Brazil","Habitat in sylvis prope Rio de Janeiro, e. gr. in monte Corcovado etc",NA,NA,NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","2017-09-11 17:08:21-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Asteraceae","Piptocarpha","umbellulata","Piptocarpha umbellulata","(Spreng.) Baker",NA,"Bowie, J",NA,"Southern America","Brazil","Habitat in sylvis prope Rio de Janeiro, e. gr. in monte Corcovado etc",NA,NA,NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","2017-09-11 17:08:21-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Asteraceae","Piptocarpha","umbellulata","Piptocarpha umbellulata","(Spreng.) Baker",NA,"Vauthier, AC",NA,"Southern America","Brazil","Habitat in sylvis prope Rio de Janeiro, e. gr. in monte Corcovado etc",NA,NA,NA,NA,"103","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","2017-09-11 17:08:21-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Asteraceae","Piptocarpha","umbellulata","Piptocarpha umbellulata","(Spreng.) Baker",NA,"Martius, C",NA,"Southern America","Brazil","Habitat in sylvis prope Rio de Janeiro, e. gr. in monte Corcovado etc",NA,"Herb. Fl. Bras. 199",NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","2017-09-11 17:08:21-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Asteraceae","Piptocarpha","umbellulata","Piptocarpha umbellulata","(Spreng.) Baker",NA,"Lund, PW",NA,"Southern America","Brazil","Habitat in sylvis prope Rio de Janeiro, e. gr. in monte Corcovado etc",NA,NA,NA,NA,"459","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","2017-09-11 17:08:21-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Asteraceae","Piptocarpha","umbellulata","Piptocarpha umbellulata","(Spreng.) Baker",NA,"Gaudichaud Beaupré, C",NA,"Southern America","Brazil","Habitat in sylvis prope Rio de Janeiro, e. gr. in monte Corcovado etc",NA,NA,NA,NA,"678","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","2017-09-11 17:08:21-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Asteraceae","Piptocarpha","umbellulata","Piptocarpha umbellulata","(Spreng.) Baker",NA,"Burchell, WJ",NA,"Southern America","Brazil","Habitat in sylvis prope Rio de Janeiro, e. gr. in monte Corcovado etc",NA,NA,NA,NA,"797-2","Rio de Janeiro","-43.2075","-22.9028",NA,NA,"Rio de Janeiro","57442","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","2017-09-11 17:08:21-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Asteraceae","Piptocarpha","umbellulata","Piptocarpha umbellulata","(Spreng.) Baker",NA,"Bowie, J",NA,"Southern America","Brazil","Habitat in sylvis prope Rio de Janeiro, e. gr. in monte Corcovado etc",NA,NA,NA,NA,"s.n.","Rio de Janeiro","-43.2075","-22.9028",NA,NA,"Rio de Janeiro","57442","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","2017-09-11 17:08:21-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Asteraceae","Piptocarpha","umbellulata","Piptocarpha umbellulata","(Spreng.) Baker",NA,"Cunningham, A",NA,"Southern America","Brazil","Habitat in sylvis prope Rio de Janeiro, e. gr. in monte Corcovado etc",NA,NA,NA,NA,"s.n.","Rio de Janeiro","-43.2075","-22.9028",NA,NA,"Rio de Janeiro","57442","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
