"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","barcode","imagecode","phylum","order","infraspecificEpithet","typeStatus","continentOcean","preparationType","occurrenceRemarks","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","class","fieldNumber","individualCount","relationshipType","relatedCatalogItem","sex"
"637","2008-05-27 22:02:00-03","MO","MOBOT","435282","PreservedSpecimen","Plantae","Convolvulaceae","Ipomoea","hederifolia","Ipomoea hederifolia","L.","D.F. Austin (FAU)",NA,NA,NA,"Bruce K. Holst|H. van der Werff","Holst 2521","1985","11","2","Venezuela","Bolívar",NA,"CEDENO: Cerro El Medano, 22.5 kms SW of Caicara, 100-200 m. Laja and surrounding rocky savanna slopes; 7º36'N, 66º15'W.","-66.25","7.6",NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,"100.00000000","200.00000000",NA,NA,NA,"85-55","3",NA,NA,NA
"638","2015-02-18 11:04:00-02","MO","MOBOT","778035","PreservedSpecimen","Plantae","Convolvulaceae","Ipomoea","hederifolia","Ipomoea hederifolia","L.","J.E. Eckenwalder (ROM)",NA,NA,NA,"Felix Woytkowski","Woytkowski 7189","1962","3",NA,"Peru","San Martín","Huallaga","Distrito Saposoa. Huinguillo, south of Juanhui, along the shores of the Rio Huallaga.","-76.7275","-7.1769445",NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,"400.00000000","600.00000000",NA,NA,NA,"17","3",NA,NA,NA
"639","2016-09-13 11:23:00-03","MO","MOBOT","798294","PreservedSpecimen","Plantae","Convolvulaceae","Ipomoea","hederifolia","Ipomoea hederifolia","L.","D.F. Austin (FAU)",NA,NA,NA,"Abundio Sagástegui A.|et al.","Sagástegui Alva 9716","1981","4","3","Peru","Cajamarca","Contumazá","Yetón (San Benito - Guzmango).","-78.8130556","-7.395",NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,"2200.00000000",NA,NA,NA,NA,"138","3",NA,NA,NA
"640","2008-05-27 22:02:00-03","MO","MOBOT","911121","PreservedSpecimen","Plantae","Convolvulaceae","Ipomoea","hederifolia","Ipomoea hederifolia","L.","J.E. Eckenwalder",NA,NA,NA,"Miguel Bang","Bang 490","1890",NA,NA,"Bolivia","La Paz","Nor Yungas","Yungas.","-68.01","-15.75",NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"641","2014-03-18 14:58:00-03","MO","MOBOT","935792","PreservedSpecimen","Plantae","Convolvulaceae","Ipomoea","hederifolia","Ipomoea hederifolia","L.","J. Wood (OXF)",NA,NA,NA,"E. Ramos|Mario Saldias P.|René Guillén V.|Antony Jardim|Juan Surubí","Ramos 5","1994","3","25","Bolivia","Santa Cruz","Velasco","Cerro Pelao.","-61.5333333","-14.5333333",NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,"400.00000000",NA,NA,NA,NA,NA,"4",NA,NA,NA
"642","2013-01-28 05:13:00-02","MO","MOBOT","938025","PreservedSpecimen","Plantae","Convolvulaceae","Ipomoea","hederifolia","Ipomoea hederifolia","L.",NA,NA,NA,NA,"René Guillén V.|Juan Surubí","Guillén Villarroel 1242","1994","3","31","Bolivia","Santa Cruz","Velasco","Cerro Pelao. NE a 200 m de la Parcela; bosque semideciduo; suelos superficiales con afloramiento de roca.","-61.49222","-14.53166",NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,"450.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA
"643","2008-10-11 03:33:00-03","MO","MOBOT","938682","PreservedSpecimen","Plantae","Convolvulaceae","Ipomoea","hederifolia","Ipomoea hederifolia","L.","D.F. Austin (ARIZ)",NA,NA,NA,"Timothy J. Killeen|Jean Wellens","Killeen 6274","1994","5","11","Bolivia","Santa Cruz","Velasco","Reserva Forestal. Bajo Paraguá. Cerro Pelao. Bosque y matorral deciduo, sobre laja.","-61.49277","-14.54444",NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,"450.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA
"644","2008-05-27 22:02:00-03","MO","MOBOT","3266737","PreservedSpecimen","Plantae","Convolvulaceae","Ipomoea","hederifolia","Ipomoea hederifolia","L.","R. de Michel",NA,NA,NA,"José Balderrama","Balderrama 583","1995","6","22","Bolivia","Beni",NA,"Prov Gral & Yacuma, Estacion Biologica del Beni, comunidad Totaizal en el chaco de Juan Balderrama.","-66.61666","-14.5",NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,"200.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA
"645","2009-07-24 11:05:00-03","MO","MOBOT","2380171","PreservedSpecimen","Plantae","Convolvulaceae","Ipomoea","ramosissima","Ipomoea ramosissima","(Poir.) Choisy",NA,NA,NA,NA,"Diego Reyes|Lorena Carrillo","Reyes 507","2004","5","6","Ecuador","Orellana","Loreto","Comunidad Indillama, a 0:30 horas en deslizador del Puerto Pompeya aguas abajo por el Río Napo. Bosque muy húmedo tropical. Bosque poco intervenido. Suelo oxisol, rojo. Proyecto Etnobotánico del Herbario Nacional, co-financiado por PetroEcuador.","-76.5166667","-0.4333333",NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,"280.00000000",NA,NA,NA,NA,NA,"3",NA,NA,NA
"646","2009-07-24 11:14:00-03","MO","MOBOT","2382643","PreservedSpecimen","Plantae","Convolvulaceae","Ipomoea","ramosissima","Ipomoea ramosissima","(Poir.) Choisy",NA,NA,NA,NA,"Lorena Carrillo|Diego Reyes","Carrillo 447","2004","5","12","Ecuador","Orellana","Loreto","Etnia Kichwa. Comunidad Indillama. Bosque muy húmedo tropical, con áres pantanosas. Suelo arcilloso amarillento. Proyecto Etnobotánico del Herbario Nacional, co-financiado por PetroEcuador.","-76.5166667","-0.4333333",NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,"250.00000000",NA,NA,NA,NA,NA,"4",NA,NA,NA
"647","2017-06-14 08:58:00-03","MO","MOBOT","100270096","PreservedSpecimen","Plantae","Convolvulaceae","Ipomoea","ramosissima","Ipomoea ramosissima","(Poir.) Choisy","J.R.I. Wood (OXF)",NA,NA,NA,"L. Hernani","Hernani 299","2007","8","27","Peru","Pasco","Oxapampa","Dist. Palcazú. Comunidad Nativa Santa Rosa de Chuchurras.","-75.2180556","-10.14",NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,"296.00000000",NA,NA,NA,NA,NA,"6",NA,NA,NA
"648","2017-06-14 08:56:00-03","MO","MOBOT","100390053","PreservedSpecimen","Plantae","Convolvulaceae","Ipomoea","ramosissima","Ipomoea ramosissima","(Poir.) Choisy","J.R.I. Wood (OXF)",NA,NA,NA,"José Ayerbe|A. Peña","Ayerbe 162","2008","7","25","Peru","Pasco","Oxapampa","Dist. Pozuzo. Sector Yulitunqui.","-75.5269445","-10.2788889",NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,"1700.00000000",NA,NA,NA,NA,"4","5",NA,NA,NA
"649","2019-01-25 04:36:00-02","MO","MOBOT","100395291","PreservedSpecimen","Plantae","Convolvulaceae","Ipomoea","ramosissima","Ipomoea ramosissima","(Poir.) Choisy","J.R.I. Wood (OXF)",NA,NA,NA,"Luis Valenzuela G.|J.L. Mateo","Valenzuela Gamarra 13336","2009","8","18","Peru","Pasco","Oxapampa","Dist. Pozuzo. Parque Nacional Yanachaga Chemillen, Sector Huampal, (Vegetación Cañon de Huancabamba), trocha Robin Foster, Pan de Azucar.","-75.5838889","-10.1919444",NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,"1189.00000000",NA,NA,NA,NA,"27","5",NA,NA,NA
"650","2017-05-22 09:36:00-03","MO","MOBOT","100599572","PreservedSpecimen","Plantae","Convolvulaceae","Ipomoea","ramosissima","Ipomoea ramosissima","(Poir.) Choisy",NA,NA,NA,NA,"Walter A. Palacios|N. Jaramillo|Milton Tirado","Palacios Cuenca 14504","1999","7","14","Ecuador","Pastaza",NA,"Asociacion. Comuna Waraní, puerto Waraní. Aqua Rap. Conservation International PE-04.","-76.8","-2.2333333",NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,"128","3",NA,NA,NA
"651","2015-04-21 10:47:00-03","MO","MOBOT","100810333","PreservedSpecimen","Plantae","Convolvulaceae","Ipomoea","ramosissima","Ipomoea ramosissima","(Poir.) Choisy","J.R.I. Wood (OXF)",NA,NA,NA,"Franklin Ayala","Ayala Flores 809","1975","4","16","Peru","Loreto","Maynas","Iquitos. Moronacocha.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"652","2016-04-05 15:42:00-03","MO","MOBOT","100905018","PreservedSpecimen","Plantae","Convolvulaceae","Ipomoea","ramosissima","Ipomoea ramosissima","(Poir.) Choisy","N. Ritter (NHA)",NA,NA,NA,"Nur Ritter|Garrett E. Crow|J. Crow","Ritter 3442","1996","8","2","Bolivia","Santa Cruz","Andrés Ibáñez","A large (ca. 10-15 hectares) wetland complex, across the highway from the international airport.","-63.1666667","-17.65",NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,"130.00000000",NA,NA,NA,NA,NA,"1",NA,NA,NA
"653","2017-11-14 15:33:00-02","MO","MOBOT","1087458","PreservedSpecimen","Plantae","Convolvulaceae","Ipomoea","ramosissima","Ipomoea ramosissima","(Poir.) Choisy","R. Simao-Bianchini (SP)",NA,NA,NA,"Roy F. Steinbach","Steinbach 328","1966","6","29","Bolivia","Santa Cruz","Andrés Ibáñez","Angostura.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,"550.00000000",NA,NA,NA,NA,NA,"1",NA,NA,NA
"654","2014-03-05 15:09:00-03","MO","MOBOT","1151971","PreservedSpecimen","Plantae","Convolvulaceae","Ipomoea","ramosissima","Ipomoea ramosissima","(Poir.) Choisy","J.R.I. Wood (OXF)",NA,NA,NA,"Lupita Sánchez A.|E. Guzmán","Sánchez Acebo 418","1997","3","19","Bolivia","Santa Cruz","Velasco","Parque Nacional Noel Kempff Mercado. Florida, Bosque alto cercano al Río Paraguá.","-60.9308334","-14.5577778",NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,"200.00000000",NA,NA,NA,NA,NA,"3",NA,NA,NA
"655","2013-11-13 21:29:00-02","MO","MOBOT","1156223","PreservedSpecimen","Plantae","Convolvulaceae","Ipomoea","ramosissima","Ipomoea ramosissima","(Poir.) Choisy","J.R.I. Wood (OXF)",NA,NA,NA,"J. Guillén|Alfredo F. Fuentes|Marisol Garvizu","Guillén 295","1997","1","24","Bolivia","Santa Cruz","Velasco","Camino de Florida hacia las Mechitas.","-61.49777","-14.54305",NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,"450.00000000",NA,NA,NA,NA,NA,"3",NA,NA,NA
"656","2017-06-16 09:06:00-03","MO","MOBOT","1189321","PreservedSpecimen","Plantae","Convolvulaceae","Ipomoea","ramosissima","Ipomoea ramosissima","(Poir.) Choisy","J.R.I. Wood (OXF)",NA,NA,NA,"José Campos de la Cruz|O. Díaz","Campos de la Cruz 2352","1996","2","3","Peru","Cajamarca","San Ignacio","Distrito Chirinos: Los Juntas, margen izquierda del Río Tabaconas.","-78.76666","-5.35",NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,"550.00000000","650.00000000",NA,NA,NA,"28","7",NA,NA,NA
"657","2017-06-16 09:06:00-03","MO","MOBOT","1190509","PreservedSpecimen","Plantae","Convolvulaceae","Ipomoea","ramosissima","Ipomoea ramosissima","(Poir.) Choisy","J.R.I. Wood (OXF)",NA,NA,NA,"José Campos de la Cruz|O. Díaz","Campos de la Cruz 2383","1996","2","4","Peru","Cajamarca","San Ignacio","Distrito Chirinos: El Tablón.","-78.76666","-5.28333",NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,"600.00000000","700.00000000",NA,NA,NA,"29","8",NA,NA,NA
"658","2017-06-22 16:57:00-03","MO","MOBOT","1193406","PreservedSpecimen","Plantae","Convolvulaceae","Ipomoea","ramosissima","Ipomoea ramosissima","(Poir.) Choisy","J.R.I. Wood (OXF)",NA,NA,NA,"José Campos de la Cruz|Pacifico Díaz","Campos de la Cruz 2611","1996","4","16","Peru","Cajamarca","San Ignacio","Distrito San José de Lourdes: Margen derecha del Río Chirinos (Río mira flores).","-78.76666","-5.2",NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,"600.00000000","700.00000000",NA,NA,NA,"40","6",NA,NA,NA
"659","2013-11-15 16:44:00-02","MO","MOBOT","1242703","PreservedSpecimen","Plantae","Convolvulaceae","Ipomoea","ramosissima","Ipomoea ramosissima","(Poir.) Choisy","J.R.I. Wood",NA,NA,NA,"Harriet G. Barclay","Barclay 4952","1957","8","16","Ecuador",NA,NA,"Selva, Shandia","-77.9","-1.1",NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"660","2013-07-28 05:59:00-03","MO","MOBOT","1268524","PreservedSpecimen","Plantae","Convolvulaceae","Ipomoea","ramosissima","Ipomoea ramosissima","(Poir.) Choisy","D. F. Austin",NA,NA,NA,"Gunnar Wilhelm Harling","Harling 5120","1959","5","21","Ecuador","Galapagos",NA,"Fortune",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,"300.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA
"661","2017-06-16 09:00:00-03","MO","MOBOT","1433236","PreservedSpecimen","Plantae","Convolvulaceae","Ipomoea","ramosissima","Ipomoea ramosissima","(Poir.) Choisy","J.R.I. Wood (OXF)",NA,NA,NA,"Rodolfo Vásquez|José Campos de la Cruz","Vásquez Martínez 25392","1998","9","2","Peru","Amazonas",NA,"Mariscal Benavides. Michina. Bosque secundario.","-77.50777","-6.37722",NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,"1420.00000000","1700.00000000",NA,NA,NA,NA,"8",NA,NA,NA
"662","2017-06-16 09:05:00-03","MO","MOBOT","1553698","PreservedSpecimen","Plantae","Convolvulaceae","Ipomoea","ramosissima","Ipomoea ramosissima","(Poir.) Choisy","J.R.I. Wood (OXF)",NA,NA,NA,"José Campos de la Cruz","Campos de la Cruz 6321","1999","9","20","Peru","Cajamarca","San Ignacio","Huarango. San Martín de Chinchipe. Bosque secundario","-78.66666","-5.31666",NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,"900.00000000",NA,NA,NA,NA,NA,"8",NA,NA,NA
"663","2011-11-23 16:32:00-02","MO","MOBOT","1741827","PreservedSpecimen","Plantae","Convolvulaceae","Ipomoea","ramosissima","Ipomoea ramosissima","(Poir.) Choisy",NA,NA,NA,NA,"Ramiro Fonnegra G.|et al.","Fonnegra G. 2741","1989","4","22","Colombia","Antioquia","Fredonia","Vereda Ubital",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,"1750.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA
"664","2017-06-14 09:03:00-03","MO","MOBOT","1905809","PreservedSpecimen","Plantae","Convolvulaceae","Ipomoea","ramosissima","Ipomoea ramosissima","(Poir.) Choisy","J.R.I. Wood (OXF)",NA,NA,NA,"Rodolfo Vásquez","Vásquez Martínez 27727","2002","7","7","Peru","Pasco","Oxapampa","Distrito Palcazu. Bosque de Protección San Matías-San Carlos. Bosque intervenido (Borde de carretera).","-74.91666","-10.73333",NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,"900.00000000","1600.00000000",NA,NA,NA,NA,"1",NA,NA,NA
"665","2017-08-25 05:21:00-03","MO","MOBOT","1907012","PreservedSpecimen","Plantae","Convolvulaceae","Ipomoea","ramosissima","Ipomoea ramosissima","(Poir.) Choisy","J.R.I. Wood (OXF)",NA,NA,NA,"Abel Monteagudo|Carlos Mateo|Gregorio Ortiz","Monteagudo Mendoza 4031","2002",NA,NA,"Peru","Pasco","Oxapampa","Distrito Pozuzo. Puesto de vigilancia Huampal. Remanentes de Bosque primario.","-75.56666","-10.18333",NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,"1250.00000000",NA,NA,NA,NA,NA,"10",NA,NA,NA
"666","2016-03-06 14:02:00-03","MO","MOBOT","1913264","PreservedSpecimen","Plantae","Convolvulaceae","Ipomoea","ramosissima","Ipomoea ramosissima","(Poir.) Choisy","J.R.I. Wood",NA,NA,NA,"H. van der Werff|Rodolfo Vásquez|Bruce Gray|Rosa Ortiz|Nállarett Dávila","van der Werff 17955","2003","7","2","Peru","Pasco","Oxapampa","Along road to Pozuzo-Oxapampa in P.N. Yanachaga. Montane forest.","-75.56666","-10.18333",NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,"1200.00000000",NA,NA,NA,NA,"330","3",NA,NA,NA
"667","2019-01-25 04:35:00-02","MO","MOBOT","1927858","PreservedSpecimen","Plantae","Convolvulaceae","Ipomoea","ramosissima","Ipomoea ramosissima","(Poir.) Choisy","J.R.I. Wood (OXF)",NA,NA,NA,"Washington L. Galiano|Percy Núñez V.|Luis Valenzuela G.|Jim Farfán|A. Rodríguez|F. Carazas","Galiano 4331a","2002","9","13","Peru","Cusco","Calca","Dist. Quebrada, Quebrada Onda, Bosque Intervenido","-72.2758334","-12.685",NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,"1200.00000000",NA,NA,NA,NA,NA,"5",NA,NA,NA
"668","2014-09-18 05:38:00-03","MO","MOBOT","1943035","PreservedSpecimen","Plantae","Convolvulaceae","Ipomoea","ramosissima","Ipomoea ramosissima","(Poir.) Choisy","J.R.I. Wood (OXF)",NA,NA,NA,"N. Raes|G. Iraipi","Raes 93","2003","3","15","Bolivia","Santa Cruz","Guarayos","60 km from Ascension de Guarayos","-62.91666","-15.78333",NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,"200.00000000",NA,NA,NA,NA,NA,"8",NA,NA,NA
"669","2017-06-16 09:01:00-03","MO","MOBOT","2204526","PreservedSpecimen","Plantae","Convolvulaceae","Ipomoea","ramosissima","Ipomoea ramosissima","(Poir.) Choisy","J.R.I. Wood (OXF)",NA,NA,NA,"Efraín Suclli","Suclli Montañés 1086","2003","8","17","Peru","Cusco","Calca","Dist. Quebrada, Yanatile, Punta Lacco, Bosque Intervenido","-72.33333","-12.63333",NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,"2900.00000000",NA,NA,NA,NA,NA,"6",NA,NA,NA
"670","2017-06-14 08:59:00-03","MO","MOBOT","2208124","PreservedSpecimen","Plantae","Convolvulaceae","Ipomoea","ramosissima","Ipomoea ramosissima","(Poir.) Choisy","J.R.I. Wood (OXF)",NA,NA,NA,"K. Meza","Meza 0120","2003","8","23","Peru","Pasco","Oxapampa","Distrito Pozuzo. Carretera Pozuzo-Prusia. Margen derecho rio Huancabamba. Bosque secundario","-75.53333","-10.08333",NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,"762.00000000",NA,NA,NA,NA,NA,"7",NA,NA,NA
"671","2017-06-16 09:09:00-03","MO","MOBOT","2209564","PreservedSpecimen","Plantae","Convolvulaceae","Ipomoea","ramosissima","Ipomoea ramosissima","(Poir.) Choisy","J.R.I. Wood (OXF)",NA,NA,NA,"Gloria Calatayud|Isau Huamantupa|Efraín Suclli|E. Acurio","Calatayud Hermosa 1452","2003","6","15","Peru","Cusco",NA,"Dist. Santa Ana, Poromate, Bosque Primario Intervenido","-72.78333","-12.91666",NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,"2118.00000000",NA,NA,NA,NA,NA,"7",NA,NA,NA
"672","2017-06-14 09:01:00-03","MO","MOBOT","2210071","PreservedSpecimen","Plantae","Convolvulaceae","Ipomoea","ramosissima","Ipomoea ramosissima","(Poir.) Choisy","J.R.I. Wood (OXF)",NA,NA,NA,"Rocío Rojas","Rojas Gonzáles 1171","2003","8","11","Peru","Pasco","Oxapampa","Distrito Pozuzo. Puesto de Control Huampal. Remanente de bosque, borde de carretera","-75.56666","-10.18333",NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,"1100.00000000",NA,NA,NA,NA,NA,"6",NA,NA,NA
"673","2017-06-14 09:01:00-03","MO","MOBOT","2210336","PreservedSpecimen","Plantae","Convolvulaceae","Ipomoea","ramosissima","Ipomoea ramosissima","(Poir.) Choisy","J.R.I. Wood (OXF)",NA,NA,NA,"Rocío Rojas","Rojas Gonzáles 1319","2003","8","13","Peru","Pasco","Oxapampa","Distrito Pozuzo. Puesto de Control Huampal. Remanente de bosque, borde de carretera","-75.56666","-10.18333",NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,"1100.00000000",NA,NA,NA,NA,NA,"10",NA,NA,NA
"674","2017-06-16 09:09:00-03","MO","MOBOT","2211358","PreservedSpecimen","Plantae","Convolvulaceae","Ipomoea","ramosissima","Ipomoea ramosissima","(Poir.) Choisy","J.R.I. Wood (OXF)",NA,NA,NA,"Gloria Calatayud","Calatayud Hermosa 1610","2003","6","21","Peru","Cusco",NA,"Dist. Santa Ana, Esmeralda, Bosque Intervenido","-72.76666","-12.9",NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,"1700.00000000",NA,NA,NA,NA,NA,"4",NA,NA,NA
"675","2009-08-20 08:33:00-03","MO","MOBOT","2339711","PreservedSpecimen","Plantae","Convolvulaceae","Ipomoea","ramosissima","Ipomoea ramosissima","(Poir.) Choisy","Chiarini, F.",NA,NA,NA,"María A. Negritto|Gloria E. Barboza|Franco E. Chiarini|Marisa Matesevach","Negritto 495","2002","3","12","Argentina","Salta","Santa Victoria","Entre Los Toldos y La Misión, sobre ruta provincial nº 19","-64.72361","-22.37416",NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,"1807.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA
"676","2020-09-02 06:58:00-03","MO","MOBOT","2701978","PreservedSpecimen","Plantae","Convolvulaceae","Ipomoea","ramosissima","Ipomoea ramosissima","(Poir.) Choisy","J.R.I. Wood (OXF)",NA,NA,NA,"L. Cayola","Cayola Pérez 1743","2005","6","8","Bolivia","La Paz","Franz Tamayo","Parque Nacional y Area Natural de Manejo Integrado Madidi. NW de Apolo, Asariamas, Rio Resina. Bosque andino semideciduo con Anadenanthera colubrina, Trichilia sp., Capparis sp., ladera. Plantas secadas en campo.","-68.5411111","-14.3138889",NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,"721.00000000",NA,NA,NA,NA,"05-25","2",NA,NA,NA
"677","2017-06-16 09:03:00-03","MO","MOBOT","2738318","PreservedSpecimen","Plantae","Convolvulaceae","Ipomoea","ramosissima","Ipomoea ramosissima","(Poir.) Choisy","J.R.I. Wood (OXF)",NA,NA,NA,"Isau Huamantupa","Huamantupa Chuquimaco 4521","2004","3","27","Peru","Cusco","La Convención","Dist. Maranura, Santa Maria. Bosque Seco.","-72.55055","-13.00472",NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,"1207.00000000",NA,NA,NA,NA,NA,"3",NA,NA,NA
"678","2017-06-16 09:04:00-03","MO","MOBOT","2740967","PreservedSpecimen","Plantae","Convolvulaceae","Ipomoea","ramosissima","Ipomoea ramosissima","(Poir.) Choisy","J.R.I. Wood (OXF)",NA,NA,NA,"Washington L. Galiano|Efraín Suclli|A. Rodríguez|A. Carazas","Galiano 6626","2004","7","18","Peru","Cusco","La Convención","Dist. Vilcabamba, Chiwanquiri, Bosque Secundario.","-73.135","-12.75444",NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,"881.00000000",NA,NA,NA,NA,NA,"7",NA,NA,NA
"679","2017-06-16 09:07:00-03","MO","MOBOT","2745929","PreservedSpecimen","Plantae","Convolvulaceae","Ipomoea","ramosissima","Ipomoea ramosissima","(Poir.) Choisy","J.R.I. Wood (OXF)",NA,NA,NA,"Gloria Calatayud|Isau Huamantupa|L. Cárdenas|H. Coasaca|E. Apaza","Calatayud Hermosa 2382","2004","4","22","Peru","Cusco","La Convención","Dist. Huayopata, Miradorpata. Bosque Secundario Seco.","-72.55055","-13.00472",NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,"1900.00000000",NA,NA,NA,NA,NA,"9",NA,NA,NA
"680","2017-06-16 09:08:00-03","MO","MOBOT","2746605","PreservedSpecimen","Plantae","Convolvulaceae","Ipomoea","ramosissima","Ipomoea ramosissima","(Poir.) Choisy","J.R.I. Wood (OXF)",NA,NA,NA,"Gloria Calatayud|Isau Huamantupa|V. Chama","Calatayud Hermosa 2554","2004","7","20","Peru","Cusco","La Convención","Dist. Vilcabamba, Chihuankiri. Bosque Secundario.","-73.13833","-12.805",NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,"1099.00000000",NA,NA,NA,NA,NA,"3",NA,NA,NA
"681","2019-01-25 04:35:00-02","MO","MOBOT","2748124","PreservedSpecimen","Plantae","Convolvulaceae","Ipomoea","ramosissima","Ipomoea ramosissima","(Poir.) Choisy","J.R.I. Wood (OXF)",NA,NA,NA,"Luis Valenzuela G.|Efraín Suclli|Gloria Calatayud","Valenzuela Gamarra 2961","2004","3","17","Peru","Cusco","La Convención","Dist. Santa Ana, Poromate, Bosque Secundario","-72.76805","-12.9025",NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,"1050.00000000",NA,NA,NA,NA,NA,"6",NA,NA,NA
"682","2019-01-25 04:35:00-02","MO","MOBOT","2748368","PreservedSpecimen","Plantae","Convolvulaceae","Ipomoea","ramosissima","Ipomoea ramosissima","(Poir.) Choisy","J.R.I. Wood (OXF)",NA,NA,NA,"Luis Valenzuela G.|Efraín Suclli|Gloria Calatayud","Valenzuela Gamarra 3104","2004","3","22","Peru","Cusco","La Convención","Dist. Maranura, Maranura, Bosque Secundario Seco","-72.165","-12.91305",NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,"1636.00000000",NA,NA,NA,NA,NA,"7",NA,NA,NA
"683","2014-01-15 13:03:00-02","MO","MOBOT","2826885","PreservedSpecimen","Plantae","Convolvulaceae","Ipomoea","ramosissima","Ipomoea ramosissima","(Poir.) Choisy","J.R.I. Woods (OXF)",NA,NA,NA,"Basil Stergios","Stergios 6629","1984","1","20","Venezuela","Portuguesa",NA,"Las Cruces. Quebrada Cuchilla Alta, entrando por El Mosquito. Selva de galería y húmeda montano bajo, hasta su desemboque al río Guaguero. 9º15 N. Lat; 70º01 O. Long.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"684","2013-11-13 21:15:00-02","MO","MOBOT","2833441","PreservedSpecimen","Plantae","Convolvulaceae","Ipomoea","ramosissima","Ipomoea ramosissima","(Poir.) Choisy","J.R.I. Wood (OXF)",NA,NA,NA,"Boris A. Krukoff","Krukoff 10692","1939","7","27","Bolivia","La Paz","Sud Yungas","Basin of Rio Bopi, Asunta (near Evenay).","-67.1605556","-16.0275",NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,"690.00000000","750.00000000",NA,NA,NA,NA,NA,NA,NA,NA
