"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","imagecode","identifiedBy","coordinatePrecision","geoFlag","class","typeStatus","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","fieldNumber","individualCount","relatedCatalogItem"
"11","2020-11-04 11:12:27-03","ESALQ","ESA","37351","PreservedSpecimen","Plantae","Malpighiaceae","Aspicarpa","sericea","Aspicarpa sericea","Elias, S.I.; Silva, M.M.R.; Amador, D.B.; Freitas, F.O.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.; Ivanauskas, N.M.; Souza, J.P.; Vanini, A.","240.0","1997","12","16",NA,"Brasil",NA,NA,"Erva de 7 cm. Flores amarelas.","ESA037351","Magnoliophyta",NA,"(A.St.-Hil.) Nied.","São Paulo","Bom Sucesso de Itararé","Fazenda Santa Maria do Espinho e Saco Grande. Campo","-491.535","-241.614",NA,NA,"ESA037351","V.C.Souza, XII/1997",NA,NA,NA,NA,"-491,535","-241,614",NA,NA,NA,NA,NA,NA
"12","2020-11-04 11:12:27-03","ESALQ","ESA","85428","PreservedSpecimen","Plantae","Malpighiaceae","Aspicarpa","sericea","Aspicarpa sericea","Paula-Souza, J.; Souza, V.C.; Mazine, F.F.; Lucas, E.; Romão, G.O.","3640.0","2003","11","13",NA,"Brasil",NA,NA,"Erva, 15-20cm alt., flores amarelas","ESA085428","Magnoliophyta",NA,NA,"São Paulo","Itararé","4km de Itararé para Bom Sucesso de Itararé. Beira de estrada","-49.17","-24.08","840","840","ESA085428","Souza, V.C.",NA,NA,NA,NA,"-49.17","-24.08",NA,NA,NA,NA,NA,NA
"13","2020-11-04 11:12:27-03","ESALQ","ESA","37352","PreservedSpecimen","Plantae","Malpighiaceae","Aspicarpa","sericea","Aspicarpa sericea","Elias, S.I.; Silva, M.M.R.; Amador, D.B.; Freitas, F.O.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.; Ivanauskas, N.M.; Souza, J.P.; Vanini, A.","204.0","1997","12","16",NA,"Brasil",NA,NA,"Erva de 20 cm. Glândulas do cálice verdes. Pétalas amarelas.","ESA037352","Magnoliophyta",NA,"(A.St.-Hil.) Nied.","São Paulo","Bom Sucesso de Itararé","Fazenda Santa Maria do Espinho e Saco Grande. Campo","-491.535","-241.614",NA,NA,"ESA037352","Souza, V.C.",NA,NA,NA,NA,"-491,535","-241,614",NA,NA,NA,NA,NA,NA
"14","2020-11-04 11:12:27-03","ESALQ","ESA","21304","PreservedSpecimen","Plantae","Malpighiaceae","Aspicarpa","sericea","Aspicarpa sericea","Souza, V.C. et al.","7025.0","1994","11","12",NA,"Brasil",NA,NA,NA,"ESA021304","Magnoliophyta",NA,"(A.St.-Hil.) Nied.","São Paulo","Itapeva",NA,"-48.8699989318848","-23.9799995422363",NA,NA,"ESA021304","Souza, V.C.","42926","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2020-11-04 11:12:27-03","ESALQ","ESA","21295","PreservedSpecimen","Plantae","Malpighiaceae","Aspicarpa","sericea","Aspicarpa sericea","Souza, V.C. et al.","7065.0","1994","11","12",NA,"Brasil",NA,NA,NA,"ESA021295","Magnoliophyta",NA,"(A.St.-Hil.) Nied.","São Paulo","Itapeva",NA,"-48.8699989318848","-23.9799995422363",NA,NA,"ESA021295","Souza, V.C.","42926","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2020-11-04 11:12:27-03","ESALQ","ESA","17068","PreservedSpecimen","Plantae","Malpighiaceae","Aspicarpa","sericea","Aspicarpa sericea","Scaramuzza, C.A.M. ; Souza, V.C.","587.0","1989","09","24",NA,"Brasil",NA,NA,NA,"ESA017068","Magnoliophyta",NA,"(A.St.-Hil.) Nied.","São Paulo","Itararé",NA,"-49.3400001525879","-24.1100006103516",NA,NA,"ESA017068","Mamede, M.C.H.","27729","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2020-11-04 11:12:27-03","ESALQ","ESA","17064","PreservedSpecimen","Plantae","Malpighiaceae","Aspicarpa","sericea","Aspicarpa sericea","Sakuragui, C.M. et al.","321.0","1993","10","01",NA,"Brasil",NA,NA,NA,"ESA017064","Magnoliophyta",NA,NA,"São Paulo","Itararé",NA,"-49.3400001525879","-24.1100006103516",NA,NA,"ESA017064",NA,"27729","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2020-11-04 11:12:27-03","ESALQ","ESA","9295","PreservedSpecimen","Plantae","Malpighiaceae","Aspicarpa","sericea","Aspicarpa sericea","Souza, V.C. et al.","3550.0","1993","05","19",NA,"Brasil",NA,NA,NA,"ESA009295","Magnoliophyta",NA,"(A.St.-Hil.) Nied.","São Paulo","Itararé",NA,"-49.3400001525879","-24.1100006103516",NA,NA,"ESA009295","Mamede, M.C.H.","27729","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2020-11-04 10:56:02-03","ESALQ","ESA","133859","PreservedSpecimen","Plantae","Malpighiaceae","Aspicarpa","sericea","Aspicarpa sericea","J.S. Silva; M.F. Silveira; R.T. Queiroz; A.J.C. Silva; L.C. Garcia","686.0","2009","04","22",NA,"Brasil",NA,NA,"Erva 10cm com flores amarelas.","ESA133859",NA,NA,NA,"Paraná","Telêmaco Borba","Fazenda Monte Alegre. Campo atrás do centro de integração.","-50.6156005859375","-24.3239002227783",NA,NA,NA,NA,"35037","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2020-11-19 10:24:05-03","CPAP","CPAP","14624","PreserverdSpecimen","Plantae","Malpighiaceae","Aspicarpa","sericea","Aspicarpa sericea","Pott, A.","7588","1995","10","05",NA,"Brasil",NA,NA,"Erva ascendente, com xilopódio. FLOR: amarela. FRUTO: . INTERESSE: Levantamento florístico. FREQUÊNCIA: Esparsa. AMBIENTE: Cerrado 4m altura; com Luehea paniculata e Hyparrhenia rufa. SUBSTRATO: litossolo de basalto. RELEVO: topo de morro.",NA,NA,NA,"Griseb.","MS","Terenos","Estrada MS-355 entre Dois Irmãos do Buriti e Terenos","-54.933333","-20.519722","350","350",NA,"A. Francener",NA,NA,NA,NA,"54°56' W","20°31'11'' S","2012","07","04",NA,NA,NA
"21","2020-11-19 10:24:05-03","CPAP","CPAP","2034","PreserverdSpecimen","Plantae","Malpighiaceae","Aspicarpa","sericea","Aspicarpa sericea","Pott, V. J.","222","1985","10","07",NA,"Brasil",NA,NA,"Folha cinza no lado inferior. FLOR: amarela. FRUTO: . INTERESSE: . FREQUÊNCIA: . AMBIENTE: . SUBSTRATO: solo calcário. RELEVO: .",NA,NA,NA,"Griseb.","MS","Corumbá","Corumbá, Calcário Xavier","-57.6533012390137","-19.0091991424561",NA,NA,NA,"M. C. H. Mamede","295160","auto",NA,NA,NA,NA,"2002",NA,NA,NA,NA,NA
"22","2021-04-07 11:45:31-03","UFMS","CGMS","27973","PreservedSpecimen","Plantae","Malpighiaceae","Aspicarpa","sericea","Aspicarpa sericea","L.C.S. Magalhães; R.G. Fernandes","10","2008","09","13",NA,"Brasil",NA,NA,"Flor amarela Habitat: Floresta Estacional Decídua. Habito: Arbusto de 1m","CGMS1057417",NA,NA,"Griseb.","Mato Grosso do Sul","Nioaque","Assentamento Andalucia.","-55.7513889","-20.7927777","202","202",NA,"A. Francener",NA,NA,NA,NA,"-55,7513889","-20,7927777","2009","07","13",NA,NA,NA
"23","2021-04-07 11:45:31-03","UFMS","CGMS","51875","PreservedSpecimen","Plantae","Malpighiaceae","Aspicarpa","sericea","Aspicarpa sericea","A. Pott; V.J. Pott","14917","2007","12","07",NA,"Brasil",NA,NA,"Flor amarela. Fruto não observado. Habitat: Pastagem de Brachiaria decumbens/Hyparrhenia rufa em beira de campo úmido. Solo argiloso vermelho compactado. Relevo plano. Esparsa. Habito: Erva ereta, rizomatosa.","CGMS1081861",NA,NA,"Griseb.","Mato Grosso do Sul","Bonito","Fazenda São Geraldo, 25 km S de Bonito.","-56.5461111","-21.2922222","325","325",NA,"A.M.A. Amorim",NA,NA,NA,NA,"-56,5461111","-21,2922222","2011",NA,NA,NA,NA,NA
"24","2021-04-07 11:45:31-03","UFMS","CGMS","16042","PreservedSpecimen","Plantae","Malpighiaceae","Aspicarpa","sericea","Aspicarpa sericea","D.K. Noguchi; G.P. Nunes; L.E.A.M. Lescano","55","2005","01","13",NA,"Brasil",NA,NA,"Flor amarela. Fruto ausente. Folhas pilosas; face abaxial alba e brilhosa, caule piloso.","CGMS1045562",NA,NA,"Griseb.","Mato Grosso do Sul","Porto Murtinho","Estrada 8.","-57.6475","-21.7111111",NA,NA,NA,"R.F. Almeida",NA,NA,NA,NA,"-57,6475","-21,7111111",NA,NA,NA,NA,NA,NA
"25","2021-04-07 11:45:31-03","UFMS","CGMS","42652","PreservedSpecimen","Plantae","Malpighiaceae","Aspicarpa","sericea","Aspicarpa sericea","A. Pott; V.J. Pott; A.L.B. Sartori; S. Aragaki; L.C.P. Lima; M.Moraes","8855","2001","04","04",NA,"Brasil",NA,NA,"Flor amarela. Habitat: Vegetação secundária arbustiva espinhosa de Chaco. Solo argiloso vértico salino. Relevo plano. Habito: Erva ereta com xilopódio. Esparsa.","CGMS1072634",NA,NA,"Griseb.","Mato Grosso do Sul","Porto Murtinho","Fazenda Costa Mesa, rodovia BR-267, 17km leste de Porto Murtinho.","-57.8824996948242","-21.6989002227783",NA,NA,NA,NA,"185577","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2019-08-20 10:17:16-03","UNICAMP","UEC","93059","S","Plantae","Malpighiaceae","Aspicarpa","sericea","Aspicarpa sericea","Rosa, CMA","s.n.","1995","04","07",NA,"Brazil",NA,NA,"flor, Herbácea ca. 0,20 m de altura. Flor amarela odorífera.","UEC021298","Magnoliopsida",NA,"Griseb.","São Paulo","Itararé","Cerrado na margem esquerda do ribeirão C","-49.3400001525879","-24.1100006103516",NA,NA,"UEC021298","Mamede, MCH","27729","auto",NA,NA,NA,NA,"2001",NA,NA,NA,NA,NA
"27","2019-08-20 10:17:16-03","UNICAMP","UEC","78484","S","Plantae","Malpighiaceae","Aspicarpa","sericea","Aspicarpa sericea","Souza, VC; Souza, JP; Miyagi, PH; Nakagomi, MY","7198","1994","11","13",NA,"Brazil",NA,NA,"flor, Erva. Flores amarelo-alaranjadas. Área de plantação de eucalipto recém-cortada.","UEC021297","Magnoliopsida",NA,"Griseb.","São Paulo","Itararé","Estrada Itararé - Bonsucesso . Fazenda I","-49.3400001525879","-24.1100006103516",NA,NA,"UEC021297","Mamede, MCH","27729","auto",NA,NA,NA,NA,"2001",NA,NA,NA,NA,NA
"28","2021-03-16 17:53:24-03","UCS","HUCS","22404","PreservedSpecimen","Plantae","Malpighiaceae","Aspicarpa","sericea","Aspicarpa sericea","Hatschbach, G.","74228","2002","11","14",NA,"Brasil",NA,NA,"ereta, flor amarela; campo cerrado",NA,"Angiospermae","Malpighiales","Griseb.","Mato Grosso do Sul","Porto Murtinho","Rodovia Bonito-Campo dos Índios, Rio Aquidaban","-57.8824996948242","-21.6989002227783",NA,NA,NA,"Anderson, W.R.","185577","auto",NA,NA,NA,NA,"2003",NA,NA,NA,NA,NA
"29","2018-12-11 13:27:45-02","MNHN","RECOLNAT_MNHN_P","P04023244","PreservedSpecimen",NA,"Malpighiaceae","Aspicarpa","sericea","Aspicarpa sericea","Balansa, B.",NA,"1874",NA,NA,NA,"Paraguay","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04023244' target='other'> <mi>dwc_moreinfo</mi></a>","P04023244",NA,NA,"Griseb.",NA,NA,"Sine loc.",NA,NA,NA,NA,"P04023244_01","Anderson",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2019-03-22 10:57:00-03","MNHN","RECOLNAT_MNHN_P","P04023243","PreservedSpecimen",NA,"Malpighiaceae","Aspicarpa","sericea","Aspicarpa sericea","Balansa, B.",NA,"1876","5","26",NA,"Paraguay","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04023243' target='other'> <mi>dwc_moreinfo</mi></a>","P04023243",NA,NA,"Griseb.",NA,NA,"San-Salvador",NA,NA,NA,NA,"P04023243_01","Anderson",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2417",NA,NA
"31","2020-05-25 15:13:54-03","FSU","FSU","000079135","PreservedSpecimen","Plantae","Malpighiaceae","Aspicarpa","sericea","Aspicarpa sericea","Sonia Machado","163",NA,NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,"Griseb.",NA,NA,NA,"-53.09728997","-10.78430668",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2020-05-25 15:13:54-03","FSU","FSU","000077160","PreservedSpecimen","Plantae","Malpighiaceae","Aspicarpa","sericea","Aspicarpa sericea","Sonia Machado de Campos","173",NA,NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,"Griseb.",NA,NA,NA,"-53.09728997","-10.78430668",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2011-04-06 12:41:00-03","MO","MOBOT","2425607","PreservedSpecimen","Plantae","Malpighiaceae","Aspicarpa","sericea","Aspicarpa sericea","Renée H. Fortunato|Robert Neumann|S. Soto|Ricardo Micheli","Fortunato 7359","2001","11","17","South America","Argentina",NA,NA,NA,NA,NA,NA,"Griseb.","Buenos Aires","Rivadavia","27 km al W de la Curva de Juan por RP 54.","-63.16666","-22.1","369.00000000",NA,NA,"Sborlini, M. P., VII-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2013-10-30 19:29:00-02","MO","MOBOT","100345397","PreservedSpecimen","Plantae","Malpighiaceae","Aspicarpa","sericea","Aspicarpa sericea","G.A. Parada|V.D. Rojas|M. Betancur|M. Huanca","Parada-Gutierrez 2754","2011","1","18","South America","Bolivia",NA,NA,NA,NA,NA,NA,"Griseb.","Santa Cruz","Vallegrande","Camino hacia la localidad de Arenales (Río Mizque).","-64.4105556","-18.3033333","1934.00000000",NA,NA,"G. A. Parada (USZ), 2013",NA,NA,NA,NA,NA,NA,NA,NA,NA,"11-5","1",NA
"35","2014-03-26 12:50:00-03","MO","MOBOT","1004240","PreservedSpecimen","Plantae","Malpighiaceae","Aspicarpa","sericea","Aspicarpa sericea","Teodoro Rojas","Rojas 8444A","1938","10",NA,"South America","Paraguay",NA,NA,NA,NA,NA,NA,"Griseb.","Presidente Hayes",NA,"Isla Poi. Chaco Paraguayo.","-59.7333333","-22.5",NA,NA,NA,"W.D. Stevens",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"36","2013-10-30 19:27:00-02","MO","MOBOT","100443245","PreservedSpecimen","Plantae","Malpighiaceae","Aspicarpa","sericea","Aspicarpa sericea","G.A. Parada|Y. Inturias|M. Betancur","Parada-Gutierrez 3885","2011","11","28","South America","Bolivia",NA,NA,NA,NA,NA,NA,"Griseb.","Santa Cruz","Vallegrande","Entre Las Vueltas y Corosito.","-63.9575","-18.8694445","1388.00000000",NA,NA,"G. A. Parada (USZ), 2013",NA,NA,NA,NA,NA,NA,NA,NA,NA,"11-75","1",NA
"37","2021-01-27 14:26:00-03","MO","MOBOT","100537586","PreservedSpecimen","Plantae","Malpighiaceae","Aspicarpa","sericea","Aspicarpa sericea","Ariel Lliully|J. Alberto Peñaranda|et al.","Lliully 1244","2008","10","8","South America","Bolivia",NA,NA,NA,NA,NA,NA,"Griseb.","Chuquisaca","Luis Calvo","Municipio Villa Vaca Guzmán, P.N. y Area de Manejo Integrado de la Serranía del Iñao. Por el camino entre la comunidad de Montegrande y Cumandati.","-63.8447222","-19.3786111","1025.00000000",NA,NA,"Ariel Lliully",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"38","2013-10-31 14:17:00-02","MO","MOBOT","100569185","PreservedSpecimen","Plantae","Malpighiaceae","Aspicarpa","sericea","Aspicarpa sericea","G.A. Parada|Y. Inturias|M.T. Martinez|H. Fernandez","Parada-Gutierrez 5238","2013","1","29","South America","Bolivia",NA,NA,NA,NA,NA,NA,"Griseb.","Santa Cruz","Vallegrande","Alrededores del puente santa rosa.","-64.3086111","-18.7222223","938.00000000",NA,NA,"G. A. Parada (USZ), 2013",NA,NA,NA,NA,NA,NA,NA,NA,NA,"13-14","1",NA
"39","2014-03-26 10:38:00-03","MO","MOBOT","100695981","PreservedSpecimen","Plantae","Malpighiaceae","Aspicarpa","sericea","Aspicarpa sericea","G. Hieronymus|P.G. Lorentz","Hieronymus 309","1873","2",NA,"South America","Argentina",NA,NA,NA,NA,NA,NA,"Griseb.","Salta",NA,"Pasaje del Rio Juramento",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"40","2015-09-16 06:16:00-03","MO","MOBOT","100695998","PreservedSpecimen","Plantae","Malpighiaceae","Aspicarpa","sericea","Aspicarpa sericea","Benedict (Benjamin) Balansa","Balansa 2417","1876","5","26","South America","Paraguay",NA,NA,NA,NA,NA,NA,"Griseb.",NA,NA,"San Salvador",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"41","2016-05-12 09:19:00-03","MO","MOBOT","100909214","PreservedSpecimen","Plantae","Malpighiaceae","Aspicarpa","sericea","Aspicarpa sericea","S.A. Pierotti","Pierotti 7284","1948","4","4","South America","Argentina",NA,NA,NA,NA,NA,NA,"Griseb.","Salta","Orán","Tranquita.",NA,NA,NA,NA,NA,"William R. Anderson",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"42","2016-05-12 09:24:00-03","MO","MOBOT","100909217","PreservedSpecimen","Plantae","Malpighiaceae","Aspicarpa","sericea","Aspicarpa sericea","F. Javier Fernández Casas|J. Molero","Fernández Casas 4456","1980","10","23","South America","Paraguay",NA,NA,NA,NA,NA,NA,"Griseb.","Presidente Hayes",NA,"Unos 100 km al NW de Pozo Colorado por la ruta IX.",NA,NA,NA,NA,NA,"William R. Anderson",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"43","2016-05-18 14:17:00-03","MO","MOBOT","100910281","PreservedSpecimen","Plantae","Malpighiaceae","Aspicarpa","sericea","Aspicarpa sericea","C. Antezana Valera","Antezana Valera 457","1992","12","6","South America","Bolivia",NA,NA,NA,NA,NA,NA,"Griseb.","Cochabamba","Campero","A 23 km de Aiquile hacia el Puente Chujllas. Ladera de exposición Norte, pedregosa vegetación xerofítica.",NA,NA,"2110.00000000",NA,NA,"W. R. Anderson (MICH)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"44","2016-06-01 14:33:00-03","MO","MOBOT","100910882","PreservedSpecimen","Plantae","Malpighiaceae","Aspicarpa","sericea","Aspicarpa sericea","Lázaro J. Novara","Novara 3068","1983","1","26","South America","Argentina",NA,NA,NA,NA,NA,NA,"Griseb.","Salta","La Capital","Cerro al sur del San Bernardo y El Portezuelo, 500 m al SE del edificio de Radio Club Salta.",NA,NA,"1250.00000000","1350.00000000",NA,"fide W.R. Anderson",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"45","2016-06-01 14:32:00-03","MO","MOBOT","100910884","PreservedSpecimen","Plantae","Malpighiaceae","Aspicarpa","sericea","Aspicarpa sericea","Lázaro J. Novara","Novara 2439","1982","3","8","South America","Argentina",NA,NA,NA,NA,NA,NA,"Griseb.","Salta","La Capital","Cerro San Bernardo.",NA,NA,"1250.00000000","1400.00000000",NA,"fide W.R. Anderson",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"46","2016-05-20 14:31:00-03","MO","MOBOT","100910909","PreservedSpecimen","Plantae","Malpighiaceae","Aspicarpa","sericea","Aspicarpa sericea","Santiago Venturi","Venturi 10177","1930","2","25","South America","Argentina",NA,NA,NA,NA,NA,NA,"Griseb.","Tucumán","Burruyacú","Valle del Rio Nio.",NA,NA,"1000.00000000",NA,NA,"W.R. Anderson",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"47","2016-08-31 15:25:00-03","MO","MOBOT","100926035","PreservedSpecimen","Plantae","Malpighiaceae","Aspicarpa","sericea","Aspicarpa sericea","Nélida Soria","Soria Rey 1322","1987","2","18","South America","Paraguay",NA,NA,NA,NA,NA,NA,"Griseb.","Presidente Hayes",NA,"Filadelfia camino a Mariscal [Estigonilla].",NA,NA,NA,NA,NA,"W.R. Anderson",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
