"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","dayIdentified","minimumElevationInMeters","maximumElevationInMeters","typeStatus","class","relatedCatalogItem"
"97","2019-11-21 10:08:14-03","IBt","SP","327345","S","Plantae",NA,NA,"Malpighiaceae","Byrsonima","cipoensis","Byrsonima cipoensis","Mamede","Azevedo, MLM; Cardoso, E; Mendonça, RC; Aparecida da Silva, M; Alvarenga, D","1249","1997","12","02",NA,"Brasil","Minas Gerais","Formoso","Parque Nacional Grande Sertão Veredas, Estrada entre Chapada Gaúcha e o Parque","-45.896389","-15.425",NA,NA,"SP016885",NA,"Mamede, MCH","1999",NA,"-45.896389","-15.425",NA,NA,NA,"865","865",NA,NA,NA
"98","2019-11-21 10:08:14-03","IBt","SP","349912","S","Plantae",NA,NA,"Malpighiaceae","Byrsonima","cipoensis","Byrsonima cipoensis","Mamede","Prata, AP; Vitta, FA; Konno, T","1074","2000","11","30",NA,"Brasil","Minas Gerais","Santana do Riacho","Serra do Cipó, Lado esquerdo da estrada partindo de Belo Horizonte, logo após a Fazenda Palácio","-43.578056","-19.2825",NA,NA,"SP014031",NA,"Amorim, AM","2001","03","-43.578056","-19.2825",NA,NA,"01",NA,NA,NA,NA,NA
"99","2019-11-21 10:08:14-03","IBt","SP","468666","S","Plantae",NA,NA,"Malpighiaceae","Byrsonima","cipoensis","Byrsonima cipoensis","Mamede","Verdi, M; Pougy, N; Maurenza, D; Martins, E; Dalcin, E","6576","2013","10","15",NA,"Brasil","Minas Gerais","Morro do Pilar","Parque Nacional da Serra do Cipó, Morro do Pilar, Alto Palácio; trilha para as Vellozia gigantea","-43.518889","-19.247222",NA,NA,NA,NA,"Mamede, MCH","2014","12","-43.518889","-19.247222",NA,NA,NA,"1308","1308",NA,NA,NA
"100","2019-11-21 10:08:14-03","IBt","SP","468668","S","Plantae",NA,NA,"Malpighiaceae","Byrsonima","cipoensis","Byrsonima cipoensis","Mamede","Verdi, M; Pougy, N; Maurenza, D; Martins, E; Dalcin, E","6574","2013","10","15",NA,"Brasil","Minas Gerais","Morro do Pilar","Parque Nacional da Serra do Cipó, Morro do Pilar, Alto Palácio; trilha para as Vellozia gigantea","-43.518889","-19.247222",NA,NA,NA,NA,"Mamede, MCH","2014","12","-43.518889","-19.247222",NA,NA,NA,"1308","1308",NA,NA,NA
"101","2019-11-21 10:08:14-03","IBt","SP","142711","S","Plantae",NA,NA,"Malpighiaceae","Byrsonima","cipoensis","Byrsonima cipoensis","Mamede","Semir, J; Sazima, M","CFSC3388","1972","09","06",NA,"Brasil","Minas Gerais","Jaboticatubas","Serra do Cipó, Km 114 da rod. Lagoa Santa - Conceição do Mato Dentro - Diamantina","-43.7449989318848","-19.513599395752",NA,"Flor amarela-rosada, semi-decumbente","SP000163","SP000163","Mamede, MCH","1980",NA,NA,NA,"31264","auto",NA,NA,NA,"Paratype",NA,NA
"102","2019-11-21 10:08:14-03","IBt","SP","145888","S","Plantae",NA,NA,"Malpighiaceae","Byrsonima","cipoensis","Byrsonima cipoensis","Mamede","Joly, AB; Giulietti, AM; Menezes, NL; Windisch, PG","CFSC4482","1973","10","18",NA,"Brasil","Minas Gerais","Jaboticatubas","Serra do Cipó, Km 114 da rod. Lagoa Santa - Conceição do Mato Dentro - Diamantina","-43.7449989318848","-19.513599395752",NA,"Subarbusto ca. 60 cm, flores brancas com labelo amarelo","SP000160","SP000160","Mamede, MCH","1980",NA,NA,NA,"31264","auto",NA,NA,NA,"Paratype",NA,NA
"103","2019-11-21 10:08:14-03","IBt","SP","145908","S","Plantae",NA,NA,"Malpighiaceae","Byrsonima","cipoensis","Byrsonima cipoensis","Mamede","Semir, J; Sazima, M; Menezes, NL; Giulietti, AM","CFSC4051","1973","04","29",NA,"Brasil","Minas Gerais","Jaboticatubas","Serra do Cipó, Km 114 da rod. Lagoa Santa - Conceição do Mato Dentro - Diamantina","-43.7449989318848","-19.513599395752",NA,"Flor alva","SP000165","SP000165","Mamede, MCH","1980",NA,NA,NA,"31264","auto",NA,NA,NA,"Paratype",NA,NA
"104","2019-11-21 10:08:14-03","IBt","SP","142703","S","Plantae",NA,NA,"Malpighiaceae","Byrsonima","cipoensis","Byrsonima cipoensis","Mamede","Joly, AB; Sendulsky, T; Pereira, SMB; Joly, AM; Martins, FR","CFSC1773","1972","04","16",NA,"Brasil","Minas Gerais","Jaboticatubas","Serra do Cipó, Km 118 da rod. Lagoa Santa - Conceição do Mato Dentro - Diamantina","-43.7449989318848","-19.513599395752",NA,"Subarbusto 40 cm, flor rosa e amarela","SP000158","SP000158","Mamede, MCH","1980",NA,NA,NA,"31264","auto",NA,"1140","1140","Paratype",NA,NA
"105","2019-11-21 10:08:14-03","IBt","SP","142689","S","Plantae",NA,NA,"Malpighiaceae","Byrsonima","cipoensis","Byrsonima cipoensis","Mamede","Joly, AB; Gemtchújnicov, I; Semir, J; Giulietti, AM; Joly, AM; Martins, F","CFSC885","1972","03","04",NA,"Brasil","Minas Gerais","Jaboticatubas","Serra do Cipó, Km 118 da rod. Lagoa Santa - Conceição do Mato Dentro - Diamantina","-43.7449989318848","-19.513599395752",NA,"Flor branca com labelo amarelo. Arbusto 60-70 cm","SP000156","SP000156","Mamede, MCH","1980",NA,NA,NA,"31264","auto",NA,NA,NA,"Paratype",NA,NA
"106","2019-11-21 10:08:14-03","IBt","SP","142687","S","Plantae",NA,NA,"Malpighiaceae","Byrsonima","cipoensis","Byrsonima cipoensis","Mamede","Joly, AB; Sendulsky, T; Pereira, SMB; Joly, AM; Martins, FR; Giulietti, AM","CFSC1622","1972","04","15",NA,"Brasil","Minas Gerais","Jaboticatubas","Serra do Cipó, Km 118 da rod. Lagoa Santa - Conceição do Mato Dentro - Diamantina","-43.7449989318848","-19.513599395752",NA,"Flor branca-vermelha, subarbusto 40 cm","SP000157","SP000157","Mamede, MCH","1980",NA,NA,NA,"31264","auto",NA,"1140","1140","Paratype",NA,NA
"107","2019-11-21 10:08:14-03","IBt","SP","145922","S","Plantae",NA,NA,"Malpighiaceae","Byrsonima","cipoensis","Byrsonima cipoensis","Mamede","Semir, J; Sazima, M","CFSC2057","1972","05","01",NA,"Brasil","Minas Gerais","Jaboticatubas","Serra do Cipó, Km 120 da rod. Lagoa Santa - Conceição do Mato Dentro - Diamantina","-43.7449989318848","-19.513599395752",NA,"Flor rosada","SP000162","SP000162","Mamede, MCH","1980",NA,NA,NA,"31264","auto",NA,NA,NA,"Paratype",NA,NA
"108","2019-11-21 10:08:14-03","IBt","SP","145940","S","Plantae",NA,NA,"Malpighiaceae","Byrsonima","cipoensis","Byrsonima cipoensis","Mamede","Joly, AB; Giulietti, AM; Menezes, NL; Windisch, PG","CFSC4510","1973","10","18",NA,"Brasil","Minas Gerais","Jaboticatubas","Serra do Cipó, Km 120 da rod. Lagoa Santa - Conceição do Mato Dentro - Diamantina","-43.7449989318848","-19.513599395752",NA,"Subarbusto ca. 50 cm","SP000159","SP000159","Mamede, MCH","1980",NA,NA,NA,"31264","auto",NA,NA,NA,"Paratype",NA,NA
"109","2019-11-21 10:08:14-03","IBt","SP","142725","S","Plantae",NA,NA,"Malpighiaceae","Byrsonima","cipoensis","Byrsonima cipoensis","Mamede","Semir, J; Sazima, M","CFSC2679","1972","07","21",NA,"Brasil","Minas Gerais","Jaboticatubas","Serra do Cipó, Km 120 da rod. Lagoa Santa - Conceição do Mato Dentro - Diamantina","-43.7449989318848","-19.513599395752",NA,"40 cm","SP000164","SP000164","Mamede, MCH","1980",NA,NA,NA,"31264","auto",NA,NA,NA,"Paratype",NA,NA
"110","2019-11-21 10:08:14-03","IBt","SP","145907","S","Plantae",NA,NA,"Malpighiaceae","Byrsonima","cipoensis","Byrsonima cipoensis","Mamede","Joly, AB; Semir, J","CFSC3568","1972","11","03",NA,"Brasil","Minas Gerais","Jaboticatubas","Serra do Cipó, Km 120 da rod. Lagoa Santa - Conceição do Mato Dentro - Diamantina","-43.7449989318848","-19.513599395752",NA,"Altura 40 cm. Flores branco-rosadas","SP000161","SP000161","Mamede, MCH","1980",NA,NA,NA,"31264","auto",NA,NA,NA,"Paratype",NA,NA
"111","2019-11-21 10:08:14-03","IBt","SP","142718","S","Plantae",NA,NA,"Malpighiaceae","Byrsonima","cipoensis","Byrsonima cipoensis","Mamede","Joly, AB; Semir, J; Joly, AM; Martins, F","CFSC2400","1972","05","29",NA,"Brasil","Minas Gerais","Jaboticatubas","Serra do Cipó, Km 124 ao longo da rodovia Lagoa Santa - Conceição do Mato Dentro - Diamantina","-43.7449989318848","-19.513599395752",NA,"Flor branco-abóbora-amarelo. Altura 40 a 50 cm","SP014044",NA,"Mamede, MCH","1981","07",NA,NA,"31264","auto","15",NA,NA,NA,NA,NA
"112","2019-11-21 10:08:14-03","IBt","SP","145978","S","Plantae",NA,NA,"Malpighiaceae","Byrsonima","cipoensis","Byrsonima cipoensis","Mamede","Semir, J; Sazima, M","CFSC4699","1973","10","29",NA,"Brasil","Minas Gerais","Jaboticatubas","Serra do Cipó, Km 127 da rod. Lagoa Santa - Conceição do Mato Dentro - Diamantina","-43.7449989318848","-19.513599395752",NA,"Flores rosa e branco. Altura 50 cm","SP000166","SP000166","Mamede, MCH","1980",NA,NA,NA,"31264","auto",NA,NA,NA,"Paratype",NA,NA
"113","2019-11-21 10:08:14-03","IBt","SP","165850","S","Plantae",NA,NA,"Malpighiaceae","Byrsonima","cipoensis","Byrsonima cipoensis","Mamede","Sakane, M","CFSC6277","1977","10","25",NA,"Brasil","Minas Gerais","Santana do Riacho","Km 112 ao longo da rodovia Belo Horizonte - Conceição do Mato Dentro","-43.7144012451172","-19.1688995361328",NA,"Subarbusto lenhoso. Flores brancas","SP014045",NA,"Mamede, MCH","1981","07",NA,NA,"26557","auto","15",NA,NA,NA,NA,NA
"114","2019-11-21 10:08:14-03","IBt","SP","185285","S","Plantae",NA,NA,"Malpighiaceae","Byrsonima","cipoensis","Byrsonima cipoensis","Mamede","Henrique, MC; Kawasaki, ML","CFSC7637","1981","10","30",NA,"Brasil","Minas Gerais","Santana do Riacho","Km 115 ao longo da rodovia Belo Horizonte - Conceição do Mato Dentro","-43.7144012451172","-19.1688995361328",NA,"Subarbusto formando touceiras, 0,5 m alt. Flores alvas, labelo amarelo","SP014037",NA,"Mamede, MCH","1982",NA,NA,NA,"26557","auto",NA,NA,NA,NA,NA,NA
"115","2019-11-21 10:08:14-03","IBt","SP","142700","S","Plantae",NA,NA,"Malpighiaceae","Byrsonima","cipoensis","Byrsonima cipoensis","Mamede","Joly, AB; Semir, J; Joly, AM; Martins, F","CFSC2211","1972","05","27",NA,"Brasil","Minas Gerais","Santana do Riacho","Km 126 ao longo da rodovia Lagoa Santa - Conceição do Mato Dentro - Diamantina","-43.7144012451172","-19.1688995361328",NA,"Altura até 50 a 60 cm. Flores branco-amarelas","SP014043",NA,"Mamede, MCH","1981","07",NA,NA,"26557","auto","15",NA,NA,NA,NA,NA
"116","2019-11-21 10:08:14-03","IBt","SP","142658","S","Plantae",NA,NA,"Malpighiaceae","Byrsonima","cipoensis","Byrsonima cipoensis","Mamede","Joly, AB; Gemtchújnicov, I; Semir, J; Giulietti, AM; Joly, AM; Martins, F","CFSC1144","1972","03","05",NA,"Brasil","Minas Gerais","Santana do Riacho","Km 128 ao longo da rodovia Lagoa Santa - Conceição do Mato Dentro - Diamantina","-43.7144012451172","-19.1688995361328",NA,"Flor rosada. Subarbusto 40 cm","SP014042",NA,"Mamede, MCH","1981","07",NA,NA,"26557","auto","15",NA,NA,NA,NA,NA
"117","2019-11-21 10:08:14-03","IBt","SP","292261","S","Plantae",NA,NA,"Malpighiaceae","Byrsonima","cipoensis","Byrsonima cipoensis","Mamede","Souza, VC; Sakuragui, CM","3351","1993","05","01",NA,"Brasil","Minas Gerais","Santana do Riacho","Serra do Cipó, Alto do Palácio. Arredores da sede do IBAMA","-43.7144012451172","-19.1688995361328",NA,"Arbusto ca. 40 cm alt.; elaióforos alvos; quatro pétalas alvas e uma amarela","SP014048",NA,"Mamede, MCH","1996",NA,NA,NA,"26557","auto",NA,NA,NA,NA,NA,NA
"118","2019-11-21 10:08:14-03","IBt","SP","185286","S","Plantae",NA,NA,"Malpighiaceae","Byrsonima","cipoensis","Byrsonima cipoensis","Mamede","Henrique, MC; Kawasaki, ML","CFSC7653","1981","10","31",NA,"Brasil","Minas Gerais","Santana do Riacho","Serra do Cipó, ao longo da rodovia Belo Horizonte - Conceição do Mato Dentro. 10 km da entrada (perto da porteira)","-43.7144012451172","-19.1688995361328",NA,"Subarbusto 1 m alt., formando touceiras. Flores alvas com labelo amarelo","SP014038",NA,"Mamede, MCH","1982",NA,NA,NA,"26557","auto",NA,NA,NA,NA,NA,NA
"119","2019-11-21 10:08:14-03","IBt","SP","175022","S","Plantae",NA,NA,"Malpighiaceae","Byrsonima","cipoensis","Byrsonima cipoensis","Mamede","Menezes, NL; Semir, J; Sajo, MG","CFSC6365","1980","06","22",NA,"Brasil","Minas Gerais","Santana do Riacho","Serra do Cipó, Ao longo da rodovia Belo Horizonte - Conceição do Mato Dentro. Estrada da Usina","-43.7144012451172","-19.1688995361328",NA,NA,"SP015611",NA,"Mamede, MCH","2010","06",NA,NA,"26557","auto",NA,NA,NA,NA,NA,NA
"120","2019-11-21 10:08:14-03","IBt","SP","256037","S","Plantae",NA,NA,"Malpighiaceae","Byrsonima","cipoensis","Byrsonima cipoensis","Mamede","Castro, NM","49","1981","10","30",NA,"Brasil","Minas Gerais","Santana do Riacho","Serra do Cipó, Estrada da Mineração","-43.7144012451172","-19.1688995361328",NA,"Subarbusto ca. 0,5 m. Pétala alva, labelo amarelo","SP014047",NA,"Mamede, MCH","1992",NA,NA,NA,"26557","auto",NA,NA,NA,NA,NA,NA
"121","2019-11-21 10:08:14-03","IBt","SP","184349","S","Plantae",NA,NA,"Malpighiaceae","Byrsonima","cipoensis","Byrsonima cipoensis","Mamede","Forero, E; Wanderley, MGL; Melo, MMRF","7768","1980","09","06",NA,"Brasil","Minas Gerais","Santana do Riacho","Serra do Cipó, km 109 (antigo 114) da estrada Lagoa Santa a Conceição do Mato Dentro","-43.7144012451172","-19.1688995361328",NA,"Subarbusto. Glandulas verdes. CFSC 8690","SP014040",NA,"Mamede, MCH","1987",NA,NA,NA,"26557","auto",NA,"1100","1250",NA,NA,NA
"122","2019-11-21 10:08:14-03","IBt","SP","184114","S","Plantae",NA,NA,"Malpighiaceae","Byrsonima","cipoensis","Byrsonima cipoensis","Mamede","Forero, E; Wanderley, MGL; Melo, MMRF","7845","1980","09","06",NA,"Brasil","Minas Gerais","Santana do Riacho","Serra do Cipó, Km 109 (antigo 114) da estrada Lagoa Santa a Conceição do Mato Dentro","-43.7144012451172","-19.1688995361328",NA,"Arbusto. Glandulas blancas. Corola amarilla","SP014039",NA,"Mamede, MCH","1987",NA,NA,NA,"26557","auto",NA,"1100","1250",NA,NA,NA
"123","2019-11-21 10:08:14-03","IBt","SP","175037","S","Plantae",NA,NA,"Malpighiaceae","Byrsonima","cipoensis","Byrsonima cipoensis","Mamede","Henrique, MC","CFSC5725","1978","11","02",NA,"Brasil","Minas Gerais","Santana do Riacho","Serra do Cipó, Km 114 da rod. Belo Horizonte - Conceição do Mato Dentro","-43.7144012451172","-19.1688995361328",NA,"Subarbusto. Flores alvas, labelo amarelo","SP000168","SP000168","Mamede, MCH","1980",NA,NA,NA,"26557","auto",NA,NA,NA,"Paratype",NA,NA
"124","2019-11-21 10:08:14-03","IBt","SP","175030","S","Plantae",NA,NA,"Malpighiaceae","Byrsonima","cipoensis","Byrsonima cipoensis","Mamede","Henrique, MC","CFSC5726","1978","11","02",NA,"Brasil","Minas Gerais","Santana do Riacho","Serra do Cipó, Km 114 da rod. Belo Horizonte - Conceição do Mato Dentro","-43.7144012451172","-19.1688995361328",NA,"Subarbusto 30-50 cm. Flores alvas, labelo amarelo","SP000167","SP000167","Mamede, MCH","1980",NA,NA,NA,"26557","auto",NA,NA,NA,"Paratype",NA,NA
"125","2019-11-21 10:08:14-03","IBt","SP","175025","S","Plantae",NA,NA,"Malpighiaceae","Byrsonima","cipoensis","Byrsonima cipoensis","Mamede","Henrique, MC","CFSC5728","1978","11","02",NA,"Brasil","Minas Gerais","Santana do Riacho","Serra do Cipó, Km 114 da rod. Belo Horizonte - Conceição do Mato Dentro","-43.7144012451172","-19.1688995361328",NA,"Subarbusto 40-50 cm. Flores alvas, labelo amarelo","SP000170","SP000170","Mamede, MCH","1980",NA,NA,NA,"26557","auto",NA,NA,NA,"Paratype",NA,NA
"126","2019-11-21 10:08:14-03","IBt","SP","175041","S","Plantae",NA,NA,"Malpighiaceae","Byrsonima","cipoensis","Byrsonima cipoensis","Mamede","Henrique, MC","CFSC5733","1978","11","02",NA,"Brasil","Minas Gerais","Santana do Riacho","Serra do Cipó, Km 114 da rod. Belo Horizonte - Conceição do Mato Dentro","-43.7144012451172","-19.1688995361328",NA,"Subarbusto 60-70 cm. Flores alvas, labelo amarelo, glândulas alvas","SP000179","SP000179","Mamede, MCH","1980",NA,NA,NA,"26557","auto",NA,NA,NA,"Paratype",NA,NA
"127","2019-11-21 10:08:14-03","IBt","SP","185287","S","Plantae",NA,NA,"Malpighiaceae","Byrsonima","cipoensis","Byrsonima cipoensis","Mamede","Furlan, A; Cordeiro, I; Kawasaki, ML; Pirani, JR","CFSC7479","1981","10","05",NA,"Brasil","Minas Gerais","Santana do Riacho","Serra do Cipó, Km 115 ao longo da rodovia Belo Horizonte - Conceição do Mato Dentro. Córrego 2 Pontinhas","-43.7144012451172","-19.1688995361328",NA,"Subarbusto semi-prostrado ca. 40 cm. Flores com labelo amarelo, depois rosado","SP014036",NA,"Mamede, MCH","1982",NA,NA,NA,"26557","auto",NA,NA,NA,NA,NA,NA
"128","2019-11-21 10:08:14-03","IBt","SP","175023","S","Plantae",NA,NA,"Malpighiaceae","Byrsonima","cipoensis","Byrsonima cipoensis","Mamede","Pirani, JR; Henrique, MC; Cordeiro, I; Furlan, A","CFSC6579","1980","10","10",NA,"Brasil","Minas Gerais","Santana do Riacho","Serra do Cipó, Km 115 da rod. Belo Horizonte - Conceição do Mato Dentro","-43.7144012451172","-19.1688995361328",NA,"Arbusto 50 cm. Flores alvas, labelo amarelo","SP000184","SP000184","Mamede, MCH","1980",NA,NA,NA,"26557","auto",NA,NA,NA,"Paratype",NA,NA
"129","2019-11-21 10:08:14-03","IBt","SP","175026","S","Plantae",NA,NA,"Malpighiaceae","Byrsonima","cipoensis","Byrsonima cipoensis","Mamede","Henrique, MC; Pirani, JR; Cordeiro, I; Furlan, A","CFSC6578","1980","10","10",NA,"Brasil","Minas Gerais","Santana do Riacho","Serra do Cipó, Km 115 da rod. Belo Horizonte - Conceição do Mato Dentro","-43.7144012451172","-19.1688995361328",NA,"Subarbusto 20 cm. Flores alvas, labelo amarelo","SP000180","SP000180","Mamede, MCH","1980",NA,NA,NA,"26557","auto",NA,NA,NA,"Paratype",NA,NA
"130","2019-11-21 10:08:14-03","IBt","SP","175039","S","Plantae",NA,NA,"Malpighiaceae","Byrsonima","cipoensis","Byrsonima cipoensis","Mamede","Henrique, MC","CFSC5752","1978","11","03",NA,"Brasil","Minas Gerais","Santana do Riacho","Serra do Cipó, Km 117 da rod. Belo Horizonte - Conceição do Mato Dentro. Entre pedras","-43.7144012451172","-19.1688995361328",NA,"Prostrada. Flores alvas, labelo amarelo, glândulas alvas","SP000173","SP000173","Mamede, MCH","1980",NA,NA,NA,"26557","auto",NA,NA,NA,"Paratype",NA,NA
"131","2019-11-21 10:08:14-03","IBt","SP","216328","S","Plantae",NA,NA,"Malpighiaceae","Byrsonima","cipoensis","Byrsonima cipoensis","Mamede","Henrique, MC","CFSC5592","1979","08","14",NA,"Brasil","Minas Gerais","Santana do Riacho","Serra do Cipó, Km 120 ao longo da rodovia Belo Horizonte - Conceição do Mato Dentro. Campo rupestre","-43.7144012451172","-19.1688995361328",NA,"Subarbusto 20-40 cm. Flores alvas, labelo amarelo","SP000154","SP000154","Mamede, MCH","1980",NA,NA,NA,"26557","auto",NA,NA,NA,"Holotype",NA,NA
"132","2019-11-21 10:08:14-03","IBt","SP","142723","S","Plantae",NA,NA,"Malpighiaceae","Byrsonima","cipoensis","Byrsonima cipoensis","Mamede","Joly, AB; Semir, J","CFSC3250","1972","08","22",NA,"Brasil","Minas Gerais","Santana do Riacho","Serra do Cipó, Km 120 ao longo da rodovia Lagoa Santa - Conceição do Mato Dentro - Diamantina","-43.7144012451172","-19.1688995361328",NA,"Altura 30 a 40 cm, flor esbranquiçada","SP014035",NA,"Mamede, MCH","1981","06",NA,NA,"26557","auto","08",NA,NA,NA,NA,NA
"133","2019-11-21 10:08:14-03","IBt","SP","175042","S","Plantae",NA,NA,"Malpighiaceae","Byrsonima","cipoensis","Byrsonima cipoensis","Mamede","Henrique, MC","CFSC5800","1979","12","18",NA,"Brasil","Minas Gerais","Santana do Riacho","Serra do Cipó, Km 120 da rod. Belo Horizonte - Conceição do Mato Dentro","-43.7144012451172","-19.1688995361328",NA,"Prostrada 30-40 cm. Frutos verdes","SP000177","SP000177","Mamede, MCH","1980",NA,NA,NA,"26557","auto",NA,NA,NA,"Paratype",NA,NA
"134","2019-11-21 10:08:14-03","IBt","SP","175036","S","Plantae",NA,NA,"Malpighiaceae","Byrsonima","cipoensis","Byrsonima cipoensis","Mamede","Henrique, MC","CFSC5745","1978","11","03",NA,"Brasil","Minas Gerais","Santana do Riacho","Serra do Cipó, Km 120 da rod. Belo Horizonte - Conceição do Mato Dentro","-43.7144012451172","-19.1688995361328",NA,"Prostrada. Flores alvas, labelo amarelo","SP000171","SP000171","Mamede, MCH","1980",NA,NA,NA,"26557","auto",NA,NA,NA,"Paratype",NA,NA
"135","2019-11-21 10:08:14-03","IBt","SP","175038","S","Plantae",NA,NA,"Malpighiaceae","Byrsonima","cipoensis","Byrsonima cipoensis","Mamede","Henrique, MC","CFSC5796","1979","12","18",NA,"Brasil","Minas Gerais","Santana do Riacho","Serra do Cipó, Km 120 da rod. Belo Horizonte - Conceição do Mato Dentro","-43.7144012451172","-19.1688995361328",NA,"Subarbusto 70 cm. Frutos verdes","SP000174","SP000174","Mamede, MCH","1980",NA,NA,NA,"26557","auto",NA,NA,NA,"Paratype",NA,NA
"136","2019-11-21 10:08:14-03","IBt","SP","175035","S","Plantae",NA,NA,"Malpighiaceae","Byrsonima","cipoensis","Byrsonima cipoensis","Mamede","Henrique, MC","CFSC5751","1978","11","03",NA,"Brasil","Minas Gerais","Santana do Riacho","Serra do Cipó, Km 120 da rod. Belo Horizonte - Conceição do Mato Dentro","-43.7144012451172","-19.1688995361328",NA,"Prostrada. Flores alvas, labelo amarelo","SP000172","SP000172","Mamede, MCH","1980",NA,NA,NA,"26557","auto",NA,NA,NA,"Paratype",NA,NA
"137","2019-11-21 10:08:14-03","IBt","SP","175040","S","Plantae",NA,NA,"Malpighiaceae","Byrsonima","cipoensis","Byrsonima cipoensis","Mamede","Henrique, MC","CFSC5750","1978","11","03",NA,"Brasil","Minas Gerais","Santana do Riacho","Serra do Cipó, Km 120 da rod. Belo Horizonte - Conceição do Mato Dentro","-43.7144012451172","-19.1688995361328",NA,"Subarbusto 30 cm. Flores alvas, labelo amarelo","SP000178","SP000178","Mamede, MCH","1980",NA,NA,NA,"26557","auto",NA,NA,NA,"Paratype",NA,NA
"138","2019-11-21 10:08:14-03","IBt","SP","175031","S","Plantae",NA,NA,"Malpighiaceae","Byrsonima","cipoensis","Byrsonima cipoensis","Mamede","Henrique, MC","CFSC5798","1979","12","18",NA,"Brasil","Minas Gerais","Santana do Riacho","Serra do Cipó, Km 120 da rod. Belo Horizonte - Conceição do Mato Dentro","-43.7144012451172","-19.1688995361328",NA,"Subarbusto 50 cm. Flores alvas, labelo amarelo","SP000176","SP000176","Mamede, MCH","1980",NA,NA,NA,"26557","auto",NA,NA,NA,"Paratype",NA,NA
"139","2019-11-21 10:08:14-03","IBt","SP","175027","S","Plantae",NA,NA,"Malpighiaceae","Byrsonima","cipoensis","Byrsonima cipoensis","Mamede","Henrique, MC","CFSC5797","1979","12","18",NA,"Brasil","Minas Gerais","Santana do Riacho","Serra do Cipó, Km 120 da rod. Belo Horizonte - Conceição do Mato Dentro","-43.7144012451172","-19.1688995361328",NA,"Flores alvas, labelo amarelo","SP000175","SP000175","Mamede, MCH","1980",NA,NA,NA,"26557","auto",NA,NA,NA,"Paratype",NA,NA
"140","2019-11-21 10:08:14-03","IBt","SP","175033","S","Plantae",NA,NA,"Malpighiaceae","Byrsonima","cipoensis","Byrsonima cipoensis","Mamede","Henrique, MC; Pirani, JR; Cordeiro, I; Furlan, A","CFSC6609","1980","10","11",NA,"Brasil","Minas Gerais","Santana do Riacho","Serra do Cipó, Km 126 da rod. Belo Horizonte - Conceição do Mato Dentro","-43.7144012451172","-19.1688995361328",NA,"Subarbusto 30 cm. Flores alvas, labelo amarelo","SP000185","SP000185","Mamede, MCH","1980",NA,NA,NA,"26557","auto",NA,NA,NA,"Paratype",NA,NA
"141","2019-11-21 10:08:14-03","IBt","SP","175024","S","Plantae",NA,NA,"Malpighiaceae","Byrsonima","cipoensis","Byrsonima cipoensis","Mamede","Henrique, MC; Pirani, JR; Furlan, A; Cordeiro, I","CFSC6619","1980","10","11",NA,"Brasil","Minas Gerais","Santana do Riacho","Serra do Cipó, Km 126 da rod. Belo Horizonte - Conceição do Mato Dentro","-43.7144012451172","-19.1688995361328",NA,"Arbusto 50-70 cm. Flores alvas, labelo amarelo","SP000181","SP000181","Mamede, MCH","1980",NA,NA,NA,"26557","auto",NA,NA,NA,"Paratype",NA,NA
"142","2019-11-21 10:08:14-03","IBt","SP","175034","S","Plantae",NA,NA,"Malpighiaceae","Byrsonima","cipoensis","Byrsonima cipoensis","Mamede","Furlan, A; Cordeiro, I; Henrique, MC; Pirani, JR","CFSC6659","1980","10","13",NA,"Brasil","Minas Gerais","Santana do Riacho","Serra do Cipó, Km 129 da rod. Belo Horizonte - Conceição do Mato Dentro. Entre pedras","-43.7144012451172","-19.1688995361328",NA,"Subarbusto 20-30 cm. Flores alvas, labelo amarelo","SP000183","SP000183","Mamede, MCH","1980",NA,NA,NA,"26557","auto",NA,NA,NA,"Paratype",NA,NA
"143","2019-11-21 10:08:14-03","IBt","SP","175029","S","Plantae",NA,NA,"Malpighiaceae","Byrsonima","cipoensis","Byrsonima cipoensis","Mamede","Menezes, NL; Semir, J; Sajo, MG; Amaral, MCE; Altikes, R","CFSC5806","1979","12","18",NA,"Brasil","Minas Gerais","Santana do Riacho","Serra do Cipó, Km 132 da rod. Belo Horizonte - Conceição do Mato Dentro","-43.7144012451172","-19.1688995361328",NA,"Subarbusto 50-60 cm. Flores alvas","SP000182","SP000182","Mamede, MCH","1980",NA,NA,NA,"26557","auto",NA,NA,NA,"Paratype",NA,NA
"144","2019-11-21 10:08:14-03","IBt","SP","175032","S","Plantae",NA,NA,"Malpighiaceae","Byrsonima","cipoensis","Byrsonima cipoensis","Mamede","Henrique, MC","CFSC5606","1979","08","15",NA,"Brasil","Minas Gerais","Santana do Riacho","Serra do Cipó, Km 137 ao longo da rodovia Belo Horizonte - Conceição do Mato Dentro","-43.7144012451172","-19.1688995361328",NA,"Subarbusto, inflorescências muito jovens. Entre pedras","SP014046",NA,"Mamede, MCH","1981",NA,NA,NA,"26557","auto",NA,NA,NA,NA,NA,NA
