"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","class","typeStatus","relatedCatalogItem","fieldNumber","individualCount","previousCatalogNumber"
"11","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0054724","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Myrcia","bicarinata","Myrcia bicarinata","(O.Berg) D.Legrand","N. Silveira, 1994.","G. Hatschbach","31837","1972","12","7",NA,"Brazil","Parana","Guaraquecaba","Rio Murato.","-48.3258","-25.2983",NA,"Coor from www.fallingrain.com/world; Arvore, 8m, flor alva.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0055559","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Myrcia","rufa","Myrcia rufa","(O.Berg) N.J.E.Silveira","M. Sobral, 1998.","J.M. Silva; J. Cordeiro, C.B. Poliquesi","1849","1996","12","13",NA,"Brazil","Parana","Tibagi","Canion Guartela.","-50.4","-24.5",NA,"Coor from www.fallingrain.com/world; Arbusto, 2m, flor alva.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0055560","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Myrcia","rufa","Myrcia rufa","(O.Berg) N.J.E.Silveira","M. Sobral, 1994.","J.M. Silva","1091","1992","4","9",NA,"Brazil","Parana","Tijucas do Sul","Lagoinha.","-49.1789","-25.9269",NA,"Coor from www.fallingrain.com/world; Arvore, 5m, fruto amarelo palido.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2019-11-21 14:40:11-03","UFJF","CESJ","16775","PreservedSpecimen","Plantae","Angiosperma",NA,"Myrtaceae","Myrcia","bicarinata","Myrcia bicarinata","(O.Berg) D.Legrand","M. Sobral","M. Sabino","s.n.","1979","10","10","América do Sul","Brasil","Rio de Janeiro","Teresópolis","Serra dos Órgãos","-42.9655990600586","-22.4122009277344",NA,NA,"CESJ016775",NA,NA,NA,NA,NA,"38539","auto","2003",NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-01 16:36:32-03","UNICAMP","UEC","21364","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Myrcia","bicarinata","Myrcia bicarinata","(O.Berg) D.Legrand","Santos, MF","Heringer, EP; Paula, JE; Mendonça, RC; Salles, AEH","623","1978","09","20",NA,"Brazil","Distrito Federal","Brasília","Reserva Ecológica do IBGE","-47.9296989440918","-15.7797002792358",NA,"Árvore de 4m de altura e 7cm de diâmetro, flor alva perfumada.; Mata Ciliar de picada R-5. Localizada em áreas inundadas.","UEC111890","UEC111890",NA,NA,NA,NA,"70570","auto","2019",NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-01 16:36:32-03","UNICAMP","UEC","107473","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Myrcia","bicarinata","Myrcia bicarinata","(O.Berg) D.Legrand","Kawasaki, L","Godoy, JRL; Carneiro, PHM; Silva, CR; Mendonça, RR","47","1999","01","10",NA,"Brazil","São Paulo","Pariquera-Açu","Parque Estadual do Pariquera-Abaixo, entrada para o Morro Do Carrapato pela Fazenda Lombadinha.","-47.8800010681152","-24.7099990844727",NA,"4m.; Floresta Ombófila Densa. Área de Trasição entre Floresta de restinga alta e Morraia costeira.","UEC105207","UEC105207",NA,NA,NA,NA,"17990","auto","1999","03",NA,NA,NA,NA,NA,NA,NA
"17","2021-03-01 16:36:48-03","UNICAMP","UEC","40067","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Myrcia","rufa","Myrcia rufa","(O.Berg) N.Silveira",NA,"Leitão Filho, HF; Tamashiro, JY","17997","1985","12","03",NA,"Brazil","São Paulo","Cananéia","Ilha do Cardoso","-47.9199981689453","-25.0100002288818",NA,"Árvore até 20m, flores brancas.&nf;; Mata restinga.","UEC082002","UEC082002",NA,NA,NA,NA,"37574","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2020-12-04 13:19:29-03","UDESC","LUSC","6032","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","bicarinata","Myrcia bicarinata","(O.Berg) D.Legrand","Souza, V.C.","Souza, V.C.; Paula - Souza, J.","29024","2003","02","25",NA,"Brasil","São Paulo","Cananéia","Parque Nacional Ilha do Cardoso.","-47.9199981689453","-25.0100002288818",NA,NA,"LUSC008731","LUSC008731",NA,NA,NA,NA,"37574","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-16 17:53:57-03","UCS","HUCS","1840","PreservedSpecimen","Plantae","Angiospermae","Myrtales","Myrtaceae","Myrcia","bicarinata","Myrcia bicarinata","(O. Berg) D. Legrand","Smith, S.F.","Wasum, R.A.","s.n.","1986","05","28",NA,"Brasil","Rio Grande do Sul","Portão",NA,"-51.2419013977051","-29.7017002105713",NA,"árvore; beira da mata",NA,NA,NA,NA,NA,NA,"13735","auto","1986","10",NA,NA,NA,NA,NA,NA,NA
"20","2021-03-16 17:53:57-03","UCS","HUCS","17324","PreservedSpecimen","Plantae","Angiospermae","Myrtales","Myrtaceae","Myrcia","bicarinata","Myrcia bicarinata","(O. Berg) D. Legrand","Smith, S.F.","Wasum, R.A.","634","2000","08","19",NA,"Brasil","Rio Grande do Sul","Jaquirana","Mata do Gapar - recosta","-50.3577995300293","-28.8847007751465",NA,"interior da mata",NA,NA,"900","900",NA,NA,"31282","auto","2001","12",NA,NA,NA,NA,NA,NA,NA
"21","2020-12-21 16:37:06-03","MBM","MBM","153668","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","bicarinata","Myrcia bicarinata","(O.Berg) D.Legrand","Silveira, N.","Camargo, O.R.","1233","1976","03","26","Southern America","Brazil","Rio Grande do Sul","Torres","Torres","-49.7268981933594","-29.3353004455566",NA,NA,"MBM153668","MBM153668",NA,NA,NA,NA,"20837","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2020-12-21 16:37:06-03","MBM","MBM","311436","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","bicarinata","Myrcia bicarinata","(O.Berg) D.Legrand","Sobral, M.","Mazine, F.F.; et al.; et al.","750","2002","12","08","Southern America","Brazil","São Paulo","Cananéia","Parque Estadual da Ilha do Cardoso","-47.9199981689453","-25.0100002288818",NA,NA,"MBM311436","MBM311436",NA,NA,NA,NA,"37574","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2020-12-21 16:37:06-03","MBM","MBM","144788","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","bicarinata","Myrcia bicarinata","(O.Berg) D.Legrand","Kawasaki, M.L.","Ribeiro, W.; et al.; et al.","s.n.","1998","08","15","Southern America","Brazil","São Paulo","Cananéia","Parque Estadual da Ilha dos Cardos","-47.9199981689453","-25.0100002288818",NA,NA,"MBM144788","MBM144788",NA,NA,NA,NA,"37574","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2020-12-21 16:37:06-03","MBM","MBM","230364","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","bicarinata","Myrcia bicarinata","(O.Berg) D.Legrand","Kawasaki, M.L.","Ribeiro, W.; et al.; et al.","s.n.","1998","08","15","Southern America","Brazil","São Paulo","Itapecerica da Serra","Rio Embu-Mirim","-46.8400001525879","-23.7099990844727",NA,NA,"MBM230364","MBM230364",NA,NA,NA,NA,"12011","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2020-12-21 16:37:06-03","MBM","MBM","312069","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","bicarinata","Myrcia bicarinata","(O.Berg) D.Legrand",NA,"Sobral, M.","s.n.","1979","10","10","Southern America","Brazil","Rio de Janeiro","Teresópolis","Serra dos Órgãos","-42.9655990600586","-22.4122009277344",NA,NA,"MBM312069","MBM312069",NA,NA,NA,NA,"38539","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2020-12-21 16:37:26-03","MBM","MBM","204973","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","rufa","Myrcia rufa","(O.Berg) Silveira","Sobral, M.","Silva, J.M.; Cordeiro, J.; Poliquesi, C.B.; Cordeiro, J.; Poliquesi, C.B.","1849","1996","12","13","Southern America","Brazil","Paraná","Tibagi","Cânion Guartelá","-50.4136009216309","-24.5093994140625",NA,NA,"MBM204973","MBM204973",NA,NA,NA,NA,"56988","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2020-12-21 16:37:26-03","MBM","MBM","154513","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","rufa","Myrcia rufa","(O.Berg) Silveira","Sobral, M.","Silva, J.M.","1091","1992","04","19","Southern America","Brazil","Paraná","Tijucas do Sul","Lagoinha","-49.1988983154297","-25.9281005859375",NA,NA,"MBM154513","MBM154513",NA,NA,NA,NA,"25228","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2020-12-21 16:37:26-03","MBM","MBM","134162","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","rufa","Myrcia rufa","(O.Berg) Silveira","Sobral, M.","Silva, J.M.","790","1990","03","05","Southern America","Brazil","Paraná","Tijucas do Sul","Lagoinha","-49.1988983154297","-25.9281005859375",NA,NA,"MBM134162","MBM134162",NA,NA,NA,NA,"25228","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2020-12-21 16:37:26-03","MBM","MBM","132174","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","rufa","Myrcia rufa","(O.Berg) Silveira","Sobral, M.","Hatschbach, G.; Silva, J.M.; Silva, J.M.","53588","1989","11","08","Southern America","Brazil","Paraná","Tijucas do Sul","Lagoinha","-49.1988983154297","-25.9281005859375",NA,NA,"MBM132174","MBM132174",NA,NA,NA,NA,"25228","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2020-12-21 16:37:26-03","MBM","MBM","71967","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","rufa","Myrcia rufa","(O.Berg) Silveira","Sobral, M.","Hatschbach, G.","44316","1981","11","04","Southern America","Brazil","Paraná","Tijucas do Sul","Cavalo Morto","-49.1988983154297","-25.9281005859375",NA,NA,"MBM071967","MBM071967",NA,NA,NA,NA,"25228","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2020-12-21 16:37:26-03","MBM","MBM","187488","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","rufa","Myrcia rufa","(O.Berg) Silveira","Sobral, M.","Ribas, O.S.; Barboza, E.; Silva, L.B.P.; Barboza, E.; Silva, L.B.P.","998","1996","01","17","Southern America","Brazil","Santa Catarina","Campo Alegre","Rodeio Grande","-49.2655982971191","-26.1924991607666",NA,NA,"MBM187488","MBM187488",NA,NA,NA,NA,"37493","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2020-12-21 16:37:26-03","MBM","MBM","232660","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","rufa","Myrcia rufa","(O.Berg) Silveira","Rocha, M.R.L.","Soares, A.; et al.; et al.","146","1997","09","16","Southern America","Brazil","Paraná","Morretes","Parque Estadual Marumbi, Ponta do Tigre","-48.834400177002","-25.476900100708",NA,NA,"MBM232660","MBM232660",NA,NA,NA,NA,"30514","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2020-12-21 16:37:26-03","MBM","MBM","116625","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","rufa","Myrcia rufa","(O.Berg) Silveira","Sobral, M.","Kummrow, R.; Silva, J.M.; Silva, J.M.","2906","1987","05","14","Southern America","Brazil","Paraná","Quatro Barras","Morro Mãe Catira","-49.0769004821777","-25.3656005859375",NA,NA,"MBM116625","MBM116625",NA,NA,NA,NA,"17116","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2020-12-21 16:37:26-03","MBM","MBM","130560","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","rufa","Myrcia rufa","(O.Berg) Silveira","Sobral, M.","Ribas, O.S.; Cordeiro, J.; Cordeiro, J.","113","1989","06","06","Southern America","Brazil","Paraná","Quatro Barras","Morro Sete","-49.0769004821777","-25.3656005859375",NA,NA,"MBM130560","MBM130560",NA,NA,NA,NA,"17116","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2015-09-04 12:36:48-03","MNHN","RECOLNAT_MNHN_P","P00161321","PreservedSpecimen",NA,NA,NA,"Myrtaceae","Myrcia","bicarinata","Myrcia bicarinata","(O.Berg) D.Legrand",NA,"Sellow",NA,NA,NA,NA,NA,"Brésil",NA,NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00161321' target='other'> <mi>dwc_moreinfo</mi></a>","P00161321","P00161321_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"431",NA,NA
"36","2015-09-04 12:36:48-03","MNHN","RECOLNAT_MNHN_P","P00161322","PreservedSpecimen",NA,NA,NA,"Myrtaceae","Myrcia","bicarinata","Myrcia bicarinata","(O.Berg) D.Legrand",NA,"Sellow",NA,NA,NA,NA,NA,"Brésil",NA,NA,NA,NA,NA,"hb","donné en 1864 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00161322' target='other'> <mi>dwc_moreinfo</mi></a>","P00161322","P00161322_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"431",NA,NA
"37","2015-09-17 09:12:08-03","MNHN","RECOLNAT_MNHN_P","P00545094","PreservedSpecimen",NA,NA,NA,"Myrtaceae","Myrcia","bicarinata","Myrcia bicarinata","(O.Berg) D.Legrand","Lughadha","Riedel, L.",NA,NA,NA,NA,NA,"Brésil",NA,NA,"s.l.",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00545094' target='other'> <mi>dwc_moreinfo</mi></a>","P00545094","P00545094_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"isotype",NA,NA,NA,NA
"38","2018-01-03 14:15:43-02","MNHN","RECOLNAT_MNHN_P","P00161101","PreservedSpecimen",NA,NA,NA,"Myrtaceae","Myrcia","rufa","Myrcia rufa","(O.Berg) N.Silveira",NA,"Sellow",NA,NA,NA,NA,NA,"Brésil",NA,NA,NA,NA,NA,"hb","donné en 1864 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00161101' target='other'> <mi>dwc_moreinfo</mi></a>","P00161101","P00161101_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"466",NA,NA
"39","2015-10-04 14:46:17-03","MNHN","RECOLNAT_MNHN_P","P00161102","PreservedSpecimen",NA,NA,NA,"Myrtaceae","Myrcia","rufa","Myrcia rufa","(O.Berg) N.Silveira",NA,"Sellow",NA,NA,NA,NA,NA,"Brésil",NA,NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00161102' target='other'> <mi>dwc_moreinfo</mi></a>","P00161102","P00161102_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"466",NA,NA
"40","2020-12-11 11:39:22-03","UFMG","BHCB","102300","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Myrcia","bicarinata","Myrcia bicarinata","(O.Berg) D. Legrand",NA,"Guarino, ESG; Pereira, JB; Souza, SP de","403","2000","09","04","Southern America","Brasil","Distrito Federal","Brasília","Fazenda Sucupira.","-48","-15.883333",NA,"Arbusto com 2m. Flor alva; Solo argiloso com bastante serrapilheira. Mata de galeria inundável","BHCB032754",NA,"1100","1100","-48","-15.883333",NA,NA,"2014",NA,NA,NA,NA,NA,NA,NA,NA
"41","2020-12-11 11:39:22-03","UFMG","BHCB","161468","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Myrcia","bicarinata","Myrcia bicarinata","(O.Berg) D. Legrand",NA,"Bünger, MO; Moura-Júnior, EG","624","2012","10","28","Southern America","Brasil","São Paulo","Cananéia","Parque Estadual da Ilha do Cardoso, Início da Transcardoso, restinga.","-47.929722","-25.096389",NA,"Arvoreta, ca. 2m. Frutos imaturos verdes.","BHCB015105","BHCB015105","8","8","-47.929722","-25.096389",NA,NA,"2012","10","28",NA,NA,NA,NA,NA,NA
"42","2020-12-11 11:39:22-03","UFMG","BHCB","99956","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Myrcia","bicarinata","Myrcia bicarinata","(O.Berg) D. Legrand",NA,"Mazine, FF; Sampaio, D; Foster, W; Salmazo, PB; Ribeiro-Jr.; E.","750","2002","12","08","Southern America","Brasil","São Paulo","Cananeia","Parque Estadual da Ilha do Cardoso, Mata de restinga.","-47.9199981689453","-25.0100002288818",NA,"Árvore ca. 8m. Botões e flores brancas.","BHCB012402","BHCB012402",NA,NA,NA,NA,"37574","auto","2003","02",NA,NA,NA,NA,NA,NA,NA
"43","2020-12-11 11:39:22-03","UFMG","BHCB","124882","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Myrcia","bicarinata","Myrcia bicarinata","(O.Berg) D. Legrand",NA,"Krieger, L","s.n.","1979","10","10","Southern America","Brasil","Minas Gerais","Juiz de Fora","Rio do Peixe","-43.3502998352051","-21.7642002105713",NA,"Flores creme. Frutos maduros escariarte; Na mata secundária, na beira do rio","BHCB032954",NA,NA,NA,NA,NA,"36144","auto","2014",NA,NA,NA,NA,NA,NA,NA,NA
"44","2021-02-11 17:20:43-03","UFPR","UPCB","32137","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","bicarinata","Myrcia bicarinata","(Berg) C.D.Legrand","Silva, S.M.","Silva, S.M.",NA,"1995","10","29",NA,"Brasil","Paraná","Paranaguá","Ilha do Mel, Estação Ecológica","-48.5092010498047","-25.5200004577637",NA,"Árvore de 5,5m, PB = 13cm, em subosque de floresta paludosa da planície litorânea. Material estéril..","UPCB0021444","UPCB0021444",NA,NA,NA,NA,"24916","auto","1996","02",NA,NA,NA,NA,NA,NA,NA
"45","2018-06-22 05:25:00-03","MO","MOBOT","2476824","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","bicarinata","Myrcia bicarinata","(O. Berg) D. Legrand",NA,"Pe. Raulino Reitz","Reitz 782","1953","6","12","South America","Brazil","Santa Catarina",NA,"Barra do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2012-10-19 13:33:00-03","MO","MOBOT","3199997","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","bicarinata","Myrcia bicarinata","(O. Berg) D. Legrand","M.F. Santos","Howard S. Irwin|Thomas R. Soderstrom","Irwin 5732","1964","8","30","South America","Brazil","Distrito Federal",NA,"Shade of Gallery forest, ca . 15 km E. of Brasilia. Occasional.",NA,NA,NA,NA,NA,NA,"700.00000000","1000.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"47","2014-09-05 21:42:00-03","MO","MOBOT","3414412","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","bicarinata","Myrcia bicarinata","(O. Berg) D. Legrand",NA,"S. Romaniuc Neto|et al.","Romaniuc Neto 1113","1988","10","6","South America","Brazil","São Paulo",NA,"Martinho Prado, Fazenda Campininha.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2020-07-10 09:47:54-03","MBML","MBML-HERBARIO","22189",NA,"Plantae",NA,NA,"Myrtaceae","Myrcia","bicarinata","Myrcia bicarinata","(O.Berg) D.Legrand","M.F. Santos/XI-2011","Tadeu A. Cruz; et al","8","2003","09","25",NA,"Brasil","Espírito Santo","Santa Teresa","Parque Natural Municipal de São Lourenço","-40.620278","-19.923889",NA,"Altura 15m. Mata ciliar. DAP 51cm.","MBML022189","MBML022189",NA,NA,"40W37'13","19S55'26",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2020-09-12 05:00:02-03","US","US","2961478","PreservedSpecimen","Plantae",NA,"Myrtales","Myrtaceae","Myrcia","bicarinata","Myrcia bicarinata","(O. Berg) D. Legrand",NA,"H. S. Irwin & T. R. Soderstrom","5732","1964","8","20","South America - Neotropics","Brazil","Distrito Federal","Brasília","Shade of gallery forest, ca. 15km E of Brasília.","-47.9296989440918","-15.7797002792358",NA,NA,"US01891843","US01891843_01 US01891843_02","700","1000",NA,NA,"70570","auto",NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA
