"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","occurrenceRemarks","yearIdentified","monthIdentified","dayIdentified","locality","coordinatePrecision","geoFlag","phylum","order","recordNumber","continentOcean","preparationType","class","relatedCatalogItem","relationshipType","fieldNumber","individualCount","infraspecificEpithet","typeStatus"
"234","2015-09-04 18:05:18-03","MNHN","RECOLNAT_MNHN_P","P00758341","PreservedSpecimen",NA,"Fabaceae","Erythrina","speciosa","Erythrina speciosa","Andrews","Krukoff","Saint-Hilaire, A. de",NA,NA,NA,"Brésil",NA,NA,NA,NA,NA,NA,NA,NA,"P00758341","P00758341_01","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00758341' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"hb",NA,NA,NA,NA,NA,NA,NA
"235","2013-12-20 10:16:59-02","MNHN","RECOLNAT_MNHN_P","P00758344","PreservedSpecimen",NA,"Fabaceae","Erythrina","speciosa","Erythrina speciosa","Andrews","Krukoff","Saint-Hilaire, A. de",NA,NA,NA,"Brésil",NA,NA,NA,NA,NA,NA,NA,NA,"P00758344","P00758344_01","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00758344' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"hb",NA,NA,NA,NA,NA,NA,NA
"236","2020-10-01 14:20:11-03","JBB","HEPH","14983","S","Plantae","Fabaceae","Erythrina","speciosa","Erythrina speciosa","Andrews","Ramos, AE","Ramos, AE; Jesus, FPR de","1999","05","25","Brasil","Distrito Federal","Riacho Fundo",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1999",NA,NA,"ARIE do Santuário de Vida Silvestre do Riacho Fundo-DF.",NA,NA,"Dicotyledon","Fabales","1318","Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"237","2020-10-01 14:20:11-03","JBB","HEPH","14984","S","Plantae","Fabaceae","Erythrina","speciosa","Erythrina speciosa","Andrews","Ramos, AE","Ramos, AE; Jesus, FPR de","1999","05","25","Brasil","Distrito Federal","Riacho Fundo",NA,NA,NA,NA,NA,NA,NA,NA,"Esteril.P1-SP1-06=P1-SP2-37(Igual o numero 1318)","1999",NA,NA,"ARIE do Santuário de Vida Silvestre do Riacho Fundo-DF.",NA,NA,"Dicotyledon","Fabales","1319","Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"238","2020-10-01 14:20:11-03","JBB","HEPH","15058","S","Plantae","Fabaceae","Erythrina","speciosa","Erythrina speciosa","Andrews","Ramos, AE","Ramos, AE; Jesus, FPR de","1999","06","22","Brasil","Distrito Federal","Riacho Fundo",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1999",NA,NA,"ARIE do Santuário de Vida Silvestre do Riacho Fundo-DF.; Lado direito da Rodovia 047,margem direita do Riacho Fundo.",NA,NA,"Dicotyledon","Fabales","1381","Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"239","2020-10-01 14:20:11-03","JBB","HEPH","2724","S","Plantae","Fabaceae","Erythrina","speciosa","Erythrina speciosa","Andrews","Ramos, AE","Ramos, AE","1982","07","30","Brasil","Distrito Federal","Brasília","-47.9296989440918","-15.7797002792358",NA,NA,NA,NA,NA,NA,NA,"1982",NA,NA,"Margem do Lago Parano , Lago Sul.","70570","auto","Dicotyledon","Fabales","81A,B","Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"240","2020-10-01 14:20:11-03","JBB","HEPH","2724","Amost","Plantae","Fabaceae","Erythrina","speciosa","Erythrina speciosa","Andrews","Ramos, AE","Ramos, AE","1982","07","30","Brasil","Distrito Federal","Brasília","-47.9296989440918","-15.7797002792358",NA,NA,NA,NA,NA,NA,NA,"1982",NA,NA,"Margem do Lago Parano , Lago Sul.","70570","auto","Dicotyledon","Fabales","81A,B","Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"241","2020-12-11 11:36:01-03","UFMG","BHCB","47481","PreservedSpecimen","Plantae","Fabaceae","Erythrina","speciosa","Erythrina speciosa","Andrews",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledon",NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"242","2020-12-11 11:36:01-03","UFMG","BHCB","45185","PreservedSpecimen","Plantae","Fabaceae","Erythrina","speciosa","Erythrina speciosa","Andrews",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledon",NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"243","2020-12-11 11:36:01-03","UFMG","BHCB","191472","PreservedSpecimen","Plantae","Fabaceae","Erythrina","speciosa","Erythrina speciosa","Andrews",NA,"Vieira, KIC; Resende, HC; Werneck, HA","2018","07","30","Brasil","Minas Gerais","Mariana","-43.417639","-20.236806","-43.417639","-20.236806","706","706","BHCB191472",NA,"Individuo com nº de ponto 047 - ID: RD 060; Vegetação crescendo sobre o rejeito de minerio","2018","09",NA,"Bento Rodrigues, Proximo a escola",NA,NA,"Dicotyledon",NA,"133","Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"244","2020-12-11 11:36:01-03","UFMG","BHCB","45184","PreservedSpecimen","Plantae","Fabaceae","Erythrina","speciosa","Erythrina speciosa","Andrews",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledon",NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"245","2020-12-11 11:36:01-03","UFMG","BHCB","21541","PreservedSpecimen","Plantae","Fabaceae","Erythrina","speciosa","Erythrina speciosa","Andrews",NA,"Toledo, FRN","1992",NA,NA,"Brasil","Minas Gerais","Belo Horizonte","-43.937801361084","-19.9207992553711",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"17082","auto","Dicotyledon",NA,"s.n.","Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"246","2020-12-11 11:36:01-03","UFMG","BHCB","66270","PreservedSpecimen","Plantae","Fabaceae","Erythrina","speciosa","Erythrina speciosa","Andrews",NA,"Barreto, HLM",NA,NA,NA,"Brasil","Minas Gerais","Belo Horizonte","-43.937801361084","-19.9207992553711",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"17082","auto","Dicotyledon",NA,"10857","Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"247","2020-12-11 11:36:01-03","UFMG","BHCB","28277","PreservedSpecimen","Plantae","Fabaceae","Erythrina","speciosa","Erythrina speciosa","Andrews",NA,NA,NA,NA,NA,"Brasil","Minas Gerais","Dionísio","-42.7766990661621","-19.8428001403809",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"31394","auto","Dicotyledon",NA,"s.n.","Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"248","2020-12-11 11:36:01-03","UFMG","BHCB","51209","PreservedSpecimen","Plantae","Fabaceae","Erythrina","speciosa","Erythrina speciosa","Andrews",NA,"Oliveira, PP de",NA,NA,NA,"Brasil","Rio de Janeiro","Rio das Ostras","-41.9449996948242","-22.5268993377686",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"17620","auto","Dicotyledon",NA,"547","Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"249","2021-02-11 17:19:00-03","UFPR","UPCB","41186","PreservedSpecimen","Plantae","Fabaceae","Erythrina","speciosa","Erythrina speciosa","Andrews","Dunaiski Jr., A.","Dunaiski Jr., A.","1999","07","15","Brasil","Paraná","Morretes","-48.834400177002","-25.476900100708",NA,NA,NA,NA,NA,NA,"Flores vermelhas em solo úmido..","1999","07","27","Estrada da Graciosa (PR 410)","30514","auto",NA,NA,"1172",NA,NA,NA,NA,NA,NA,NA,NA,NA
"250","2021-02-11 17:19:00-03","UFPR","UPCB","22539","PreservedSpecimen","Plantae","Fabaceae","Erythrina","speciosa","Erythrina speciosa","Andrews","Lima, R.X.","Luima, R.X.","1993","06","17","Brasil","Paraná","Guaraqueçaba","-48.3288993835449","-25.3066997528076",NA,NA,NA,NA,NA,NA,"Arbusto, 3m, flor vermelha. Lugar alagado. Usada regionalmente para cerca viva e paisagismo..","1993","06",NA,"Saco do Tambarutaca","37295","auto",NA,NA,"27",NA,NA,NA,NA,NA,NA,NA,NA,NA
"251","2021-02-11 17:19:00-03","UFPR","UPCB","11817","PreservedSpecimen","Plantae","Fabaceae","Erythrina","speciosa","Erythrina speciosa","Andrews","Hatschbach, G.","Hatschbach, G.","1982","08","10","Brasil","Paraná","Antonina","-48.7118988037109","-25.4286003112793",NA,NA,NA,NA,NA,NA,"Arbusto, 2m, flor vermelha. Planície litorânea, locais brejosos..","1982","01","01","Sapitanduva","38300","auto",NA,NA,"45194",NA,NA,NA,NA,NA,NA,NA,NA,NA
"252","2021-02-11 17:19:00-03","UFPR","UPCB","24992","PreservedSpecimen","Plantae","Fabaceae","Erythrina","speciosa","Erythrina speciosa","Andrews","Cervi, A.C.","Cervi, A.C.","1995","08","23","Brasil","Paraná","Antonina","-48.7118988037109","-25.4286003112793",NA,NA,NA,NA,NA,NA,"Arvoreta, 4m, flor vermelha..","1995","09",NA,"Sapitanduva","38300","auto",NA,NA,"5933",NA,NA,NA,NA,NA,NA,NA,NA,NA
"253","2021-02-11 17:19:00-03","UFPR","UPCB","6816","PreservedSpecimen","Plantae","Fabaceae","Erythrina","speciosa","Erythrina speciosa","Andrews","Hatschbach, G.","Hatschbach, G.","1967","07","25","Brasil","Paraná","Paranaguá","-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,NA,NA,"Arbusto, flor vermelha, 2m de altura, à beira do banhado. Planície litorânea..","1967","12",NA,"Rio Cambará","24916","auto",NA,NA,"16798",NA,NA,NA,NA,NA,NA,NA,NA,NA
"254","2008-05-27 22:02:00-03","MO","MOBOT","3187109","PreservedSpecimen","Plantae","Fabaceae","Erythrina","speciosa","Erythrina speciosa","Andrews","G. Hatschbach 82","Gert G. Hatschbach","1982","8","10","Brazil","Paraná",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sapitanduva (mun. Antonina)",NA,NA,NA,NA,"Hatschbach 45194","South America",NA,NA,NA,NA,NA,NA,NA,NA
"255","2010-10-07 15:27:00-03","MO","MOBOT","3187183","PreservedSpecimen","Plantae","Fabaceae","Erythrina","speciosa","Erythrina speciosa","Andrews","B.A. Krukoff","Howard S. Irwin|J.W. Grear, Jr.|R. Souza|R. Reis dos Santos","1966","7","8","Brazil","Distrito Federal",NA,NA,NA,NA,NA,"1000.00000000",NA,NA,NA,NA,NA,NA,NA,"Gallery margin, adjacent to wet campo. Gallery forest, Rio Torto, N. of Brasília,",NA,NA,NA,NA,"Irwin 18085","South America",NA,NA,NA,NA,NA,NA,NA,NA
"256","2010-05-16 08:12:00-03","MO","MOBOT","3187225","PreservedSpecimen","Plantae","Fabaceae","Erythrina","speciosa","Erythrina speciosa","Andrews",NA,"Aurelio Schinini","1989",NA,NA,"Paraguay","Central",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Asunción. Cultivado en calle 2a. y 14 de Mayo.",NA,NA,NA,NA,"Schinini Cacace 26613","South America",NA,NA,NA,NA,NA,NA,NA,NA
"257","2008-05-27 22:02:00-03","MO","MOBOT","3187459","PreservedSpecimen","Plantae","Fabaceae","Erythrina","speciosa","Erythrina speciosa","Andrews","B.A. Krukoff","Per Dusén",NA,NA,NA,"Brazil","Paraná",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"In fruticetris subrlignosis.",NA,NA,NA,NA,"Dusén s.n.","South America",NA,NA,NA,NA,NA,NA,NA,NA
"258","2009-06-25 21:30:00-03","MO","MOBOT","3187730","PreservedSpecimen","Plantae","Fabaceae","Erythrina","speciosa","Erythrina speciosa","Andrews","B.A. Krukoff","Anonymous",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jardim Botânico; n. vulgar Mulungú.",NA,NA,NA,NA,"Anonymous 149026","South America",NA,NA,NA,NA,NA,NA,NA,NA
"259","2010-10-07 15:39:00-03","MO","MOBOT","3187862","PreservedSpecimen","Plantae","Fabaceae","Erythrina","speciosa","Erythrina speciosa","Andrews","Mary K. Arroyo","Howard S. Irwin|R. Souza|R. Reis dos Santos","1965","9","18","Brazil","Distrito Federal",NA,NA,NA,NA,NA,"975.00000000",NA,NA,NA,NA,NA,NA,NA,"Gallery forest and adjacent marshy campo, Rio Torto, immediately N. of Brasília,",NA,NA,NA,NA,"Irwin 8428","South America",NA,NA,NA,NA,NA,NA,NA,NA
"260","2008-05-27 22:02:00-03","MO","MOBOT","3188043","PreservedSpecimen","Plantae","Fabaceae","Erythrina","speciosa","Erythrina speciosa","Andrews","Anne Bruneau","MATTOS","1972","8","8","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cultivada no Jardim Botanico de S. Paulo,",NA,NA,NA,NA,"MATTOS s.n.","South America",NA,NA,NA,NA,NA,NA,NA,NA
"261","2008-05-27 22:02:00-03","MO","MOBOT","3191820","PreservedSpecimen","Plantae","Fabaceae","Erythrina","speciosa","Erythrina speciosa","Andrews","D.Neill","B.A.S. Pereira","1992",NA,NA,"Brazil","Distrito Federal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Córrego Veredinha Zona Urbana de Brazlândia. Presente em uma clareira da mata bem nas proximidades de uma quadra residencial de Brazlândia.",NA,NA,NA,NA,"Pereira 2157","South America",NA,NA,NA,NA,NA,NA,NA,NA
"262","2008-05-27 22:02:00-03","MO","MOBOT","79015","PreservedSpecimen","Plantae","Fabaceae","Erythrina","speciosa","Erythrina speciosa","Andrews","D. Neill (MO)","Alwyn H. Gentry|M.G. Vieira|A. Calos","1987","9","8","Brazil","Minas Gerais",NA,"-46.25","-21.41666",NA,NA,"800.00000000",NA,NA,NA,NA,NA,NA,NA,"Fazenda Lagoa, Munic. Monte Belo; semideciduous forest.",NA,NA,NA,NA,"Gentry 59188","South America",NA,NA,NA,NA,"87-228","2",NA,NA
"263","2019-03-08 14:15:15-03","UNIOESTE","UNOP","9780","S","Plantae","Fabaceae","Erythrina","speciosa","Erythrina speciosa","Andrews","Silva, D.R. da","Silva, D.R. da; Piva, J.; Moura, A.P.; Pereira, J.P.; Machado, C.; Piva, J.; Moura, A.P.; Pereira, J.P.; Machado, C.","2018","07","25","Brasil","Paraná","Capitão Leônidas Marques","-53.655069","-25.505014","-53.655069","-25.505014","246","246",NA,NA,"Árvore 5 m de altura. Sem folhas. Corola vermelha.","2018","11","20","Futuro reservatório da UHE Baixo Iguaçu, lado esquerdo do Rio Monteiro.",NA,NA,NA,NA,"422",NA,NA,NA,NA,NA,NA,NA,NA,NA
"264","2015-10-22 10:02:49-02","UNIOESTE","UNOP","4708","S","Plantae","Fabaceae","Erythrina","speciosa","Erythrina speciosa","Andrews","Mattiello, V.D.","Mattiello, V.D.; Temponi, L.G.; alunos do 3° ano de Ciências Biológicas Bacharel; Temponi, L.G.; alunos do 3° ano de Ciências Biológicas Bacharelado, UNIOESTE","2008","09","04","Brasil","Paraná","Cascavel","-53.4552993774414","-24.9557991027832",NA,NA,NA,NA,NA,NA,"Arvoreta ca. 4 m alt. Caule verde com espinhos marrons, corola alongada, completamente fechada, vermelha, estames brancos unidos entre si e um livre, folha cartácea.","2008","09",NA,"Lago municipal.","47841","auto",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"265","2015-10-22 10:02:49-02","UNIOESTE","UNOP","6594","S","Plantae","Fabaceae","Erythrina","speciosa","Erythrina speciosa","Andrews","Varela, A.F.; Silveira, M.A.D.","Varela, A.F.; Silveira, M.A.D.; Novo, M.F.L.; Fabri, L.L.; Temponi, L.G.; Silveira, M.A.D.; Novo, M.F.L.; Fabri, L.L.; Temponi, L.G.","2010","09","25","Brasil","Paraná","Cascavel","-53.4552993774414","-24.9557991027832",NA,NA,NA,NA,NA,NA,"Planta com até 3,5 m altura, folhas coriáceas discolores com tricomas marrons na face abaxial, presença de espinhos no caule, cálice vermelho, corola vermelho escuro e estames creme.","2010","11",NA,"Lago Municipal ;entrada principal da pista de caminhada e inicio da area militar do exercito.","47841","auto",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"266","2018-09-12 14:48:10-03","UNIOESTE","UNOP","4863","S","Plantae","Fabaceae","Erythrina","speciosa","Erythrina speciosa","Andrews","Snak, C.","Snak, C.; Snak, A.; Snak, A.","2008","11","21","Brasil","Paraná","Cascavel","-53.420556","-24.937222","-53.420556","-24.937222",NA,NA,NA,NA,"Arbusto ca. 4m alt. Caule com acúleos. Lâmina levemente discolor, coriácea. Fruto maduro, marrom. Semente com listras.","2008","11",NA,"Parque Ecológico Paulo Gorski, Lago Municipal.",NA,NA,NA,NA,"211",NA,NA,NA,NA,NA,NA,NA,NA,NA
"267","2016-04-07 14:03:40-03","UNIOESTE","UNOP","4636","S","Plantae","Fabaceae","Erythrina","speciosa","Erythrina speciosa","Andrews",NA,"Mattiello, V.D.; Temponi, L.G.; Temponi, L.G.","2008","09","04","Brasil","Paraná","Cascavel","-53.4552993774414","-24.9557991027832",NA,NA,NA,NA,NA,NA,NA,"2008","09","04","Lago municipal.","47841","auto",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"268","2018-09-12 14:48:10-03","UNIOESTE","UNOP","4873","S","Plantae","Fabaceae","Erythrina","speciosa","Erythrina speciosa","Andrews","Snak, C.","Snak, C.; Snak, A.; Snak, A.","2008","07","28","Brasil","Paraná","Cascavel","-53.420556","-24.937222","-53.420556","-24.937222",NA,NA,NA,NA,"Arbusto ca. 3 m alt. Caule com acúleos. Lâmina levemente discolor, coriácea. Botão floral marrom. Cálice bordô, corola vermelha.","2008","09",NA,"Parque Ecológico Paulo Gorski, Lago Municipal.",NA,NA,NA,NA,"171",NA,NA,NA,NA,NA,NA,NA,NA,NA
"269","2015-10-22 10:02:49-02","UNIOESTE","UNOP","4922","S","Plantae","Fabaceae","Erythrina","speciosa","Erythrina speciosa","Andrews","Temponi, L.G.","Strassburg, R.C.","2009","03","13","Brasil","Paraná","Cascavel","-53.4552993774414","-24.9557991027832",NA,NA,NA,NA,NA,NA,"Arvoreta ca. 3 m. Lâmina cartácea verde discolor, composta de três folíolos com acúleos na nervura principal. Caule principal amarronzado, presença de acúleos com lenticelas, caule secundário verde discolor com base alongada.","2009","03",NA,"Jardim maria luiza proximo ao colegio Anglo .","47841","auto",NA,NA,"10",NA,NA,NA,NA,NA,NA,NA,NA,NA
"270","2016-04-07 14:03:40-03","UNIOESTE","UNOP","1653","S","Plantae","Fabaceae","Erythrina","speciosa","Erythrina speciosa","Andrews","Borges, J.P.","Borges, J.P.; Tiscoski, T.L.; Tiscoski, T.L.","2012","10","30","Brasil","Paraná","Cascavel","-53.4552993774414","-24.9557991027832",NA,NA,NA,NA,NA,NA,"Arbórea, cerca de 6m. Frutos maturos. Área 1, 26º indivíduo.","2012","10","30","Parque Ecológico Paulo Gorski.","47841","auto",NA,NA,"49",NA,NA,NA,NA,NA,NA,NA,NA,NA
"271","2016-04-07 14:03:40-03","UNIOESTE","UNOP","1654","S","Plantae","Fabaceae","Erythrina","speciosa","Erythrina speciosa","Andrews","Borges, J.P.","Borges, J.P.; Tiscoski, T.L.; Tiscoski, T.L.","2012","10","30","Brasil","Paraná","Cascavel","-53.4552993774414","-24.9557991027832",NA,NA,NA,NA,NA,NA,"Arbórea, cerca de 6m. Frutos maturos. Área 1, 25º indivíduo.","2012","10","30","Parque Ecológico Paulo Gorski.","47841","auto",NA,NA,"50",NA,NA,NA,NA,NA,NA,NA,NA,NA
"272","2018-12-03 15:35:24-02","UNIOESTE","UNOP","9414","S","Plantae","Fabaceae","Erythrina","speciosa","Erythrina speciosa","Andrews","Hammes, J.K.; Benatti, V.M.N.","Baggio, K.A.","2018","10","26","Brasil","Paraná","Cascavel","-53.4552993774414","-24.9557991027832",NA,NA,NA,NA,NA,NA,"Porte arbóreo, com aproximadamente 3,5m de altura,, caule com espinhos, folhas verdes escuro de ambos os lados, inflorescência com flores vermelhas","2018","11","06","Parque Ecológico Paulo Gorski, Região do Lago 1, ao lado da ponte, próxima a entrada pela Rua Jacarezinho","47841","auto",NA,NA,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA
"273","2021-01-10 20:50:20-03","INPA","INPA","145624","S","Plantae","Leguminosae-Pap","Erythrina","speciosa","Erythrina speciosa","Andrews",NA,"Carvalho, IR de","1984","06","20","Brasil","Rio de Janeiro","Rio de Janeiro","-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,"INPA0145624","INPA0145624 INPA0145624_e INPA0145624_e1",NA,NA,NA,NA,"Jardim Botânico, Seç. XXVIII, cant E, piquete 1.","57442","auto","Dicotyledon Rosids","Fabales","GAF417","Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"274","2021-01-10 20:50:20-03","INPA","INPA","145654","S","Plantae","Leguminosae-Pap","Erythrina","speciosa","Erythrina speciosa","Andrews","Rodrigues, WA","Carvalho, IR de","1985","07","25","Brasil","Rio de Janeiro","Rio de Janeiro","-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,"INPA0145654","INPA0145654 INPA0145654_e INPA0145654_e1 INPA0145654_e2",NA,"1987",NA,NA,"Jardim Botânico, Seç. XXI, cant B, placa 1173","57442","auto","Dicotyledon Rosids","Fabales","GAF771","Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"275","2020-07-10 09:46:53-03","MBML","MBML-HERBARIO","38242",NA,"Plantae","Leguminosae Faboideae","Erythrina","speciosa","Erythrina speciosa","Andrews","A.P. Fontana/29-VI-2016","D.R. Couto; R.E.Altoé","2008","07","10","Brasil","Espírito Santo","Alegre","-41.5331001281738","-20.763599395752",NA,NA,"198","198","MBML038242","MBML038242_1 MBML038242_2","Arbusto, 3 metros, flores vermelhas. Ilhas fluviais, barragem de derivação.",NA,NA,NA,"São João do Norte","26101","auto",NA,NA,"624",NA,NA,NA,NA,NA,NA,NA,NA,NA
"276","2020-07-10 09:46:53-03","MBML","MBML-HERBARIO","5354",NA,"Plantae","Leguminosae Faboideae","Erythrina","speciosa","Erythrina speciosa","Andrews","H. C. de Lima/1988","J. W. Tabacow; et C.Chamas","1988","08","22","Brasil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,"MBML005354","MBML005354","Flor vermelha, beira do rio devastada.",NA,NA,NA,"BR116",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"277","2020-07-10 09:46:53-03","MBML","MBML-HERBARIO","6028",NA,"Plantae","Leguminosae Faboideae","Erythrina","speciosa","Erythrina speciosa","Andrews",NA,"W. Boone","1990","06","28","Brasil","Espírito Santo","Santa Teresa","-40.6","-19.936111","40W36'0","19S56'10",NA,NA,"MBML006028","MBML006028","Arvoreta +/- 3m. Flor com cálice verde amarronzado, corola vermelha, semi-sombra.",NA,NA,NA,"Museu de Biologia Mello Leitão, Parque",NA,NA,NA,NA,"1371",NA,NA,NA,NA,NA,NA,NA,NA,NA
"278","2020-07-10 09:46:53-03","MBML","MBML-HERBARIO","5342",NA,"Plantae","Leguminosae Faboideae","Erythrina","speciosa","Erythrina speciosa","Andrews","H. C. de Lima/1988","J. W. Tabacow; et C.Chamas","1988","08","17","Brasil","Minas Gerais","Tiradentes","-44.1781005859375","-21.1103000640869",NA,NA,NA,NA,"MBML005342","MBML005342","Flor vermelha, vargem verde com pequenas manchas vermelhas, altitude 900m.",NA,NA,NA,NA,"10355","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"279","2021-01-09 21:48:30-03","UNICENTRO","HUCO","3648","S","Plantae","Fabaceae","Erythrina","speciosa","Erythrina speciosa","Andrews","Alison, M.","Margraf, Alison","2011","10","10","Brasil","Paraná","Irati","-50.6511001586914","-25.4671993255615",NA,NA,NA,NA,NA,NA,"FOM; HABITAT: FOM","2011","10","10",NA,"47271","auto",NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"280","2021-03-04 11:05:22-03","UFRB","HURB","16537","PreservedSpecimen","Plantae","Fabaceae","Erythrina","speciosa","Erythrina speciosa","Andrews",NA,"Silva, T.T.; Martins, M.L.L.; Fonseca, W.O.; Santiago, M.L.G.","2017","08","28","Brasil","Bahia","Laje","-39.337222","-13.150278","39º20'14W","13º09'01S",NA,NA,"HURB000016537","HURB000016537",NA,NA,NA,NA,"Fazenda Sete Voltas;",NA,NA,NA,NA,"123",NA,NA,NA,NA,NA,NA,NA,NA,NA
"281","2020-06-15 15:30:42-03","UNESP-RC","HRCB","38124","PreservedSpecimen","Plantae","Fabaceae","Erythrina","speciosa","Erythrina speciosa","Andr.","Martins, M.V.","Constantino, R.","2001","08","16","Brasil","Mato Grosso do Sul","Bonito","-56.4818992614746","-21.1210994720459",NA,NA,NA,NA,NA,NA,"Árvore, 3m, ramos com inflorescência de flores vermelhas.","2016","11","17","Entre os Rios Formoso e Formosinho, propriedade Recanto Ecológico Jardim das Águas.","71352","auto",NA,NA,"135",NA,NA,NA,NA,NA,NA,NA,NA,NA
"282","2020-06-15 15:30:42-03","UNESP-RC","HRCB","26511","PreservedSpecimen","Plantae","Fabaceae","Erythrina","speciosa","Erythrina speciosa","Andrews.","Por comparação","Oliveira, D.M.T.","1997","08","08","Brasil","São Paulo","Botucatu","-48.439998626709","-22.8799991607666",NA,NA,NA,NA,NA,NA,"árvore de 2 a 4 metros, com flores vermelhas, formando novas folhas no início da frutificação.","1997","08","08","Campus de Rubião Júnior","40412","auto",NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"283","2020-06-15 15:30:42-03","UNESP-RC","HRCB","5856","PreservedSpecimen","Plantae","Fabaceae","Erythrina","speciosa","Erythrina speciosa","Andrews.","Martins, M.V.","Cesar, O.","1985","04","25","Brasil","São Paulo","Rio Claro","-47.560001373291","-22.4099998474121",NA,NA,NA,NA,NA,NA,"Árvore até 4m. Flores avermelhadas.","2011","04",NA,"Arredores do Campus Bela Vista","21773","auto",NA,NA,"580",NA,NA,NA,NA,NA,NA,NA,NA,NA
"284","2020-06-17 15:25:08-03","UNESP-RC","HRCB","11399","PreservedSpecimen","Plantae","Fabaceae","Erythrina","speciosa","Erythrina speciosa","Andrews ","F. C. P. Garcia","Furlan, A.",NA,NA,NA,"Brasil","São Paulo","Ubatuba","-45.0699996948242","-23.4300003051758",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Picinguaba","34265","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"285","2020-06-15 15:30:42-03","UNESP-RC","HRCB","10691","PreservedSpecimen","Plantae","Fabaceae","Erythrina","speciosa","Erythrina speciosa","Andrews.","Martins, M.V.","Garcia, F.C.P.","1989","09","03","Brasil","São Paulo","Ubatuba","-45.0699996948242","-23.4300003051758",NA,NA,NA,NA,NA,NA,"Arbusto cultivado, flores vermelhas, frutos verdes (espinhos no caule).","2011","01",NA,"Picinguaba , trilha da guarita e quadrado.","34265","auto",NA,NA,"467",NA,NA,NA,NA,NA,NA,NA,NA,NA
