"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","typeStatus","recordedBy","continentOcean","country","locality","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","recordNumber","stateProvince","imagecode","identifiedBy","year","month","day","county","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","coordinatePrecision","geoFlag","monthIdentified","verbatimLongitude","verbatimLatitude","class","dayIdentified","fieldNumber","individualCount"
"18","2019-11-21 14:39:43-03","UFJF","CESJ","32163","PreservedSpecimen","Plantae","Melastomataceae","Microlicia","myrtoidea","Microlicia myrtoidea",NA,"O.S. Ribas; L.B.S. Pereira","América do Sul","Brasil","Rio Pelame",NA,NA,"Subarbusto ramoso, flor rosado intenso. Locais úmidos dos afloramento de arenito.","CESJ032163","Angiosperma",NA,"Cham.","1769","Paraná",NA,"G. Hatschbach","1997","02","12","Sengés","-49.4636001586914","-24.1128005981445",NA,NA,"1997","55682","auto",NA,NA,NA,NA,NA,NA,NA
"19","2021-03-01 16:34:56-03","UNICAMP","UEC","112348","S","Plantae","Melastomataceae","Microlicia","myrtoidea","Microlicia myrtoidea",NA,"Ferreira, MCC; Pansarin, ER; Faria, AD; Belinello, R",NA,"Brazil","Divisa Itapeva-Itararé, Rodovia SP 258, margem do Rio Verde.",NA,NA,"Subarbusto ca. 30-70 cm, pétalas róseas .","UEC039249","Magnoliopsida",NA,"Cham.","107","São Paulo","UEC039249","Mendonça, TG","2000","03",NA,NA,NA,NA,NA,NA,"2000",NA,NA,"08",NA,NA,NA,NA,NA,NA
"20","2021-03-01 16:34:56-03","UNICAMP","UEC","187737","S","Plantae","Melastomataceae","Microlicia","myrtoidea","Microlicia myrtoidea",NA,"Meyer, FS",NA,"Brazil","Rio do Funil",NA,NA,"Subarbusto coletado às margens do rio, em vegetação mista de cerrado e mata ciliar. Flores 5 meras, com pétalas róseas. Estames maiores com anteras liláses e apêndices amarelos. Anteras menores amarelas.","UEC114434","Magnoliopsida",NA,"Cham.","1853","Paraná","UEC114434","Meyer, FS","2014","02","03","Sengés","-49.651728","-24.210183",NA,NA,"2014",NA,NA,"02","-49.651728","-24.210183",NA,NA,NA,NA
"21","2021-03-01 16:34:56-03","UNICAMP","UEC","187739","S","Plantae","Melastomataceae","Microlicia","myrtoidea","Microlicia myrtoidea",NA,"Meyer, FS",NA,"Brazil","Rio do Funil",NA,NA,"Subarbusto coletado às margens do rio, em vegetação mista de cerrado e mata ciliar. Flores 5 meras, com pétalas róseas. Estames maiores com anteras liláses e apêndices amarelos. Anteras menores amarelas.","UEC114430","Magnoliopsida",NA,"Cham.","1855","Paraná","UEC114430","Meyer, FS","2014","02","03","Sengés","-49.651728","-24.210183",NA,NA,"2014",NA,NA,"02","-49.651728","-24.210183",NA,NA,NA,NA
"22","2021-03-01 16:34:56-03","UNICAMP","UEC","180993","S","Plantae","Melastomataceae","Microlicia","myrtoidea","Microlicia myrtoidea",NA,"Souza, VC; Souza, JP; Scalon, VR; Astorino, A",NA,"Brazil",NA,NA,NA,"Arbusto até 80 cm alt. Corola rósea, estames amarelos.; Área de brejo.","UEC058996","Magnoliopsida",NA,"Cham.","10340","São Paulo",NA,"Romero, R","1996","01","23","Bofete","-48.244722","-23.190139","700","700","2015",NA,NA,"10","-48.244722","-23.190139",NA,NA,NA,NA
"23","2021-03-01 16:34:56-03","UNICAMP","UEC","163239","S","Plantae","Melastomataceae","Microlicia","myrtoidea","Microlicia myrtoidea",NA,"Silveira, M",NA,"Brazil","Margem do Rio Funil.",NA,NA,"Herbácea 70 cm. Flores rosas com estames roseos e amarelos.","UEC019373","Magnoliopsida",NA,"Cham.","70","Paraná","UEC019373","Romero, R","1988","12","04","Sengés","-49.4636001586914","-24.1128005981445",NA,NA,"2015","55682","auto","10",NA,NA,NA,NA,NA,NA
"24","2019-08-20 10:19:40-03","UNICAMP","UEC","93249","S","Plantae","Melastomataceae","Microlicia","myrtoidea","Microlicia myrtoidea",NA,"Oliveira, SS",NA,"Brazil","Margens esquerda e direita do Rio Funil",NA,NA,"fruto, Arbusto de 80 cm de altura, flor lilás, botão floral avermelhado. Mata ciliar.","UEC122116","Magnoliopsida",NA,"Cham.","s.n.","Paraná",NA,"Romero, R","1995","04","08","Sengés","-49.4636001586914","-24.1128005981445",NA,NA,"2015","55682","auto","10",NA,NA,NA,NA,NA,NA
"25","2019-08-20 10:19:40-03","UNICAMP","UEC","109112","S","Plantae","Melastomataceae","Microlicia","myrtoidea","Microlicia myrtoidea",NA,"Silveira, M",NA,"Brazil","Rio Funil (margem)",NA,NA,"flor, Herbácea de 70 cm, flores rosas com estames róseas e amarelos.",NA,"Magnoliopsida",NA,"Cham.","s.n.","Paraná",NA,"Goldenberg, R","1988","12","04","Sengés","-49.4636001586914","-24.1128005981445",NA,NA,"1999","55682","auto",NA,NA,NA,NA,NA,NA,NA
"26","2019-08-20 10:19:40-03","UNICAMP","UEC","11245","S","Plantae","Melastomataceae","Microlicia","myrtoidea","Microlicia myrtoidea",NA,"Hatschbach, G",NA,"Brazil","Rio Pelame",NA,NA,"fruto, Subarbusto de 70 cm, flor rosada, anteras amarelas. Zona de cerrado, margens de córrego.",NA,"Magnoliopsida",NA,"Cham.","26725","Paraná",NA,"Wurdack, JJ","1971","06","17","Sengés","-49.4636001586914","-24.1128005981445",NA,NA,"1972","55682","auto",NA,NA,NA,NA,NA,NA,NA
"27","2021-03-01 16:34:56-03","UNICAMP","UEC","134917","S","Plantae","Melastomataceae","Microlicia","myrtoidea","Microlicia myrtoidea",NA,"Souza, VC; Dutilh, JHA; Yamamoto, K; Stehmann, JR",NA,"Brazil","Rodovia Itararé-Itapeva, Próximo à ponte do Rio Verde. Área de campo alagável com cerrado adjacente.",NA,NA,"Arbusto, ca. 30cm alt., botões róseos.; Campo","UEC122149","Magnoliopsida",NA,"Cham.","4655","São Paulo",NA,"Romero, R","1994","11","26","Itararé","-49.3400001525879","-24.1100006103516",NA,NA,"2015","27729","auto","10",NA,NA,NA,NA,NA,NA
"28","2014-10-14 15:56:55-03","BS","M","M-0165716","S","Plantae","Melastomataceae","Microlicia","myrtoidea","Microlicia myrtoidea","TYPE","Sellow, F.",NA,"Brasil",NA,NA,NA,NA,"M0165716","Magnoliophyta","Myrtales","Cham.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA
"29","2015-10-25 15:45:34-02","MNHN","RECOLNAT_MNHN_P","P02297678","PreservedSpecimen",NA,"Melastomataceae","Microlicia","myrtoidea","Microlicia myrtoidea","isolectotype","Sellow, F.",NA,"Brésil","Brasilia","hb",NA,"P02297678 & P02297680 sur la même part <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02297678' target='other'> <mi>dwc_moreinfo</mi></a>","P02297678",NA,NA,"Cham.",NA,NA,"P02297678_01","Romero",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2015-10-25 15:44:46-02","MNHN","RECOLNAT_MNHN_P","P02297679","PreservedSpecimen",NA,"Melastomataceae","Microlicia","myrtoidea","Microlicia myrtoidea","syntype","Glaziou, A.",NA,"Brésil","s.loc.","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02297679' target='other'> <mi>dwc_moreinfo</mi></a>","P02297679",NA,NA,"Cham.",NA,NA,"P02297679_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"48",NA
"31","2012-08-29 13:58:34-03","MNHN","RECOLNAT_MNHN_P","P02297680","PreservedSpecimen",NA,"Melastomataceae","Microlicia","myrtoidea","Microlicia myrtoidea",NA,"Sellow, F.",NA,"Brésil","Brasilia","hb",NA,"P02297678 & P02297680 sur la même part <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02297680' target='other'> <mi>dwc_moreinfo</mi></a>","P02297680",NA,NA,"Cham.",NA,NA,"P02297680_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2015-09-04 21:05:25-03","MNHN","RECOLNAT_MNHN_P","P05316864","PreservedSpecimen",NA,"Melastomataceae","Microlicia","myrtoidea","Microlicia myrtoidea",NA,"Saint-Hilaire, A. de",NA,"Brésil","Ad ripas fluminis Itareré. Prov. St. Pauli. São Paulo, Sudeste, Brasil, América do Sul","hb",NA,"Herbarium Florae Brasiliae meridionalis. s.d. Planta a Candaloeo ipso uti M. Setaja incrispto in herb. Hilar. <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05316864' target='other'> <mi>dwc_moreinfo</mi></a>","P05316864",NA,NA,"Cham.",NA,"São Paulo","P05316864_01",NA,NA,NA,NA,NA,NA,NA,"400",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2015-09-04 21:05:25-03","MNHN","RECOLNAT_MNHN_P","P05316865","PreservedSpecimen",NA,"Melastomataceae","Microlicia","myrtoidea","Microlicia myrtoidea",NA,"Saint-Hilaire, V.A.",NA,"Brésil","Brésil. Province de Saint-Paul. São Paulo, Sudeste, Brasil, América do Sul","hb",NA,". . fig. 32 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05316865' target='other'> <mi>dwc_moreinfo</mi></a>","P05316865",NA,NA,"Cham.",NA,"São Paulo","P05316865_01",NA,"1816","1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C2 1402",NA
"34","2015-09-04 21:05:25-03","MNHN","RECOLNAT_MNHN_P","P05316867","PreservedSpecimen",NA,"Melastomataceae","Microlicia","myrtoidea","Microlicia myrtoidea",NA,"Gaudichaud, C.",NA,"Brasil","Brésil. Province de San Paolo. Brasil, América do Sul","hb",NA,". . <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05316867' target='other'> <mi>dwc_moreinfo</mi></a>","P05316867",NA,NA,"Cham.",NA,NA,"P05316867_01",NA,"1833","1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"706",NA
"35","2015-09-04 21:05:25-03","MNHN","RECOLNAT_MNHN_P","P05316868","PreservedSpecimen",NA,"Melastomataceae","Microlicia","myrtoidea","Microlicia myrtoidea",NA,"Saint-Hilaire, A. de",NA,"Brésil","Brésil. Province de Saint-Paul. São Paulo, Sudeste, Brasil, América do Sul","hb",NA,"Voyage d'Auguste de Saint-Hilaire, 1816 à 1821. . <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05316868' target='other'> <mi>dwc_moreinfo</mi></a>","P05316868",NA,NA,"Cham.",NA,"São Paulo","P05316868_01",NA,"1816","1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C2 1402",NA
"36","2020-12-11 11:38:33-03","UFMG","BHCB","39715","PreservedSpecimen","Plantae","Melastomataceae","Microlicia","myrtoidea","Microlicia myrtoidea",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledon",NA,"Cham.","s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-02-11 17:20:13-03","UFPR","UPCB","90597","PreservedSpecimen","Plantae","Melastomataceae","Microlicia","myrtoidea","Microlicia myrtoidea",NA,"Meyer, F.S.",NA,"Brasil","Rio do Funil",NA,NA,"Subarbusto coletado às margens do rio, em vegetação mista de cerrado e mata ciliar. Flores 5 meras, com pétalas róseas. Estames maiores com anteras liláses e apêndices amarelos. Anteras menores amarelas..","UPCB0030262",NA,NA,"Cham.","1853","Paraná","UPCB0030262","Meyer, F.S.","2014","02","03","Sengés","-49.390622","-24.123666",NA,NA,"2014",NA,NA,"02","-49.390622","-24.123666",NA,NA,NA,NA
"38","2021-02-11 17:20:13-03","UFPR","UPCB","3333","PreservedSpecimen","Plantae","Melastomataceae","Microlicia","myrtoidea","Microlicia myrtoidea",NA,"Hatschbach, G.",NA,"Brasil","Fazenda Morungava, Rio do Funil",NA,NA,"Sub-arbusto, flor lilás, anteras amarelas. Terreno brejoso das proximidades de rio..","UPCB0019394",NA,NA,"Cham.","5271","Paraná","UPCB0019394","Wurdack, J.J.","1958","12","13","Sengés","-49.4636001586914","-24.1128005981445",NA,NA,"1962","55682","auto","01",NA,NA,NA,"01",NA,NA
"39","2021-02-11 17:20:13-03","UFPR","UPCB","18895","PreservedSpecimen","Plantae","Melastomataceae","Microlicia","myrtoidea","Microlicia myrtoidea",NA,"Hatschbach, G.",NA,"Brasil","Rio do Funil",NA,NA,"Sublenhosa, ramosa, 70cm, pétalas rosadas, anteras amarelas. Zona de campo cerrado, margens úmidas do rio..","UPCB0019395",NA,NA,"Cham.","53621","Paraná","UPCB0019395","Hatschbach, G.","1989","11","18","Sengés","-49.4636001586914","-24.1128005981445",NA,NA,"1990","55682","auto","01",NA,NA,NA,"01",NA,NA
"40","2014-11-28 15:31:00-02","MO","MOBOT","2478087","PreservedSpecimen","Plantae","Melastomataceae","Microlicia","myrtoidea","Microlicia myrtoidea",NA,"Gert G. Hatschbach|R.B. Lange","South America","Brazil","Sengés. Fda. Morungava, Rio do Funil",NA,NA,NA,NA,NA,NA,"Cham.","Hatschbach 5271","Paraná",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2020-08-31 09:07:06-03","INPA","INPA","200512","S","Plantae","Melastomataceae","Microlicia","myrtoidea","Microlicia myrtoidea",NA,"Hatschbach, GG","Southern America","Brasil","Rio do Funil.",NA,NA,NA,"INPA0200512","Dicotyledon Com-Clade","Myrtales","Cham.","53621","Paraná","INPA0200512 INPA0200512_e","Hatschbach, GG","1989","11","18","Sengés","-49.4636001586914","-24.1128005981445",NA,NA,"1990","55682","auto",NA,NA,NA,NA,NA,NA,NA
"42","2020-09-12 05:00:02-03","US","US","2370446","PreservedSpecimen","Plantae","Melastomataceae","Microlicia","myrtoidea","Microlicia myrtoidea",NA,"G. Hatschbach & R. B. Lange","South America - Neotropics","Brazil","Fazendaorungava, Rio do Funíl",NA,NA,NA,"US01897260",NA,"Myrtales","Cham.","5271","Paraná","US01897260_01 US01897260_02",NA,"1958","12","13","Sengés","-49.4636001586914","-24.1128005981445",NA,NA,NA,"55682","auto",NA,NA,NA,"Dicotyledonae",NA,NA,"1"
"43","2020-09-12 05:00:02-03","US","US","2676439","PreservedSpecimen","Plantae","Melastomataceae","Microlicia","myrtoidea","Microlicia myrtoidea",NA,"G. Hatschbach & L. Z. Ahumada","South America - Neotropics","Brazil",NA,NA,NA,NA,"US01897254",NA,"Myrtales","Cham.","31313","Minas Gerais","US01897254_01 US01897254_02",NA,"1973","2","5","São Thomé das Letras","-44.9852981567383","-21.7222003936768",NA,NA,NA,"16076","auto",NA,NA,NA,"Dicotyledonae",NA,NA,"1"
"44","2020-09-12 05:00:02-03","US","US","286913","PreservedSpecimen","Plantae","Melastomataceae","Microlicia","myrtoidea","Microlicia myrtoidea",NA,"F. Sellow","South America - Neotropics","Brazil",NA,NA,NA,NA,"US01897255",NA,"Myrtales","Cham.","5267","São Paulo","US01897255_01 US01897255_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1"
"45","2020-09-12 05:00:02-03","US","US","2676440","PreservedSpecimen","Plantae","Melastomataceae","Microlicia","myrtoidea","Microlicia myrtoidea",NA,"G. Hatschbach & Z. Ahumada","South America - Neotropics","Brazil",NA,NA,NA,NA,"US01897261",NA,"Myrtales","Cham.","31305","Minas Gerais","US01897261_01 US01897261_02",NA,"1973","2","5","São Thomé das Letras","-44.9852981567383","-21.7222003936768",NA,NA,NA,"16076","auto",NA,NA,NA,"Dicotyledonae",NA,NA,"1"
"46","2020-09-12 05:00:02-03","US","US","1340026","PreservedSpecimen","Plantae","Melastomataceae","Microlicia","myrtoidea","Microlicia myrtoidea",NA,"P. K. Dusén","South America - Neotropics","Brazil","Itararé app.,Morungava",NA,NA,NA,"US01897256",NA,"Myrtales","Cham.","16452","Paraná","US01897256_01 US01897256_02",NA,"1915","1","21",NA,NA,NA,"740",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1"
"47","2020-09-12 05:00:02-03","US","US","2577488","PreservedSpecimen","Plantae","Melastomataceae","Microlicia","myrtoidea","Microlicia myrtoidea",NA,"L. Smith, R. M. Klein & G. Hatschbach","South America - Neotropics","Brazil","River bank Fazendaorungava, Rio Funil",NA,NA,NA,"US01897263",NA,"Myrtales","Cham.","14855","Paraná","US01897263_01 US01897263_02",NA,"1965","1","19","Sengés","-49.37","-24.13","800",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1"
"48","2020-09-12 05:00:02-03","US","US","3230826","PreservedSpecimen","Plantae","Melastomataceae","Microlicia","myrtoidea","Microlicia myrtoidea",NA,"G. Hatschbach","South America - Neotropics","Brazil","Rio Santa Clara",NA,NA,NA,"US01897264",NA,"Myrtales","Cham.","54251","Minas Gerais","US01897264_01 US01897264_02",NA,"1990","6","13","Cristália","-42.8622016906738","-16.8003005981445",NA,NA,NA,"30029","auto",NA,NA,NA,"Dicotyledonae",NA,NA,"1"
