"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","occurrenceRemarks","recordNumber","phylum","order","continentOcean","preparationType","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","class","individualCount","fieldNumber","typeStatus","infraspecificEpithet","relatedCatalogItem"
"11","2021-03-15 16:37:00-03","NY","NYBG","402895","PreservedSpecimen","Plantae","Bignoniaceae","Handroanthus","umbellatus","Handroanthus umbellatus","(Sond.) Mattos",NA,"P. K. H. Dusén","1914","10","01","Brazil","Paraná","Jaguariaíva","Jacarchy","-49.7056","-24.2511",NA,NA,NA,NA,"NY00402895","NY00402895_01 NY00402895_02","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=478657' target='other'> <mi>dwc_moreinfo</mi></a>","18146","Magnoliophyta","Lamiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","402896","PreservedSpecimen","Plantae","Bignoniaceae","Handroanthus","umbellatus","Handroanthus umbellatus","(Sond.) Mattos",NA,"F. C. Hoehne","1917","08","27","Brazil","São Paulo","Sao Paulo","Butantan, S.Paulo","-46.724373","-23.565521",NA,NA,NA,NA,"NY00402896","NY00402896_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=478658' target='other'> <mi>dwc_moreinfo</mi></a>","452","Magnoliophyta","Lamiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","886423","PreservedSpecimen","Plantae","Bignoniaceae","Handroanthus","umbellatus","Handroanthus umbellatus","(Sond.) Mattos","S. O. Grose","J. Cominote","1980","10","28","Brazil","Rio de Janeiro","Rio de Janeiro","Colônia Juliano Moreira.","-43.2075","-22.9031",NA,NA,NA,NA,"NY00886423","NY00886423_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1023865' target='other'> <mi>dwc_moreinfo</mi></a>","5","Magnoliophyta","Lamiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","00907703","PreservedSpecimen","Plantae","Bignoniaceae","Handroanthus","umbellatus","Handroanthus umbellatus","(Sond.) Mattos","S. O. Grose","A. H. Gentry","1987","09","07","Brazil","Minas Gerais","Monte Belo","Mata Hygrophila 5, Fazenda Queimada Grande","-46.28","-21.4",NA,NA,"760","760","NY00907703","NY00907703_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=987824' target='other'> <mi>dwc_moreinfo</mi></a>","59141","Magnoliophyta","Lamiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","886424","PreservedSpecimen","Plantae","Bignoniaceae","Handroanthus","umbellatus","Handroanthus umbellatus","(Sond.) Mattos","S. O. Grose","J. E. Leite","1941","09",NA,"Brazil","Rio Grande do Sul",NA,"A de S. L.; Vicinity of San Lorenzo.",NA,NA,NA,NA,NA,NA,"NY00886424","NY00886424_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1023867' target='other'> <mi>dwc_moreinfo</mi></a>","630","Magnoliophyta","Lamiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","720682","PreservedSpecimen","Plantae","Bignoniaceae","Handroanthus","umbellatus","Handroanthus umbellatus","(Sond.) Mattos",NA,"F. C. Hoehne","1951","09","06","Brazil","São Paulo","São Paulo","Parque do Estado.","-46.621883","-23.654505",NA,NA,NA,NA,"NY00720682","NY00720682_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2519396' target='other'> <mi>dwc_moreinfo</mi></a>","3626","Magnoliophyta","Lamiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","402893","PreservedSpecimen","Plantae","Bignoniaceae","Handroanthus","umbellatus","Handroanthus umbellatus","(Sond.) Mattos",NA,"R. Reitz","1956","10","11","Brazil","Santa Catarina","Indaial","Subida, Indaial","-49.2317","-26.8981",NA,NA,"100","100","NY00402893","NY00402893_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=478656' target='other'> <mi>dwc_moreinfo</mi></a>","3815","Magnoliophyta","Lamiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","402894","PreservedSpecimen","Plantae","Bignoniaceae","Handroanthus","umbellatus","Handroanthus umbellatus","(Sond.) Mattos",NA,"H. C. de Lima","1984","10","16","Brazil","Rio de Janeiro","Magé","Paraiso, área do Centro de Primatologia do RJ.","-43.0406","-22.6531",NA,NA,"200","200","NY00402894","NY00402894_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=478654' target='other'> <mi>dwc_moreinfo</mi></a>","2206","Magnoliophyta","Lamiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","886422","PreservedSpecimen","Plantae","Bignoniaceae","Handroanthus","umbellatus","Handroanthus umbellatus","(Sond.) Mattos","S. O. Grose","A. H. Gentry","1985","01","24","Brazil","Paraná",NA,"Swampy brejo, N of Rio Nunes, N of Morretes.","-48.75","-25.42",NA,NA,"40","40","NY00886422","NY00886422_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1023862' target='other'> <mi>dwc_moreinfo</mi></a>","49800","Magnoliophyta","Lamiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","00907705","PreservedSpecimen","Plantae","Bignoniaceae","Handroanthus","umbellatus","Handroanthus umbellatus","(Sond.) Mattos","S. O. Grose","A. H. Gentry","1987","09","07","Brazil","Minas Gerais","Monte Belo","Mata Hygrophila 5, Fazenda Queimada Grande","-46.28","-21.4",NA,NA,"760","760","NY00907705","NY00907705_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=987831' target='other'> <mi>dwc_moreinfo</mi></a>","59133","Magnoliophyta","Lamiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","402892","PreservedSpecimen","Plantae","Bignoniaceae","Handroanthus","umbellatus","Handroanthus umbellatus","(Sond.) Mattos",NA,"A. H. Gentry","1985","01","25","Brazil","Paraná","Morretes","Saquarema, 40 km W of Paranagua, BR-277","-48.67","-25.5",NA,NA,"40","40","NY00402892","NY00402892_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=478660' target='other'> <mi>dwc_moreinfo</mi></a>","49843","Magnoliophyta","Lamiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","00907704","PreservedSpecimen","Plantae","Bignoniaceae","Handroanthus","umbellatus","Handroanthus umbellatus","(Sond.) Mattos","S. O. Grose","A. H. Gentry","1987","09","07","Brazil","Minas Gerais","Monte Belo","Mata Hygrophila 5, Fazenda Queimada Grande","-46.28","-21.4",NA,NA,"760","760","NY00907704","NY00907704_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=987830' target='other'> <mi>dwc_moreinfo</mi></a>","59135","Magnoliophyta","Lamiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","720641","PreservedSpecimen","Plantae","Bignoniaceae","Handroanthus","umbellatus","Handroanthus umbellatus","(Sond.) Mattos",NA,"W. Hoehne","1951","10","05","Brazil","São Paulo","São Paulo","Parque do Estado. Cultura no campo experimental.","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,"NY00720641","NY00720641_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2519280' target='other'> <mi>dwc_moreinfo</mi></a>","3685","Magnoliophyta","Lamiales","South America","sheet","53584","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-02-08 11:07:38-03","UNESP-IBB","BOTU","27695","PreservedSpecimen","Plantae","Bignoniaceae","Handroanthus","umbellatus","Handroanthus umbellatus","(Sond.) Mattos","Magalhães, J.H.R.","Magalhães, J.H.R.","2010","07","28","Brasil","São Paulo","Botucatu","Distrito de Rubião Júnior","-48.492222","-22.881111","48°29'32w","22°52'52s",NA,NA,"BOTU027695",NA,"Árvore decídua, 18 m., fuste inclinado, galhos retorcidos, caule fissurado, escuro, flores amarelas, folhs compostas palmadas, 5 pares de folíolos; domácias na junção da nervura principal com a secundária","83",NA,NA,NA,NA,NA,NA,"2010",NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-02-18 09:28:58-03","UNESP-IBB","BOTU","203","PreservedSpecimen","Plantae","Bignoniaceae","Handroanthus","umbellatus","Handroanthus umbellatus","(Sond.) Mattos","Aranha, C.","Paschoal, M.E.S.","1995","08","03","Brasil","São Paulo","Agudos","Cia e Cervejaria Brahma",NA,NA,"9999","9999",NA,NA,"BOTU000203",NA,"Árvore de 12 m de altura, caule rugoso, flores amarelas com guias de nectar vermelhas","1514",NA,NA,NA,NA,NA,NA,"1996","02","29",NA,NA,NA,NA,NA,NA
"26","2020-06-29 11:29:30-03","UFRJ","RFA","35077","PreservedSpecimen","Plantae","Bignoniaceae","Tabebuia","umbellata","Tabebuia umbellata","(Sond.) Sandwith","C.M. Vieira","Cláudia M. Vieira","2001","01","18","Brasil","Santa Catarina","Santa Catarina","Proximidades do Município de Guaramirim,beira da estrada SC-413",NA,NA,NA,NA,NA,NA,"RFA35427",NA,"Árvore crescendo isolada em pastagem,em área de baixada. Fruto passado castanho.","1516",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-30 12:35:44-03","EAO","IAN","141489","PreservedSpecimen","Plantae","Bignoniaceae","Tabebuia","umbellata","Tabebuia umbellata","(Sond.) Sandwith",NA,"Heringer, EP","1965","08","31","Brasil","Goiás",NA,"Jardim Zoológico DF.",NA,NA,NA,NA,NA,NA,"IAN141489",NA,"Arbusto de 4m, flores amarelas.","10520","Dicotiledônea",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-04-08 17:37:28-03","EAO","IAN","XILO5600X","PreservedSpecimen","Plantae","Bignoniaceae","Tabebuia","umbellata","Tabebuia umbellata","(Sond.) Sandwith",NA,"sc","1991","06","26","Brasil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"IANXILO5600X",NA,NA,"s.n.","Dicotiledônea",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-04-08 17:37:28-03","EAO","IAN","XILO5600X","PreservedSpecimen","Plantae","Bignoniaceae","Tabebuia","umbellata","Tabebuia umbellata","(Sond.) Sandwith",NA,"sc","1991","06","26","Brasil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"IANXILO5600X",NA,NA,"s.n.","Dicotiledônea",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2019-12-04 15:24:58-03","PUCPR","HUCP","14298","S","Plantae","Bignoniaceae","Tabebuia","umbellata","Tabebuia umbellata","(Sound.) Sandwith.","Jaszczerski, JC","Marino, F","1984","11","01","Brasil","Paraná","Curitiba","Jardim Santos Andrade","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,"HUCP00009443","HUCP00009443",NA,"020","Eudicotiledonea",NA,NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2019-10-09 11:11:50-03","UFBA","ALCB","86536","PreservedSpecimen","Plantae","Bignoniaceae","Handroanthus","umbellatus","Handroanthus umbellatus","(Sond.) Mattos","Espírito Santo, FS","Ramos, C.H.A.; Alves, L. de J.; Santos, CE","2008","09","15","Brasil","Bahia","Itagibá","Litoral Sul, Campo Verde","-39.722222","-14.167222","-39.722222","-14.167222",NA,NA,NA,NA,"de ca 8 m de altura. Caducifólia. Inflorescência com flores amarelo-ouro. Frutos imaturos marrom-esverdeados..","314","Dicotyledon",NA,"Southern America",NA,NA,NA,"2011","07","26",NA,NA,NA,NA,NA,NA
"32","2019-10-09 11:11:50-03","UFBA","ALCB","09981","PreservedSpecimen","Plantae","Bignoniaceae","Handroanthus","umbellatus","Handroanthus umbellatus","(Sond.) Mattos","Espírito-Santo, FS","Grupo Pedra do Cavalo","1981","01",NA,"Brasil","Bahia","Cachoeira","Vale dos Rios Paraguaçu e Jacuípe. Estação da EMBASA.","-39.083333","-12.533333","-39.083333","-12.533333","120","120",NA,NA,"com cerca de 10m de altura e despido de folhas; flores amarelas, vistosas, em densas infloresências terminais.","1043","Dicotyledon",NA,"Southern America",NA,NA,NA,"2011","07",NA,NA,NA,NA,NA,NA,NA
"33","2020-02-08 09:31:04-03","NBC","NL-BOTANY","L.2816248","PreservedSpecimen","Plantae","Bignoniaceae","Tabebuia","umbellata","Tabebuia umbellata","(Sond.) Sandwith",NA,"Dusén PKH","1914","10","01","Brazil",NA,NA,"Parana: Jacarehij, in silva primaeva reg. lit. * ?",NA,NA,NA,NA,NA,NA,"NL-L2816248","NL-L2816248","<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2816248 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"Lamiales","Southern America",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"34","2020-02-08 09:31:04-03","NBC","NL-BOTANY","U.1151739","PreservedSpecimen","Plantae","Bignoniaceae","Tabebuia","umbellata","Tabebuia umbellata","(Sond.) Sandwith",NA,"Lutz BMJ","1939","11","11","Brazil",NA,NA,"Estrada Rio Petropobis.",NA,NA,NA,NA,NA,NA,"NL-U1151739","NL-U1151739","<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1151739 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"Lamiales","Southern America",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"35","2020-11-04 11:03:16-03","ESALQ","ESA","69788","PreservedSpecimen","Plantae","Bignoniaceae","Handroanthus","umbellatus","Handroanthus umbellatus",NA,"Rodrigues, M.C.","Franco, G.A.D.C.; Fonseca, M.G.; Matteo, B.C.; Passold, A.J.; Nogueira, L.; Giarola, N.; Rodrigues, R.R.; Tamashiro, J.Y.; Souza, V.C.","2000","04","23","Brasil","São Paulo","São Sebastião","Praia da Baleia, rua Olavo Pazzanesi, 100 m da antiga Rio-Santos, remanescente margeando loteamentos. Caxetal com perturbação. Borda de estrada","-453.954","-234.627","-453,954","-234,627","10","10","ESA069788",NA,"Árvore com aproximadamente 6m de altura. Material estéril.","2989.0","Magnoliophyta",NA,NA,NA,NA,NA,"2014","09","03",NA,NA,NA,NA,NA,NA
"36","2020-11-04 10:55:09-03","ESALQ","ESA","134421","PreservedSpecimen","Plantae","Bignoniaceae","Handroanthus","umbellatus","Handroanthus umbellatus","(Sond.) Mattos","Lima, R.A.F.",NA,"2013","06","21",NA,NA,NA,NA,NA,NA,"23.38.25",NA,NA,NA,"ESA134421",NA,"Floresta de Restinga Alta, fragmento no Bairro Gaivotas. Árvore da fitossociologia placa no. 20281. Altura: 4m","886.0",NA,NA,NA,NA,NA,NA,"2014",NA,NA,NA,NA,NA,NA,NA,NA
"37","2020-11-04 11:03:16-03","ESALQ","ESA","87436","PreservedSpecimen","Plantae","Bignoniaceae","Handroanthus","umbellatus","Handroanthus umbellatus",NA,"Rodrigues, M.C.","Baitello, J.B.","2001","10","31","Brasil","São Paulo","Vila Rosa",NA,NA,NA,NA,NA,NA,NA,"ESA087436",NA,NA,"1101.0","Magnoliophyta",NA,NA,NA,NA,NA,"2014","09","03",NA,NA,NA,NA,NA,NA
"38","2020-11-04 11:03:16-03","ESALQ","ESA","106571","PreservedSpecimen","Plantae","Bignoniaceae","Handroanthus","umbellatus","Handroanthus umbellatus",NA,"Rodrigues, M.C.","Lima, H.C.","1984","10","16","Brasil","Rio de Janeiro","Guapimirim",NA,"-42.9818992614746","-22.5372009277344",NA,NA,NA,NA,"ESA106571",NA,NA,"2206.0","Magnoliophyta",NA,NA,NA,"21463","auto","2014","09","03",NA,NA,NA,NA,NA,NA
"39","2020-11-04 11:03:16-03","ESALQ","ESA","132055","PreservedSpecimen","Plantae","Bignoniaceae","Handroanthus","umbellatus","Handroanthus umbellatus",NA,"Souza, G.R.","Uller, H.F. ; Terra, G.","2013","09","01","Brasil","Rio de Janeiro","São Pedro da Aldeia",NA,"-42.1027984619141","-22.8391990661621",NA,NA,NA,NA,"ESA132055",NA,NA,"306.0","Magnoliophyta",NA,NA,NA,"20879","auto","2013","11","29",NA,NA,NA,NA,NA,NA
"40","2020-11-04 11:03:16-03","ESALQ","ESA","28722","PreservedSpecimen","Plantae","Bignoniaceae","Handroanthus","umbellatus","Handroanthus umbellatus",NA,"Rodrigues, M.C.","Ivanauskas, N.M.","1995","09","13","Brasil","São Paulo","Pariquera-Açu",NA,"-47.8800010681152","-24.7099990844727",NA,NA,NA,NA,"ESA028722",NA,NA,"356.0","Magnoliophyta",NA,NA,NA,"17990","auto","3014","09","03",NA,NA,NA,NA,NA,NA
"41","2020-11-04 11:03:16-03","ESALQ","ESA","16957","PreservedSpecimen","Plantae","Bignoniaceae","Handroanthus","umbellatus","Handroanthus umbellatus",NA,"Rodrigues, M.C.","Guiseline, C.","1994","09","14","Brasil","São Paulo","Piracicaba",NA,"-47.6399993896484","-22.7199993133545",NA,NA,NA,NA,"ESA016957",NA,NA,"1.0","Magnoliophyta",NA,NA,NA,"44778","auto","2014","09","03",NA,NA,NA,NA,NA,NA
"42","2020-11-04 11:03:16-03","ESALQ","ESA","76279","PreservedSpecimen","Plantae","Bignoniaceae","Handroanthus","umbellatus","Handroanthus umbellatus",NA,"Rodrigues, M.C.","Chaddad Jr., J. ; Tsuji, R.","2001","07","24","Brasil","São Paulo","Piracicaba",NA,"-47.6399993896484","-22.7199993133545",NA,NA,NA,NA,"ESA076279",NA,NA,"104.0","Magnoliophyta",NA,NA,NA,"44778","auto","2014","09","03",NA,NA,NA,NA,NA,NA
"43","2020-11-04 11:03:16-03","ESALQ","ESA","87446","PreservedSpecimen","Plantae","Bignoniaceae","Handroanthus","umbellatus","Handroanthus umbellatus",NA,NA,"Albernaz, A.L.K.M.","1987","08","04","Brasil","São Paulo","Teodoro Sampaio",NA,"-52.1599998474121","-22.5300006866455",NA,NA,NA,NA,"ESA087446",NA,NA,NA,"Magnoliophyta",NA,NA,NA,"54606","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2020-11-04 11:03:16-03","ESALQ","ESA","129125","PreservedSpecimen","Plantae","Bignoniaceae","Handroanthus","umbellatus","Handroanthus umbellatus",NA,"Colletta, G.D. et al.","Colletta, G.D.","2014","05","15","Brasil","São Paulo","Nova Odessa","Plantarum","-47.2900009155273","-22.7700004577637",NA,NA,NA,NA,"ESA129125",NA,"Árvore","1541.0","Magnoliophyta",NA,NA,NA,"8440","auto","2014",NA,NA,NA,NA,NA,NA,NA,NA
"45","2020-11-04 11:03:28-03","ESALQ","ESA","109964","PreservedSpecimen","Plantae","Bignoniaceae","Tabebuia","umbellata","Tabebuia umbellata",NA,NA,"Franco, G.A.D.C. ; Furlan, E.",NA,NA,NA,"Brasil","São Paulo","Gália",NA,"-49.5499992370605","-22.2900009155273",NA,NA,NA,NA,"ESA109964",NA,NA,"4529.0","Magnoliophyta",NA,NA,NA,"23314","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2021-01-14 15:24:42-03","MN","R","12382","PreservedSpecimen","Plantae","Bignoniaceae","Tabebuia","umbellata","Tabebuia umbellata","(Sond.) Sandwith","Gentry, A.","Glaziou, A.F.M.","1879","08","24","Brasil","Rio de Janeiro","Queimados",NA,"-43.5553016662598","-22.716100692749",NA,NA,NA,NA,"R000012382","R000012382_001","Plantas do Brasil Central","11255",NA,NA,NA,NA,"10683","auto","1974",NA,NA,NA,NA,NA,NA,NA,NA
"47","2015-07-02 14:01:11-03","JBP","HPL","1868","S","Plantae","Bignoniaceae","Handroanthus","cf. umbellatus","Handroanthus cf. umbellatus","(Sond.) Mattos","L.G. Lohmann","H. Lorenzi","1993","11","17","Brasil","SP","Pardinho","Coletado em estrada de terra a 2 km de Pardinho.","-48.37","-23.08",NA,NA,NA,NA,NA,NA,NA,"1160",NA,NA,NA,NA,"14628","auto","1993","11","17",NA,NA,NA,NA,NA,NA
"48","2015-07-02 14:01:11-03","JBP","HPL","11462","S","Plantae","Bignoniaceae","Handroanthus","umbellatus","Handroanthus umbellatus",NA,"M. Lacerda","M. Lacerda","2007","11","07","Brasil","RJ","Duque de Caxias","Coletado no distrito de Xerém, SFB.","-43.3117","-22.7856",NA,NA,NA,NA,NA,NA,NA,"1011",NA,NA,NA,NA,"34388","auto","2007","11","07",NA,NA,NA,NA,NA,NA
