"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","class","relationshipType","relatedCatalogItem","fieldNumber","individualCount","infraspecificEpithet","typeStatus","sex"
"143","2020-12-11 11:41:19-03","UFMG","BHCB","86347","PreservedSpecimen","Plantae","Dicotyledon",NA,"Sapindaceae","Allophylus","semidentatus","Allophylus semidentatus","(Miq.) Radlk.",NA,"França, GS; Raggi, F","502","2004","02","05","Southern America","Brasil","Minas Gerais","Dionísio","Parque Estadual do Rio Doce., Lagoa dos Patos (Mumbaça). Floresta estacional semidecidual submontana.","-42.539444","-19.806111",NA,"Arbóreo 4m. Frutos alaranjados.",NA,NA,NA,"247",NA,NA,NA,"-42.539444","-19.806111",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"144","2020-12-11 11:41:19-03","UFMG","BHCB","88439","PreservedSpecimen","Plantae","Dicotyledon",NA,"Sapindaceae","Allophylus","semidentatus","Allophylus semidentatus","(Miq.) Radlk.",NA,"Melo, PHA de","1183","2004","12","29","Southern America","Brasil","Minas Gerais","Pains","Fazenda Amargoso, MG 439 km 16.","-45.651222","-20.38085",NA,"Arbusto, frutos imaturos verdes.; Na borda de mata seca.","BHCB049945",NA,"700","750","2005","04",NA,"-45.651222","-20.38085",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"145","2020-12-11 11:41:19-03","UFMG","BHCB","17786","PreservedSpecimen","Plantae","Dicotyledon",NA,"Sapindaceae","Allophylus","semidentatus","Allophylus semidentatus","(Miq.) Radlk.",NA,"Costa, LVC; et al.","386","1990","01","22","Southern America","Brasil","Minas Gerais","Caratinga","Estação Biológica de Caratinga","-42.1391983032227","-19.7896995544434",NA,"Árvore; Mata atlântica","BHCB020986",NA,NA,NA,"2014","06","05",NA,NA,"49886","auto",NA,NA,NA,NA,NA,NA,NA,NA
"146","2020-12-11 11:41:19-03","UFMG","BHCB","7565","PreservedSpecimen","Plantae","Dicotyledon",NA,"Sapindaceae","Allophylus","semidentatus","Allophylus semidentatus","(Miq.) Radlk.",NA,"Andrade, PM de; Lopes, MA","766","1986","03","26","Southern America","Brasil","Minas Gerais","Caratinga","Estação Biológica de Caratinga. Matão.","-42.1391983032227","-19.7896995544434",NA,"Arbusto com fruto vermelho; Mata atlântica","BHCB021115",NA,NA,NA,"2014","06","05",NA,NA,"49886","auto",NA,NA,NA,NA,NA,NA,NA,NA
"147","2020-12-11 11:41:19-03","UFMG","BHCB","6516","PreservedSpecimen","Plantae","Dicotyledon",NA,"Sapindaceae","Allophylus","semidentatus","Allophylus semidentatus","(Miq.) Radlk.",NA,"Lopes, MA; Andrade, PM de","562","1984","10","22","Southern America","Brasil","Minas Gerais","Caratinga","Estação Biológica de Caratinga. Matão.","-42.1391983032227","-19.7896995544434",NA,"Escandente; flores brancas; Mata atlântica","BHCB021103",NA,NA,NA,"2014","06","05",NA,NA,"49886","auto",NA,NA,NA,NA,NA,NA,NA,NA
"148","2020-12-11 11:41:19-03","UFMG","BHCB","19534","PreservedSpecimen","Plantae","Dicotyledon",NA,"Sapindaceae","Allophylus","semidentatus","Allophylus semidentatus","(Miq.) Radlk.",NA,"Stehmann, JR; Braga, PIS","s.n.","1991","11","01","Southern America","Brasil","Minas Gerais","Caratinga","Fazenda Macedônia - CENIBRA-Ipaba., Trilha da Baixada do Coqueiral","-42.1391983032227","-19.7896995544434",NA,"Arbusto; Mata secundária","BHCB021102",NA,NA,NA,"2014","06","05",NA,NA,"49886","auto",NA,NA,NA,NA,NA,NA,NA,NA
"149","2020-12-11 11:41:19-03","UFMG","BHCB","124637","PreservedSpecimen","Plantae","Dicotyledon",NA,"Sapindaceae","Allophylus","semidentatus","Allophylus semidentatus","(Miq.) Radlk.",NA,"Gasper, AL de; Brogni, E; Santos, EM","994","2007","11","12","Southern America","Brasil","Santa Catarina","Irineópolis","Rio Vermelho.","-50.7997016906738","-26.2385997772217",NA,"Fruto verde; Sub-bosque. Floresta em estado avançado de regeneração","BHCB020970",NA,"820","820","2014","06","05",NA,NA,"32192","auto",NA,NA,NA,NA,NA,NA,NA,NA
"150","2020-12-11 11:41:19-03","UFMG","BHCB","26471","PreservedSpecimen","Plantae","Dicotyledon",NA,"Sapindaceae","Allophylus","semidentatus","Allophylus semidentatus","(Miq.) Radlk.",NA,"Pirani, JR; Mello-Silva, R de; Fernandes, JB; Ferreira, AG; Simão, R","2554","1989","10","24","Southern America","Brasil","Minas Gerais","Alto Caparaó","Serra do Caparaó., Encosta da serra. Abaixo do Parque Nacional","-41.8683013916016","-20.4333000183105",NA,"Arvoreta 3m altura. Folhagem jovem. Flores estaminadas creme. Frequente; Interior de mata ciliar. Floresta tropical","BHCB020989",NA,NA,NA,"2014","06","05",NA,NA,"21645","auto",NA,NA,NA,NA,NA,NA,NA,NA
"151","2020-12-11 11:41:19-03","UFMG","BHCB","46899","PreservedSpecimen","Plantae","Dicotyledon",NA,"Sapindaceae","Allophylus","semidentatus","Allophylus semidentatus","(Miq.) Radlk.",NA,"Tameirão Neto, E","2765","1998","11","18","Southern America","Brasil","Minas Gerais","Coroaci","Usina de Tronqueiras. Rio Tronqueiras.","-42.2858009338379","-18.6219005584717",NA,"Árvore; Floresta semidecidual","BHCB020982",NA,NA,NA,"2014","06","05",NA,NA,"24192","auto",NA,NA,NA,NA,NA,NA,NA,NA
"152","2021-02-11 17:21:40-03","UFPR","UPCB","6300","PreservedSpecimen","Plantae",NA,NA,"Sapindaceae","Allophylus","semidentatus","Allophylus semidentatus","(Miq.) Radlk.","Rosado","Hatschbach, G.","16097","1967","03","08",NA,"Brasil","Paraná","Piên",NA,"-49.42919921875","-26.0981006622314",NA,"Arvoreta, fruto vermelho. Araucarieto..","UPCB0001699","UPCB0001699",NA,NA,"2016","09",NA,NA,NA,"19924","auto",NA,NA,NA,NA,NA,NA,NA,NA
"153","2021-02-11 17:21:40-03","UFPR","UPCB","7106","PreservedSpecimen","Plantae",NA,NA,"Sapindaceae","Allophylus","semidentatus","Allophylus semidentatus","(Miq.) Radlk.","Rosado","Hatschbach, G.","17739","1967","11","07",NA,"Brasil","Paraná","São João do Triunfo",NA,"-50.2971992492676","-25.6833000183105",NA,"Arvoreta, flor creme. Araucarieto..",NA,NA,NA,NA,"2015","12","02",NA,NA,"20512","auto",NA,NA,NA,NA,NA,NA,NA,NA
"154","2021-02-11 17:21:40-03","UFPR","UPCB","22739","PreservedSpecimen","Plantae",NA,NA,"Sapindaceae","Allophylus","semidentatus","Allophylus semidentatus","(Miq.) Radlk.","Rosado","Cervi, A.C.","2402","1986","11","07",NA,"Brasil","Paraná","Antonina","Reserva Biológica de Sapitanduva","-48.7118988037109","-25.4286003112793",NA,"Arvoreta, 4m, flor alva..","UPCB0001705","UPCB0001705",NA,NA,"2016","09",NA,NA,NA,"38300","auto",NA,NA,NA,NA,NA,NA,NA,NA
"155","2021-02-11 17:21:40-03","UFPR","UPCB","27264","PreservedSpecimen","Plantae",NA,NA,"Sapindaceae","Allophylus","semidentatus","Allophylus semidentatus","(Miq.) Radlk.","Rosado","Lima, R.X.","388","1995","11","08",NA,"Brasil","Paraná","Guaraqueçaba","Tagaçaba","-48.3288993835449","-25.3066997528076",NA,"Árvore, 4m, flor verde, usada para cabo de ferramenta. N.V.: barrilheira silvestre..",NA,NA,NA,NA,"2014","12","02",NA,NA,"37295","auto",NA,NA,NA,NA,NA,NA,NA,NA
"156","2008-05-27 22:02:00-03","MO","MOBOT","1721775","PreservedSpecimen","Plantae",NA,NA,"Sapindaceae","Allophylus","semidentatus","Allophylus semidentatus","(Miq.) Radlk.","M.Ferrucci, 93","Robin B. Foster","Foster 13435","1993","10","28","South America","Bolivia","Beni",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"157","2008-05-27 22:02:00-03","MO","MOBOT","1721782","PreservedSpecimen","Plantae",NA,NA,"Sapindaceae","Allophylus","semidentatus","Allophylus semidentatus","(Miq.) Radlk.",NA,"Israel G. Vargas C.|et al.","Vargas Caballero 1744",NA,NA,NA,"South America","Bolivia","Santa Cruz","Guarayos","RESERVA RIOS BLANCO Y NEGRO. Concesión Oquiriquia; 40 Km al SW de Río San Martín. Bosque alto (20-25 m), ocasionalmente inundado; alterado por extracción de madera mara (Swietenia macrophylla).","-62.1","-14.5",NA,NA,NA,NA,"200.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"158","2013-03-20 12:02:00-03","MO","MOBOT","1892746","PreservedSpecimen","Plantae",NA,NA,"Sapindaceae","Allophylus","semidentatus","Allophylus semidentatus","(Miq.) Radlk.",NA,"Stephan G. Beck|J. Inca|P. Pinto|Israel G. Vargas C.","Beck 19188",NA,NA,NA,"South America","Bolivia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"159","2020-07-16 17:37:00-03","MO","MOBOT","2880535","PreservedSpecimen","Plantae",NA,NA,"Sapindaceae","Allophylus","semidentatus","Allophylus semidentatus","(Miq.) Radlk.","M.S. Ferrucci (CTES), Nov","Alejandro Araujo M.|A.S. Poma C.|Pilar Garagorri|S. Paredes|Dante Chambi","Araujo Murakami 2468","2005","11","30","South America","Bolivia","La Paz","Franz Tamayo","Parque Nacional Madidi, rio Tuichi, arroyo Yarimita. Bosque andino semideciduo con Anadenanthera colubrina, Oxandra espintana, Trichilia elegans, Phyllostylon rhamnoides y Acacia loretensis. Plantas secadas en campo.","-68.6933333","-14.5486111",NA,NA,NA,NA,"890.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"05-17","8",NA,NA,NA
"160","2020-08-19 08:18:00-03","MO","MOBOT","2992901","PreservedSpecimen","Plantae",NA,NA,"Sapindaceae","Allophylus","semidentatus","Allophylus semidentatus","(Miq.) Radlk.","R.L.G.Coelho (US)","* THURWORTH","THURWORTH 1839","1839",NA,NA,"South America","Brazil",NA,NA,"In Brasil. Prov. dos Alugous.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"161","2020-08-19 08:16:00-03","MO","MOBOT","2993290","PreservedSpecimen","Plantae",NA,NA,"Sapindaceae","Allophylus","semidentatus","Allophylus semidentatus","(Miq.) Radlk.","R.L.G.Coelho (US)","Jacques S. Blanchet","Blanchet 3590",NA,NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"162","2018-04-24 13:36:00-03","MO","MOBOT","101041209","PreservedSpecimen","Plantae",NA,NA,"Sapindaceae","Allophylus","semidentatus","Allophylus semidentatus","(Miq.) Radlk.","R.L.G. Coelho","C.A. Cid Ferreira|et al.","Cid Ferreira 10543","1991","11","3","South America","Brazil","Acre","Cruzeiro do Sul","Rio Juruá, margem esquerda, entrada do Igarapé Viseu.","-72.7333333","-8.25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"163","2016-04-04 17:00:38-03","UNIOESTE","UNOP","5603","S","Plantae",NA,NA,"Sapindaceae","Allophylus","semidentatus","Allophylus semidentatus","(Miq.) Radlk.","Cordeiro, J.; Barbosa, E.","Temponi, L.G.; Cordeiro, J.; Silva, J.M.; Cordeiro, J.; Silva, J.M.","595","2009","10","10",NA,"Brasil","Paraná","Céu Azul","Parque Nacional do Iguaçu. Trilha de Educação Ambiental.","-53.8485984802246","-25.1466999053955",NA,"Arbusto 2,40m, flor alvacenta, beira de rio. Floresta estacional semidecídual.",NA,NA,NA,NA,"2010",NA,NA,NA,NA,"51148","auto",NA,NA,NA,NA,NA,NA,NA,NA
"164","2020-08-31 09:10:00-03","INPA","INPA","231304","S","Plantae","Dicotyledon Com-Clade","Sapindales","Sapindaceae","Allophylus","semidentatus","Allophylus semidentatus","(Miq.) Radlk.","Coelho, RLS","Silveira, M","455","1993","04","04","Southern America","Brasil","Acre","Marechal Traumaturgo","Reserva Extrativista do Alto Juruá, Bacia do Rio Juruá, margem esquerda, Reserva Extrativista do Alto Juruá, N of São João do Breu, left bank, Seringal Damião, Colocação Belfort.","-72.7","-9.2",NA,NA,"INPA0231304","INPA0231304 INPA0231304_e",NA,NA,"2014",NA,NA,"-72.7","-9.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"165","2020-07-10 09:49:14-03","MBML","MBML-HERBARIO","27920",NA,"Plantae",NA,NA,"Sapindaceae","Allophylus","semidentatus","Allophylus semidentatus","(Miq.) Radlk.","F.Z. Saiter/24-IV-2013","L. F. S. Magnago; V. Demuner, M. Belizário, E. Bausen","573","2006","02","01",NA,"Brasil","Espírito Santo","Águia Branca","Aguas Claras, Escola Agroecológica.","-40.825833","-18.890278",NA,"Arvoreta 6m de alt. Frutos imaturos verdes. Mata.","MBML027920",NA,"300","300",NA,NA,NA,"40W49'33","18S53'25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"166","2020-07-10 09:49:14-03","MBML","MBML-HERBARIO","33780",NA,"Plantae",NA,NA,"Sapindaceae","Allophylus","semidentatus","Allophylus semidentatus","(Miq.) Radlk.","M.S. Ferrucci/Fev.2010","A. M. Amorim; et al","7193","2008","02","19",NA,"Brasil","Espírito Santo","Nova Venécia","Área de Proteção Ambiental da Pedra do Elefante","-40.443889","-18.776944",NA,"Arvoreta ca. 7m alt. Raque e frutos verdes. Material prensado em álcool.","MBML033780",NA,NA,NA,NA,NA,NA,"40W26'38","18S46'37",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"167","2020-07-10 09:49:14-03","MBML","MBML-HERBARIO","45443",NA,"Plantae",NA,NA,"Sapindaceae","Allophylus","semidentatus","Allophylus semidentatus","(Miq.) Radlk.","F.Z. Saiter/23-IX-2015","J. Gurtler","126","2012","03","15",NA,"Brasil","Espírito Santo","Santa Teresa","São João de Petrópolis, E.A.F.S.T.","-40.676528","-19.806889",NA,"Arvoredo ( 12 mts aprox.), apresentando infrutescências coloridas com frutos tipo drupa.","MBML045443",NA,"209","209",NA,NA,NA,"40W40'35,5","19S48'24,8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"168","2020-07-10 09:49:14-03","MBML","MBML-HERBARIO","45830",NA,"Plantae",NA,NA,"Sapindaceae","Allophylus","semidentatus","Allophylus semidentatus","(Miq.) Radlk.","F.Z. Saiter/23-IX-2015","J. Gurtler; Felipe Zamborlini Saiter, Monique Perini, José (sogro Felipe)","12","2011","12","21",NA,"Brasil","Espírito Santo","Santa Teresa","São João de Petrópolis, E.A.F.S.T.","-40.676667","-19.806944",NA,"Árvore de porte médio (6mts)","MBML045830",NA,"212","212",NA,NA,NA,"40W40'36","19S48'25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"169","2020-07-10 09:49:14-03","MBML","MBML-HERBARIO","46472",NA,"Plantae",NA,NA,"Sapindaceae","Allophylus","semidentatus","Allophylus semidentatus","Radlk.","J. Gurtler/2018","A. M. Assis; M.D.S. Demuner & M. B. Redighieri","2447","2010","04","25",NA,"Brasil","Espírito Santo","Nova Venécia","APA Pedra do Elefante - Pedra do Elefante","-40.422944","-18.765583",NA,"Liana; botões e flores brancas","MBML046472",NA,"230","230",NA,NA,NA,"40W25'22,6","18S45'56,1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"170","2020-07-10 09:49:14-03","MBML","MBML-HERBARIO","46481",NA,"Plantae",NA,NA,"Sapindaceae","Allophylus","semidentatus","Allophylus semidentatus","Radlk.","J. Gurtler/2018","A. M. Assis; M.D.S. Demuner & R. S. Cribari","2286","2009","11","28",NA,"Brasil","Espírito Santo","Nova Venécia","APA Pedra do Elefante - Fazenda Santa Rita - estágio médio (antigo pasto)","-40.433389","-18.777389",NA,"Arbusto 5m, frutos verdes","MBML046481",NA,"195","195",NA,NA,NA,"40W26'0,2","18S46'38,6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"171","2020-07-10 09:49:14-03","MBML","MBML-HERBARIO","9043",NA,"Plantae",NA,NA,"Sapindaceae","Allophylus","semidentatus","Allophylus semidentatus","(Miq.) Radlk.","F.Z. Saiter/23-IX-2015","L. Kollmann; E. Bausen","1902","1999","02","10",NA,"Brasil","Espírito Santo","Santa Teresa","Estrada do Vinte e Cinco de Julho","-40.615","-19.861111",NA,"Arvoreto 6m. Frutos amarelos.","MBML009043",NA,NA,NA,NA,NA,NA,"40W36'54","19S51'40",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"172","2021-03-04 11:06:24-03","UFRB","HURB","6833","PreservedSpecimen","Plantae",NA,NA,"Sapindaceae","Allophylus","semidentatus","Allophylus semidentatus","Mig. Rodlk",NA,"Ferreira, A. dos S.",NA,"2013","08","24",NA,"Brasil","Bahia","Cruz das Almas","Mata do Cazuzinha;","-39.1018981933594","-12.6700000762939",NA,NA,"HURB000006833",NA,NA,NA,NA,NA,NA,NA,NA,"14660","auto",NA,NA,NA,NA,NA,NA,NA,NA
"173","2017-11-24 14:12:26-02","UFLA","ESAL","12588","S","Plantae",NA,NA,"Sapindaceae","Allophylus","semidentatus","Allophylus semidentatus","(Miq.) Radlk.",NA,"Vilela, EA; et al.","s.n.",NA,NA,NA,NA,"Brasil","Minas Gerais","Bom Sucesso (Macaia)","Fazenda Botelho",NA,NA,NA,"árvore; 6,0; ;; floresta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"174","2018-10-09 16:32:15-03","UFLA","ESAL","19148","S","Plantae",NA,NA,"Sapindaceae","Allophylus","semidentatus","Allophylus semidentatus","(Miq.) Radlk.","Ary T. Oliveira Filho","Dalanesi, PE","s.n.",NA,NA,NA,NA,"Brasil","Minas Gerais","Lavras","Parque Ecologico Quedas do Rio Bonito","-44.999444","-21.245278",NA,"árvore; ; ;; floresta",NA,NA,"1","1",NA,NA,NA,"-44.999444","-21.245278",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"175","2018-10-09 16:32:15-03","UFLA","ESAL","19545","S","Plantae",NA,NA,"Sapindaceae","Allophylus","semidentatus","Allophylus semidentatus","(Miq.) Radlk.","Ary Teixeira de Oliveira-Filho","Machado, ELM","s.n.",NA,NA,NA,NA,"Brasil","Minas Gerais","Lavras","UFLA, Mata da Subestação","-44.999444","-21.245278",NA,"árvore; ; ;; floresta",NA,NA,NA,NA,NA,NA,NA,"-44.999444","-21.245278",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"176","2017-11-24 14:12:26-02","UFLA","ESAL","18850","S","Plantae",NA,NA,"Sapindaceae","Allophylus","semidentatus","Allophylus semidentatus","(Miq.) Radlk.","Eduardo Van den Berg","Van den Berg, E","s.n.",NA,NA,NA,NA,"Brasil","Minas Gerais","Poços de Caldas","rio das antas","-46.5614013671875","-21.7877998352051",NA,"árvore; ; ;; Floresta",NA,NA,NA,NA,NA,NA,NA,NA,NA,"23696","auto",NA,NA,NA,NA,NA,NA,NA,NA
"177","2017-11-24 14:12:26-02","UFLA","ESAL","11431","S","Plantae",NA,NA,"Sapindaceae","Allophylus","semidentatus","Allophylus semidentatus","(Miq.) Radlk.",NA,"Almeida, RJ","s.n.",NA,NA,NA,NA,"Brasil","São Paulo","Analândia","Parque Rauvitscher, Faz. Pedra Vermelha","-47.6599998474121","-22.1200008392334",NA,"arbusto; 2,5; ;; floresta",NA,NA,NA,NA,NA,NA,NA,NA,NA,"14271","auto",NA,NA,NA,NA,NA,NA,NA,NA
"178","2017-11-24 14:12:26-02","UFLA","ESAL","10088","S","Plantae",NA,NA,"Sapindaceae","Allophylus","semidentatus","Allophylus semidentatus","(Miq.) Radlk.",NA,"Almeida, RJ","s.n.",NA,NA,NA,NA,"Brasil","São Paulo","Analândia","Parque Rauvitscher, Faz. Pedra Vermelha","-47.6599998474121","-22.1200008392334",NA,"árvore; 7,0; branca;; floresta",NA,NA,NA,NA,NA,NA,NA,NA,NA,"14271","auto",NA,NA,NA,NA,NA,NA,NA,NA
"179","2019-06-10 10:11:39-03","FZB-BH","BHZB","5693","S","Plantae",NA,NA,"Sapindaceae","Allophylus","semidentatus","Allophylus semidentatus",NA,NA,"Rezende, S.G.","856","2006","05","18",NA,"Brasil","MG","Serra da Fortaleza","Mata do Paiol na Mineração Serra da Fortaleza","-46.712778","-20.892222",NA,"Coord.: UTM lat.: 7.688.831 e Long.: 321.837. Altitude média de 960m.",NA,NA,"960","960",NA,NA,NA,"46W 42' 46","20S 53' 32",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"180","2021-01-26 13:58:29-03","IMA","MAC","26807","PreservedSpecimen","Plantae",NA,NA,"Sapindaceae","Allophylus","semidentatus","Allophylus semidentatus","(Miq.) Radlk.","M.C.S.Mota","M.C.S.Mota","12787","2016","05","15",NA,"Brasil","Alagoas","Tanque D'Arca","RPPN Cachoeira.","-36.422006","-9.566469",NA,"Árvore ca. 5 m. Flores cremes.; Mata Atlântica.","MAC0026807",NA,NA,NA,"2018",NA,NA,"-36.422006","-9.566469",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"181","2021-01-26 13:58:29-03","IMA","MAC","26966","PreservedSpecimen","Plantae",NA,NA,"Sapindaceae","Allophylus","semidentatus","Allophylus semidentatus","(Miq.) Radlk.","M.C.S.Mota","M.C.S.Mota","13048","2017","05","20",NA,"Brasil","Alagoas","Tanque D'Arca","RPPN Cachoeira.","-36.451528","-9.543614",NA,"Árvore ca. 5 m. Flores brancas.; Mata Atlântica.","MAC0026966",NA,NA,NA,"2018",NA,NA,"-36.451528","-9.543614",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"182","2021-02-04 10:30:10-03","UFRPE","HST","20520","PreservedSpecimen","Plantae",NA,NA,"Sapindaceae","Allophylus","semidentatus","Allophylus semidentatus","(Miq.) Radlk.","M.L.Guedes","M.L.Guedes; Alunos de Microbiologia de Adriana Medeiros","20348","2013","01","28",NA,"Brasil","Bahia","Chapada da Diamantina","Lençóis/ Andaraí","-41.333333","-12.7",NA,"Árvore; folhas trifolioladas, folíolos cartáceos, discolores, margem serreadas; inflorescência com flores cremes.","HST020520",NA,NA,NA,"2013","09",NA,"41W20'","12S42'",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"183","2021-02-04 10:30:10-03","UFRPE","HST","15162","PreservedSpecimen","Plantae",NA,NA,"Sapindaceae","Allophylus","semidentatus","Allophylus semidentatus","(Miq.) Radlk.","R.L.G.Coelho","M.Oliveira","777","2002","02","20",NA,"Brasil","Alagoas","São José da Lage","Usina Serra Grande. Brejão","-36.0583000183105","-9.00971984863281",NA,"Árvore ca. 6 m de alt.; caule acinzentado; flores alvas. Ocasional.","HST015162",NA,NA,NA,"2014","04","24",NA,NA,"16954","auto",NA,NA,NA,NA,NA,NA,NA,NA
"184","2021-02-04 10:30:10-03","UFRPE","HST","15829","PreservedSpecimen","Plantae",NA,NA,"Sapindaceae","Allophylus","semidentatus","Allophylus semidentatus","(Miq.) Radlk.","M.S.Ferrucci","Buim M.E.; et al.","s.n.","1994","11","04",NA,"Brasil","Paraná","Tibagi","Salto Santa Rosa","-50.4136009216309","-24.5093994140625",NA,"Arboreo; suber com lenticelas; com frutos.","HST015829",NA,NA,NA,"2002",NA,NA,NA,NA,"56988","auto",NA,NA,NA,NA,NA,NA,NA,NA
"185","2021-03-01 11:52:00-03","UFPE","UFP","36184","PreservedSpecimen","Plantae",NA,NA,"Sapindaceae","Allophylus","semidentatus","Allophylus semidentatus","(Miq.) Radlk.","Oliveira, M","Oliveira, M; Grillo, AA","777","2002","02","20",NA,"Brasil","Alagoas","S.J Lage",NA,NA,NA,NA,"Árvore com aproximadamente 6,0m alt. Caule acinzentado, flores alvas. Ocasional.; Vegetação arbustivo-arbóreo denso. Solo humoso.","UFP036184",NA,NA,NA,"2002",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"186","2021-03-01 11:52:00-03","UFPE","UFP","64745","PreservedSpecimen","Plantae",NA,NA,"Sapindaceae","Allophylus","semidentatus","Allophylus semidentatus","(Miq.) Radlk.","Cavalcanti, D","Cavalcanti, D; Souza, JAN","05","2009","12","14",NA,"Brasil","Pernambuco","Igarassu",NA,"-35.023611","-7.790833",NA,"Árvore aprox. 5,0m de altura, flores em tons claros, frutos alaranjados.; Mata Atlântica.","UFP064745",NA,NA,NA,"2010","12",NA,"-35.023611","-7.790833",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"187","2021-03-01 11:52:00-03","UFPE","UFP","64749","PreservedSpecimen","Plantae",NA,NA,"Sapindaceae","Allophylus","semidentatus","Allophylus semidentatus","(Miq.) Radlk.","Cavalcanti, D","Cavalcanti, D; Souza, JAN; Amorim, BS","67","2010","01","26",NA,"Brasil","Pernambuco","Igarassu",NA,"-35.023611","-7.790833",NA,"Árvore aprox. 4,0m de altura, flores brancas, botões verdes, frutos vermelhos.; Mata Atlântica.","UFP064749",NA,NA,NA,"2010","12",NA,"-35.023611","-7.790833",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"188","2021-03-01 11:52:00-03","UFPE","UFP","36181","PreservedSpecimen","Plantae",NA,NA,"Sapindaceae","Allophylus","semidentatus","Allophylus semidentatus","(Miq.) Radlk.","Oliveira, M","Oliveira, M; Grillo, AA","870","2002","04","18",NA,"Brasil","Alagoas","Ibateguara",NA,"-35.9393997192383","-8.97249984741211",NA,"Arvoreta com aproximadamente 2,0m alt. Frutos imaturos verdes. Frequente.; Vegetação arbustivo-arbórea espassada (capoeirão). Solo argiloso.","UFP036181",NA,NA,NA,"2002",NA,NA,NA,NA,"16798","auto",NA,NA,NA,NA,NA,NA,NA,NA
"189","2021-03-01 11:52:00-03","UFPE","UFP","38563","PreservedSpecimen","Plantae",NA,NA,"Sapindaceae","Allophylus","semidentatus","Allophylus semidentatus","(Miq.) Radlk.","Oliveira, M","Oliveira, M; Grillo, AA","1342","2003","04","08",NA,"Brasil","Alagoas","Ibateguara",NA,"-35.9393997192383","-8.97249984741211",NA,"Flora dos fragmentos.; Arbusto com aproximadamente 2,0m alt. Botões florais alvos. Frequente.; Vegetação arbustivo-arbórea densa. Solo humoso.","UFP038563",NA,NA,NA,"2003",NA,NA,NA,NA,"16798","auto",NA,NA,NA,NA,NA,NA,NA,NA
"190","2021-03-01 11:52:00-03","UFPE","UFP","77385","PreservedSpecimen","Plantae",NA,NA,"Sapindaceae","Allophylus","semidentatus","Allophylus semidentatus","(Miq.) Radlk.",NA,"Pereira, LA; Amorim, BS; Costa-Lima, JL; Chagas, MA","370","2012","05","29",NA,"Brasil","Pernambuco","Jaqueira",NA,"-35.7933006286621","-8.72667026519775",NA,"Árvore jovem ca. de 6m.","UFP077385",NA,NA,NA,NA,NA,NA,NA,NA,"11830","auto",NA,NA,NA,NA,NA,NA,NA,NA
