"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","coordinatePrecision","geoFlag","yearIdentified","class","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","fieldNumber","individualCount","typeStatus"
"11","2020-12-21 16:12:11-03","MBM","MBM","35897","PreservedSpecimen","Plantae",NA,NA,"Apiaceae","Eryngium","corallinum","Eryngium corallinum","Math. & Const.","Constance, L.","Hatschbach, G.","7396","1960","10","21","Southern America","Brazil","Paraná","Guarapuava","Rio Coutinho","-51.4580993652344","-25.395299911499",NA,NA,NA,NA,"MBM035897","MBM035897","53832","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2020-12-21 16:12:11-03","MBM","MBM","55046","PreservedSpecimen","Plantae",NA,NA,"Apiaceae","Eryngium","corallinum","Eryngium corallinum","Math. & Const.","Cardozo, A.L.","Hatschbach, G.","37332","1975","10","24","Southern America","Brazil","Paraná","Guarapuava","Cantagalo","-51.4580993652344","-25.395299911499",NA,NA,NA,"Flores alvacentes.; Campo rochoso úmido (lajeados).","MBM055046","MBM055046","53832","auto","2017",NA,"05","10",NA,NA,NA,NA,NA
"13","2020-12-21 16:12:11-03","MBM","MBM","35895","PreservedSpecimen","Plantae",NA,NA,"Apiaceae","Eryngium","corallinum","Eryngium corallinum","Math. & Const.","Hatschbach, G.","Pereira, E.; Hatschbach, G.; Hatschbach, G.","7990","1963","11","17","Southern America","Brazil","Paraná","Guarapuava","Fazenda Campo Real","-51.4580993652344","-25.395299911499",NA,NA,NA,NA,"MBM035895","MBM035895","53832","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2020-12-21 16:12:11-03","MBM","MBM","14602","PreservedSpecimen","Plantae",NA,NA,"Apiaceae","Eryngium","corallinum","Eryngium corallinum","Math. & Const.",NA,"Lindeman, J.; Haas, H.; Haas, H.","2772","1966","10","21","Southern America","Brazil","Paraná","Guarapuava","Próximo ao Rio Real, ca. 35km W de Guarapuava","-51.4580993652344","-25.395299911499",NA,NA,NA,NA,"MBM014602","MBM014602","53832","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2020-12-21 16:12:11-03","MBM","MBM","1318","PreservedSpecimen","Plantae",NA,NA,"Apiaceae","Eryngium","corallinum","Eryngium corallinum","Math. & Const.","Hatschbach, G.","Hatschbach, G.","15156","1966","10","20","Southern America","Brazil","Paraná","Mangueirinha","Lajeado Santo Antônio","-52.1755981445312","-25.9410991668701",NA,NA,NA,NA,"MBM001318","MBM001318","42783","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2020-12-21 16:12:11-03","MBM","MBM","322272","PreservedSpecimen","Plantae",NA,NA,"Apiaceae","Eryngium","corallinum","Eryngium corallinum","Math. & Const.","Hatschbach, G.","Barboza, E.; Cunha, E.M.; Cunha, E.M.","1756","2006","10","26","Southern America","Brazil","Paraná","Cadói","Lagoa Seca",NA,NA,NA,NA,NA,"Ereta, flor creme.; Lajeado.","MBM322272","MBM322272",NA,NA,"2006",NA,NA,NA,NA,NA,NA,NA,NA
"17","2020-12-21 16:12:11-03","MBM","MBM","405349","PreservedSpecimen","Plantae",NA,NA,"Apiaceae","Eryngium","corallinum","Eryngium corallinum","Math. & Const.","Cardozo, A.L.","Lozano, E.D.; Engels, M.E.; Engels, M.E.","2297","2013","12","12","Southern America","Brazil","Paraná","Candói","Fazenda Capão Redondo","-51.803222","-25.423556",NA,NA,NA,"Herbácea, 25 cm, flores alvas, afloramento rochoso de Basalto.; Campos de Guarapuava.","MBM405349","MBM405349",NA,NA,"2016",NA,NA,NA,"-51.803222","-25.423556",NA,NA,NA
"18","2020-12-21 16:12:11-03","MBM","MBM","408713","PreservedSpecimen","Plantae",NA,NA,"Apiaceae","Eryngium","corallinum","Eryngium corallinum","Math. & Const.","Barboza, E.","Silva, J.M.","9050","2015","10","17","Southern America","Brazil","Paraná","Guarapuava","Próximo à Rodovia BR-277","-51.667778","-25.413889","995","995",NA,"Herbácea; flor bege.; Estepe Gramíneo-lenhosa (campo), sobre lajeado.","MBM408713",NA,NA,NA,"2017",NA,"03","31","-51.667778","-25.413889",NA,NA,NA
"19","2020-12-21 16:12:11-03","MBM","MBM","35896","PreservedSpecimen","Plantae",NA,NA,"Apiaceae","Eryngium","corallinum","Eryngium corallinum","Math. & Const.","Hatschbach, G.","Hatschbach, G.","10061","1963","04","28","Southern America","Brazil","Paraná","Guarapuava","Candói","-51.4580993652344","-25.395299911499",NA,NA,NA,NA,"MBM035896","MBM035896","53832","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2020-12-21 16:12:11-03","MBM","MBM","15050","PreservedSpecimen","Plantae",NA,NA,"Apiaceae","Eryngium","corallinum","Eryngium corallinum","Math. & Const.",NA,"Lindeman, J.; Haas, H.; Haas, H.","2800","1966","11","04","Southern America","Brazil","Paraná","Guarapuava","Cantagalo","-51.4580993652344","-25.395299911499",NA,NA,NA,NA,"MBM015050","MBM015050","53832","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2020-12-21 16:12:11-03","MBM","MBM","68005","PreservedSpecimen","Plantae",NA,NA,"Apiaceae","Eryngium","corallinum","Eryngium corallinum","Math. & Const.","Hatschbach, G.","Hatschbach, G.","43242","1980","10","26","Southern America","Brazil","Paraná","Guarapuava","Rio Campo Real","-51.4580993652344","-25.395299911499",NA,NA,NA,NA,"MBM068005","MBM068005","53832","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2015-09-04 05:59:48-03","MNHN","RECOLNAT_MNHN_P","P00130472","PreservedSpecimen",NA,NA,NA,"Apiaceae","Eryngium","corallinum","Eryngium corallinum","Mathias & Constance","Wörz","Roitz|Klein",NA,"1965","12","16",NA,"Brésil",NA,NA,"Parana : Fazenda Capao Redondo, Guarapuava, Parana",NA,NA,"1000",NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00130472' target='other'> <mi>dwc_moreinfo</mi></a>","P00130472","P00130472_01",NA,NA,NA,NA,NA,NA,NA,NA,"17814",NA,NA
"23","2015-09-04 05:59:48-03","MNHN","RECOLNAT_MNHN_P","P00130473","PreservedSpecimen",NA,NA,NA,"Apiaceae","Eryngium","corallinum","Eryngium corallinum","Mathias & Constance","Mathias & Constance","Smith, L.B.|Klein, R.M.",NA,"1964","12","7",NA,"Brésil",NA,NA,"Santa Catarina : Mun. Campo Erê: Campo, 8 km west of Campo Erê","-53.1","-26.36667","900","1000","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00130473' target='other'> <mi>dwc_moreinfo</mi></a>","P00130473","P00130473_01",NA,NA,NA,NA,NA,NA,NA,NA,"13768",NA,NA
"24","2020-09-12 05:00:02-03","US","US","2571023A","PreservedSpecimen","Plantae",NA,"Apiales","Apiaceae","Eryngium","corallinum","Eryngium corallinum","Mathias & Constance",NA,"Reitz & Klein, --","17814","1965","12","16","South America","Brazil","Paraná",NA,"Fazenda Capão Redondo, Guarapuava.",NA,NA,"1000",NA,NA,NA,"US03076133","US03076133_01",NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,"1",NA
"25","2020-09-12 05:00:02-03","US","US","2325780","PreservedSpecimen","Plantae",NA,"Apiales","Apiaceae","Eryngium","corallinum","Eryngium corallinum","Mathias & Constance",NA,"L. B. Smith & R. M. Klein","11537",NA,NA,NA,"South America - Neotropics","Brazil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,"US00126998","US00126998_01",NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,"1","Isotype"
"26","2020-09-12 05:00:02-03","US","US","2465583","PreservedSpecimen","Plantae",NA,"Apiales","Apiaceae","Eryngium","corallinum","Eryngium corallinum","Mathias & Constance",NA,"Reitz & Klein, --","17738","1965","12","15","South America","Brazil","Paraná",NA,"Rio Cavernoso, Guarapuava.",NA,NA,"1000",NA,NA,NA,"US03076132","US03076132_01",NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,"1",NA
"27","2020-09-12 05:00:02-03","US","US","2557785","PreservedSpecimen","Plantae",NA,"Apiales","Apiaceae","Eryngium","corallinum","Eryngium corallinum","Mathias & Constance",NA,"L. Smith & R. M. Klein","13768","1964","12","7","South America","Brazil","Santa Catarina",NA,"Mun. Campo Erê: Campo, 8 km west of Campo Erê.","-53.1","-26.37","900","1000",NA,NA,"US03076134","US03076134_01",NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,"1",NA
"28","2020-09-12 05:00:02-03","US","US","2571003A","PreservedSpecimen","Plantae",NA,"Apiales","Apiaceae","Eryngium","corallinum","Eryngium corallinum","Mathias & Constance",NA,"G. Hatschbach","15156","1966","10","20","South America","Brazil","Paraná",NA,"Lagendo S. Antonio (mun, Mangueirinha).",NA,NA,NA,NA,NA,NA,"US03076131","US03076131_01",NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,"1",NA
"29","2019-11-13 11:14:42-03","USP","SPF","19452","PreservedSpecimen","Plantae",NA,NA,"Apiaceae","Eryngium","corallinum","Eryngium corallinum","Mathias & Constance","Hatschbach, G","Hatschbach, G","43242","1980","10","26",NA,"Brasil","Paraná","Guarapuava","Rio Campo Real.","-51.4580993652344","-25.395299911499",NA,NA,NA,NA,"SPF00019452","SPF00019452","53832","auto","1981",NA,NA,NA,NA,NA,NA,NA,NA
"30","2019-10-07 09:10:49-03","UEFS","HUEFS","174619","PreservedSpecimen","Plantae","Angiospermae","Apiales","Apiaceae","Eryngium","corallinum","Eryngium corallinum","Mathias & Constance","D.Lucas","Barbosa, E.","1756","2006","10","26",NA,"Brasil","Paraná","Candói","Lagoa Seca.","-52.0558013916016","-25.5722007751465",NA,NA,NA,NA,"HUEFS0174619","HUEFS0174619","42664","auto","2017","Asteranae","07",NA,NA,NA,NA,NA,NA
"31","2020-11-12 16:58:00-03","UEL","FUEL","56158","PreservedSpecimen","Plantae","Tracheophyta","Apiales","Apiaceae","Eryngium","corallinum","Eryngium corallinum","Mathias & Constance","Ferraz, JR","Ferraz, JR","699","2019","11","05",NA,"Brasil","Paraná","Candói","próximo ao Rio Campo Real","-51.819911","-25.456294","936","936",NA,NA,"FUEL056158",NA,NA,NA,"2019",NA,"11","05","-51.819911","-25.456294",NA,NA,NA
"32","2020-11-12 16:58:00-03","UEL","FUEL","56160","PreservedSpecimen","Plantae","Tracheophyta","Apiales","Apiaceae","Eryngium","corallinum","Eryngium corallinum","Mathias & Constance","Ferraz, JR","Ferraz, JR","706","2019","11","05",NA,"Brasil","Paraná","Foz do Jordão","BR-373","-52.099392","-25.635228","886","886",NA,NA,"FUEL056160",NA,NA,NA,"2019",NA,"11","05","-52.099392","-25.635228",NA,NA,NA
"33","2020-11-12 16:58:00-03","UEL","FUEL","56161","PreservedSpecimen","Plantae","Tracheophyta","Apiales","Apiaceae","Eryngium","corallinum","Eryngium corallinum","Mathias & Constance","Ferraz, JR","Ferraz, JR","711","2019","11","05",NA,"Brasil","Paraná","Foz do Jordão","próximo à Comunidade da Paz","-52.121544","-25.670006","868","868",NA,NA,"FUEL056161",NA,NA,NA,"2019",NA,"11","05","-52.121544","-25.670006",NA,NA,NA
"34","2020-11-12 16:58:00-03","UEL","FUEL","56162","PreservedSpecimen","Plantae","Tracheophyta","Apiales","Apiaceae","Eryngium","corallinum","Eryngium corallinum","Mathias & Constance","Ferraz, JR","Ferraz, JR","792","2019","11","06",NA,"Brasil","Paraná","Candói","Lagoa Seca - I","-51.910658","-25.432944","943","943",NA,NA,"FUEL056162",NA,NA,NA,"2019",NA,"11","06","-51.910658","-25.432944",NA,NA,NA
"35","2020-11-12 16:58:00-03","UEL","FUEL","56163","PreservedSpecimen","Plantae","Tracheophyta","Apiales","Apiaceae","Eryngium","corallinum","Eryngium corallinum","Mathias & Constance","Ferraz, JR","Ferraz, JR","803","2019","11","06",NA,"Brasil","Paraná","Candói","Lagoa Seca - II","-51.906808","-25.420019","934","934",NA,NA,"FUEL056163",NA,NA,NA,"2019",NA,"11","06","-51.906808","-25.420019",NA,NA,NA
"36","2020-11-12 16:58:00-03","UEL","FUEL","56164","PreservedSpecimen","Plantae","Tracheophyta","Apiales","Apiaceae","Eryngium","corallinum","Eryngium corallinum","Mathias & Constance","Ferraz, JR","Ferraz, JR","843","2019","11","06",NA,"Brasil","Paraná","Foz do Jordão","PR-662","-52.116806","-25.697842","838","838",NA,NA,"FUEL056164",NA,NA,NA,"2019",NA,"11","06","-52.116806","-25.697842",NA,NA,NA
"37","2020-11-12 16:58:00-03","UEL","FUEL","56179","PreservedSpecimen","Plantae","Tracheophyta","Apiales","Apiaceae","Eryngium","corallinum","Eryngium corallinum","Mathias & Constance","Ferraz, JR","Ferraz, JR","690","2019","11","05",NA,"Brasil","Paraná","Candói","Fazenda Capão Redondo","-51.801664","-25.423678",NA,NA,NA,NA,"FUEL056179",NA,NA,NA,"2019",NA,"11","05","-51.801664","-25.423678",NA,NA,NA
"38","2019-11-01 14:52:28-03","UnB","UB","157972","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Apiaceae","Eryngium","corallinum","Eryngium corallinum","Mathias & Constance","Hatschbach, G","Hatschbach, G","43242","1980","10","26","Southern America","Brasil","Paraná ","Guarapuava","Rio Campo Real","-51.4580993652344","-25.395299911499",NA,NA,NA,"Flor alvecente; Campo rochoso",NA,NA,"53832","auto","1981",NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-02-23 13:21:48-03","MN","R-TIPOS","214945","PreservedSpecimen","Plantae",NA,NA,"Apiaceae","Eryngium","corallinum","Eryngium corallinum","Mathias & Constance","Lucas, D.","Smith, L.B. ; Klein, R.M.","11537","1957","02","20",NA,"Brasil","Santa Catarina",NA,"9 km west of Campo Erê",NA,NA,"9001000","9001000",NA,NA,"R000214945","R000214945_001",NA,NA,"2016",NA,"11","04",NA,NA,NA,NA,"Isotypus"
"40","2020-08-20 14:54:31-03","UFSC","FLOR","15054","PreservedSpecimen","Plantae",NA,"Apiales","Apiaceae","Eryngium","corallinum","Eryngium corallinum","Mathias & Constance",NA,"Reitz, R.; Klein, R.M.","17814","1985","12","16",NA,"Brasil","Paraná","Guarapuava","Fazenda Capão Redondo.","-51.4580993652344","-25.395299911499","1000","1000",NA,"erva, flor branca","FLOR0015054","FLOR0015054","53832","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2020-08-20 14:54:31-03","UFSC","FLOR","3555","PreservedSpecimen","Plantae",NA,"Apiales","Apiaceae","Eryngium","corallinum","Eryngium corallinum","Mathias & Constance",NA,"Smith, L.B.; Klein, R.M.","13768","1964","12","07",NA,"Brasil","Santa Catarina","Campo Erê","8 km W da cidade.","-53.0780982971191","-26.3941993713379","900","900",NA,NA,"FLOR0003555","FLOR0003555","24706","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-02-08 12:31:52-03","UFRGS","ICN","192918","S","Plantae","Dicotyledon",NA,"Apiaceae","Eryngium","corallinum","Eryngium corallinum","Mathias & Constance.","Cardozo, AL","Lozano, ED; Engels, ME","2297","2013","12","12","América do Sul","Brasil","PR","Candói","Fazenda Capão Redondo","-51.803333","-25.423611",NA,NA,NA,"Herbácea 25 cm; flores alvas.; Campos de Guarapuava- afloramento rochoso de Basalto",NA,NA,NA,NA,"2016",NA,NA,NA,"-51.803333","-25.423611",NA,NA,NA
"43","2021-02-08 12:31:52-03","UFRGS","ICN","009889","S","Plantae","Dicotyledon",NA,"Apiaceae","Eryngium","corallinum","Eryngium corallinum","Mathias & Constance.","Irgang, BE","Lindeman, JC; de Haas, JH","2772","1966","10","21","América do Sul","Brasil","PR","Guarapuava","at road-km 170 near Rio Campo Real, 35 km W of Guarapuava","-51.4580993652344","-25.395299911499",NA,NA,NA,"Capitules white.; Campo limpo, somewhat moist, low grass vegetation.",NA,NA,"53832","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2019-11-21 09:58:31-03","IBt","SP","491764","S","Plantae",NA,NA,"Apiaceae","Eryngium","corallinum","Eryngium corallinum","Mathias & Constance","Cardozo, AL","Lozano, ED; Engels, ME","2297","2013","12","12",NA,"Brasil","Paraná","Candói","Fazenda Capão Redondo","-51.803222","-25.423556",NA,NA,NA,NA,NA,NA,NA,NA,"2016",NA,NA,NA,"-51.803222","-25.423556",NA,NA,NA
